OBS_STATUS;RESITUR;TEMPORAL;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
P;516713;2021;ES617;VIAJEROS;4846.121301211;A
P;516713;2021;ES618;VIAJEROS;1560.701578099;A
P;516715;2021;ES61;VIAJEROS;18862.587845364;A
P;516715;2021;ES611;VIAJEROS;605.403448888;A
P;516715;2021;ES612;VIAJEROS;1306.043401141;A
P;516715;2021;ES613;VIAJEROS;318.57780459;A
P;516715;2021;ES614;VIAJEROS;1816.150932798;A
P;516715;2021;ES615;VIAJEROS;1152.152951627;A
P;516715;2021;ES616;VIAJEROS;49.967639912;A
P;516715;2021;ES617;VIAJEROS;5951.176961146;A
P;516715;2021;ES618;VIAJEROS;7663.114705262;A
P;55574;2021;ES61;VIAJEROS;77581.279301192;A
P;55574;2021;ES611;VIAJEROS;2084.332632704;A
P;55574;2021;ES612;VIAJEROS;3463.153987078;A
P;55574;2021;ES613;VIAJEROS;552.785268642;A
P;55574;2021;ES614;VIAJEROS;3304.843674618;A
P;55574;2021;ES615;VIAJEROS;148.914960557;A
P;55574;2021;ES616;VIAJEROS;402.641530402;A
P;55574;2021;ES617;VIAJEROS;63308.567274297;A
P;55574;2021;ES618;VIAJEROS;4316.039972894;A
P;516716;2021;ES61;VIAJEROS;4155.743410303;A
P;516716;2021;ES611;VIAJEROS;266.25471778;A
P;516716;2021;ES612;VIAJEROS;124.694631389;A
P;516716;2021;ES613;VIAJEROS;14.259155632;A
P;516716;2021;ES614;VIAJEROS;395.521945282;A
P;516716;2021;ES615;VIAJEROS;30.370673077;A
P;516716;2021;ES616;VIAJEROS;11.926711668;A
P;516716;2021;ES617;VIAJEROS;2922.442251718;A
P;516716;2021;ES618;VIAJEROS;390.273323757;A
P;516717;2021;ES61;VIAJEROS;13380.479655706;A
P;516717;2021;ES611;VIAJEROS;284.702314044;A
P;516717;2021;ES612;VIAJEROS;701.866340402;A
P;516717;2021;ES613;VIAJEROS;66.380523386;A
P;516717;2021;ES614;VIAJEROS;389.907455854;A
P;516717;2021;ES615;VIAJEROS;116.075413475;A
P;516717;2021;ES616;VIAJEROS;51.064182195;A
P;516717;2021;ES617;VIAJEROS;11448.171347773;A
P;516717;2021;ES618;VIAJEROS;322.312078577;A
P;516718;2021;ES61;VIAJEROS;23116.054187701;A
P;516718;2021;ES611;VIAJEROS;552.217545606;A
P;516718;2021;ES612;VIAJEROS;312.399864007;A
P;516718;2021;ES613;VIAJEROS;160.001208594;A
P;516718;2021;ES614;VIAJEROS;1062.207804381;A
P;516718;2021;ES615;VIAJEROS;198.371889449;A
P;516718;2021;ES616;VIAJEROS;102.358601407;A
P;516718;2021;ES617;VIAJEROS;18864.95843379;A
P;516718;2021;ES618;VIAJEROS;1863.538840467;A
P;516719;2021;ES61;VIAJEROS;5549.703907087;A
P;516719;2021;ES611;VIAJEROS;89.520369953;A
P;516719;2021;ES612;VIAJEROS;246.543025934;A
P;516719;2021;ES613;VIAJEROS;80.186248852;A
P;516719;2021;ES614;VIAJEROS;256.492368095;A
P;516719;2021;ES615;VIAJEROS;12.219279865;A
P;516719;2021;ES616;VIAJEROS;42.399459528;A
P;516719;2021;ES617;VIAJEROS;4654.609062148;A
P;516719;2021;ES618;VIAJEROS;167.734092712;A
P;516720;2021;ES61;VIAJEROS;2125.942337605;A
P;516720;2021;ES611;VIAJEROS;78.788350261;A
P;516720;2021;ES612;VIAJEROS;130.141463908;A
P;516720;2021;ES613;VIAJEROS;43.445949068;A
P;516720;2021;ES614;VIAJEROS;333.713129188;A
P;516720;2021;ES616;VIAJEROS;11.509827421;A
P;516720;2021;ES617;VIAJEROS;1213.307406764;A
P;516720;2021;ES618;VIAJEROS;310.766435316;A
P;516721;2021;ES61;VIAJEROS;9105.423965954;A
P;516721;2021;ES611;VIAJEROS;256.49919153;A
P;516721;2021;ES612;VIAJEROS;1100.729646353;A
P;516721;2021;ES613;VIAJEROS;197.90485802;A
P;516721;2021;ES614;VIAJEROS;1038.266086323;A
P;516721;2021;ES615;VIAJEROS;14.826607527;A
P;516721;2021;ES616;VIAJEROS;85.038133452;A
P;516721;2021;ES617;VIAJEROS;5505.223483815;A
P;516721;2021;ES618;VIAJEROS;906.935958934;A
P;516722;2021;ES61;VIAJEROS;17928.906572431;A
P;516722;2021;ES611;VIAJEROS;518.403372333;A
P;516722;2021;ES612;VIAJEROS;2047.922132786;A
P;516722;2021;ES613;VIAJEROS;391.778007568;A
P;516722;2021;ES614;VIAJEROS;916.918071921;A
P;516722;2021;ES615;VIAJEROS;23.678457879;A
P;516722;2021;ES616;VIAJEROS;72.683396973;A
P;516722;2021;ES617;VIAJEROS;12376.896972271;A
P;516722;2021;ES618;VIAJEROS;1580.6261607;A
P;516724;2021;ES61;VIAJEROS;15523.537154048;A
P;516724;2021;ES611;VIAJEROS;143.960287934;A
P;516724;2021;ES612;VIAJEROS;792.021281328;A
P;516724;2021;ES613;VIAJEROS;565.407432509;A
P;516724;2021;ES614;VIAJEROS;2465.282440813;A
P;516724;2021;ES615;VIAJEROS;81.305032102;A
P;516724;2021;ES616;VIAJEROS;38.384847418;A
P;516724;2021;ES617;VIAJEROS;8396.827501963;A
P;516724;2021;ES618;VIAJEROS;3040.348329981;A
P;516725;2021;ES61;VIAJEROS;17850.695762177;A
P;516725;2021;ES611;VIAJEROS;519.8810985;A
P;516725;2021;ES612;VIAJEROS;1118.041687745;A
P;516725;2021;ES613;VIAJEROS;560.609374617;A
P;516725;2021;ES614;VIAJEROS;2761.138456138;A
P;516725;2021;ES615;VIAJEROS;53.628983278;A
P;516725;2021;ES616;VIAJEROS;48.458031875;A
P;516725;2021;ES617;VIAJEROS;7140.041611753;A
P;516725;2021;ES618;VIAJEROS;5648.896518271;A
P;516726;2021;ES61;VIAJEROS;7064.818152015;A
P;516726;2021;ES611;VIAJEROS;321.354332928;A
P;516726;2021;ES612;VIAJEROS;108.589241623;A
P;516726;2021;ES613;VIAJEROS;63.348308663;A
P;516726;2021;ES614;VIAJEROS;448.310696711;A
P;516726;2021;ES617;VIAJEROS;5367.250175106;A
P;516726;2021;ES618;VIAJEROS;749.450008356;A
P;516727;2021;ES61;VIAJEROS;15281.28300041;A
P;516727;2021;ES611;VIAJEROS;251.148647487;A
P;516727;2021;ES612;VIAJEROS;2508.760789653;A
P;516727;2021;ES613;VIAJEROS;489.617016741;A
P;516727;2021;ES614;VIAJEROS;1896.824256134;A
P;516727;2021;ES615;VIAJEROS;23.826589595;A
P;516727;2021;ES616;VIAJEROS;17.408553287;A
P;516727;2021;ES617;VIAJEROS;6883.545758317;A
P;516727;2021;ES618;VIAJEROS;3210.151389196;A
A;55698;2020;ES61;PERNOCTACIONES;3751693.494411616;A
A;55698;2020;ES611;PERNOCTACIONES;426791.23453687;A
A;55698;2020;ES612;PERNOCTACIONES;313459.458292654;A
A;55698;2020;ES613;PERNOCTACIONES;50863.015805579;A
A;55698;2020;ES614;PERNOCTACIONES;300978.002055511;A
A;55698;2020;ES615;PERNOCTACIONES;234237.11057079;A
A;55698;2020;ES616;PERNOCTACIONES;114470.660241981;A
A;55698;2020;ES617;PERNOCTACIONES;1962103.730333664;A
A;55698;2020;ES618;PERNOCTACIONES;348790.282574567;A
A;55698;2019;ES61;PERNOCTACIONES;10765780;A
A;55698;2019;ES611;PERNOCTACIONES;1016673.29615878;A
A;55698;2019;ES612;PERNOCTACIONES;595375.972923007;A
A;55698;2019;ES613;PERNOCTACIONES;111202.826036747;A
A;55698;2019;ES614;PERNOCTACIONES;690976.113786606;A
A;55698;2019;ES615;PERNOCTACIONES;392303.400956423;A
A;55698;2019;ES616;PERNOCTACIONES;163206.900998364;A
A;55698;2019;ES617;PERNOCTACIONES;6699959.694986533;A
A;55698;2019;ES618;PERNOCTACIONES;1096081.419182886;A
A;55698;2018;ES61;PERNOCTACIONES;10313869;A
A;55698;2018;ES611;PERNOCTACIONES;933223.595417957;A
A;55698;2018;ES612;PERNOCTACIONES;583607.15269253;A
A;55698;2018;ES613;PERNOCTACIONES;102532.3425497;A
A;55698;2018;ES614;PERNOCTACIONES;623928.98348304;A
A;55698;2018;ES615;PERNOCTACIONES;394612.19348594;A
A;55698;2018;ES616;PERNOCTACIONES;163084.129520798;A
A;55698;2018;ES617;PERNOCTACIONES;6423882.9736743;A
A;55698;2018;ES618;PERNOCTACIONES;1088997.72918569;A
A;55698;2017;ES61;PERNOCTACIONES;10444941;A
A;55698;2017;ES611;PERNOCTACIONES;963677.153884001;A
A;55698;2017;ES612;PERNOCTACIONES;554369.52305193;A
A;55698;2017;ES613;PERNOCTACIONES;103174.324770483;A
A;55698;2017;ES614;PERNOCTACIONES;507900.75902845;A
A;55698;2017;ES615;PERNOCTACIONES;389308.562705529;A
A;55698;2017;ES616;PERNOCTACIONES;157352.110653644;A
A;55698;2017;ES617;PERNOCTACIONES;6819122.3224187;A
A;55698;2017;ES618;PERNOCTACIONES;950036.34341466;A
A;55698;2016;ES61;PERNOCTACIONES;9402245.072918449;A
A;55698;2016;ES611;PERNOCTACIONES;793483.247180666;A
A;55698;2016;ES612;PERNOCTACIONES;463286.12502395;A
A;55698;2016;ES613;PERNOCTACIONES;90739.937384415;A
A;55698;2016;ES614;PERNOCTACIONES;609615.75467965;A
A;55698;2016;ES615;PERNOCTACIONES;305990.3529848;A
A;55698;2016;ES616;PERNOCTACIONES;147344.007675438;A
A;55698;2016;ES617;PERNOCTACIONES;6200394.6698205;A
A;55698;2016;ES618;PERNOCTACIONES;791390.97816903;A
A;55698;2015;ES61;PERNOCTACIONES;8775337.91979373;A
A;55698;2015;ES611;PERNOCTACIONES;763038.38392863;A
A;55698;2015;ES612;PERNOCTACIONES;412676.211807278;A
A;55698;2015;ES613;PERNOCTACIONES;72634.20225493;A
A;55698;2015;ES614;PERNOCTACIONES;577079.46069398;A
A;55698;2015;ES615;PERNOCTACIONES;298421.156167447;A
A;55698;2015;ES616;PERNOCTACIONES;114345.997962115;A
A;55698;2015;ES617;PERNOCTACIONES;5871069.81634;A
A;55698;2015;ES618;PERNOCTACIONES;666072.69063935;A
A;55698;2014;ES61;PERNOCTACIONES;7784473.952413481;A
A;55698;2014;ES611;PERNOCTACIONES;662855.340717386;A
A;55698;2014;ES612;PERNOCTACIONES;456662.89949534;A
A;55698;2014;ES613;PERNOCTACIONES;56307.221887212;A
A;55698;2014;ES614;PERNOCTACIONES;467864.276749143;A
A;55698;2014;ES615;PERNOCTACIONES;284089.887484956;A
A;55698;2014;ES616;PERNOCTACIONES;101577.906655964;A
A;55698;2014;ES617;PERNOCTACIONES;5118900.3668441;A
A;55698;2014;ES618;PERNOCTACIONES;636216.05257938;A
A;55565;2020;ES61;PERNOCTACIONES;2297618.552417355;A
A;55565;2020;ES611;PERNOCTACIONES;363668.058470392;A
A;55565;2020;ES612;PERNOCTACIONES;280021.015938273;A
A;55565;2020;ES613;PERNOCTACIONES;42398.914272478;A
A;55565;2020;ES614;PERNOCTACIONES;235357.198848972;A
A;55565;2020;ES615;PERNOCTACIONES;221036.071265925;A
A;55565;2020;ES616;PERNOCTACIONES;112219.341521174;A
A;55565;2020;ES617;PERNOCTACIONES;836432.980019548;A
A;55565;2020;ES618;PERNOCTACIONES;206484.972080593;A
A;55565;2019;ES61;PERNOCTACIONES;4006280.202531649;A
A;55565;2019;ES611;PERNOCTACIONES;772025.464031395;A
A;55565;2019;ES612;PERNOCTACIONES;433999.505603606;A
A;55565;2019;ES613;PERNOCTACIONES;69489.642680739;A
A;55565;2019;ES614;PERNOCTACIONES;420330.76339396;A
A;55565;2019;ES615;PERNOCTACIONES;342225.185686941;A
A;55565;2019;ES616;PERNOCTACIONES;157010.297555599;A
A;55565;2019;ES617;PERNOCTACIONES;1376847.663336807;A
A;55565;2019;ES618;PERNOCTACIONES;434351.680242602;A
A;55565;2018;ES61;PERNOCTACIONES;3607508.52920128;A
A;55565;2018;ES611;PERNOCTACIONES;689762.68530943;A
A;55565;2018;ES612;PERNOCTACIONES;397800.90385042;A
A;55565;2018;ES613;PERNOCTACIONES;61328.79176329;A
A;55565;2018;ES614;PERNOCTACIONES;388301.03112673;A
A;55565;2018;ES615;PERNOCTACIONES;335868.04165526;A
A;55565;2018;ES616;PERNOCTACIONES;155873.32798726;A
A;55565;2018;ES617;PERNOCTACIONES;1127943.5125875;A
A;55565;2018;ES618;PERNOCTACIONES;450630.23492139;A
A;55565;2017;ES61;PERNOCTACIONES;3664214.997562519;A
A;55565;2017;ES611;PERNOCTACIONES;709478.55246297;A
A;55565;2017;ES612;PERNOCTACIONES;386987.65127468;A
A;55565;2017;ES613;PERNOCTACIONES;57421.676881945;A
A;55565;2017;ES614;PERNOCTACIONES;307808.24686457;A
A;55565;2017;ES615;PERNOCTACIONES;351612.465564;A
A;55565;2017;ES616;PERNOCTACIONES;146467.594483554;A
A;55565;2017;ES617;PERNOCTACIONES;1292108.2333346;A
A;55565;2017;ES618;PERNOCTACIONES;412330.5766962;A
A;55565;2016;ES61;PERNOCTACIONES;3202231.176225344;A
A;55565;2016;ES611;PERNOCTACIONES;602400.98965254;A
A;55565;2016;ES612;PERNOCTACIONES;338204.49147594;A
A;55565;2016;ES613;PERNOCTACIONES;57961.169836925;A
A;55565;2016;ES614;PERNOCTACIONES;368013.25976389;A
A;55565;2016;ES615;PERNOCTACIONES;269129.08381963;A
A;55565;2016;ES616;PERNOCTACIONES;135792.451150419;A
A;55565;2016;ES617;PERNOCTACIONES;1070429.6051819;A
A;55565;2016;ES618;PERNOCTACIONES;360300.1253441;A
A;55565;2015;ES61;PERNOCTACIONES;2980635.069606948;A
A;55565;2015;ES611;PERNOCTACIONES;584065.54008616;A
A;55565;2015;ES612;PERNOCTACIONES;290975.29546659;A
A;55565;2015;ES613;PERNOCTACIONES;50036.686421466;A
A;55565;2015;ES614;PERNOCTACIONES;339015.7744014;A
A;55565;2015;ES615;PERNOCTACIONES;273126.770328695;A
A;55565;2015;ES616;PERNOCTACIONES;108268.953630047;A
A;55565;2015;ES617;PERNOCTACIONES;1042235.5085066;A
A;55565;2015;ES618;PERNOCTACIONES;292910.54076599;A
A;55565;2014;ES61;PERNOCTACIONES;2701686.646382254;A
A;55565;2014;ES611;PERNOCTACIONES;499866.829612756;A
A;55565;2014;ES612;PERNOCTACIONES;322988.97064798;A
A;55565;2014;ES613;PERNOCTACIONES;34955.182506312;A
A;55565;2014;ES614;PERNOCTACIONES;293362.03208706;A
A;55565;2014;ES615;PERNOCTACIONES;259563.01531549;A
A;55565;2014;ES616;PERNOCTACIONES;95211.524519056;A
A;55565;2014;ES617;PERNOCTACIONES;902425.0425573;A
A;55565;2014;ES618;PERNOCTACIONES;293314.0491363;A
A;55697;2020;ES61;PERNOCTACIONES;1454074.941994261;A
A;55697;2020;ES611;PERNOCTACIONES;63123.176066478;A
A;55697;2020;ES612;PERNOCTACIONES;33438.442354381;A
A;55697;2020;ES613;PERNOCTACIONES;8464.101533101;A
A;55697;2020;ES614;PERNOCTACIONES;65620.803206539;A
A;55697;2020;ES615;PERNOCTACIONES;13201.039304865;A
A;55697;2020;ES616;PERNOCTACIONES;2251.318720807;A
A;55697;2020;ES617;PERNOCTACIONES;1125670.750314116;A
A;55697;2020;ES618;PERNOCTACIONES;142305.310493974;A
A;55697;2019;ES61;PERNOCTACIONES;6759499.422497697;A
A;55697;2019;ES611;PERNOCTACIONES;244647.832127385;A
A;55697;2019;ES612;PERNOCTACIONES;161376.467319401;A
A;55697;2019;ES613;PERNOCTACIONES;41713.183356008;A
A;55697;2019;ES614;PERNOCTACIONES;270645.350392646;A
A;55697;2019;ES615;PERNOCTACIONES;50078.215269482;A
A;55697;2019;ES616;PERNOCTACIONES;6196.603442765;A
A;55697;2019;ES617;PERNOCTACIONES;5323112.031649726;A
A;55697;2019;ES618;PERNOCTACIONES;661729.738940284;A
A;55697;2018;ES61;PERNOCTACIONES;6706360.570808675;A
A;55697;2018;ES611;PERNOCTACIONES;243460.910108527;A
A;55697;2018;ES612;PERNOCTACIONES;185806.24884211;A
A;55697;2018;ES613;PERNOCTACIONES;41203.55078641;A
A;55697;2018;ES614;PERNOCTACIONES;235627.95235631;A
A;55697;2018;ES615;PERNOCTACIONES;58744.15183068;A
A;55697;2018;ES616;PERNOCTACIONES;7210.801533538;A
A;55697;2018;ES617;PERNOCTACIONES;5295939.4610868;A
A;55697;2018;ES618;PERNOCTACIONES;638367.4942643;A
A;55697;2017;ES61;PERNOCTACIONES;6780726.102364878;A
A;55697;2017;ES611;PERNOCTACIONES;254198.601421031;A
A;55697;2017;ES612;PERNOCTACIONES;167381.87177725;A
A;55697;2017;ES613;PERNOCTACIONES;45752.647888538;A
A;55697;2017;ES614;PERNOCTACIONES;200092.51216388;A
A;55697;2017;ES615;PERNOCTACIONES;37696.097141529;A
A;55697;2017;ES616;PERNOCTACIONES;10884.51617009;A
A;55697;2017;ES617;PERNOCTACIONES;5527014.0890841;A
A;55697;2017;ES618;PERNOCTACIONES;537705.76671846;A
A;55697;2016;ES61;PERNOCTACIONES;6200013.896693105;A
A;55697;2016;ES611;PERNOCTACIONES;191082.257528126;A
A;55697;2016;ES612;PERNOCTACIONES;125081.63354801;A
A;55697;2016;ES613;PERNOCTACIONES;32778.76754749;A
A;55697;2016;ES614;PERNOCTACIONES;241602.49491576;A
A;55697;2016;ES615;PERNOCTACIONES;36861.26916517;A
A;55697;2016;ES616;PERNOCTACIONES;11551.556525019;A
A;55697;2016;ES617;PERNOCTACIONES;5129965.0646386;A
A;55697;2016;ES618;PERNOCTACIONES;431090.85282493;A
A;55697;2015;ES61;PERNOCTACIONES;5794702.850186782;A
A;55697;2015;ES611;PERNOCTACIONES;178972.84384247;A
A;55697;2015;ES612;PERNOCTACIONES;121700.916340688;A
A;55697;2015;ES613;PERNOCTACIONES;22597.515833464;A
A;55697;2015;ES614;PERNOCTACIONES;238063.68629258;A
A;55697;2015;ES615;PERNOCTACIONES;25294.385838752;A
A;55697;2015;ES616;PERNOCTACIONES;6077.044332068;A
A;55697;2015;ES617;PERNOCTACIONES;4828834.3078334;A
A;55697;2015;ES618;PERNOCTACIONES;373162.14987336;A
A;55697;2014;ES61;PERNOCTACIONES;5082787.306031227;A
A;55697;2014;ES611;PERNOCTACIONES;162988.51110463;A
A;55697;2014;ES612;PERNOCTACIONES;133673.92884736;A
A;55697;2014;ES613;PERNOCTACIONES;21352.0393809;A
A;55697;2014;ES614;PERNOCTACIONES;174502.244662083;A
A;55697;2014;ES615;PERNOCTACIONES;24526.872169466;A
A;55697;2014;ES616;PERNOCTACIONES;6366.382136908;A
A;55697;2014;ES617;PERNOCTACIONES;4216475.3242868;A
A;55697;2014;ES618;PERNOCTACIONES;342902.00344308;A
A;55577;2020;ES61;PERNOCTACIONES;94184.990479204;A
A;55577;2020;ES611;PERNOCTACIONES;4912.938970937;A
A;55577;2020;ES612;PERNOCTACIONES;6973.772075073;A
A;55577;2020;ES613;PERNOCTACIONES;488.271543338;A
A;55577;2020;ES614;PERNOCTACIONES;3323.789189427;A
A;55577;2020;ES615;PERNOCTACIONES;327.122769043;A
A;55577;2020;ES616;PERNOCTACIONES;183.208837164;A
A;55577;2020;ES617;PERNOCTACIONES;74719.74250384;A
A;55577;2020;ES618;PERNOCTACIONES;3256.144590382;A
A;55577;2019;ES61;PERNOCTACIONES;422085.132311059;A
A;55577;2019;ES611;PERNOCTACIONES;17964.044660024;A
A;55577;2019;ES612;PERNOCTACIONES;49887.941552607;A
A;55577;2019;ES613;PERNOCTACIONES;4456.049064789;A
A;55577;2019;ES614;PERNOCTACIONES;17639.338671772;A
A;55577;2019;ES615;PERNOCTACIONES;1923.594803097;A
A;55577;2019;ES616;PERNOCTACIONES;405.115768836;A
A;55577;2019;ES617;PERNOCTACIONES;297479.069691242;A
A;55577;2019;ES618;PERNOCTACIONES;32329.978098692;A
A;55577;2018;ES61;PERNOCTACIONES;441733.72368949;A
A;55577;2018;ES611;PERNOCTACIONES;14899.442703;A
A;55577;2018;ES612;PERNOCTACIONES;51887.857347;A
A;55577;2018;ES613;PERNOCTACIONES;3102.3519213;A
A;55577;2018;ES614;PERNOCTACIONES;18729.724694;A
A;55577;2018;ES615;PERNOCTACIONES;2345.9426966;A
A;55577;2018;ES616;PERNOCTACIONES;810.67451759;A
A;55577;2018;ES617;PERNOCTACIONES;313081.95523;A
A;55577;2018;ES618;PERNOCTACIONES;36875.77458;A
A;55577;2017;ES61;PERNOCTACIONES;472789.5379984;A
A;55577;2017;ES611;PERNOCTACIONES;18104.233778;A
A;55577;2017;ES612;PERNOCTACIONES;55903.317937;A
A;55577;2017;ES613;PERNOCTACIONES;3967.270518;A
A;55577;2017;ES614;PERNOCTACIONES;21900.019766;A
A;55577;2017;ES615;PERNOCTACIONES;1928.8341637;A
A;55577;2017;ES616;PERNOCTACIONES;1032.9845947;A
A;55577;2017;ES617;PERNOCTACIONES;342555.59773;A
A;55577;2017;ES618;PERNOCTACIONES;27397.279511;A
A;55577;2016;ES61;PERNOCTACIONES;396942.041322;A
A;55577;2016;ES611;PERNOCTACIONES;13817.281018;A
A;55577;2016;ES612;PERNOCTACIONES;46005.956116;A
A;55577;2016;ES613;PERNOCTACIONES;3402.8317804;A
A;55577;2016;ES614;PERNOCTACIONES;23851.74834;A
A;55577;2016;ES615;PERNOCTACIONES;1495.540019;A
A;55577;2016;ES616;PERNOCTACIONES;2272.2992336;A
A;55577;2016;ES617;PERNOCTACIONES;282891.28872;A
A;55577;2016;ES618;PERNOCTACIONES;23205.096095;A
A;55577;2015;ES61;PERNOCTACIONES;362061.05971712;A
A;55577;2015;ES611;PERNOCTACIONES;17746.678744;A
A;55577;2015;ES612;PERNOCTACIONES;41746.044691;A
A;55577;2015;ES613;PERNOCTACIONES;1478.2765895;A
A;55577;2015;ES614;PERNOCTACIONES;21952.400335;A
A;55577;2015;ES615;PERNOCTACIONES;731.23831142;A
A;55577;2015;ES616;PERNOCTACIONES;1249.2424052;A
A;55577;2015;ES617;PERNOCTACIONES;250899.40705;A
A;55577;2015;ES618;PERNOCTACIONES;26257.771591;A
A;55577;2014;ES61;PERNOCTACIONES;346042.8261596;A
A;55577;2014;ES611;PERNOCTACIONES;16246.269247;A
A;55577;2014;ES612;PERNOCTACIONES;61830.545863;A
A;55577;2014;ES613;PERNOCTACIONES;1917.0830542;A
A;55577;2014;ES614;PERNOCTACIONES;16830.305037;A
A;55577;2014;ES615;PERNOCTACIONES;992.7911756;A
A;55577;2014;ES616;PERNOCTACIONES;1754.8166298;A
A;55577;2014;ES617;PERNOCTACIONES;222620.38099;A
A;55577;2014;ES618;PERNOCTACIONES;23850.634163;A
A;516705;2020;ES61;PERNOCTACIONES;8416.434818899;A
A;516705;2020;ES611;PERNOCTACIONES;228.72153751;A
A;516705;2020;ES612;PERNOCTACIONES;196.087345478;A
A;516705;2020;ES614;PERNOCTACIONES;83.921052632;A
A;516705;2020;ES617;PERNOCTACIONES;7270.245472208;A
A;516705;2020;ES618;PERNOCTACIONES;627.84809794;A
A;516705;2019;ES61;PERNOCTACIONES;28481.71681366;A
A;516705;2019;ES611;PERNOCTACIONES;442.154410645;A
A;516705;2019;ES612;PERNOCTACIONES;1894.587985718;A
A;516705;2019;ES613;PERNOCTACIONES;391.966119355;A
A;516705;2019;ES614;PERNOCTACIONES;1177.233302522;A
A;516705;2019;ES615;PERNOCTACIONES;263.243041825;A
A;516705;2019;ES616;PERNOCTACIONES;15.96895128;A
A;516705;2019;ES617;PERNOCTACIONES;21258.987199585;A
A;516705;2019;ES618;PERNOCTACIONES;3037.57580273;A
A;516705;2018;ES61;PERNOCTACIONES;32445.30497851;A
A;516705;2018;ES611;PERNOCTACIONES;580.74922118;A
A;516705;2018;ES612;PERNOCTACIONES;2920.1104118;A
A;516705;2018;ES613;PERNOCTACIONES;520.76525683;A
A;516705;2018;ES614;PERNOCTACIONES;1155.6543415;A
A;516705;2018;ES615;PERNOCTACIONES;208.0;A
A;516705;2018;ES617;PERNOCTACIONES;23060.595489;A
A;516705;2018;ES618;PERNOCTACIONES;3999.4302582;A
A;516705;2017;ES61;PERNOCTACIONES;32060.695301404;A
A;516705;2017;ES611;PERNOCTACIONES;403.67981572;A
A;516705;2017;ES612;PERNOCTACIONES;1908.961904;A
A;516705;2017;ES613;PERNOCTACIONES;394.09499956;A
A;516705;2017;ES614;PERNOCTACIONES;1584.8024824;A
A;516705;2017;ES615;PERNOCTACIONES;80.470455824;A
A;516705;2017;ES617;PERNOCTACIONES;25417.801361;A
A;516705;2017;ES618;PERNOCTACIONES;2270.8842829;A
A;516705;2016;ES61;PERNOCTACIONES;28203.882997214;A
A;516705;2016;ES611;PERNOCTACIONES;392.77940474;A
A;516705;2016;ES612;PERNOCTACIONES;1413.8273109;A
A;516705;2016;ES613;PERNOCTACIONES;224.13633178;A
A;516705;2016;ES614;PERNOCTACIONES;1199.8099683;A
A;516705;2016;ES615;PERNOCTACIONES;209.33563526;A
A;516705;2016;ES616;PERNOCTACIONES;32.580761834;A
A;516705;2016;ES617;PERNOCTACIONES;22592.587511;A
A;516705;2016;ES618;PERNOCTACIONES;2138.8260734;A
A;516705;2015;ES61;PERNOCTACIONES;29023.11568169;A
A;516705;2015;ES611;PERNOCTACIONES;785.53239972;A
A;516705;2015;ES612;PERNOCTACIONES;2186.2040554;A
A;516705;2015;ES613;PERNOCTACIONES;190.97838342;A
A;516705;2015;ES614;PERNOCTACIONES;2555.019443;A
A;516705;2015;ES615;PERNOCTACIONES;184.97479843;A
A;516705;2015;ES616;PERNOCTACIONES;17.65211822;A
A;516705;2015;ES617;PERNOCTACIONES;20652.236605;A
A;516705;2015;ES618;PERNOCTACIONES;2450.5178785;A
A;516705;2014;ES61;PERNOCTACIONES;26264.69946241;A
A;516705;2014;ES611;PERNOCTACIONES;159.80069444;A
A;516705;2014;ES612;PERNOCTACIONES;1920.8949574;A
A;516705;2014;ES613;PERNOCTACIONES;390.30449128;A
A;516705;2014;ES614;PERNOCTACIONES;960.20022188;A
A;516705;2014;ES615;PERNOCTACIONES;165.61740331;A
A;516705;2014;ES617;PERNOCTACIONES;20067.915349;A
A;516705;2014;ES618;PERNOCTACIONES;2599.9663451;A
A;516706;2020;ES61;PERNOCTACIONES;45221.092313627;A
A;516706;2020;ES611;PERNOCTACIONES;2674.839322405;A
A;516706;2020;ES612;PERNOCTACIONES;1033.755785968;A
A;516706;2020;ES613;PERNOCTACIONES;137.613151797;A
A;516706;2020;ES614;PERNOCTACIONES;5524.778428785;A
A;516706;2020;ES615;PERNOCTACIONES;218.247571657;A
A;516706;2020;ES616;PERNOCTACIONES;68.793920113;A
A;516706;2020;ES617;PERNOCTACIONES;26394.568726996;A
A;516706;2020;ES618;PERNOCTACIONES;9168.495405906;A
A;516706;2019;ES61;PERNOCTACIONES;140455.491479552;A
A;516706;2019;ES611;PERNOCTACIONES;6128.939823317;A
A;516706;2019;ES612;PERNOCTACIONES;2609.171728791;A
A;516706;2019;ES613;PERNOCTACIONES;1332.001565339;A
A;516706;2019;ES614;PERNOCTACIONES;8130.733012984;A
A;516706;2019;ES615;PERNOCTACIONES;739.561140029;A
A;516706;2019;ES616;PERNOCTACIONES;140.658734434;A
A;516706;2019;ES617;PERNOCTACIONES;106720.261093684;A
A;516706;2019;ES618;PERNOCTACIONES;14654.164380974;A
A;516706;2018;ES61;PERNOCTACIONES;141148.5447852;A
A;516706;2018;ES611;PERNOCTACIONES;7385.4187815;A
A;516706;2018;ES612;PERNOCTACIONES;4610.9670452;A
A;516706;2018;ES613;PERNOCTACIONES;1015.1019107;A
A;516706;2018;ES614;PERNOCTACIONES;12610.357996;A
A;516706;2018;ES615;PERNOCTACIONES;636.20309309;A
A;516706;2018;ES616;PERNOCTACIONES;204.10929671;A
