OBS_STATUS;RESITUR;TEMPORAL;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
A;516707;2018;ES617;VIAJEROS;22745.715086;A
A;516707;2018;ES618;VIAJEROS;961.72166277;A
A;516707;2017;ES61;VIAJEROS;26592.662602885;A
A;516707;2017;ES611;VIAJEROS;486.84050814;A
A;516707;2017;ES612;VIAJEROS;674.00268297;A
A;516707;2017;ES613;VIAJEROS;313.62829385;A
A;516707;2017;ES614;VIAJEROS;790.67620461;A
A;516707;2017;ES615;VIAJEROS;17.0;A
A;516707;2017;ES616;VIAJEROS;22.158814815;A
A;516707;2017;ES617;VIAJEROS;23156.434219;A
A;516707;2017;ES618;VIAJEROS;1131.9218795;A
A;516707;2016;ES61;VIAJEROS;20770.427528302;A
A;516707;2016;ES611;VIAJEROS;261.75843276;A
A;516707;2016;ES612;VIAJEROS;223.12940615;A
A;516707;2016;ES613;VIAJEROS;307.56080791;A
A;516707;2016;ES614;VIAJEROS;884.18550919;A
A;516707;2016;ES615;VIAJEROS;32.567254287;A
A;516707;2016;ES616;VIAJEROS;38.155175725;A
A;516707;2016;ES617;VIAJEROS;18311.591245;A
A;516707;2016;ES618;VIAJEROS;711.47969728;A
A;516707;2015;ES61;VIAJEROS;17478.192381632;A
A;516707;2015;ES611;VIAJEROS;257.27292663;A
A;516707;2015;ES612;VIAJEROS;210.22154217;A
A;516707;2015;ES613;VIAJEROS;177.64390199;A
A;516707;2015;ES614;VIAJEROS;837.44627398;A
A;516707;2015;ES615;VIAJEROS;41.510344828;A
A;516707;2015;ES616;VIAJEROS;25.620125784;A
A;516707;2015;ES617;VIAJEROS;15515.235454;A
A;516707;2015;ES618;VIAJEROS;413.24181225;A
A;516707;2014;ES61;VIAJEROS;15899.877723729;A
A;516707;2014;ES611;VIAJEROS;520.175;A
A;516707;2014;ES612;VIAJEROS;340.82090349;A
A;516707;2014;ES613;VIAJEROS;86.109050351;A
A;516707;2014;ES614;VIAJEROS;623.37534977;A
A;516707;2014;ES615;VIAJEROS;71.664342089;A
A;516707;2014;ES616;VIAJEROS;21.957709329;A
A;516707;2014;ES617;VIAJEROS;13698.102969;A
A;516707;2014;ES618;VIAJEROS;537.6723997;A
A;516708;2020;ES61;VIAJEROS;6137.256242312;A
A;516708;2020;ES611;VIAJEROS;33.194790845;A
A;516708;2020;ES612;VIAJEROS;62.926619387;A
A;516708;2020;ES614;VIAJEROS;163.349482359;A
A;516708;2020;ES615;VIAJEROS;42.0;A
A;516708;2020;ES616;VIAJEROS;11.80545519;A
A;516708;2020;ES617;VIAJEROS;5676.139817165;A
A;516708;2020;ES618;VIAJEROS;141.743410699;A
A;516708;2019;ES61;VIAJEROS;34806.190056549;A
A;516708;2019;ES611;VIAJEROS;130.857487524;A
A;516708;2019;ES612;VIAJEROS;647.570457855;A
A;516708;2019;ES613;VIAJEROS;93.744939046;A
A;516708;2019;ES614;VIAJEROS;414.202980762;A
A;516708;2019;ES615;VIAJEROS;22.60950487;A
A;516708;2019;ES617;VIAJEROS;32869.125510179;A
A;516708;2019;ES618;VIAJEROS;628.079176313;A
A;516708;2018;ES61;VIAJEROS;34613.307388332;A
A;516708;2018;ES611;VIAJEROS;90.912553719;A
A;516708;2018;ES612;VIAJEROS;566.78652684;A
A;516708;2018;ES613;VIAJEROS;168.46434711;A
A;516708;2018;ES614;VIAJEROS;444.89708443;A
A;516708;2018;ES615;VIAJEROS;124.09655938;A
A;516708;2018;ES617;VIAJEROS;32652.793845;A
A;516708;2018;ES618;VIAJEROS;561.22313852;A
A;516708;2017;ES61;VIAJEROS;35881.730674409;A
A;516708;2017;ES611;VIAJEROS;136.90195783;A
A;516708;2017;ES612;VIAJEROS;464.19818141;A
A;516708;2017;ES613;VIAJEROS;121.40563123;A
A;516708;2017;ES614;VIAJEROS;215.68318114;A
A;516708;2017;ES615;VIAJEROS;39.940911649;A
A;516708;2017;ES617;VIAJEROS;34354.529471;A
A;516708;2017;ES618;VIAJEROS;549.07134015;A
A;516708;2016;ES61;VIAJEROS;32981.636956513;A
A;516708;2016;ES611;VIAJEROS;126.0332793;A
A;516708;2016;ES612;VIAJEROS;738.86594908;A
A;516708;2016;ES613;VIAJEROS;170.56349573;A
A;516708;2016;ES614;VIAJEROS;334.70767603;A
A;516708;2016;ES615;VIAJEROS;53.636424283;A
A;516708;2016;ES616;VIAJEROS;24.20407184;A
A;516708;2016;ES617;VIAJEROS;30977.875584;A
A;516708;2016;ES618;VIAJEROS;555.75047625;A
A;516708;2015;ES61;VIAJEROS;31543.34683103;A
A;516708;2015;ES611;VIAJEROS;56.764108911;A
A;516708;2015;ES612;VIAJEROS;226.15415694;A
A;516708;2015;ES613;VIAJEROS;41.639522522;A
A;516708;2015;ES614;VIAJEROS;533.87348196;A
A;516708;2015;ES615;VIAJEROS;45.847762796;A
A;516708;2015;ES616;VIAJEROS;37.856658931;A
A;516708;2015;ES617;VIAJEROS;30329.665077;A
A;516708;2015;ES618;VIAJEROS;271.54606197;A
A;516708;2014;ES61;VIAJEROS;29305.17968163;A
