OBS_STATUS;PUNTOS_TURISTICOS;RESITUR;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
A;55120;55577;2016;VIAJEROS;9101.4220996;A
A;55120;55577;2015;VIAJEROS;8310.1747459;A
A;55120;55577;2014;VIAJEROS;8801.6095656;A
A;55120;516705;2020;VIAJEROS;154.514880952;A
A;55120;516705;2019;VIAJEROS;787.658252061;A
A;55120;516705;2018;VIAJEROS;944.6621732;A
A;55120;516705;2017;VIAJEROS;797.14934117;A
A;55120;516705;2016;VIAJEROS;982.09387666;A
A;55120;516705;2015;VIAJEROS;866.93913609;A
A;55120;516705;2014;VIAJEROS;1048.0060512;A
A;55120;516706;2020;VIAJEROS;853.479305346;A
A;55120;516706;2019;VIAJEROS;1990.634097451;A
A;55120;516706;2018;VIAJEROS;2010.781464;A
A;55120;516706;2017;VIAJEROS;2734.5698432;A
A;55120;516706;2016;VIAJEROS;2320.4364032;A
A;55120;516706;2015;VIAJEROS;2621.1427432;A
A;55120;516706;2014;VIAJEROS;2891.3149373;A
A;55120;516707;2020;VIAJEROS;487.203305138;A
A;55120;516707;2019;VIAJEROS;3075.226981454;A
A;55120;516707;2018;VIAJEROS;1679.9283933;A
A;55120;516707;2017;VIAJEROS;1747.1032139;A
A;55120;516707;2016;VIAJEROS;1329.1949793;A
A;55120;516707;2015;VIAJEROS;1698.9320563;A
A;55120;516707;2014;VIAJEROS;1400.8385984;A
A;55120;516708;2020;VIAJEROS;109.089285714;A
A;55120;516708;2019;VIAJEROS;833.539951549;A
A;55120;516708;2018;VIAJEROS;1241.182679;A
A;55120;516708;2017;VIAJEROS;1224.9525199;A
A;55120;516708;2016;VIAJEROS;708.23728047;A
A;55120;516708;2015;VIAJEROS;1018.6308864;A
A;55120;516708;2014;VIAJEROS;1175.2046408;A
A;55120;55568;2020;VIAJEROS;3215.329685405;A
A;55120;55568;2019;VIAJEROS;8041.35431968;A
A;55120;55568;2018;VIAJEROS;4588.0325419;A
A;55120;55568;2017;VIAJEROS;6873.2795233;A
A;55120;55568;2016;VIAJEROS;4039.9753733;A
A;55120;55568;2015;VIAJEROS;4464.3908978;A
A;55120;55568;2014;VIAJEROS;3638.2914145;A
A;55120;516709;2019;VIAJEROS;65.360121185;A
A;55120;516709;2018;VIAJEROS;99.623765384;A
A;55120;516709;2017;VIAJEROS;142.666777;A
A;55120;516709;2016;VIAJEROS;29.977600994;A
A;55120;516709;2015;VIAJEROS;29.141851852;A
A;55120;516709;2014;VIAJEROS;31.157894737;A
A;55120;516710;2020;VIAJEROS;913.299583333;A
A;55120;516710;2019;VIAJEROS;12129.579579234;A
A;55120;516710;2018;VIAJEROS;6857.3146205;A
A;55120;516710;2017;VIAJEROS;8126.2662713;A
A;55120;516710;2016;VIAJEROS;9281.2737129;A
A;55120;516710;2015;VIAJEROS;7696.0300528;A
A;55120;516710;2014;VIAJEROS;5872.2507021;A
A;55120;516711;2020;VIAJEROS;530.400297619;A
A;55120;516711;2019;VIAJEROS;5411.607110601;A
A;55120;516711;2018;VIAJEROS;3305.4367882;A
A;55120;516711;2017;VIAJEROS;4359.1216377;A
A;55120;516711;2016;VIAJEROS;2768.224172;A
A;55120;516711;2015;VIAJEROS;3153.178183;A
A;55120;516711;2014;VIAJEROS;2559.0661666;A
A;55120;516712;2020;VIAJEROS;114.180952381;A
A;55120;516712;2019;VIAJEROS;589.288050552;A
A;55120;516712;2018;VIAJEROS;202.84091889;A
A;55120;516712;2017;VIAJEROS;386.26281076;A
A;55120;516712;2016;VIAJEROS;254.25806925;A
A;55120;516712;2015;VIAJEROS;234.30193732;A
A;55120;516712;2014;VIAJEROS;156.94166667;A
A;55120;55571;2020;VIAJEROS;2305.904207219;A
A;55120;55571;2019;VIAJEROS;13011.327421868;A
A;55120;55571;2018;VIAJEROS;7330.0249863;A
A;55120;55571;2017;VIAJEROS;9121.6870016;A
A;55120;55571;2016;VIAJEROS;6814.1766893;A
A;55120;55571;2015;VIAJEROS;7246.8597858;A
A;55120;55571;2014;VIAJEROS;5881.9575939;A
A;55120;516713;2020;VIAJEROS;115.95;A
A;55120;516713;2019;VIAJEROS;1004.61688146;A
A;55120;516713;2018;VIAJEROS;553.43684664;A
A;55120;516713;2017;VIAJEROS;483.15540636;A
A;55120;516713;2016;VIAJEROS;567.94338637;A
A;55120;516713;2015;VIAJEROS;445.12298096;A
A;55120;516713;2014;VIAJEROS;460.35448841;A
A;55120;516715;2020;VIAJEROS;193.104415751;A
A;55120;516715;2019;VIAJEROS;648.220174516;A
A;55120;516715;2018;VIAJEROS;1180.9425251;A
A;55120;516715;2017;VIAJEROS;991.21933502;A
A;55120;516715;2016;VIAJEROS;696.4010036;A
A;55120;516715;2015;VIAJEROS;809.19871932;A
A;55120;516715;2014;VIAJEROS;611.73143669;A
A;55120;55574;2020;VIAJEROS;5446.277243097;A
A;55120;55574;2019;VIAJEROS;40783.83071994;A
A;55120;55574;2018;VIAJEROS;32053.087298;A
A;55120;55574;2017;VIAJEROS;40558.657046;A
A;55120;55574;2016;VIAJEROS;34015.981008;A
A;55120;55574;2015;VIAJEROS;35051.799305;A
A;55120;55574;2014;VIAJEROS;33290.559821;A
A;55120;516716;2020;VIAJEROS;89.866666667;A
A;55120;516716;2019;VIAJEROS;358.270473859;A
A;55120;516716;2018;VIAJEROS;257.86953629;A
A;55120;516716;2017;VIAJEROS;234.73948814;A
A;55120;516716;2016;VIAJEROS;183.92962665;A
A;55120;516716;2015;VIAJEROS;92.2375;A
A;55120;516716;2014;VIAJEROS;209.45488801;A
A;55120;516717;2020;VIAJEROS;730.055827573;A
A;55120;516717;2019;VIAJEROS;3248.17693247;A
A;55120;516717;2018;VIAJEROS;3362.3962457;A
A;55120;516717;2017;VIAJEROS;3489.5284484;A
A;55120;516717;2016;VIAJEROS;2992.5842916;A
A;55120;516717;2015;VIAJEROS;7246.4676192;A
A;55120;516717;2014;VIAJEROS;11416.350914;A
A;55120;516718;2020;VIAJEROS;237.705566231;A
A;55120;516718;2019;VIAJEROS;2433.393677883;A
A;55120;516718;2018;VIAJEROS;1977.0370467;A
A;55120;516718;2017;VIAJEROS;1648.7603994;A
A;55120;516718;2016;VIAJEROS;1308.9408767;A
A;55120;516718;2015;VIAJEROS;824.33964194;A
A;55120;516718;2014;VIAJEROS;527.91725795;A
A;55120;516719;2020;VIAJEROS;269.023079877;A
A;55120;516719;2019;VIAJEROS;2505.848231778;A
A;55120;516719;2018;VIAJEROS;2444.3675664;A
A;55120;516719;2017;VIAJEROS;2430.7191095;A
A;55120;516719;2016;VIAJEROS;2150.8523228;A
A;55120;516719;2015;VIAJEROS;2323.5290263;A
A;55120;516719;2014;VIAJEROS;2324.2131052;A
A;55120;516720;2020;VIAJEROS;228.836747419;A
A;55120;516720;2019;VIAJEROS;5437.560787633;A
A;55120;516720;2018;VIAJEROS;1678.8276978;A
A;55120;516720;2017;VIAJEROS;3482.131643;A
A;55120;516720;2016;VIAJEROS;1699.5203936;A
A;55120;516720;2015;VIAJEROS;2155.841643;A
A;55120;516720;2014;VIAJEROS;2302.5261199;A
A;55120;516721;2020;VIAJEROS;412.5;A
A;55120;516721;2019;VIAJEROS;5120.849566229;A
A;55120;516721;2018;VIAJEROS;3586.7564346;A
A;55120;516721;2017;VIAJEROS;3197.2719076;A
A;55120;516721;2016;VIAJEROS;3169.7757925;A
A;55120;516721;2015;VIAJEROS;3033.5973436;A
A;55120;516721;2014;VIAJEROS;2388.7607772;A
A;55120;516722;2020;VIAJEROS;196.989468139;A
A;55120;516722;2019;VIAJEROS;460.898520392;A
A;55120;516722;2018;VIAJEROS;1144.8650946;A
A;55120;516722;2017;VIAJEROS;512.80731794;A
A;55120;516722;2016;VIAJEROS;799.16436636;A
A;55120;516722;2015;VIAJEROS;496.11400152;A
A;55120;516722;2014;VIAJEROS;433.3309217;A
A;55120;516724;2020;VIAJEROS;1349.45297619;A
A;55120;516724;2019;VIAJEROS;7530.482247563;A
A;55120;516724;2018;VIAJEROS;7503.2119331;A
A;55120;516724;2017;VIAJEROS;6727.9541754;A
A;55120;516724;2016;VIAJEROS;6232.6216425;A
A;55120;516724;2015;VIAJEROS;7323.5789658;A
A;55120;516724;2014;VIAJEROS;6731.0000833;A
A;55120;516725;2020;VIAJEROS;1021.910185185;A
A;55120;516725;2019;VIAJEROS;2899.264894593;A
A;55120;516725;2018;VIAJEROS;2651.2618537;A
A;55120;516725;2017;VIAJEROS;2568.2332513;A
A;55120;516725;2016;VIAJEROS;2240.4992955;A
A;55120;516725;2015;VIAJEROS;1875.5490099;A
A;55120;516725;2014;VIAJEROS;1601.675395;A
A;55120;516726;2020;VIAJEROS;992.067139444;A
A;55120;516726;2019;VIAJEROS;4265.710307685;A
A;55120;516726;2018;VIAJEROS;2991.8018924;A
A;55120;516726;2017;VIAJEROS;3531.5595169;A
A;55120;516726;2016;VIAJEROS;2922.3857329;A
A;55120;516726;2015;VIAJEROS;3933.460624;A
A;55120;516726;2014;VIAJEROS;2833.4768379;A
A;55120;516727;2020;VIAJEROS;535.291644278;A
A;55120;516727;2019;VIAJEROS;5944.144678156;A
A;55120;516727;2018;VIAJEROS;8412.6868892;A
A;55120;516727;2017;VIAJEROS;26080.931274;A
A;55120;516727;2016;VIAJEROS;11057.889359;A
A;55120;516727;2015;VIAJEROS;8453.0739849;A
A;55120;516727;2014;VIAJEROS;6995.7908069;A
A;269778;55698;2020;VIAJEROS;44188.964432626;A
A;269778;55698;2019;VIAJEROS;188163.984752052;A
A;269778;55698;2018;VIAJEROS;191284.231675702;A
A;269778;55698;2017;VIAJEROS;163851.334877286;A
A;269778;55698;2016;VIAJEROS;143495.225460596;A
A;269778;55698;2015;VIAJEROS;147697.561114237;A
A;269778;55698;2014;VIAJEROS;161746.251797708;A
A;269778;55565;2020;VIAJEROS;14228.836247592;A
A;269778;55565;2019;VIAJEROS;27638.526303792;A
A;269778;55565;2018;VIAJEROS;21781.040906571;A
A;269778;55565;2017;VIAJEROS;17223.24169713;A
A;269778;55565;2016;VIAJEROS;14415.20603413;A
A;269778;55565;2015;VIAJEROS;17154.545516509;A
A;269778;55565;2014;VIAJEROS;24938.786310527;A
A;269778;55697;2020;VIAJEROS;29960.128185034;A
A;269778;55697;2019;VIAJEROS;160525.45844826;A
A;269778;55697;2018;VIAJEROS;169503.190769131;A
A;269778;55697;2017;VIAJEROS;146628.093180156;A
A;269778;55697;2016;VIAJEROS;129080.019426466;A
A;269778;55697;2015;VIAJEROS;130543.015597728;A
A;269778;55697;2014;VIAJEROS;136807.465487181;A
A;269778;55577;2020;VIAJEROS;457.224000264;A
A;269778;55577;2019;VIAJEROS;3307.218789766;A
A;269778;55577;2018;VIAJEROS;4079.2263369;A
A;269778;55577;2017;VIAJEROS;2536.4408505;A
A;269778;55577;2016;VIAJEROS;1940.6199021;A
A;269778;55577;2015;VIAJEROS;2054.4486194;A
A;269778;55577;2014;VIAJEROS;2902.7511816;A
A;269778;516705;2020;VIAJEROS;112.787902249;A
A;269778;516705;2019;VIAJEROS;178.913594092;A
A;269778;516705;2018;VIAJEROS;111.60223175;A
A;269778;516705;2017;VIAJEROS;127.31389855;A
A;269778;516705;2016;VIAJEROS;164.43669468;A
A;269778;516705;2015;VIAJEROS;138.82258124;A
A;269778;516705;2014;VIAJEROS;201.05217348;A
A;269778;516706;2020;VIAJEROS;740.808637306;A
A;269778;516706;2019;VIAJEROS;3578.606384307;A
A;269778;516706;2018;VIAJEROS;2656.4216659;A
A;269778;516706;2017;VIAJEROS;3221.5146403;A
A;269778;516706;2016;VIAJEROS;2785.1787973;A
A;269778;516706;2015;VIAJEROS;2958.8384454;A
A;269778;516706;2014;VIAJEROS;2614.5950841;A
A;269778;516707;2020;VIAJEROS;933.782598515;A
A;269778;516707;2019;VIAJEROS;2824.132540117;A
A;269778;516707;2018;VIAJEROS;5778.4350894;A
A;269778;516707;2017;VIAJEROS;1788.7940767;A
A;269778;516707;2016;VIAJEROS;1751.7466679;A
A;269778;516707;2015;VIAJEROS;1745.1934358;A
A;269778;516707;2014;VIAJEROS;2627.8927746;A
A;269778;516708;2020;VIAJEROS;1256.567682442;A
A;269778;516708;2019;VIAJEROS;6538.671517141;A
A;269778;516708;2018;VIAJEROS;8385.9275726;A
A;269778;516708;2017;VIAJEROS;7030.2349974;A
A;269778;516708;2016;VIAJEROS;5105.8242917;A
A;269778;516708;2015;VIAJEROS;6692.9781111;A
A;269778;516708;2014;VIAJEROS;6396.6945602;A
A;269778;55568;2020;VIAJEROS;1428.352588071;A
A;269778;55568;2019;VIAJEROS;5972.012490883;A
A;269778;55568;2018;VIAJEROS;4462.0917326;A
A;269778;55568;2017;VIAJEROS;4690.7877729;A
A;269778;55568;2016;VIAJEROS;3744.1611527;A
A;269778;55568;2015;VIAJEROS;4956.7392493;A
A;269778;55568;2014;VIAJEROS;5250.3625733;A
A;269778;516709;2019;VIAJEROS;51.838092633;A
A;269778;516709;2018;VIAJEROS;42.209498681;A
A;269778;516709;2017;VIAJEROS;64.773453854;A
A;269778;516709;2016;VIAJEROS;78.498138496;A
A;269778;516709;2015;VIAJEROS;79.478739409;A
A;269778;516709;2014;VIAJEROS;95.038405366;A
A;269778;516710;2020;VIAJEROS;341.56548317;A
A;269778;516710;2019;VIAJEROS;3608.763837457;A
A;269778;516710;2018;VIAJEROS;3097.6818462;A
A;269778;516710;2017;VIAJEROS;2104.2333779;A
A;269778;516710;2016;VIAJEROS;1720.8222725;A
A;269778;516710;2015;VIAJEROS;1344.3696223;A
A;269778;516710;2014;VIAJEROS;1319.4831147;A
A;269778;516711;2020;VIAJEROS;334.45778446;A
A;269778;516711;2019;VIAJEROS;1476.504257841;A
A;269778;516711;2018;VIAJEROS;1412.1468668;A
A;269778;516711;2017;VIAJEROS;1343.4824422;A
A;269778;516711;2016;VIAJEROS;1650.7517902;A
A;269778;516711;2015;VIAJEROS;1815.674455;A
A;269778;516711;2014;VIAJEROS;2237.883928;A
A;269778;516712;2020;VIAJEROS;19.869646595;A
A;269778;516712;2019;VIAJEROS;42.779285193;A
A;269778;516712;2018;VIAJEROS;24.4;A
A;269778;516712;2017;VIAJEROS;33.931475752;A
A;269778;516712;2016;VIAJEROS;30.6;A
A;269778;516712;2015;VIAJEROS;34.845085119;A
A;269778;516712;2014;VIAJEROS;50.990743735;A
A;269778;55571;2020;VIAJEROS;681.825094417;A
A;269778;55571;2019;VIAJEROS;2617.553539574;A
A;269778;55571;2018;VIAJEROS;7206.7619444;A
A;269778;55571;2017;VIAJEROS;2161.9528694;A
A;269778;55571;2016;VIAJEROS;2131.274847;A
A;269778;55571;2015;VIAJEROS;2808.1075519;A
A;269778;55571;2014;VIAJEROS;2387.158049;A
A;269778;516713;2020;VIAJEROS;198.850601533;A
A;269778;516713;2019;VIAJEROS;1234.143836616;A
A;269778;516713;2018;VIAJEROS;630.33287159;A
A;269778;516713;2017;VIAJEROS;324.98777655;A
A;269778;516713;2016;VIAJEROS;538.29359031;A
A;269778;516713;2015;VIAJEROS;778.59351034;A
A;269778;516713;2014;VIAJEROS;896.35926211;A
A;269778;516715;2020;VIAJEROS;529.57490689;A
A;269778;516715;2019;VIAJEROS;1949.955661926;A
A;269778;516715;2018;VIAJEROS;1714.0130937;A
A;269778;516715;2017;VIAJEROS;1685.7192694;A
A;269778;516715;2016;VIAJEROS;1409.7600019;A
A;269778;516715;2015;VIAJEROS;2135.9674443;A
A;269778;516715;2014;VIAJEROS;2105.6599911;A
A;269778;55574;2020;VIAJEROS;16255.536062996;A
A;269778;55574;2019;VIAJEROS;95515.008986048;A
A;269778;55574;2018;VIAJEROS;92259.854027;A
A;269778;55574;2017;VIAJEROS;88277.140392;A
A;269778;55574;2016;VIAJEROS;79477.854866;A
A;269778;55574;2015;VIAJEROS;75000.757625;A
A;269778;55574;2014;VIAJEROS;77375.408699;A
A;269778;516716;2020;VIAJEROS;124.335623163;A
A;269778;516716;2019;VIAJEROS;264.372283005;A
A;269778;516716;2018;VIAJEROS;556.50989446;A
A;269778;516716;2017;VIAJEROS;125.8304842;A
A;269778;516716;2016;VIAJEROS;96.04483217;A
A;269778;516716;2015;VIAJEROS;200.70497691;A
A;269778;516716;2014;VIAJEROS;186.31236433;A
A;269778;516717;2020;VIAJEROS;710.607508762;A
A;269778;516717;2019;VIAJEROS;4351.400145879;A
A;269778;516717;2018;VIAJEROS;5338.9859828;A
A;269778;516717;2017;VIAJEROS;3252.041599;A
A;269778;516717;2016;VIAJEROS;3345.3134079;A
A;269778;516717;2015;VIAJEROS;3338.0437794;A
A;269778;516717;2014;VIAJEROS;3675.6628739;A
A;269778;516718;2020;VIAJEROS;235.665048661;A
A;269778;516718;2019;VIAJEROS;1369.39112813;A
A;269778;516718;2018;VIAJEROS;1764.7200359;A
A;269778;516718;2017;VIAJEROS;1016.3315665;A
A;269778;516718;2016;VIAJEROS;951.75234019;A
A;269778;516718;2015;VIAJEROS;1035.453469;A
A;269778;516718;2014;VIAJEROS;1093.5597034;A
A;269778;516719;2020;VIAJEROS;1736.615589605;A
A;269778;516719;2019;VIAJEROS;6241.8888599;A
A;269778;516719;2018;VIAJEROS;7393.4717568;A
A;269778;516719;2017;VIAJEROS;7790.7545836;A
A;269778;516719;2016;VIAJEROS;6798.26497;A
A;269778;516719;2015;VIAJEROS;4995.5101119;A
A;269778;516719;2014;VIAJEROS;4479.9548658;A
A;269778;516720;2020;VIAJEROS;379.991360568;A
A;269778;516720;2019;VIAJEROS;3002.776595551;A
A;269778;516720;2018;VIAJEROS;3663.8012958;A
A;269778;516720;2017;VIAJEROS;3549.1960716;A
A;269778;516720;2016;VIAJEROS;3481.961643;A
A;269778;516720;2015;VIAJEROS;4672.5158199;A
A;269778;516720;2014;VIAJEROS;5019.2964444;A
A;269778;516721;2020;VIAJEROS;74.313149591;A
A;269778;516721;2019;VIAJEROS;826.593681619;A
A;269778;516721;2018;VIAJEROS;763.35555995;A
A;269778;516721;2017;VIAJEROS;540.48483338;A
A;269778;516721;2016;VIAJEROS;596.52982871;A
A;269778;516721;2015;VIAJEROS;530.15170089;A
A;269778;516721;2014;VIAJEROS;522.80506276;A
A;269778;516722;2020;VIAJEROS;90.61936062;A
A;269778;516722;2019;VIAJEROS;939.775647338;A
A;269778;516722;2018;VIAJEROS;1178.6887254;A
A;269778;516722;2017;VIAJEROS;571.58006257;A
A;269778;516722;2016;VIAJEROS;579.39999891;A
A;269778;516722;2015;VIAJEROS;455.92336962;A
A;269778;516722;2014;VIAJEROS;887.4614601;A
A;269778;516724;2020;VIAJEROS;803.819504308;A
A;269778;516724;2019;VIAJEROS;3966.224854121;A
A;269778;516724;2018;VIAJEROS;5549.0728342;A
A;269778;516724;2017;VIAJEROS;5591.5916396;A
A;269778;516724;2016;VIAJEROS;3617.5222421;A
A;269778;516724;2015;VIAJEROS;4482.2126097;A
A;269778;516724;2014;VIAJEROS;5234.4223026;A
A;269778;516725;2020;VIAJEROS;992.75732082;A
A;269778;516725;2019;VIAJEROS;2192.542076951;A
A;269778;516725;2018;VIAJEROS;3158.1640751;A
A;269778;516725;2017;VIAJEROS;2735.574057;A
A;269778;516725;2016;VIAJEROS;2301.0788397;A
A;269778;516725;2015;VIAJEROS;2604.1267982;A
A;269778;516725;2014;VIAJEROS;2261.8388289;A
A;269778;516726;2020;VIAJEROS;1131.922366398;A
A;269778;516726;2019;VIAJEROS;5954.080313359;A
A;269778;516726;2018;VIAJEROS;4926.0312885;A
A;269778;516726;2017;VIAJEROS;3765.0499997;A
A;269778;516726;2016;VIAJEROS;2602.3374584;A
A;269778;516726;2015;VIAJEROS;3088.2302823;A
A;269778;516726;2014;VIAJEROS;4238.4610475;A
A;269778;516727;2020;VIAJEROS;383.572225807;A
A;269778;516727;2019;VIAJEROS;2520.310048813;A
A;269778;516727;2018;VIAJEROS;3349.2845427;A
A;269778;516727;2017;VIAJEROS;2298.3509896;A
A;269778;516727;2016;VIAJEROS;2179.9908526;A
A;269778;516727;2015;VIAJEROS;2595.3282043;A
A;269778;516727;2014;VIAJEROS;2746.3599932;A
A;70689;55698;2020;VIAJEROS;36448.778777274;A
A;70689;55698;2019;VIAJEROS;91811.797214295;A
A;70689;55698;2018;VIAJEROS;54788.185264514;A
A;70689;55698;2017;VIAJEROS;65407.210392386;A
A;70689;55698;2016;VIAJEROS;71606.097046862;A
A;70689;55698;2015;VIAJEROS;71989.327142446;A
A;70689;55698;2014;VIAJEROS;53073.584846939;A
A;70689;55565;2020;VIAJEROS;25182.053997031;A
A;70689;55565;2019;VIAJEROS;26010.635559836;A
A;70689;55565;2018;VIAJEROS;16162.601658288;A
A;70689;55565;2017;VIAJEROS;22261.307829128;A
A;70689;55565;2016;VIAJEROS;24599.47840112;A
A;70689;55565;2015;VIAJEROS;27935.774668996;A
A;70689;55565;2014;VIAJEROS;15533.867456144;A
A;70689;55697;2020;VIAJEROS;11266.724780243;A
A;70689;55697;2019;VIAJEROS;65801.161654459;A
A;70689;55697;2018;VIAJEROS;38625.583606226;A
A;70689;55697;2017;VIAJEROS;43145.902563258;A
A;70689;55697;2016;VIAJEROS;47006.618645742;A
A;70689;55697;2015;VIAJEROS;44053.55247345;A
A;70689;55697;2014;VIAJEROS;37539.717390795;A
A;70689;55577;2020;VIAJEROS;779.19908872;A
A;70689;55577;2019;VIAJEROS;2427.631566334;A
A;70689;55577;2018;VIAJEROS;2060.0350863;A
A;70689;55577;2017;VIAJEROS;2628.0749247;A
A;70689;55577;2016;VIAJEROS;3198.9234762;A
A;70689;55577;2015;VIAJEROS;1656.8534946;A
A;70689;55577;2014;VIAJEROS;2148.2628588;A
A;70689;516705;2019;VIAJEROS;321.659145141;A
A;70689;516705;2018;VIAJEROS;82.908156733;A
A;70689;516705;2017;VIAJEROS;186.02719692;A
A;70689;516705;2016;VIAJEROS;229.92199738;A
A;70689;516705;2015;VIAJEROS;194.13599456;A
A;70689;516705;2014;VIAJEROS;152.15297266;A
A;70689;516706;2020;VIAJEROS;159.593232209;A
A;70689;516706;2019;VIAJEROS;434.024033878;A
A;70689;516706;2018;VIAJEROS;314.70864037;A
A;70689;516706;2017;VIAJEROS;795.77833949;A
A;70689;516706;2016;VIAJEROS;1169.1959887;A
A;70689;516706;2015;VIAJEROS;675.20043194;A
A;70689;516706;2014;VIAJEROS;872.93728375;A
A;70689;516707;2020;VIAJEROS;198.93573034;A
A;70689;516707;2019;VIAJEROS;771.274884493;A
A;70689;516707;2018;VIAJEROS;438.63960203;A
A;70689;516707;2017;VIAJEROS;1394.9392513;A
A;70689;516707;2016;VIAJEROS;917.60652575;A
A;70689;516707;2015;VIAJEROS;850.56768119;A
A;70689;516707;2014;VIAJEROS;511.36794031;A
A;70689;516708;2020;VIAJEROS;231.086581806;A
A;70689;516708;2019;VIAJEROS;614.990279119;A
A;70689;516708;2018;VIAJEROS;337.61259794;A
A;70689;516708;2017;VIAJEROS;635.1399109;A
A;70689;516708;2016;VIAJEROS;557.26265919;A
A;70689;516708;2015;VIAJEROS;445.88510563;A
A;70689;516708;2014;VIAJEROS;462.5681357;A
A;70689;55568;2020;VIAJEROS;663.871951955;A
A;70689;55568;2019;VIAJEROS;2913.507559258;A
A;70689;55568;2018;VIAJEROS;2377.6199856;A
A;70689;55568;2017;VIAJEROS;1637.788047;A
A;70689;55568;2016;VIAJEROS;1831.0679045;A
A;70689;55568;2015;VIAJEROS;1113.2439648;A
A;70689;55568;2014;VIAJEROS;3630.4831016;A
A;70689;516709;2017;VIAJEROS;20.276939655;A
A;70689;516709;2016;VIAJEROS;84.883343477;A
A;70689;516709;2014;VIAJEROS;200.59421965;A
A;70689;516710;2020;VIAJEROS;501.468430154;A
A;70689;516710;2019;VIAJEROS;10517.123490679;A
A;70689;516710;2018;VIAJEROS;3880.2459841;A
A;70689;516710;2017;VIAJEROS;4291.917621;A
A;70689;516710;2016;VIAJEROS;4700.0342499;A
A;70689;516710;2015;VIAJEROS;3553.0455449;A
A;70689;516710;2014;VIAJEROS;2975.0297763;A
A;70689;516711;2020;VIAJEROS;212.812346747;A
A;70689;516711;2019;VIAJEROS;741.340776203;A
A;70689;516711;2018;VIAJEROS;405.45061232;A
A;70689;516711;2017;VIAJEROS;748.67272764;A
A;70689;516711;2016;VIAJEROS;1100.9217949;A
A;70689;516711;2015;VIAJEROS;559.53311373;A
A;70689;516711;2014;VIAJEROS;751.80506974;A
A;70689;516712;2017;VIAJEROS;56.162199313;A
A;70689;516712;2016;VIAJEROS;29.773399015;A
A;70689;55571;2020;VIAJEROS;735.381491936;A
A;70689;55571;2019;VIAJEROS;2919.260902163;A
A;70689;55571;2018;VIAJEROS;1523.711064;A
A;70689;55571;2017;VIAJEROS;4097.9703851;A
A;70689;55571;2016;VIAJEROS;4681.8772856;A
A;70689;55571;2015;VIAJEROS;3026.4274279;A
A;70689;55571;2014;VIAJEROS;3791.0550486;A
A;70689;516713;2020;VIAJEROS;79.011433763;A
A;70689;516713;2019;VIAJEROS;351.99280023;A
A;70689;516713;2018;VIAJEROS;304.98532024;A
A;70689;516713;2017;VIAJEROS;192.04524516;A
A;70689;516713;2016;VIAJEROS;635.32744835;A
A;70689;516713;2015;VIAJEROS;219.02617255;A
A;70689;516713;2014;VIAJEROS;553.41817101;A
A;70689;516715;2019;VIAJEROS;556.972469914;A
A;70689;516715;2018;VIAJEROS;268.27409048;A
A;70689;516715;2017;VIAJEROS;242.58662464;A
A;70689;516715;2016;VIAJEROS;117.60503145;A
A;70689;516715;2014;VIAJEROS;274.90146299;A
A;70689;55574;2020;VIAJEROS;4639.397040124;A
A;70689;55574;2019;VIAJEROS;24066.551021132;A
A;70689;55574;2018;VIAJEROS;15854.763596;A
A;70689;55574;2017;VIAJEROS;11281.696183;A
A;70689;55574;2016;VIAJEROS;11573.046059;A
A;70689;55574;2015;VIAJEROS;21676.22487;A
A;70689;55574;2014;VIAJEROS;13847.325633;A
A;70689;516716;2019;VIAJEROS;44.6203125;A
A;70689;516716;2018;VIAJEROS;67.446095033;A
A;70689;516716;2017;VIAJEROS;402.86054279;A
A;70689;516716;2016;VIAJEROS;244.5300816;A
A;70689;516716;2015;VIAJEROS;106.53283039;A
A;70689;516716;2014;VIAJEROS;259.55258533;A
A;70689;516717;2020;VIAJEROS;2145.281144806;A
A;70689;516717;2019;VIAJEROS;10925.213685676;A
A;70689;516717;2018;VIAJEROS;6167.9486599;A
A;70689;516717;2017;VIAJEROS;7060.3751412;A
A;70689;516717;2016;VIAJEROS;5800.7947843;A
A;70689;516717;2015;VIAJEROS;2717.683203;A
A;70689;516717;2014;VIAJEROS;2640.8554913;A
A;70689;516718;2020;VIAJEROS;109.328021681;A
A;70689;516718;2019;VIAJEROS;199.920466044;A
A;70689;516718;2018;VIAJEROS;217.68537383;A
A;70689;516718;2017;VIAJEROS;219.85334824;A
A;70689;516718;2016;VIAJEROS;572.13300992;A
A;70689;516718;2015;VIAJEROS;370.64499131;A
A;70689;516718;2014;VIAJEROS;298.56479364;A
A;70689;516719;2020;VIAJEROS;271.837328776;A
A;70689;516719;2019;VIAJEROS;1929.476289806;A
A;70689;516719;2018;VIAJEROS;1674.5253365;A
A;70689;516719;2017;VIAJEROS;2196.2441142;A
A;70689;516719;2016;VIAJEROS;1529.2861148;A
A;70689;516719;2015;VIAJEROS;1399.1177799;A
A;70689;516719;2014;VIAJEROS;1062.1792429;A
A;70689;516720;2019;VIAJEROS;199.008891227;A
A;70689;516720;2018;VIAJEROS;194.20032317;A
A;70689;516720;2017;VIAJEROS;516.1899415;A
A;70689;516720;2016;VIAJEROS;718.94942877;A
A;70689;516720;2015;VIAJEROS;505.78564864;A
A;70689;516720;2014;VIAJEROS;560.01096453;A
A;70689;516721;2019;VIAJEROS;159.867675118;A
