OBS_STATUS;PUNTOS_TURISTICOS;RESITUR;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
A;55114;516724;2018;PERNOCTACIONES;202.93333333;A
A;55114;516724;2017;PERNOCTACIONES;115.46666667;A
A;55114;516724;2016;PERNOCTACIONES;1911.1794181;A
A;55114;516724;2015;PERNOCTACIONES;366.58770325;A
A;55114;516724;2014;PERNOCTACIONES;279.79714286;A
A;55114;516725;2020;PERNOCTACIONES;33.066666667;A
A;55114;516725;2019;PERNOCTACIONES;368.637037037;A
A;55114;516725;2018;PERNOCTACIONES;110.4;A
A;55114;516725;2017;PERNOCTACIONES;321.79251701;A
A;55114;516725;2016;PERNOCTACIONES;814.43586405;A
A;55114;516725;2015;PERNOCTACIONES;133.33333333;A
A;55114;516725;2014;PERNOCTACIONES;680.75119048;A
A;55114;516726;2020;PERNOCTACIONES;28.933333333;A
A;55114;516726;2019;PERNOCTACIONES;188.6;A
A;55114;516726;2018;PERNOCTACIONES;764.86666667;A
A;55114;516726;2017;PERNOCTACIONES;855.01292517;A
A;55114;516726;2016;PERNOCTACIONES;930.95132576;A
A;55114;516726;2015;PERNOCTACIONES;252.0;A
A;55114;516726;2014;PERNOCTACIONES;155.40193798;A
A;55114;516727;2020;PERNOCTACIONES;20.133333333;A
A;55114;516727;2018;PERNOCTACIONES;105.2;A
A;55114;516727;2017;PERNOCTACIONES;611.93333333;A
A;55114;516727;2016;PERNOCTACIONES;119.73333333;A
A;55114;516727;2015;PERNOCTACIONES;409.73333333;A
A;55115;55698;2020;PERNOCTACIONES;112021.062863855;A
A;55115;55698;2019;PERNOCTACIONES;312114.44157074;A
A;55115;55698;2018;PERNOCTACIONES;266355.000018991;A
A;55115;55698;2017;PERNOCTACIONES;226926.689643346;A
A;55115;55698;2016;PERNOCTACIONES;212416.20984361;A
A;55115;55698;2015;PERNOCTACIONES;182167.38522812;A
A;55115;55698;2014;PERNOCTACIONES;137428.249921941;A
A;55115;55565;2020;PERNOCTACIONES;76506.083801072;A
A;55115;55565;2019;PERNOCTACIONES;136381.731044989;A
A;55115;55565;2018;PERNOCTACIONES;123845.58276363;A
A;55115;55565;2017;PERNOCTACIONES;100168.72693295;A
A;55115;55565;2016;PERNOCTACIONES;99276.20090178;A
A;55115;55565;2015;PERNOCTACIONES;89369.71207137;A
A;55115;55565;2014;PERNOCTACIONES;65279.85106795;A
A;55115;55697;2020;PERNOCTACIONES;35514.979062783;A
A;55115;55697;2019;PERNOCTACIONES;175732.710525751;A
A;55115;55697;2018;PERNOCTACIONES;142509.417255361;A
A;55115;55697;2017;PERNOCTACIONES;126757.962710396;A
A;55115;55697;2016;PERNOCTACIONES;113140.00894183;A
A;55115;55697;2015;PERNOCTACIONES;92797.67315675;A
A;55115;55697;2014;PERNOCTACIONES;72148.398853991;A
A;55115;55577;2020;PERNOCTACIONES;2202.457471822;A
A;55115;55577;2019;PERNOCTACIONES;10954.627493399;A
A;55115;55577;2018;PERNOCTACIONES;9289.4815235;A
A;55115;55577;2017;PERNOCTACIONES;9410.0214569;A
A;55115;55577;2016;PERNOCTACIONES;8619.7723559;A
A;55115;55577;2015;PERNOCTACIONES;7808.8781217;A
A;55115;55577;2014;PERNOCTACIONES;5089.040383;A
A;55115;516705;2020;PERNOCTACIONES;93.087470449;A
A;55115;516705;2019;PERNOCTACIONES;775.996442721;A
A;55115;516705;2018;PERNOCTACIONES;828.99210339;A
A;55115;516705;2017;PERNOCTACIONES;852.66663476;A
A;55115;516705;2016;PERNOCTACIONES;733.43807359;A
A;55115;516705;2015;PERNOCTACIONES;711.30394808;A
A;55115;516705;2014;PERNOCTACIONES;391.31334946;A
A;55115;516706;2020;PERNOCTACIONES;433.974489998;A
A;55115;516706;2019;PERNOCTACIONES;1694.872785395;A
A;55115;516706;2018;PERNOCTACIONES;2163.558204;A
A;55115;516706;2017;PERNOCTACIONES;2648.3442109;A
A;55115;516706;2016;PERNOCTACIONES;2639.4078553;A
A;55115;516706;2015;PERNOCTACIONES;2310.8545445;A
A;55115;516706;2014;PERNOCTACIONES;991.16430836;A
A;55115;516707;2020;PERNOCTACIONES;211.627811652;A
A;55115;516707;2019;PERNOCTACIONES;769.636227729;A
A;55115;516707;2018;PERNOCTACIONES;1165.5367055;A
A;55115;516707;2017;PERNOCTACIONES;568.26391516;A
A;55115;516707;2016;PERNOCTACIONES;623.71331568;A
A;55115;516707;2015;PERNOCTACIONES;581.80691954;A
A;55115;516707;2014;PERNOCTACIONES;407.3176709;A
A;55115;516708;2020;PERNOCTACIONES;23.944940476;A
A;55115;516708;2019;PERNOCTACIONES;543.148480986;A
A;55115;516708;2018;PERNOCTACIONES;507.50882525;A
A;55115;516708;2017;PERNOCTACIONES;501.8239453;A
A;55115;516708;2016;PERNOCTACIONES;279.05155219;A
A;55115;516708;2015;PERNOCTACIONES;349.84051909;A
A;55115;516708;2014;PERNOCTACIONES;314.61386007;A
A;55115;55568;2020;PERNOCTACIONES;5209.726305333;A
A;55115;55568;2019;PERNOCTACIONES;21225.130526949;A
A;55115;55568;2018;PERNOCTACIONES;17044.313256;A
A;55115;55568;2017;PERNOCTACIONES;16386.254658;A
A;55115;55568;2016;PERNOCTACIONES;15485.097942;A
A;55115;55568;2015;PERNOCTACIONES;11961.246213;A
A;55115;55568;2014;PERNOCTACIONES;10540.256565;A
A;55115;516709;2020;PERNOCTACIONES;104.105766883;A
A;55115;516709;2019;PERNOCTACIONES;286.106173262;A
A;55115;516709;2018;PERNOCTACIONES;520.64642796;A
A;55115;516709;2017;PERNOCTACIONES;553.62546111;A
A;55115;516709;2016;PERNOCTACIONES;461.48054844;A
A;55115;516709;2015;PERNOCTACIONES;163.65589506;A
A;55115;516709;2014;PERNOCTACIONES;399.80992412;A
A;55115;516710;2020;PERNOCTACIONES;394.129161374;A
A;55115;516710;2019;PERNOCTACIONES;1974.305257875;A
A;55115;516710;2018;PERNOCTACIONES;2922.6648;A
A;55115;516710;2017;PERNOCTACIONES;967.28922542;A
A;55115;516710;2016;PERNOCTACIONES;1368.5989041;A
A;55115;516710;2015;PERNOCTACIONES;959.10574228;A
A;55115;516710;2014;PERNOCTACIONES;504.14719577;A
A;55115;516711;2020;PERNOCTACIONES;1591.491318466;A
A;55115;516711;2019;PERNOCTACIONES;15055.621430809;A
A;55115;516711;2018;PERNOCTACIONES;12221.42896;A
A;55115;516711;2017;PERNOCTACIONES;6740.1047532;A
A;55115;516711;2016;PERNOCTACIONES;7184.5746;A
A;55115;516711;2015;PERNOCTACIONES;7732.4996403;A
A;55115;516711;2014;PERNOCTACIONES;4717.776676;A
A;55115;516712;2019;PERNOCTACIONES;100.12991453;A
A;55115;516712;2018;PERNOCTACIONES;77.797590361;A
A;55115;516712;2017;PERNOCTACIONES;39.933503836;A
A;55115;516712;2016;PERNOCTACIONES;316.95732712;A
A;55115;516712;2015;PERNOCTACIONES;120.44309897;A
A;55115;516712;2014;PERNOCTACIONES;38.048909191;A
A;55115;55571;2020;PERNOCTACIONES;1208.413546157;A
A;55115;55571;2019;PERNOCTACIONES;3929.048673511;A
A;55115;55571;2018;PERNOCTACIONES;3130.8431891;A
A;55115;55571;2017;PERNOCTACIONES;2830.1679943;A
A;55115;55571;2016;PERNOCTACIONES;4710.247613;A
A;55115;55571;2015;PERNOCTACIONES;3280.1703424;A
A;55115;55571;2014;PERNOCTACIONES;2674.6580764;A
A;55115;516713;2020;PERNOCTACIONES;206.500722086;A
A;55115;516713;2019;PERNOCTACIONES;1717.173566654;A
A;55115;516713;2018;PERNOCTACIONES;1254.033959;A
A;55115;516713;2017;PERNOCTACIONES;2188.3836802;A
A;55115;516713;2016;PERNOCTACIONES;1536.9638949;A
A;55115;516713;2015;PERNOCTACIONES;880.01027546;A
A;55115;516713;2014;PERNOCTACIONES;775.36375836;A
A;55115;516715;2020;PERNOCTACIONES;581.443594299;A
A;55115;516715;2019;PERNOCTACIONES;2253.81824334;A
A;55115;516715;2018;PERNOCTACIONES;1980.4949195;A
A;55115;516715;2017;PERNOCTACIONES;2808.6492522;A
A;55115;516715;2016;PERNOCTACIONES;1909.479696;A
A;55115;516715;2015;PERNOCTACIONES;3210.840299;A
A;55115;516715;2014;PERNOCTACIONES;1756.7675227;A
A;55115;55574;2020;PERNOCTACIONES;3145.882137249;A
A;55115;55574;2019;PERNOCTACIONES;13317.074871422;A
A;55115;55574;2018;PERNOCTACIONES;10575.148953;A
A;55115;55574;2017;PERNOCTACIONES;12010.22785;A
A;55115;55574;2016;PERNOCTACIONES;12026.143641;A
A;55115;55574;2015;PERNOCTACIONES;9366.0721569;A
A;55115;55574;2014;PERNOCTACIONES;8078.0196266;A
A;55115;516716;2020;PERNOCTACIONES;238.16702599;A
A;55115;516716;2019;PERNOCTACIONES;782.837369167;A
A;55115;516716;2018;PERNOCTACIONES;587.89816784;A
A;55115;516716;2017;PERNOCTACIONES;240.06114216;A
A;55115;516716;2016;PERNOCTACIONES;355.4433115;A
A;55115;516716;2015;PERNOCTACIONES;260.12302202;A
A;55115;516716;2014;PERNOCTACIONES;369.27806322;A
A;55115;516717;2020;PERNOCTACIONES;91.517472106;A
A;55115;516717;2019;PERNOCTACIONES;888.73291611;A
A;55115;516717;2018;PERNOCTACIONES;2277.4294597;A
A;55115;516717;2017;PERNOCTACIONES;749.26855134;A
A;55115;516717;2016;PERNOCTACIONES;783.98342484;A
A;55115;516717;2015;PERNOCTACIONES;1169.8546188;A
A;55115;516717;2014;PERNOCTACIONES;684.92311536;A
A;55115;516718;2020;PERNOCTACIONES;68.791760722;A
A;55115;516718;2019;PERNOCTACIONES;1684.124623999;A
A;55115;516718;2018;PERNOCTACIONES;2582.3323696;A
A;55115;516718;2017;PERNOCTACIONES;1168.5338893;A
A;55115;516718;2016;PERNOCTACIONES;698.95152422;A
A;55115;516718;2015;PERNOCTACIONES;1900.5740732;A
A;55115;516718;2014;PERNOCTACIONES;1774.6357158;A
A;55115;516719;2020;PERNOCTACIONES;117.637434648;A
A;55115;516719;2019;PERNOCTACIONES;905.094555489;A
A;55115;516719;2018;PERNOCTACIONES;793.40413466;A
A;55115;516719;2017;PERNOCTACIONES;464.86378986;A
A;55115;516719;2016;PERNOCTACIONES;600.14491175;A
A;55115;516719;2015;PERNOCTACIONES;929.90009605;A
A;55115;516719;2014;PERNOCTACIONES;637.50082648;A
A;55115;516720;2020;PERNOCTACIONES;657.464296608;A
A;55115;516720;2019;PERNOCTACIONES;2601.723281081;A
A;55115;516720;2018;PERNOCTACIONES;3134.059685;A
A;55115;516720;2017;PERNOCTACIONES;2542.9089439;A
A;55115;516720;2016;PERNOCTACIONES;1633.4843822;A
A;55115;516720;2015;PERNOCTACIONES;2574.0155796;A
A;55115;516720;2014;PERNOCTACIONES;2466.3835164;A
A;55115;516721;2020;PERNOCTACIONES;249.345439587;A
A;55115;516721;2019;PERNOCTACIONES;1345.020408139;A
A;55115;516721;2018;PERNOCTACIONES;1441.0868072;A
A;55115;516721;2017;PERNOCTACIONES;1101.3342535;A
A;55115;516721;2016;PERNOCTACIONES;2168.5234803;A
A;55115;516721;2015;PERNOCTACIONES;1403.6075814;A
A;55115;516721;2014;PERNOCTACIONES;956.1215357;A
A;55115;516722;2020;PERNOCTACIONES;414.365969127;A
A;55115;516722;2019;PERNOCTACIONES;2107.850369251;A
A;55115;516722;2018;PERNOCTACIONES;2423.6646552;A
A;55115;516722;2017;PERNOCTACIONES;706.42423885;A
A;55115;516722;2016;PERNOCTACIONES;1962.7210316;A
A;55115;516722;2015;PERNOCTACIONES;2267.8619014;A
A;55115;516722;2014;PERNOCTACIONES;2013.5994996;A
A;55115;516724;2020;PERNOCTACIONES;6401.983609809;A
A;55115;516724;2019;PERNOCTACIONES;32882.501557566;A
A;55115;516724;2018;PERNOCTACIONES;19916.988775;A
A;55115;516724;2017;PERNOCTACIONES;15314.854514;A
A;55115;516724;2016;PERNOCTACIONES;10294.345386;A
A;55115;516724;2015;PERNOCTACIONES;10178.477679;A
A;55115;516724;2014;PERNOCTACIONES;7635.431596;A
A;55115;516725;2020;PERNOCTACIONES;2492.624651417;A
A;55115;516725;2019;PERNOCTACIONES;15183.108496912;A
A;55115;516725;2018;PERNOCTACIONES;14181.067943;A
A;55115;516725;2017;PERNOCTACIONES;16031.859868;A
A;55115;516725;2016;PERNOCTACIONES;10752.681724;A
A;55115;516725;2015;PERNOCTACIONES;6725.6103969;A
A;55115;516725;2014;PERNOCTACIONES;6318.3116779;A
A;55115;516726;2020;PERNOCTACIONES;521.219004967;A
A;55115;516726;2019;PERNOCTACIONES;4038.20715593;A
A;55115;516726;2018;PERNOCTACIONES;5329.2613596;A
A;55115;516726;2017;PERNOCTACIONES;8105.3957842;A
A;55115;516726;2016;PERNOCTACIONES;3955.2386852;A
A;55115;516726;2015;PERNOCTACIONES;2139.4340661;A
A;55115;516726;2014;PERNOCTACIONES;2553.5689366;A
A;55115;516727;2020;PERNOCTACIONES;8846.077661558;A
A;55115;516727;2019;PERNOCTACIONES;38716.819703525;A
A;55115;516727;2018;PERNOCTACIONES;26159.774482;A
A;55115;516727;2017;PERNOCTACIONES;21826.701194;A
A;55115;516727;2016;PERNOCTACIONES;22039.563761;A
A;55115;516727;2015;PERNOCTACIONES;13811.486426;A
A;55115;516727;2014;PERNOCTACIONES;10060.346545;A
A;70676;55698;2020;PERNOCTACIONES;41476.603465708;A
A;70676;55698;2019;PERNOCTACIONES;114555.613991203;A
A;70676;55698;2018;PERNOCTACIONES;63588.363026708;A
A;70676;55698;2017;PERNOCTACIONES;32162.502962928;A
A;70676;55698;2016;PERNOCTACIONES;33139.29680427;A
A;70676;55698;2015;PERNOCTACIONES;18234.828869433;A
A;70676;55698;2014;PERNOCTACIONES;31469.274883941;A
A;70676;55565;2020;PERNOCTACIONES;31495.74201193;A
A;70676;55565;2019;PERNOCTACIONES;92719.37255916;A
A;70676;55565;2018;PERNOCTACIONES;53784.458131541;A
A;70676;55565;2017;PERNOCTACIONES;29484.571126428;A
A;70676;55565;2016;PERNOCTACIONES;31261.799999749;A
A;70676;55565;2015;PERNOCTACIONES;17176.988988483;A
A;70676;55565;2014;PERNOCTACIONES;23592.657676757;A
A;70676;55697;2020;PERNOCTACIONES;9980.861453778;A
A;70676;55697;2019;PERNOCTACIONES;21836.241432043;A
A;70676;55697;2018;PERNOCTACIONES;9803.904895167;A
A;70676;55697;2017;PERNOCTACIONES;2677.9318365;A
A;70676;55697;2016;PERNOCTACIONES;1877.496804521;A
A;70676;55697;2015;PERNOCTACIONES;1057.83988095;A
A;70676;55697;2014;PERNOCTACIONES;7876.617207184;A
A;70676;55577;2020;PERNOCTACIONES;189.414563739;A
A;70676;55577;2019;PERNOCTACIONES;985.46577381;A
A;70676;55577;2018;PERNOCTACIONES;49.6;A
A;70676;55577;2017;PERNOCTACIONES;121.93333333;A
A;70676;55577;2016;PERNOCTACIONES;41.39047619;A
A;70676;55577;2014;PERNOCTACIONES;25.925133297;A
A;70676;516705;2018;PERNOCTACIONES;38.0;A
A;70676;516706;2020;PERNOCTACIONES;194.662431319;A
A;70676;516706;2019;PERNOCTACIONES;10.333333333;A
A;70676;516706;2018;PERNOCTACIONES;127.53580247;A
A;70676;516706;2017;PERNOCTACIONES;64.066666667;A
A;70676;516706;2014;PERNOCTACIONES;97.319578106;A
A;70676;516707;2020;PERNOCTACIONES;202.281155154;A
A;70676;516707;2019;PERNOCTACIONES;492.107759951;A
A;70676;516707;2018;PERNOCTACIONES;47.508333333;A
A;70676;516707;2017;PERNOCTACIONES;76.0;A
A;70676;516707;2016;PERNOCTACIONES;35.028571429;A
A;70676;516707;2014;PERNOCTACIONES;235.80991699;A
A;70676;516708;2020;PERNOCTACIONES;202.482255597;A
A;70676;516708;2019;PERNOCTACIONES;26.647948164;A
A;70676;516708;2018;PERNOCTACIONES;350.75925926;A
A;70676;516708;2016;PERNOCTACIONES;72.702380952;A
A;70676;516708;2015;PERNOCTACIONES;43.75;A
A;70676;516708;2014;PERNOCTACIONES;232.49216013;A
A;70676;55568;2020;PERNOCTACIONES;504.899955622;A
A;70676;55568;2019;PERNOCTACIONES;361.793062841;A
A;70676;55568;2018;PERNOCTACIONES;211.45257353;A
A;70676;55568;2017;PERNOCTACIONES;259.8799435;A
A;70676;55568;2016;PERNOCTACIONES;107.67619048;A
A;70676;55568;2014;PERNOCTACIONES;53.364285714;A
A;70676;516710;2020;PERNOCTACIONES;100.632738095;A
A;70676;516710;2019;PERNOCTACIONES;1598.150793651;A
A;70676;516710;2018;PERNOCTACIONES;241.775;A
A;70676;516710;2017;PERNOCTACIONES;256.66666667;A
A;70676;516710;2016;PERNOCTACIONES;192.77619048;A
A;70676;516710;2014;PERNOCTACIONES;85.061084691;A
A;70676;516711;2020;PERNOCTACIONES;103.283973853;A
A;70676;516711;2019;PERNOCTACIONES;135.678777126;A
A;70676;516711;2018;PERNOCTACIONES;119.7349537;A
A;70676;516711;2016;PERNOCTACIONES;24.419047619;A
A;70676;516711;2014;PERNOCTACIONES;115.79224552;A
A;70676;516712;2020;PERNOCTACIONES;32.419889503;A
A;70676;55571;2020;PERNOCTACIONES;227.845109587;A
A;70676;55571;2019;PERNOCTACIONES;414.658996387;A
A;70676;55571;2018;PERNOCTACIONES;648.58538716;A
A;70676;55571;2017;PERNOCTACIONES;33.066666667;A
A;70676;55571;2015;PERNOCTACIONES;24.0;A
A;70676;55571;2014;PERNOCTACIONES;246.16957187;A
A;70676;516713;2020;PERNOCTACIONES;41.498015873;A
A;70676;516713;2019;PERNOCTACIONES;154.998511905;A
A;70676;516713;2018;PERNOCTACIONES;69.466666667;A
A;70676;516713;2017;PERNOCTACIONES;78.533333333;A
A;70676;516713;2016;PERNOCTACIONES;146.48571429;A
A;70676;516713;2014;PERNOCTACIONES;141.19056356;A
A;70676;516715;2020;PERNOCTACIONES;2098.817769008;A
A;70676;516715;2019;PERNOCTACIONES;6413.995404903;A
A;70676;516715;2018;PERNOCTACIONES;3883.3821691;A
A;70676;516715;2017;PERNOCTACIONES;579.80487805;A
A;70676;516715;2016;PERNOCTACIONES;856.11823308;A
A;70676;516715;2015;PERNOCTACIONES;793.08988095;A
A;70676;516715;2014;PERNOCTACIONES;2572.1836928;A
A;70676;55574;2020;PERNOCTACIONES;3626.351517034;A
A;70676;55574;2019;PERNOCTACIONES;5163.874876046;A
A;70676;55574;2018;PERNOCTACIONES;1174.9155161;A
A;70676;55574;2017;PERNOCTACIONES;230.98875224;A
A;70676;55574;2016;PERNOCTACIONES;109.2;A
A;70676;55574;2015;PERNOCTACIONES;134.0;A
A;70676;55574;2014;PERNOCTACIONES;1798.588233;A
A;70676;516716;2017;PERNOCTACIONES;74.4;A
A;70676;516717;2020;PERNOCTACIONES;476.979166667;A
A;70676;516717;2019;PERNOCTACIONES;1608.225271264;A
A;70676;516717;2018;PERNOCTACIONES;312.85185185;A
A;70676;516717;2017;PERNOCTACIONES;24.8;A
A;70676;516717;2014;PERNOCTACIONES;247.6608235;A
A;70676;516718;2020;PERNOCTACIONES;202.647676464;A
A;70676;516718;2019;PERNOCTACIONES;342.524676026;A
A;70676;516718;2018;PERNOCTACIONES;548.18122277;A
A;70676;516718;2017;PERNOCTACIONES;222.4;A
A;70676;516718;2016;PERNOCTACIONES;91.00952381;A
A;70676;516719;2020;PERNOCTACIONES;37.090277778;A
A;70676;516719;2018;PERNOCTACIONES;38.455787037;A
A;70676;516719;2017;PERNOCTACIONES;48.0;A
A;70676;516719;2014;PERNOCTACIONES;125.37206204;A
A;70676;516720;2020;PERNOCTACIONES;434.325956255;A
A;70676;516720;2019;PERNOCTACIONES;321.888712332;A
A;70676;516720;2018;PERNOCTACIONES;667.53055556;A
A;70676;516720;2017;PERNOCTACIONES;113.4;A
A;70676;516720;2016;PERNOCTACIONES;61.142857143;A
A;70676;516720;2014;PERNOCTACIONES;811.69168029;A
A;70676;516721;2019;PERNOCTACIONES;122.038095238;A
A;70676;516721;2018;PERNOCTACIONES;114.53333333;A
A;70676;516721;2017;PERNOCTACIONES;86.266666667;A
A;70676;516721;2016;PERNOCTACIONES;24.80952381;A
A;70676;516722;2020;PERNOCTACIONES;552.979099349;A
A;70676;516722;2019;PERNOCTACIONES;811.539946519;A
A;70676;516722;2018;PERNOCTACIONES;378.12997685;A
A;70676;516722;2017;PERNOCTACIONES;138.4;A
A;70676;516722;2014;PERNOCTACIONES;162.91669121;A
A;70676;516724;2020;PERNOCTACIONES;208.413095238;A
A;70676;516724;2019;PERNOCTACIONES;581.571428571;A
A;70676;516724;2018;PERNOCTACIONES;196.19119009;A
A;70676;516724;2017;PERNOCTACIONES;128.68326271;A
A;70676;516724;2014;PERNOCTACIONES;201.26081109;A
A;70676;516725;2020;PERNOCTACIONES;201.303996355;A
A;70676;516725;2019;PERNOCTACIONES;1500.06577231;A
A;70676;516725;2018;PERNOCTACIONES;254.9404321;A
A;70676;516725;2017;PERNOCTACIONES;76.333333333;A
A;70676;516725;2016;PERNOCTACIONES;41.371428571;A
A;70676;516725;2014;PERNOCTACIONES;90.525549636;A
A;70676;516726;2020;PERNOCTACIONES;139.10670406;A
A;70676;516726;2019;PERNOCTACIONES;661.738095238;A
A;70676;516726;2014;PERNOCTACIONES;444.83669725;A
A;70676;516727;2020;PERNOCTACIONES;195.426107228;A
A;70676;516727;2019;PERNOCTACIONES;112.410863095;A
A;70676;516727;2018;PERNOCTACIONES;322.37488426;A
A;70676;516727;2014;PERNOCTACIONES;188.45642649;A
A;269775;55698;2017;PERNOCTACIONES;9783.560807755;A
A;269775;55698;2016;PERNOCTACIONES;10282.330131456;A
A;269775;55565;2017;PERNOCTACIONES;9139.706729745;A
A;269775;55565;2016;PERNOCTACIONES;9792.769475274;A
A;269775;55697;2017;PERNOCTACIONES;643.85407801;A
A;269775;55697;2016;PERNOCTACIONES;489.560656182;A
A;269775;55577;2017;PERNOCTACIONES;51.423758865;A
A;269775;55577;2016;PERNOCTACIONES;133.74927536;A
A;269775;516706;2017;PERNOCTACIONES;11.234042553;A
A;269775;55568;2017;PERNOCTACIONES;315.13552009;A
A;269775;55568;2016;PERNOCTACIONES;145.9973775;A
A;269775;55571;2017;PERNOCTACIONES;216.12104019;A
A;269775;55574;2016;PERNOCTACIONES;149.17905021;A
A;269775;516725;2017;PERNOCTACIONES;27.734042553;A
A;269775;516727;2017;PERNOCTACIONES;22.205673759;A
A;70677;55698;2019;PERNOCTACIONES;62066.121997302;A
A;70677;55698;2015;PERNOCTACIONES;43714.116667;A
A;70677;55565;2019;PERNOCTACIONES;59367.87017544;A
A;70677;55565;2015;PERNOCTACIONES;41266.491667;A
A;70677;55697;2019;PERNOCTACIONES;2698.251821862;A
A;70677;55697;2015;PERNOCTACIONES;2447.625;A
A;70677;55577;2019;PERNOCTACIONES;61.65074224;A
A;70677;55577;2015;PERNOCTACIONES;132.375;A
A;70677;516706;2019;PERNOCTACIONES;20.266666667;A
A;70677;516706;2015;PERNOCTACIONES;87.0;A
A;70677;55568;2019;PERNOCTACIONES;240.033468286;A
A;70677;55568;2015;PERNOCTACIONES;76.6875;A
A;70677;516711;2019;PERNOCTACIONES;89.666936572;A
A;70677;516711;2015;PERNOCTACIONES;42.875;A
A;70677;55571;2019;PERNOCTACIONES;582.8;A
A;70677;55571;2015;PERNOCTACIONES;69.0625;A
A;70677;516715;2019;PERNOCTACIONES;1218.933603239;A
A;70677;516715;2015;PERNOCTACIONES;1705.875;A
A;70677;55574;2015;PERNOCTACIONES;106.25;A
A;70677;516716;2019;PERNOCTACIONES;24.533333333;A
A;70677;516717;2019;PERNOCTACIONES;60.0;A
A;70677;516718;2019;PERNOCTACIONES;89.933603239;A
A;70677;516718;2015;PERNOCTACIONES;74.0;A
A;70677;516721;2015;PERNOCTACIONES;14.0;A
A;70677;516722;2019;PERNOCTACIONES;64.0;A
A;70677;516722;2015;PERNOCTACIONES;23.25;A
A;70677;516725;2019;PERNOCTACIONES;184.8;A
A;70677;516725;2015;PERNOCTACIONES;51.625;A
A;312755;55698;2019;PERNOCTACIONES;13253.645450467;A
A;312755;55565;2019;PERNOCTACIONES;9997.962993931;A
A;312755;55697;2019;PERNOCTACIONES;3255.682456536;A
A;312755;55577;2019;PERNOCTACIONES;98.728647014;A
A;312755;516705;2019;PERNOCTACIONES;178.408163265;A
A;312755;516706;2019;PERNOCTACIONES;47.575510204;A
A;312755;55568;2019;PERNOCTACIONES;402.665306122;A
A;312755;55571;2019;PERNOCTACIONES;299.763567649;A
A;312755;516713;2019;PERNOCTACIONES;1137.352040816;A
A;312755;516715;2019;PERNOCTACIONES;217.888888889;A
A;312755;55574;2019;PERNOCTACIONES;731.824221466;A
A;312755;516722;2019;PERNOCTACIONES;40.92;A
A;312755;516727;2019;PERNOCTACIONES;45.846785714;A
A;70678;55698;2020;PERNOCTACIONES;50681.056350396;A
A;70678;55698;2019;PERNOCTACIONES;59037.751361677;A
A;70678;55698;2018;PERNOCTACIONES;87693.49291473;A
A;70678;55698;2017;PERNOCTACIONES;120595.0303031;A
A;70678;55698;2016;PERNOCTACIONES;86849.592507226;A
A;70678;55698;2015;PERNOCTACIONES;76587.782219915;A
A;70678;55698;2014;PERNOCTACIONES;79387.241666413;A
A;70678;55565;2020;PERNOCTACIONES;49201.818795454;A
A;70678;55565;2019;PERNOCTACIONES;48009.270060885;A
A;70678;55565;2018;PERNOCTACIONES;67349.055934457;A
A;70678;55565;2017;PERNOCTACIONES;100365.81755982;A
A;70678;55565;2016;PERNOCTACIONES;65053.190147826;A
A;70678;55565;2015;PERNOCTACIONES;63527.14858817;A
A;70678;55565;2014;PERNOCTACIONES;67011.0249997;A
A;70678;55697;2020;PERNOCTACIONES;1479.237554942;A
A;70678;55697;2019;PERNOCTACIONES;11028.481300792;A
A;70678;55697;2018;PERNOCTACIONES;20344.436980273;A
A;70678;55697;2017;PERNOCTACIONES;20229.21274328;A
A;70678;55697;2016;PERNOCTACIONES;21796.4023594;A
A;70678;55697;2015;PERNOCTACIONES;13060.633631745;A
A;70678;55697;2014;PERNOCTACIONES;12376.216666713;A
A;70678;55577;2019;PERNOCTACIONES;314.535722302;A
A;70678;55577;2018;PERNOCTACIONES;888.0160061;A
A;70678;55577;2017;PERNOCTACIONES;1056.6779486;A
A;70678;55577;2016;PERNOCTACIONES;568.45311931;A
A;70678;55577;2015;PERNOCTACIONES;377.25;A
A;70678;55577;2014;PERNOCTACIONES;416.275;A
A;70678;516705;2017;PERNOCTACIONES;44.0;A
A;70678;516705;2014;PERNOCTACIONES;133.75;A
A;70678;516706;2019;PERNOCTACIONES;144.355555556;A
A;70678;516706;2018;PERNOCTACIONES;305.26829268;A
A;70678;516706;2017;PERNOCTACIONES;213.03236976;A
A;70678;516706;2016;PERNOCTACIONES;288.57037944;A
A;70678;516706;2015;PERNOCTACIONES;76.2;A
A;70678;516706;2014;PERNOCTACIONES;227.6;A
A;70678;516707;2018;PERNOCTACIONES;138.0;A
A;70678;516707;2016;PERNOCTACIONES;238.0;A
A;70678;516707;2015;PERNOCTACIONES;194.93333333;A
A;70678;516707;2014;PERNOCTACIONES;397.2;A
A;70678;516708;2018;PERNOCTACIONES;719.0;A
A;70678;516708;2017;PERNOCTACIONES;140.0;A
A;70678;516708;2014;PERNOCTACIONES;244.26666667;A
A;70678;55568;2020;PERNOCTACIONES;67.40776699;A
A;70678;55568;2019;PERNOCTACIONES;219.508612227;A
A;70678;55568;2018;PERNOCTACIONES;435.18133616;A
A;70678;55568;2017;PERNOCTACIONES;822.3956427;A
A;70678;55568;2016;PERNOCTACIONES;663.24034383;A
A;70678;55568;2015;PERNOCTACIONES;304.90128205;A
A;70678;55568;2014;PERNOCTACIONES;293.81666667;A
A;70678;516709;2017;PERNOCTACIONES;848.0;A
