OBS_STATUS;RESITUR;TEMPORAL;PARQUES_TURISMO;INDICATOR;OBS_VALUE;FREQ
A;516715;2015;55537;VIAJEROS;650.89323802;A
A;516715;2015;55538;VIAJEROS;1428.0155778;A
A;516715;2015;55539;VIAJEROS;32.4;A
A;516715;2015;55540;VIAJEROS;2691.9326014;A
A;516715;2015;55541;VIAJEROS;5932.3311198;A
A;516715;2016;55537;VIAJEROS;725.13099881;A
A;516715;2016;55538;VIAJEROS;890.76606655;A
A;516715;2016;55539;VIAJEROS;290.20952381;A
A;516715;2016;55540;VIAJEROS;3779.8891253;A
A;516715;2016;55541;VIAJEROS;8111.3406476;A
A;516715;2017;55537;VIAJEROS;875.54836323;A
A;516715;2017;55538;VIAJEROS;962.84581448;A
A;516715;2017;55539;VIAJEROS;255.6;A
A;516715;2017;55540;VIAJEROS;3999.7625028;A
A;516715;2017;55541;VIAJEROS;6622.8492034;A
A;516715;2018;55537;VIAJEROS;939.42101635;A
A;516715;2018;55538;VIAJEROS;1117.1312284;A
A;516715;2018;55539;VIAJEROS;106.0;A
A;516715;2018;55540;VIAJEROS;6640.7898602;A
A;516715;2018;55541;VIAJEROS;6313.5055973;A
A;516715;2019;55537;VIAJEROS;1155.243781252;A
A;516715;2019;55538;VIAJEROS;1367.320912266;A
A;516715;2019;55539;VIAJEROS;98.8;A
A;516715;2019;55540;VIAJEROS;5825.893133912;A
A;516715;2019;55541;VIAJEROS;9221.357914195;A
A;516715;2020;55537;VIAJEROS;371.203684411;A
A;516715;2020;55538;VIAJEROS;411.93150195;A
A;516715;2020;55539;VIAJEROS;10.333333333;A
A;516715;2020;55540;VIAJEROS;680.605630768;A
A;516715;2020;55541;VIAJEROS;2029.268174222;A
A;55574;2014;55537;VIAJEROS;6630.6039161;A
A;55574;2014;55538;VIAJEROS;2677.7578984;A
A;55574;2014;55539;VIAJEROS;668.22670543;A
A;55574;2014;55540;VIAJEROS;109.06500925;A
A;55574;2014;55541;VIAJEROS;244612.38734;A
A;55574;2015;55537;VIAJEROS;7699.0768512;A
A;55574;2015;55538;VIAJEROS;3614.5395465;A
A;55574;2015;55539;VIAJEROS;838.84193074;A
A;55574;2015;55540;VIAJEROS;130.64020651;A
A;55574;2015;55541;VIAJEROS;261391.60362;A
A;55574;2016;55537;VIAJEROS;8025.7015882;A
A;55574;2016;55538;VIAJEROS;3428.6384628;A
A;55574;2016;55539;VIAJEROS;989.66308072;A
A;55574;2016;55540;VIAJEROS;334.45748233;A
A;55574;2016;55541;VIAJEROS;287497.3973;A
A;55574;2017;55537;VIAJEROS;12411.053068;A
A;55574;2017;55538;VIAJEROS;7063.250037;A
A;55574;2017;55539;VIAJEROS;876.63146259;A
A;55574;2017;55540;VIAJEROS;322.90536596;A
A;55574;2017;55541;VIAJEROS;296059.8568;A
A;55574;2018;55537;VIAJEROS;12049.164242;A
A;55574;2018;55538;VIAJEROS;7304.0787642;A
A;55574;2018;55539;VIAJEROS;494.97272727;A
A;55574;2018;55540;VIAJEROS;329.19754188;A
A;55574;2018;55541;VIAJEROS;280443.00975;A
A;55574;2019;55537;VIAJEROS;11944.998161787;A
A;55574;2019;55538;VIAJEROS;4816.698304755;A
A;55574;2019;55539;VIAJEROS;645.716203704;A
A;55574;2019;55540;VIAJEROS;342.319358266;A
A;55574;2019;55541;VIAJEROS;290069.269989634;A
A;55574;2020;55537;VIAJEROS;1306.206924289;A
A;55574;2020;55538;VIAJEROS;1553.013815594;A
A;55574;2020;55539;VIAJEROS;279.230997305;A
A;55574;2020;55540;VIAJEROS;489.492626156;A
A;55574;2020;55541;VIAJEROS;50807.496465415;A
A;516716;2014;55537;VIAJEROS;205.21991979;A
A;516716;2014;55538;VIAJEROS;181.20337208;A
A;516716;2014;55540;VIAJEROS;24.0;A
A;516716;2014;55541;VIAJEROS;1465.8206993;A
A;516716;2015;55537;VIAJEROS;313.44678792;A
A;516716;2015;55538;VIAJEROS;93.969371127;A
A;516716;2015;55539;VIAJEROS;16.4;A
A;516716;2015;55540;VIAJEROS;34.428816575;A
A;516716;2015;55541;VIAJEROS;1150.6493856;A
A;516716;2016;55537;VIAJEROS;400.49833866;A
A;516716;2016;55538;VIAJEROS;74.149186917;A
A;516716;2016;55539;VIAJEROS;30.60952381;A
A;516716;2016;55540;VIAJEROS;31.051017399;A
A;516716;2016;55541;VIAJEROS;1291.2029097;A
A;516716;2017;55537;VIAJEROS;561.86218326;A
A;516716;2017;55538;VIAJEROS;146.16854545;A
A;516716;2017;55539;VIAJEROS;30.666666667;A
A;516716;2017;55540;VIAJEROS;28.386176632;A
A;516716;2017;55541;VIAJEROS;3347.2945582;A
A;516716;2018;55537;VIAJEROS;280.90364672;A
A;516716;2018;55538;VIAJEROS;396.26041824;A
A;516716;2018;55540;VIAJEROS;20.0;A
A;516716;2018;55541;VIAJEROS;2827.9303549;A
A;516716;2019;55537;VIAJEROS;321.914131617;A
A;516716;2019;55538;VIAJEROS;128.589342119;A
A;516716;2019;55539;VIAJEROS;20.333333333;A
A;516716;2019;55540;VIAJEROS;44.266666667;A
A;516716;2019;55541;VIAJEROS;3986.96214827;A
A;516716;2020;55537;VIAJEROS;28.735917166;A
A;516716;2020;55538;VIAJEROS;107.705923062;A
A;516716;2020;55541;VIAJEROS;724.925305538;A
A;516717;2014;55537;VIAJEROS;3099.8958333;A
A;516717;2014;55538;VIAJEROS;1484.1530186;A
A;516717;2014;55539;VIAJEROS;1253.7156977;A
A;516717;2014;55540;VIAJEROS;653.76038692;A
A;516717;2014;55541;VIAJEROS;25224.554471;A
A;516717;2015;55537;VIAJEROS;2731.5958333;A
A;516717;2015;55538;VIAJEROS;1265.3566185;A
A;516717;2015;55539;VIAJEROS;1273.1439686;A
A;516717;2015;55540;VIAJEROS;316.47994271;A
A;516717;2015;55541;VIAJEROS;27030.12799;A
A;516717;2016;55537;VIAJEROS;3630.7007089;A
A;516717;2016;55538;VIAJEROS;939.44228667;A
A;516717;2016;55539;VIAJEROS;1604.8369943;A
A;516717;2016;55540;VIAJEROS;282.00934583;A
A;516717;2016;55541;VIAJEROS;24199.255979;A
A;516717;2017;55537;VIAJEROS;3532.3117435;A
A;516717;2017;55538;VIAJEROS;1158.8697914;A
A;516717;2017;55539;VIAJEROS;1520.6672764;A
A;516717;2017;55540;VIAJEROS;194.69804203;A
A;516717;2017;55541;VIAJEROS;31285.834537;A
A;516717;2018;55537;VIAJEROS;1440.0797105;A
A;516717;2018;55538;VIAJEROS;1292.4352976;A
A;516717;2018;55539;VIAJEROS;1495.3984848;A
A;516717;2018;55540;VIAJEROS;471.43918816;A
A;516717;2018;55541;VIAJEROS;29508.018273;A
A;516717;2019;55537;VIAJEROS;530.371120325;A
A;516717;2019;55538;VIAJEROS;985.486019856;A
A;516717;2019;55539;VIAJEROS;928.132175926;A
A;516717;2019;55540;VIAJEROS;1320.201918271;A
A;516717;2019;55541;VIAJEROS;33496.342056362;A
A;516717;2020;55537;VIAJEROS;99.619374204;A
A;516717;2020;55538;VIAJEROS;190.306286167;A
A;516717;2020;55539;VIAJEROS;267.684097035;A
A;516717;2020;55540;VIAJEROS;78.369122807;A
A;516717;2020;55541;VIAJEROS;6382.953003541;A
A;516718;2014;55537;VIAJEROS;365.71843595;A
A;516718;2014;55538;VIAJEROS;601.65996331;A
A;516718;2014;55539;VIAJEROS;194.08682171;A
A;516718;2014;55540;VIAJEROS;28.055350953;A
A;516718;2014;55541;VIAJEROS;5766.3328071;A
A;516718;2015;55537;VIAJEROS;529.70597655;A
A;516718;2015;55538;VIAJEROS;1022.2288604;A
A;516718;2015;55539;VIAJEROS;421.24065041;A
A;516718;2015;55540;VIAJEROS;76.317561482;A
A;516718;2015;55541;VIAJEROS;5955.9052153;A
A;516718;2016;55537;VIAJEROS;573.03181633;A
A;516718;2016;55538;VIAJEROS;388.39420179;A
A;516718;2016;55539;VIAJEROS;81.866666667;A
A;516718;2016;55540;VIAJEROS;79.582265983;A
A;516718;2016;55541;VIAJEROS;7613.1205787;A
A;516718;2017;55537;VIAJEROS;845.41855606;A
A;516718;2017;55538;VIAJEROS;987.7892235;A
A;516718;2017;55539;VIAJEROS;88.466666667;A
A;516718;2017;55540;VIAJEROS;134.44408517;A
A;516718;2017;55541;VIAJEROS;10620.797893;A
A;516718;2018;55537;VIAJEROS;1070.9990208;A
A;516718;2018;55538;VIAJEROS;485.18985424;A
A;516718;2018;55539;VIAJEROS;110.66666667;A
A;516718;2018;55540;VIAJEROS;1551.1862986;A
A;516718;2018;55541;VIAJEROS;11433.822686;A
A;516718;2019;55537;VIAJEROS;1628.271054388;A
A;516718;2019;55538;VIAJEROS;699.256481573;A
A;516718;2019;55539;VIAJEROS;51.133333333;A
A;516718;2019;55540;VIAJEROS;333.328804207;A
A;516718;2019;55541;VIAJEROS;15443.303947955;A
A;516718;2020;55537;VIAJEROS;867.185121528;A
A;516718;2020;55538;VIAJEROS;289.012854685;A
A;516718;2020;55540;VIAJEROS;135.193813204;A
A;516718;2020;55541;VIAJEROS;2967.760147018;A
A;516719;2014;55537;VIAJEROS;170.4;A
A;516719;2014;55538;VIAJEROS;502.51670927;A
A;516719;2014;55539;VIAJEROS;45.533850129;A
A;516719;2014;55540;VIAJEROS;66.699859944;A
A;516719;2014;55541;VIAJEROS;14743.215391;A
A;516719;2015;55537;VIAJEROS;214.72836711;A
A;516719;2015;55538;VIAJEROS;269.769387;A
A;516719;2015;55539;VIAJEROS;113.9503876;A
A;516719;2015;55540;VIAJEROS;35.100406291;A
A;516719;2015;55541;VIAJEROS;15134.670533;A
A;516719;2016;55537;VIAJEROS;267.01228707;A
A;516719;2016;55538;VIAJEROS;428.57708558;A
A;516719;2016;55539;VIAJEROS;186.95238095;A
A;516719;2016;55540;VIAJEROS;44.497206704;A
A;516719;2016;55541;VIAJEROS;19833.688199;A
A;516719;2017;55537;VIAJEROS;107.04966548;A
A;516719;2017;55538;VIAJEROS;600.15638196;A
A;516719;2017;55539;VIAJEROS;415.1755102;A
A;516719;2017;55540;VIAJEROS;13.0;A
A;516719;2017;55541;VIAJEROS;24428.834104;A
A;516719;2018;55537;VIAJEROS;381.69990311;A
A;516719;2018;55538;VIAJEROS;1095.0648655;A
A;516719;2018;55539;VIAJEROS;245.41212121;A
A;516719;2018;55540;VIAJEROS;102.28967814;A
A;516719;2018;55541;VIAJEROS;21788.168029;A
A;516719;2019;55537;VIAJEROS;128.28737823;A
A;516719;2019;55538;VIAJEROS;462.590290588;A
A;516719;2019;55539;VIAJEROS;267.888888889;A
A;516719;2019;55540;VIAJEROS;55.167807194;A
A;516719;2019;55541;VIAJEROS;20689.400573643;A
A;516719;2020;55538;VIAJEROS;92.466836879;A
A;516719;2020;55540;VIAJEROS;11.0;A
A;516719;2020;55541;VIAJEROS;3104.772099031;A
A;516720;2014;55537;VIAJEROS;219.08847067;A
A;516720;2014;55538;VIAJEROS;958.51439265;A
A;516720;2014;55539;VIAJEROS;321.42283869;A
A;516720;2014;55540;VIAJEROS;47.151242964;A
A;516720;2014;55541;VIAJEROS;13417.781761;A
A;516720;2015;55537;VIAJEROS;303.2335708;A
A;516720;2015;55538;VIAJEROS;839.46933375;A
A;516720;2015;55539;VIAJEROS;108.2;A
A;516720;2015;55540;VIAJEROS;79.6813618;A
A;516720;2015;55541;VIAJEROS;12510.742108;A
A;516720;2016;55537;VIAJEROS;508.79845866;A
A;516720;2016;55538;VIAJEROS;833.83177736;A
A;516720;2016;55539;VIAJEROS;313.10623434;A
A;516720;2016;55540;VIAJEROS;98.582489886;A
A;516720;2016;55541;VIAJEROS;11763.453262;A
A;516720;2017;55537;VIAJEROS;409.34306343;A
A;516720;2017;55538;VIAJEROS;994.55615411;A
A;516720;2017;55539;VIAJEROS;258.95187075;A
A;516720;2017;55540;VIAJEROS;67.369227877;A
A;516720;2017;55541;VIAJEROS;13033.146816;A
A;516720;2018;55537;VIAJEROS;310.80455381;A
A;516720;2018;55538;VIAJEROS;1160.1786431;A
A;516720;2018;55539;VIAJEROS;48.733333333;A
A;516720;2018;55540;VIAJEROS;88.358151074;A
A;516720;2018;55541;VIAJEROS;9242.7127153;A
A;516720;2019;55537;VIAJEROS;558.072948389;A
A;516720;2019;55538;VIAJEROS;1213.225587087;A
A;516720;2019;55539;VIAJEROS;143.6;A
A;516720;2019;55540;VIAJEROS;62.243499774;A
A;516720;2019;55541;VIAJEROS;10564.05057893;A
A;516720;2020;55537;VIAJEROS;96.536966588;A
A;516720;2020;55538;VIAJEROS;154.560200587;A
A;516720;2020;55539;VIAJEROS;12.266666667;A
A;516720;2020;55540;VIAJEROS;10.133333333;A
A;516720;2020;55541;VIAJEROS;1586.393137951;A
A;516721;2014;55537;VIAJEROS;317.21743495;A
A;516721;2014;55538;VIAJEROS;530.23153766;A
A;516721;2014;55539;VIAJEROS;44.076795866;A
A;516721;2014;55540;VIAJEROS;57.5625;A
A;516721;2014;55541;VIAJEROS;6048.5738738;A
A;516721;2015;55537;VIAJEROS;92.534027093;A
A;516721;2015;55538;VIAJEROS;899.50993124;A
A;516721;2015;55539;VIAJEROS;36.100258398;A
A;516721;2015;55540;VIAJEROS;36.758648111;A
A;516721;2015;55541;VIAJEROS;7358.8640613;A
A;516721;2016;55537;VIAJEROS;161.16595825;A
A;516721;2016;55538;VIAJEROS;847.82350105;A
A;516721;2016;55539;VIAJEROS;72.066666667;A
A;516721;2016;55540;VIAJEROS;40.715244835;A
A;516721;2016;55541;VIAJEROS;9345.5224267;A
A;516721;2017;55537;VIAJEROS;193.44304128;A
A;516721;2017;55538;VIAJEROS;1825.1423665;A
A;516721;2017;55539;VIAJEROS;45.333333333;A
A;516721;2017;55540;VIAJEROS;94.090397922;A
A;516721;2017;55541;VIAJEROS;11266.3449;A
A;516721;2018;55537;VIAJEROS;85.550225071;A
A;516721;2018;55538;VIAJEROS;1194.679023;A
A;516721;2018;55539;VIAJEROS;122.32424242;A
A;516721;2018;55540;VIAJEROS;65.269540924;A
A;516721;2018;55541;VIAJEROS;11593.774881;A
A;516721;2019;55537;VIAJEROS;215.565331762;A
A;516721;2019;55538;VIAJEROS;1308.499304984;A
A;516721;2019;55539;VIAJEROS;93.344444444;A
A;516721;2019;55540;VIAJEROS;37.279239544;A
A;516721;2019;55541;VIAJEROS;10415.247417946;A
A;516721;2020;55537;VIAJEROS;84.12414855;A
A;516721;2020;55538;VIAJEROS;152.319126046;A
A;516721;2020;55539;VIAJEROS;23.164420485;A
A;516721;2020;55540;VIAJEROS;11.0;A
A;516721;2020;55541;VIAJEROS;1667.622779788;A
A;516722;2014;55537;VIAJEROS;584.39754691;A
A;516722;2014;55538;VIAJEROS;271.86065928;A
A;516722;2014;55539;VIAJEROS;22.466666667;A
A;516722;2014;55540;VIAJEROS;51.112088786;A
A;516722;2014;55541;VIAJEROS;4723.2456042;A
A;516722;2015;55537;VIAJEROS;348.82478418;A
A;516722;2015;55538;VIAJEROS;1196.9475663;A
A;516722;2015;55539;VIAJEROS;190.15247967;A
A;516722;2015;55540;VIAJEROS;115.36306326;A
A;516722;2015;55541;VIAJEROS;4524.1790672;A
A;516722;2016;55537;VIAJEROS;513.91082075;A
A;516722;2016;55538;VIAJEROS;487.41795628;A
A;516722;2016;55539;VIAJEROS;100.87619048;A
A;516722;2016;55540;VIAJEROS;37.574424046;A
A;516722;2016;55541;VIAJEROS;5301.3482772;A
A;516722;2017;55537;VIAJEROS;601.20136951;A
A;516722;2017;55538;VIAJEROS;646.44899522;A
A;516722;2017;55539;VIAJEROS;54.933333333;A
A;516722;2017;55540;VIAJEROS;12.53238252;A
A;516722;2017;55541;VIAJEROS;5836.8738109;A
A;516722;2018;55537;VIAJEROS;513.34836528;A
A;516722;2018;55538;VIAJEROS;1593.4325349;A
A;516722;2018;55539;VIAJEROS;191.15757576;A
A;516722;2018;55540;VIAJEROS;24.0;A
A;516722;2018;55541;VIAJEROS;6162.5365691;A
A;516722;2019;55537;VIAJEROS;839.280612755;A
A;516722;2019;55538;VIAJEROS;678.78347504;A
A;516722;2019;55539;VIAJEROS;83.675925926;A
A;516722;2019;55540;VIAJEROS;76.022857143;A
A;516722;2019;55541;VIAJEROS;8497.380046003;A
A;516722;2020;55537;VIAJEROS;544.15475739;A
A;516722;2020;55538;VIAJEROS;184.866435072;A
A;516722;2020;55539;VIAJEROS;18.6;A
A;516722;2020;55540;VIAJEROS;328.424097671;A
A;516722;2020;55541;VIAJEROS;1952.009271253;A
A;516724;2014;55537;VIAJEROS;128.90916883;A
A;516724;2014;55538;VIAJEROS;1083.0068827;A
A;516724;2014;55539;VIAJEROS;89.112619048;A
A;516724;2014;55540;VIAJEROS;43.979236662;A
A;516724;2014;55541;VIAJEROS;21998.687641;A
A;516724;2015;55537;VIAJEROS;185.71177396;A
A;516724;2015;55538;VIAJEROS;1217.0404931;A
A;516724;2015;55539;VIAJEROS;84.815386179;A
A;516724;2015;55540;VIAJEROS;61.682225391;A
A;516724;2015;55541;VIAJEROS;21113.238303;A
A;516724;2016;55537;VIAJEROS;217.19280951;A
A;516724;2016;55538;VIAJEROS;943.59509642;A
A;516724;2016;55539;VIAJEROS;16.133333333;A
A;516724;2016;55540;VIAJEROS;98.558530523;A
A;516724;2016;55541;VIAJEROS;20868.2704;A
A;516724;2017;55537;VIAJEROS;277.59721657;A
A;516724;2017;55538;VIAJEROS;1462.7571881;A
A;516724;2017;55539;VIAJEROS;47.333333333;A
A;516724;2017;55540;VIAJEROS;129.75479105;A
A;516724;2017;55541;VIAJEROS;27676.212;A
A;516724;2018;55537;VIAJEROS;251.88673156;A
A;516724;2018;55538;VIAJEROS;1764.9261124;A
A;516724;2018;55539;VIAJEROS;59.6;A
A;516724;2018;55540;VIAJEROS;51.020214864;A
A;516724;2018;55541;VIAJEROS;28001.631065;A
A;516724;2019;55537;VIAJEROS;259.377764448;A
A;516724;2019;55538;VIAJEROS;1450.71244358;A
A;516724;2019;55539;VIAJEROS;40.433333333;A
A;516724;2019;55540;VIAJEROS;109.0121673;A
A;516724;2019;55541;VIAJEROS;24928.992061008;A
A;516724;2020;55537;VIAJEROS;130.044296622;A
A;516724;2020;55538;VIAJEROS;232.755001553;A
A;516724;2020;55541;VIAJEROS;7183.10091792;A
A;516725;2014;55537;VIAJEROS;192.70815091;A
A;516725;2014;55538;VIAJEROS;792.09507084;A
A;516725;2014;55539;VIAJEROS;53.939285714;A
A;516725;2014;55540;VIAJEROS;212.97163866;A
A;516725;2014;55541;VIAJEROS;11444.919684;A
A;516725;2015;55537;VIAJEROS;502.82527642;A
A;516725;2015;55538;VIAJEROS;945.53011865;A
A;516725;2015;55539;VIAJEROS;58.226666667;A
A;516725;2015;55540;VIAJEROS;162.31568627;A
A;516725;2015;55541;VIAJEROS;13370.405279;A
A;516725;2016;55537;VIAJEROS;363.17072958;A
A;516725;2016;55538;VIAJEROS;1356.6072083;A
A;516725;2016;55539;VIAJEROS;106.39373434;A
A;516725;2016;55540;VIAJEROS;223.12875434;A
A;516725;2016;55541;VIAJEROS;19174.905729;A
A;516725;2017;55537;VIAJEROS;574.07839028;A
A;516725;2017;55538;VIAJEROS;1682.3564021;A
A;516725;2017;55539;VIAJEROS;97.643197279;A
A;516725;2017;55540;VIAJEROS;247.84695161;A
A;516725;2017;55541;VIAJEROS;26917.219924;A
A;516725;2018;55537;VIAJEROS;620.57601012;A
A;516725;2018;55538;VIAJEROS;2015.9723573;A
A;516725;2018;55539;VIAJEROS;59.4;A
A;516725;2018;55540;VIAJEROS;209.51962708;A
A;516725;2018;55541;VIAJEROS;27658.267905;A
A;516725;2019;55537;VIAJEROS;822.802874563;A
A;516725;2019;55538;VIAJEROS;2170.501865294;A
A;516725;2019;55539;VIAJEROS;127.151851852;A
A;516725;2019;55540;VIAJEROS;245.445055001;A
A;516725;2019;55541;VIAJEROS;29465.80451053;A
A;516725;2020;55537;VIAJEROS;399.67912044;A
A;516725;2020;55538;VIAJEROS;514.619670221;A
A;516725;2020;55539;VIAJEROS;16.533333333;A
A;516725;2020;55540;VIAJEROS;85.91212281;A
A;516725;2020;55541;VIAJEROS;7596.686907209;A
A;516726;2014;55537;VIAJEROS;107.67014501;A
A;516726;2014;55538;VIAJEROS;244.30537071;A
A;516726;2014;55539;VIAJEROS;54.541795866;A
A;516726;2014;55540;VIAJEROS;44.326935028;A
A;516726;2014;55541;VIAJEROS;20957.481108;A
A;516726;2015;55537;VIAJEROS;304.60119653;A
A;516726;2015;55538;VIAJEROS;462.48016327;A
A;516726;2015;55539;VIAJEROS;63.933333333;A
A;516726;2015;55540;VIAJEROS;33.263817602;A
A;516726;2015;55541;VIAJEROS;23625.05186;A
A;516726;2016;55537;VIAJEROS;440.43996684;A
A;516726;2016;55538;VIAJEROS;554.61808273;A
A;516726;2016;55539;VIAJEROS;145.16496212;A
A;516726;2016;55540;VIAJEROS;88.084271054;A
A;516726;2016;55541;VIAJEROS;24178.28925;A
A;516726;2017;55537;VIAJEROS;391.10555246;A
A;516726;2017;55538;VIAJEROS;568.87599981;A
A;516726;2017;55539;VIAJEROS;206.83197279;A
A;516726;2017;55540;VIAJEROS;36.850161603;A
A;516726;2017;55541;VIAJEROS;26929.154958;A
A;516726;2018;55537;VIAJEROS;556.27702006;A
A;516726;2018;55538;VIAJEROS;649.78965024;A
A;516726;2018;55539;VIAJEROS;154.6;A
A;516726;2018;55540;VIAJEROS;38.767056212;A
A;516726;2018;55541;VIAJEROS;30440.184827;A
A;516726;2019;55537;VIAJEROS;1104.792617119;A
A;516726;2019;55538;VIAJEROS;862.793992441;A
A;516726;2019;55539;VIAJEROS;49.2;A
A;516726;2019;55540;VIAJEROS;87.901394731;A
A;516726;2019;55541;VIAJEROS;33483.505866178;A
A;516726;2020;55537;VIAJEROS;347.821333247;A
A;516726;2020;55538;VIAJEROS;138.706175002;A
A;516726;2020;55539;VIAJEROS;24.8;A
A;516726;2020;55540;VIAJEROS;51.553693227;A
A;516726;2020;55541;VIAJEROS;6669.319456906;A
A;516727;2014;55537;VIAJEROS;110.13101604;A
A;516727;2014;55538;VIAJEROS;1149.9363965;A
A;516727;2014;55540;VIAJEROS;419.54618378;A
A;516727;2014;55541;VIAJEROS;23358.9994;A
A;516727;2015;55537;VIAJEROS;183.38649147;A
A;516727;2015;55538;VIAJEROS;1086.8659062;A
A;516727;2015;55539;VIAJEROS;73.8;A
A;516727;2015;55540;VIAJEROS;220.23220576;A
A;516727;2015;55541;VIAJEROS;25631.871451;A
A;516727;2016;55537;VIAJEROS;363.80796627;A
A;516727;2016;55538;VIAJEROS;1985.7273903;A
A;516727;2016;55539;VIAJEROS;40.533333333;A
A;516727;2016;55540;VIAJEROS;137.94062804;A
A;516727;2016;55541;VIAJEROS;33925.872733;A
A;516727;2017;55537;VIAJEROS;615.4344241;A
A;516727;2017;55538;VIAJEROS;1830.9836128;A
A;516727;2017;55539;VIAJEROS;119.4;A
A;516727;2017;55540;VIAJEROS;16.436842379;A
A;516727;2017;55541;VIAJEROS;39620.977873;A
A;516727;2018;55537;VIAJEROS;478.39511112;A
A;516727;2018;55538;VIAJEROS;2476.4567605;A
A;516727;2018;55539;VIAJEROS;16.4;A
A;516727;2018;55540;VIAJEROS;51.983592233;A
A;516727;2018;55541;VIAJEROS;30170.118867;A
A;516727;2019;55537;VIAJEROS;488.474323209;A
A;516727;2019;55538;VIAJEROS;1277.975730616;A
A;516727;2019;55540;VIAJEROS;60.51969697;A
A;516727;2019;55541;VIAJEROS;27712.453952569;A
A;516727;2020;55537;VIAJEROS;703.04085148;A
A;516727;2020;55538;VIAJEROS;167.277524867;A
A;516727;2020;55539;VIAJEROS;12.133333333;A
A;516727;2020;55541;VIAJEROS;4390.327563845;A
P;55698;2021;55537;VIAJEROS;163981.31131996;A
P;55698;2021;55538;VIAJEROS;121613.74788212;A
P;55698;2021;55539;VIAJEROS;33400.944189872;A
P;55698;2021;55540;VIAJEROS;60194.718742519;A
P;55698;2021;55541;VIAJEROS;641134.49938621;A
P;55565;2021;55537;VIAJEROS;151731.724307593;A
P;55565;2021;55538;VIAJEROS;95086.819179863;A
P;55565;2021;55539;VIAJEROS;31084.701731275;A
P;55565;2021;55540;VIAJEROS;57568.552450709;A
P;55565;2021;55541;VIAJEROS;352680.258339759;A
P;55697;2021;55537;VIAJEROS;12249.587012367;A
P;55697;2021;55538;VIAJEROS;26526.928702257;A
P;55697;2021;55539;VIAJEROS;2316.242458597;A
P;55697;2021;55540;VIAJEROS;2626.16629181;A
P;55697;2021;55541;VIAJEROS;288454.241046451;A
P;55577;2021;55537;VIAJEROS;855.331285432;A
P;55577;2021;55538;VIAJEROS;4075.790522936;A
P;55577;2021;55539;VIAJEROS;190.870130788;A
P;55577;2021;55540;VIAJEROS;158.022229403;A
P;55577;2021;55541;VIAJEROS;19338.376515488;A
P;516705;2021;55537;VIAJEROS;61.100459623;A
P;516705;2021;55538;VIAJEROS;194.151602281;A
P;516705;2021;55541;VIAJEROS;1590.587790402;A
P;516706;2021;55537;VIAJEROS;563.424271165;A
P;516706;2021;55538;VIAJEROS;1019.919080801;A
P;516706;2021;55539;VIAJEROS;177.884305408;A
P;516706;2021;55540;VIAJEROS;26.182558549;A
P;516706;2021;55541;VIAJEROS;11149.949600126;A
P;516707;2021;55537;VIAJEROS;190.319628378;A
P;516707;2021;55538;VIAJEROS;187.274718396;A
P;516707;2021;55539;VIAJEROS;755.035416667;A
P;516707;2021;55540;VIAJEROS;44.580458533;A
P;516707;2021;55541;VIAJEROS;8496.415919644;A
P;516708;2021;55537;VIAJEROS;85.873380292;A
P;516708;2021;55538;VIAJEROS;107.451946472;A
P;516708;2021;55539;VIAJEROS;12.266666667;A
P;516708;2021;55540;VIAJEROS;10.337172456;A
P;516708;2021;55541;VIAJEROS;7150.491650196;A
P;55568;2021;55537;VIAJEROS;2555.982739178;A
P;55568;2021;55538;VIAJEROS;3064.066032475;A
P;55568;2021;55539;VIAJEROS;325.725316621;A
P;55568;2021;55540;VIAJEROS;147.199088304;A
P;55568;2021;55541;VIAJEROS;30330.327103051;A
P;516709;2021;55537;VIAJEROS;50.863158833;A
P;516709;2021;55538;VIAJEROS;45.99219234;A
P;516709;2021;55541;VIAJEROS;425.078576755;A
P;516710;2021;55537;VIAJEROS;380.290810952;A
P;516710;2021;55538;VIAJEROS;438.309692847;A
P;516710;2021;55539;VIAJEROS;62.565217391;A
P;516710;2021;55541;VIAJEROS;15992.201617381;A
P;516711;2021;55537;VIAJEROS;711.063446613;A
P;516711;2021;55538;VIAJEROS;1876.658921078;A
P;516711;2021;55539;VIAJEROS;39.046376812;A
P;516711;2021;55540;VIAJEROS;71.702794183;A
P;516711;2021;55541;VIAJEROS;9972.367041574;A
P;516712;2021;55537;VIAJEROS;41.699456257;A
P;516712;2021;55538;VIAJEROS;36.408477394;A
P;516712;2021;55540;VIAJEROS;13.139198013;A
P;516712;2021;55541;VIAJEROS;365.961544433;A
P;55571;2021;55537;VIAJEROS;617.198296438;A
P;55571;2021;55538;VIAJEROS;2123.419476404;A
P;55571;2021;55539;VIAJEROS;82.173808591;A
P;55571;2021;55540;VIAJEROS;227.610024604;A
P;55571;2021;55541;VIAJEROS;30557.831792654;A
P;516713;2021;55537;VIAJEROS;397.82396727;A
P;516713;2021;55538;VIAJEROS;607.143858266;A
P;516713;2021;55540;VIAJEROS;171.808705565;A
P;516713;2021;55541;VIAJEROS;4288.695941794;A
P;516715;2021;55537;VIAJEROS;589.528448888;A
P;516715;2021;55538;VIAJEROS;1269.052173801;A
P;516715;2021;55539;VIAJEROS;22.933333333;A
P;516715;2021;55540;VIAJEROS;1144.530904383;A
P;516715;2021;55541;VIAJEROS;4958.2425162;A
P;55574;2021;55537;VIAJEROS;2013.669934692;A
