OBS_STATUS;RESITUR;TEMPORAL;PARQUES_TURISMO;INDICATOR;OBS_VALUE;FREQ
P;55574;2021;55538;VIAJEROS;2855.989872276;A
P;55574;2021;55539;VIAJEROS;180.450406504;A
P;55574;2021;55540;VIAJEROS;139.600740374;A
P;55574;2021;55541;VIAJEROS;61843.171672322;A
P;516716;2021;55537;VIAJEROS;258.31721778;A
P;516716;2021;55538;VIAJEROS;124.694631389;A
P;516716;2021;55539;VIAJEROS;17.512077295;A
P;516716;2021;55540;VIAJEROS;30.370673077;A
P;516716;2021;55541;VIAJEROS;2783.294242868;A
P;516717;2021;55537;VIAJEROS;280.702314044;A
P;516717;2021;55538;VIAJEROS;550.691701184;A
P;516717;2021;55539;VIAJEROS;222.528667374;A
P;516717;2021;55540;VIAJEROS;116.075413475;A
P;516717;2021;55541;VIAJEROS;11338.661893397;A
P;516718;2021;55537;VIAJEROS;519.280045606;A
P;516718;2021;55538;VIAJEROS;312.399864007;A
P;516718;2021;55539;VIAJEROS;63.913513514;A
P;516718;2021;55540;VIAJEROS;87.614015433;A
P;516718;2021;55541;VIAJEROS;18379.568584463;A
P;516719;2021;55537;VIAJEROS;89.520369953;A
P;516719;2021;55538;VIAJEROS;240.352930087;A
P;516719;2021;55539;VIAJEROS;36.315942029;A
P;516719;2021;55540;VIAJEROS;12.219279865;A
P;516719;2021;55541;VIAJEROS;4612.381255568;A
P;516720;2021;55537;VIAJEROS;71.038350261;A
P;516720;2021;55538;VIAJEROS;123.74286531;A
P;516720;2021;55539;VIAJEROS;37.2;A
P;516720;2021;55541;VIAJEROS;1190.851665299;A
P;516721;2021;55537;VIAJEROS;248.74919153;A
P;516721;2021;55538;VIAJEROS;941.337746455;A
P;516721;2021;55539;VIAJEROS;30.315942029;A
P;516721;2021;55540;VIAJEROS;14.826607527;A
P;516721;2021;55541;VIAJEROS;5269.302370979;A
P;516722;2021;55537;VIAJEROS;471.153372333;A
P;516722;2021;55538;VIAJEROS;2024.178124043;A
P;516722;2021;55540;VIAJEROS;23.678457879;A
P;516722;2021;55541;VIAJEROS;12281.071466776;A
P;516724;2021;55537;VIAJEROS;142.022787934;A
P;516724;2021;55538;VIAJEROS;719.903660654;A
P;516724;2021;55540;VIAJEROS;81.305032102;A
P;516724;2021;55541;VIAJEROS;8007.806166251;A
P;516725;2021;55537;VIAJEROS;498.0685985;A
P;516725;2021;55538;VIAJEROS;1025.345073278;A
P;516725;2021;55539;VIAJEROS;10.266666667;A
P;516725;2021;55540;VIAJEROS;53.628983278;A
P;516725;2021;55541;VIAJEROS;6495.037114494;A
P;516726;2021;55537;VIAJEROS;311.416832928;A
P;516726;2021;55538;VIAJEROS;90.505447957;A
P;516726;2021;55541;VIAJEROS;5063.826481123;A
P;516727;2021;55537;VIAJEROS;245.148647487;A
P;516727;2021;55538;VIAJEROS;2472.148090126;A
P;516727;2021;55539;VIAJEROS;25.102439024;A
P;516727;2021;55540;VIAJEROS;23.826589595;A
P;516727;2021;55541;VIAJEROS;6572.740523213;A
A;55698;2014;55537;PERNOCTACIONES;650144.217907586;A
A;55698;2014;55538;PERNOCTACIONES;437141.77308747;A
A;55698;2014;55539;PERNOCTACIONES;163976.09200629;A
A;55698;2014;55540;PERNOCTACIONES;279824.995818686;A
A;55698;2014;55541;PERNOCTACIONES;4960284.3899242;A
A;55698;2015;55537;PERNOCTACIONES;750807.8399334;A
A;55698;2015;55538;PERNOCTACIONES;394876.728584275;A
A;55698;2015;55539;PERNOCTACIONES;174309.916148543;A
A;55698;2015;55540;PERNOCTACIONES;293653.419593842;A
A;55698;2015;55541;PERNOCTACIONES;5652440.6413411;A
A;55698;2016;55537;PERNOCTACIONES;792409.717791666;A
A;55698;2016;55538;PERNOCTACIONES;440381.84438305;A
A;55698;2016;55539;PERNOCTACIONES;172616.99334536;A
A;55698;2016;55540;PERNOCTACIONES;299335.17969544;A
A;55698;2016;55541;PERNOCTACIONES;5945202.9361615;A
A;55698;2017;55537;PERNOCTACIONES;961485.829489801;A
A;55698;2017;55538;PERNOCTACIONES;526597.68870409;A
A;55698;2017;55539;PERNOCTACIONES;162725.585112887;A
A;55698;2017;55540;PERNOCTACIONES;384301.818605152;A
A;55698;2017;55541;PERNOCTACIONES;6515875.2211104;A
A;55698;2018;55537;PERNOCTACIONES;930986.222971957;A
A;55698;2018;55538;PERNOCTACIONES;534832.84935338;A
A;55698;2018;55539;PERNOCTACIONES;146743.651515919;A
A;55698;2018;55540;PERNOCTACIONES;388770.22710474;A
A;55698;2018;55541;PERNOCTACIONES;6107199.9438387;A
A;55698;2019;55537;PERNOCTACIONES;1016673.29615878;A
A;55698;2019;55538;PERNOCTACIONES;520483.178708596;A
A;55698;2019;55539;PERNOCTACIONES;138116.839004629;A
A;55698;2019;55540;PERNOCTACIONES;387152.29816503;A
A;55698;2019;55541;PERNOCTACIONES;6366289.81223047;A
A;55698;2020;55537;PERNOCTACIONES;421293.340886075;A
A;55698;2020;55538;PERNOCTACIONES;278358.56616217;A
A;55698;2020;55539;PERNOCTACIONES;51900.737339281;A
A;55698;2020;55540;PERNOCTACIONES;229809.401108031;A
A;55698;2020;55541;PERNOCTACIONES;1827260.043151302;A
A;55565;2014;55537;PERNOCTACIONES;487563.972882156;A
A;55565;2014;55538;PERNOCTACIONES;311256.50952048;A
A;55565;2014;55539;PERNOCTACIONES;118607.62922708;A
A;55565;2014;55540;PERNOCTACIONES;255491.41531586;A
A;55565;2014;55541;PERNOCTACIONES;840050.9063035;A
A;55565;2015;55537;PERNOCTACIONES;572202.72408893;A
A;55565;2015;55538;PERNOCTACIONES;282815.04321361;A
A;55565;2015;55539;PERNOCTACIONES;110368.47411523;A
A;55565;2015;55540;PERNOCTACIONES;268381.13732341;A
A;55565;2015;55541;PERNOCTACIONES;962024.9632414;A
A;55565;2016;55537;PERNOCTACIONES;601460.24894784;A
A;55565;2016;55538;PERNOCTACIONES;320263.76289194;A
A;55565;2016;55539;PERNOCTACIONES;113691.15724629;A
A;55565;2016;55540;PERNOCTACIONES;262924.52183794;A
A;55565;2016;55541;PERNOCTACIONES;986808.7981767;A
A;55565;2017;55537;PERNOCTACIONES;708094.68079667;A
A;55565;2017;55538;PERNOCTACIONES;362804.25385024;A
A;55565;2017;55539;PERNOCTACIONES;102931.10958644;A
A;55565;2017;55540;PERNOCTACIONES;346929.80215089;A
A;55565;2017;55541;PERNOCTACIONES;1177073.6058923;A
A;55565;2018;55537;PERNOCTACIONES;688158.71688543;A
A;55565;2018;55538;PERNOCTACIONES;363357.24034522;A
A;55565;2018;55539;PERNOCTACIONES;99968.243939776;A
A;55565;2018;55540;PERNOCTACIONES;330138.29665326;A
A;55565;2018;55541;PERNOCTACIONES;1018987.8730228;A
A;55565;2019;55537;PERNOCTACIONES;772025.464031395;A
A;55565;2019;55538;PERNOCTACIONES;383592.274464494;A
A;55565;2019;55539;PERNOCTACIONES;95878.988078703;A
A;55565;2019;55540;PERNOCTACIONES;337221.296810266;A
A;55565;2019;55541;PERNOCTACIONES;1276092.643328882;A
A;55565;2020;55537;PERNOCTACIONES;358626.939819598;A
A;55565;2020;55538;PERNOCTACIONES;248698.910545987;A
A;55565;2020;55539;PERNOCTACIONES;37637.548972953;A
A;55565;2020;55540;PERNOCTACIONES;216617.317358721;A
A;55565;2020;55541;PERNOCTACIONES;747690.343661171;A
A;55697;2014;55537;PERNOCTACIONES;162580.24502543;A
A;55697;2014;55538;PERNOCTACIONES;125885.26356699;A
A;55697;2014;55539;PERNOCTACIONES;45368.46277921;A
A;55697;2014;55540;PERNOCTACIONES;24333.580502826;A
A;55697;2014;55541;PERNOCTACIONES;4120233.4836207;A
A;55697;2015;55537;PERNOCTACIONES;178605.11584447;A
A;55697;2015;55538;PERNOCTACIONES;112061.685370665;A
A;55697;2015;55539;PERNOCTACIONES;63941.442033313;A
A;55697;2015;55540;PERNOCTACIONES;25272.282270432;A
A;55697;2015;55541;PERNOCTACIONES;4690415.6780997;A
A;55697;2016;55537;PERNOCTACIONES;190949.468843826;A
A;55697;2016;55538;PERNOCTACIONES;120118.08149111;A
A;55697;2016;55539;PERNOCTACIONES;58925.83609907;A
A;55697;2016;55540;PERNOCTACIONES;36410.6578575;A
A;55697;2016;55541;PERNOCTACIONES;4958394.1379848;A
A;55697;2017;55537;PERNOCTACIONES;253391.148693131;A
A;55697;2017;55538;PERNOCTACIONES;163793.43485385;A
A;55697;2017;55539;PERNOCTACIONES;59794.475526447;A
A;55697;2017;55540;PERNOCTACIONES;37372.016454262;A
A;55697;2017;55541;PERNOCTACIONES;5338801.6152181;A
A;55697;2018;55537;PERNOCTACIONES;242827.506086527;A
A;55697;2018;55538;PERNOCTACIONES;171475.60900816;A
A;55697;2018;55539;PERNOCTACIONES;46775.407576143;A
A;55697;2018;55540;PERNOCTACIONES;58631.93045148;A
A;55697;2018;55541;PERNOCTACIONES;5088212.0708159;A
A;55697;2019;55537;PERNOCTACIONES;244647.832127385;A
A;55697;2019;55538;PERNOCTACIONES;136890.904244102;A
A;55697;2019;55539;PERNOCTACIONES;42237.850925926;A
A;55697;2019;55540;PERNOCTACIONES;49931.001354764;A
A;55697;2019;55541;PERNOCTACIONES;5090197.168901588;A
A;55697;2020;55537;PERNOCTACIONES;62666.401066477;A
A;55697;2020;55538;PERNOCTACIONES;29659.655616183;A
A;55697;2020;55539;PERNOCTACIONES;14263.188366328;A
A;55697;2020;55540;PERNOCTACIONES;13192.08374931;A
A;55697;2020;55541;PERNOCTACIONES;1079569.699490131;A
A;55577;2014;55537;PERNOCTACIONES;16246.269247;A
A;55577;2014;55538;PERNOCTACIONES;59530.155182;A
A;55577;2014;55539;PERNOCTACIONES;8346.6353319;A
A;55577;2014;55540;PERNOCTACIONES;992.7911756;A
A;55577;2014;55541;PERNOCTACIONES;212398.02656;A
A;55577;2015;55537;PERNOCTACIONES;17724.16919;A
A;55577;2015;55538;PERNOCTACIONES;39498.05782;A
A;55577;2015;55539;PERNOCTACIONES;7361.2860344;A
A;55577;2015;55540;PERNOCTACIONES;716.44188596;A
A;55577;2015;55541;PERNOCTACIONES;238747.14658;A
A;55577;2016;55537;PERNOCTACIONES;13786.004718;A
A;55577;2016;55538;PERNOCTACIONES;44920.452102;A
A;55577;2016;55539;PERNOCTACIONES;4922.5146601;A
A;55577;2016;55540;PERNOCTACIONES;1487.5895879;A
A;55577;2016;55541;PERNOCTACIONES;268423.33203;A
A;55577;2017;55537;PERNOCTACIONES;18040.705011;A
A;55577;2017;55538;PERNOCTACIONES;55754.157055;A
A;55577;2017;55539;PERNOCTACIONES;6639.3675958;A
A;55577;2017;55540;PERNOCTACIONES;1886.2091637;A
A;55577;2017;55541;PERNOCTACIONES;318454.63973;A
A;55577;2018;55537;PERNOCTACIONES;14899.442703;A
A;55577;2018;55538;PERNOCTACIONES;49455.51932;A
A;55577;2018;55539;PERNOCTACIONES;5329.630303;A
A;55577;2018;55540;PERNOCTACIONES;2334.7456817;A
A;55577;2018;55541;PERNOCTACIONES;296431.24611;A
A;55577;2019;55537;PERNOCTACIONES;17964.044660024;A
A;55577;2019;55538;PERNOCTACIONES;46522.687970156;A
A;55577;2019;55539;PERNOCTACIONES;1935.388888889;A
A;55577;2019;55540;PERNOCTACIONES;1923.594803097;A
A;55577;2019;55541;PERNOCTACIONES;281108.122837338;A
A;55577;2020;55537;PERNOCTACIONES;4866.438970937;A
A;55577;2020;55538;PERNOCTACIONES;6313.093644468;A
A;55577;2020;55539;PERNOCTACIONES;907.981850854;A
A;55577;2020;55540;PERNOCTACIONES;327.122769043;A
A;55577;2020;55541;PERNOCTACIONES;72565.266995497;A
A;516705;2014;55537;PERNOCTACIONES;159.80069444;A
A;516705;2014;55538;PERNOCTACIONES;1711.8131341;A
A;516705;2014;55539;PERNOCTACIONES;329.20206718;A
A;516705;2014;55540;PERNOCTACIONES;165.61740331;A
A;516705;2014;55541;PERNOCTACIONES;19432.347056;A
A;516705;2015;55537;PERNOCTACIONES;785.53239972;A
A;516705;2015;55538;PERNOCTACIONES;2148.2729987;A
A;516705;2015;55539;PERNOCTACIONES;1270.302439;A
A;516705;2015;55540;PERNOCTACIONES;184.97479843;A
A;516705;2015;55541;PERNOCTACIONES;20316.12141;A
A;516705;2016;55537;PERNOCTACIONES;392.77940474;A
A;516705;2016;55538;PERNOCTACIONES;1413.8273109;A
A;516705;2016;55539;PERNOCTACIONES;117.8;A
A;516705;2016;55540;PERNOCTACIONES;209.33563526;A
A;516705;2016;55541;PERNOCTACIONES;21182.639827;A
A;516705;2017;55537;PERNOCTACIONES;403.67981572;A
A;516705;2017;55538;PERNOCTACIONES;1882.4672374;A
A;516705;2017;55539;PERNOCTACIONES;812.70221088;A
A;516705;2017;55540;PERNOCTACIONES;72.470455824;A
A;516705;2017;55541;PERNOCTACIONES;23849.553597;A
A;516705;2018;55537;PERNOCTACIONES;580.74922118;A
A;516705;2018;55538;PERNOCTACIONES;2461.5634378;A
A;516705;2018;55539;PERNOCTACIONES;191.8;A
A;516705;2018;55540;PERNOCTACIONES;208.0;A
A;516705;2018;55541;PERNOCTACIONES;21990.481183;A
A;516705;2019;55537;PERNOCTACIONES;442.154410645;A
A;516705;2019;55538;PERNOCTACIONES;1731.323731128;A
A;516705;2019;55539;PERNOCTACIONES;49.333333333;A
A;516705;2019;55540;PERNOCTACIONES;263.243041825;A
A;516705;2019;55541;PERNOCTACIONES;19261.777527654;A
A;516705;2020;55537;PERNOCTACIONES;217.09653751;A
A;516705;2020;55538;PERNOCTACIONES;196.087345478;A
A;516705;2020;55541;PERNOCTACIONES;6735.525678113;A
A;516706;2014;55537;PERNOCTACIONES;5806.3840914;A
A;516706;2014;55538;PERNOCTACIONES;1195.5035395;A
A;516706;2014;55539;PERNOCTACIONES;2060.4209044;A
A;516706;2014;55540;PERNOCTACIONES;395.22106345;A
A;516706;2014;55541;PERNOCTACIONES;79355.015088;A
A;516706;2015;55537;PERNOCTACIONES;4704.6119608;A
A;516706;2015;55538;PERNOCTACIONES;2365.9353833;A
A;516706;2015;55539;PERNOCTACIONES;3946.9523004;A
A;516706;2015;55540;PERNOCTACIONES;234.56437247;A
A;516706;2015;55541;PERNOCTACIONES;92744.394892;A
A;516706;2016;55537;PERNOCTACIONES;5537.6466249;A
A;516706;2016;55538;PERNOCTACIONES;1793.8274632;A
A;516706;2016;55539;PERNOCTACIONES;3126.9784843;A
A;516706;2016;55540;PERNOCTACIONES;643.05755006;A
A;516706;2016;55541;PERNOCTACIONES;96742.356101;A
A;516706;2017;55537;PERNOCTACIONES;9047.7020421;A
A;516706;2017;55538;PERNOCTACIONES;2295.1719624;A
A;516706;2017;55539;PERNOCTACIONES;3711.4029176;A
A;516706;2017;55540;PERNOCTACIONES;526.89453104;A
A;516706;2017;55541;PERNOCTACIONES;111529.28327;A
A;516706;2018;55537;PERNOCTACIONES;7385.4187815;A
A;516706;2018;55538;PERNOCTACIONES;3391.7269035;A
A;516706;2018;55539;PERNOCTACIONES;5125.7787879;A
A;516706;2018;55540;PERNOCTACIONES;621.75533189;A
A;516706;2018;55541;PERNOCTACIONES;94437.234762;A
A;516706;2019;55537;PERNOCTACIONES;6128.939823317;A
A;516706;2019;55538;PERNOCTACIONES;2041.404969123;A
A;516706;2019;55539;PERNOCTACIONES;4797.443981481;A
A;516706;2019;55540;PERNOCTACIONES;739.561140029;A
A;516706;2019;55541;PERNOCTACIONES;96459.910565317;A
A;516706;2020;55537;PERNOCTACIONES;2647.089322405;A
A;516706;2020;55538;PERNOCTACIONES;976.804494455;A
A;516706;2020;55539;PERNOCTACIONES;4522.949945782;A
A;516706;2020;55540;PERNOCTACIONES;218.247571657;A
A;516706;2020;55541;PERNOCTACIONES;23972.449115554;A
A;516707;2014;55537;PERNOCTACIONES;3322.1166667;A
A;516707;2014;55538;PERNOCTACIONES;888.48327587;A
A;516707;2014;55539;PERNOCTACIONES;1891.5102136;A
A;516707;2014;55540;PERNOCTACIONES;639.14124224;A
A;516707;2014;55541;PERNOCTACIONES;107853.52402;A
A;516707;2015;55537;PERNOCTACIONES;1709.6016076;A
A;516707;2015;55538;PERNOCTACIONES;703.53511631;A
A;516707;2015;55539;PERNOCTACIONES;3041.3772578;A
A;516707;2015;55540;PERNOCTACIONES;284.98850575;A
A;516707;2015;55541;PERNOCTACIONES;106068.77055;A
A;516707;2016;55537;PERNOCTACIONES;1651.3673346;A
A;516707;2016;55538;PERNOCTACIONES;973.80539304;A
A;516707;2016;55539;PERNOCTACIONES;2378.7008031;A
A;516707;2016;55540;PERNOCTACIONES;246.7594386;A
A;516707;2016;55541;PERNOCTACIONES;133797.28416;A
A;516707;2017;55537;PERNOCTACIONES;3676.0178612;A
A;516707;2017;55538;PERNOCTACIONES;2901.2713459;A
A;516707;2017;55539;PERNOCTACIONES;2759.6586914;A
A;516707;2017;55540;PERNOCTACIONES;144.0;A
A;516707;2017;55541;PERNOCTACIONES;150122.68246;A
A;516707;2018;55537;PERNOCTACIONES;1753.0443107;A
A;516707;2018;55538;PERNOCTACIONES;3079.5435081;A
A;516707;2018;55539;PERNOCTACIONES;1330.0666667;A
A;516707;2018;55540;PERNOCTACIONES;381.47245763;A
A;516707;2018;55541;PERNOCTACIONES;143983.07471;A
A;516707;2019;55537;PERNOCTACIONES;1368.424610196;A
A;516707;2019;55538;PERNOCTACIONES;1465.76910526;A
A;516707;2019;55539;PERNOCTACIONES;3448.418055556;A
A;516707;2019;55540;PERNOCTACIONES;171.597846133;A
A;516707;2019;55541;PERNOCTACIONES;119199.867099609;A
A;516707;2020;55537;PERNOCTACIONES;992.825056135;A
A;516707;2020;55538;PERNOCTACIONES;468.920107818;A
A;516707;2020;55539;PERNOCTACIONES;763.997394429;A
A;516707;2020;55540;PERNOCTACIONES;85.793589389;A
A;516707;2020;55541;PERNOCTACIONES;30158.403623284;A
A;516708;2014;55537;PERNOCTACIONES;4297.9845365;A
A;516708;2014;55538;PERNOCTACIONES;722.32329908;A
A;516708;2014;55539;PERNOCTACIONES;124.3503876;A
A;516708;2014;55540;PERNOCTACIONES;441.63305322;A
A;516708;2014;55541;PERNOCTACIONES;190383.4819;A
A;516708;2015;55537;PERNOCTACIONES;289.1269802;A
A;516708;2015;55538;PERNOCTACIONES;677.96992975;A
A;516708;2015;55539;PERNOCTACIONES;204.16744186;A
A;516708;2015;55540;PERNOCTACIONES;304.09824897;A
A;516708;2015;55541;PERNOCTACIONES;214618.12387;A
A;516708;2016;55537;PERNOCTACIONES;421.84011936;A
A;516708;2016;55538;PERNOCTACIONES;3081.9218542;A
A;516708;2016;55539;PERNOCTACIONES;936.27465157;A
A;516708;2016;55540;PERNOCTACIONES;189.07996998;A
A;516708;2016;55541;PERNOCTACIONES;216688.8297;A
A;516708;2017;55537;PERNOCTACIONES;663.21982932;A
A;516708;2017;55538;PERNOCTACIONES;1652.681466;A
A;516708;2017;55539;PERNOCTACIONES;38.666666667;A
A;516708;2017;55540;PERNOCTACIONES;163.8818233;A
A;516708;2017;55541;PERNOCTACIONES;248387.58884;A
A;516708;2018;55537;PERNOCTACIONES;550.44694386;A
A;516708;2018;55538;PERNOCTACIONES;3119.773169;A
A;516708;2018;55539;PERNOCTACIONES;171.0;A
A;516708;2018;55540;PERNOCTACIONES;818.67591565;A
A;516708;2018;55541;PERNOCTACIONES;240936.62524;A
A;516708;2019;55537;PERNOCTACIONES;700.523185831;A
A;516708;2019;55538;PERNOCTACIONES;2177.864060619;A
A;516708;2019;55539;PERNOCTACIONES;158.466666667;A
A;516708;2019;55540;PERNOCTACIONES;98.356152597;A
A;516708;2019;55541;PERNOCTACIONES;246339.843048487;A
A;516708;2020;55537;PERNOCTACIONES;173.903867403;A
A;516708;2020;55538;PERNOCTACIONES;221.283413091;A
A;516708;2020;55540;PERNOCTACIONES;248.0;A
A;516708;2020;55541;PERNOCTACIONES;46043.819943379;A
A;55568;2014;55537;PERNOCTACIONES;23752.686542;A
A;55568;2014;55538;PERNOCTACIONES;6498.7358708;A
A;55568;2014;55539;PERNOCTACIONES;4904.1571226;A
A;55568;2014;55540;PERNOCTACIONES;789.37683432;A
A;55568;2014;55541;PERNOCTACIONES;182721.53053;A
A;55568;2015;55537;PERNOCTACIONES;35758.247893;A
A;55568;2015;55538;PERNOCTACIONES;7523.7724301;A
A;55568;2015;55539;PERNOCTACIONES;10292.33893;A
A;55568;2015;55540;PERNOCTACIONES;875.75719944;A
A;55568;2015;55541;PERNOCTACIONES;183882.00771;A
A;55568;2016;55537;PERNOCTACIONES;28050.745726;A
A;55568;2016;55538;PERNOCTACIONES;6879.1413126;A
A;55568;2016;55539;PERNOCTACIONES;8041.7667272;A
A;55568;2016;55540;PERNOCTACIONES;1731.5769923;A
A;55568;2016;55541;PERNOCTACIONES;183189.4531;A
A;55568;2017;55537;PERNOCTACIONES;25322.565378;A
A;55568;2017;55538;PERNOCTACIONES;10292.966764;A
A;55568;2017;55539;PERNOCTACIONES;7462.1087278;A
A;55568;2017;55540;PERNOCTACIONES;1446.8382912;A
A;55568;2017;55541;PERNOCTACIONES;212181.80511;A
A;55568;2018;55537;PERNOCTACIONES;35961.869891;A
A;55568;2018;55538;PERNOCTACIONES;14270.348075;A
A;55568;2018;55539;PERNOCTACIONES;3421.8666667;A
A;55568;2018;55540;PERNOCTACIONES;1877.8417947;A
A;55568;2018;55541;PERNOCTACIONES;207377.10824;A
A;55568;2019;55537;PERNOCTACIONES;26465.503221273;A
A;55568;2019;55538;PERNOCTACIONES;9145.202331938;A
A;55568;2019;55539;PERNOCTACIONES;4980.839351852;A
A;55568;2019;55540;PERNOCTACIONES;1997.105690618;A
A;55568;2019;55541;PERNOCTACIONES;219151.067869014;A
A;55568;2020;55537;PERNOCTACIONES;7148.821147057;A
A;55568;2020;55538;PERNOCTACIONES;3201.807364762;A
A;55568;2020;55539;PERNOCTACIONES;1266.76262354;A
A;55568;2020;55540;PERNOCTACIONES;641.54374303;A
A;55568;2020;55541;PERNOCTACIONES;98150.400190839;A
A;516709;2014;55538;PERNOCTACIONES;127.28297376;A
A;516709;2014;55540;PERNOCTACIONES;1840.1585801;A
A;516709;2014;55541;PERNOCTACIONES;1906.3117058;A
A;516709;2015;55537;PERNOCTACIONES;196.53333333;A
A;516709;2015;55538;PERNOCTACIONES;40.038964435;A
A;516709;2015;55540;PERNOCTACIONES;882.0;A
A;516709;2015;55541;PERNOCTACIONES;1292.5064661;A
A;516709;2016;55537;PERNOCTACIONES;55.714077316;A
A;516709;2016;55538;PERNOCTACIONES;126.95501929;A
A;516709;2016;55540;PERNOCTACIONES;1391.5463642;A
A;516709;2016;55541;PERNOCTACIONES;2497.2619032;A
A;516709;2017;55537;PERNOCTACIONES;54.578448455;A
A;516709;2017;55538;PERNOCTACIONES;235.09142345;A
A;516709;2017;55540;PERNOCTACIONES;848.0;A
A;516709;2017;55541;PERNOCTACIONES;2857.4750091;A
A;516709;2018;55537;PERNOCTACIONES;114.0;A
A;516709;2018;55538;PERNOCTACIONES;1050.7604164;A
A;516709;2018;55541;PERNOCTACIONES;9764.5326403;A
A;516709;2019;55537;PERNOCTACIONES;150.409289617;A
A;516709;2019;55538;PERNOCTACIONES;118.22760195;A
A;516709;2019;55539;PERNOCTACIONES;37.2;A
A;516709;2019;55540;PERNOCTACIONES;811.0;A
A;516709;2019;55541;PERNOCTACIONES;2828.522837912;A
A;516709;2020;55538;PERNOCTACIONES;112.147406225;A
A;516709;2020;55540;PERNOCTACIONES;824.0;A
A;516709;2020;55541;PERNOCTACIONES;1098.277391698;A
A;516710;2014;55537;PERNOCTACIONES;1292.1030183;A
A;516710;2014;55538;PERNOCTACIONES;1187.32026;A
A;516710;2014;55539;PERNOCTACIONES;145.36795866;A
A;516710;2014;55540;PERNOCTACIONES;230.08658192;A
A;516710;2014;55541;PERNOCTACIONES;297314.64102;A
A;516710;2015;55537;PERNOCTACIONES;1570.0437635;A
A;516710;2015;55538;PERNOCTACIONES;1189.7142275;A
A;516710;2015;55539;PERNOCTACIONES;472.0005168;A
A;516710;2015;55540;PERNOCTACIONES;106.13333333;A
A;516710;2015;55541;PERNOCTACIONES;420790.82451;A
A;516710;2016;55537;PERNOCTACIONES;3445.2702381;A
A;516710;2016;55538;PERNOCTACIONES;1174.4837096;A
A;516710;2016;55539;PERNOCTACIONES;397.46666667;A
A;516710;2016;55540;PERNOCTACIONES;440.59241098;A
A;516710;2016;55541;PERNOCTACIONES;501307.92413;A
A;516710;2017;55537;PERNOCTACIONES;4058.0718206;A
A;516710;2017;55538;PERNOCTACIONES;2554.2284238;A
A;516710;2017;55539;PERNOCTACIONES;1237.5738095;A
A;516710;2017;55540;PERNOCTACIONES;242.45416748;A
A;516710;2017;55541;PERNOCTACIONES;503349.69903;A
A;516710;2018;55537;PERNOCTACIONES;6281.8878838;A
A;516710;2018;55538;PERNOCTACIONES;1483.4625345;A
A;516710;2018;55539;PERNOCTACIONES;740.06666667;A
A;516710;2018;55540;PERNOCTACIONES;237.72058006;A
A;516710;2018;55541;PERNOCTACIONES;454678.66186;A
A;516710;2019;55537;PERNOCTACIONES;6503.000881132;A
A;516710;2019;55538;PERNOCTACIONES;1523.516674797;A
A;516710;2019;55539;PERNOCTACIONES;158.333333333;A
A;516710;2019;55540;PERNOCTACIONES;336.517738972;A
A;516710;2019;55541;PERNOCTACIONES;510737.470799289;A
A;516710;2020;55537;PERNOCTACIONES;957.414880093;A
A;516710;2020;55538;PERNOCTACIONES;73.86788893;A
A;516710;2020;55540;PERNOCTACIONES;87.571428571;A
A;516710;2020;55541;PERNOCTACIONES;35728.511123514;A
A;516711;2014;55537;PERNOCTACIONES;1305.6163065;A
A;516711;2014;55538;PERNOCTACIONES;4936.8131592;A
A;516711;2014;55539;PERNOCTACIONES;288.21718346;A
A;516711;2014;55540;PERNOCTACIONES;401.26970214;A
A;516711;2014;55541;PERNOCTACIONES;80496.068142;A
A;516711;2015;55537;PERNOCTACIONES;2282.1211227;A
A;516711;2015;55538;PERNOCTACIONES;5691.2623193;A
A;516711;2015;55539;PERNOCTACIONES;598.33333333;A
A;516711;2015;55540;PERNOCTACIONES;916.90040661;A
A;516711;2015;55541;PERNOCTACIONES;77403.226139;A
A;516711;2016;55537;PERNOCTACIONES;3147.5686179;A
A;516711;2016;55538;PERNOCTACIONES;6241.4734075;A
A;516711;2016;55539;PERNOCTACIONES;1857.7357724;A
A;516711;2016;55540;PERNOCTACIONES;408.7112414;A
A;516711;2016;55541;PERNOCTACIONES;82305.803609;A
A;516711;2017;55537;PERNOCTACIONES;4056.2011629;A
A;516711;2017;55538;PERNOCTACIONES;7618.9247023;A
A;516711;2017;55539;PERNOCTACIONES;373.26666667;A
A;516711;2017;55540;PERNOCTACIONES;516.08745108;A
A;516711;2017;55541;PERNOCTACIONES;132676.34726;A
A;516711;2018;55537;PERNOCTACIONES;3522.384493;A
A;516711;2018;55538;PERNOCTACIONES;7951.1939457;A
A;516711;2018;55539;PERNOCTACIONES;426.06666667;A
A;516711;2018;55540;PERNOCTACIONES;728.97137624;A
A;516711;2018;55541;PERNOCTACIONES;104168.9657;A
A;516711;2019;55537;PERNOCTACIONES;5160.876154938;A
A;516711;2019;55538;PERNOCTACIONES;11005.940001138;A
A;516711;2019;55539;PERNOCTACIONES;454.159259259;A
A;516711;2019;55540;PERNOCTACIONES;783.095907425;A
A;516711;2019;55541;PERNOCTACIONES;123041.122008735;A
A;516711;2020;55537;PERNOCTACIONES;946.763826011;A
A;516711;2020;55538;PERNOCTACIONES;3697.459525113;A
A;516711;2020;55539;PERNOCTACIONES;108.276190476;A
A;516711;2020;55540;PERNOCTACIONES;327.857917197;A
A;516711;2020;55541;PERNOCTACIONES;22647.759595875;A
A;516712;2014;55538;PERNOCTACIONES;118.2;A
