OBS_STATUS;TERRITORIO;RESITUR;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
A;ES618;55547;2017;VIAJEROS;4446.8148223;A
A;ES618;55547;2018;VIAJEROS;4930.533427;A
A;ES618;55547;2019;VIAJEROS;6675.381855615;A
A;ES618;55547;2020;VIAJEROS;1658.815101674;A
A;ES618;55548;2014;VIAJEROS;799.4282395;A
A;ES618;55548;2015;VIAJEROS;940.33284879;A
A;ES618;55548;2016;VIAJEROS;1200.4980814;A
A;ES618;55548;2017;VIAJEROS;969.57661219;A
A;ES618;55548;2018;VIAJEROS;1420.0660839;A
A;ES618;55548;2019;VIAJEROS;1836.303014286;A
A;ES618;55548;2020;VIAJEROS;448.14989986;A
A;ES618;55549;2014;VIAJEROS;3438.7917505;A
A;ES618;55549;2015;VIAJEROS;3213.3611734;A
A;ES618;55549;2016;VIAJEROS;5648.2123235;A
A;ES618;55549;2017;VIAJEROS;5849.3544187;A
A;ES618;55549;2018;VIAJEROS;6279.3753788;A
A;ES618;55549;2019;VIAJEROS;6261.323317924;A
A;ES618;55549;2020;VIAJEROS;1899.27611496;A
A;ES618;55550;2014;VIAJEROS;2796.7747817;A
A;ES618;55550;2015;VIAJEROS;3303.0572092;A
A;ES618;55550;2016;VIAJEROS;4565.6457695;A
A;ES618;55550;2017;VIAJEROS;5220.8677635;A
A;ES618;55550;2018;VIAJEROS;6257.2693526;A
A;ES618;55550;2019;VIAJEROS;5070.141405496;A
A;ES618;55550;2020;VIAJEROS;1592.116651165;A
A;ES618;55551;2014;VIAJEROS;7468.5221683;A
A;ES618;55551;2015;VIAJEROS;7528.1794877;A
A;ES618;55551;2016;VIAJEROS;10218.657588;A
A;ES618;55551;2017;VIAJEROS;10852.043075;A
A;ES618;55551;2018;VIAJEROS;12915.861;A
A;ES618;55551;2019;VIAJEROS;13425.776430608;A
A;ES618;55551;2020;VIAJEROS;4523.511034996;A
A;ES618;55552;2014;VIAJEROS;5979.3509326;A
A;ES618;55552;2015;VIAJEROS;7062.6237071;A
A;ES618;55552;2016;VIAJEROS;8800.1200638;A
A;ES618;55552;2017;VIAJEROS;9600.5720247;A
A;ES618;55552;2018;VIAJEROS;10403.378294;A
A;ES618;55552;2019;VIAJEROS;11178.944396035;A
A;ES618;55552;2020;VIAJEROS;2685.581700531;A
A;ES618;55553;2014;VIAJEROS;4173.7031825;A
A;ES618;55553;2015;VIAJEROS;4582.4522485;A
A;ES618;55553;2016;VIAJEROS;6144.3897108;A
A;ES618;55553;2017;VIAJEROS;7539.7763572;A
A;ES618;55553;2018;VIAJEROS;8504.086016;A
A;ES618;55553;2019;VIAJEROS;9224.893666955;A
A;ES618;55553;2020;VIAJEROS;3227.449992008;A
A;ES618;55554;2014;VIAJEROS;2277.8136606;A
A;ES618;55554;2015;VIAJEROS;2345.885461;A
A;ES618;55554;2016;VIAJEROS;4111.5009363;A
A;ES618;55554;2017;VIAJEROS;4859.0605558;A
A;ES618;55554;2018;VIAJEROS;4537.4819779;A
A;ES618;55554;2019;VIAJEROS;4473.009439367;A
A;ES618;55554;2020;VIAJEROS;1529.926351822;A
A;ES618;55555;2014;VIAJEROS;13143.694317;A
A;ES618;55555;2015;VIAJEROS;18732.344782;A
A;ES618;55555;2016;VIAJEROS;20151.203551;A
A;ES618;55555;2017;VIAJEROS;25251.100616;A
A;ES618;55555;2018;VIAJEROS;29351.808827;A
A;ES618;55555;2019;VIAJEROS;28585.412880241;A
A;ES618;55555;2020;VIAJEROS;9366.074490822;A
A;ES618;55556;2014;VIAJEROS;1580.1289365;A
A;ES618;55556;2015;VIAJEROS;2324.2890892;A
A;ES618;55556;2016;VIAJEROS;2876.9777419;A
A;ES618;55556;2017;VIAJEROS;3166.510351;A
A;ES618;55556;2018;VIAJEROS;2856.0455256;A
A;ES618;55556;2019;VIAJEROS;3116.915728605;A
A;ES618;55556;2020;VIAJEROS;1013.465076391;A
A;ES618;55557;2014;VIAJEROS;1201.4753842;A
A;ES618;55557;2015;VIAJEROS;707.68674565;A
A;ES618;55557;2016;VIAJEROS;1526.5510748;A
A;ES618;55557;2017;VIAJEROS;1306.1804899;A
A;ES618;55557;2018;VIAJEROS;1613.3318201;A
A;ES618;55557;2019;VIAJEROS;1456.951222354;A
A;ES618;55557;2020;VIAJEROS;547.668787013;A
A;ES618;55558;2014;VIAJEROS;3308.2509485;A
A;ES618;55558;2015;VIAJEROS;3091.100307;A
A;ES618;55558;2016;VIAJEROS;4471.9349056;A
A;ES618;55558;2017;VIAJEROS;5143.930134;A
A;ES618;55558;2018;VIAJEROS;6834.8732826;A
A;ES618;55558;2019;VIAJEROS;6276.352839754;A
A;ES618;55558;2020;VIAJEROS;1706.899603837;A
A;ES618;55559;2014;VIAJEROS;422.07152222;A
A;ES618;55559;2015;VIAJEROS;302.60024416;A
A;ES618;55559;2016;VIAJEROS;555.89633435;A
A;ES618;55559;2017;VIAJEROS;889.36649853;A
A;ES618;55559;2018;VIAJEROS;1059.3855072;A
A;ES618;55559;2019;VIAJEROS;1243.113611106;A
A;ES618;55559;2020;VIAJEROS;216.396949568;A
A;ES618;55544;2014;VIAJEROS;1603.7493802;A
A;ES618;55544;2015;VIAJEROS;1718.4862049;A
A;ES618;55544;2016;VIAJEROS;2301.8936893;A
A;ES618;55544;2017;VIAJEROS;2504.5132978;A
A;ES618;55544;2018;VIAJEROS;2841.2942911;A
A;ES618;55544;2019;VIAJEROS;2362.645032709;A
A;ES618;55544;2020;VIAJEROS;831.890312005;A
A;ES618;55561;2014;VIAJEROS;316.22518397;A
A;ES618;55561;2015;VIAJEROS;229.3359117;A
A;ES618;55561;2016;VIAJEROS;659.02009064;A
A;ES618;55561;2017;VIAJEROS;896.25027613;A
A;ES618;55561;2018;VIAJEROS;693.6252863;A
A;ES618;55561;2019;VIAJEROS;686.369255402;A
A;ES618;55561;2020;VIAJEROS;302.504127834;A
A;ES618;55562;2014;VIAJEROS;146.71109451;A
A;ES618;55562;2015;VIAJEROS;109.95412597;A
A;ES618;55562;2016;VIAJEROS;210.61729131;A
A;ES618;55562;2017;VIAJEROS;183.15297469;A
A;ES618;55562;2018;VIAJEROS;207.26960568;A
A;ES618;55562;2019;VIAJEROS;301.690609875;A
A;ES618;55562;2020;VIAJEROS;184.681225478;A
P;ES61;55564;2021;VIAJEROS;1124194.3065443;A
P;ES61;55543;2021;VIAJEROS;587712.027396902;A
P;ES61;55563;2021;VIAJEROS;536482.279147398;A
P;ES61;55545;2021;VIAJEROS;9578.862949463;A
P;ES61;55546;2021;VIAJEROS;5763.633104798;A
P;ES61;55547;2021;VIAJEROS;7749.56690007;A
P;ES61;55548;2021;VIAJEROS;6452.810495577;A
P;ES61;55549;2021;VIAJEROS;27082.631864139;A
P;ES61;55550;2021;VIAJEROS;33887.21843001;A
P;ES61;55551;2021;VIAJEROS;46723.188410522;A
P;ES61;55552;2021;VIAJEROS;41115.264855379;A
P;ES61;55553;2021;VIAJEROS;34755.092198036;A
P;ES61;55554;2021;VIAJEROS;42033.73253221;A
P;ES61;55555;2021;VIAJEROS;190084.939343947;A
P;ES61;55556;2021;VIAJEROS;32865.348018431;A
P;ES61;55557;2021;VIAJEROS;5358.225985693;A
P;ES61;55558;2021;VIAJEROS;31008.39724532;A
P;ES61;55559;2021;VIAJEROS;2937.168969076;A
P;ES61;55544;2021;VIAJEROS;10902.710956917;A
P;ES61;55561;2021;VIAJEROS;5902.958742672;A
P;ES61;55562;2021;VIAJEROS;2280.528145138;A
P;ES611;55564;2021;VIAJEROS;157552.745752578;A
P;ES611;55543;2021;VIAJEROS;69711.028182263;A
P;ES611;55563;2021;VIAJEROS;87841.717570315;A
P;ES611;55545;2021;VIAJEROS;1974.936479537;A
P;ES611;55546;2021;VIAJEROS;381.347957549;A
P;ES611;55547;2021;VIAJEROS;396.161055039;A
P;ES611;55548;2021;VIAJEROS;703.923906835;A
P;ES611;55549;2021;VIAJEROS;4774.291511794;A
P;ES611;55550;2021;VIAJEROS;8084.655371922;A
P;ES611;55551;2021;VIAJEROS;6394.150976854;A
P;ES611;55552;2021;VIAJEROS;10412.639127435;A
P;ES611;55553;2021;VIAJEROS;1426.297086491;A
P;ES611;55554;2021;VIAJEROS;1131.234529287;A
P;ES611;55555;2021;VIAJEROS;32697.778066375;A
P;ES611;55556;2021;VIAJEROS;12949.821159305;A
P;ES611;55557;2021;VIAJEROS;980.765718199;A
P;ES611;55558;2021;VIAJEROS;3102.236264241;A
P;ES611;55559;2021;VIAJEROS;544.06967525;A
P;ES611;55544;2021;VIAJEROS;1522.582073588;A
P;ES611;55561;2021;VIAJEROS;157.537887651;A
P;ES611;55562;2021;VIAJEROS;207.288722963;A
P;ES612;55564;2021;VIAJEROS;111893.81225676;A
P;ES612;55543;2021;VIAJEROS;61251.682746792;A
P;ES612;55563;2021;VIAJEROS;50642.129509968;A
P;ES612;55545;2021;VIAJEROS;828.074487792;A
P;ES612;55546;2021;VIAJEROS;629.650261056;A
P;ES612;55547;2021;VIAJEROS;733.791982061;A
P;ES612;55548;2021;VIAJEROS;404.811616494;A
P;ES612;55549;2021;VIAJEROS;3076.721378627;A
P;ES612;55550;2021;VIAJEROS;2991.502748445;A
P;ES612;55551;2021;VIAJEROS;4851.377256921;A
P;ES612;55552;2021;VIAJEROS;2023.915985796;A
P;ES612;55553;2021;VIAJEROS;4482.178283723;A
P;ES612;55554;2021;VIAJEROS;1645.247113117;A
P;ES612;55555;2021;VIAJEROS;21840.922551262;A
P;ES612;55556;2021;VIAJEROS;1591.618684175;A
P;ES612;55557;2021;VIAJEROS;526.859294804;A
P;ES612;55558;2021;VIAJEROS;3357.003358407;A
P;ES612;55559;2021;VIAJEROS;262.774095516;A
P;ES612;55544;2021;VIAJEROS;1001.858644838;A
P;ES612;55561;2021;VIAJEROS;354.296515468;A
P;ES612;55562;2021;VIAJEROS;39.525251466;A
P;ES613;55564;2021;VIAJEROS;31923.940207696;A
P;ES613;55543;2021;VIAJEROS;15762.749704761;A
P;ES613;55563;2021;VIAJEROS;16161.190502935;A
P;ES613;55545;2021;VIAJEROS;144.33877088;A
P;ES613;55546;2021;VIAJEROS;63.306901427;A
P;ES613;55547;2021;VIAJEROS;127.897964387;A
P;ES613;55548;2021;VIAJEROS;187.814448696;A
P;ES613;55549;2021;VIAJEROS;667.655529182;A
P;ES613;55550;2021;VIAJEROS;813.080181471;A
P;ES613;55551;2021;VIAJEROS;2298.427445821;A
P;ES613;55552;2021;VIAJEROS;1559.714281984;A
P;ES613;55553;2021;VIAJEROS;676.950446643;A
P;ES613;55554;2021;VIAJEROS;473.402313578;A
P;ES613;55555;2021;VIAJEROS;6822.007593153;A
P;ES613;55556;2021;VIAJEROS;748.418198148;A
P;ES613;55557;2021;VIAJEROS;151.833986672;A
P;ES613;55558;2021;VIAJEROS;741.537627401;A
P;ES613;55559;2021;VIAJEROS;110.539461557;A
P;ES613;55544;2021;VIAJEROS;500.148333354;A
P;ES613;55561;2021;VIAJEROS;40.534582144;A
P;ES613;55562;2021;VIAJEROS;33.582436437;A
P;ES614;55564;2021;VIAJEROS;161719.707135723;A
P;ES614;55543;2021;VIAJEROS;87721.848174676;A
P;ES614;55563;2021;VIAJEROS;73997.858961047;A
P;ES614;55545;2021;VIAJEROS;725.381536777;A
P;ES614;55546;2021;VIAJEROS;737.229425841;A
P;ES614;55547;2021;VIAJEROS;948.079301822;A
P;ES614;55548;2021;VIAJEROS;378.684148934;A
P;ES614;55549;2021;VIAJEROS;2248.857917959;A
P;ES614;55550;2021;VIAJEROS;2622.272979881;A
P;ES614;55551;2021;VIAJEROS;7255.347603546;A
P;ES614;55552;2021;VIAJEROS;7437.164702372;A
P;ES614;55553;2021;VIAJEROS;1032.421935553;A
P;ES614;55554;2021;VIAJEROS;7480.241248422;A
P;ES614;55555;2021;VIAJEROS;31756.296503204;A
P;ES614;55556;2021;VIAJEROS;6506.992500663;A
P;ES614;55557;2021;VIAJEROS;516.925582227;A
P;ES614;55558;2021;VIAJEROS;2254.630602895;A
P;ES614;55559;2021;VIAJEROS;227.783662615;A
P;ES614;55544;2021;VIAJEROS;1306.964079627;A
P;ES614;55561;2021;VIAJEROS;289.35144575;A
P;ES614;55562;2021;VIAJEROS;273.233782959;A
P;ES615;55564;2021;VIAJEROS;63479.173321929;A
P;ES615;55543;2021;VIAJEROS;32293.413504942;A
P;ES615;55563;2021;VIAJEROS;31185.759816987;A
P;ES615;55545;2021;VIAJEROS;607.075121479;A
P;ES615;55546;2021;VIAJEROS;96.219836708;A
P;ES615;55547;2021;VIAJEROS;206.350954292;A
P;ES615;55548;2021;VIAJEROS;326.98700903;A
P;ES615;55549;2021;VIAJEROS;3178.881895977;A
P;ES615;55550;2021;VIAJEROS;1641.83456697;A
P;ES615;55551;2021;VIAJEROS;909.611413433;A
P;ES615;55552;2021;VIAJEROS;428.493136174;A
P;ES615;55553;2021;VIAJEROS;12392.611759797;A
P;ES615;55554;2021;VIAJEROS;626.487430273;A
P;ES615;55555;2021;VIAJEROS;7844.855095323;A
P;ES615;55556;2021;VIAJEROS;197.83285605;A
P;ES615;55557;2021;VIAJEROS;309.75576586;A
P;ES615;55558;2021;VIAJEROS;1609.077037612;A
P;ES615;55559;2021;VIAJEROS;190.55898424;A
P;ES615;55544;2021;VIAJEROS;482.13290326;A
P;ES615;55561;2021;VIAJEROS;90.721545151;A
P;ES615;55562;2021;VIAJEROS;46.272505358;A
P;ES616;55564;2021;VIAJEROS;51484.615338002;A
P;ES616;55543;2021;VIAJEROS;31183.531111993;A
P;ES616;55563;2021;VIAJEROS;20301.084226009;A
P;ES616;55545;2021;VIAJEROS;27.744263408;A
P;ES616;55546;2021;VIAJEROS;190.981570606;A
P;ES616;55547;2021;VIAJEROS;44.633040951;A
P;ES616;55548;2021;VIAJEROS;86.175525226;A
P;ES616;55549;2021;VIAJEROS;473.1090621;A
P;ES616;55550;2021;VIAJEROS;1907.138923726;A
P;ES616;55551;2021;VIAJEROS;2068.50457391;A
P;ES616;55552;2021;VIAJEROS;4036.651967348;A
P;ES616;55553;2021;VIAJEROS;161.9360042;A
P;ES616;55554;2021;VIAJEROS;66.286774179;A
P;ES616;55555;2021;VIAJEROS;6686.503488131;A
P;ES616;55556;2021;VIAJEROS;3703.559836673;A
P;ES616;55557;2021;VIAJEROS;60.18531468;A
P;ES616;55558;2021;VIAJEROS;522.507250791;A
P;ES616;55559;2021;VIAJEROS;42.771760168;A
P;ES616;55544;2021;VIAJEROS;210.899654601;A
P;ES616;55561;2021;VIAJEROS;11.495215311;A
P;ES617;55564;2021;VIAJEROS;390396.617677534;A
P;ES617;55543;2021;VIAJEROS;206482.53766612;A
P;ES617;55563;2021;VIAJEROS;183914.080011414;A
P;ES617;55545;2021;VIAJEROS;3387.429487394;A
P;ES617;55546;2021;VIAJEROS;1854.097415252;A
P;ES617;55547;2021;VIAJEROS;2804.745940634;A
P;ES617;55548;2021;VIAJEROS;3355.61379936;A
P;ES617;55549;2021;VIAJEROS;8706.773914704;A
P;ES617;55550;2021;VIAJEROS;11558.349866384;A
P;ES617;55551;2021;VIAJEROS;13183.006981179;A
P;ES617;55552;2021;VIAJEROS;8200.830462948;A
P;ES617;55553;2021;VIAJEROS;8050.402016485;A
P;ES617;55554;2021;VIAJEROS;27050.007070402;A
P;ES617;55555;2021;VIAJEROS;63022.035990324;A
P;ES617;55556;2021;VIAJEROS;4189.553363173;A
P;ES617;55557;2021;VIAJEROS;2022.738015448;A
P;ES617;55558;2021;VIAJEROS;15483.485719439;A
P;ES617;55559;2021;VIAJEROS;1101.351733447;A
P;ES617;55544;2021;VIAJEROS;4061.399441458;A
P;ES617;55561;2021;VIAJEROS;4363.026404959;A
P;ES617;55562;2021;VIAJEROS;1519.232388424;A
P;ES618;55564;2021;VIAJEROS;155743.694854078;A
P;ES618;55543;2021;VIAJEROS;83305.236305355;A
P;ES618;55563;2021;VIAJEROS;72438.458548723;A
P;ES618;55545;2021;VIAJEROS;1883.882802196;A
P;ES618;55546;2021;VIAJEROS;1810.799736359;A
P;ES618;55547;2021;VIAJEROS;2487.906660884;A
P;ES618;55548;2021;VIAJEROS;1008.800041002;A
P;ES618;55549;2021;VIAJEROS;3956.340653796;A
P;ES618;55550;2021;VIAJEROS;4268.383791211;A
P;ES618;55551;2021;VIAJEROS;9762.762158858;A
P;ES618;55552;2021;VIAJEROS;7015.855191322;A
P;ES618;55553;2021;VIAJEROS;6532.294665144;A
P;ES618;55554;2021;VIAJEROS;3560.826052952;A
P;ES618;55555;2021;VIAJEROS;19414.540056175;A
P;ES618;55556;2021;VIAJEROS;2977.551420244;A
P;ES618;55557;2021;VIAJEROS;789.162307803;A
P;ES618;55558;2021;VIAJEROS;3937.919384534;A
P;ES618;55559;2021;VIAJEROS;457.319596283;A
P;ES618;55544;2021;VIAJEROS;1816.725826191;A
P;ES618;55561;2021;VIAJEROS;595.995146238;A
P;ES618;55562;2021;VIAJEROS;161.393057531;A
A;ES61;55564;2014;PERNOCTACIONES;2701686.646382254;A
A;ES61;55564;2015;PERNOCTACIONES;2980635.069606948;A
A;ES61;55564;2016;PERNOCTACIONES;3202231.176225344;A
A;ES61;55564;2017;PERNOCTACIONES;3664214.997562519;A
A;ES61;55564;2018;PERNOCTACIONES;3607508.52920128;A
A;ES61;55564;2019;PERNOCTACIONES;4006280.202531649;A
A;ES61;55564;2020;PERNOCTACIONES;2297618.552417355;A
A;ES61;55543;2014;PERNOCTACIONES;1284735.144487;A
A;ES61;55543;2015;PERNOCTACIONES;1416284.663368;A
A;ES61;55543;2016;PERNOCTACIONES;1505201.453263;A
A;ES61;55543;2017;PERNOCTACIONES;1740282.10981;A
A;ES61;55543;2018;PERNOCTACIONES;1661094.418827;A
A;ES61;55543;2019;PERNOCTACIONES;1809317.552714628;A
A;ES61;55543;2020;PERNOCTACIONES;1185225.977844017;A
A;ES61;55563;2014;PERNOCTACIONES;1416951.501895254;A
A;ES61;55563;2015;PERNOCTACIONES;1564350.406238948;A
A;ES61;55563;2016;PERNOCTACIONES;1697029.722962344;A
A;ES61;55563;2017;PERNOCTACIONES;1923932.887752519;A
A;ES61;55563;2018;PERNOCTACIONES;1946414.11037428;A
A;ES61;55563;2019;PERNOCTACIONES;2196962.649817021;A
A;ES61;55563;2020;PERNOCTACIONES;1112392.574573338;A
A;ES61;55545;2014;PERNOCTACIONES;45809.26134723;A
A;ES61;55545;2015;PERNOCTACIONES;50553.692565273;A
A;ES61;55545;2016;PERNOCTACIONES;53078.1403677;A
A;ES61;55545;2017;PERNOCTACIONES;56829.11491545;A
A;ES61;55545;2018;PERNOCTACIONES;58180.81167752;A
A;ES61;55545;2019;PERNOCTACIONES;58127.360801709;A
A;ES61;55545;2020;PERNOCTACIONES;21344.031000991;A
A;ES61;55546;2014;PERNOCTACIONES;10107.569895129;A
A;ES61;55546;2015;PERNOCTACIONES;14775.991267205;A
A;ES61;55546;2016;PERNOCTACIONES;23507.19285036;A
A;ES61;55546;2017;PERNOCTACIONES;20877.22004064;A
A;ES61;55546;2018;PERNOCTACIONES;22843.86650463;A
A;ES61;55546;2019;PERNOCTACIONES;25274.546087604;A
A;ES61;55546;2020;PERNOCTACIONES;8318.618819354;A
A;ES61;55547;2014;PERNOCTACIONES;20062.20478637;A
A;ES61;55547;2015;PERNOCTACIONES;20959.43866711;A
A;ES61;55547;2016;PERNOCTACIONES;24468.1334071;A
A;ES61;55547;2017;PERNOCTACIONES;31728.90707947;A
A;ES61;55547;2018;PERNOCTACIONES;36099.81820437;A
A;ES61;55547;2019;PERNOCTACIONES;41900.362231591;A
A;ES61;55547;2020;PERNOCTACIONES;14357.481570288;A
A;ES61;55548;2014;PERNOCTACIONES;18507.79892212;A
A;ES61;55548;2015;PERNOCTACIONES;15706.70953579;A
A;ES61;55548;2016;PERNOCTACIONES;18395.40918635;A
A;ES61;55548;2017;PERNOCTACIONES;21352.76156053;A
A;ES61;55548;2018;PERNOCTACIONES;24833.50737556;A
A;ES61;55548;2019;PERNOCTACIONES;31003.664376182;A
A;ES61;55548;2020;PERNOCTACIONES;11780.126807702;A
A;ES61;55549;2014;PERNOCTACIONES;96567.91875234;A
A;ES61;55549;2015;PERNOCTACIONES;92526.63431167;A
A;ES61;55549;2016;PERNOCTACIONES;105590.6977855;A
A;ES61;55549;2017;PERNOCTACIONES;120284.37313859;A
A;ES61;55549;2018;PERNOCTACIONES;125587.2789981;A
A;ES61;55549;2019;PERNOCTACIONES;134912.520378916;A
A;ES61;55549;2020;PERNOCTACIONES;59449.710795708;A
A;ES61;55550;2014;PERNOCTACIONES;85131.946692;A
A;ES61;55550;2015;PERNOCTACIONES;89921.9463703;A
A;ES61;55550;2016;PERNOCTACIONES;99767.0652499;A
A;ES61;55550;2017;PERNOCTACIONES;118293.5988783;A
A;ES61;55550;2018;PERNOCTACIONES;122903.1152929;A
A;ES61;55550;2019;PERNOCTACIONES;139837.358386547;A
A;ES61;55550;2020;PERNOCTACIONES;66123.632865574;A
A;ES61;55551;2014;PERNOCTACIONES;111644.7837017;A
A;ES61;55551;2015;PERNOCTACIONES;124851.3308312;A
A;ES61;55551;2016;PERNOCTACIONES;145291.2925998;A
A;ES61;55551;2017;PERNOCTACIONES;160249.723832;A
A;ES61;55551;2018;PERNOCTACIONES;172241.391276;A
A;ES61;55551;2019;PERNOCTACIONES;192357.439179702;A
A;ES61;55551;2020;PERNOCTACIONES;76968.125986486;A
A;ES61;55552;2014;PERNOCTACIONES;98831.6213597;A
A;ES61;55552;2015;PERNOCTACIONES;111914.0557405;A
A;ES61;55552;2016;PERNOCTACIONES;128671.5560182;A
A;ES61;55552;2017;PERNOCTACIONES;146501.267113;A
A;ES61;55552;2018;PERNOCTACIONES;157266.5090626;A
A;ES61;55552;2019;PERNOCTACIONES;169575.713631604;A
A;ES61;55552;2020;PERNOCTACIONES;78519.953019276;A
A;ES61;55553;2014;PERNOCTACIONES;88543.23241027;A
A;ES61;55553;2015;PERNOCTACIONES;109105.8379617;A
A;ES61;55553;2016;PERNOCTACIONES;119066.068651;A
A;ES61;55553;2017;PERNOCTACIONES;134149.98429208;A
A;ES61;55553;2018;PERNOCTACIONES;136288.22144484;A
A;ES61;55553;2019;PERNOCTACIONES;147824.244479469;A
A;ES61;55553;2020;PERNOCTACIONES;72118.911272165;A
A;ES61;55554;2014;PERNOCTACIONES;35024.44666564;A
A;ES61;55554;2015;PERNOCTACIONES;36449.35572071;A
A;ES61;55554;2016;PERNOCTACIONES;50400.54102335;A
A;ES61;55554;2017;PERNOCTACIONES;60010.17008837;A
A;ES61;55554;2018;PERNOCTACIONES;53640.11850307;A
A;ES61;55554;2019;PERNOCTACIONES;64491.55422469;A
A;ES61;55554;2020;PERNOCTACIONES;34795.006378027;A
A;ES61;55555;2014;PERNOCTACIONES;604772.2006043;A
A;ES61;55555;2015;PERNOCTACIONES;641599.5173061;A
A;ES61;55555;2016;PERNOCTACIONES;652592.264577;A
A;ES61;55555;2017;PERNOCTACIONES;765028.970796;A
A;ES61;55555;2018;PERNOCTACIONES;727687.326848;A
A;ES61;55555;2019;PERNOCTACIONES;845000.297875218;A
A;ES61;55555;2020;PERNOCTACIONES;481085.284857646;A
A;ES61;55556;2014;PERNOCTACIONES;59250.47340731;A
A;ES61;55556;2015;PERNOCTACIONES;73533.06073184;A
A;ES61;55556;2016;PERNOCTACIONES;85209.06124455;A
A;ES61;55556;2017;PERNOCTACIONES;101554.2530191;A
A;ES61;55556;2018;PERNOCTACIONES;105349.3137849;A
A;ES61;55556;2019;PERNOCTACIONES;124515.794311909;A
A;ES61;55556;2020;PERNOCTACIONES;63549.052639835;A
A;ES61;55557;2014;PERNOCTACIONES;18462.60241911;A
A;ES61;55557;2015;PERNOCTACIONES;21008.790509242;A
A;ES61;55557;2016;PERNOCTACIONES;21393.23185689;A
A;ES61;55557;2017;PERNOCTACIONES;24438.42537731;A
A;ES61;55557;2018;PERNOCTACIONES;27693.68018481;A
A;ES61;55557;2019;PERNOCTACIONES;24827.179087674;A
A;ES61;55557;2020;PERNOCTACIONES;16306.81576224;A
A;ES61;55558;2014;PERNOCTACIONES;72085.42291011;A
A;ES61;55558;2015;PERNOCTACIONES;101207.65653363;A
A;ES61;55558;2016;PERNOCTACIONES;105585.4063854;A
A;ES61;55558;2017;PERNOCTACIONES;95726.8941986;A
A;ES61;55558;2018;PERNOCTACIONES;105250.7379829;A
A;ES61;55558;2019;PERNOCTACIONES;120638.447710377;A
A;ES61;55558;2020;PERNOCTACIONES;66951.408124477;A
A;ES61;55559;2014;PERNOCTACIONES;10736.661666808;A
A;ES61;55559;2015;PERNOCTACIONES;10334.45518791;A
A;ES61;55559;2016;PERNOCTACIONES;11615.347674799;A
A;ES61;55559;2017;PERNOCTACIONES;10592.39524176;A
A;ES61;55559;2018;PERNOCTACIONES;10092.77998487;A
A;ES61;55559;2019;PERNOCTACIONES;12354.657238929;A
A;ES61;55559;2020;PERNOCTACIONES;6316.429872185;A
A;ES61;55544;2014;PERNOCTACIONES;26728.53131881;A
A;ES61;55544;2015;PERNOCTACIONES;32732.18096844;A
A;ES61;55544;2016;PERNOCTACIONES;30889.06904414;A
A;ES61;55544;2017;PERNOCTACIONES;35133.87858292;A
A;ES61;55544;2018;PERNOCTACIONES;37757.2416151;A
A;ES61;55544;2019;PERNOCTACIONES;41673.759794614;A
A;ES61;55544;2020;PERNOCTACIONES;23118.193490694;A
A;ES61;55561;2014;PERNOCTACIONES;8584.300998235;A
A;ES61;55561;2015;PERNOCTACIONES;10273.91140009;A
A;ES61;55561;2016;PERNOCTACIONES;14007.86403329;A
A;ES61;55561;2017;PERNOCTACIONES;13503.659958609;A
A;ES61;55561;2018;PERNOCTACIONES;13963.81742331;A
A;ES61;55561;2019;PERNOCTACIONES;14148.348774794;A
A;ES61;55561;2020;PERNOCTACIONES;6362.92810979;A
A;ES61;55562;2014;PERNOCTACIONES;6100.524038072;A
A;ES61;55562;2015;PERNOCTACIONES;6895.840630238;A
A;ES61;55562;2016;PERNOCTACIONES;7501.381007015;A
A;ES61;55562;2017;PERNOCTACIONES;7677.28963979;A
A;ES61;55562;2018;PERNOCTACIONES;8734.5742108;A
A;ES61;55562;2019;PERNOCTACIONES;8499.401245492;A
A;ES61;55562;2020;PERNOCTACIONES;4926.8632009;A
A;ES611;55564;2014;PERNOCTACIONES;499866.829612756;A
A;ES611;55564;2015;PERNOCTACIONES;584065.54008616;A
A;ES611;55564;2016;PERNOCTACIONES;602400.98965254;A
A;ES611;55564;2017;PERNOCTACIONES;709478.55246297;A
A;ES611;55564;2018;PERNOCTACIONES;689762.68530943;A
A;ES611;55564;2019;PERNOCTACIONES;772025.464031395;A
A;ES611;55564;2020;PERNOCTACIONES;363668.058470392;A
A;ES611;55543;2014;PERNOCTACIONES;177217.93506;A
A;ES611;55543;2015;PERNOCTACIONES;196144.25414;A
A;ES611;55543;2016;PERNOCTACIONES;220279.51022;A
A;ES611;55543;2017;PERNOCTACIONES;263520.27598;A
A;ES611;55543;2018;PERNOCTACIONES;240763.28756;A
A;ES611;55543;2019;PERNOCTACIONES;271225.206769001;A
A;ES611;55543;2020;PERNOCTACIONES;152292.289999095;A
A;ES611;55563;2014;PERNOCTACIONES;322648.894552756;A
A;ES611;55563;2015;PERNOCTACIONES;387921.28594616;A
A;ES611;55563;2016;PERNOCTACIONES;382121.47943254;A
A;ES611;55563;2017;PERNOCTACIONES;445958.27648297;A
A;ES611;55563;2018;PERNOCTACIONES;448999.39774943;A
A;ES611;55563;2019;PERNOCTACIONES;500800.257262394;A
A;ES611;55563;2020;PERNOCTACIONES;211375.768471297;A
A;ES611;55545;2014;PERNOCTACIONES;20658.968357;A
A;ES611;55545;2015;PERNOCTACIONES;22190.225408;A
