D_TERRITORIO_0;D_TEMPORAL_0;INDICATOR;OBS_VALUE;OBS_STATUS;FREQ
273823;2019;Euros por habitante;6.534684178326795;e;A
273823;2020;Euros por habitante;;--;A
273840;2004;Euros por habitante;5.762022597577483;e;A
273840;2005;Euros por habitante;6.136890100396613;e;A
273840;2006;Euros por habitante;6.45489947425207;e;A
273840;2007;Euros por habitante;7.43869057132699;e;A
273840;2008;Euros por habitante;7.8671790837374855;e;A
273840;2009;Euros por habitante;7.456833717541397;e;A
273840;2010;Euros por habitante;7.610868496060847;e;A
273840;2011;Euros por habitante;7.67724592452378;e;A
273840;2012;Euros por habitante;6.470454460966626;e;A
273840;2013;Euros por habitante;6.601496515875025;e;A
273840;2014;Euros por habitante;6.679373120755805;e;A
273840;2015;Euros por habitante;6.790438049979422;e;A
273840;2016;Euros por habitante;6.911743966602333;e;A
273840;2017;Euros por habitante;7.164482338170727;e;A
273840;2018;Euros por habitante;7.4460836742164185;e;A
273840;2019;Euros por habitante;7.4771040838141;e;A
273840;2020;Euros por habitante;8.068776636800944;e;A
3347;2004;Euros por habitante;3.124652144707801;;A
3347;2005;Euros por habitante;2.2756942456341256;;A
3347;2006;Euros por habitante;2.3667993932499054;;A
3347;2007;Euros por habitante;2.756634669678148;;A
3347;2008;Euros por habitante;2.810177404295051;;A
3347;2009;Euros por habitante;2.9401630233419787;;A
3347;2010;Euros por habitante;2.955671806167401;;A
3347;2011;Euros por habitante;3.3905598840369633;;A
3347;2012;Euros por habitante;3.5559557036103357;;A
3347;2013;Euros por habitante;3.1205305134868717;;A
3347;2014;Euros por habitante;3.475153894192167;;A
3347;2015;Euros por habitante;3.3056590384956537;;A
3347;2016;Euros por habitante;3.274291765951814;;A
3347;2017;Euros por habitante;3.230065934065934;;A
3347;2018;Euros por habitante;5.614947055220093;;A
3347;2019;Euros por habitante;4.962485856036208;;A
3347;2020;Euros por habitante;5.071638946638947;;A
3348;2004;Euros por habitante;;--;A
3348;2005;Euros por habitante;;--;A
3348;2006;Euros por habitante;;--;A
3348;2007;Euros por habitante;1.7004449225563203;;A
3348;2008;Euros por habitante;3.2746543537004484;;A
3348;2009;Euros por habitante;3.0336988291565206;;A
3348;2010;Euros por habitante;1.8407839358453153;;A
3348;2011;Euros por habitante;2.006850536108204;;A
3348;2012;Euros por habitante;2.2767931080265376;;A
3348;2013;Euros por habitante;2.817572180500804;;A
3348;2014;Euros por habitante;2.433851886920434;;A
3348;2015;Euros por habitante;2.4093095699492477;;A
3348;2016;Euros por habitante;2.2044608309412976;;A
3348;2017;Euros por habitante;2.9812251358474833;;A
3348;2018;Euros por habitante;3.0582032273125845;;A
3348;2019;Euros por habitante;3.5553115359473377;;A
3348;2020;Euros por habitante;3.6662715134943364;;A
3369;2004;Euros por habitante;2.4109133803341263;;A
3369;2005;Euros por habitante;2.8142218800108267;;A
3369;2006;Euros por habitante;3.252180604189293;;A
3369;2007;Euros por habitante;3.5823026749810367;;A
3369;2008;Euros por habitante;4.16186866531987;;A
3369;2009;Euros por habitante;4.313781931832371;;A
3369;2010;Euros por habitante;4.249589959352492;;A
3369;2011;Euros por habitante;4.447696269388292;;A
3369;2012;Euros por habitante;3.8699093849346626;;A
3369;2013;Euros por habitante;3.730952779638312;;A
3369;2014;Euros por habitante;3.8654489690045777;;A
3369;2015;Euros por habitante;3.993667800442761;;A
3369;2016;Euros por habitante;3.887260914997047;;A
3369;2017;Euros por habitante;4.397834464796833;;A
3369;2018;Euros por habitante;4.548846602292586;;A
3369;2019;Euros por habitante;5.591265422726097;;A
3369;2020;Euros por habitante;5.511319456905317;;A
3350;2004;Euros por habitante;14.642605959652045;;A
3350;2005;Euros por habitante;15.269422402657316;;A
3350;2006;Euros por habitante;17.267794739746183;;A
3350;2007;Euros por habitante;16.737912087912086;;A
3350;2008;Euros por habitante;13.646459129801565;;A
3350;2009;Euros por habitante;13.485605649103748;;A
3350;2010;Euros por habitante;13.086352983594736;;A
3350;2011;Euros por habitante;14.436265709156194;;A
3350;2012;Euros por habitante;12.259166517617599;;A
3350;2013;Euros por habitante;16.32531623017994;;A
3350;2014;Euros por habitante;12.239943292574871;;A
3350;2015;Euros por habitante;16.44403379091869;;A
3350;2016;Euros por habitante;16.85669401291674;;A
3350;2017;Euros por habitante;13.347788378143973;e;A
3350;2018;Euros por habitante;15.089057645840525;e;A
3350;2019;Euros por habitante;17.492350008595498;e;A
3350;2020;Euros por habitante;15.520754716981132;;A
3363;2004;Euros por habitante;4.079134747593793;d;A
3363;2005;Euros por habitante;3.814008384867895;d;A
3363;2006;Euros por habitante;4.893080211400343;d;A
3363;2007;Euros por habitante;6.03981874753062;d;A
3363;2008;Euros por habitante;6.931466990243178;d;A
3363;2009;Euros por habitante;8.236521998434451;d;A
3363;2010;Euros por habitante;9.599671167355886;d;A
3363;2011;Euros por habitante;9.260666459047027;d;A
3363;2012;Euros por habitante;8.594235694924526;d;A
3363;2013;Euros por habitante;8.916747265828436;d;A
3363;2014;Euros por habitante;8.991763703493326;d;A
3363;2015;Euros por habitante;9.951644692545937;d;A
3363;2016;Euros por habitante;10.01432925718588;;A
3363;2017;Euros por habitante;10.660803077779256;;A
3363;2018;Euros por habitante;11.057583287096229;;A
3363;2019;Euros por habitante;11.04136329173336;;A
3363;2020;Euros por habitante;12.367936893495749;;A
3367;2004;Euros por habitante;3.891531874405328;e;A
3367;2005;Euros por habitante;4.486717197733461;e;A
3367;2006;Euros por habitante;5.10550085141038;e;A
3367;2007;Euros por habitante;5.539504058381116;e;A
3367;2008;Euros por habitante;5.534219964136282;e;A
3367;2009;Euros por habitante;5.454817698585011;e;A
3367;2010;Euros por habitante;6.143403585089628;e;A
3367;2011;Euros por habitante;9.185530570805446;e;A
3367;2012;Euros por habitante;12.080440688198008;e;A
3367;2013;Euros por habitante;11.047568550219664;e;A
3367;2014;Euros por habitante;6.954704362365101;e;A
3367;2015;Euros por habitante;6.548389553034341;;A
3367;2016;Euros por habitante;4.939585074853713;;A
3367;2017;Euros por habitante;6.688963210702341;;A
3367;2018;Euros por habitante;4.093607150167156;;A
3367;2019;Euros por habitante;5.178061925393639;;A
3367;2020;Euros por habitante;7.494469442730515;;A
3355;2004;Euros por habitante;17.652858263283285;;A
3355;2005;Euros por habitante;21.730821468320837;;A
3355;2006;Euros por habitante;18.90004988489003;;A
3355;2007;Euros por habitante;23.021785472412493;;A
3355;2008;Euros por habitante;23.109225006894956;;A
3355;2009;Euros por habitante;20.312172983928708;;A
3355;2010;Euros por habitante;18.685152979207285;;A
3355;2011;Euros por habitante;20.377674979360233;;A
3355;2012;Euros por habitante;19.81537551332916;;A
3355;2013;Euros por habitante;19.501995653717284;;A
3355;2014;Euros por habitante;19.387592800367976;;A
3355;2015;Euros por habitante;19.379143356680586;;A
3355;2016;Euros por habitante;20.088481971956142;;A
3355;2017;Euros por habitante;20.490309790994676;;A
3355;2018;Euros por habitante;22.548424593418577;;A
3355;2019;Euros por habitante;19.564983550395056;;A
3355;2020;Euros por habitante;18.653382406386726;;A
3353;2004;Euros por habitante;2.5549604022214187;;A
3353;2005;Euros por habitante;3.0944677287972078;;A
3353;2006;Euros por habitante;3.72945059113153;;A
3353;2007;Euros por habitante;3.8497533601846405;;A
3353;2008;Euros por habitante;3.432070815121332;b;A
3353;2009;Euros por habitante;2.7991306399016116;;A
3353;2010;Euros por habitante;2.601295882345536;;A
3353;2011;Euros por habitante;2.830256641152634;;A
3353;2012;Euros por habitante;2.4852784598335544;;A
3353;2013;Euros por habitante;2.5653793259427062;;A
3353;2014;Euros por habitante;2.7184166531250775;;A
3353;2015;Euros por habitante;2.7751696707131344;;A
3353;2016;Euros por habitante;3.060507665652993;;A
3353;2017;Euros por habitante;1.7415641533469088;;A
3353;2018;Euros por habitante;2.9814896081111426;;A
3353;2019;Euros por habitante;5.289347155961591;;A
3353;2020;Euros por habitante;4.0723715943451415;;A
3352;2004;Euros por habitante;5.431055108062844;d;A
3352;2005;Euros por habitante;5.744047619047619;d;A
3352;2006;Euros por habitante;3.4677168325236996;d;A
3352;2007;Euros por habitante;3.702779557208256;d;A
3352;2008;Euros por habitante;4.17954972731934;d;A
3352;2009;Euros por habitante;4.471959438570457;d;A
3352;2010;Euros por habitante;4.800726030979373;d;A
3352;2011;Euros por habitante;5.632940456145722;d;A
3352;2012;Euros por habitante;4.3821267002787465;d;A
3352;2013;Euros por habitante;4.644800048491461;d;A
3352;2014;Euros por habitante;5.325612257208348;d;A
3352;2015;Euros por habitante;5.877923131223622;d;A
3352;2016;Euros por habitante;6.0187487842468315;e;A
3352;2017;Euros por habitante;6.838399189463019;e;A
3352;2018;Euros por habitante;5.892199486593563;e;A
3352;2019;Euros por habitante;5.356456287708506;e;A
3352;2020;Euros por habitante;5.449250143777742;e;A
3371;2004;Euros por habitante;;--;A
3371;2005;Euros por habitante;;--;A
3371;2006;Euros por habitante;;--;A
3371;2007;Euros por habitante;;--;A
3371;2008;Euros por habitante;0.741843892662287;;A
3371;2009;Euros por habitante;0.5273644318118487;;A
3371;2010;Euros por habitante;0.5856133694880538;;A
3371;2011;Euros por habitante;0.8148646250688782;;A
3371;2012;Euros por habitante;0.5441478920418078;;A
3371;2013;Euros por habitante;0.22164923010386722;;A
3371;2014;Euros por habitante;1.5337365381982313;;A
3371;2015;Euros por habitante;1.0812763338315918;;A
3371;2016;Euros por habitante;2.017284850111685;;A
3371;2017;Euros por habitante;2.621886993474339;;A
3371;2018;Euros por habitante;1.9565520292749463;;A
3371;2019;Euros por habitante;2.8033959397228077;;A
3371;2020;Euros por habitante;2.6770918484528927;;A
3356;2004;Euros por habitante;;--;A
3356;2005;Euros por habitante;5.605097074442937;;A
3356;2006;Euros por habitante;6.241962743086889;;A
3356;2007;Euros por habitante;7.374540899513583;;A
3356;2008;Euros por habitante;7.4429499824357555;;A
3356;2009;Euros por habitante;5.630042565338214;;A
3356;2010;Euros por habitante;5.590159714072692;;A
3356;2011;Euros por habitante;5.181019144781997;;A
3356;2012;Euros por habitante;4.459123592817554;;A
3356;2013;Euros por habitante;4.737065506469734;;A
3356;2014;Euros por habitante;4.456181708766643;;A
3356;2015;Euros por habitante;4.047843585213915;;A
3356;2016;Euros por habitante;4.571223251357393;;A
3356;2017;Euros por habitante;4.366915934889162;;A
3356;2018;Euros por habitante;4.972710814800959;;A
3356;2019;Euros por habitante;5.14183203831968;;A
3356;2020;Euros por habitante;4.996559492184411;;A
3349;2004;Euros por habitante;14.624028132641007;;A
3349;2005;Euros por habitante;13.973515313997888;;A
3349;2006;Euros por habitante;13.217571940290558;;A
3349;2007;Euros por habitante;14.39521332759767;;A
3349;2008;Euros por habitante;12.06920661556259;;A
3349;2009;Euros por habitante;12.338498094153755;;A
3349;2010;Euros por habitante;11.613719934896618;;A
3349;2011;Euros por habitante;11.356477999247838;;A
3349;2012;Euros por habitante;10.460096070374442;;A
3349;2013;Euros por habitante;8.138617537183563;;A
3349;2014;Euros por habitante;7.0498533724340176;;A
3349;2015;Euros por habitante;6.99926857466437;;A
3349;2016;Euros por habitante;6.4669547653717885;;A
3349;2017;Euros por habitante;6.6897803425167535;;A
3349;2018;Euros por habitante;6.83508223476272;;A
3349;2019;Euros por habitante;7.080900277793526;;A
3349;2020;Euros por habitante;7.933856502242152;;A
3366;2004;Euros por habitante;;--;A
3366;2005;Euros por habitante;0.8339475153545506;;A
3366;2006;Euros por habitante;3.8843265755005274;;A
3366;2007;Euros por habitante;4.282994779716769;;A
3366;2008;Euros por habitante;5.684818595510004;;A
3366;2009;Euros por habitante;2.8445510950097805;;A
3366;2010;Euros por habitante;2.1527781088929046;;A
3366;2011;Euros por habitante;1.3065673222169873;;A
3366;2012;Euros por habitante;2.3976593809160867;;A
3366;2013;Euros por habitante;2.623198414157322;;A
3366;2014;Euros por habitante;3.4599473486273036;;A
3366;2015;Euros por habitante;4.399917059034749;;A
3366;2016;Euros por habitante;5.6141353721151;;A
3366;2017;Euros por habitante;3.142450905644048;;A
3366;2018;Euros por habitante;3.737832576249189;;A
3366;2019;Euros por habitante;6.115440703746099;;A
3366;2020;Euros por habitante;5.734246604168639;;A
3368;2004;Euros por habitante;3.7295533419403744;;A
3368;2005;Euros por habitante;3.8979683972911965;;A
3368;2006;Euros por habitante;1.9930212146511677;;A
3368;2007;Euros por habitante;2.1267048144858554;b;A
3368;2008;Euros por habitante;2.679294484761884;;A
3368;2009;Euros por habitante;2.2299014834393533;;A
3368;2010;Euros por habitante;1.773814443640872;;A
3368;2011;Euros por habitante;2.0474750009907137;;A
3368;2012;Euros por habitante;2.0145459657202527;;A
3368;2013;Euros por habitante;2.251081080167293;;A
3368;2014;Euros por habitante;2.4495544559520117;;A
3368;2015;Euros por habitante;2.649651796441198;;A
3368;2016;Euros por habitante;2.6873716542955064;;A
3368;2017;Euros por habitante;2.907297411964362;;A
3368;2018;Euros por habitante;3.066170748945223;;A
3368;2019;Euros por habitante;3.1773640547717723;;A
3368;2020;Euros por habitante;3.644150574799008;;A
3357;2004;Euros por habitante;0.0741532354801422;;A
3357;2005;Euros por habitante;0.004294610264118532;;A
3357;2006;Euros por habitante;0.11841075846319751;;A
3357;2007;Euros por habitante;0.06448928645724984;;A
3357;2008;Euros por habitante;0.10424544692680335;;A
3357;2009;Euros por habitante;0.07225723575930312;;A
3357;2010;Euros por habitante;1.1585293769949168;;A
3357;2011;Euros por habitante;1.2321198236528503;;A
3357;2012;Euros por habitante;0.9350893697083725;;A
3357;2013;Euros por habitante;0.5409568518144976;;A
3357;2014;Euros por habitante;0.456719144591908;;A
3357;2015;Euros por habitante;0.2581664910432034;;A
3357;2016;Euros por habitante;0.23624878023727594;;A
3357;2017;Euros por habitante;0.3718717544976381;;A
3357;2018;Euros por habitante;0.23488444670751138;;A
3357;2019;Euros por habitante;0.3266291230893001;;A
3357;2020;Euros por habitante;0.4389231329921247;;A
3354;2004;Euros por habitante;;--;A
3354;2005;Euros por habitante;5.454309328675225;;A
3354;2006;Euros por habitante;4.652693724885492;;A
3354;2007;Euros por habitante;3.6230904017390992;e;A
3354;2008;Euros por habitante;4.2123131759809285;;A
3354;2009;Euros por habitante;3.6777698512868353;;A
3354;2010;Euros por habitante;1.875996248007504;;A
3354;2011;Euros por habitante;0.9166914868332777;;A
3354;2012;Euros por habitante;1.9266437911527403;;A
3354;2013;Euros por habitante;5.460079166447659;d;A
3354;2014;Euros por habitante;1.6186133439821941;;A
3354;2015;Euros por habitante;1.7131919744225101;;A
3354;2016;Euros por habitante;3.2573807675142294;;A
3354;2017;Euros por habitante;3.647130099499692;;A
3354;2018;Euros por habitante;3.6567726043316187;;A
3354;2019;Euros por habitante;3.9660674189500917;;A
3354;2020;Euros por habitante;5.293559586262775;;A
3358;2004;Euros por habitante;0.37640841559477517;;A
3358;2005;Euros por habitante;1.2332838038632987;;A
3358;2006;Euros por habitante;0.7156076495990129;;A
3358;2007;Euros por habitante;0.24339873137630919;;A
3358;2008;Euros por habitante;1.143192144218086;;A
3358;2009;Euros por habitante;1.2195417626378955;;A
3358;2010;Euros por habitante;0.9047699471614351;;A
3358;2011;Euros por habitante;0.9489033559949072;;A
3358;2012;Euros por habitante;0.9546255296862353;;A
3358;2013;Euros por habitante;1.2392329898842913;;A
3358;2014;Euros por habitante;1.076158940397351;;A
3358;2015;Euros por habitante;1.5920062871898506;;A
3358;2016;Euros por habitante;0.6166743476638795;;A
3358;2017;Euros por habitante;0.5699039487726788;;A
3358;2018;Euros por habitante;2.2999402345279556;;A
3358;2019;Euros por habitante;2.955977334865475;;A
3358;2020;Euros por habitante;2.3377529658060014;;A
3359;2004;Euros por habitante;12.807333251443312;;A
3359;2005;Euros por habitante;13.234007352941177;;A
3359;2006;Euros por habitante;12.747767037807415;;A
3359;2007;Euros por habitante;12.331766573068002;;A
3359;2008;Euros por habitante;14.426425878633102;;A
3359;2009;Euros por habitante;9.97816091954023;;A
3359;2010;Euros por habitante;10.562985254288293;;A
3359;2011;Euros por habitante;9.755406457796681;;A
3359;2012;Euros por habitante;8.843151298119965;;A
3359;2013;Euros por habitante;8.894667936205666;;A
3359;2014;Euros por habitante;9.917699377408836;;A
3359;2015;Euros por habitante;5.896340023612751;;A
3359;2016;Euros por habitante;6.1561949500880795;;A
3359;2017;Euros por habitante;6.0852839880917635;;A
3359;2018;Euros por habitante;7.194811977715878;;A
3359;2019;Euros por habitante;8.161487460363217;;A
3359;2020;Euros por habitante;12.55759417464595;;A
3346;2004;Euros por habitante;4.2318690142776;d;A
3346;2005;Euros por habitante;3.7124572051042635;d;A
3346;2006;Euros por habitante;3.8737534697234497;d;A
3346;2007;Euros por habitante;4.490313060942546;d;A
3346;2008;Euros por habitante;4.809326158379338;d;A
3346;2009;Euros por habitante;4.525216148693038;d;A
3346;2010;Euros por habitante;4.708966675317872;d;A
3346;2011;Euros por habitante;4.902050776476927;d;A
3346;2012;Euros por habitante;4.575431001233043;d;A
3346;2013;Euros por habitante;5.309871266911479;d;A
3346;2014;Euros por habitante;4.030112606259649;d;A
3346;2015;Euros por habitante;3.743429530263561;d;A
3346;2016;Euros por habitante;3.6762812921562373;;A
3346;2017;Euros por habitante;4.50400053666429;d;A
3346;2018;Euros por habitante;4.35440855153654;d;A
3346;2019;Euros por habitante;4.061777679653602;d;A
3346;2020;Euros por habitante;4.406040249639727;d;A
3360;2004;Euros por habitante;0.07289156626506024;;A
3360;2005;Euros por habitante;0.24818532009119257;;A
3360;2006;Euros por habitante;0.15616804783384033;;A
3360;2007;Euros por habitante;0.49923916465526286;;A
3360;2008;Euros por habitante;0.5609980060866827;;A
3360;2009;Euros por habitante;;--;A
3360;2010;Euros por habitante;;--;A
3360;2011;Euros por habitante;;--;A
3360;2012;Euros por habitante;1.727098147090881;b;A
3360;2013;Euros por habitante;1.8166848475403876;;A
3360;2014;Euros por habitante;1.4320496829851366;;A
3360;2015;Euros por habitante;1.5351189702249382;;A
3360;2016;Euros por habitante;1.3831160382023058;;A
3360;2017;Euros por habitante;1.4642652646921035;;A
3360;2018;Euros por habitante;1.6921615078228727;;A
3360;2019;Euros por habitante;2.535038816235086;;A
3360;2020;Euros por habitante;3.7809615685456537;;A
3361;2004;Euros por habitante;1.571934108490161;;A
3361;2005;Euros por habitante;1.792769891367475;;A
3361;2006;Euros por habitante;1.6887942750159186;;A
3361;2007;Euros por habitante;2.2953618514654273;;A
3361;2008;Euros por habitante;2.6311303063022105;;A
3361;2009;Euros por habitante;3.163263375030753;;A
3361;2010;Euros por habitante;2.970746517104728;;A
3361;2011;Euros por habitante;2.474047131923922;;A
3361;2012;Euros por habitante;0.9443831551717579;;A
3361;2013;Euros por habitante;1.6371338682068985;;A
3361;2014;Euros por habitante;1.6988587745526915;;A
3361;2015;Euros por habitante;1.7792838454928992;;A
3361;2016;Euros por habitante;1.7974916468936128;;A
3361;2017;Euros por habitante;1.7303379513218062;;A
3361;2018;Euros por habitante;1.8255897625391393;;A
3361;2019;Euros por habitante;1.718207713171889;;A
3361;2020;Euros por habitante;1.6673626555049479;;A
3364;2004;Euros por habitante;0.3466833862813697;;A
3364;2005;Euros por habitante;0.3506151830680306;;A
3364;2006;Euros por habitante;1.369035682689472;;A
3364;2007;Euros por habitante;1.4242699078388237;;A
3364;2008;Euros por habitante;2.4353084670498615;;A
3364;2009;Euros por habitante;1.3618304509550538;;A
3364;2010;Euros por habitante;2.9396250271647864;;A
3364;2011;Euros por habitante;1.926873890069616;;A
3364;2012;Euros por habitante;1.4957492903852307;;A
3364;2013;Euros por habitante;0.7290622847220103;b;A
3364;2014;Euros por habitante;0.8156071990741321;;A
3364;2015;Euros por habitante;1.1586979278336214;;A
3364;2016;Euros por habitante;1.2206681883365929;;A
3364;2017;Euros por habitante;1.0545640697945637;;A
3364;2018;Euros por habitante;0.7325159125950943;;A
3364;2019;Euros por habitante;1.1287252578468856;;A
3364;2020;Euros por habitante;1.0201586463507135;;A
3372;2004;Euros por habitante;1.903598411832151;;A
3372;2005;Euros por habitante;2.6849126103927907;;A
3372;2006;Euros por habitante;1.9518390318001844;;A
3372;2007;Euros por habitante;3.6986036743326713;;A
3372;2008;Euros por habitante;3.797781371632616;;A
3372;2009;Euros por habitante;3.9516863728534624;;A
3372;2010;Euros por habitante;3.9896135336437553;;A
3372;2011;Euros por habitante;4.461623896650494;;A
3372;2012;Euros por habitante;3.645035662713867;;A
3372;2013;Euros por habitante;3.3832633342234955;;A
3372;2014;Euros por habitante;3.2782035114948105;;A
3372;2015;Euros por habitante;2.8934231570784665;;A
3372;2016;Euros por habitante;3.351205785055918;;A
3372;2017;Euros por habitante;4.450048890997279;;A
3372;2018;Euros por habitante;5.983706249155389;;A
3372;2019;Euros por habitante;4.778339979224609;;A
3372;2020;Euros por habitante;5.9549172531862276;;A
3370;2004;Euros por habitante;1.9032543345298345;;A
3370;2005;Euros por habitante;2.3082920309628556;;A
3370;2006;Euros por habitante;2.009304534290993;;A
3370;2007;Euros por habitante;1.912696397897183;;A
3370;2008;Euros por habitante;1.9798884913778751;;A
3370;2009;Euros por habitante;2.115634505773604;;A
3370;2010;Euros por habitante;2.490805658226473;;A
3370;2011;Euros por habitante;3.302452154550389;;A
3370;2012;Euros por habitante;1.8029166296723786;;A
3370;2013;Euros por habitante;2.2200258636615553;;A
3370;2014;Euros por habitante;1.792727219039745;;A
3370;2015;Euros por habitante;1.9476831036047169;;A
3370;2016;Euros por habitante;1.7630919938130662;;A
3370;2017;Euros por habitante;2.297554974909854;;A
3370;2018;Euros por habitante;2.074546319231878;;A
3370;2019;Euros por habitante;2.883973564339732;;A
3370;2020;Euros por habitante;2.8639709921986594;;A
3351;2004;Euros por habitante;17.608354691863358;;A
3351;2005;Euros por habitante;18.18436552867845;;A
3351;2006;Euros por habitante;18.59635797428935;;A
3351;2007;Euros por habitante;19.123414071510958;;A
3351;2008;Euros por habitante;18.528625738698384;;A
3351;2009;Euros por habitante;18.849388450804472;;A
3351;2010;Euros por habitante;18.553529477570198;;A
3351;2011;Euros por habitante;18.00178163799343;;A
3351;2012;Euros por habitante;18.33080901366827;;A
3351;2013;Euros por habitante;17.754734326162897;;A
3351;2014;Euros por habitante;17.208237986270024;;A
3351;2015;Euros por habitante;17.635252258005657;;A
3351;2016;Euros por habitante;13.880952814223063;;A
3351;2017;Euros por habitante;13.214843324498021;;A
3351;2018;Euros por habitante;10.296943548094703;;A
3351;2019;Euros por habitante;10.34120544769632;;A
3351;2020;Euros por habitante;10.884698139476015;;A
3365;2004;Euros por habitante;7.774837382554066;;A
3365;2005;Euros por habitante;6.21611145565695;;A
3365;2006;Euros por habitante;6.55085072407907;;A
3365;2007;Euros por habitante;4.325160415824051;;A
3365;2008;Euros por habitante;4.670159225996789;;A
3365;2009;Euros por habitante;4.355863849007904;d;A
3365;2010;Euros por habitante;5.031189686610294;d;A
3365;2011;Euros por habitante;5.461520552004402;d;A
3365;2012;Euros por habitante;6.106897493539509;d;A
3365;2013;Euros por habitante;5.514249406274739;d;A
3365;2014;Euros por habitante;5.542950258351296;d;A
3365;2015;Euros por habitante;4.756918932157727;d;A
3365;2016;Euros por habitante;5.22558474670214;e;A
3365;2017;Euros por habitante;4.798413156089365;e;A
3365;2018;Euros por habitante;4.205810002938514;e;A
3365;2019;Euros por habitante;4.43754140768118;;A
3365;2020;Euros por habitante;4.744220278477491;e;A
3362;2004;Euros por habitante;6.837381150959133;;A
3362;2005;Euros por habitante;6.603661463592273;;A
3362;2006;Euros por habitante;6.84179722820458;;A
3362;2007;Euros por habitante;5.941290627701039;;A
3362;2008;Euros por habitante;5.110652820910973;;A
3362;2009;Euros por habitante;6.089960007067024;;A
3362;2010;Euros por habitante;5.702549394518802;;A
3362;2011;Euros por habitante;6.51068973690448;;A
3362;2012;Euros por habitante;7.326975904560082;;A
3362;2013;Euros por habitante;7.423969675225408;;A
3362;2014;Euros por habitante;6.517949749988389;;A
3362;2015;Euros por habitante;7.406343111657195;;A
3362;2016;Euros por habitante;6.836613453570558;;A
3362;2017;Euros por habitante;7.150590551181103;;A
3362;2018;Euros por habitante;6.276386296586188;;A
3362;2019;Euros por habitante;5.974310223513032;;A
3362;2020;Euros por habitante;;--;A
3379;2004;Euros por habitante;60.933014354066984;;A
3379;2005;Euros por habitante;74.67387630956404;;A
3379;2006;Euros por habitante;72.19848833388104;;A
