ESTADO_DATO;TERRITORIO;FORMA_JUR_SOCMER;TEMPORAL;INDICATOR;OBS_VALUE;FREQ;CNAE09;SEXO_SOCIOS
A;2610;_Z;2011;SOC_CONST;1.0;A;303236;_Z
A;2610;_Z;2011;SOC_CONST;1.0;A;8165;_Z
A;2610;_Z;2010;SOC_CONST;24.0;A;6949;_Z
A;2610;_Z;2010;SOC_CONST;6.0;A;7058;_Z
A;2610;_Z;2010;SOC_CONST;1.0;A;7109;_Z
A;2610;_Z;2010;SOC_CONST;4.0;A;7605;_Z
A;2610;_Z;2010;SOC_CONST;1.0;A;7627;_Z
A;2610;_Z;2010;SOC_CONST;4.0;A;7663;_Z
A;2610;_Z;2010;SOC_CONST;4.0;A;7714;_Z
A;2610;_Z;2010;SOC_CONST;8.0;A;7716;_Z
A;2610;_Z;2010;SOC_CONST;8.0;A;7859;_Z
A;2610;_Z;2010;SOC_CONST;3.0;A;6963;_Z
A;2610;_Z;2010;SOC_CONST;3.0;A;7888;_Z
A;2610;_Z;2010;SOC_CONST;1.0;A;303235;_Z
A;2610;_Z;2010;SOC_CONST;1.0;A;8031;_Z
A;2610;_Z;2010;SOC_CONST;1.0;A;8256;_Z
A;2610;_Z;2010;SOC_CONST;1.0;A;8094;_Z
A;2610;_Z;2010;SOC_CONST;1.0;A;303236;_Z
A;2610;_Z;2010;SOC_CONST;1.0;A;8165;_Z
A;2610;_Z;2009;SOC_CONST;27.0;A;6949;_Z
A;2610;_Z;2009;SOC_CONST;8.0;A;7058;_Z
A;2610;_Z;2009;SOC_CONST;7.0;A;7605;_Z
A;2610;_Z;2009;SOC_CONST;1.0;A;7627;_Z
A;2610;_Z;2009;SOC_CONST;4.0;A;7663;_Z
A;2610;_Z;2009;SOC_CONST;4.0;A;7714;_Z
A;2610;_Z;2009;SOC_CONST;8.0;A;7716;_Z
A;2610;_Z;2009;SOC_CONST;8.0;A;7859;_Z
A;2610;_Z;2009;SOC_CONST;2.0;A;7889;_Z
A;2610;_Z;2009;SOC_CONST;2.0;A;7958;_Z
A;2610;_Z;2009;SOC_CONST;4.0;A;303236;_Z
A;2610;_Z;2009;SOC_CONST;4.0;A;8165;_Z
A;2610;_Z;2009;SOC_CONST;1.0;A;8451;_Z
A;2610;_Z;2009;SOC_CONST;1.0;A;8303;_Z
A;2612;_Z;2020;SOC_CONST;1.0;A;6949;_Z
A;2612;_Z;2020;SOC_CONST;1.0;A;7663;_Z
A;2612;_Z;2020;SOC_CONST;1.0;A;7714;_Z
A;2612;_Z;2018;SOC_CONST;1.0;A;6949;_Z
A;2612;_Z;2018;SOC_CONST;1.0;A;7716;_Z
A;2612;_Z;2018;SOC_CONST;1.0;A;7859;_Z
A;2612;_Z;2017;SOC_CONST;1.0;A;6949;_Z
A;2612;_Z;2017;SOC_CONST;1.0;A;6981;_Z
A;2612;_Z;2017;SOC_CONST;1.0;A;7056;_Z
A;2612;_Z;2016;SOC_CONST;1.0;A;6949;_Z
A;2612;_Z;2016;SOC_CONST;1.0;A;7663;_Z
A;2612;_Z;2016;SOC_CONST;1.0;A;7714;_Z
A;2612;_Z;2013;SOC_CONST;1.0;A;6949;_Z
A;2612;_Z;2013;SOC_CONST;1.0;A;6963;_Z
A;2612;_Z;2013;SOC_CONST;1.0;A;7888;_Z
A;2612;_Z;2011;SOC_CONST;1.0;A;6949;_Z
A;2612;_Z;2011;SOC_CONST;1.0;A;7663;_Z
A;2612;_Z;2011;SOC_CONST;1.0;A;7714;_Z
A;2612;_Z;2010;SOC_CONST;1.0;A;6949;_Z
A;2612;_Z;2010;SOC_CONST;1.0;A;7716;_Z
A;2612;_Z;2010;SOC_CONST;1.0;A;7859;_Z
A;2614;_Z;2020;SOC_CONST;1.0;A;6949;_Z
A;2614;_Z;2020;SOC_CONST;1.0;A;6963;_Z
A;2614;_Z;2020;SOC_CONST;1.0;A;7888;_Z
A;2614;_Z;2019;SOC_CONST;2.0;A;6949;_Z
A;2614;_Z;2019;SOC_CONST;1.0;A;7663;_Z
A;2614;_Z;2019;SOC_CONST;1.0;A;7714;_Z
A;2614;_Z;2019;SOC_CONST;1.0;A;8346;_Z
A;2614;_Z;2019;SOC_CONST;1.0;A;8255;_Z
A;2614;_Z;2017;SOC_CONST;3.0;A;6949;_Z
A;2614;_Z;2017;SOC_CONST;1.0;A;7058;_Z
A;2614;_Z;2017;SOC_CONST;1.0;A;7605;_Z
A;2614;_Z;2017;SOC_CONST;2.0;A;7663;_Z
A;2614;_Z;2017;SOC_CONST;2.0;A;7714;_Z
A;2614;_Z;2016;SOC_CONST;4.0;A;6949;_Z
A;2614;_Z;2016;SOC_CONST;4.0;A;7716;_Z
A;2614;_Z;2016;SOC_CONST;4.0;A;7859;_Z
A;2614;_Z;2015;SOC_CONST;1.0;A;6949;_Z
A;2614;_Z;2015;SOC_CONST;1.0;A;7058;_Z
A;2614;_Z;2015;SOC_CONST;1.0;A;7605;_Z
A;2614;_Z;2014;SOC_CONST;1.0;A;6949;_Z
A;2614;_Z;2014;SOC_CONST;1.0;A;7663;_Z
A;2614;_Z;2014;SOC_CONST;1.0;A;7714;_Z
A;2614;_Z;2013;SOC_CONST;1.0;A;6949;_Z
A;2614;_Z;2013;SOC_CONST;1.0;A;7663;_Z
A;2614;_Z;2013;SOC_CONST;1.0;A;7714;_Z
A;2614;_Z;2012;SOC_CONST;2.0;A;6949;_Z
A;2614;_Z;2012;SOC_CONST;1.0;A;7716;_Z
A;2614;_Z;2012;SOC_CONST;1.0;A;7859;_Z
A;2614;_Z;2012;SOC_CONST;1.0;A;8346;_Z
A;2614;_Z;2012;SOC_CONST;1.0;A;8255;_Z
A;2614;_Z;2011;SOC_CONST;4.0;A;6949;_Z
A;2614;_Z;2011;SOC_CONST;1.0;A;7663;_Z
A;2614;_Z;2011;SOC_CONST;1.0;A;7714;_Z
A;2614;_Z;2011;SOC_CONST;1.0;A;303236;_Z
A;2614;_Z;2011;SOC_CONST;1.0;A;8165;_Z
A;2614;_Z;2011;SOC_CONST;2.0;A;8451;_Z
A;2614;_Z;2011;SOC_CONST;1.0;A;8303;_Z
A;2614;_Z;2011;SOC_CONST;1.0;A;8385;_Z
A;2614;_Z;2010;SOC_CONST;2.0;A;6949;_Z
A;2614;_Z;2010;SOC_CONST;2.0;A;7663;_Z
A;2614;_Z;2010;SOC_CONST;2.0;A;7714;_Z
A;2614;_Z;2009;SOC_CONST;4.0;A;6949;_Z
A;2614;_Z;2009;SOC_CONST;1.0;A;7058;_Z
A;2614;_Z;2009;SOC_CONST;1.0;A;7605;_Z
A;2614;_Z;2009;SOC_CONST;1.0;A;7663;_Z
A;2614;_Z;2009;SOC_CONST;1.0;A;7714;_Z
A;2614;_Z;2009;SOC_CONST;1.0;A;7716;_Z
A;2614;_Z;2009;SOC_CONST;1.0;A;7859;_Z
A;2614;_Z;2009;SOC_CONST;1.0;A;7889;_Z
A;2614;_Z;2009;SOC_CONST;1.0;A;7958;_Z
A;2616;_Z;2020;SOC_CONST;27.0;A;6949;_Z
A;2616;_Z;2020;SOC_CONST;1.0;A;7058;_Z
A;2616;_Z;2020;SOC_CONST;1.0;A;7627;_Z
A;2616;_Z;2020;SOC_CONST;6.0;A;7663;_Z
A;2616;_Z;2020;SOC_CONST;6.0;A;7714;_Z
A;2616;_Z;2020;SOC_CONST;6.0;A;7716;_Z
A;2616;_Z;2020;SOC_CONST;6.0;A;7859;_Z
A;2616;_Z;2020;SOC_CONST;4.0;A;6963;_Z
A;2616;_Z;2020;SOC_CONST;4.0;A;7888;_Z
A;2616;_Z;2020;SOC_CONST;1.0;A;7889;_Z
A;2616;_Z;2020;SOC_CONST;1.0;A;7958;_Z
A;2616;_Z;2020;SOC_CONST;2.0;A;8256;_Z
A;2616;_Z;2020;SOC_CONST;2.0;A;8094;_Z
A;2616;_Z;2020;SOC_CONST;4.0;A;303236;_Z
A;2616;_Z;2020;SOC_CONST;4.0;A;8165;_Z
A;2616;_Z;2020;SOC_CONST;1.0;A;8346;_Z
A;2616;_Z;2020;SOC_CONST;1.0;A;8255;_Z
A;2616;_Z;2020;SOC_CONST;2.0;A;8451;_Z
A;2616;_Z;2020;SOC_CONST;1.0;A;8385;_Z
A;2616;_Z;2020;SOC_CONST;1.0;A;8426;_Z
A;2616;_Z;2019;SOC_CONST;39.0;A;6949;_Z
A;2616;_Z;2019;SOC_CONST;4.0;A;7058;_Z
A;2616;_Z;2019;SOC_CONST;4.0;A;7605;_Z
A;2616;_Z;2019;SOC_CONST;8.0;A;7663;_Z
A;2616;_Z;2019;SOC_CONST;8.0;A;7714;_Z
A;2616;_Z;2019;SOC_CONST;13.0;A;7716;_Z
A;2616;_Z;2019;SOC_CONST;13.0;A;7859;_Z
A;2616;_Z;2019;SOC_CONST;7.0;A;6963;_Z
A;2616;_Z;2019;SOC_CONST;7.0;A;7888;_Z
A;2616;_Z;2019;SOC_CONST;1.0;A;303235;_Z
A;2616;_Z;2019;SOC_CONST;1.0;A;8031;_Z
A;2616;_Z;2019;SOC_CONST;3.0;A;8256;_Z
A;2616;_Z;2019;SOC_CONST;3.0;A;8094;_Z
A;2616;_Z;2019;SOC_CONST;1.0;A;8346;_Z
A;2616;_Z;2019;SOC_CONST;1.0;A;8255;_Z
A;2616;_Z;2019;SOC_CONST;2.0;A;8451;_Z
A;2616;_Z;2019;SOC_CONST;1.0;A;8345;_Z
A;2616;_Z;2019;SOC_CONST;1.0;A;8385;_Z
A;2616;_Z;2018;SOC_CONST;32.0;A;6949;_Z
A;2616;_Z;2018;SOC_CONST;2.0;A;7058;_Z
A;2616;_Z;2018;SOC_CONST;2.0;A;7605;_Z
A;2616;_Z;2018;SOC_CONST;6.0;A;7663;_Z
A;2616;_Z;2018;SOC_CONST;6.0;A;7714;_Z
A;2616;_Z;2018;SOC_CONST;7.0;A;7716;_Z
A;2616;_Z;2018;SOC_CONST;7.0;A;7859;_Z
A;2616;_Z;2018;SOC_CONST;6.0;A;6963;_Z
A;2616;_Z;2018;SOC_CONST;6.0;A;7888;_Z
A;2616;_Z;2018;SOC_CONST;1.0;A;7889;_Z
A;2616;_Z;2018;SOC_CONST;1.0;A;7958;_Z
A;2616;_Z;2018;SOC_CONST;3.0;A;8256;_Z
A;2616;_Z;2018;SOC_CONST;3.0;A;8094;_Z
A;2616;_Z;2018;SOC_CONST;1.0;A;303236;_Z
A;2616;_Z;2018;SOC_CONST;1.0;A;8165;_Z
A;2616;_Z;2018;SOC_CONST;1.0;A;8346;_Z
A;2616;_Z;2018;SOC_CONST;1.0;A;8255;_Z
A;2616;_Z;2018;SOC_CONST;5.0;A;8451;_Z
A;2616;_Z;2018;SOC_CONST;2.0;A;8385;_Z
A;2616;_Z;2018;SOC_CONST;3.0;A;8426;_Z
A;2616;_Z;2017;SOC_CONST;39.0;A;6949;_Z
A;2616;_Z;2017;SOC_CONST;2.0;A;7058;_Z
A;2616;_Z;2017;SOC_CONST;2.0;A;7605;_Z
A;2616;_Z;2017;SOC_CONST;11.0;A;7663;_Z
A;2616;_Z;2017;SOC_CONST;11.0;A;7714;_Z
A;2616;_Z;2017;SOC_CONST;14.0;A;7716;_Z
A;2616;_Z;2017;SOC_CONST;14.0;A;7859;_Z
A;2616;_Z;2017;SOC_CONST;2.0;A;6963;_Z
A;2616;_Z;2017;SOC_CONST;2.0;A;7888;_Z
A;2616;_Z;2017;SOC_CONST;1.0;A;7889;_Z
A;2616;_Z;2017;SOC_CONST;1.0;A;7958;_Z
A;2616;_Z;2017;SOC_CONST;3.0;A;303235;_Z
A;2616;_Z;2017;SOC_CONST;3.0;A;8031;_Z
A;2616;_Z;2017;SOC_CONST;1.0;A;8256;_Z
A;2616;_Z;2017;SOC_CONST;1.0;A;8094;_Z
A;2616;_Z;2017;SOC_CONST;2.0;A;303236;_Z
A;2616;_Z;2017;SOC_CONST;2.0;A;8165;_Z
A;2616;_Z;2017;SOC_CONST;1.0;A;8346;_Z
A;2616;_Z;2017;SOC_CONST;1.0;A;8255;_Z
A;2616;_Z;2017;SOC_CONST;2.0;A;8451;_Z
A;2616;_Z;2017;SOC_CONST;1.0;A;8385;_Z
A;2616;_Z;2017;SOC_CONST;1.0;A;8426;_Z
A;2616;_Z;2016;SOC_CONST;35.0;A;6949;_Z
A;2616;_Z;2016;SOC_CONST;3.0;A;7058;_Z
A;2616;_Z;2016;SOC_CONST;2.0;A;7605;_Z
A;2616;_Z;2016;SOC_CONST;1.0;A;7627;_Z
A;2616;_Z;2016;SOC_CONST;6.0;A;7663;_Z
A;2616;_Z;2016;SOC_CONST;6.0;A;7714;_Z
A;2616;_Z;2016;SOC_CONST;7.0;A;7716;_Z
A;2616;_Z;2016;SOC_CONST;7.0;A;7859;_Z
A;2616;_Z;2016;SOC_CONST;4.0;A;6963;_Z
A;2616;_Z;2016;SOC_CONST;4.0;A;7888;_Z
A;2616;_Z;2016;SOC_CONST;3.0;A;7889;_Z
A;2616;_Z;2016;SOC_CONST;3.0;A;7958;_Z
A;2616;_Z;2016;SOC_CONST;2.0;A;303235;_Z
A;2616;_Z;2016;SOC_CONST;2.0;A;8031;_Z
A;2616;_Z;2016;SOC_CONST;2.0;A;303236;_Z
A;2616;_Z;2016;SOC_CONST;2.0;A;8165;_Z
A;2616;_Z;2016;SOC_CONST;3.0;A;8346;_Z
A;2616;_Z;2016;SOC_CONST;3.0;A;8255;_Z
A;2616;_Z;2016;SOC_CONST;5.0;A;8451;_Z
A;2616;_Z;2016;SOC_CONST;1.0;A;8303;_Z
A;2616;_Z;2016;SOC_CONST;4.0;A;8426;_Z
A;2616;_Z;2015;SOC_CONST;41.0;A;6949;_Z
A;2616;_Z;2015;SOC_CONST;3.0;A;6981;_Z
A;2616;_Z;2015;SOC_CONST;3.0;A;7056;_Z
A;2616;_Z;2015;SOC_CONST;2.0;A;7058;_Z
A;2616;_Z;2015;SOC_CONST;2.0;A;7605;_Z
A;2616;_Z;2015;SOC_CONST;5.0;A;7663;_Z
A;2616;_Z;2015;SOC_CONST;5.0;A;7714;_Z
A;2616;_Z;2015;SOC_CONST;12.0;A;7716;_Z
A;2616;_Z;2015;SOC_CONST;12.0;A;7859;_Z
A;2616;_Z;2015;SOC_CONST;6.0;A;6963;_Z
A;2616;_Z;2015;SOC_CONST;6.0;A;7888;_Z
A;2616;_Z;2015;SOC_CONST;2.0;A;7889;_Z
A;2616;_Z;2015;SOC_CONST;2.0;A;7958;_Z
A;2616;_Z;2015;SOC_CONST;2.0;A;8032;_Z
A;2616;_Z;2015;SOC_CONST;2.0;A;8080;_Z
A;2616;_Z;2015;SOC_CONST;2.0;A;8256;_Z
A;2616;_Z;2015;SOC_CONST;2.0;A;8094;_Z
A;2616;_Z;2015;SOC_CONST;3.0;A;303236;_Z
A;2616;_Z;2015;SOC_CONST;3.0;A;8165;_Z
A;2616;_Z;2015;SOC_CONST;2.0;A;8346;_Z
A;2616;_Z;2015;SOC_CONST;2.0;A;8255;_Z
A;2616;_Z;2015;SOC_CONST;2.0;A;8451;_Z
A;2616;_Z;2015;SOC_CONST;1.0;A;8303;_Z
A;2616;_Z;2015;SOC_CONST;1.0;A;8426;_Z
A;2616;_Z;2014;SOC_CONST;26.0;A;6949;_Z
A;2616;_Z;2014;SOC_CONST;1.0;A;7058;_Z
A;2616;_Z;2014;SOC_CONST;1.0;A;7605;_Z
A;2616;_Z;2014;SOC_CONST;6.0;A;7663;_Z
A;2616;_Z;2014;SOC_CONST;6.0;A;7714;_Z
A;2616;_Z;2014;SOC_CONST;10.0;A;7716;_Z
A;2616;_Z;2014;SOC_CONST;10.0;A;7859;_Z
A;2616;_Z;2014;SOC_CONST;1.0;A;6963;_Z
A;2616;_Z;2014;SOC_CONST;1.0;A;7888;_Z
A;2616;_Z;2014;SOC_CONST;5.0;A;7889;_Z
A;2616;_Z;2014;SOC_CONST;5.0;A;7958;_Z
A;2616;_Z;2014;SOC_CONST;1.0;A;303235;_Z
A;2616;_Z;2014;SOC_CONST;1.0;A;8031;_Z
A;2616;_Z;2014;SOC_CONST;1.0;A;303236;_Z
A;2616;_Z;2014;SOC_CONST;1.0;A;8165;_Z
A;2616;_Z;2014;SOC_CONST;1.0;A;8451;_Z
A;2616;_Z;2014;SOC_CONST;1.0;A;8385;_Z
A;2616;_Z;2013;SOC_CONST;29.0;A;6949;_Z
A;2616;_Z;2013;SOC_CONST;1.0;A;6981;_Z
A;2616;_Z;2013;SOC_CONST;1.0;A;7056;_Z
A;2616;_Z;2013;SOC_CONST;2.0;A;7058;_Z
A;2616;_Z;2013;SOC_CONST;1.0;A;7605;_Z
A;2616;_Z;2013;SOC_CONST;1.0;A;7627;_Z
A;2616;_Z;2013;SOC_CONST;3.0;A;7663;_Z
A;2616;_Z;2013;SOC_CONST;3.0;A;7714;_Z
A;2616;_Z;2013;SOC_CONST;10.0;A;7716;_Z
A;2616;_Z;2013;SOC_CONST;10.0;A;7859;_Z
A;2616;_Z;2013;SOC_CONST;5.0;A;6963;_Z
A;2616;_Z;2013;SOC_CONST;5.0;A;7888;_Z
A;2616;_Z;2013;SOC_CONST;2.0;A;7889;_Z
A;2616;_Z;2013;SOC_CONST;2.0;A;7958;_Z
A;2616;_Z;2013;SOC_CONST;4.0;A;8256;_Z
A;2616;_Z;2013;SOC_CONST;4.0;A;8094;_Z
A;2616;_Z;2013;SOC_CONST;1.0;A;8346;_Z
A;2616;_Z;2013;SOC_CONST;1.0;A;8255;_Z
A;2616;_Z;2013;SOC_CONST;1.0;A;8451;_Z
A;2616;_Z;2013;SOC_CONST;1.0;A;8303;_Z
A;2616;_Z;2012;SOC_CONST;34.0;A;6949;_Z
A;2616;_Z;2012;SOC_CONST;4.0;A;7058;_Z
A;2616;_Z;2012;SOC_CONST;3.0;A;7605;_Z
A;2616;_Z;2012;SOC_CONST;1.0;A;7627;_Z
A;2616;_Z;2012;SOC_CONST;7.0;A;7663;_Z
A;2616;_Z;2012;SOC_CONST;7.0;A;7714;_Z
A;2616;_Z;2012;SOC_CONST;12.0;A;7716;_Z
A;2616;_Z;2012;SOC_CONST;12.0;A;7859;_Z
A;2616;_Z;2012;SOC_CONST;4.0;A;6963;_Z
A;2616;_Z;2012;SOC_CONST;4.0;A;7888;_Z
A;2616;_Z;2012;SOC_CONST;2.0;A;7889;_Z
A;2616;_Z;2012;SOC_CONST;2.0;A;7958;_Z
A;2616;_Z;2012;SOC_CONST;1.0;A;8032;_Z
A;2616;_Z;2012;SOC_CONST;1.0;A;8080;_Z
A;2616;_Z;2012;SOC_CONST;1.0;A;8256;_Z
A;2616;_Z;2012;SOC_CONST;1.0;A;8094;_Z
A;2616;_Z;2012;SOC_CONST;1.0;A;303236;_Z
A;2616;_Z;2012;SOC_CONST;1.0;A;8165;_Z
A;2616;_Z;2012;SOC_CONST;2.0;A;8451;_Z
A;2616;_Z;2012;SOC_CONST;1.0;A;8345;_Z
A;2616;_Z;2012;SOC_CONST;1.0;A;8385;_Z
A;2616;_Z;2011;SOC_CONST;39.0;A;6949;_Z
A;2616;_Z;2011;SOC_CONST;4.0;A;7058;_Z
A;2616;_Z;2011;SOC_CONST;4.0;A;7605;_Z
A;2616;_Z;2011;SOC_CONST;3.0;A;7663;_Z
A;2616;_Z;2011;SOC_CONST;3.0;A;7714;_Z
A;2616;_Z;2011;SOC_CONST;9.0;A;7716;_Z
A;2616;_Z;2011;SOC_CONST;9.0;A;7859;_Z
A;2616;_Z;2011;SOC_CONST;5.0;A;6963;_Z
A;2616;_Z;2011;SOC_CONST;5.0;A;7888;_Z
A;2616;_Z;2011;SOC_CONST;6.0;A;7889;_Z
A;2616;_Z;2011;SOC_CONST;6.0;A;7958;_Z
A;2616;_Z;2011;SOC_CONST;4.0;A;8256;_Z
A;2616;_Z;2011;SOC_CONST;4.0;A;8094;_Z
A;2616;_Z;2011;SOC_CONST;4.0;A;303236;_Z
A;2616;_Z;2011;SOC_CONST;4.0;A;8165;_Z
A;2616;_Z;2011;SOC_CONST;1.0;A;8346;_Z
A;2616;_Z;2011;SOC_CONST;1.0;A;8255;_Z
A;2616;_Z;2011;SOC_CONST;3.0;A;8451;_Z
A;2616;_Z;2011;SOC_CONST;1.0;A;8385;_Z
A;2616;_Z;2011;SOC_CONST;2.0;A;8426;_Z
A;2616;_Z;2010;SOC_CONST;28.0;A;6949;_Z
A;2616;_Z;2010;SOC_CONST;2.0;A;7058;_Z
A;2616;_Z;2010;SOC_CONST;2.0;A;7605;_Z
A;2616;_Z;2010;SOC_CONST;2.0;A;7663;_Z
A;2616;_Z;2010;SOC_CONST;2.0;A;7714;_Z
A;2616;_Z;2010;SOC_CONST;11.0;A;7716;_Z
A;2616;_Z;2010;SOC_CONST;11.0;A;7859;_Z
A;2616;_Z;2010;SOC_CONST;4.0;A;6963;_Z
A;2616;_Z;2010;SOC_CONST;4.0;A;7888;_Z
A;2616;_Z;2010;SOC_CONST;2.0;A;7889;_Z
A;2616;_Z;2010;SOC_CONST;2.0;A;7958;_Z
A;2616;_Z;2010;SOC_CONST;2.0;A;8256;_Z
A;2616;_Z;2010;SOC_CONST;2.0;A;8094;_Z
A;2616;_Z;2010;SOC_CONST;2.0;A;303236;_Z
A;2616;_Z;2010;SOC_CONST;2.0;A;8165;_Z
A;2616;_Z;2010;SOC_CONST;1.0;A;8346;_Z
A;2616;_Z;2010;SOC_CONST;1.0;A;8255;_Z
A;2616;_Z;2010;SOC_CONST;2.0;A;8451;_Z
A;2616;_Z;2010;SOC_CONST;1.0;A;8345;_Z
A;2616;_Z;2010;SOC_CONST;1.0;A;8426;_Z
A;2616;_Z;2009;SOC_CONST;19.0;A;6949;_Z
A;2616;_Z;2009;SOC_CONST;1.0;A;7058;_Z
A;2616;_Z;2009;SOC_CONST;1.0;A;7605;_Z
A;2616;_Z;2009;SOC_CONST;5.0;A;7663;_Z
A;2616;_Z;2009;SOC_CONST;5.0;A;7714;_Z
A;2616;_Z;2009;SOC_CONST;3.0;A;7716;_Z
A;2616;_Z;2009;SOC_CONST;3.0;A;7859;_Z
A;2616;_Z;2009;SOC_CONST;2.0;A;6963;_Z
A;2616;_Z;2009;SOC_CONST;2.0;A;7888;_Z
A;2616;_Z;2009;SOC_CONST;1.0;A;7889;_Z
A;2616;_Z;2009;SOC_CONST;1.0;A;7958;_Z
A;2616;_Z;2009;SOC_CONST;1.0;A;303235;_Z
A;2616;_Z;2009;SOC_CONST;1.0;A;8031;_Z
A;2616;_Z;2009;SOC_CONST;2.0;A;8256;_Z
A;2616;_Z;2009;SOC_CONST;2.0;A;8094;_Z
A;2616;_Z;2009;SOC_CONST;1.0;A;303236;_Z
A;2616;_Z;2009;SOC_CONST;1.0;A;8165;_Z
A;2616;_Z;2009;SOC_CONST;1.0;A;8346;_Z
A;2616;_Z;2009;SOC_CONST;1.0;A;8255;_Z
A;2616;_Z;2009;SOC_CONST;2.0;A;8451;_Z
A;2616;_Z;2009;SOC_CONST;1.0;A;8303;_Z
A;2616;_Z;2009;SOC_CONST;1.0;A;8345;_Z
A;2617;_Z;2020;SOC_CONST;1.0;A;6949;_Z
A;2617;_Z;2020;SOC_CONST;1.0;A;7716;_Z
A;2617;_Z;2020;SOC_CONST;1.0;A;7859;_Z
A;2617;_Z;2016;SOC_CONST;1.0;A;6949;_Z
A;2617;_Z;2016;SOC_CONST;1.0;A;7058;_Z
A;2617;_Z;2016;SOC_CONST;1.0;A;7605;_Z
A;2617;_Z;2011;SOC_CONST;1.0;A;6949;_Z
A;2617;_Z;2011;SOC_CONST;1.0;A;7716;_Z
A;2617;_Z;2011;SOC_CONST;1.0;A;7859;_Z
A;2621;_Z;2020;SOC_CONST;1.0;A;6949;_Z
A;2621;_Z;2020;SOC_CONST;1.0;A;7058;_Z
A;2621;_Z;2020;SOC_CONST;1.0;A;7627;_Z
A;2621;_Z;2019;SOC_CONST;3.0;A;6949;_Z
A;2621;_Z;2019;SOC_CONST;2.0;A;7716;_Z
A;2621;_Z;2019;SOC_CONST;2.0;A;7859;_Z
A;2621;_Z;2019;SOC_CONST;1.0;A;8256;_Z
A;2621;_Z;2019;SOC_CONST;1.0;A;8094;_Z
A;2621;_Z;2018;SOC_CONST;3.0;A;6949;_Z
A;2621;_Z;2018;SOC_CONST;1.0;A;6981;_Z
A;2621;_Z;2018;SOC_CONST;1.0;A;7056;_Z
A;2621;_Z;2018;SOC_CONST;1.0;A;7058;_Z
A;2621;_Z;2018;SOC_CONST;1.0;A;7605;_Z
A;2621;_Z;2018;SOC_CONST;1.0;A;8256;_Z
A;2621;_Z;2018;SOC_CONST;1.0;A;8094;_Z
A;2621;_Z;2017;SOC_CONST;2.0;A;6949;_Z
A;2621;_Z;2017;SOC_CONST;1.0;A;6981;_Z
A;2621;_Z;2017;SOC_CONST;1.0;A;7056;_Z
A;2621;_Z;2017;SOC_CONST;1.0;A;6963;_Z
A;2621;_Z;2017;SOC_CONST;1.0;A;7888;_Z
A;2621;_Z;2016;SOC_CONST;2.0;A;6949;_Z
A;2621;_Z;2016;SOC_CONST;1.0;A;7058;_Z
A;2621;_Z;2016;SOC_CONST;1.0;A;7605;_Z
A;2621;_Z;2016;SOC_CONST;1.0;A;7663;_Z
A;2621;_Z;2016;SOC_CONST;1.0;A;7714;_Z
A;2621;_Z;2015;SOC_CONST;2.0;A;6949;_Z
A;2621;_Z;2015;SOC_CONST;2.0;A;7716;_Z
A;2621;_Z;2015;SOC_CONST;2.0;A;7859;_Z
A;2621;_Z;2014;SOC_CONST;6.0;A;6949;_Z
A;2621;_Z;2014;SOC_CONST;1.0;A;7058;_Z
A;2621;_Z;2014;SOC_CONST;1.0;A;7627;_Z
A;2621;_Z;2014;SOC_CONST;2.0;A;7663;_Z
A;2621;_Z;2014;SOC_CONST;2.0;A;7714;_Z
A;2621;_Z;2014;SOC_CONST;3.0;A;7716;_Z
A;2621;_Z;2014;SOC_CONST;3.0;A;7859;_Z
A;2621;_Z;2013;SOC_CONST;5.0;A;6949;_Z
A;2621;_Z;2013;SOC_CONST;1.0;A;6981;_Z
A;2621;_Z;2013;SOC_CONST;1.0;A;7056;_Z
A;2621;_Z;2013;SOC_CONST;1.0;A;7663;_Z
A;2621;_Z;2013;SOC_CONST;1.0;A;7714;_Z
A;2621;_Z;2013;SOC_CONST;3.0;A;7716;_Z
A;2621;_Z;2013;SOC_CONST;3.0;A;7859;_Z
A;2621;_Z;2012;SOC_CONST;3.0;A;6949;_Z
A;2621;_Z;2012;SOC_CONST;2.0;A;7058;_Z
A;2621;_Z;2012;SOC_CONST;1.0;A;7627;_Z
A;2621;_Z;2012;SOC_CONST;1.0;A;7661;_Z
A;2621;_Z;2012;SOC_CONST;1.0;A;6963;_Z
A;2621;_Z;2012;SOC_CONST;1.0;A;7888;_Z
A;2621;_Z;2011;SOC_CONST;6.0;A;6949;_Z
A;2621;_Z;2011;SOC_CONST;1.0;A;7058;_Z
A;2621;_Z;2011;SOC_CONST;1.0;A;7627;_Z
A;2621;_Z;2011;SOC_CONST;2.0;A;7716;_Z
A;2621;_Z;2011;SOC_CONST;2.0;A;7859;_Z
A;2621;_Z;2011;SOC_CONST;1.0;A;7889;_Z
A;2621;_Z;2011;SOC_CONST;1.0;A;7958;_Z
A;2621;_Z;2011;SOC_CONST;1.0;A;303235;_Z
A;2621;_Z;2011;SOC_CONST;1.0;A;8031;_Z
A;2621;_Z;2011;SOC_CONST;1.0;A;8346;_Z
A;2621;_Z;2011;SOC_CONST;1.0;A;8255;_Z
A;2621;_Z;2010;SOC_CONST;3.0;A;6949;_Z
A;2621;_Z;2010;SOC_CONST;1.0;A;6981;_Z
A;2621;_Z;2010;SOC_CONST;1.0;A;7056;_Z
A;2621;_Z;2010;SOC_CONST;1.0;A;7058;_Z
