D_TEMPORAL_0;D_CNAE09_0;D_TERRITORIO_0;D_EPD_TAMANOEMPRESA_0;INDICATOR;OBS_VALUE;FREQ
2019;6949;3143;38434;% de empresas que utilizan software de código abierto según tipología: Software de seguridad, plataformas de aprendizaje, servidores de correo electrónico (b);;A
2020;6949;3143;38434;% de empresas que utilizan software de código abierto según tipología: Software de seguridad, plataformas de aprendizaje, servidores de correo electrónico (b);;A
2021;6949;3143;38434;% de empresas que utilizan software de código abierto según tipología: Software de seguridad, plataformas de aprendizaje, servidores de correo electrónico (b);31.87560047260294;A
2009;6949;3143;38434;% de empresas que utilizan software de código abierto según tipología: Software de seguridad, plataformas de aprendizaje, servidores de correo electrónico...;;A
2010;6949;3143;38434;% de empresas que utilizan software de código abierto según tipología: Software de seguridad, plataformas de aprendizaje, servidores de correo electrónico...;;A
2011;6949;3143;38434;% de empresas que utilizan software de código abierto según tipología: Software de seguridad, plataformas de aprendizaje, servidores de correo electrónico...;14.452948735773754;A
2012;6949;3143;38434;% de empresas que utilizan software de código abierto según tipología: Software de seguridad, plataformas de aprendizaje, servidores de correo electrónico...;16.633334995810234;A
2013;6949;3143;38434;% de empresas que utilizan software de código abierto según tipología: Software de seguridad, plataformas de aprendizaje, servidores de correo electrónico...;14.364467015642221;A
2014;6949;3143;38434;% de empresas que utilizan software de código abierto según tipología: Software de seguridad, plataformas de aprendizaje, servidores de correo electrónico...;15.912481662973251;A
2015;6949;3143;38434;% de empresas que utilizan software de código abierto según tipología: Software de seguridad, plataformas de aprendizaje, servidores de correo electrónico...;17.755109261357813;A
2016;6949;3143;38434;% de empresas que utilizan software de código abierto según tipología: Software de seguridad, plataformas de aprendizaje, servidores de correo electrónico...;24.726926879550675;A
2017;6949;3143;38434;% de empresas que utilizan software de código abierto según tipología: Software de seguridad, plataformas de aprendizaje, servidores de correo electrónico...;18.826886866600518;A
2018;6949;3143;38434;% de empresas que utilizan software de código abierto según tipología: Software de seguridad, plataformas de aprendizaje, servidores de correo electrónico...;21.839378647533554;A
2019;6949;3143;38434;% de empresas que utilizan software de código abierto según tipología: Software de seguridad, plataformas de aprendizaje, servidores de correo electrónico...;;A
2020;6949;3143;38434;% de empresas que utilizan software de código abierto según tipología: Software de seguridad, plataformas de aprendizaje, servidores de correo electrónico...;;A
2021;6949;3143;38434;% de empresas que utilizan software de código abierto según tipología: Software de seguridad, plataformas de aprendizaje, servidores de correo electrónico...;20.888883944553584;A
2009;6949;3143;38434;% de empresas que no usan software de código abierto por desconocimiento de soluciones y falta de referencias sobre productos de software libre (a);;A
2010;6949;3143;38434;% de empresas que no usan software de código abierto por desconocimiento de soluciones y falta de referencias sobre productos de software libre (a);;A
2011;6949;3143;38434;% de empresas que no usan software de código abierto por desconocimiento de soluciones y falta de referencias sobre productos de software libre (a);;A
2012;6949;3143;38434;% de empresas que no usan software de código abierto por desconocimiento de soluciones y falta de referencias sobre productos de software libre (a);;A
2013;6949;3143;38434;% de empresas que no usan software de código abierto por desconocimiento de soluciones y falta de referencias sobre productos de software libre (a);26.82420468937566;A
2014;6949;3143;38434;% de empresas que no usan software de código abierto por desconocimiento de soluciones y falta de referencias sobre productos de software libre (a);53.953619026811076;A
2015;6949;3143;38434;% de empresas que no usan software de código abierto por desconocimiento de soluciones y falta de referencias sobre productos de software libre (a);51.06604042710167;A
2016;6949;3143;38434;% de empresas que no usan software de código abierto por desconocimiento de soluciones y falta de referencias sobre productos de software libre (a);11.090651421833202;A
2017;6949;3143;38434;% de empresas que no usan software de código abierto por desconocimiento de soluciones y falta de referencias sobre productos de software libre (a);10.511807825722794;A
2018;6949;3143;38434;% de empresas que no usan software de código abierto por desconocimiento de soluciones y falta de referencias sobre productos de software libre (a);;A
2019;6949;3143;38434;% de empresas que no usan software de código abierto por desconocimiento de soluciones y falta de referencias sobre productos de software libre (a);;A
2020;6949;3143;38434;% de empresas que no usan software de código abierto por desconocimiento de soluciones y falta de referencias sobre productos de software libre (a);;A
2021;6949;3143;38434;% de empresas que no usan software de código abierto por desconocimiento de soluciones y falta de referencias sobre productos de software libre (a);;A
2009;6949;3143;38434;% de empresas que no usan software de código abierto por los problemas que puede conllevar la migración (a);;A
2010;6949;3143;38434;% de empresas que no usan software de código abierto por los problemas que puede conllevar la migración (a);;A
2011;6949;3143;38434;% de empresas que no usan software de código abierto por los problemas que puede conllevar la migración (a);;A
2012;6949;3143;38434;% de empresas que no usan software de código abierto por los problemas que puede conllevar la migración (a);;A
2013;6949;3143;38434;% de empresas que no usan software de código abierto por los problemas que puede conllevar la migración (a);12.496268598035362;A
2014;6949;3143;38434;% de empresas que no usan software de código abierto por los problemas que puede conllevar la migración (a);34.577546115671524;A
2015;6949;3143;38434;% de empresas que no usan software de código abierto por los problemas que puede conllevar la migración (a);31.822339511386733;A
2016;6949;3143;38434;% de empresas que no usan software de código abierto por los problemas que puede conllevar la migración (a);6.622446723111869;A
2017;6949;3143;38434;% de empresas que no usan software de código abierto por los problemas que puede conllevar la migración (a);6.786773563926829;A
2018;6949;3143;38434;% de empresas que no usan software de código abierto por los problemas que puede conllevar la migración (a);;A
2019;6949;3143;38434;% de empresas que no usan software de código abierto por los problemas que puede conllevar la migración (a);;A
2020;6949;3143;38434;% de empresas que no usan software de código abierto por los problemas que puede conllevar la migración (a);;A
2021;6949;3143;38434;% de empresas que no usan software de código abierto por los problemas que puede conllevar la migración (a);;A
2009;6949;3143;38434;% de empresas que no usan software de código abierto por la inercia del mercado (a);;A
2010;6949;3143;38434;% de empresas que no usan software de código abierto por la inercia del mercado (a);;A
2011;6949;3143;38434;% de empresas que no usan software de código abierto por la inercia del mercado (a);;A
2012;6949;3143;38434;% de empresas que no usan software de código abierto por la inercia del mercado (a);;A
2013;6949;3143;38434;% de empresas que no usan software de código abierto por la inercia del mercado (a);13.106138832980928;A
2014;6949;3143;38434;% de empresas que no usan software de código abierto por la inercia del mercado (a);31.36333843128687;A
2015;6949;3143;38434;% de empresas que no usan software de código abierto por la inercia del mercado (a);29.943110025555704;A
2016;6949;3143;38434;% de empresas que no usan software de código abierto por la inercia del mercado (a);6.85556470538807;A
2017;6949;3143;38434;% de empresas que no usan software de código abierto por la inercia del mercado (a);7.114856999307237;A
2018;6949;3143;38434;% de empresas que no usan software de código abierto por la inercia del mercado (a);;A
2019;6949;3143;38434;% de empresas que no usan software de código abierto por la inercia del mercado (a);;A
2020;6949;3143;38434;% de empresas que no usan software de código abierto por la inercia del mercado (a);;A
2021;6949;3143;38434;% de empresas que no usan software de código abierto por la inercia del mercado (a);;A
2009;6949;3143;38434;% de empresas que no usan software de código abierto por la percepción de falta de calidad de este tipo de soluciones (a);;A
2010;6949;3143;38434;% de empresas que no usan software de código abierto por la percepción de falta de calidad de este tipo de soluciones (a);;A
2011;6949;3143;38434;% de empresas que no usan software de código abierto por la percepción de falta de calidad de este tipo de soluciones (a);;A
2012;6949;3143;38434;% de empresas que no usan software de código abierto por la percepción de falta de calidad de este tipo de soluciones (a);;A
2013;6949;3143;38434;% de empresas que no usan software de código abierto por la percepción de falta de calidad de este tipo de soluciones (a);9.934860291516705;A
2014;6949;3143;38434;% de empresas que no usan software de código abierto por la percepción de falta de calidad de este tipo de soluciones (a);23.77165329754362;A
2015;6949;3143;38434;% de empresas que no usan software de código abierto por la percepción de falta de calidad de este tipo de soluciones (a);31.83973721105845;A
2016;6949;3143;38434;% de empresas que no usan software de código abierto por la percepción de falta de calidad de este tipo de soluciones (a);5.9628712783619235;A
2017;6949;3143;38434;% de empresas que no usan software de código abierto por la percepción de falta de calidad de este tipo de soluciones (a);6.234832327510608;A
2018;6949;3143;38434;% de empresas que no usan software de código abierto por la percepción de falta de calidad de este tipo de soluciones (a);;A
2019;6949;3143;38434;% de empresas que no usan software de código abierto por la percepción de falta de calidad de este tipo de soluciones (a);;A
2020;6949;3143;38434;% de empresas que no usan software de código abierto por la percepción de falta de calidad de este tipo de soluciones (a);;A
2021;6949;3143;38434;% de empresas que no usan software de código abierto por la percepción de falta de calidad de este tipo de soluciones (a);;A
2009;6949;3143;38434;% de empresas que no usan software de código abierto por falta de apoyo o desconocimiento del mismo por parte de organismos públicos a las empresas para la adopción de software libre (a);;A
2010;6949;3143;38434;% de empresas que no usan software de código abierto por falta de apoyo o desconocimiento del mismo por parte de organismos públicos a las empresas para la adopción de software libre (a);;A
2011;6949;3143;38434;% de empresas que no usan software de código abierto por falta de apoyo o desconocimiento del mismo por parte de organismos públicos a las empresas para la adopción de software libre (a);;A
2012;6949;3143;38434;% de empresas que no usan software de código abierto por falta de apoyo o desconocimiento del mismo por parte de organismos públicos a las empresas para la adopción de software libre (a);;A
2013;6949;3143;38434;% de empresas que no usan software de código abierto por falta de apoyo o desconocimiento del mismo por parte de organismos públicos a las empresas para la adopción de software libre (a);16.46139102432634;A
2014;6949;3143;38434;% de empresas que no usan software de código abierto por falta de apoyo o desconocimiento del mismo por parte de organismos públicos a las empresas para la adopción de software libre (a);48.80114860014358;A
2015;6949;3143;38434;% de empresas que no usan software de código abierto por falta de apoyo o desconocimiento del mismo por parte de organismos públicos a las empresas para la adopción de software libre (a);47.66021476382209;A
2016;6949;3143;38434;% de empresas que no usan software de código abierto por falta de apoyo o desconocimiento del mismo por parte de organismos públicos a las empresas para la adopción de software libre (a);9.059541530595208;A
2017;6949;3143;38434;% de empresas que no usan software de código abierto por falta de apoyo o desconocimiento del mismo por parte de organismos públicos a las empresas para la adopción de software libre (a);6.844430996659412;A
2018;6949;3143;38434;% de empresas que no usan software de código abierto por falta de apoyo o desconocimiento del mismo por parte de organismos públicos a las empresas para la adopción de software libre (a);;A
2019;6949;3143;38434;% de empresas que no usan software de código abierto por falta de apoyo o desconocimiento del mismo por parte de organismos públicos a las empresas para la adopción de software libre (a);;A
2020;6949;3143;38434;% de empresas que no usan software de código abierto por falta de apoyo o desconocimiento del mismo por parte de organismos públicos a las empresas para la adopción de software libre (a);;A
2021;6949;3143;38434;% de empresas que no usan software de código abierto por falta de apoyo o desconocimiento del mismo por parte de organismos públicos a las empresas para la adopción de software libre (a);;A
2009;6949;3143;38434;% de empresas que no usan software de código abierto por otros motivos (a);;A
2010;6949;3143;38434;% de empresas que no usan software de código abierto por otros motivos (a);;A
2011;6949;3143;38434;% de empresas que no usan software de código abierto por otros motivos (a);;A
2012;6949;3143;38434;% de empresas que no usan software de código abierto por otros motivos (a);;A
2013;6949;3143;38434;% de empresas que no usan software de código abierto por otros motivos (a);10.416902770657092;A
2014;6949;3143;38434;% de empresas que no usan software de código abierto por otros motivos (a);12.027841068697525;A
2015;6949;3143;38434;% de empresas que no usan software de código abierto por otros motivos (a);8.299903380627693;A
2016;6949;3143;38434;% de empresas que no usan software de código abierto por otros motivos (a);7.285697494058363;A
2017;6949;3143;38434;% de empresas que no usan software de código abierto por otros motivos (a);8.600060977978803;A
2018;6949;3143;38434;% de empresas que no usan software de código abierto por otros motivos (a);;A
2019;6949;3143;38434;% de empresas que no usan software de código abierto por otros motivos (a);;A
2020;6949;3143;38434;% de empresas que no usan software de código abierto por otros motivos (a);;A
2021;6949;3143;38434;% de empresas que no usan software de código abierto por otros motivos (a);;A
