D_TEMPORAL_0;D_CNAE09_0;D_TERRITORIO_0;D_EPD_TAMANOEMPRESA_0;INDICATOR;OBS_VALUE;FREQ
2013;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Como plataforma de comunicación (email, VoIP...) (a);84.02792121820526;A
2014;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Como plataforma de comunicación (email, VoIP...) (a);81.21267222889176;A
2015;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Como plataforma de comunicación (email, VoIP...) (a);;A
2016;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Como plataforma de comunicación (email, VoIP...) (a);;A
2017;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Como plataforma de comunicación (email, VoIP...) (a);;A
2018;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Como plataforma de comunicación (email, VoIP...) (a);;A
2019;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Como plataforma de comunicación (email, VoIP...) (a);;A
2020;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Como plataforma de comunicación (email, VoIP...) (a);;A
2021;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Como plataforma de comunicación (email, VoIP...) (a);;A
2009;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas de conectividad;;A
2010;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas de conectividad;;A
2011;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas de conectividad;;A
2012;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas de conectividad;11.589317783901748;A
2013;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas de conectividad;;A
2014;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas de conectividad;;A
2015;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas de conectividad;;A
2016;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas de conectividad;;A
2017;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas de conectividad;;A
2018;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas de conectividad;;A
2019;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas de conectividad;;A
2020;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas de conectividad;;A
2021;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas de conectividad;;A
2009;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Costes elevados en la contratación o el uso de Internet mediante telefonía móvil;;A
2010;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Costes elevados en la contratación o el uso de Internet mediante telefonía móvil;;A
2011;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Costes elevados en la contratación o el uso de Internet mediante telefonía móvil;;A
2012;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Costes elevados en la contratación o el uso de Internet mediante telefonía móvil;18.14411310779204;A
2013;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Costes elevados en la contratación o el uso de Internet mediante telefonía móvil;;A
2014;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Costes elevados en la contratación o el uso de Internet mediante telefonía móvil;;A
2015;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Costes elevados en la contratación o el uso de Internet mediante telefonía móvil;;A
2016;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Costes elevados en la contratación o el uso de Internet mediante telefonía móvil;;A
2017;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Costes elevados en la contratación o el uso de Internet mediante telefonía móvil;;A
2018;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Costes elevados en la contratación o el uso de Internet mediante telefonía móvil;;A
2019;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Costes elevados en la contratación o el uso de Internet mediante telefonía móvil;;A
2020;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Costes elevados en la contratación o el uso de Internet mediante telefonía móvil;;A
2021;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Costes elevados en la contratación o el uso de Internet mediante telefonía móvil;;A
2009;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas relacionados con la seguridad (revelación, destrucción o corrupción de la información);;A
2010;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas relacionados con la seguridad (revelación, destrucción o corrupción de la información);;A
2011;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas relacionados con la seguridad (revelación, destrucción o corrupción de la información);;A
2012;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas relacionados con la seguridad (revelación, destrucción o corrupción de la información);5.817755270844348;A
2013;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas relacionados con la seguridad (revelación, destrucción o corrupción de la información);;A
2014;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas relacionados con la seguridad (revelación, destrucción o corrupción de la información);;A
2015;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas relacionados con la seguridad (revelación, destrucción o corrupción de la información);;A
2016;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas relacionados con la seguridad (revelación, destrucción o corrupción de la información);;A
2017;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas relacionados con la seguridad (revelación, destrucción o corrupción de la información);;A
2018;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas relacionados con la seguridad (revelación, destrucción o corrupción de la información);;A
2019;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas relacionados con la seguridad (revelación, destrucción o corrupción de la información);;A
2020;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas relacionados con la seguridad (revelación, destrucción o corrupción de la información);;A
2021;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas relacionados con la seguridad (revelación, destrucción o corrupción de la información);;A
2009;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas técnicos o elevados costes en la integración de la conexión móvil a Internet en los programas utilizados en la empresa;;A
2010;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas técnicos o elevados costes en la integración de la conexión móvil a Internet en los programas utilizados en la empresa;;A
2011;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas técnicos o elevados costes en la integración de la conexión móvil a Internet en los programas utilizados en la empresa;;A
2012;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas técnicos o elevados costes en la integración de la conexión móvil a Internet en los programas utilizados en la empresa;7.217785250380443;A
2013;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas técnicos o elevados costes en la integración de la conexión móvil a Internet en los programas utilizados en la empresa;;A
2014;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas técnicos o elevados costes en la integración de la conexión móvil a Internet en los programas utilizados en la empresa;;A
2015;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas técnicos o elevados costes en la integración de la conexión móvil a Internet en los programas utilizados en la empresa;;A
2016;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas técnicos o elevados costes en la integración de la conexión móvil a Internet en los programas utilizados en la empresa;;A
2017;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas técnicos o elevados costes en la integración de la conexión móvil a Internet en los programas utilizados en la empresa;;A
2018;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas técnicos o elevados costes en la integración de la conexión móvil a Internet en los programas utilizados en la empresa;;A
2019;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas técnicos o elevados costes en la integración de la conexión móvil a Internet en los programas utilizados en la empresa;;A
2020;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas técnicos o elevados costes en la integración de la conexión móvil a Internet en los programas utilizados en la empresa;;A
2021;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Problemas técnicos o elevados costes en la integración de la conexión móvil a Internet en los programas utilizados en la empresa;;A
2009;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Otros problemas;;A
2010;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Otros problemas;;A
2011;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Otros problemas;;A
2012;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Otros problemas;6.3619852142242515;A
2013;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Otros problemas;;A
2014;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Otros problemas;;A
2015;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Otros problemas;;A
2016;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Otros problemas;;A
2017;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Otros problemas;;A
2018;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Otros problemas;;A
2019;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Otros problemas;;A
2020;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Otros problemas;;A
2021;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Otros problemas;;A
2009;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Limitada o nula necesidad de una conexión móvil a Internet para uso empresarial;;A
2010;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Limitada o nula necesidad de una conexión móvil a Internet para uso empresarial;;A
2011;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Limitada o nula necesidad de una conexión móvil a Internet para uso empresarial;;A
2012;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Limitada o nula necesidad de una conexión móvil a Internet para uso empresarial;42.57327861399397;A
2013;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Limitada o nula necesidad de una conexión móvil a Internet para uso empresarial;;A
2014;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Limitada o nula necesidad de una conexión móvil a Internet para uso empresarial;;A
2015;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Limitada o nula necesidad de una conexión móvil a Internet para uso empresarial;;A
2016;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Limitada o nula necesidad de una conexión móvil a Internet para uso empresarial;;A
2017;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Limitada o nula necesidad de una conexión móvil a Internet para uso empresarial;;A
2018;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Limitada o nula necesidad de una conexión móvil a Internet para uso empresarial;;A
2019;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Limitada o nula necesidad de una conexión móvil a Internet para uso empresarial;;A
2020;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Limitada o nula necesidad de una conexión móvil a Internet para uso empresarial;;A
2021;6949;3143;38434;% de empresas que consideró que alguno de los siguientes obstáculos limitó o impidió el uso de conexión móvil a Internet: Limitada o nula necesidad de una conexión móvil a Internet para uso empresarial;;A
2009;6949;3143;38434;%de empresas que tienen un servicio de chat para los contactos con los clientes (a);;A
2010;6949;3143;38434;%de empresas que tienen un servicio de chat para los contactos con los clientes (a);;A
2011;6949;3143;38434;%de empresas que tienen un servicio de chat para los contactos con los clientes (a);;A
2012;6949;3143;38434;%de empresas que tienen un servicio de chat para los contactos con los clientes (a);;A
2013;6949;3143;38434;%de empresas que tienen un servicio de chat para los contactos con los clientes (a);;A
2014;6949;3143;38434;%de empresas que tienen un servicio de chat para los contactos con los clientes (a);;A
2015;6949;3143;38434;%de empresas que tienen un servicio de chat para los contactos con los clientes (a);;A
2016;6949;3143;38434;%de empresas que tienen un servicio de chat para los contactos con los clientes (a);;A
2017;6949;3143;38434;%de empresas que tienen un servicio de chat para los contactos con los clientes (a);;A
2018;6949;3143;38434;%de empresas que tienen un servicio de chat para los contactos con los clientes (a);;A
2019;6949;3143;38434;%de empresas que tienen un servicio de chat para los contactos con los clientes (a);;A
2020;6949;3143;38434;%de empresas que tienen un servicio de chat para los contactos con los clientes (a);6.39305832595942;A
2021;6949;3143;38434;%de empresas que tienen un servicio de chat para los contactos con los clientes (a);;A
2009;6949;3143;38434;%de empresas que tienen un servicio de chat donde una persona contesta a los clientes (a);;A
2010;6949;3143;38434;%de empresas que tienen un servicio de chat donde una persona contesta a los clientes (a);;A
2011;6949;3143;38434;%de empresas que tienen un servicio de chat donde una persona contesta a los clientes (a);;A
2012;6949;3143;38434;%de empresas que tienen un servicio de chat donde una persona contesta a los clientes (a);;A
2013;6949;3143;38434;%de empresas que tienen un servicio de chat donde una persona contesta a los clientes (a);;A
2014;6949;3143;38434;%de empresas que tienen un servicio de chat donde una persona contesta a los clientes (a);;A
2015;6949;3143;38434;%de empresas que tienen un servicio de chat donde una persona contesta a los clientes (a);;A
2016;6949;3143;38434;%de empresas que tienen un servicio de chat donde una persona contesta a los clientes (a);;A
2017;6949;3143;38434;%de empresas que tienen un servicio de chat donde una persona contesta a los clientes (a);;A
2018;6949;3143;38434;%de empresas que tienen un servicio de chat donde una persona contesta a los clientes (a);;A
2019;6949;3143;38434;%de empresas que tienen un servicio de chat donde una persona contesta a los clientes (a);;A
2020;6949;3143;38434;%de empresas que tienen un servicio de chat donde una persona contesta a los clientes (a);6.351379685575351;A
2021;6949;3143;38434;%de empresas que tienen un servicio de chat donde una persona contesta a los clientes (a);;A
2009;6949;3143;38434;%de empresas que tienen un chatbot o agente virtual que contesta a los clientes (a);;A
2010;6949;3143;38434;%de empresas que tienen un chatbot o agente virtual que contesta a los clientes (a);;A
2011;6949;3143;38434;%de empresas que tienen un chatbot o agente virtual que contesta a los clientes (a);;A
2012;6949;3143;38434;%de empresas que tienen un chatbot o agente virtual que contesta a los clientes (a);;A
2013;6949;3143;38434;%de empresas que tienen un chatbot o agente virtual que contesta a los clientes (a);;A
2014;6949;3143;38434;%de empresas que tienen un chatbot o agente virtual que contesta a los clientes (a);;A
2015;6949;3143;38434;%de empresas que tienen un chatbot o agente virtual que contesta a los clientes (a);;A
2016;6949;3143;38434;%de empresas que tienen un chatbot o agente virtual que contesta a los clientes (a);;A
2017;6949;3143;38434;%de empresas que tienen un chatbot o agente virtual que contesta a los clientes (a);;A
2018;6949;3143;38434;%de empresas que tienen un chatbot o agente virtual que contesta a los clientes (a);;A
2019;6949;3143;38434;%de empresas que tienen un chatbot o agente virtual que contesta a los clientes (a);;A
2020;6949;3143;38434;%de empresas que tienen un chatbot o agente virtual que contesta a los clientes (a);0.1445895539602492;A
2021;6949;3143;38434;%de empresas que tienen un chatbot o agente virtual que contesta a los clientes (a);;A
