ESTADO_DATO;TERRITORIO;RESITUR;TEMPORAL;INDICATOR;OBS_VALUE;FREQ;PARQUES_TURISMO;PUNTOS_TURISTICOS
A;ES617;55547;2020;VIAJEROS;1060.198753929;A;_Z;_Z
A;ES617;55548;2014;VIAJEROS;1814.4592501;A;_Z;_Z
A;ES617;55548;2015;VIAJEROS;2244.2478214;A;_Z;_Z
A;ES617;55548;2016;VIAJEROS;2333.8030492;A;_Z;_Z
A;ES617;55548;2017;VIAJEROS;2692.7443957;A;_Z;_Z
A;ES617;55548;2018;VIAJEROS;2875.4596022;A;_Z;_Z
A;ES617;55548;2019;VIAJEROS;3198.41649954;A;_Z;_Z
A;ES617;55548;2020;VIAJEROS;896.929965678;A;_Z;_Z
A;ES617;55549;2014;VIAJEROS;5061.3092496;A;_Z;_Z
A;ES617;55549;2015;VIAJEROS;5634.9881401;A;_Z;_Z
A;ES617;55549;2016;VIAJEROS;5423.9740037;A;_Z;_Z
A;ES617;55549;2017;VIAJEROS;8016.9067932;A;_Z;_Z
A;ES617;55549;2018;VIAJEROS;7877.1386921;A;_Z;_Z
A;ES617;55549;2019;VIAJEROS;10077.328584255;A;_Z;_Z
A;ES617;55549;2020;VIAJEROS;3727.02007322;A;_Z;_Z
A;ES617;55550;2014;VIAJEROS;5881.5330808;A;_Z;_Z
A;ES617;55550;2015;VIAJEROS;6013.9711749;A;_Z;_Z
A;ES617;55550;2016;VIAJEROS;8561.7505008;A;_Z;_Z
A;ES617;55550;2017;VIAJEROS;11911.711912;A;_Z;_Z
A;ES617;55550;2018;VIAJEROS;11518.604393;A;_Z;_Z
A;ES617;55550;2019;VIAJEROS;12733.372074707;A;_Z;_Z
A;ES617;55550;2020;VIAJEROS;5672.866472243;A;_Z;_Z
A;ES617;55551;2014;VIAJEROS;8659.0372905;A;_Z;_Z
A;ES617;55551;2015;VIAJEROS;9461.1163861;A;_Z;_Z
A;ES617;55551;2016;VIAJEROS;10792.884339;A;_Z;_Z
A;ES617;55551;2017;VIAJEROS;13847.065732;A;_Z;_Z
A;ES617;55551;2018;VIAJEROS;14552.256935;A;_Z;_Z
A;ES617;55551;2019;VIAJEROS;20822.524683164;A;_Z;_Z
A;ES617;55551;2020;VIAJEROS;6475.515439257;A;_Z;_Z
A;ES617;55552;2014;VIAJEROS;5754.522068;A;_Z;_Z
A;ES617;55552;2015;VIAJEROS;5229.3625998;A;_Z;_Z
A;ES617;55552;2016;VIAJEROS;5825.9341419;A;_Z;_Z
A;ES617;55552;2017;VIAJEROS;9970.8183063;A;_Z;_Z
A;ES617;55552;2018;VIAJEROS;11735.570375;A;_Z;_Z
A;ES617;55552;2019;VIAJEROS;12940.237259436;A;_Z;_Z
A;ES617;55552;2020;VIAJEROS;6609.021383986;A;_Z;_Z
A;ES617;55553;2014;VIAJEROS;4825.6738592;A;_Z;_Z
A;ES617;55553;2015;VIAJEROS;6006.9522814;A;_Z;_Z
A;ES617;55553;2016;VIAJEROS;7329.0430667;A;_Z;_Z
A;ES617;55553;2017;VIAJEROS;9354.2664313;A;_Z;_Z
A;ES617;55553;2018;VIAJEROS;9214.7812594;A;_Z;_Z
A;ES617;55553;2019;VIAJEROS;10490.169250857;A;_Z;_Z
A;ES617;55553;2020;VIAJEROS;4201.688043462;A;_Z;_Z
A;ES617;55554;2014;VIAJEROS;3110.5691555;A;_Z;_Z
A;ES617;55554;2015;VIAJEROS;3270.8917406;A;_Z;_Z
A;ES617;55554;2016;VIAJEROS;4052.6503445;A;_Z;_Z
A;ES617;55554;2017;VIAJEROS;5329.0411587;A;_Z;_Z
A;ES617;55554;2018;VIAJEROS;5358.6523831;A;_Z;_Z
A;ES617;55554;2019;VIAJEROS;7526.386141747;A;_Z;_Z
A;ES617;55554;2020;VIAJEROS;8393.212147999;A;_Z;_Z
A;ES617;55555;2014;VIAJEROS;44751.621218;A;_Z;_Z
A;ES617;55555;2015;VIAJEROS;45136.345957;A;_Z;_Z
A;ES617;55555;2016;VIAJEROS;55074.121254;A;_Z;_Z
A;ES617;55555;2017;VIAJEROS;84464.804598;A;_Z;_Z
A;ES617;55555;2018;VIAJEROS;67730.358277;A;_Z;_Z
A;ES617;55555;2019;VIAJEROS;90444.748795913;A;_Z;_Z
A;ES617;55555;2020;VIAJEROS;40924.877749929;A;_Z;_Z
A;ES617;55556;2014;VIAJEROS;2166.9246229;A;_Z;_Z
A;ES617;55556;2015;VIAJEROS;3015.5365565;A;_Z;_Z
A;ES617;55556;2016;VIAJEROS;4044.9373321;A;_Z;_Z
A;ES617;55556;2017;VIAJEROS;7116.0334694;A;_Z;_Z
A;ES617;55556;2018;VIAJEROS;7582.3916102;A;_Z;_Z
A;ES617;55556;2019;VIAJEROS;9190.348453706;A;_Z;_Z
A;ES617;55556;2020;VIAJEROS;2974.092781698;A;_Z;_Z
A;ES617;55557;2014;VIAJEROS;1218.8863023;A;_Z;_Z
A;ES617;55557;2015;VIAJEROS;1439.8165442;A;_Z;_Z
A;ES617;55557;2016;VIAJEROS;1603.7000695;A;_Z;_Z
A;ES617;55557;2017;VIAJEROS;1576.3744066;A;_Z;_Z
A;ES617;55557;2018;VIAJEROS;1619.5215665;A;_Z;_Z
A;ES617;55557;2019;VIAJEROS;1877.298185773;A;_Z;_Z
A;ES617;55557;2020;VIAJEROS;508.767940886;A;_Z;_Z
A;ES617;55558;2014;VIAJEROS;4850.6521531;A;_Z;_Z
A;ES617;55558;2015;VIAJEROS;8963.2406909;A;_Z;_Z
A;ES617;55558;2016;VIAJEROS;7535.2691003;A;_Z;_Z
A;ES617;55558;2017;VIAJEROS;6977.1638138;A;_Z;_Z
A;ES617;55558;2018;VIAJEROS;7016.1442841;A;_Z;_Z
A;ES617;55558;2019;VIAJEROS;9959.218090695;A;_Z;_Z
A;ES617;55558;2020;VIAJEROS;7598.809476457;A;_Z;_Z
A;ES617;55559;2014;VIAJEROS;1213.0297566;A;_Z;_Z
A;ES617;55559;2015;VIAJEROS;1623.7109221;A;_Z;_Z
A;ES617;55559;2016;VIAJEROS;940.55928796;A;_Z;_Z
A;ES617;55559;2017;VIAJEROS;858.29418774;A;_Z;_Z
A;ES617;55559;2018;VIAJEROS;1030.6753655;A;_Z;_Z
A;ES617;55559;2019;VIAJEROS;992.788924429;A;_Z;_Z
A;ES617;55559;2020;VIAJEROS;700.566921764;A;_Z;_Z
A;ES617;55544;2014;VIAJEROS;2364.0469101;A;_Z;_Z
A;ES617;55544;2015;VIAJEROS;2640.992869;A;_Z;_Z
A;ES617;55544;2016;VIAJEROS;1992.5573276;A;_Z;_Z
A;ES617;55544;2017;VIAJEROS;3211.8130088;A;_Z;_Z
A;ES617;55544;2018;VIAJEROS;3121.4915321;A;_Z;_Z
A;ES617;55544;2019;VIAJEROS;4161.960785821;A;_Z;_Z
A;ES617;55544;2020;VIAJEROS;2876.74249826;A;_Z;_Z
A;ES617;55561;2014;VIAJEROS;1941.7353457;A;_Z;_Z
A;ES617;55561;2015;VIAJEROS;2169.7617995;A;_Z;_Z
A;ES617;55561;2016;VIAJEROS;2949.6263815;A;_Z;_Z
A;ES617;55561;2017;VIAJEROS;2375.8110635;A;_Z;_Z
A;ES617;55561;2018;VIAJEROS;2982.2511397;A;_Z;_Z
A;ES617;55561;2019;VIAJEROS;3775.61007319;A;_Z;_Z
A;ES617;55561;2020;VIAJEROS;1543.772851371;A;_Z;_Z
A;ES617;55562;2014;VIAJEROS;948.8162104;A;_Z;_Z
A;ES617;55562;2015;VIAJEROS;1032.3926257;A;_Z;_Z
A;ES617;55562;2016;VIAJEROS;1419.7503023;A;_Z;_Z
A;ES617;55562;2017;VIAJEROS;1899.7531985;A;_Z;_Z
A;ES617;55562;2018;VIAJEROS;2190.3946482;A;_Z;_Z
A;ES617;55562;2019;VIAJEROS;2275.664853735;A;_Z;_Z
A;ES617;55562;2020;VIAJEROS;993.218606939;A;_Z;_Z
A;ES618;55564;2014;VIAJEROS;103641.9396871;A;_Z;_Z
A;ES618;55564;2015;VIAJEROS;113598.83250777;A;_Z;_Z
A;ES618;55564;2016;VIAJEROS;150422.5608983;A;_Z;_Z
A;ES618;55564;2017;VIAJEROS;176838.92979914;A;_Z;_Z
A;ES618;55564;2018;VIAJEROS;194604.88016318;A;_Z;_Z
A;ES618;55564;2019;VIAJEROS;188619.823647766;A;_Z;_Z
A;ES618;55564;2020;VIAJEROS;76030.223332602;A;_Z;_Z
A;ES618;55543;2014;VIAJEROS;48189.010502;A;_Z;_Z
A;ES618;55543;2015;VIAJEROS;51253.312629;A;_Z;_Z
A;ES618;55543;2016;VIAJEROS;66853.480861;A;_Z;_Z
A;ES618;55543;2017;VIAJEROS;83557.61865;A;_Z;_Z
A;ES618;55543;2018;VIAJEROS;89013.996871;A;_Z;_Z
A;ES618;55543;2019;VIAJEROS;81418.733192653;A;_Z;_Z
A;ES618;55543;2020;VIAJEROS;42958.680099902;A;_Z;_Z
A;ES618;55563;2014;VIAJEROS;55452.9291851;A;_Z;_Z
A;ES618;55563;2015;VIAJEROS;62345.51987877;A;_Z;_Z
A;ES618;55563;2016;VIAJEROS;83569.0800373;A;_Z;_Z
A;ES618;55563;2017;VIAJEROS;93281.31114914;A;_Z;_Z
A;ES618;55563;2018;VIAJEROS;105590.88329218;A;_Z;_Z
A;ES618;55563;2019;VIAJEROS;107201.090455113;A;_Z;_Z
A;ES618;55563;2020;VIAJEROS;33071.5432327;A;_Z;_Z
A;ES618;55545;2014;VIAJEROS;1236.9170145;A;_Z;_Z
A;ES618;55545;2015;VIAJEROS;1101.8368848;A;_Z;_Z
A;ES618;55545;2016;VIAJEROS;1939.312393;A;_Z;_Z
A;ES618;55545;2017;VIAJEROS;2287.5631596;A;_Z;_Z
A;ES618;55545;2018;VIAJEROS;2664.4036047;A;_Z;_Z
A;ES618;55545;2019;VIAJEROS;2596.142521202;A;_Z;_Z
A;ES618;55545;2020;VIAJEROS;747.403272955;A;_Z;_Z
A;ES618;55546;2014;VIAJEROS;2233.8153701;A;_Z;_Z
A;ES618;55546;2015;VIAJEROS;1975.436021;A;_Z;_Z
A;ES618;55546;2016;VIAJEROS;4356.9191969;A;_Z;_Z
A;ES618;55546;2017;VIAJEROS;2314.6777221;A;_Z;_Z
A;ES618;55546;2018;VIAJEROS;2220.7940117;A;_Z;_Z
A;ES618;55546;2019;VIAJEROS;2429.723227579;A;_Z;_Z
A;ES618;55546;2020;VIAJEROS;589.732539781;A;_Z;_Z
A;ES618;55547;2014;VIAJEROS;3325.5053177;A;_Z;_Z
A;ES618;55547;2015;VIAJEROS;3076.5574267;A;_Z;_Z
A;ES618;55547;2016;VIAJEROS;3829.7292952;A;_Z;_Z
A;ES618;55547;2017;VIAJEROS;4446.8148223;A;_Z;_Z
A;ES618;55547;2018;VIAJEROS;4930.533427;A;_Z;_Z
A;ES618;55547;2019;VIAJEROS;6675.381855615;A;_Z;_Z
A;ES618;55547;2020;VIAJEROS;1658.815101674;A;_Z;_Z
A;ES618;55548;2014;VIAJEROS;799.4282395;A;_Z;_Z
A;ES618;55548;2015;VIAJEROS;940.33284879;A;_Z;_Z
A;ES618;55548;2016;VIAJEROS;1200.4980814;A;_Z;_Z
A;ES618;55548;2017;VIAJEROS;969.57661219;A;_Z;_Z
A;ES618;55548;2018;VIAJEROS;1420.0660839;A;_Z;_Z
A;ES618;55548;2019;VIAJEROS;1836.303014286;A;_Z;_Z
A;ES618;55548;2020;VIAJEROS;448.14989986;A;_Z;_Z
A;ES618;55549;2014;VIAJEROS;3438.7917505;A;_Z;_Z
A;ES618;55549;2015;VIAJEROS;3213.3611734;A;_Z;_Z
A;ES618;55549;2016;VIAJEROS;5648.2123235;A;_Z;_Z
A;ES618;55549;2017;VIAJEROS;5849.3544187;A;_Z;_Z
A;ES618;55549;2018;VIAJEROS;6279.3753788;A;_Z;_Z
A;ES618;55549;2019;VIAJEROS;6261.323317924;A;_Z;_Z
A;ES618;55549;2020;VIAJEROS;1899.27611496;A;_Z;_Z
A;ES618;55550;2014;VIAJEROS;2796.7747817;A;_Z;_Z
A;ES618;55550;2015;VIAJEROS;3303.0572092;A;_Z;_Z
A;ES618;55550;2016;VIAJEROS;4565.6457695;A;_Z;_Z
A;ES618;55550;2017;VIAJEROS;5220.8677635;A;_Z;_Z
A;ES618;55550;2018;VIAJEROS;6257.2693526;A;_Z;_Z
A;ES618;55550;2019;VIAJEROS;5070.141405496;A;_Z;_Z
A;ES618;55550;2020;VIAJEROS;1592.116651165;A;_Z;_Z
A;ES618;55551;2014;VIAJEROS;7468.5221683;A;_Z;_Z
A;ES618;55551;2015;VIAJEROS;7528.1794877;A;_Z;_Z
A;ES618;55551;2016;VIAJEROS;10218.657588;A;_Z;_Z
A;ES618;55551;2017;VIAJEROS;10852.043075;A;_Z;_Z
A;ES618;55551;2018;VIAJEROS;12915.861;A;_Z;_Z
A;ES618;55551;2019;VIAJEROS;13425.776430608;A;_Z;_Z
A;ES618;55551;2020;VIAJEROS;4523.511034996;A;_Z;_Z
A;ES618;55552;2014;VIAJEROS;5979.3509326;A;_Z;_Z
A;ES618;55552;2015;VIAJEROS;7062.6237071;A;_Z;_Z
A;ES618;55552;2016;VIAJEROS;8800.1200638;A;_Z;_Z
A;ES618;55552;2017;VIAJEROS;9600.5720247;A;_Z;_Z
A;ES618;55552;2018;VIAJEROS;10403.378294;A;_Z;_Z
A;ES618;55552;2019;VIAJEROS;11178.944396035;A;_Z;_Z
A;ES618;55552;2020;VIAJEROS;2685.581700531;A;_Z;_Z
A;ES618;55553;2014;VIAJEROS;4173.7031825;A;_Z;_Z
A;ES618;55553;2015;VIAJEROS;4582.4522485;A;_Z;_Z
A;ES618;55553;2016;VIAJEROS;6144.3897108;A;_Z;_Z
A;ES618;55553;2017;VIAJEROS;7539.7763572;A;_Z;_Z
A;ES618;55553;2018;VIAJEROS;8504.086016;A;_Z;_Z
A;ES618;55553;2019;VIAJEROS;9224.893666955;A;_Z;_Z
A;ES618;55553;2020;VIAJEROS;3227.449992008;A;_Z;_Z
A;ES618;55554;2014;VIAJEROS;2277.8136606;A;_Z;_Z
A;ES618;55554;2015;VIAJEROS;2345.885461;A;_Z;_Z
A;ES618;55554;2016;VIAJEROS;4111.5009363;A;_Z;_Z
A;ES618;55554;2017;VIAJEROS;4859.0605558;A;_Z;_Z
A;ES618;55554;2018;VIAJEROS;4537.4819779;A;_Z;_Z
A;ES618;55554;2019;VIAJEROS;4473.009439367;A;_Z;_Z
A;ES618;55554;2020;VIAJEROS;1529.926351822;A;_Z;_Z
A;ES618;55555;2014;VIAJEROS;13143.694317;A;_Z;_Z
A;ES618;55555;2015;VIAJEROS;18732.344782;A;_Z;_Z
A;ES618;55555;2016;VIAJEROS;20151.203551;A;_Z;_Z
A;ES618;55555;2017;VIAJEROS;25251.100616;A;_Z;_Z
A;ES618;55555;2018;VIAJEROS;29351.808827;A;_Z;_Z
A;ES618;55555;2019;VIAJEROS;28585.412880241;A;_Z;_Z
A;ES618;55555;2020;VIAJEROS;9366.074490822;A;_Z;_Z
A;ES618;55556;2014;VIAJEROS;1580.1289365;A;_Z;_Z
A;ES618;55556;2015;VIAJEROS;2324.2890892;A;_Z;_Z
A;ES618;55556;2016;VIAJEROS;2876.9777419;A;_Z;_Z
A;ES618;55556;2017;VIAJEROS;3166.510351;A;_Z;_Z
A;ES618;55556;2018;VIAJEROS;2856.0455256;A;_Z;_Z
A;ES618;55556;2019;VIAJEROS;3116.915728605;A;_Z;_Z
A;ES618;55556;2020;VIAJEROS;1013.465076391;A;_Z;_Z
A;ES618;55557;2014;VIAJEROS;1201.4753842;A;_Z;_Z
A;ES618;55557;2015;VIAJEROS;707.68674565;A;_Z;_Z
A;ES618;55557;2016;VIAJEROS;1526.5510748;A;_Z;_Z
A;ES618;55557;2017;VIAJEROS;1306.1804899;A;_Z;_Z
A;ES618;55557;2018;VIAJEROS;1613.3318201;A;_Z;_Z
A;ES618;55557;2019;VIAJEROS;1456.951222354;A;_Z;_Z
A;ES618;55557;2020;VIAJEROS;547.668787013;A;_Z;_Z
A;ES618;55558;2014;VIAJEROS;3308.2509485;A;_Z;_Z
A;ES618;55558;2015;VIAJEROS;3091.100307;A;_Z;_Z
A;ES618;55558;2016;VIAJEROS;4471.9349056;A;_Z;_Z
A;ES618;55558;2017;VIAJEROS;5143.930134;A;_Z;_Z
A;ES618;55558;2018;VIAJEROS;6834.8732826;A;_Z;_Z
A;ES618;55558;2019;VIAJEROS;6276.352839754;A;_Z;_Z
A;ES618;55558;2020;VIAJEROS;1706.899603837;A;_Z;_Z
A;ES618;55559;2014;VIAJEROS;422.07152222;A;_Z;_Z
A;ES618;55559;2015;VIAJEROS;302.60024416;A;_Z;_Z
A;ES618;55559;2016;VIAJEROS;555.89633435;A;_Z;_Z
A;ES618;55559;2017;VIAJEROS;889.36649853;A;_Z;_Z
A;ES618;55559;2018;VIAJEROS;1059.3855072;A;_Z;_Z
A;ES618;55559;2019;VIAJEROS;1243.113611106;A;_Z;_Z
A;ES618;55559;2020;VIAJEROS;216.396949568;A;_Z;_Z
A;ES618;55544;2014;VIAJEROS;1603.7493802;A;_Z;_Z
A;ES618;55544;2015;VIAJEROS;1718.4862049;A;_Z;_Z
A;ES618;55544;2016;VIAJEROS;2301.8936893;A;_Z;_Z
A;ES618;55544;2017;VIAJEROS;2504.5132978;A;_Z;_Z
A;ES618;55544;2018;VIAJEROS;2841.2942911;A;_Z;_Z
A;ES618;55544;2019;VIAJEROS;2362.645032709;A;_Z;_Z
A;ES618;55544;2020;VIAJEROS;831.890312005;A;_Z;_Z
A;ES618;55561;2014;VIAJEROS;316.22518397;A;_Z;_Z
A;ES618;55561;2015;VIAJEROS;229.3359117;A;_Z;_Z
A;ES618;55561;2016;VIAJEROS;659.02009064;A;_Z;_Z
A;ES618;55561;2017;VIAJEROS;896.25027613;A;_Z;_Z
A;ES618;55561;2018;VIAJEROS;693.6252863;A;_Z;_Z
A;ES618;55561;2019;VIAJEROS;686.369255402;A;_Z;_Z
A;ES618;55561;2020;VIAJEROS;302.504127834;A;_Z;_Z
A;ES618;55562;2014;VIAJEROS;146.71109451;A;_Z;_Z
A;ES618;55562;2015;VIAJEROS;109.95412597;A;_Z;_Z
A;ES618;55562;2016;VIAJEROS;210.61729131;A;_Z;_Z
A;ES618;55562;2017;VIAJEROS;183.15297469;A;_Z;_Z
A;ES618;55562;2018;VIAJEROS;207.26960568;A;_Z;_Z
A;ES618;55562;2019;VIAJEROS;301.690609875;A;_Z;_Z
A;ES618;55562;2020;VIAJEROS;184.681225478;A;_Z;_Z
P;ES61;55564;2021;VIAJEROS;1124194.3065443;A;_Z;_Z
P;ES61;55543;2021;VIAJEROS;587712.027396902;A;_Z;_Z
P;ES61;55563;2021;VIAJEROS;536482.279147398;A;_Z;_Z
P;ES61;55545;2021;VIAJEROS;9578.862949463;A;_Z;_Z
P;ES61;55546;2021;VIAJEROS;5763.633104798;A;_Z;_Z
P;ES61;55547;2021;VIAJEROS;7749.56690007;A;_Z;_Z
P;ES61;55548;2021;VIAJEROS;6452.810495577;A;_Z;_Z
P;ES61;55549;2021;VIAJEROS;27082.631864139;A;_Z;_Z
P;ES61;55550;2021;VIAJEROS;33887.21843001;A;_Z;_Z
P;ES61;55551;2021;VIAJEROS;46723.188410522;A;_Z;_Z
P;ES61;55552;2021;VIAJEROS;41115.264855379;A;_Z;_Z
P;ES61;55553;2021;VIAJEROS;34755.092198036;A;_Z;_Z
P;ES61;55554;2021;VIAJEROS;42033.73253221;A;_Z;_Z
P;ES61;55555;2021;VIAJEROS;190084.939343947;A;_Z;_Z
P;ES61;55556;2021;VIAJEROS;32865.348018431;A;_Z;_Z
P;ES61;55557;2021;VIAJEROS;5358.225985693;A;_Z;_Z
P;ES61;55558;2021;VIAJEROS;31008.39724532;A;_Z;_Z
P;ES61;55559;2021;VIAJEROS;2937.168969076;A;_Z;_Z
P;ES61;55544;2021;VIAJEROS;10902.710956917;A;_Z;_Z
P;ES61;55561;2021;VIAJEROS;5902.958742672;A;_Z;_Z
P;ES61;55562;2021;VIAJEROS;2280.528145138;A;_Z;_Z
P;ES611;55564;2021;VIAJEROS;157552.745752578;A;_Z;_Z
P;ES611;55543;2021;VIAJEROS;69711.028182263;A;_Z;_Z
P;ES611;55563;2021;VIAJEROS;87841.717570315;A;_Z;_Z
P;ES611;55545;2021;VIAJEROS;1974.936479537;A;_Z;_Z
P;ES611;55546;2021;VIAJEROS;381.347957549;A;_Z;_Z
P;ES611;55547;2021;VIAJEROS;396.161055039;A;_Z;_Z
P;ES611;55548;2021;VIAJEROS;703.923906835;A;_Z;_Z
P;ES611;55549;2021;VIAJEROS;4774.291511794;A;_Z;_Z
P;ES611;55550;2021;VIAJEROS;8084.655371922;A;_Z;_Z
P;ES611;55551;2021;VIAJEROS;6394.150976854;A;_Z;_Z
P;ES611;55552;2021;VIAJEROS;10412.639127435;A;_Z;_Z
P;ES611;55553;2021;VIAJEROS;1426.297086491;A;_Z;_Z
P;ES611;55554;2021;VIAJEROS;1131.234529287;A;_Z;_Z
P;ES611;55555;2021;VIAJEROS;32697.778066375;A;_Z;_Z
P;ES611;55556;2021;VIAJEROS;12949.821159305;A;_Z;_Z
P;ES611;55557;2021;VIAJEROS;980.765718199;A;_Z;_Z
P;ES611;55558;2021;VIAJEROS;3102.236264241;A;_Z;_Z
P;ES611;55559;2021;VIAJEROS;544.06967525;A;_Z;_Z
P;ES611;55544;2021;VIAJEROS;1522.582073588;A;_Z;_Z
P;ES611;55561;2021;VIAJEROS;157.537887651;A;_Z;_Z
P;ES611;55562;2021;VIAJEROS;207.288722963;A;_Z;_Z
P;ES612;55564;2021;VIAJEROS;111893.81225676;A;_Z;_Z
P;ES612;55543;2021;VIAJEROS;61251.682746792;A;_Z;_Z
P;ES612;55563;2021;VIAJEROS;50642.129509968;A;_Z;_Z
P;ES612;55545;2021;VIAJEROS;828.074487792;A;_Z;_Z
P;ES612;55546;2021;VIAJEROS;629.650261056;A;_Z;_Z
P;ES612;55547;2021;VIAJEROS;733.791982061;A;_Z;_Z
P;ES612;55548;2021;VIAJEROS;404.811616494;A;_Z;_Z
P;ES612;55549;2021;VIAJEROS;3076.721378627;A;_Z;_Z
P;ES612;55550;2021;VIAJEROS;2991.502748445;A;_Z;_Z
P;ES612;55551;2021;VIAJEROS;4851.377256921;A;_Z;_Z
P;ES612;55552;2021;VIAJEROS;2023.915985796;A;_Z;_Z
P;ES612;55553;2021;VIAJEROS;4482.178283723;A;_Z;_Z
P;ES612;55554;2021;VIAJEROS;1645.247113117;A;_Z;_Z
P;ES612;55555;2021;VIAJEROS;21840.922551262;A;_Z;_Z
P;ES612;55556;2021;VIAJEROS;1591.618684175;A;_Z;_Z
P;ES612;55557;2021;VIAJEROS;526.859294804;A;_Z;_Z
P;ES612;55558;2021;VIAJEROS;3357.003358407;A;_Z;_Z
P;ES612;55559;2021;VIAJEROS;262.774095516;A;_Z;_Z
P;ES612;55544;2021;VIAJEROS;1001.858644838;A;_Z;_Z
P;ES612;55561;2021;VIAJEROS;354.296515468;A;_Z;_Z
P;ES612;55562;2021;VIAJEROS;39.525251466;A;_Z;_Z
P;ES613;55564;2021;VIAJEROS;31923.940207696;A;_Z;_Z
P;ES613;55543;2021;VIAJEROS;15762.749704761;A;_Z;_Z
P;ES613;55563;2021;VIAJEROS;16161.190502935;A;_Z;_Z
P;ES613;55545;2021;VIAJEROS;144.33877088;A;_Z;_Z
P;ES613;55546;2021;VIAJEROS;63.306901427;A;_Z;_Z
P;ES613;55547;2021;VIAJEROS;127.897964387;A;_Z;_Z
P;ES613;55548;2021;VIAJEROS;187.814448696;A;_Z;_Z
P;ES613;55549;2021;VIAJEROS;667.655529182;A;_Z;_Z
P;ES613;55550;2021;VIAJEROS;813.080181471;A;_Z;_Z
P;ES613;55551;2021;VIAJEROS;2298.427445821;A;_Z;_Z
P;ES613;55552;2021;VIAJEROS;1559.714281984;A;_Z;_Z
P;ES613;55553;2021;VIAJEROS;676.950446643;A;_Z;_Z
P;ES613;55554;2021;VIAJEROS;473.402313578;A;_Z;_Z
P;ES613;55555;2021;VIAJEROS;6822.007593153;A;_Z;_Z
P;ES613;55556;2021;VIAJEROS;748.418198148;A;_Z;_Z
P;ES613;55557;2021;VIAJEROS;151.833986672;A;_Z;_Z
P;ES613;55558;2021;VIAJEROS;741.537627401;A;_Z;_Z
P;ES613;55559;2021;VIAJEROS;110.539461557;A;_Z;_Z
P;ES613;55544;2021;VIAJEROS;500.148333354;A;_Z;_Z
P;ES613;55561;2021;VIAJEROS;40.534582144;A;_Z;_Z
P;ES613;55562;2021;VIAJEROS;33.582436437;A;_Z;_Z
P;ES614;55564;2021;VIAJEROS;161719.707135723;A;_Z;_Z
P;ES614;55543;2021;VIAJEROS;87721.848174676;A;_Z;_Z
P;ES614;55563;2021;VIAJEROS;73997.858961047;A;_Z;_Z
P;ES614;55545;2021;VIAJEROS;725.381536777;A;_Z;_Z
P;ES614;55546;2021;VIAJEROS;737.229425841;A;_Z;_Z
P;ES614;55547;2021;VIAJEROS;948.079301822;A;_Z;_Z
P;ES614;55548;2021;VIAJEROS;378.684148934;A;_Z;_Z
P;ES614;55549;2021;VIAJEROS;2248.857917959;A;_Z;_Z
P;ES614;55550;2021;VIAJEROS;2622.272979881;A;_Z;_Z
P;ES614;55551;2021;VIAJEROS;7255.347603546;A;_Z;_Z
P;ES614;55552;2021;VIAJEROS;7437.164702372;A;_Z;_Z
P;ES614;55553;2021;VIAJEROS;1032.421935553;A;_Z;_Z
P;ES614;55554;2021;VIAJEROS;7480.241248422;A;_Z;_Z
P;ES614;55555;2021;VIAJEROS;31756.296503204;A;_Z;_Z
P;ES614;55556;2021;VIAJEROS;6506.992500663;A;_Z;_Z
P;ES614;55557;2021;VIAJEROS;516.925582227;A;_Z;_Z
P;ES614;55558;2021;VIAJEROS;2254.630602895;A;_Z;_Z
P;ES614;55559;2021;VIAJEROS;227.783662615;A;_Z;_Z
P;ES614;55544;2021;VIAJEROS;1306.964079627;A;_Z;_Z
P;ES614;55561;2021;VIAJEROS;289.35144575;A;_Z;_Z
P;ES614;55562;2021;VIAJEROS;273.233782959;A;_Z;_Z
P;ES615;55564;2021;VIAJEROS;63479.173321929;A;_Z;_Z
P;ES615;55543;2021;VIAJEROS;32293.413504942;A;_Z;_Z
P;ES615;55563;2021;VIAJEROS;31185.759816987;A;_Z;_Z
P;ES615;55545;2021;VIAJEROS;607.075121479;A;_Z;_Z
P;ES615;55546;2021;VIAJEROS;96.219836708;A;_Z;_Z
P;ES615;55547;2021;VIAJEROS;206.350954292;A;_Z;_Z
P;ES615;55548;2021;VIAJEROS;326.98700903;A;_Z;_Z
P;ES615;55549;2021;VIAJEROS;3178.881895977;A;_Z;_Z
P;ES615;55550;2021;VIAJEROS;1641.83456697;A;_Z;_Z
P;ES615;55551;2021;VIAJEROS;909.611413433;A;_Z;_Z
P;ES615;55552;2021;VIAJEROS;428.493136174;A;_Z;_Z
P;ES615;55553;2021;VIAJEROS;12392.611759797;A;_Z;_Z
P;ES615;55554;2021;VIAJEROS;626.487430273;A;_Z;_Z
P;ES615;55555;2021;VIAJEROS;7844.855095323;A;_Z;_Z
P;ES615;55556;2021;VIAJEROS;197.83285605;A;_Z;_Z
P;ES615;55557;2021;VIAJEROS;309.75576586;A;_Z;_Z
P;ES615;55558;2021;VIAJEROS;1609.077037612;A;_Z;_Z
P;ES615;55559;2021;VIAJEROS;190.55898424;A;_Z;_Z
P;ES615;55544;2021;VIAJEROS;482.13290326;A;_Z;_Z
P;ES615;55561;2021;VIAJEROS;90.721545151;A;_Z;_Z
P;ES615;55562;2021;VIAJEROS;46.272505358;A;_Z;_Z
