ESTADO_DATO;TERRITORIO;RESITUR;TEMPORAL;INDICATOR;OBS_VALUE;FREQ;PARQUES_TURISMO;PUNTOS_TURISTICOS
A;ES614;55556;2016;PERNOCTACIONES;12465.433307;A;_Z;_Z
A;ES614;55556;2017;PERNOCTACIONES;14787.093473;A;_Z;_Z
A;ES614;55556;2018;PERNOCTACIONES;17260.389342;A;_Z;_Z
A;ES614;55556;2019;PERNOCTACIONES;17794.244636661;A;_Z;_Z
A;ES614;55556;2020;PERNOCTACIONES;10133.843672941;A;_Z;_Z
A;ES614;55557;2014;PERNOCTACIONES;1787.3812756;A;_Z;_Z
A;ES614;55557;2015;PERNOCTACIONES;2943.3382378;A;_Z;_Z
A;ES614;55557;2016;PERNOCTACIONES;1970.9575675;A;_Z;_Z
A;ES614;55557;2017;PERNOCTACIONES;2417.5575383;A;_Z;_Z
A;ES614;55557;2018;PERNOCTACIONES;1576.7996314;A;_Z;_Z
A;ES614;55557;2019;PERNOCTACIONES;1088.522468703;A;_Z;_Z
A;ES614;55557;2020;PERNOCTACIONES;970.292083144;A;_Z;_Z
A;ES614;55558;2014;PERNOCTACIONES;6714.248963;A;_Z;_Z
A;ES614;55558;2015;PERNOCTACIONES;6998.7309667;A;_Z;_Z
A;ES614;55558;2016;PERNOCTACIONES;9324.6519886;A;_Z;_Z
A;ES614;55558;2017;PERNOCTACIONES;5651.8140097;A;_Z;_Z
A;ES614;55558;2018;PERNOCTACIONES;5337.9524103;A;_Z;_Z
A;ES614;55558;2019;PERNOCTACIONES;8639.38974333;A;_Z;_Z
A;ES614;55558;2020;PERNOCTACIONES;3284.982617874;A;_Z;_Z
A;ES614;55559;2014;PERNOCTACIONES;626.9664526;A;_Z;_Z
A;ES614;55559;2015;PERNOCTACIONES;746.63237482;A;_Z;_Z
A;ES614;55559;2016;PERNOCTACIONES;1892.3315201;A;_Z;_Z
A;ES614;55559;2017;PERNOCTACIONES;716.6951926;A;_Z;_Z
A;ES614;55559;2018;PERNOCTACIONES;332.83267693;A;_Z;_Z
A;ES614;55559;2019;PERNOCTACIONES;744.748957268;A;_Z;_Z
A;ES614;55559;2020;PERNOCTACIONES;394.826672891;A;_Z;_Z
A;ES614;55544;2014;PERNOCTACIONES;2216.9824427;A;_Z;_Z
A;ES614;55544;2015;PERNOCTACIONES;3078.7942823;A;_Z;_Z
A;ES614;55544;2016;PERNOCTACIONES;4817.9912973;A;_Z;_Z
A;ES614;55544;2017;PERNOCTACIONES;2722.7899824;A;_Z;_Z
A;ES614;55544;2018;PERNOCTACIONES;2954.8376797;A;_Z;_Z
A;ES614;55544;2019;PERNOCTACIONES;3682.299423783;A;_Z;_Z
A;ES614;55544;2020;PERNOCTACIONES;642.815398509;A;_Z;_Z
A;ES614;55561;2014;PERNOCTACIONES;823.49137511;A;_Z;_Z
A;ES614;55561;2015;PERNOCTACIONES;931.83252488;A;_Z;_Z
A;ES614;55561;2016;PERNOCTACIONES;1105.4075246;A;_Z;_Z
A;ES614;55561;2017;PERNOCTACIONES;660.70293376;A;_Z;_Z
A;ES614;55561;2018;PERNOCTACIONES;951.62872271;A;_Z;_Z
A;ES614;55561;2019;PERNOCTACIONES;1101.54148216;A;_Z;_Z
A;ES614;55561;2020;PERNOCTACIONES;219.002937439;A;_Z;_Z
A;ES614;55562;2014;PERNOCTACIONES;689.81141005;A;_Z;_Z
A;ES614;55562;2015;PERNOCTACIONES;1566.9848034;A;_Z;_Z
A;ES614;55562;2016;PERNOCTACIONES;502.26719319;A;_Z;_Z
A;ES614;55562;2017;PERNOCTACIONES;822.38995901;A;_Z;_Z
A;ES614;55562;2018;PERNOCTACIONES;542.55708949;A;_Z;_Z
A;ES614;55562;2019;PERNOCTACIONES;233.206998321;A;_Z;_Z
A;ES614;55562;2020;PERNOCTACIONES;182.978631614;A;_Z;_Z
A;ES615;55564;2014;PERNOCTACIONES;259563.01531549;A;_Z;_Z
A;ES615;55564;2015;PERNOCTACIONES;273126.770328695;A;_Z;_Z
A;ES615;55564;2016;PERNOCTACIONES;269129.08381963;A;_Z;_Z
A;ES615;55564;2017;PERNOCTACIONES;351612.465564;A;_Z;_Z
A;ES615;55564;2018;PERNOCTACIONES;335868.04165526;A;_Z;_Z
A;ES615;55564;2019;PERNOCTACIONES;342225.185686941;A;_Z;_Z
A;ES615;55564;2020;PERNOCTACIONES;221036.071265925;A;_Z;_Z
A;ES615;55543;2014;PERNOCTACIONES;135080.42693;A;_Z;_Z
A;ES615;55543;2015;PERNOCTACIONES;143155.62029;A;_Z;_Z
A;ES615;55543;2016;PERNOCTACIONES;124679.19075;A;_Z;_Z
A;ES615;55543;2017;PERNOCTACIONES;176035.38405;A;_Z;_Z
A;ES615;55543;2018;PERNOCTACIONES;163136.38791;A;_Z;_Z
A;ES615;55543;2019;PERNOCTACIONES;156035.283065397;A;_Z;_Z
A;ES615;55543;2020;PERNOCTACIONES;102619.878727585;A;_Z;_Z
A;ES615;55563;2014;PERNOCTACIONES;124482.58838549;A;_Z;_Z
A;ES615;55563;2015;PERNOCTACIONES;129971.150038695;A;_Z;_Z
A;ES615;55563;2016;PERNOCTACIONES;144449.89306963;A;_Z;_Z
A;ES615;55563;2017;PERNOCTACIONES;175577.081514;A;_Z;_Z
A;ES615;55563;2018;PERNOCTACIONES;172731.65374526;A;_Z;_Z
A;ES615;55563;2019;PERNOCTACIONES;186189.902621544;A;_Z;_Z
A;ES615;55563;2020;PERNOCTACIONES;118416.19253834;A;_Z;_Z
A;ES615;55545;2014;PERNOCTACIONES;3591.4603167;A;_Z;_Z
A;ES615;55545;2015;PERNOCTACIONES;3441.5522835;A;_Z;_Z
A;ES615;55545;2016;PERNOCTACIONES;3556.7617943;A;_Z;_Z
A;ES615;55545;2017;PERNOCTACIONES;4107.7118732;A;_Z;_Z
A;ES615;55545;2018;PERNOCTACIONES;4248.6044166;A;_Z;_Z
A;ES615;55545;2019;PERNOCTACIONES;4688.307857284;A;_Z;_Z
A;ES615;55545;2020;PERNOCTACIONES;2063.969092699;A;_Z;_Z
A;ES615;55546;2014;PERNOCTACIONES;180.51666667;A;_Z;_Z
A;ES615;55546;2015;PERNOCTACIONES;92.760080645;A;_Z;_Z
A;ES615;55546;2016;PERNOCTACIONES;228.49424324;A;_Z;_Z
A;ES615;55546;2017;PERNOCTACIONES;540.91298414;A;_Z;_Z
A;ES615;55546;2018;PERNOCTACIONES;595.33330978;A;_Z;_Z
A;ES615;55546;2019;PERNOCTACIONES;515.865099174;A;_Z;_Z
A;ES615;55546;2020;PERNOCTACIONES;396.695230569;A;_Z;_Z
A;ES615;55547;2014;PERNOCTACIONES;1061.0728448;A;_Z;_Z
A;ES615;55547;2015;PERNOCTACIONES;768.87567094;A;_Z;_Z
A;ES615;55547;2016;PERNOCTACIONES;1311.793986;A;_Z;_Z
A;ES615;55547;2017;PERNOCTACIONES;1752.6415585;A;_Z;_Z
A;ES615;55547;2018;PERNOCTACIONES;1188.0993048;A;_Z;_Z
A;ES615;55547;2019;PERNOCTACIONES;1516.935895901;A;_Z;_Z
A;ES615;55547;2020;PERNOCTACIONES;1242.902175231;A;_Z;_Z
A;ES615;55548;2014;PERNOCTACIONES;1600.7177444;A;_Z;_Z
A;ES615;55548;2015;PERNOCTACIONES;1131.7396082;A;_Z;_Z
A;ES615;55548;2016;PERNOCTACIONES;1269.6148009;A;_Z;_Z
A;ES615;55548;2017;PERNOCTACIONES;2373.819224;A;_Z;_Z
A;ES615;55548;2018;PERNOCTACIONES;2086.2708046;A;_Z;_Z
A;ES615;55548;2019;PERNOCTACIONES;2577.17936043;A;_Z;_Z
A;ES615;55548;2020;PERNOCTACIONES;923.189910872;A;_Z;_Z
A;ES615;55549;2014;PERNOCTACIONES;17567.955824;A;_Z;_Z
A;ES615;55549;2015;PERNOCTACIONES;15678.129969;A;_Z;_Z
A;ES615;55549;2016;PERNOCTACIONES;18803.917143;A;_Z;_Z
A;ES615;55549;2017;PERNOCTACIONES;22809.295971;A;_Z;_Z
A;ES615;55549;2018;PERNOCTACIONES;21959.237844;A;_Z;_Z
A;ES615;55549;2019;PERNOCTACIONES;22661.396551954;A;_Z;_Z
A;ES615;55549;2020;PERNOCTACIONES;12226.710667926;A;_Z;_Z
A;ES615;55550;2014;PERNOCTACIONES;7855.0349025;A;_Z;_Z
A;ES615;55550;2015;PERNOCTACIONES;8308.5678957;A;_Z;_Z
A;ES615;55550;2016;PERNOCTACIONES;7189.2572403;A;_Z;_Z
A;ES615;55550;2017;PERNOCTACIONES;8433.4057962;A;_Z;_Z
A;ES615;55550;2018;PERNOCTACIONES;9052.8762689;A;_Z;_Z
A;ES615;55550;2019;PERNOCTACIONES;10459.807472929;A;_Z;_Z
A;ES615;55550;2020;PERNOCTACIONES;6669.360783085;A;_Z;_Z
A;ES615;55551;2014;PERNOCTACIONES;3849.4291568;A;_Z;_Z
A;ES615;55551;2015;PERNOCTACIONES;4230.3967663;A;_Z;_Z
A;ES615;55551;2016;PERNOCTACIONES;6133.4609283;A;_Z;_Z
A;ES615;55551;2017;PERNOCTACIONES;4748.7771791;A;_Z;_Z
A;ES615;55551;2018;PERNOCTACIONES;6360.6998693;A;_Z;_Z
A;ES615;55551;2019;PERNOCTACIONES;5189.276194175;A;_Z;_Z
A;ES615;55551;2020;PERNOCTACIONES;2666.465196724;A;_Z;_Z
A;ES615;55552;2014;PERNOCTACIONES;1135.6513154;A;_Z;_Z
A;ES615;55552;2015;PERNOCTACIONES;1461.4407159;A;_Z;_Z
A;ES615;55552;2016;PERNOCTACIONES;1627.4594571;A;_Z;_Z
A;ES615;55552;2017;PERNOCTACIONES;2777.8175171;A;_Z;_Z
A;ES615;55552;2018;PERNOCTACIONES;2777.5174893;A;_Z;_Z
A;ES615;55552;2019;PERNOCTACIONES;3657.937984985;A;_Z;_Z
A;ES615;55552;2020;PERNOCTACIONES;1558.685085579;A;_Z;_Z
A;ES615;55553;2014;PERNOCTACIONES;34424.302909;A;_Z;_Z
A;ES615;55553;2015;PERNOCTACIONES;43154.04719;A;_Z;_Z
A;ES615;55553;2016;PERNOCTACIONES;41040.434864;A;_Z;_Z
A;ES615;55553;2017;PERNOCTACIONES;50486.375932;A;_Z;_Z
A;ES615;55553;2018;PERNOCTACIONES;48195.484227;A;_Z;_Z
A;ES615;55553;2019;PERNOCTACIONES;54504.046637783;A;_Z;_Z
A;ES615;55553;2020;PERNOCTACIONES;32376.351292117;A;_Z;_Z
A;ES615;55554;2014;PERNOCTACIONES;4333.6686979;A;_Z;_Z
A;ES615;55554;2015;PERNOCTACIONES;4052.2931197;A;_Z;_Z
A;ES615;55554;2016;PERNOCTACIONES;7882.9319363;A;_Z;_Z
A;ES615;55554;2017;PERNOCTACIONES;5219.4965862;A;_Z;_Z
A;ES615;55554;2018;PERNOCTACIONES;4944.9257445;A;_Z;_Z
A;ES615;55554;2019;PERNOCTACIONES;7089.553076861;A;_Z;_Z
A;ES615;55554;2020;PERNOCTACIONES;1949.153556253;A;_Z;_Z
A;ES615;55555;2014;PERNOCTACIONES;40228.856709;A;_Z;_Z
A;ES615;55555;2015;PERNOCTACIONES;37855.990354;A;_Z;_Z
A;ES615;55555;2016;PERNOCTACIONES;39505.179404;A;_Z;_Z
A;ES615;55555;2017;PERNOCTACIONES;53679.100703;A;_Z;_Z
A;ES615;55555;2018;PERNOCTACIONES;52891.547061;A;_Z;_Z
A;ES615;55555;2019;PERNOCTACIONES;55276.261984161;A;_Z;_Z
A;ES615;55555;2020;PERNOCTACIONES;43304.921855747;A;_Z;_Z
A;ES615;55556;2014;PERNOCTACIONES;920.0683918;A;_Z;_Z
A;ES615;55556;2015;PERNOCTACIONES;1256.7928259;A;_Z;_Z
A;ES615;55556;2016;PERNOCTACIONES;890.34884305;A;_Z;_Z
A;ES615;55556;2017;PERNOCTACIONES;1293.9318797;A;_Z;_Z
A;ES615;55556;2018;PERNOCTACIONES;1233.0264463;A;_Z;_Z
A;ES615;55556;2019;PERNOCTACIONES;1127.587461699;A;_Z;_Z
A;ES615;55556;2020;PERNOCTACIONES;587.298857446;A;_Z;_Z
A;ES615;55557;2014;PERNOCTACIONES;1490.5807337;A;_Z;_Z
A;ES615;55557;2015;PERNOCTACIONES;1796.0219351;A;_Z;_Z
A;ES615;55557;2016;PERNOCTACIONES;1995.6857589;A;_Z;_Z
A;ES615;55557;2017;PERNOCTACIONES;1708.6334654;A;_Z;_Z
A;ES615;55557;2018;PERNOCTACIONES;1882.0216269;A;_Z;_Z
A;ES615;55557;2019;PERNOCTACIONES;1934.478460659;A;_Z;_Z
A;ES615;55557;2020;PERNOCTACIONES;1789.052358441;A;_Z;_Z
A;ES615;55558;2014;PERNOCTACIONES;3517.3220526;A;_Z;_Z
A;ES615;55558;2015;PERNOCTACIONES;3560.6642681;A;_Z;_Z
A;ES615;55558;2016;PERNOCTACIONES;8983.4765891;A;_Z;_Z
A;ES615;55558;2017;PERNOCTACIONES;11360.879426;A;_Z;_Z
A;ES615;55558;2018;PERNOCTACIONES;11378.774991;A;_Z;_Z
A;ES615;55558;2019;PERNOCTACIONES;11194.211944677;A;_Z;_Z
A;ES615;55558;2020;PERNOCTACIONES;7881.047579712;A;_Z;_Z
A;ES615;55559;2014;PERNOCTACIONES;387.2125;A;_Z;_Z
A;ES615;55559;2015;PERNOCTACIONES;975.79485847;A;_Z;_Z
A;ES615;55559;2016;PERNOCTACIONES;865.2090645;A;_Z;_Z
A;ES615;55559;2017;PERNOCTACIONES;938.66962335;A;_Z;_Z
A;ES615;55559;2018;PERNOCTACIONES;910.81140228;A;_Z;_Z
A;ES615;55559;2019;PERNOCTACIONES;946.647641041;A;_Z;_Z
A;ES615;55559;2020;PERNOCTACIONES;659.764190861;A;_Z;_Z
A;ES615;55544;2014;PERNOCTACIONES;1875.252027;A;_Z;_Z
A;ES615;55544;2015;PERNOCTACIONES;1478.4179074;A;_Z;_Z
A;ES615;55544;2016;PERNOCTACIONES;2760.4554051;A;_Z;_Z
A;ES615;55544;2017;PERNOCTACIONES;2691.6103009;A;_Z;_Z
A;ES615;55544;2018;PERNOCTACIONES;2636.8155116;A;_Z;_Z
A;ES615;55544;2019;PERNOCTACIONES;2192.874775281;A;_Z;_Z
A;ES615;55544;2020;PERNOCTACIONES;1723.224219798;A;_Z;_Z
A;ES615;55561;2014;PERNOCTACIONES;134.23559322;A;_Z;_Z
A;ES615;55561;2015;PERNOCTACIONES;398.97598791;A;_Z;_Z
A;ES615;55561;2016;PERNOCTACIONES;177.66800037;A;_Z;_Z
A;ES615;55561;2017;PERNOCTACIONES;346.44685468;A;_Z;_Z
A;ES615;55561;2018;PERNOCTACIONES;198.99578687;A;_Z;_Z
A;ES615;55561;2019;PERNOCTACIONES;232.763213999;A;_Z;_Z
A;ES615;55561;2020;PERNOCTACIONES;188.281529767;A;_Z;_Z
A;ES615;55562;2014;PERNOCTACIONES;329.25;A;_Z;_Z
A;ES615;55562;2015;PERNOCTACIONES;328.68860193;A;_Z;_Z
A;ES615;55562;2016;PERNOCTACIONES;227.74361117;A;_Z;_Z
A;ES615;55562;2017;PERNOCTACIONES;307.55463953;A;_Z;_Z
A;ES615;55562;2018;PERNOCTACIONES;190.61164053;A;_Z;_Z
A;ES615;55562;2019;PERNOCTACIONES;424.771008551;A;_Z;_Z
A;ES615;55562;2020;PERNOCTACIONES;209.118955513;A;_Z;_Z
A;ES616;55564;2014;PERNOCTACIONES;95211.524519056;A;_Z;_Z
A;ES616;55564;2015;PERNOCTACIONES;108268.953630047;A;_Z;_Z
A;ES616;55564;2016;PERNOCTACIONES;135792.451150419;A;_Z;_Z
A;ES616;55564;2017;PERNOCTACIONES;146467.594483554;A;_Z;_Z
A;ES616;55564;2018;PERNOCTACIONES;155873.32798726;A;_Z;_Z
A;ES616;55564;2019;PERNOCTACIONES;157010.297555599;A;_Z;_Z
A;ES616;55564;2020;PERNOCTACIONES;112219.341521174;A;_Z;_Z
A;ES616;55543;2014;PERNOCTACIONES;61655.945539;A;_Z;_Z
A;ES616;55543;2015;PERNOCTACIONES;67355.25062;A;_Z;_Z
A;ES616;55543;2016;PERNOCTACIONES;80186.720645;A;_Z;_Z
A;ES616;55543;2017;PERNOCTACIONES;90624.804889;A;_Z;_Z
A;ES616;55543;2018;PERNOCTACIONES;101020.92795;A;_Z;_Z
A;ES616;55543;2019;PERNOCTACIONES;99335.552662232;A;_Z;_Z
A;ES616;55543;2020;PERNOCTACIONES;67398.528649901;A;_Z;_Z
A;ES616;55563;2014;PERNOCTACIONES;33555.578980056;A;_Z;_Z
A;ES616;55563;2015;PERNOCTACIONES;40913.703010047;A;_Z;_Z
A;ES616;55563;2016;PERNOCTACIONES;55605.730505419;A;_Z;_Z
A;ES616;55563;2017;PERNOCTACIONES;55842.789594554;A;_Z;_Z
A;ES616;55563;2018;PERNOCTACIONES;54852.40003726;A;_Z;_Z
A;ES616;55563;2019;PERNOCTACIONES;57674.744893367;A;_Z;_Z
A;ES616;55563;2020;PERNOCTACIONES;44820.812871273;A;_Z;_Z
A;ES616;55545;2014;PERNOCTACIONES;130.97423323;A;_Z;_Z
A;ES616;55545;2015;PERNOCTACIONES;80.850282353;A;_Z;_Z
A;ES616;55545;2016;PERNOCTACIONES;239.51040064;A;_Z;_Z
A;ES616;55545;2017;PERNOCTACIONES;486.95126514;A;_Z;_Z
A;ES616;55545;2018;PERNOCTACIONES;277.47714632;A;_Z;_Z
A;ES616;55545;2019;PERNOCTACIONES;260.013639459;A;_Z;_Z
A;ES616;55545;2020;PERNOCTACIONES;92.033936106;A;_Z;_Z
A;ES616;55546;2014;PERNOCTACIONES;129.01283194;A;_Z;_Z
A;ES616;55546;2015;PERNOCTACIONES;357.33950857;A;_Z;_Z
A;ES616;55546;2016;PERNOCTACIONES;684.63110396;A;_Z;_Z
A;ES616;55546;2017;PERNOCTACIONES;613.08907578;A;_Z;_Z
A;ES616;55546;2018;PERNOCTACIONES;381.88317493;A;_Z;_Z
A;ES616;55546;2019;PERNOCTACIONES;350.160423913;A;_Z;_Z
A;ES616;55546;2020;PERNOCTACIONES;226.488918336;A;_Z;_Z
A;ES616;55547;2014;PERNOCTACIONES;168.40972985;A;_Z;_Z
A;ES616;55547;2015;PERNOCTACIONES;179.37836161;A;_Z;_Z
A;ES616;55547;2016;PERNOCTACIONES;226.91264144;A;_Z;_Z
A;ES616;55547;2017;PERNOCTACIONES;222.88591897;A;_Z;_Z
A;ES616;55547;2018;PERNOCTACIONES;281.6289174;A;_Z;_Z
A;ES616;55547;2019;PERNOCTACIONES;383.083084401;A;_Z;_Z
A;ES616;55547;2020;PERNOCTACIONES;18.047720042;A;_Z;_Z
A;ES616;55548;2014;PERNOCTACIONES;99.38173191;A;_Z;_Z
A;ES616;55548;2015;PERNOCTACIONES;313.23081427;A;_Z;_Z
A;ES616;55548;2016;PERNOCTACIONES;231.20788905;A;_Z;_Z
A;ES616;55548;2017;PERNOCTACIONES;87.01961947;A;_Z;_Z
A;ES616;55548;2018;PERNOCTACIONES;329.75839697;A;_Z;_Z
A;ES616;55548;2019;PERNOCTACIONES;138.326765659;A;_Z;_Z
A;ES616;55548;2020;PERNOCTACIONES;98.445087402;A;_Z;_Z
A;ES616;55549;2014;PERNOCTACIONES;528.58826756;A;_Z;_Z
A;ES616;55549;2015;PERNOCTACIONES;1155.2000611;A;_Z;_Z
A;ES616;55549;2016;PERNOCTACIONES;1039.143342;A;_Z;_Z
A;ES616;55549;2017;PERNOCTACIONES;807.47030279;A;_Z;_Z
A;ES616;55549;2018;PERNOCTACIONES;1147.3152988;A;_Z;_Z
A;ES616;55549;2019;PERNOCTACIONES;1413.744519354;A;_Z;_Z
A;ES616;55549;2020;PERNOCTACIONES;588.371188465;A;_Z;_Z
A;ES616;55550;2014;PERNOCTACIONES;2080.9078923;A;_Z;_Z
A;ES616;55550;2015;PERNOCTACIONES;2694.3547913;A;_Z;_Z
A;ES616;55550;2016;PERNOCTACIONES;4798.3423106;A;_Z;_Z
A;ES616;55550;2017;PERNOCTACIONES;4719.7545814;A;_Z;_Z
A;ES616;55550;2018;PERNOCTACIONES;4507.0520167;A;_Z;_Z
A;ES616;55550;2019;PERNOCTACIONES;4831.952229208;A;_Z;_Z
A;ES616;55550;2020;PERNOCTACIONES;3811.868572403;A;_Z;_Z
A;ES616;55551;2014;PERNOCTACIONES;3270.5928743;A;_Z;_Z
A;ES616;55551;2015;PERNOCTACIONES;4029.221318;A;_Z;_Z
A;ES616;55551;2016;PERNOCTACIONES;6913.3205493;A;_Z;_Z
A;ES616;55551;2017;PERNOCTACIONES;5781.771202;A;_Z;_Z
A;ES616;55551;2018;PERNOCTACIONES;4783.6296543;A;_Z;_Z
A;ES616;55551;2019;PERNOCTACIONES;4933.338309541;A;_Z;_Z
A;ES616;55551;2020;PERNOCTACIONES;3297.277552185;A;_Z;_Z
A;ES616;55552;2014;PERNOCTACIONES;9027.8377632;A;_Z;_Z
A;ES616;55552;2015;PERNOCTACIONES;11569.069803;A;_Z;_Z
A;ES616;55552;2016;PERNOCTACIONES;12600.445909;A;_Z;_Z
A;ES616;55552;2017;PERNOCTACIONES;12199.104354;A;_Z;_Z
A;ES616;55552;2018;PERNOCTACIONES;14177.836229;A;_Z;_Z
A;ES616;55552;2019;PERNOCTACIONES;15353.392195785;A;_Z;_Z
A;ES616;55552;2020;PERNOCTACIONES;11288.814397221;A;_Z;_Z
A;ES616;55553;2014;PERNOCTACIONES;716.36616807;A;_Z;_Z
A;ES616;55553;2015;PERNOCTACIONES;737.970341;A;_Z;_Z
A;ES616;55553;2016;PERNOCTACIONES;1218.4389752;A;_Z;_Z
A;ES616;55553;2017;PERNOCTACIONES;884.72341508;A;_Z;_Z
A;ES616;55553;2018;PERNOCTACIONES;517.16082744;A;_Z;_Z
A;ES616;55553;2019;PERNOCTACIONES;874.35169156;A;_Z;_Z
A;ES616;55553;2020;PERNOCTACIONES;713.564392224;A;_Z;_Z
A;ES616;55554;2014;PERNOCTACIONES;189.26659738;A;_Z;_Z
A;ES616;55554;2015;PERNOCTACIONES;201.64093686;A;_Z;_Z
A;ES616;55554;2016;PERNOCTACIONES;533.59803497;A;_Z;_Z
A;ES616;55554;2017;PERNOCTACIONES;302.98405449;A;_Z;_Z
A;ES616;55554;2018;PERNOCTACIONES;257.64422987;A;_Z;_Z
A;ES616;55554;2019;PERNOCTACIONES;158.415173154;A;_Z;_Z
A;ES616;55554;2020;PERNOCTACIONES;168.697175943;A;_Z;_Z
A;ES616;55555;2014;PERNOCTACIONES;9088.6747999;A;_Z;_Z
A;ES616;55555;2015;PERNOCTACIONES;10239.241245;A;_Z;_Z
A;ES616;55555;2016;PERNOCTACIONES;13584.563039;A;_Z;_Z
A;ES616;55555;2017;PERNOCTACIONES;15861.276304;A;_Z;_Z
A;ES616;55555;2018;PERNOCTACIONES;14573.275081;A;_Z;_Z
A;ES616;55555;2019;PERNOCTACIONES;14270.18469591;A;_Z;_Z
A;ES616;55555;2020;PERNOCTACIONES;12587.91238222;A;_Z;_Z
A;ES616;55556;2014;PERNOCTACIONES;7226.3412319;A;_Z;_Z
A;ES616;55556;2015;PERNOCTACIONES;7727.8933832;A;_Z;_Z
A;ES616;55556;2016;PERNOCTACIONES;10417.971253;A;_Z;_Z
A;ES616;55556;2017;PERNOCTACIONES;10928.106874;A;_Z;_Z
A;ES616;55556;2018;PERNOCTACIONES;11766.99992;A;_Z;_Z
A;ES616;55556;2019;PERNOCTACIONES;12474.512403566;A;_Z;_Z
A;ES616;55556;2020;PERNOCTACIONES;10702.65978212;A;_Z;_Z
A;ES616;55557;2014;PERNOCTACIONES;191.07622689;A;_Z;_Z
A;ES616;55557;2015;PERNOCTACIONES;222.83140424;A;_Z;_Z
A;ES616;55557;2016;PERNOCTACIONES;745.66209721;A;_Z;_Z
A;ES616;55557;2017;PERNOCTACIONES;227.2070759;A;_Z;_Z
A;ES616;55557;2018;PERNOCTACIONES;312.7994422;A;_Z;_Z
A;ES616;55557;2019;PERNOCTACIONES;80.563220624;A;_Z;_Z
A;ES616;55557;2020;PERNOCTACIONES;292.284210911;A;_Z;_Z
A;ES616;55558;2014;PERNOCTACIONES;424.43290277;A;_Z;_Z
A;ES616;55558;2015;PERNOCTACIONES;739.84999953;A;_Z;_Z
A;ES616;55558;2016;PERNOCTACIONES;1518.0848302;A;_Z;_Z
A;ES616;55558;2017;PERNOCTACIONES;1650.0612456;A;_Z;_Z
A;ES616;55558;2018;PERNOCTACIONES;1010.4442769;A;_Z;_Z
A;ES616;55558;2019;PERNOCTACIONES;1378.674164168;A;_Z;_Z
A;ES616;55558;2020;PERNOCTACIONES;621.701163537;A;_Z;_Z
A;ES616;55559;2014;PERNOCTACIONES;39.722256941;A;_Z;_Z
A;ES616;55559;2015;PERNOCTACIONES;17.563906204;A;_Z;_Z
A;ES616;55559;2016;PERNOCTACIONES;69.559634279;A;_Z;_Z
A;ES616;55559;2017;PERNOCTACIONES;166.11513817;A;_Z;_Z
A;ES616;55559;2018;PERNOCTACIONES;105.17348728;A;_Z;_Z
A;ES616;55559;2019;PERNOCTACIONES;330.415266348;A;_Z;_Z
A;ES616;55559;2020;PERNOCTACIONES;15.407381371;A;_Z;_Z
A;ES616;55544;2014;PERNOCTACIONES;197.39618056;A;_Z;_Z
A;ES616;55544;2015;PERNOCTACIONES;346.45123533;A;_Z;_Z
A;ES616;55544;2016;PERNOCTACIONES;370.83465424;A;_Z;_Z
A;ES616;55544;2017;PERNOCTACIONES;738.57297272;A;_Z;_Z
A;ES616;55544;2018;PERNOCTACIONES;296.7272438;A;_Z;_Z
A;ES616;55544;2019;PERNOCTACIONES;191.248968572;A;_Z;_Z
A;ES616;55544;2020;PERNOCTACIONES;297.239010787;A;_Z;_Z
A;ES616;55561;2014;PERNOCTACIONES;38.448210895;A;_Z;_Z
A;ES616;55561;2015;PERNOCTACIONES;159.43819005;A;_Z;_Z
A;ES616;55561;2016;PERNOCTACIONES;121.19635417;A;_Z;_Z
A;ES616;55561;2017;PERNOCTACIONES;36.699909744;A;_Z;_Z
A;ES616;55561;2019;PERNOCTACIONES;25.266609146;A;_Z;_Z
A;ES616;55562;2014;PERNOCTACIONES;8.14908046;A;_Z;_Z
A;ES616;55562;2015;PERNOCTACIONES;142.17742843;A;_Z;_Z
A;ES616;55562;2016;PERNOCTACIONES;292.30748716;A;_Z;_Z
A;ES616;55562;2017;PERNOCTACIONES;128.9962853;A;_Z;_Z
A;ES616;55562;2018;PERNOCTACIONES;125.59469435;A;_Z;_Z
A;ES616;55562;2019;PERNOCTACIONES;227.101532999;A;_Z;_Z
A;ES617;55564;2014;PERNOCTACIONES;902425.0425573;A;_Z;_Z
A;ES617;55564;2015;PERNOCTACIONES;1042235.5085066;A;_Z;_Z
A;ES617;55564;2016;PERNOCTACIONES;1070429.6051819;A;_Z;_Z
A;ES617;55564;2017;PERNOCTACIONES;1292108.2333346;A;_Z;_Z
A;ES617;55564;2018;PERNOCTACIONES;1127943.5125875;A;_Z;_Z
A;ES617;55564;2019;PERNOCTACIONES;1376847.663336807;A;_Z;_Z
A;ES617;55564;2020;PERNOCTACIONES;836432.980019548;A;_Z;_Z
A;ES617;55543;2014;PERNOCTACIONES;431387.47048;A;_Z;_Z
A;ES617;55543;2015;PERNOCTACIONES;517671.21489;A;_Z;_Z
A;ES617;55543;2016;PERNOCTACIONES;522139.8;A;_Z;_Z
A;ES617;55543;2017;PERNOCTACIONES;609249.09283;A;_Z;_Z
A;ES617;55543;2018;PERNOCTACIONES;505221.41421;A;_Z;_Z
A;ES617;55543;2019;PERNOCTACIONES;611617.967056283;A;_Z;_Z
A;ES617;55543;2020;PERNOCTACIONES;419943.107256058;A;_Z;_Z
