REF_AREA;TIME_PERIOD;CNAE_09_CRA_NEW;OBS_STATUS;INDICATOR;OBS_VALUE;FREQ;MACROECO
ES61;2018;273160;A;VAL_ANA_BRUTO_PRE_BAS_IVE;108.82121422;A;_Z
ES61;2018;273238;A;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2018;273239;A;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2018;273161;A;VAL_ANA_BRUTO_PRE_BAS_IVE;104.320474758;A;_Z
ES61;2018;273240;A;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2018;273241;A;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2018;273259;A;VAL_ANA_BRUTO_PRE_BAS_IVE;106.567554321;A;_Z
ES61;2018;273162;A;VAL_ANA_BRUTO_PRE_BAS_IVE;107.008186146;A;_Z
ES61;2018;273242;A;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2018;273243;A;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2018;273163;A;VAL_ANA_BRUTO_PRE_BAS_IVE;109.143769332;A;_Z
ES61;2018;273244;A;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2018;273245;A;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2018;273246;A;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2018;273164;A;VAL_ANA_BRUTO_PRE_BAS_IVE;100.58207989;A;_Z
ES61;2018;273247;A;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2018;273260;A;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2018;273261;A;VAL_ANA_BRUTO_PRE_BAS_IVE;107.980374762;A;_Z
ES61;2018;273252;A;VAL_ANA_BRUTO_PRE_BAS_IVE;110.180772668;A;_Z
ES61;2018;273258;A;VAL_ANA_BRUTO_PRE_BAS_IVE;108.206569143;A;_Z
ES61;2019;273165;P;VAL_ANA_BRUTO_PRE_BAS_IVE;104.958568547;A;_Z
ES61;2019;273129;P;VAL_ANA_BRUTO_PRE_BAS_IVE;104.958568547;A;_Z
ES61;2019;273167;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273168;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273169;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273166;P;VAL_ANA_BRUTO_PRE_BAS_IVE;107.852703736;A;_Z
ES61;2019;273248;P;VAL_ANA_BRUTO_PRE_BAS_IVE;109.057417106;A;_Z
ES61;2019;273130;P;VAL_ANA_BRUTO_PRE_BAS_IVE;209.111035383;A;_Z
ES61;2019;273170;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273131;P;VAL_ANA_BRUTO_PRE_BAS_IVE;111.453901855;A;_Z
ES61;2019;273171;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273172;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273173;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273174;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273175;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273176;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273177;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273178;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273132;P;VAL_ANA_BRUTO_PRE_BAS_IVE;111.004270821;A;_Z
ES61;2019;273179;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273133;P;VAL_ANA_BRUTO_PRE_BAS_IVE;122.222781459;A;_Z
ES61;2019;273180;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273181;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273182;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273134;P;VAL_ANA_BRUTO_PRE_BAS_IVE;77.763433878;A;_Z
ES61;2019;273183;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273184;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273135;P;VAL_ANA_BRUTO_PRE_BAS_IVE;90.271982849;A;_Z
ES61;2019;273185;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273136;P;VAL_ANA_BRUTO_PRE_BAS_IVE;134.374922327;A;_Z
ES61;2019;273186;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273189;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273188;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273187;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273137;P;VAL_ANA_BRUTO_PRE_BAS_IVE;88.645497888;A;_Z
ES61;2019;273190;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273191;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273138;P;VAL_ANA_BRUTO_PRE_BAS_IVE;131.016301261;A;_Z
ES61;2019;273192;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273139;P;VAL_ANA_BRUTO_PRE_BAS_IVE;138.760695373;A;_Z
ES61;2019;273193;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273140;P;VAL_ANA_BRUTO_PRE_BAS_IVE;149.346526179;A;_Z
ES61;2019;273194;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273141;P;VAL_ANA_BRUTO_PRE_BAS_IVE;124.856267654;A;_Z
ES61;2019;273195;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273196;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273197;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273142;P;VAL_ANA_BRUTO_PRE_BAS_IVE;137.596186223;A;_Z
ES61;2019;273198;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273199;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273200;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273143;P;VAL_ANA_BRUTO_PRE_BAS_IVE;95.851152579;A;_Z
ES61;2019;273201;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273202;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273144;P;VAL_ANA_BRUTO_PRE_BAS_IVE;107.765510012;A;_Z
ES61;2019;273203;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273204;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273249;P;VAL_ANA_BRUTO_PRE_BAS_IVE;116.764961646;A;_Z
ES61;2019;273145;P;VAL_ANA_BRUTO_PRE_BAS_IVE;116.764961646;A;_Z
ES61;2019;273205;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273251;P;VAL_ANA_BRUTO_PRE_BAS_IVE;110.751846518;A;_Z
ES61;2019;273250;P;VAL_ANA_BRUTO_PRE_BAS_IVE;113.917578124;A;_Z
ES61;2019;273146;P;VAL_ANA_BRUTO_PRE_BAS_IVE;114.959716399;A;_Z
ES61;2019;273206;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273207;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273208;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273147;P;VAL_ANA_BRUTO_PRE_BAS_IVE;111.706874727;A;_Z
ES61;2019;273209;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273210;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273211;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273212;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273148;P;VAL_ANA_BRUTO_PRE_BAS_IVE;113.285152057;A;_Z
ES61;2019;273213;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273214;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273253;P;VAL_ANA_BRUTO_PRE_BAS_IVE;120.533371744;A;_Z
ES61;2019;273149;P;VAL_ANA_BRUTO_PRE_BAS_IVE;118.674456718;A;_Z
ES61;2019;273215;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273216;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273150;P;VAL_ANA_BRUTO_PRE_BAS_IVE;106.982079258;A;_Z
ES61;2019;273217;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273151;P;VAL_ANA_BRUTO_PRE_BAS_IVE;141.677043419;A;_Z
ES61;2019;273218;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273254;P;VAL_ANA_BRUTO_PRE_BAS_IVE;102.931213988;A;_Z
ES61;2019;273152;P;VAL_ANA_BRUTO_PRE_BAS_IVE;102.931213988;A;_Z
ES61;2019;273219;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273220;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273221;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273255;P;VAL_ANA_BRUTO_PRE_BAS_IVE;107.089366739;A;_Z
ES61;2019;273153;P;VAL_ANA_BRUTO_PRE_BAS_IVE;107.089366739;A;_Z
ES61;2019;273222;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273256;P;VAL_ANA_BRUTO_PRE_BAS_IVE;121.266137438;A;_Z
ES61;2019;273154;P;VAL_ANA_BRUTO_PRE_BAS_IVE;112.472130218;A;_Z
ES61;2019;273223;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273224;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273155;P;VAL_ANA_BRUTO_PRE_BAS_IVE;85.591049042;A;_Z
ES61;2019;273225;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273156;P;VAL_ANA_BRUTO_PRE_BAS_IVE;130.422083382;A;_Z
ES61;2019;273226;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273227;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273228;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273157;P;VAL_ANA_BRUTO_PRE_BAS_IVE;136.04984495;A;_Z
ES61;2019;273229;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273230;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273231;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273232;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273233;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273234;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273257;P;VAL_ANA_BRUTO_PRE_BAS_IVE;107.095873397;A;_Z
ES61;2019;273158;P;VAL_ANA_BRUTO_PRE_BAS_IVE;102.964145197;A;_Z
ES61;2019;273235;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273159;P;VAL_ANA_BRUTO_PRE_BAS_IVE;109.627073566;A;_Z
ES61;2019;273236;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273237;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273160;P;VAL_ANA_BRUTO_PRE_BAS_IVE;111.049623718;A;_Z
ES61;2019;273238;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273239;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273161;P;VAL_ANA_BRUTO_PRE_BAS_IVE;105.6505714;A;_Z
ES61;2019;273240;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273241;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273259;P;VAL_ANA_BRUTO_PRE_BAS_IVE;109.600547084;A;_Z
ES61;2019;273162;P;VAL_ANA_BRUTO_PRE_BAS_IVE;113.289695925;A;_Z
ES61;2019;273242;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273243;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273163;P;VAL_ANA_BRUTO_PRE_BAS_IVE;111.160173426;A;_Z
ES61;2019;273244;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273245;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273246;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273164;P;VAL_ANA_BRUTO_PRE_BAS_IVE;99.733817308;A;_Z
ES61;2019;273247;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273260;P;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2019;273261;P;VAL_ANA_BRUTO_PRE_BAS_IVE;110.41961742;A;_Z
ES61;2019;273252;P;VAL_ANA_BRUTO_PRE_BAS_IVE;111.57072052;A;_Z
ES61;2019;273258;P;VAL_ANA_BRUTO_PRE_BAS_IVE;110.536601534;A;_Z
ES61;2020;273165;AV;VAL_ANA_BRUTO_PRE_BAS_IVE;110.913603657;A;_Z
ES61;2020;273166;AV;VAL_ANA_BRUTO_PRE_BAS_IVE;94.216717337;A;_Z
ES61;2020;273248;AV;VAL_ANA_BRUTO_PRE_BAS_IVE;95.63709956;A;_Z
ES61;2020;273249;AV;VAL_ANA_BRUTO_PRE_BAS_IVE;103.854630445;A;_Z
ES61;2020;273251;AV;VAL_ANA_BRUTO_PRE_BAS_IVE;98.701820224;A;_Z
ES61;2020;273250;AV;VAL_ANA_BRUTO_PRE_BAS_IVE;86.071130458;A;_Z
ES61;2020;273253;AV;VAL_ANA_BRUTO_PRE_BAS_IVE;118.437205932;A;_Z
ES61;2020;273254;AV;VAL_ANA_BRUTO_PRE_BAS_IVE;108.613017468;A;_Z
ES61;2020;273255;AV;VAL_ANA_BRUTO_PRE_BAS_IVE;106.741166436;A;_Z
ES61;2020;273256;AV;VAL_ANA_BRUTO_PRE_BAS_IVE;97.213748067;A;_Z
ES61;2020;273257;AV;VAL_ANA_BRUTO_PRE_BAS_IVE;107.36277693;A;_Z
ES61;2020;273259;AV;VAL_ANA_BRUTO_PRE_BAS_IVE;83.826780187;A;_Z
ES61;2020;273260;AV;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2020;273261;AV;VAL_ANA_BRUTO_PRE_BAS_IVE;99.254275212;A;_Z
ES61;2020;273252;AV;VAL_ANA_BRUTO_PRE_BAS_IVE;98.796761277;A;_Z
ES61;2020;273258;AV;VAL_ANA_BRUTO_PRE_BAS_IVE;99.204905793;A;_Z
ES61;2021;273165;1E;VAL_ANA_BRUTO_PRE_BAS_IVE;110.059454102;A;_Z
ES61;2021;273166;1E;VAL_ANA_BRUTO_PRE_BAS_IVE;97.31981986;A;_Z
ES61;2021;273248;1E;VAL_ANA_BRUTO_PRE_BAS_IVE;100.666108015;A;_Z
ES61;2021;273249;1E;VAL_ANA_BRUTO_PRE_BAS_IVE;102.192537666;A;_Z
ES61;2021;273251;1E;VAL_ANA_BRUTO_PRE_BAS_IVE;104.912249267;A;_Z
ES61;2021;273250;1E;VAL_ANA_BRUTO_PRE_BAS_IVE;98.376071581;A;_Z
ES61;2021;273253;1E;VAL_ANA_BRUTO_PRE_BAS_IVE;124.686360191;A;_Z
ES61;2021;273254;1E;VAL_ANA_BRUTO_PRE_BAS_IVE;116.009508868;A;_Z
ES61;2021;273255;1E;VAL_ANA_BRUTO_PRE_BAS_IVE;109.140787375;A;_Z
ES61;2021;273256;1E;VAL_ANA_BRUTO_PRE_BAS_IVE;99.47889898;A;_Z
ES61;2021;273257;1E;VAL_ANA_BRUTO_PRE_BAS_IVE;112.391175935;A;_Z
ES61;2021;273259;1E;VAL_ANA_BRUTO_PRE_BAS_IVE;81.402310662;A;_Z
ES61;2021;273260;1E;VAL_ANA_BRUTO_PRE_BAS_IVE;;A;_Z
ES61;2021;273261;1E;VAL_ANA_BRUTO_PRE_BAS_IVE;104.136600156;A;_Z
ES61;2021;273252;1E;VAL_ANA_BRUTO_PRE_BAS_IVE;105.314039495;A;_Z
ES61;2021;273258;1E;VAL_ANA_BRUTO_PRE_BAS_IVE;104.246218946;A;_Z
ES61;2000;273165;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273129;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273167;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273168;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273169;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273166;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273248;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273130;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273170;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273131;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273171;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273172;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273173;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273174;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273175;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273176;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273177;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273178;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273132;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273179;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273133;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273180;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273181;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273182;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273134;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273183;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273184;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273135;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273185;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273136;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273186;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273189;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273188;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273187;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273137;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273190;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273191;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273138;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273192;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273139;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273193;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273140;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273194;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273141;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273195;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273196;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273197;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273142;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273198;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273199;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273200;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273143;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273201;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273202;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273144;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273203;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273204;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273249;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273145;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273205;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273251;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273250;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273146;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273206;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273207;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273208;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273147;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273209;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273210;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273211;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273212;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273148;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273213;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273214;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273253;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273149;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273215;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273216;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273150;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273217;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273151;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273218;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273254;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273152;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273219;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273220;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273221;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273255;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273153;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273222;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273256;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273154;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273223;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273224;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273155;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273225;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273156;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273226;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273227;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273228;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273157;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273229;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273230;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273231;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273232;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273233;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273234;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273257;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273158;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273235;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273159;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273236;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273237;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273160;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273238;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273239;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273161;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273240;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273241;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273259;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273162;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273242;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273243;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273163;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273244;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273245;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273246;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273164;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273247;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273260;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273261;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273252;A;RAS_INTER_IVE;;A;_Z
ES61;2000;273258;A;RAS_INTER_IVE;;A;_Z
ES61;2001;273165;A;RAS_INTER_IVE;4.232440788;A;_Z
ES61;2001;273129;A;RAS_INTER_IVE;4.232440788;A;_Z
ES61;2001;273167;A;RAS_INTER_IVE;;A;_Z
ES61;2001;273168;A;RAS_INTER_IVE;;A;_Z
ES61;2001;273169;A;RAS_INTER_IVE;;A;_Z
ES61;2001;273166;A;RAS_INTER_IVE;1.726525067;A;_Z
ES61;2001;273248;A;RAS_INTER_IVE;1.339965063;A;_Z
ES61;2001;273130;A;RAS_INTER_IVE;-17.605437383;A;_Z
ES61;2001;273170;A;RAS_INTER_IVE;;A;_Z
ES61;2001;273131;A;RAS_INTER_IVE;2.062814593;A;_Z
ES61;2001;273171;A;RAS_INTER_IVE;;A;_Z
ES61;2001;273172;A;RAS_INTER_IVE;;A;_Z
ES61;2001;273173;A;RAS_INTER_IVE;;A;_Z
ES61;2001;273174;A;RAS_INTER_IVE;;A;_Z
ES61;2001;273175;A;RAS_INTER_IVE;;A;_Z
ES61;2001;273176;A;RAS_INTER_IVE;;A;_Z
ES61;2001;273177;A;RAS_INTER_IVE;;A;_Z
ES61;2001;273178;A;RAS_INTER_IVE;;A;_Z
ES61;2001;273132;A;RAS_INTER_IVE;8.650566322;A;_Z
ES61;2001;273179;A;RAS_INTER_IVE;;A;_Z
ES61;2001;273133;A;RAS_INTER_IVE;4.160095314;A;_Z
ES61;2001;273180;A;RAS_INTER_IVE;;A;_Z
ES61;2001;273181;A;RAS_INTER_IVE;;A;_Z
ES61;2001;273182;A;RAS_INTER_IVE;;A;_Z
ES61;2001;273134;A;RAS_INTER_IVE;-0.96315677;A;_Z
ES61;2001;273183;A;RAS_INTER_IVE;;A;_Z
ES61;2001;273184;A;RAS_INTER_IVE;;A;_Z
ES61;2001;273135;A;RAS_INTER_IVE;1.183751349;A;_Z
ES61;2001;273185;A;RAS_INTER_IVE;;A;_Z
ES61;2001;273136;A;RAS_INTER_IVE;8.859254914;A;_Z
