MACROECO;TIME_PERIOD;OBS_STATUS;REF_AREA;INDICATOR;OBS_VALUE;FREQ;CNAE_09_CRA_NEW
93017;1996;A;ES61;CLV_I15;64.154414069;A;_Z
93017;1997;A;ES61;CLV_I15;67.051164252;A;_Z
93017;1998;A;ES61;CLV_I15;71.030462691;A;_Z
93017;1999;A;ES61;CLV_I15;75.704235002;A;_Z
93017;2000;A;ES61;CLV_I15;79.402526721;A;_Z
93017;2001;A;ES61;CLV_I15;82.449036368;A;_Z
93017;2002;A;ES61;CLV_I15;85.543161835;A;_Z
93017;2003;A;ES61;CLV_I15;89.127782762;A;_Z
93017;2004;A;ES61;CLV_I15;93.167062026;A;_Z
93017;2005;A;ES61;CLV_I15;97.123740991;A;_Z
93017;2006;A;ES61;CLV_I15;101.306941836;A;_Z
93017;2007;A;ES61;CLV_I15;105.765902848;A;_Z
93017;2008;A;ES61;CLV_I15;107.094532226;A;_Z
93017;2009;A;ES61;CLV_I15;105.256247519;A;_Z
93017;2010;A;ES61;CLV_I15;105.810699934;A;_Z
93017;2011;A;ES61;CLV_I15;103.684470074;A;_Z
93017;2012;A;ES61;CLV_I15;99.765745669;A;_Z
93017;2013;A;ES61;CLV_I15;96.913864961;A;_Z
93017;2014;A;ES61;CLV_I15;98.098677561;A;_Z
93017;2015;A;ES61;CLV_I15;100.0;A;_Z
93017;2016;A;ES61;CLV_I15;102.508925112;A;_Z
93017;2017;A;ES61;CLV_I15;105.475587138;A;_Z
93017;2018;A;ES61;CLV_I15;107.107775118;A;_Z
93017;2019;P;ES61;CLV_I15;107.009449952;A;_Z
93017;2020;AV;ES61;CLV_I15;98.732534991;A;_Z
93017;2021;1E;ES61;CLV_I15;104.019719752;A;_Z
93018;1996;A;ES61;CLV_I15;66.51264184;A;_Z
93018;1997;A;ES61;CLV_I15;69.71242829;A;_Z
93018;1998;A;ES61;CLV_I15;74.215269502;A;_Z
93018;1999;A;ES61;CLV_I15;79.566927604;A;_Z
93018;2000;A;ES61;CLV_I15;83.510483605;A;_Z
93018;2001;A;ES61;CLV_I15;87.069728795;A;_Z
93018;2002;A;ES61;CLV_I15;90.435383213;A;_Z
93018;2003;A;ES61;CLV_I15;94.230091096;A;_Z
93018;2004;A;ES61;CLV_I15;98.279505784;A;_Z
93018;2005;A;ES61;CLV_I15;102.424020318;A;_Z
93018;2006;A;ES61;CLV_I15;106.607469697;A;_Z
93018;2007;A;ES61;CLV_I15;110.642858287;A;_Z
93018;2008;A;ES61;CLV_I15;110.28878092;A;_Z
93018;2009;A;ES61;CLV_I15;106.09703593;A;_Z
93018;2010;A;ES61;CLV_I15;106.402700154;A;_Z
93018;2011;A;ES61;CLV_I15;103.49269784;A;_Z
93018;2012;A;ES61;CLV_I15;99.622312685;A;_Z
93018;2013;A;ES61;CLV_I15;96.422894006;A;_Z
93018;2014;A;ES61;CLV_I15;98.203074718;A;_Z
93018;2015;A;ES61;CLV_I15;100.0;A;_Z
93018;2016;A;ES61;CLV_I15;102.744628949;A;_Z
93018;2017;A;ES61;CLV_I15;106.223722308;A;_Z
93018;2018;A;ES61;CLV_I15;107.683936592;A;_Z
93018;2019;P;ES61;CLV_I15;106.702168193;A;_Z
93018;2020;AV;ES61;CLV_I15;93.419073458;A;_Z
93018;2021;1E;ES61;CLV_I15;98.347132593;A;_Z
93011;1996;A;ES61;CLV_I15;58.398487698;A;_Z
93011;1997;A;ES61;CLV_I15;60.532746346;A;_Z
93011;1998;A;ES61;CLV_I15;63.180560061;A;_Z
93011;1999;A;ES61;CLV_I15;66.137101145;A;_Z
93011;2000;A;ES61;CLV_I15;69.224428096;A;_Z
93011;2001;A;ES61;CLV_I15;70.983631314;A;_Z
93011;2002;A;ES61;CLV_I15;73.399332155;A;_Z
93011;2003;A;ES61;CLV_I15;76.462276346;A;_Z
93011;2004;A;ES61;CLV_I15;80.482488704;A;_Z
93011;2005;A;ES61;CLV_I15;83.973825386;A;_Z
93011;2006;A;ES61;CLV_I15;88.160445132;A;_Z
93011;2007;A;ES61;CLV_I15;93.682532501;A;_Z
93011;2008;A;ES61;CLV_I15;99.210482811;A;_Z
93011;2009;A;ES61;CLV_I15;103.210463819;A;_Z
93011;2010;A;ES61;CLV_I15;104.370183768;A;_Z
93011;2011;A;ES61;CLV_I15;104.200446071;A;_Z
93011;2012;A;ES61;CLV_I15;100.156654451;A;_Z
93011;2013;A;ES61;CLV_I15;98.235534347;A;_Z
93011;2014;A;ES61;CLV_I15;97.818652053;A;_Z
93011;2015;A;ES61;CLV_I15;100.0;A;_Z
93011;2016;A;ES61;CLV_I15;101.885423748;A;_Z
93011;2017;A;ES61;CLV_I15;103.495330331;A;_Z
93011;2018;A;ES61;CLV_I15;105.588114983;A;_Z
93011;2019;P;ES61;CLV_I15;107.852676684;A;_Z
93011;2020;AV;ES61;CLV_I15;112.74675496;A;_Z
93011;2021;1E;ES61;CLV_I15;118.976784959;A;_Z
93020;1996;A;ES61;CLV_I15;62.850831051;A;_Z
93020;1997;A;ES61;CLV_I15;64.080636597;A;_Z
93020;1998;A;ES61;CLV_I15;66.196085032;A;_Z
93020;1999;A;ES61;CLV_I15;69.509861811;A;_Z
93020;2000;A;ES61;CLV_I15;71.352405015;A;_Z
93020;2001;A;ES61;CLV_I15;73.072032282;A;_Z
93020;2002;A;ES61;CLV_I15;75.339649185;A;_Z
93020;2003;A;ES61;CLV_I15;77.310432242;A;_Z
93020;2004;A;ES61;CLV_I15;81.255300637;A;_Z
93020;2005;A;ES61;CLV_I15;83.729775683;A;_Z
93020;2006;A;ES61;CLV_I15;87.513659095;A;_Z
93020;2007;A;ES61;CLV_I15;93.346155611;A;_Z
93020;2008;A;ES61;CLV_I15;102.481637309;A;_Z
93020;2009;A;ES61;CLV_I15;106.603869791;A;_Z
93020;2010;A;ES61;CLV_I15;107.577711066;A;_Z
93020;2011;A;ES61;CLV_I15;105.731475844;A;_Z
93020;2012;A;ES61;CLV_I15;100.168693757;A;_Z
93020;2013;A;ES61;CLV_I15;98.611327608;A;_Z
93020;2014;A;ES61;CLV_I15;98.068414977;A;_Z
93020;2015;A;ES61;CLV_I15;100.0;A;_Z
93020;2016;A;ES61;CLV_I15;103.511328656;A;_Z
93020;2017;A;ES61;CLV_I15;105.45490852;A;_Z
93020;2018;A;ES61;CLV_I15;107.732276951;A;_Z
93020;2019;P;ES61;CLV_I15;111.133126628;A;_Z
93020;2020;AV;ES61;CLV_I15;;A;_Z
93020;2021;1E;ES61;CLV_I15;;A;_Z
93012;1996;A;ES61;CLV_I15;51.731537404;A;_Z
93012;1997;A;ES61;CLV_I15;55.241564977;A;_Z
93012;1998;A;ES61;CLV_I15;58.69830173;A;_Z
93012;1999;A;ES61;CLV_I15;61.117773303;A;_Z
93012;2000;A;ES61;CLV_I15;66.100118645;A;_Z
93012;2001;A;ES61;CLV_I15;67.92278217;A;_Z
93012;2002;A;ES61;CLV_I15;70.56846614;A;_Z
93012;2003;A;ES61;CLV_I15;75.297188993;A;_Z
93012;2004;A;ES61;CLV_I15;79.438386914;A;_Z
93012;2005;A;ES61;CLV_I15;84.474460979;A;_Z
93012;2006;A;ES61;CLV_I15;89.275178063;A;_Z
93012;2007;A;ES61;CLV_I15;94.338867395;A;_Z
93012;2008;A;ES61;CLV_I15;94.505057571;A;_Z
93012;2009;A;ES61;CLV_I15;98.329590926;A;_Z
93012;2010;A;ES61;CLV_I15;99.763942933;A;_Z
93012;2011;A;ES61;CLV_I15;102.009209821;A;_Z
93012;2012;A;ES61;CLV_I15;100.143461494;A;_Z
93012;2013;A;ES61;CLV_I15;97.706276075;A;_Z
93012;2014;A;ES61;CLV_I15;97.466952349;A;_Z
93012;2015;A;ES61;CLV_I15;100.0;A;_Z
93012;2016;A;ES61;CLV_I15;99.59071832;A;_Z
93012;2017;A;ES61;CLV_I15;100.729698292;A;_Z
93012;2018;A;ES61;CLV_I15;102.561557803;A;_Z
93012;2019;P;ES61;CLV_I15;103.224030724;A;_Z
93012;2020;AV;ES61;CLV_I15;;A;_Z
93012;2021;1E;ES61;CLV_I15;;A;_Z
93016;1996;A;ES61;CLV_I15;91.911440627;A;_Z
93016;1997;A;ES61;CLV_I15;94.580533638;A;_Z
93016;1998;A;ES61;CLV_I15;103.149954272;A;_Z
93016;1999;A;ES61;CLV_I15;113.145257854;A;_Z
93016;2000;A;ES61;CLV_I15;121.170721995;A;_Z
93016;2001;A;ES61;CLV_I15;128.220135919;A;_Z
93016;2002;A;ES61;CLV_I15;132.651881216;A;_Z
93016;2003;A;ES61;CLV_I15;138.520193059;A;_Z
93016;2004;A;ES61;CLV_I15;143.579887855;A;_Z
93016;2005;A;ES61;CLV_I15;152.267578768;A;_Z
93016;2006;A;ES61;CLV_I15;157.807242769;A;_Z
93016;2007;A;ES61;CLV_I15;160.298202004;A;_Z
93016;2008;A;ES61;CLV_I15;149.17931196;A;_Z
93016;2009;A;ES61;CLV_I15;123.101790337;A;_Z
93016;2010;A;ES61;CLV_I15;116.170336453;A;_Z
93016;2011;A;ES61;CLV_I15;105.456989764;A;_Z
93016;2012;A;ES61;CLV_I15;93.08369981;A;_Z
93016;2013;A;ES61;CLV_I15;88.847416699;A;_Z
93016;2014;A;ES61;CLV_I15;91.256265488;A;_Z
93016;2015;A;ES61;CLV_I15;100.0;A;_Z
93016;2016;A;ES61;CLV_I15;98.696738237;A;_Z
93016;2017;A;ES61;CLV_I15;104.111493173;A;_Z
93016;2018;A;ES61;CLV_I15;114.963306056;A;_Z
93016;2019;P;ES61;CLV_I15;121.351992369;A;_Z
93016;2020;AV;ES61;CLV_I15;108.033303282;A;_Z
93016;2021;1E;ES61;CLV_I15;110.030140693;A;_Z
93013;1996;A;ES61;CLV_I15;69.163217731;A;_Z
93013;1997;A;ES61;CLV_I15;72.062428172;A;_Z
93013;1998;A;ES61;CLV_I15;76.787348374;A;_Z
93013;1999;A;ES61;CLV_I15;82.326201138;A;_Z
93013;2000;A;ES61;CLV_I15;86.728991678;A;_Z
93013;2001;A;ES61;CLV_I15;90.432418264;A;_Z
93013;2002;A;ES61;CLV_I15;93.765868488;A;_Z
93013;2003;A;ES61;CLV_I15;97.74507677;A;_Z
93013;2004;A;ES61;CLV_I15;101.97335436;A;_Z
93013;2005;A;ES61;CLV_I15;106.744092562;A;_Z
93013;2006;A;ES61;CLV_I15;111.1638228;A;_Z
93013;2007;A;ES61;CLV_I15;115.265852054;A;_Z
93013;2008;A;ES61;CLV_I15;114.389117389;A;_Z
93013;2009;A;ES61;CLV_I15;108.338593527;A;_Z
93013;2010;A;ES61;CLV_I15;107.626673647;A;_Z
93013;2011;A;ES61;CLV_I15;104.07004315;A;_Z
93013;2012;A;ES61;CLV_I15;98.778976389;A;_Z
93013;2013;A;ES61;CLV_I15;95.708407494;A;_Z
93013;2014;A;ES61;CLV_I15;97.077416878;A;_Z
93013;2015;A;ES61;CLV_I15;100.0;A;_Z
93013;2016;A;ES61;CLV_I15;101.939248981;A;_Z
93013;2017;A;ES61;CLV_I15;105.273400721;A;_Z
93013;2018;A;ES61;CLV_I15;108.296529537;A;_Z
93013;2019;P;ES61;CLV_I15;109.178454437;A;_Z
93013;2020;AV;ES61;CLV_I15;100.134527857;A;_Z
93013;2021;1E;ES61;CLV_I15;104.918627077;A;_Z
93015;1996;A;ES61;CLV_I15;46.485887966;A;_Z
93015;1997;A;ES61;CLV_I15;52.119563535;A;_Z
93015;1998;A;ES61;CLV_I15;53.334676783;A;_Z
93015;1999;A;ES61;CLV_I15;56.991860589;A;_Z
93015;2000;A;ES61;CLV_I15;60.737437442;A;_Z
93015;2001;A;ES61;CLV_I15;63.946968916;A;_Z
93015;2002;A;ES61;CLV_I15;64.970232568;A;_Z
93015;2003;A;ES61;CLV_I15;68.693761405;A;_Z
93015;2004;A;ES61;CLV_I15;73.831564782;A;_Z
93015;2005;A;ES61;CLV_I15;76.850916986;A;_Z
93015;2006;A;ES61;CLV_I15;80.831174041;A;_Z
93015;2007;A;ES61;CLV_I15;83.259169301;A;_Z
93015;2008;A;ES61;CLV_I15;85.67783846;A;_Z
93015;2009;A;ES61;CLV_I15;79.357398928;A;_Z
93015;2010;A;ES61;CLV_I15;85.290836725;A;_Z
93015;2011;A;ES61;CLV_I15;93.247963053;A;_Z
93015;2012;A;ES61;CLV_I15;94.650891118;A;_Z
93015;2013;A;ES61;CLV_I15;95.387157173;A;_Z
93015;2014;A;ES61;CLV_I15;99.626845971;A;_Z
93015;2015;A;ES61;CLV_I15;100.0;A;_Z
93015;2016;A;ES61;CLV_I15;107.579384238;A;_Z
93015;2017;A;ES61;CLV_I15;114.1286629;A;_Z
93015;2018;A;ES61;CLV_I15;116.334386359;A;_Z
93015;2019;P;ES61;CLV_I15;120.015691852;A;_Z
93015;2020;AV;ES61;CLV_I15;91.988148724;A;_Z
93015;2021;1E;ES61;CLV_I15;102.506096763;A;_Z
93019;1996;A;ES61;CLV_I15;55.800579534;A;_Z
93019;1997;A;ES61;CLV_I15;59.211125402;A;_Z
93019;1998;A;ES61;CLV_I15;62.751780026;A;_Z
93019;1999;A;ES61;CLV_I15;70.948576006;A;_Z
93019;2000;A;ES61;CLV_I15;75.155187047;A;_Z
93019;2001;A;ES61;CLV_I15;79.241203764;A;_Z
93019;2002;A;ES61;CLV_I15;81.886707986;A;_Z
93019;2003;A;ES61;CLV_I15;86.486280253;A;_Z
93019;2004;A;ES61;CLV_I15;93.668562725;A;_Z
93019;2005;A;ES61;CLV_I15;99.861690068;A;_Z
93019;2006;A;ES61;CLV_I15;104.611068729;A;_Z
93019;2007;A;ES61;CLV_I15;108.191381734;A;_Z
93019;2008;A;ES61;CLV_I15;107.072924915;A;_Z
93019;2009;A;ES61;CLV_I15;96.062666117;A;_Z
93019;2010;A;ES61;CLV_I15;102.074544996;A;_Z
93019;2011;A;ES61;CLV_I15;103.592137657;A;_Z
93019;2012;A;ES61;CLV_I15;99.483535624;A;_Z
93019;2013;A;ES61;CLV_I15;96.506843247;A;_Z
93019;2014;A;ES61;CLV_I15;100.355632906;A;_Z
93019;2015;A;ES61;CLV_I15;100.0;A;_Z
93019;2016;A;ES61;CLV_I15;105.3253386;A;_Z
93019;2017;A;ES61;CLV_I15;111.986411754;A;_Z
93019;2018;A;ES61;CLV_I15;115.550032244;A;_Z
93019;2019;P;ES61;CLV_I15;115.733955064;A;_Z
93019;2020;AV;ES61;CLV_I15;95.228921238;A;_Z
93019;2021;1E;ES61;CLV_I15;104.428681945;A;_Z
93023;1996;A;ES61;CLV_I15;66.135702941;A;_Z
93023;1997;A;ES61;CLV_I15;70.016400102;A;_Z
93023;1998;A;ES61;CLV_I15;73.791418055;A;_Z
93023;1999;A;ES61;CLV_I15;77.244863432;A;_Z
93023;2000;A;ES61;CLV_I15;81.485591127;A;_Z
93023;2001;A;ES61;CLV_I15;84.815094757;A;_Z
93023;2002;A;ES61;CLV_I15;87.502393992;A;_Z
