MACROECO;TIME_PERIOD;OBS_STATUS;REF_AREA;INDICATOR;OBS_VALUE;FREQ;CNAE_09_CRA_NEW
93017;1996;A;ES61;RAS_INTER_IVE;2.302247677;A;_Z
93017;1997;A;ES61;RAS_INTER_IVE;4.51527806;A;_Z
93017;1998;A;ES61;RAS_INTER_IVE;5.934719379;A;_Z
93017;1999;A;ES61;RAS_INTER_IVE;6.57995476;A;_Z
93017;2000;A;ES61;RAS_INTER_IVE;4.885184718;A;_Z
93017;2001;A;ES61;RAS_INTER_IVE;3.836791816;A;_Z
93017;2002;A;ES61;RAS_INTER_IVE;3.752773353;A;_Z
93017;2003;A;ES61;RAS_INTER_IVE;4.1904237;A;_Z
93017;2004;A;ES61;RAS_INTER_IVE;4.532009143;A;_Z
93017;2005;A;ES61;RAS_INTER_IVE;4.246864589;A;_Z
93017;2006;A;ES61;RAS_INTER_IVE;4.307083729;A;_Z
93017;2007;A;ES61;RAS_INTER_IVE;4.401436793;A;_Z
93017;2008;A;ES61;RAS_INTER_IVE;1.25619821;A;_Z
93017;2009;A;ES61;RAS_INTER_IVE;-1.716506594;A;_Z
93017;2010;A;ES61;RAS_INTER_IVE;0.526764376;A;_Z
93017;2011;A;ES61;RAS_INTER_IVE;-2.00946583;A;_Z
93017;2012;A;ES61;RAS_INTER_IVE;-3.77947093;A;_Z
93017;2013;A;ES61;RAS_INTER_IVE;-2.858577049;A;_Z
93017;2014;A;ES61;RAS_INTER_IVE;1.222541893;A;_Z
93017;2015;A;ES61;RAS_INTER_IVE;1.938173365;A;_Z
93017;2016;A;ES61;RAS_INTER_IVE;2.508925112;A;_Z
93017;2017;A;ES61;RAS_INTER_IVE;2.894052418;A;_Z
93017;2018;A;ES61;RAS_INTER_IVE;1.547455695;A;_Z
93017;2019;P;ES61;RAS_INTER_IVE;-0.091800214;A;_Z
93017;2020;AV;ES61;RAS_INTER_IVE;-7.73475143;A;_Z
93017;2021;1E;ES61;RAS_INTER_IVE;5.355058251;A;_Z
93018;1996;A;ES61;RAS_INTER_IVE;2.008071667;A;_Z
93018;1997;A;ES61;RAS_INTER_IVE;4.810794402;A;_Z
93018;1998;A;ES61;RAS_INTER_IVE;6.459165636;A;_Z
93018;1999;A;ES61;RAS_INTER_IVE;7.210993287;A;_Z
93018;2000;A;ES61;RAS_INTER_IVE;4.956275326;A;_Z
93018;2001;A;ES61;RAS_INTER_IVE;4.262033982;A;_Z
93018;2002;A;ES61;RAS_INTER_IVE;3.865470198;A;_Z
93018;2003;A;ES61;RAS_INTER_IVE;4.19604335;A;_Z
93018;2004;A;ES61;RAS_INTER_IVE;4.297368962;A;_Z
93018;2005;A;ES61;RAS_INTER_IVE;4.217068962;A;_Z
93018;2006;A;ES61;RAS_INTER_IVE;4.084441683;A;_Z
93018;2007;A;ES61;RAS_INTER_IVE;3.785277524;A;_Z
93018;2008;A;ES61;RAS_INTER_IVE;-0.320018276;A;_Z
93018;2009;A;ES61;RAS_INTER_IVE;-3.800699359;A;_Z
93018;2010;A;ES61;RAS_INTER_IVE;0.288098741;A;_Z
93018;2011;A;ES61;RAS_INTER_IVE;-2.734895176;A;_Z
93018;2012;A;ES61;RAS_INTER_IVE;-3.739766414;A;_Z
93018;2013;A;ES61;RAS_INTER_IVE;-3.21154829;A;_Z
93018;2014;A;ES61;RAS_INTER_IVE;1.846222031;A;_Z
93018;2015;A;ES61;RAS_INTER_IVE;1.82980552;A;_Z
93018;2016;A;ES61;RAS_INTER_IVE;2.744628949;A;_Z
93018;2017;A;ES61;RAS_INTER_IVE;3.386155943;A;_Z
93018;2018;A;ES61;RAS_INTER_IVE;1.374659305;A;_Z
93018;2019;P;ES61;RAS_INTER_IVE;-0.911712953;A;_Z
93018;2020;AV;ES61;RAS_INTER_IVE;-12.448758034;A;_Z
93018;2021;1E;ES61;RAS_INTER_IVE;5.275217311;A;_Z
93011;1996;A;ES61;RAS_INTER_IVE;3.174583911;A;_Z
93011;1997;A;ES61;RAS_INTER_IVE;3.65464712;A;_Z
93011;1998;A;ES61;RAS_INTER_IVE;4.374184016;A;_Z
93011;1999;A;ES61;RAS_INTER_IVE;4.679510725;A;_Z
93011;2000;A;ES61;RAS_INTER_IVE;4.668071169;A;_Z
93011;2001;A;ES61;RAS_INTER_IVE;2.541304084;A;_Z
93011;2002;A;ES61;RAS_INTER_IVE;3.403180136;A;_Z
93011;2003;A;ES61;RAS_INTER_IVE;4.172986458;A;_Z
93011;2004;A;ES61;RAS_INTER_IVE;5.257772265;A;_Z
93011;2005;A;ES61;RAS_INTER_IVE;4.338007855;A;_Z
93011;2006;A;ES61;RAS_INTER_IVE;4.985624659;A;_Z
93011;2007;A;ES61;RAS_INTER_IVE;6.263679092;A;_Z
93011;2008;A;ES61;RAS_INTER_IVE;5.900726808;A;_Z
93011;2009;A;ES61;RAS_INTER_IVE;4.031812864;A;_Z
93011;2010;A;ES61;RAS_INTER_IVE;1.12364571;A;_Z
93011;2011;A;ES61;RAS_INTER_IVE;-0.162630448;A;_Z
93011;2012;A;ES61;RAS_INTER_IVE;-3.880781486;A;_Z
93011;2013;A;ES61;RAS_INTER_IVE;-1.918115291;A;_Z
93011;2014;A;ES61;RAS_INTER_IVE;-0.42437016;A;_Z
93011;2015;A;ES61;RAS_INTER_IVE;2.229991828;A;_Z
93011;2016;A;ES61;RAS_INTER_IVE;1.885423748;A;_Z
93011;2017;A;ES61;RAS_INTER_IVE;1.580114724;A;_Z
93011;2018;A;ES61;RAS_INTER_IVE;2.022105389;A;_Z
93011;2019;P;ES61;RAS_INTER_IVE;2.14471269;A;_Z
93011;2020;AV;ES61;RAS_INTER_IVE;4.537743917;A;_Z
93011;2021;1E;ES61;RAS_INTER_IVE;5.525684531;A;_Z
93020;1996;A;ES61;RAS_INTER_IVE;3.579946151;A;_Z
93020;1997;A;ES61;RAS_INTER_IVE;1.956705306;A;_Z
93020;1998;A;ES61;RAS_INTER_IVE;3.301228808;A;_Z
93020;1999;A;ES61;RAS_INTER_IVE;5.006001151;A;_Z
93020;2000;A;ES61;RAS_INTER_IVE;2.650765166;A;_Z
93020;2001;A;ES61;RAS_INTER_IVE;2.410048079;A;_Z
93020;2002;A;ES61;RAS_INTER_IVE;3.103262401;A;_Z
93020;2003;A;ES61;RAS_INTER_IVE;2.615864394;A;_Z
93020;2004;A;ES61;RAS_INTER_IVE;5.102633992;A;_Z
93020;2005;A;ES61;RAS_INTER_IVE;3.045309077;A;_Z
93020;2006;A;ES61;RAS_INTER_IVE;4.519161053;A;_Z
93020;2007;A;ES61;RAS_INTER_IVE;6.664669923;A;_Z
93020;2008;A;ES61;RAS_INTER_IVE;9.786671597;A;_Z
93020;2009;A;ES61;RAS_INTER_IVE;4.022410834;A;_Z
93020;2010;A;ES61;RAS_INTER_IVE;0.913513999;A;_Z
93020;2011;A;ES61;RAS_INTER_IVE;-1.716187492;A;_Z
93020;2012;A;ES61;RAS_INTER_IVE;-5.261235637;A;_Z
93020;2013;A;ES61;RAS_INTER_IVE;-1.554743394;A;_Z
93020;2014;A;ES61;RAS_INTER_IVE;-0.55055808;A;_Z
93020;2015;A;ES61;RAS_INTER_IVE;1.969630103;A;_Z
93020;2016;A;ES61;RAS_INTER_IVE;3.511328656;A;_Z
93020;2017;A;ES61;RAS_INTER_IVE;1.877649421;A;_Z
93020;2018;A;ES61;RAS_INTER_IVE;2.159566077;A;_Z
93020;2019;P;ES61;RAS_INTER_IVE;3.156760234;A;_Z
93020;2020;AV;ES61;RAS_INTER_IVE;;A;_Z
93020;2021;1E;ES61;RAS_INTER_IVE;;A;_Z
93012;1996;A;ES61;RAS_INTER_IVE;2.438515837;A;_Z
93012;1997;A;ES61;RAS_INTER_IVE;6.785082659;A;_Z
93012;1998;A;ES61;RAS_INTER_IVE;6.257492442;A;_Z
93012;1999;A;ES61;RAS_INTER_IVE;4.121876616;A;_Z
93012;2000;A;ES61;RAS_INTER_IVE;8.152040024;A;_Z
93012;2001;A;ES61;RAS_INTER_IVE;2.757428523;A;_Z
93012;2002;A;ES61;RAS_INTER_IVE;3.895134866;A;_Z
93012;2003;A;ES61;RAS_INTER_IVE;6.700900716;A;_Z
