MACROECO;TIME_PERIOD;OBS_STATUS;REF_AREA;INDICATOR;OBS_VALUE;FREQ;CNAE_09_CRA_NEW
93039;1996;A;ES61;TAS_INTER_PREC_CORR;9.16515778;A;_Z
93039;1997;A;ES61;TAS_INTER_PREC_CORR;11.039315254;A;_Z
93039;1998;A;ES61;TAS_INTER_PREC_CORR;7.256656961;A;_Z
93039;1999;A;ES61;TAS_INTER_PREC_CORR;-2.463637515;A;_Z
93039;2000;A;ES61;TAS_INTER_PREC_CORR;1.070133242;A;_Z
93039;2001;A;ES61;TAS_INTER_PREC_CORR;6.331662467;A;_Z
93039;2002;A;ES61;TAS_INTER_PREC_CORR;-0.423098101;A;_Z
93039;2003;A;ES61;TAS_INTER_PREC_CORR;-0.490538844;A;_Z
93039;2004;A;ES61;TAS_INTER_PREC_CORR;-5.663448404;A;_Z
93039;2005;A;ES61;TAS_INTER_PREC_CORR;1.506468236;A;_Z
93039;2006;A;ES61;TAS_INTER_PREC_CORR;-5.261404139;A;_Z
93039;2007;A;ES61;TAS_INTER_PREC_CORR;-3.225538742;A;_Z
93039;2008;A;ES61;TAS_INTER_PREC_CORR;-5.963304626;A;_Z
93039;2009;A;ES61;TAS_INTER_PREC_CORR;-1.694473636;A;_Z
93039;2010;A;ES61;TAS_INTER_PREC_CORR;5.531946849;A;_Z
93039;2011;A;ES61;TAS_INTER_PREC_CORR;-3.621195568;A;_Z
93039;2012;A;ES61;TAS_INTER_PREC_CORR;-6.124266009;A;_Z
93039;2013;A;ES61;TAS_INTER_PREC_CORR;-3.361601133;A;_Z
93039;2014;A;ES61;TAS_INTER_PREC_CORR;13.472264112;A;_Z
93039;2015;A;ES61;TAS_INTER_PREC_CORR;-0.804988566;A;_Z
93039;2016;A;ES61;TAS_INTER_PREC_CORR;11.461248586;A;_Z
93039;2017;A;ES61;TAS_INTER_PREC_CORR;5.549852897;A;_Z
93039;2018;A;ES61;TAS_INTER_PREC_CORR;-5.318414345;A;_Z
93039;2019;P;ES61;TAS_INTER_PREC_CORR;1.88855033;A;_Z
93039;2020;AV;ES61;TAS_INTER_PREC_CORR;1.834807375;A;_Z
93039;2021;1E;ES61;TAS_INTER_PREC_CORR;2.796464215;A;_Z
93040;1996;A;ES61;TAS_INTER_PREC_CORR;1.416195294;A;_Z
93040;1997;A;ES61;TAS_INTER_PREC_CORR;4.055348982;A;_Z
93040;1998;A;ES61;TAS_INTER_PREC_CORR;3.691081035;A;_Z
93040;1999;A;ES61;TAS_INTER_PREC_CORR;3.955168933;A;_Z
93040;2000;A;ES61;TAS_INTER_PREC_CORR;2.434108923;A;_Z
93040;2001;A;ES61;TAS_INTER_PREC_CORR;-0.460497708;A;_Z
93040;2002;A;ES61;TAS_INTER_PREC_CORR;-1.001525384;A;_Z
93040;2003;A;ES61;TAS_INTER_PREC_CORR;2.283734271;A;_Z
93040;2004;A;ES61;TAS_INTER_PREC_CORR;1.5972927;A;_Z
93040;2005;A;ES61;TAS_INTER_PREC_CORR;0.797402091;A;_Z
93040;2006;A;ES61;TAS_INTER_PREC_CORR;-1.433361303;A;_Z
93040;2007;A;ES61;TAS_INTER_PREC_CORR;-0.508323758;A;_Z
93040;2008;A;ES61;TAS_INTER_PREC_CORR;-1.035574319;A;_Z
93040;2009;A;ES61;TAS_INTER_PREC_CORR;-11.217693271;A;_Z
93040;2010;A;ES61;TAS_INTER_PREC_CORR;-4.752572858;A;_Z
93040;2011;A;ES61;TAS_INTER_PREC_CORR;-3.613849513;A;_Z
93040;2012;A;ES61;TAS_INTER_PREC_CORR;-7.628339445;A;_Z
93040;2013;A;ES61;TAS_INTER_PREC_CORR;-6.762600128;A;_Z
93040;2014;A;ES61;TAS_INTER_PREC_CORR;0.18652272;A;_Z
93040;2015;A;ES61;TAS_INTER_PREC_CORR;2.391949935;A;_Z
93040;2016;A;ES61;TAS_INTER_PREC_CORR;8.60314935;A;_Z
93040;2017;A;ES61;TAS_INTER_PREC_CORR;5.269718794;A;_Z
93040;2018;A;ES61;TAS_INTER_PREC_CORR;4.492060885;A;_Z
93040;2019;P;ES61;TAS_INTER_PREC_CORR;2.295888825;A;_Z
93040;2020;AV;ES61;TAS_INTER_PREC_CORR;-3.735075668;A;_Z
93040;2021;1E;ES61;TAS_INTER_PREC_CORR;0.151201421;A;_Z
93041;1996;A;ES61;TAS_INTER_PREC_CORR;1.22271915;A;_Z
93041;1997;A;ES61;TAS_INTER_PREC_CORR;4.228051318;A;_Z
93041;1998;A;ES61;TAS_INTER_PREC_CORR;2.922164833;A;_Z
93041;1999;A;ES61;TAS_INTER_PREC_CORR;4.164783532;A;_Z
93041;2000;A;ES61;TAS_INTER_PREC_CORR;2.521018722;A;_Z
93041;2001;A;ES61;TAS_INTER_PREC_CORR;-0.253528437;A;_Z
93041;2002;A;ES61;TAS_INTER_PREC_CORR;-1.584277309;A;_Z
93041;2003;A;ES61;TAS_INTER_PREC_CORR;1.917664476;A;_Z
93041;2004;A;ES61;TAS_INTER_PREC_CORR;0.951765255;A;_Z
93041;2005;A;ES61;TAS_INTER_PREC_CORR;-0.16009677;A;_Z
93041;2006;A;ES61;TAS_INTER_PREC_CORR;-1.631646256;A;_Z
93041;2007;A;ES61;TAS_INTER_PREC_CORR;-0.610595461;A;_Z
93041;2008;A;ES61;TAS_INTER_PREC_CORR;-1.315357856;A;_Z
93041;2009;A;ES61;TAS_INTER_PREC_CORR;-12.355907929;A;_Z
93041;2010;A;ES61;TAS_INTER_PREC_CORR;-5.680051692;A;_Z
93041;2011;A;ES61;TAS_INTER_PREC_CORR;-5.22932273;A;_Z
93041;2012;A;ES61;TAS_INTER_PREC_CORR;-9.134290518;A;_Z
93041;2013;A;ES61;TAS_INTER_PREC_CORR;-5.67940093;A;_Z
93041;2014;A;ES61;TAS_INTER_PREC_CORR;-0.010390118;A;_Z
93041;2015;A;ES61;TAS_INTER_PREC_CORR;2.303178484;A;_Z
93041;2016;A;ES61;TAS_INTER_PREC_CORR;8.689235696;A;_Z
93041;2017;A;ES61;TAS_INTER_PREC_CORR;5.347670014;A;_Z
93041;2018;A;ES61;TAS_INTER_PREC_CORR;4.838785425;A;_Z
93041;2019;P;ES61;TAS_INTER_PREC_CORR;2.303993788;A;_Z
93041;2020;AV;ES61;TAS_INTER_PREC_CORR;-5.20577403;A;_Z
93041;2021;1E;ES61;TAS_INTER_PREC_CORR;-1.210217562;A;_Z
93042;1996;A;ES61;TAS_INTER_PREC_CORR;6.251666966;A;_Z
93042;1997;A;ES61;TAS_INTER_PREC_CORR;5.211325161;A;_Z
93042;1998;A;ES61;TAS_INTER_PREC_CORR;16.009809851;A;_Z
93042;1999;A;ES61;TAS_INTER_PREC_CORR;21.370664958;A;_Z
93042;2000;A;ES61;TAS_INTER_PREC_CORR;18.463684619;A;_Z
