D_TEMPORAL_0;D_TERRITORIO_0;D_SEXO_0;D_NACIONALIDAD_0;D_EDAD_0;INDICATOR;OBS_VALUE;FREQ
2021;2482;_T;4781;4306;HAB;776789.0;A
2021;2482;_T;4781;4172;HAB;109507.0;A
2021;2482;_T;4781;4159;HAB;30901.0;A
2021;2482;_T;4781;4154;HAB;5323.0;A
2021;2482;_T;4781;4155;HAB;5933.0;A
2021;2482;_T;4781;4156;HAB;6211.0;A
2021;2482;_T;4781;4157;HAB;6528.0;A
2021;2482;_T;4781;4158;HAB;6906.0;A
2021;2482;_T;4781;4165;HAB;36749.0;A
2021;2482;_T;4781;4160;HAB;7019.0;A
2021;2482;_T;4781;4161;HAB;7208.0;A
2021;2482;_T;4781;4162;HAB;7147.0;A
2021;2482;_T;4781;4163;HAB;7552.0;A
2021;2482;_T;4781;4164;HAB;7823.0;A
2021;2482;_T;4781;4171;HAB;41857.0;A
2021;2482;_T;4781;4166;HAB;7842.0;A
2021;2482;_T;4781;4167;HAB;8218.0;A
2021;2482;_T;4781;4168;HAB;8701.0;A
2021;2482;_T;4781;4169;HAB;8376.0;A
2021;2482;_T;4781;4170;HAB;8720.0;A
2021;2482;_T;4781;4191;HAB;127221.0;A
2021;2482;_T;4781;4178;HAB;41583.0;A
2021;2482;_T;4781;4173;HAB;8434.0;A
2021;2482;_T;4781;4174;HAB;8356.0;A
2021;2482;_T;4781;4175;HAB;8362.0;A
2021;2482;_T;4781;4176;HAB;8189.0;A
2021;2482;_T;4781;4177;HAB;8242.0;A
2021;2482;_T;4781;4184;HAB;41632.0;A
2021;2482;_T;4781;4179;HAB;8477.0;A
2021;2482;_T;4781;4180;HAB;8297.0;A
2021;2482;_T;4781;4181;HAB;8415.0;A
2021;2482;_T;4781;4182;HAB;8232.0;A
2021;2482;_T;4781;4183;HAB;8211.0;A
2021;2482;_T;4781;4190;HAB;44006.0;A
2021;2482;_T;4781;4185;HAB;8196.0;A
2021;2482;_T;4781;4186;HAB;8664.0;A
2021;2482;_T;4781;4187;HAB;8926.0;A
2021;2482;_T;4781;4188;HAB;9162.0;A
2021;2482;_T;4781;4189;HAB;9058.0;A
2021;2482;_T;4781;4210;HAB;154178.0;A
2021;2482;_T;4781;4197;HAB;46112.0;A
2021;2482;_T;4781;4192;HAB;9248.0;A
2021;2482;_T;4781;4193;HAB;9201.0;A
2021;2482;_T;4781;4194;HAB;9288.0;A
