D_TEMPORAL_0;D_TERRITORIO_0;D_SEXO_0;D_NACIONALIDAD_0;D_EDAD_0;INDICATOR;OBS_VALUE;FREQ
2021;3023;_T;4781;4306;HAB;1695651.0;A
2021;3023;_T;4781;4172;HAB;254327.0;A
2021;3023;_T;4781;4159;HAB;70101.0;A
2021;3023;_T;4781;4154;HAB;11566.0;A
2021;3023;_T;4781;4155;HAB;13323.0;A
2021;3023;_T;4781;4156;HAB;13858.0;A
2021;3023;_T;4781;4157;HAB;15239.0;A
2021;3023;_T;4781;4158;HAB;16115.0;A
2021;3023;_T;4781;4165;HAB;87238.0;A
2021;3023;_T;4781;4160;HAB;16552.0;A
2021;3023;_T;4781;4161;HAB;17093.0;A
2021;3023;_T;4781;4162;HAB;17000.0;A
2021;3023;_T;4781;4163;HAB;18087.0;A
2021;3023;_T;4781;4164;HAB;18506.0;A
2021;3023;_T;4781;4171;HAB;96988.0;A
2021;3023;_T;4781;4166;HAB;18827.0;A
2021;3023;_T;4781;4167;HAB;19152.0;A
2021;3023;_T;4781;4168;HAB;19993.0;A
2021;3023;_T;4781;4169;HAB;19560.0;A
2021;3023;_T;4781;4170;HAB;19456.0;A
2021;3023;_T;4781;4191;HAB;267067.0;A
2021;3023;_T;4781;4178;HAB;91208.0;A
2021;3023;_T;4781;4173;HAB;19308.0;A
2021;3023;_T;4781;4174;HAB;18672.0;A
2021;3023;_T;4781;4175;HAB;18133.0;A
2021;3023;_T;4781;4176;HAB;17446.0;A
2021;3023;_T;4781;4177;HAB;17649.0;A
2021;3023;_T;4781;4184;HAB;85372.0;A
2021;3023;_T;4781;4179;HAB;17581.0;A
2021;3023;_T;4781;4180;HAB;17315.0;A
2021;3023;_T;4781;4181;HAB;16632.0;A
2021;3023;_T;4781;4182;HAB;16854.0;A
2021;3023;_T;4781;4183;HAB;16990.0;A
2021;3023;_T;4781;4190;HAB;90487.0;A
2021;3023;_T;4781;4185;HAB;17056.0;A
2021;3023;_T;4781;4186;HAB;17064.0;A
2021;3023;_T;4781;4187;HAB;18100.0;A
2021;3023;_T;4781;4188;HAB;19115.0;A
2021;3023;_T;4781;4189;HAB;19152.0;A
2021;3023;_T;4781;4210;HAB;369695.0;A
2021;3023;_T;4781;4197;HAB;102600.0;A
2021;3023;_T;4781;4192;HAB;19442.0;A
2021;3023;_T;4781;4193;HAB;20104.0;A
2021;3023;_T;4781;4194;HAB;20366.0;A
2021;3023;_T;4781;4195;HAB;21013.0;A
2021;3023;_T;4781;4196;HAB;21675.0;A
