D_SEXO_0;D_EPD_NIVELESTUDIOSTER_0;D_TEMPORAL_0;D_CERTIFICDISCAPAC_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
3690;38333;2017;5733;3143;Porcentaje;100.0;A
3690;38333;2016;5732;3143;Porcentaje;100.0;A
3690;38333;2016;5733;3143;Porcentaje;100.0;A
3690;38333;2015;5732;3143;Porcentaje;100.0;A
3690;38333;2015;5733;3143;Porcentaje;100.0;A
3690;38333;2014;5732;3143;Porcentaje;100.0;A
3690;38333;2014;5733;3143;Porcentaje;100.0;A
3691;38326;2020;5732;3143;Porcentaje;69.50411904278702;A
3691;38326;2020;5733;3143;Porcentaje;86.14517120362308;A
3691;38326;2019;5732;3143;Porcentaje;11.474489367757982;A
3691;38326;2019;5733;3143;Porcentaje;31.892719727160596;A
3691;38326;2018;5732;3143;Porcentaje;12.39593864623464;A
3691;38326;2018;5733;3143;Porcentaje;33.5805489340434;A
3691;38326;2017;5732;3143;Porcentaje;12.94088249715492;A
3691;38326;2017;5733;3143;Porcentaje;32.47676827403123;A
3691;38326;2016;5732;3143;Porcentaje;13.425218528978375;A
3691;38326;2016;5733;3143;Porcentaje;34.340875633443034;A
3691;38326;2015;5732;3143;Porcentaje;14.582609952025097;A
3691;38326;2015;5733;3143;Porcentaje;39.56847747962767;A
3691;38326;2014;5732;3143;Porcentaje;15.429738374816942;A
3691;38326;2014;5733;3143;Porcentaje;40.6810181823931;A
3691;38324;2020;5732;3143;Porcentaje;10.78558591259055;A
3691;38324;2020;5733;3143;Porcentaje;31.714474618196824;A
3691;38324;2019;5732;3143;Porcentaje;0.49809375862019223;A
3691;38324;2019;5733;3143;Porcentaje;5.705180581581244;A
3691;38324;2018;5732;3143;Porcentaje;0.5365111880521897;A
3691;38324;2018;5733;3143;Porcentaje;6.1568208187856905;A
3691;38324;2017;5732;3143;Porcentaje;0.6774221354109503;A
3691;38324;2017;5733;3143;Porcentaje;5.910992388853742;A
3691;38324;2016;5732;3143;Porcentaje;0.685799497390606;A
3691;38324;2016;5733;3143;Porcentaje;7.160664270707456;A
3691;38324;2015;5732;3143;Porcentaje;0.7431415713028007;A
3691;38324;2015;5733;3143;Porcentaje;8.10186000553842;A
3691;38324;2014;5732;3143;Porcentaje;0.8677968684699907;A
3691;38324;2014;5733;3143;Porcentaje;8.676499753079389;A
3691;38325;2020;5732;3143;Porcentaje;58.718533130196484;A
3691;38325;2020;5733;3143;Porcentaje;54.43069658542624;A
3691;38325;2019;5732;3143;Porcentaje;10.97639560913779;A
3691;38325;2019;5733;3143;Porcentaje;26.187539145579354;A
3691;38325;2018;5732;3143;Porcentaje;11.859427458182452;A
3691;38325;2018;5733;3143;Porcentaje;27.423728115257706;A
3691;38325;2017;5732;3143;Porcentaje;12.26346036174397;A
3691;38325;2017;5733;3143;Porcentaje;26.565775885177484;A
3691;38325;2016;5732;3143;Porcentaje;12.73941903158777;A
3691;38325;2016;5733;3143;Porcentaje;27.18021136273558;A
3691;38325;2015;5732;3143;Porcentaje;13.839468380722298;A
3691;38325;2015;5733;3143;Porcentaje;31.466617474089244;A
3691;38325;2014;5732;3143;Porcentaje;14.561941506346951;A
3691;38325;2014;5733;3143;Porcentaje;32.00451842931371;A
3691;38332;2020;5732;3143;Porcentaje;30.49588095721298;A
3691;38332;2020;5733;3143;Porcentaje;13.854828796376944;A
3691;38332;2019;5732;3143;Porcentaje;88.52551063224202;A
3691;38332;2019;5733;3143;Porcentaje;68.10728027283942;A
3691;38332;2018;5732;3143;Porcentaje;87.60406135376536;A
3691;38332;2018;5733;3143;Porcentaje;66.41945106595661;A
3691;38332;2017;5732;3143;Porcentaje;87.0591175028451;A
3691;38332;2017;5733;3143;Porcentaje;67.52323172596877;A
3691;38332;2016;5732;3143;Porcentaje;86.57478147102162;A
3691;38332;2016;5733;3143;Porcentaje;65.65912436655695;A
3691;38332;2015;5732;3143;Porcentaje;85.4173900479749;A
3691;38332;2015;5733;3143;Porcentaje;60.43152252037234;A
3691;38332;2014;5732;3143;Porcentaje;84.57026162518306;A
3691;38332;2014;5733;3143;Porcentaje;59.3189818176069;A
3691;38328;2020;5732;3143;Porcentaje;30.49588095721298;A
3691;38328;2020;5733;3143;Porcentaje;13.854828796376944;A
3691;38328;2019;5732;3143;Porcentaje;59.18260079840658;A
3691;38328;2019;5733;3143;Porcentaje;54.263185134619754;A
3691;38328;2018;5732;3143;Porcentaje;59.040250639433424;A
3691;38328;2018;5733;3143;Porcentaje;51.94649278092919;A
3691;38328;2017;5732;3143;Porcentaje;59.37090296566796;A
3691;38328;2017;5733;3143;Porcentaje;51.313965941197125;A
3691;38328;2016;5732;3143;Porcentaje;59.01984444006851;A
3691;38328;2016;5733;3143;Porcentaje;53.05364957495876;A
3691;38328;2015;5732;3143;Porcentaje;58.726525809255435;A
3691;38328;2015;5733;3143;Porcentaje;49.27414276408953;A
3691;38328;2014;5732;3143;Porcentaje;58.71371917204058;A
3691;38328;2014;5733;3143;Porcentaje;47.6712189984389;A
3691;38330;2019;5732;3143;Porcentaje;29.342909833835446;A
3691;38330;2019;5733;3143;Porcentaje;13.844095138219654;A
3691;38330;2018;5732;3143;Porcentaje;28.56381071433194;A
3691;38330;2018;5733;3143;Porcentaje;14.47295828502743;A
3691;38330;2017;5732;3143;Porcentaje;27.68821453717712;A
3691;38330;2017;5733;3143;Porcentaje;16.209265784771638;A
3691;38330;2016;5732;3143;Porcentaje;27.554937030953113;A
3691;38330;2016;5733;3143;Porcentaje;12.605474791598198;A
3691;38330;2015;5732;3143;Porcentaje;26.690864238719463;A
3691;38330;2015;5733;3143;Porcentaje;11.157379756282808;A
3691;38330;2014;5732;3143;Porcentaje;25.856542453142495;A
3691;38330;2014;5733;3143;Porcentaje;11.647762819167996;A
3691;38333;2020;5732;3143;Porcentaje;100.0;A
3691;38333;2020;5733;3143;Porcentaje;100.0;A
3691;38333;2019;5732;3143;Porcentaje;100.0;A
3691;38333;2019;5733;3143;Porcentaje;100.0;A
3691;38333;2018;5732;3143;Porcentaje;100.0;A
3691;38333;2018;5733;3143;Porcentaje;100.0;A
3691;38333;2017;5732;3143;Porcentaje;100.0;A
3691;38333;2017;5733;3143;Porcentaje;100.0;A
3691;38333;2016;5732;3143;Porcentaje;100.0;A
3691;38333;2016;5733;3143;Porcentaje;100.0;A
3691;38333;2015;5732;3143;Porcentaje;100.0;A
3691;38333;2015;5733;3143;Porcentaje;100.0;A
3691;38333;2014;5732;3143;Porcentaje;100.0;A
3691;38333;2014;5733;3143;Porcentaje;100.0;A
