D_TEMPORAL_0;D_SEXO_0;D_EDAD_0;D_EPA_RELACTIVIDAD_0;D_EPA_NIVEL_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2008;3689;4235;48946;46593;3143;Población;166.9363325;M
2008;3689;4305;48952;46593;3143;Población;498.8033475;M
2008;3689;4305;48934;46593;3143;Población;0.1769975;M
2008;3689;4305;48936;46593;3143;Población;10.8118575;M
2008;3689;4305;48937;46593;3143;Población;;M
2008;3689;4305;48939;46593;3143;Población;0.14962;M
2008;3689;4305;48940;46593;3143;Población;10.9614775;M
2008;3689;4305;48946;46593;3143;Población;487.84187;M
2008;3689;4306;48952;46593;3143;Población;3282.9781625;M
2008;3689;4306;48934;46593;3143;Población;118.8512425;M
2008;3689;4306;48936;46593;3143;Población;1900.83453;M
2008;3689;4306;48937;46593;3143;Población;22.112165;M
2008;3689;4306;48939;46593;3143;Población;342.31488;M
2008;3689;4306;48940;46593;3143;Población;2243.14941;M
2008;3689;4306;48946;46593;3143;Población;1039.8287525;M
2008;3690;4191;48952;46593;3143;Población;453.743625;M
2008;3690;4191;48934;46593;3143;Población;28.340025;M
2008;3690;4191;48936;46593;3143;Población;147.853765;M
2008;3690;4191;48937;46593;3143;Población;19.429475;M
2008;3690;4191;48939;46593;3143;Población;70.7492575;M
2008;3690;4191;48940;46593;3143;Población;218.6030225;M
2008;3690;4191;48946;46593;3143;Población;235.1406025;M
2008;3690;272250;48952;46593;3143;Población;661.71763;M
2008;3690;272250;48934;46593;3143;Población;49.47275;M
2008;3690;272250;48936;46593;3143;Población;400.83175;M
2008;3690;272250;48937;46593;3143;Población;6.948845;M
2008;3690;272250;48939;46593;3143;Población;104.474405;M
2008;3690;272250;48940;46593;3143;Población;505.306155;M
2008;3690;272250;48946;46593;3143;Población;156.411475;M
2008;3690;4210;48952;46593;3143;Población;662.76909;M
2008;3690;4210;48934;46593;3143;Población;41.9979025;M
2008;3690;4210;48936;46593;3143;Población;371.25125;M
2008;3690;4210;48937;46593;3143;Población;3.1198325;M
2008;3690;4210;48939;46593;3143;Población;87.8308325;M
2008;3690;4210;48940;46593;3143;Población;459.0820825;M
2008;3690;4210;48946;46593;3143;Población;203.6870075;M
2008;3690;272251;48952;46593;3143;Población;538.257775;M
2008;3690;272251;48934;46593;3143;Población;26.626435;M
2008;3690;272251;48936;46593;3143;Población;247.27393;M
2008;3690;272251;48937;46593;3143;Población;2.65022;M
2008;3690;272251;48939;46593;3143;Población;54.706015;M
2008;3690;272251;48940;46593;3143;Población;301.979945;M
2008;3690;272251;48946;46593;3143;Población;236.27783;M
2008;3690;4235;48952;46593;3143;Población;413.738595;M
2008;3690;4235;48934;46593;3143;Población;5.453855;M
2008;3690;4235;48936;46593;3143;Población;84.7323175;M
2008;3690;4235;48937;46593;3143;Población;1.6422575;M
2008;3690;4235;48939;46593;3143;Población;20.17042;M
2008;3690;4235;48940;46593;3143;Población;104.9027375;M
2008;3690;4235;48946;46593;3143;Población;308.8358575;M
2008;3690;4305;48952;46593;3143;Población;663.21167;M
2008;3690;4305;48934;46593;3143;Población;0.1315325;M
2008;3690;4305;48936;46593;3143;Población;7.89394;M
2008;3690;4305;48937;46593;3143;Población;;M
2008;3690;4305;48939;46593;3143;Población;1.0303325;M
2008;3690;4305;48940;46593;3143;Población;8.9242725;M
2008;3690;4305;48946;46593;3143;Población;654.2873975;M
2008;3690;4306;48952;46593;3143;Población;3393.438385;M
2008;3690;4306;48934;46593;3143;Población;152.0225;M
2008;3690;4306;48936;46593;3143;Población;1259.8369525;M
2008;3690;4306;48937;46593;3143;Población;33.79063;M
2008;3690;4306;48939;46593;3143;Población;338.9612625;M
2008;3690;4306;48940;46593;3143;Población;1598.798215;M
2008;3690;4306;48946;46593;3143;Población;1794.64017;M
2008;3691;4191;48952;46593;3143;Población;931.809865;M
2008;3691;4191;48934;46593;3143;Población;49.51794;M
2008;3691;4191;48936;46593;3143;Población;341.272635;M
2008;3691;4191;48937;46593;3143;Población;36.3350825;M
2008;3691;4191;48939;46593;3143;Población;154.1402075;M
2008;3691;4191;48940;46593;3143;Población;495.4128425;M
2008;3691;4191;48946;46593;3143;Población;436.3970225;M
2008;3691;272250;48952;46593;3143;Población;1356.119805;M
2008;3691;272250;48934;46593;3143;Población;88.5986275;M
2008;3691;272250;48936;46593;3143;Población;930.5079675;M
2008;3691;272250;48937;46593;3143;Población;11.8658975;M
2008;3691;272250;48939;46593;3143;Población;205.2200375;M
2008;3691;272250;48940;46593;3143;Población;1135.728005;M
2008;3691;272250;48946;46593;3143;Población;220.3918;M
2008;3691;4210;48952;46593;3143;Población;1340.97919;M
2008;3691;4210;48934;46593;3143;Población;77.204215;M
2008;3691;4210;48936;46593;3143;Población;920.9441975;M
2008;3691;4210;48937;46593;3143;Población;3.4093375;M
2008;3691;4210;48939;46593;3143;Población;162.789865;M
2008;3691;4210;48940;46593;3143;Población;1083.7340625;M
2008;3691;4210;48946;46593;3143;Población;257.2451275;M
2008;3691;272251;48952;46593;3143;Población;1075.38602;M
2008;3691;272251;48934;46593;3143;Población;45.604775;M
2008;3691;272251;48936;46593;3143;Población;662.277815;M
2008;3691;272251;48937;46593;3143;Población;2.65022;M
2008;3691;272251;48939;46593;3143;Población;110.57469;M
2008;3691;272251;48940;46593;3143;Población;772.852505;M
2008;3691;272251;48946;46593;3143;Población;302.533515;M
2008;3691;4235;48952;46593;3143;Población;810.10665;M
2008;3691;4235;48934;46593;3143;Población;9.639655;M
2008;3691;4235;48936;46593;3143;Población;286.96307;M
2008;3691;4235;48937;46593;3143;Población;1.6422575;M
2008;3691;4235;48939;46593;3143;Población;47.37139;M
2008;3691;4235;48940;46593;3143;Población;334.33446;M
2008;3691;4235;48946;46593;3143;Población;475.77219;M
2008;3691;4305;48952;46593;3143;Población;1162.0150175;M
2008;3691;4305;48934;46593;3143;Población;0.30853;M
2008;3691;4305;48936;46593;3143;Población;18.7057975;M
2008;3691;4305;48937;46593;3143;Población;;M
2008;3691;4305;48939;46593;3143;Población;1.1799525;M
2008;3691;4305;48940;46593;3143;Población;19.88575;M
2008;3691;4305;48946;46593;3143;Población;1142.1292675;M
2008;3691;4306;48952;46593;3143;Población;6676.4165475;M
2008;3691;4306;48934;46593;3143;Población;270.8737425;M
2008;3691;4306;48936;46593;3143;Población;3160.6714825;M
2008;3691;4306;48937;46593;3143;Población;55.902795;M
2008;3691;4306;48939;46593;3143;Población;681.2761425;M
2008;3691;4306;48940;46593;3143;Población;3841.947625;M
2008;3691;4306;48946;46593;3143;Población;2834.4689225;M
2009;3689;4191;48952;46593;3143;Población;469.636445;M
2009;3689;4191;48934;46593;3143;Población;20.168175;M
2009;3689;4191;48936;46593;3143;Población;132.6979825;M
2009;3689;4191;48937;46593;3143;Población;21.2329275;M
2009;3689;4191;48939;46593;3143;Población;114.5614925;M
2009;3689;4191;48940;46593;3143;Población;247.259475;M
2009;3689;4191;48946;46593;3143;Población;222.37697;M
2009;3689;272250;48952;46593;3143;Población;686.0607975;M
2009;3689;272250;48934;46593;3143;Población;48.10002;M
2009;3689;272250;48936;46593;3143;Población;465.1574575;M
2009;3689;272250;48937;46593;3143;Población;4.92625;M
2009;3689;272250;48939;46593;3143;Población;160.45505;M
2009;3689;272250;48940;46593;3143;Población;625.6125075;M
2009;3689;272250;48946;46593;3143;Población;60.44829;M
2009;3689;4210;48952;46593;3143;Población;685.6376475;M
2009;3689;4210;48934;46593;3143;Población;43.7953275;M
2009;3689;4210;48936;46593;3143;Población;506.086905;M
2009;3689;4210;48937;46593;3143;Población;0.5174425;M
2009;3689;4210;48939;46593;3143;Población;128.490385;M
2009;3689;4210;48940;46593;3143;Población;634.57729;M
2009;3689;4210;48946;46593;3143;Población;51.0603575;M
2009;3689;272251;48952;46593;3143;Población;558.5239575;M
2009;3689;272251;48934;46593;3143;Población;27.7673025;M
2009;3689;272251;48936;46593;3143;Población;397.7352;M
2009;3689;272251;48937;46593;3143;Población;0.052215;M
2009;3689;272251;48939;46593;3143;Población;91.5498025;M
2009;3689;272251;48940;46593;3143;Población;489.2850025;M
2009;3689;272251;48946;46593;3143;Población;69.238955;M
2009;3689;4235;48952;46593;3143;Población;402.78052;M
2009;3689;4235;48934;46593;3143;Población;6.3105375;M
2009;3689;4235;48936;46593;3143;Población;195.8741775;M
2009;3689;4235;48937;46593;3143;Población;;M
2009;3689;4235;48939;46593;3143;Población;44.598575;M
2009;3689;4235;48940;46593;3143;Población;240.4727525;M
2009;3689;4235;48946;46593;3143;Población;162.3077675;M
2009;3689;4305;48952;46593;3143;Población;511.29708;M
2009;3689;4305;48934;46593;3143;Población;0.6333575;M
2009;3689;4305;48936;46593;3143;Población;10.3636925;M
2009;3689;4305;48937;46593;3143;Población;;M
2009;3689;4305;48939;46593;3143;Población;1.2017175;M
2009;3689;4305;48940;46593;3143;Población;11.56541;M
2009;3689;4305;48946;46593;3143;Población;499.73167;M
2009;3689;4306;48952;46593;3143;Población;3313.9364475;M
2009;3689;4306;48934;46593;3143;Población;146.77472;M
2009;3689;4306;48936;46593;3143;Población;1707.915415;M
2009;3689;4306;48937;46593;3143;Población;26.728835;M
2009;3689;4306;48939;46593;3143;Población;540.8570225;M
2009;3689;4306;48940;46593;3143;Población;2248.7724375;M
2009;3689;4306;48946;46593;3143;Población;1065.16401;M
2009;3690;4191;48952;46593;3143;Población;445.881685;M
2009;3690;4191;48934;46593;3143;Población;25.14266;M
2009;3690;4191;48936;46593;3143;Población;111.0476975;M
2009;3690;4191;48937;46593;3143;Población;25.5759825;M
2009;3690;4191;48939;46593;3143;Población;85.2273175;M
2009;3690;4191;48940;46593;3143;Población;196.275015;M
2009;3690;4191;48946;46593;3143;Población;249.60667;M
2009;3690;272250;48952;46593;3143;Población;655.2803025;M
2009;3690;272250;48934;46593;3143;Población;60.2368575;M
2009;3690;272250;48936;46593;3143;Población;388.8647675;M
2009;3690;272250;48937;46593;3143;Población;7.84825;M
2009;3690;272250;48939;46593;3143;Población;140.2654425;M
2009;3690;272250;48940;46593;3143;Población;529.13021;M
2009;3690;272250;48946;46593;3143;Población;126.1500925;M
2009;3690;4210;48952;46593;3143;Población;668.824975;M
2009;3690;4210;48934;46593;3143;Población;50.850495;M
2009;3690;4210;48936;46593;3143;Población;362.4272;M
2009;3690;4210;48937;46593;3143;Población;2.979765;M
2009;3690;4210;48939;46593;3143;Población;122.9603025;M
2009;3690;4210;48940;46593;3143;Población;485.3875025;M
2009;3690;4210;48946;46593;3143;Población;183.4374725;M
2009;3690;272251;48952;46593;3143;Población;559.599315;M
2009;3690;272251;48934;46593;3143;Población;33.2729175;M
2009;3690;272251;48936;46593;3143;Población;256.94455;M
2009;3690;272251;48937;46593;3143;Población;4.33978;M
2009;3690;272251;48939;46593;3143;Población;73.74722;M
2009;3690;272251;48940;46593;3143;Población;330.69177;M
2009;3690;272251;48946;46593;3143;Población;228.907545;M
2009;3690;4235;48952;46593;3143;Población;419.61185;M
2009;3690;4235;48934;46593;3143;Población;8.603825;M
2009;3690;4235;48936;46593;3143;Población;96.30932;M
2009;3690;4235;48937;46593;3143;Población;2.57985;M
2009;3690;4235;48939;46593;3143;Población;26.606935;M
2009;3690;4235;48940;46593;3143;Población;122.916255;M
2009;3690;4235;48946;46593;3143;Población;296.695595;M
2009;3690;4305;48952;46593;3143;Población;676.3708625;M
2009;3690;4305;48934;46593;3143;Población;0.053335;M
2009;3690;4305;48936;46593;3143;Población;8.6589125;M
2009;3690;4305;48937;46593;3143;Población;;M
2009;3690;4305;48939;46593;3143;Población;0.5195375;M
2009;3690;4305;48940;46593;3143;Población;9.17845;M
2009;3690;4305;48946;46593;3143;Población;667.1924125;M
2009;3690;4306;48952;46593;3143;Población;3425.56899;M
2009;3690;4306;48934;46593;3143;Población;178.16009;M
2009;3690;4306;48936;46593;3143;Población;1224.2524475;M
2009;3690;4306;48937;46593;3143;Población;43.3236275;M
2009;3690;4306;48939;46593;3143;Población;449.326755;M
2009;3690;4306;48940;46593;3143;Población;1673.5792025;M
2009;3690;4306;48946;46593;3143;Población;1751.9897875;M
2009;3691;4191;48952;46593;3143;Población;915.51813;M
2009;3691;4191;48934;46593;3143;Población;45.310835;M
2009;3691;4191;48936;46593;3143;Población;243.74568;M
2009;3691;4191;48937;46593;3143;Población;46.80891;M
2009;3691;4191;48939;46593;3143;Población;199.78881;M
2009;3691;4191;48940;46593;3143;Población;443.53449;M
2009;3691;4191;48946;46593;3143;Población;471.98364;M
2009;3691;272250;48952;46593;3143;Población;1341.3411;M
2009;3691;272250;48934;46593;3143;Población;108.3368775;M
2009;3691;272250;48936;46593;3143;Población;854.022225;M
2009;3691;272250;48937;46593;3143;Población;12.7745;M
2009;3691;272250;48939;46593;3143;Población;300.7204925;M
2009;3691;272250;48940;46593;3143;Población;1154.7427175;M
2009;3691;272250;48946;46593;3143;Población;186.5983825;M
2009;3691;4210;48952;46593;3143;Población;1354.4626225;M
2009;3691;4210;48934;46593;3143;Población;94.6458225;M
2009;3691;4210;48936;46593;3143;Población;868.514105;M
2009;3691;4210;48937;46593;3143;Población;3.4972075;M
2009;3691;4210;48939;46593;3143;Población;251.4506875;M
2009;3691;4210;48940;46593;3143;Población;1119.9647925;M
2009;3691;4210;48946;46593;3143;Población;234.49783;M
2009;3691;272251;48952;46593;3143;Población;1118.1232725;M
2009;3691;272251;48934;46593;3143;Población;61.04022;M
2009;3691;272251;48936;46593;3143;Población;654.67975;M
2009;3691;272251;48937;46593;3143;Población;4.391995;M
2009;3691;272251;48939;46593;3143;Población;165.2970225;M
2009;3691;272251;48940;46593;3143;Población;819.9767725;M
2009;3691;272251;48946;46593;3143;Población;298.1465;M
2009;3691;4235;48952;46593;3143;Población;822.39237;M
2009;3691;4235;48934;46593;3143;Población;14.9143625;M
2009;3691;4235;48936;46593;3143;Población;292.1834975;M
2009;3691;4235;48937;46593;3143;Población;2.57985;M
2009;3691;4235;48939;46593;3143;Población;71.20551;M
2009;3691;4235;48940;46593;3143;Población;363.3890075;M
2009;3691;4235;48946;46593;3143;Población;459.0033625;M
2009;3691;4305;48952;46593;3143;Población;1187.6679425;M
2009;3691;4305;48934;46593;3143;Población;0.6866925;M
2009;3691;4305;48936;46593;3143;Población;19.022605;M
2009;3691;4305;48937;46593;3143;Población;;M
2009;3691;4305;48939;46593;3143;Población;1.721255;M
2009;3691;4305;48940;46593;3143;Población;20.74386;M
2009;3691;4305;48946;46593;3143;Población;1166.9240825;M
2009;3691;4306;48952;46593;3143;Población;6739.5054375;M
2009;3691;4306;48934;46593;3143;Población;324.93481;M
2009;3691;4306;48936;46593;3143;Población;2932.1678625;M
2009;3691;4306;48937;46593;3143;Población;70.0524625;M
2009;3691;4306;48939;46593;3143;Población;990.1837775;M
2009;3691;4306;48940;46593;3143;Población;3922.35164;M
2009;3691;4306;48946;46593;3143;Población;2817.1537975;M
2010;3689;4191;48952;46593;3143;Población;459.5886725;M
2010;3689;4191;48934;46593;3143;Población;18.92189;M
2010;3689;4191;48936;46593;3143;Población;111.8042625;M
2010;3689;4191;48937;46593;3143;Población;26.61926;M
2010;3689;4191;48939;46593;3143;Población;114.654435;M
2010;3689;4191;48940;46593;3143;Población;226.4586975;M
2010;3689;4191;48946;46593;3143;Población;233.129975;M
2010;3689;272250;48952;46593;3143;Población;671.55144;M
2010;3689;272250;48934;46593;3143;Población;49.0874675;M
2010;3689;272250;48936;46593;3143;Población;426.01006;M
2010;3689;272250;48937;46593;3143;Población;6.2037075;M
2010;3689;272250;48939;46593;3143;Población;186.2173925;M
2010;3689;272250;48940;46593;3143;Población;612.2274525;M
2010;3689;272250;48946;46593;3143;Población;59.3239875;M
2010;3689;4210;48952;46593;3143;Población;692.4337825;M
2010;3689;4210;48934;46593;3143;Población;49.8283725;M
2010;3689;4210;48936;46593;3143;Población;511.3879325;M
2010;3689;4210;48937;46593;3143;Población;1.0938675;M
2010;3689;4210;48939;46593;3143;Población;137.40915;M
2010;3689;4210;48940;46593;3143;Población;648.7970825;M
2010;3689;4210;48946;46593;3143;Población;43.6367;M
2010;3689;272251;48952;46593;3143;Población;579.5201075;M
2010;3689;272251;48934;46593;3143;Población;29.6776925;M
2010;3689;272251;48936;46593;3143;Población;394.20166;M
2010;3689;272251;48937;46593;3143;Población;0.082755;M
2010;3689;272251;48939;46593;3143;Población;109.6125875;M
2010;3689;272251;48940;46593;3143;Población;503.8142475;M
2010;3689;272251;48946;46593;3143;Población;75.70586;M
2010;3689;4235;48952;46593;3143;Población;409.1477675;M
2010;3689;4235;48934;46593;3143;Población;7.8608875;M
2010;3689;4235;48936;46593;3143;Población;194.1790525;M
2010;3689;4235;48937;46593;3143;Población;;M
2010;3689;4235;48939;46593;3143;Población;51.304895;M
2010;3689;4235;48940;46593;3143;Población;245.4839475;M
2010;3689;4235;48946;46593;3143;Población;163.66382;M
2010;3689;4305;48952;46593;3143;Población;524.7450575;M
2010;3689;4305;48934;46593;3143;Población;0.0452375;M
2010;3689;4305;48936;46593;3143;Población;10.177605;M
2010;3689;4305;48937;46593;3143;Población;;M
2010;3689;4305;48939;46593;3143;Población;0.8563475;M
2010;3689;4305;48940;46593;3143;Población;11.0339525;M
2010;3689;4305;48946;46593;3143;Población;513.711105;M
2010;3689;4306;48952;46593;3143;Población;3336.9868275;M
2010;3689;4306;48934;46593;3143;Población;155.4215475;M
2010;3689;4306;48936;46593;3143;Población;1647.7605725;M
2010;3689;4306;48937;46593;3143;Población;33.99959;M
2010;3689;4306;48939;46593;3143;Población;600.0548075;M
2010;3689;4306;48940;46593;3143;Población;2247.81538;M
2010;3689;4306;48946;46593;3143;Población;1089.1714475;M
2010;3690;4191;48952;46593;3143;Población;437.0007575;M
2010;3690;4191;48934;46593;3143;Población;28.9771925;M
2010;3690;4191;48936;46593;3143;Población;98.824035;M
2010;3690;4191;48937;46593;3143;Población;30.421505;M
2010;3690;4191;48939;46593;3143;Población;95.1981325;M
2010;3690;4191;48940;46593;3143;Población;194.0221675;M
2010;3690;4191;48946;46593;3143;Población;242.97859;M
2010;3690;272250;48952;46593;3143;Población;643.646655;M
2010;3690;272250;48934;46593;3143;Población;71.1465;M
2010;3690;272250;48936;46593;3143;Población;388.4455625;M
2010;3690;272250;48937;46593;3143;Población;7.11138;M
2010;3690;272250;48939;46593;3143;Población;145.1496125;M
2010;3690;272250;48940;46593;3143;Población;533.595175;M
2010;3690;272250;48946;46593;3143;Población;110.05148;M
2010;3690;4210;48952;46593;3143;Población;673.67778;M
2010;3690;4210;48934;46593;3143;Población;47.8162375;M
2010;3690;4210;48936;46593;3143;Población;357.0686975;M
2010;3690;4210;48937;46593;3143;Población;3.5772025;M
2010;3690;4210;48939;46593;3143;Población;140.5842225;M
2010;3690;4210;48940;46593;3143;Población;497.65292;M
2010;3690;4210;48946;46593;3143;Población;176.02486;M
2010;3690;272251;48952;46593;3143;Población;580.55989;M
2010;3690;272251;48934;46593;3143;Población;39.988785;M
2010;3690;272251;48936;46593;3143;Población;272.027685;M
2010;3690;272251;48937;46593;3143;Población;4.3897125;M
2010;3690;272251;48939;46593;3143;Población;93.963425;M
2010;3690;272251;48940;46593;3143;Población;365.99111;M
2010;3690;272251;48946;46593;3143;Población;214.56878;M
2010;3690;4235;48952;46593;3143;Población;425.99217;M
2010;3690;4235;48934;46593;3143;Población;7.98515;M
2010;3690;4235;48936;46593;3143;Población;98.712845;M
2010;3690;4235;48937;46593;3143;Población;2.19819;M
2010;3690;4235;48939;46593;3143;Población;29.9183;M
2010;3690;4235;48940;46593;3143;Población;128.631145;M
2010;3690;4235;48946;46593;3143;Población;297.361025;M
2010;3690;4305;48952;46593;3143;Población;690.8778975;M
2010;3690;4305;48934;46593;3143;Población;0.115375;M
2010;3690;4305;48936;46593;3143;Población;11.095575;M
2010;3690;4305;48937;46593;3143;Población;;M
2010;3690;4305;48939;46593;3143;Población;0.148745;M
2010;3690;4305;48940;46593;3143;Población;11.24432;M
2010;3690;4305;48946;46593;3143;Población;679.6335775;M
2010;3690;4306;48952;46593;3143;Población;3451.75515;M
2010;3690;4306;48934;46593;3143;Población;196.02924;M
2010;3690;4306;48936;46593;3143;Población;1226.1744;M
2010;3690;4306;48937;46593;3143;Población;47.69799;M
2010;3690;4306;48939;46593;3143;Población;504.9624375;M
2010;3690;4306;48940;46593;3143;Población;1731.1368375;M
2010;3690;4306;48946;46593;3143;Población;1720.6183125;M
2010;3691;4191;48952;46593;3143;Población;896.58943;M
2010;3691;4191;48934;46593;3143;Población;47.8990825;M
2010;3691;4191;48936;46593;3143;Población;210.6282975;M
2010;3691;4191;48937;46593;3143;Población;57.040765;M
2010;3691;4191;48939;46593;3143;Población;209.8525675;M
2010;3691;4191;48940;46593;3143;Población;420.480865;M
2010;3691;4191;48946;46593;3143;Población;476.108565;M
2010;3691;272250;48952;46593;3143;Población;1315.198095;M
2010;3691;272250;48934;46593;3143;Población;120.2339675;M
2010;3691;272250;48936;46593;3143;Población;814.4556225;M
2010;3691;272250;48937;46593;3143;Población;13.3150875;M
2010;3691;272250;48939;46593;3143;Población;331.367005;M
2010;3691;272250;48940;46593;3143;Población;1145.8226275;M
2010;3691;272250;48946;46593;3143;Población;169.3754675;M
2010;3691;4210;48952;46593;3143;Población;1366.1115625;M
2010;3691;4210;48934;46593;3143;Población;97.64461;M
2010;3691;4210;48936;46593;3143;Población;868.45663;M
2010;3691;4210;48937;46593;3143;Población;4.67107;M
2010;3691;4210;48939;46593;3143;Población;277.9933725;M
2010;3691;4210;48940;46593;3143;Población;1146.4500025;M
2010;3691;4210;48946;46593;3143;Población;219.66156;M
2010;3691;272251;48952;46593;3143;Población;1160.0799975;M
2010;3691;272251;48934;46593;3143;Población;69.6664775;M
2010;3691;272251;48936;46593;3143;Población;666.229345;M
2010;3691;272251;48937;46593;3143;Población;4.4724675;M
2010;3691;272251;48939;46593;3143;Población;203.5760125;M
2010;3691;272251;48940;46593;3143;Población;869.8053575;M
2010;3691;272251;48946;46593;3143;Población;290.27464;M
2010;3691;4235;48952;46593;3143;Población;835.1399375;M
2010;3691;4235;48934;46593;3143;Población;15.8460375;M
2010;3691;4235;48936;46593;3143;Población;292.8918975;M
2010;3691;4235;48937;46593;3143;Población;2.19819;M
2010;3691;4235;48939;46593;3143;Población;81.223195;M
2010;3691;4235;48940;46593;3143;Población;374.1150925;M
2010;3691;4235;48946;46593;3143;Población;461.024845;M
2010;3691;4305;48952;46593;3143;Población;1215.622955;M
2010;3691;4305;48934;46593;3143;Población;0.1606125;M
2010;3691;4305;48936;46593;3143;Población;21.27318;M
2010;3691;4305;48937;46593;3143;Población;;M
2010;3691;4305;48939;46593;3143;Población;1.0050925;M
2010;3691;4305;48940;46593;3143;Población;22.2782725;M
2010;3691;4305;48946;46593;3143;Población;1193.3446825;M
2010;3691;4306;48952;46593;3143;Población;6788.7419775;M
2010;3691;4306;48934;46593;3143;Población;351.4507875;M
2010;3691;4306;48936;46593;3143;Población;2873.9349725;M
2010;3691;4306;48937;46593;3143;Población;81.69758;M
2010;3691;4306;48939;46593;3143;Población;1105.017245;M
2010;3691;4306;48940;46593;3143;Población;3978.9522175;M
2010;3691;4306;48946;46593;3143;Población;2809.78976;M
2011;3689;4191;48952;46593;3143;Población;449.8957375;M
2011;3689;4191;48934;46593;3143;Población;17.536265;M
2011;3689;4191;48936;46593;3143;Población;94.412415;M
2011;3689;4191;48937;46593;3143;Población;31.0122575;M
2011;3689;4191;48939;46593;3143;Población;118.646695;M
2011;3689;4191;48940;46593;3143;Población;213.05911;M
2011;3689;4191;48946;46593;3143;Población;236.8366275;M
2011;3689;272250;48952;46593;3143;Población;652.00122;M
2011;3689;272250;48934;46593;3143;Población;62.1185225;M
2011;3689;272250;48936;46593;3143;Población;408.9611225;M
2011;3689;272250;48937;46593;3143;Población;8.0797175;M
2011;3689;272250;48939;46593;3143;Población;184.959805;M
2011;3689;272250;48940;46593;3143;Población;593.9209275;M
2011;3689;272250;48946;46593;3143;Población;58.0802925;M
2011;3689;4210;48952;46593;3143;Población;700.2952275;M
2011;3689;4210;48934;46593;3143;Población;50.007355;M
2011;3689;4210;48936;46593;3143;Población;499.7384875;M
2011;3689;4210;48937;46593;3143;Población;0.6458175;M
2011;3689;4210;48939;46593;3143;Población;158.5722075;M
2011;3689;4210;48940;46593;3143;Población;658.310695;M
2011;3689;4210;48946;46593;3143;Población;41.9845325;M
2011;3689;272251;48952;46593;3143;Población;598.055975;M
2011;3689;272251;48934;46593;3143;Población;31.5994;M
2011;3689;272251;48936;46593;3143;Población;398.6200025;M
2011;3689;272251;48937;46593;3143;Población;;M
2011;3689;272251;48939;46593;3143;Población;122.8865425;M
2011;3689;272251;48940;46593;3143;Población;521.506545;M
2011;3689;272251;48946;46593;3143;Población;76.54943;M
2011;3689;4235;48952;46593;3143;Población;418.1657725;M
2011;3689;4235;48934;46593;3143;Población;8.67166;M
2011;3689;4235;48936;46593;3143;Población;189.2143425;M
2011;3689;4235;48937;46593;3143;Población;0.0501725;M
2011;3689;4235;48939;46593;3143;Población;59.40466;M
2011;3689;4235;48940;46593;3143;Población;248.6190025;M
2011;3689;4235;48946;46593;3143;Población;169.54677;M
2011;3689;4305;48952;46593;3143;Población;537.0824875;M
2011;3689;4305;48934;46593;3143;Población;0.0654025;M
2011;3689;4305;48936;46593;3143;Población;11.39227;M
2011;3689;4305;48937;46593;3143;Población;;M
2011;3689;4305;48939;46593;3143;Población;0.11867;M
2011;3689;4305;48940;46593;3143;Población;11.51094;M
2011;3689;4305;48946;46593;3143;Población;525.5715475;M
2011;3689;4306;48952;46593;3143;Población;3355.49642;M
2011;3689;4306;48934;46593;3143;Población;169.998605;M
2011;3689;4306;48936;46593;3143;Población;1602.33864;M
2011;3689;4306;48937;46593;3143;Población;39.787965;M
2011;3689;4306;48939;46593;3143;Población;644.58858;M
2011;3689;4306;48940;46593;3143;Población;2246.92722;M
2011;3689;4306;48946;46593;3143;Población;1108.5692;M
2011;3690;4191;48952;46593;3143;Población;428.1941775;M
2011;3690;4191;48934;46593;3143;Población;27.9672825;M
2011;3690;4191;48936;46593;3143;Población;88.2956875;M
2011;3690;4191;48937;46593;3143;Población;32.741105;M
2011;3690;4191;48939;46593;3143;Población;96.5115625;M
2011;3690;4191;48940;46593;3143;Población;184.80725;M
2011;3690;4191;48946;46593;3143;Población;243.3869275;M
2011;3690;272250;48952;46593;3143;Población;628.2287;M
2011;3690;272250;48934;46593;3143;Población;63.29873;M
2011;3690;272250;48936;46593;3143;Población;350.12299;M
2011;3690;272250;48937;46593;3143;Población;10.562965;M
2011;3690;272250;48939;46593;3143;Población;163.299535;M
2011;3690;272250;48940;46593;3143;Población;513.422525;M
2011;3690;272250;48946;46593;3143;Población;114.806175;M
2011;3690;4210;48952;46593;3143;Población;679.4637075;M
2011;3690;4210;48934;46593;3143;Población;59.9358975;M
2011;3690;4210;48936;46593;3143;Población;361.4957425;M
2011;3690;4210;48937;46593;3143;Población;4.709125;M
2011;3690;4210;48939;46593;3143;Población;152.363125;M
2011;3690;4210;48940;46593;3143;Población;513.8588675;M
2011;3690;4210;48946;46593;3143;Población;165.60484;M
2011;3690;272251;48952;46593;3143;Población;598.734455;M
2011;3690;272251;48934;46593;3143;Población;42.2030625;M
2011;3690;272251;48936;46593;3143;Población;274.3279875;M
2011;3690;272251;48937;46593;3143;Población;5.14046;M
2011;3690;272251;48939;46593;3143;Población;113.0199325;M
2011;3690;272251;48940;46593;3143;Población;387.34792;M
2011;3690;272251;48946;46593;3143;Población;211.386535;M
2011;3690;4235;48952;46593;3143;Población;434.66396;M
2011;3690;4235;48934;46593;3143;Población;7.533645;M
2011;3690;4235;48936;46593;3143;Población;111.806535;M
2011;3690;4235;48937;46593;3143;Población;2.3400925;M
