D_TEMPORAL_0;D_SEXO_0;D_CNO11_0;D_EDAD_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2012;3690;6375;4306;3143;Ocupados;143.164625;M
2012;3690;6463;4191;3143;Ocupados;93.0125775;M
2012;3690;6463;4210;3143;Ocupados;180.7250725;M
2012;3690;6463;4235;3143;Ocupados;122.2604075;M
2012;3690;6463;4305;3143;Ocupados;2.8776375;M
2012;3690;6463;4306;3143;Ocupados;398.875695;M
2012;3690;6489;4191;3143;Ocupados;3.001895;M
2012;3690;6489;4210;3143;Ocupados;2.9134075;M
2012;3690;6489;4235;3143;Ocupados;6.493755;M
2012;3690;6489;4305;3143;Ocupados;0.519845;M
2012;3690;6489;4306;3143;Ocupados;12.9289025;M
2012;3690;6601;4191;3143;Ocupados;4.1876325;M
2012;3690;6601;4210;3143;Ocupados;13.2372475;M
2012;3690;6601;4235;3143;Ocupados;10.89508;M
2012;3690;6601;4305;3143;Ocupados;0.12456;M
2012;3690;6601;4306;3143;Ocupados;28.44452;M
2012;3690;6667;4191;3143;Ocupados;2.5082075;M
2012;3690;6667;4210;3143;Ocupados;5.098255;M
2012;3690;6667;4235;3143;Ocupados;3.26488;M
2012;3690;6667;4305;3143;Ocupados;;M
2012;3690;6667;4306;3143;Ocupados;10.8713425;M
2012;3690;6726;4191;3143;Ocupados;31.808735;M
2012;3690;6726;4210;3143;Ocupados;113.278445;M
2012;3690;6726;4235;3143;Ocupados;101.865185;M
2012;3690;6726;4305;3143;Ocupados;0.6189975;M
2012;3690;6726;4306;3143;Ocupados;247.5713625;M
2012;3690;5989;4191;3143;Ocupados;1.39294;M
2012;3690;5989;4210;3143;Ocupados;1.620415;M
2012;3690;5989;4235;3143;Ocupados;;M
2012;3690;5989;4305;3143;Ocupados;;M
2012;3690;5989;4306;3143;Ocupados;3.013355;M
2012;3690;6727;4191;3143;Ocupados;207.3291925;M
2012;3690;6727;4210;3143;Ocupados;559.543735;M
2012;3690;6727;4235;3143;Ocupados;400.20508;M
2012;3690;6727;4305;3143;Ocupados;6.04023;M
2012;3690;6727;4306;3143;Ocupados;1173.1182375;M
2012;3691;6038;4191;3143;Ocupados;6.0613475;M
2012;3691;6038;4210;3143;Ocupados;47.4624875;M
2012;3691;6038;4235;3143;Ocupados;53.100755;M
2012;3691;6038;4305;3143;Ocupados;1.8118925;M
2012;3691;6038;4306;3143;Ocupados;108.4364825;M
2012;3691;6203;4191;3143;Ocupados;47.72699;M
2012;3691;6203;4210;3143;Ocupados;186.08303;M
2012;3691;6203;4235;3143;Ocupados;158.7883975;M
2012;3691;6203;4305;3143;Ocupados;2.2066275;M
2012;3691;6203;4306;3143;Ocupados;394.805045;M
2012;3691;6333;4191;3143;Ocupados;32.8385375;M
2012;3691;6333;4210;3143;Ocupados;128.0831175;M
2012;3691;6333;4235;3143;Ocupados;81.939305;M
2012;3691;6333;4305;3143;Ocupados;1.1242;M
2012;3691;6333;4306;3143;Ocupados;243.98516;M
2012;3691;6375;4191;3143;Ocupados;35.4619425;M
2012;3691;6375;4210;3143;Ocupados;120.15496;M
2012;3691;6375;4235;3143;Ocupados;74.7653225;M
2012;3691;6375;4305;3143;Ocupados;0.451115;M
2012;3691;6375;4306;3143;Ocupados;230.83334;M
2012;3691;6463;4191;3143;Ocupados;147.1138575;M
2012;3691;6463;4210;3143;Ocupados;313.494215;M
2012;3691;6463;4235;3143;Ocupados;240.6231525;M
2012;3691;6463;4305;3143;Ocupados;4.03096;M
2012;3691;6463;4306;3143;Ocupados;705.262185;M
2012;3691;6489;4191;3143;Ocupados;7.376265;M
2012;3691;6489;4210;3143;Ocupados;24.8578375;M
2012;3691;6489;4235;3143;Ocupados;35.181065;M
2012;3691;6489;4305;3143;Ocupados;1.0806275;M
2012;3691;6489;4306;3143;Ocupados;68.495795;M
2012;3691;6601;4191;3143;Ocupados;37.91162;M
2012;3691;6601;4210;3143;Ocupados;132.3733775;M
2012;3691;6601;4235;3143;Ocupados;106.0714775;M
2012;3691;6601;4305;3143;Ocupados;0.619695;M
2012;3691;6601;4306;3143;Ocupados;276.97617;M
2012;3691;6667;4191;3143;Ocupados;19.6686225;M
2012;3691;6667;4210;3143;Ocupados;80.84015;M
2012;3691;6667;4235;3143;Ocupados;66.6319525;M
2012;3691;6667;4305;3143;Ocupados;;M
2012;3691;6667;4306;3143;Ocupados;167.140725;M
2012;3691;6726;4191;3143;Ocupados;75.39684;M
2012;3691;6726;4210;3143;Ocupados;204.250575;M
2012;3691;6726;4235;3143;Ocupados;153.38717;M
2012;3691;6726;4305;3143;Ocupados;0.65581;M
2012;3691;6726;4306;3143;Ocupados;433.690395;M
2012;3691;5989;4191;3143;Ocupados;7.10975;M
2012;3691;5989;4210;3143;Ocupados;14.71297;M
2012;3691;5989;4235;3143;Ocupados;4.0210125;M
2012;3691;5989;4305;3143;Ocupados;;M
2012;3691;5989;4306;3143;Ocupados;25.8437325;M
2012;3691;6727;4191;3143;Ocupados;416.6657725;M
2012;3691;6727;4210;3143;Ocupados;1252.31272;M
2012;3691;6727;4235;3143;Ocupados;974.50961;M
2012;3691;6727;4305;3143;Ocupados;11.9809275;M
2012;3691;6727;4306;3143;Ocupados;2655.46903;M
2013;3689;6038;4191;3143;Ocupados;4.0231375;M
2013;3689;6038;4210;3143;Ocupados;33.15565;M
2013;3689;6038;4235;3143;Ocupados;38.3383925;M
2013;3689;6038;4305;3143;Ocupados;1.7761025;M
2013;3689;6038;4306;3143;Ocupados;77.2932825;M
2013;3689;6203;4191;3143;Ocupados;13.3644;M
2013;3689;6203;4210;3143;Ocupados;86.6428525;M
2013;3689;6203;4235;3143;Ocupados;83.7245325;M
2013;3689;6203;4305;3143;Ocupados;1.7235125;M
2013;3689;6203;4306;3143;Ocupados;185.4552975;M
2013;3689;6333;4191;3143;Ocupados;14.23838;M
2013;3689;6333;4210;3143;Ocupados;75.164315;M
2013;3689;6333;4235;3143;Ocupados;54.25163;M
2013;3689;6333;4305;3143;Ocupados;0.2082;M
2013;3689;6333;4306;3143;Ocupados;143.862525;M
2013;3689;6375;4191;3143;Ocupados;7.75658;M
2013;3689;6375;4210;3143;Ocupados;35.28746;M
2013;3689;6375;4235;3143;Ocupados;38.3851075;M
2013;3689;6375;4305;3143;Ocupados;0.135885;M
2013;3689;6375;4306;3143;Ocupados;81.5650325;M
2013;3689;6463;4191;3143;Ocupados;50.38601;M
2013;3689;6463;4210;3143;Ocupados;140.3706575;M
2013;3689;6463;4235;3143;Ocupados;119.0774475;M
2013;3689;6463;4305;3143;Ocupados;0.6718425;M
2013;3689;6463;4306;3143;Ocupados;310.5059575;M
2013;3689;6489;4191;3143;Ocupados;8.3351375;M
2013;3689;6489;4210;3143;Ocupados;22.5034125;M
2013;3689;6489;4235;3143;Ocupados;29.0275025;M
2013;3689;6489;4305;3143;Ocupados;0.756395;M
2013;3689;6489;4306;3143;Ocupados;60.6224475;M
2013;3689;6601;4191;3143;Ocupados;34.8338375;M
2013;3689;6601;4210;3143;Ocupados;108.935125;M
2013;3689;6601;4235;3143;Ocupados;89.672945;M
2013;3689;6601;4305;3143;Ocupados;0.54071;M
2013;3689;6601;4306;3143;Ocupados;233.9826175;M
2013;3689;6667;4191;3143;Ocupados;16.9130475;M
2013;3689;6667;4210;3143;Ocupados;74.8710025;M
2013;3689;6667;4235;3143;Ocupados;59.467805;M
2013;3689;6667;4305;3143;Ocupados;0.83503;M
2013;3689;6667;4306;3143;Ocupados;152.086885;M
2013;3689;6726;4191;3143;Ocupados;42.063945;M
2013;3689;6726;4210;3143;Ocupados;79.64017;M
2013;3689;6726;4235;3143;Ocupados;53.9977625;M
2013;3689;6726;4305;3143;Ocupados;0.137885;M
2013;3689;6726;4306;3143;Ocupados;175.8397625;M
2013;3689;5989;4191;3143;Ocupados;4.8446075;M
2013;3689;5989;4210;3143;Ocupados;9.72385;M
2013;3689;5989;4235;3143;Ocupados;4.479645;M
2013;3689;5989;4305;3143;Ocupados;;M
2013;3689;5989;4306;3143;Ocupados;19.0481025;M
2013;3689;6727;4191;3143;Ocupados;196.7590825;M
2013;3689;6727;4210;3143;Ocupados;666.294495;M
2013;3689;6727;4235;3143;Ocupados;570.42277;M
2013;3689;6727;4305;3143;Ocupados;6.7855625;M
2013;3689;6727;4306;3143;Ocupados;1440.26191;M
2013;3690;6038;4191;3143;Ocupados;2.906205;M
2013;3690;6038;4210;3143;Ocupados;15.5739775;M
2013;3690;6038;4235;3143;Ocupados;11.800785;M
2013;3690;6038;4305;3143;Ocupados;0.7593825;M
2013;3690;6038;4306;3143;Ocupados;31.04035;M
2013;3690;6203;4191;3143;Ocupados;25.841425;M
2013;3690;6203;4210;3143;Ocupados;100.52138;M
2013;3690;6203;4235;3143;Ocupados;78.8828375;M
2013;3690;6203;4305;3143;Ocupados;0.506785;M
2013;3690;6203;4306;3143;Ocupados;205.7524275;M
2013;3690;6333;4191;3143;Ocupados;13.5012625;M
2013;3690;6333;4210;3143;Ocupados;47.1623225;M
2013;3690;6333;4235;3143;Ocupados;27.94269;M
2013;3690;6333;4305;3143;Ocupados;0.4756125;M
2013;3690;6333;4306;3143;Ocupados;89.0818875;M
2013;3690;6375;4191;3143;Ocupados;22.34872;M
2013;3690;6375;4210;3143;Ocupados;74.0067025;M
2013;3690;6375;4235;3143;Ocupados;39.072955;M
2013;3690;6375;4305;3143;Ocupados;0.2087025;M
2013;3690;6375;4306;3143;Ocupados;135.63708;M
2013;3690;6463;4191;3143;Ocupados;83.5935525;M
2013;3690;6463;4210;3143;Ocupados;172.2595025;M
2013;3690;6463;4235;3143;Ocupados;119.9574;M
2013;3690;6463;4305;3143;Ocupados;2.288095;M
2013;3690;6463;4306;3143;Ocupados;378.09855;M
2013;3690;6489;4191;3143;Ocupados;0.87707;M
2013;3690;6489;4210;3143;Ocupados;2.685335;M
2013;3690;6489;4235;3143;Ocupados;4.12795;M
2013;3690;6489;4305;3143;Ocupados;0.3078675;M
2013;3690;6489;4306;3143;Ocupados;7.9982225;M
2013;3690;6601;4191;3143;Ocupados;5.795265;M
2013;3690;6601;4210;3143;Ocupados;10.822475;M
2013;3690;6601;4235;3143;Ocupados;8.3373925;M
2013;3690;6601;4305;3143;Ocupados;0.0439375;M
2013;3690;6601;4306;3143;Ocupados;24.99907;M
2013;3690;6667;4191;3143;Ocupados;1.45612;M
2013;3690;6667;4210;3143;Ocupados;5.759935;M
2013;3690;6667;4235;3143;Ocupados;4.2681575;M
2013;3690;6667;4305;3143;Ocupados;;M
2013;3690;6667;4306;3143;Ocupados;11.4842125;M
2013;3690;6726;4191;3143;Ocupados;26.842875;M
2013;3690;6726;4210;3143;Ocupados;110.8101275;M
2013;3690;6726;4235;3143;Ocupados;105.8846975;M
2013;3690;6726;4305;3143;Ocupados;1.8152475;M
2013;3690;6726;4306;3143;Ocupados;245.3529475;M
2013;3690;5989;4191;3143;Ocupados;1.33451;M
2013;3690;5989;4210;3143;Ocupados;0.43669;M
2013;3690;5989;4235;3143;Ocupados;;M
2013;3690;5989;4305;3143;Ocupados;;M
2013;3690;5989;4306;3143;Ocupados;1.7712;M
2013;3690;6727;4191;3143;Ocupados;184.497005;M
2013;3690;6727;4210;3143;Ocupados;540.0384475;M
2013;3690;6727;4235;3143;Ocupados;400.274865;M
2013;3690;6727;4305;3143;Ocupados;6.40563;M
2013;3690;6727;4306;3143;Ocupados;1131.2159475;M
2013;3691;6038;4191;3143;Ocupados;6.9293425;M
2013;3691;6038;4210;3143;Ocupados;48.7296275;M
2013;3691;6038;4235;3143;Ocupados;50.1391775;M
2013;3691;6038;4305;3143;Ocupados;2.535485;M
2013;3691;6038;4306;3143;Ocupados;108.3336325;M
2013;3691;6203;4191;3143;Ocupados;39.205825;M
2013;3691;6203;4210;3143;Ocupados;187.1642325;M
2013;3691;6203;4235;3143;Ocupados;162.60737;M
2013;3691;6203;4305;3143;Ocupados;2.2302975;M
2013;3691;6203;4306;3143;Ocupados;391.207725;M
2013;3691;6333;4191;3143;Ocupados;27.7396425;M
2013;3691;6333;4210;3143;Ocupados;122.3266375;M
2013;3691;6333;4235;3143;Ocupados;82.19432;M
2013;3691;6333;4305;3143;Ocupados;0.6838125;M
2013;3691;6333;4306;3143;Ocupados;232.9444125;M
2013;3691;6375;4191;3143;Ocupados;30.1053;M
2013;3691;6375;4210;3143;Ocupados;109.2941625;M
2013;3691;6375;4235;3143;Ocupados;77.4580625;M
2013;3691;6375;4305;3143;Ocupados;0.3445875;M
2013;3691;6375;4306;3143;Ocupados;217.2021125;M
2013;3691;6463;4191;3143;Ocupados;133.9795625;M
2013;3691;6463;4210;3143;Ocupados;312.63016;M
2013;3691;6463;4235;3143;Ocupados;239.0348475;M
2013;3691;6463;4305;3143;Ocupados;2.9599375;M
2013;3691;6463;4306;3143;Ocupados;688.6045075;M
2013;3691;6489;4191;3143;Ocupados;9.2122075;M
2013;3691;6489;4210;3143;Ocupados;25.1887475;M
2013;3691;6489;4235;3143;Ocupados;33.1554525;M
2013;3691;6489;4305;3143;Ocupados;1.0642625;M
2013;3691;6489;4306;3143;Ocupados;68.62067;M
2013;3691;6601;4191;3143;Ocupados;40.6291025;M
2013;3691;6601;4210;3143;Ocupados;119.7576;M
2013;3691;6601;4235;3143;Ocupados;98.0103375;M
2013;3691;6601;4305;3143;Ocupados;0.5846475;M
2013;3691;6601;4306;3143;Ocupados;258.9816875;M
2013;3691;6667;4191;3143;Ocupados;18.3691675;M
2013;3691;6667;4210;3143;Ocupados;80.6309375;M
2013;3691;6667;4235;3143;Ocupados;63.7359625;M
2013;3691;6667;4305;3143;Ocupados;0.83503;M
2013;3691;6667;4306;3143;Ocupados;163.5710975;M
2013;3691;6726;4191;3143;Ocupados;68.90682;M
2013;3691;6726;4210;3143;Ocupados;190.4502975;M
2013;3691;6726;4235;3143;Ocupados;159.88246;M
2013;3691;6726;4305;3143;Ocupados;1.9531325;M
2013;3691;6726;4306;3143;Ocupados;421.19271;M
2013;3691;5989;4191;3143;Ocupados;6.1791175;M
2013;3691;5989;4210;3143;Ocupados;10.16054;M
2013;3691;5989;4235;3143;Ocupados;4.479645;M
2013;3691;5989;4305;3143;Ocupados;;M
2013;3691;5989;4306;3143;Ocupados;20.8193025;M
2013;3691;6727;4191;3143;Ocupados;381.2560875;M
2013;3691;6727;4210;3143;Ocupados;1206.3329425;M
2013;3691;6727;4235;3143;Ocupados;970.697635;M
2013;3691;6727;4305;3143;Ocupados;13.1911925;M
2013;3691;6727;4306;3143;Ocupados;2571.4778575;M
2014;3689;6038;4191;3143;Ocupados;3.05281;M
2014;3689;6038;4210;3143;Ocupados;27.884225;M
2014;3689;6038;4235;3143;Ocupados;37.4777375;M
2014;3689;6038;4305;3143;Ocupados;3.4267;M
2014;3689;6038;4306;3143;Ocupados;71.8414725;M
2014;3689;6203;4191;3143;Ocupados;16.745075;M
2014;3689;6203;4210;3143;Ocupados;88.4187875;M
2014;3689;6203;4235;3143;Ocupados;82.459545;M
2014;3689;6203;4305;3143;Ocupados;3.3397375;M
2014;3689;6203;4306;3143;Ocupados;190.963145;M
2014;3689;6333;4191;3143;Ocupados;11.8154675;M
2014;3689;6333;4210;3143;Ocupados;68.035525;M
2014;3689;6333;4235;3143;Ocupados;65.8566275;M
2014;3689;6333;4305;3143;Ocupados;0.2868475;M
2014;3689;6333;4306;3143;Ocupados;145.9944675;M
2014;3689;6375;4191;3143;Ocupados;14.4726275;M
2014;3689;6375;4210;3143;Ocupados;38.01559;M
2014;3689;6375;4235;3143;Ocupados;36.8014825;M
2014;3689;6375;4305;3143;Ocupados;;M
2014;3689;6375;4306;3143;Ocupados;89.2897;M
2014;3689;6463;4191;3143;Ocupados;55.2734;M
2014;3689;6463;4210;3143;Ocupados;149.9197725;M
2014;3689;6463;4235;3143;Ocupados;115.8548475;M
2014;3689;6463;4305;3143;Ocupados;1.7974125;M
2014;3689;6463;4306;3143;Ocupados;322.8454325;M
2014;3689;6489;4191;3143;Ocupados;9.466375;M
2014;3689;6489;4210;3143;Ocupados;26.0734825;M
2014;3689;6489;4235;3143;Ocupados;30.61288;M
2014;3689;6489;4305;3143;Ocupados;0.84878;M
2014;3689;6489;4306;3143;Ocupados;67.0015175;M
2014;3689;6601;4191;3143;Ocupados;34.8054025;M
2014;3689;6601;4210;3143;Ocupados;110.05056;M
2014;3689;6601;4235;3143;Ocupados;96.58943;M
2014;3689;6601;4305;3143;Ocupados;0.495565;M
2014;3689;6601;4306;3143;Ocupados;241.9409575;M
2014;3689;6667;4191;3143;Ocupados;20.0072425;M
2014;3689;6667;4210;3143;Ocupados;71.4832925;M
2014;3689;6667;4235;3143;Ocupados;63.07464;M
2014;3689;6667;4305;3143;Ocupados;0.7961025;M
2014;3689;6667;4306;3143;Ocupados;155.3612775;M
2014;3689;6726;4191;3143;Ocupados;47.8208025;M
2014;3689;6726;4210;3143;Ocupados;80.4694525;M
2014;3689;6726;4235;3143;Ocupados;58.902765;M
2014;3689;6726;4305;3143;Ocupados;0.465175;M
2014;3689;6726;4306;3143;Ocupados;187.658195;M
2014;3689;5989;4191;3143;Ocupados;5.3923325;M
2014;3689;5989;4210;3143;Ocupados;8.9611725;M
2014;3689;5989;4235;3143;Ocupados;3.6307425;M
2014;3689;5989;4305;3143;Ocupados;;M
2014;3689;5989;4306;3143;Ocupados;17.9842475;M
2014;3689;6727;4191;3143;Ocupados;218.851535;M
2014;3689;6727;4210;3143;Ocupados;669.31186;M
2014;3689;6727;4235;3143;Ocupados;591.2606975;M
2014;3689;6727;4305;3143;Ocupados;11.45632;M
2014;3689;6727;4306;3143;Ocupados;1490.8804125;M
2014;3690;6038;4191;3143;Ocupados;0.366385;M
2014;3690;6038;4210;3143;Ocupados;14.472925;M
2014;3690;6038;4235;3143;Ocupados;11.0215375;M
2014;3690;6038;4305;3143;Ocupados;0.7544;M
2014;3690;6038;4306;3143;Ocupados;26.6152475;M
2014;3690;6203;4191;3143;Ocupados;29.395535;M
2014;3690;6203;4210;3143;Ocupados;110.3551825;M
2014;3690;6203;4235;3143;Ocupados;85.0341525;M
2014;3690;6203;4305;3143;Ocupados;1.85206;M
2014;3690;6203;4306;3143;Ocupados;226.63693;M
2014;3690;6333;4191;3143;Ocupados;14.55614;M
2014;3690;6333;4210;3143;Ocupados;39.1789475;M
2014;3690;6333;4235;3143;Ocupados;29.363345;M
2014;3690;6333;4305;3143;Ocupados;0.3611125;M
2014;3690;6333;4306;3143;Ocupados;83.459545;M
2014;3690;6375;4191;3143;Ocupados;19.097345;M
2014;3690;6375;4210;3143;Ocupados;72.3326775;M
2014;3690;6375;4235;3143;Ocupados;41.23727;M
2014;3690;6375;4305;3143;Ocupados;0.3903875;M
2014;3690;6375;4306;3143;Ocupados;133.05768;M
2014;3690;6463;4191;3143;Ocupados;84.4562825;M
2014;3690;6463;4210;3143;Ocupados;170.2797775;M
2014;3690;6463;4235;3143;Ocupados;118.0065925;M
2014;3690;6463;4305;3143;Ocupados;1.6114975;M
2014;3690;6463;4306;3143;Ocupados;374.35415;M
2014;3690;6489;4191;3143;Ocupados;1.4836975;M
2014;3690;6489;4210;3143;Ocupados;3.278265;M
2014;3690;6489;4235;3143;Ocupados;6.72684;M
2014;3690;6489;4305;3143;Ocupados;0.4946175;M
2014;3690;6489;4306;3143;Ocupados;11.98342;M
2014;3690;6601;4191;3143;Ocupados;5.73088;M
2014;3690;6601;4210;3143;Ocupados;13.495495;M
2014;3690;6601;4235;3143;Ocupados;7.87276;M
2014;3690;6601;4305;3143;Ocupados;0.27242;M
2014;3690;6601;4306;3143;Ocupados;27.371555;M
2014;3690;6667;4191;3143;Ocupados;0.969;M
2014;3690;6667;4210;3143;Ocupados;6.654855;M
2014;3690;6667;4235;3143;Ocupados;3.2316575;M
2014;3690;6667;4305;3143;Ocupados;;M
2014;3690;6667;4306;3143;Ocupados;10.8555125;M
2014;3690;6726;4191;3143;Ocupados;28.1767225;M
2014;3690;6726;4210;3143;Ocupados;100.180215;M
2014;3690;6726;4235;3143;Ocupados;114.7235325;M
2014;3690;6726;4305;3143;Ocupados;1.87598;M
2014;3690;6726;4306;3143;Ocupados;244.95645;M
2014;3690;5989;4191;3143;Ocupados;2.929235;M
2014;3690;5989;4210;3143;Ocupados;0.849905;M
2014;3690;5989;4235;3143;Ocupados;0.0930425;M
2014;3690;5989;4305;3143;Ocupados;;M
2014;3690;5989;4306;3143;Ocupados;3.8721825;M
2014;3690;6727;4191;3143;Ocupados;187.1612225;M
2014;3690;6727;4210;3143;Ocupados;531.078245;M
2014;3690;6727;4235;3143;Ocupados;417.31073;M
2014;3690;6727;4305;3143;Ocupados;7.612475;M
2014;3690;6727;4306;3143;Ocupados;1143.1626725;M
2014;3691;6038;4191;3143;Ocupados;3.419195;M
2014;3691;6038;4210;3143;Ocupados;42.35715;M
2014;3691;6038;4235;3143;Ocupados;48.499275;M
2014;3691;6038;4305;3143;Ocupados;4.1811;M
2014;3691;6038;4306;3143;Ocupados;98.45672;M
2014;3691;6203;4191;3143;Ocupados;46.14061;M
2014;3691;6203;4210;3143;Ocupados;198.77397;M
2014;3691;6203;4235;3143;Ocupados;167.4936975;M
2014;3691;6203;4305;3143;Ocupados;5.1917975;M
2014;3691;6203;4306;3143;Ocupados;417.600075;M
2014;3691;6333;4191;3143;Ocupados;26.3716075;M
2014;3691;6333;4210;3143;Ocupados;107.2144725;M
2014;3691;6333;4235;3143;Ocupados;95.2199725;M
2014;3691;6333;4305;3143;Ocupados;0.64796;M
2014;3691;6333;4306;3143;Ocupados;229.4540125;M
2014;3691;6375;4191;3143;Ocupados;33.5699725;M
2014;3691;6375;4210;3143;Ocupados;110.3482675;M
2014;3691;6375;4235;3143;Ocupados;78.0387525;M
2014;3691;6375;4305;3143;Ocupados;0.3903875;M
2014;3691;6375;4306;3143;Ocupados;222.34738;M
2014;3691;6463;4191;3143;Ocupados;139.7296825;M
2014;3691;6463;4210;3143;Ocupados;320.19955;M
2014;3691;6463;4235;3143;Ocupados;233.86144;M
2014;3691;6463;4305;3143;Ocupados;3.40891;M
2014;3691;6463;4306;3143;Ocupados;697.1995825;M
2014;3691;6489;4191;3143;Ocupados;10.9500725;M
2014;3691;6489;4210;3143;Ocupados;29.3517475;M
2014;3691;6489;4235;3143;Ocupados;37.33972;M
2014;3691;6489;4305;3143;Ocupados;1.3433975;M
2014;3691;6489;4306;3143;Ocupados;78.9849375;M
2014;3691;6601;4191;3143;Ocupados;40.5362825;M
2014;3691;6601;4210;3143;Ocupados;123.546055;M
2014;3691;6601;4235;3143;Ocupados;104.46219;M
2014;3691;6601;4305;3143;Ocupados;0.767985;M
2014;3691;6601;4306;3143;Ocupados;269.3125125;M
2014;3691;6667;4191;3143;Ocupados;20.9762425;M
2014;3691;6667;4210;3143;Ocupados;78.1381475;M
2014;3691;6667;4235;3143;Ocupados;66.3062975;M
2014;3691;6667;4305;3143;Ocupados;0.7961025;M
2014;3691;6667;4306;3143;Ocupados;166.21679;M
2014;3691;6726;4191;3143;Ocupados;75.997525;M
2014;3691;6726;4210;3143;Ocupados;180.6496675;M
2014;3691;6726;4235;3143;Ocupados;173.6262975;M
2014;3691;6726;4305;3143;Ocupados;2.341155;M
2014;3691;6726;4306;3143;Ocupados;432.614645;M
2014;3691;5989;4191;3143;Ocupados;8.3215675;M
2014;3691;5989;4210;3143;Ocupados;9.8110775;M
2014;3691;5989;4235;3143;Ocupados;3.723785;M
2014;3691;5989;4305;3143;Ocupados;;M
2014;3691;5989;4306;3143;Ocupados;21.85643;M
2014;3691;6727;4191;3143;Ocupados;406.0127575;M
2014;3691;6727;4210;3143;Ocupados;1200.390105;M
2014;3691;6727;4235;3143;Ocupados;1008.5714275;M
2014;3691;6727;4305;3143;Ocupados;19.068795;M
2014;3691;6727;4306;3143;Ocupados;2634.043085;M
2015;3689;6038;4191;3143;Ocupados;2.70485;M
2015;3689;6038;4210;3143;Ocupados;31.6577525;M
2015;3689;6038;4235;3143;Ocupados;33.56035;M
2015;3689;6038;4305;3143;Ocupados;2.076825;M
2015;3689;6038;4306;3143;Ocupados;69.9997775;M
2015;3689;6203;4191;3143;Ocupados;14.3156225;M
2015;3689;6203;4210;3143;Ocupados;88.7577175;M
2015;3689;6203;4235;3143;Ocupados;82.37349;M
2015;3689;6203;4305;3143;Ocupados;3.08189;M
2015;3689;6203;4306;3143;Ocupados;188.52872;M
2015;3689;6333;4191;3143;Ocupados;17.8376525;M
2015;3689;6333;4210;3143;Ocupados;74.378475;M
2015;3689;6333;4235;3143;Ocupados;70.47602;M
2015;3689;6333;4305;3143;Ocupados;0.27801;M
2015;3689;6333;4306;3143;Ocupados;162.9701575;M
2015;3689;6375;4191;3143;Ocupados;12.7232975;M
2015;3689;6375;4210;3143;Ocupados;40.295375;M
2015;3689;6375;4235;3143;Ocupados;40.0782325;M
2015;3689;6375;4305;3143;Ocupados;0.2253625;M
2015;3689;6375;4306;3143;Ocupados;93.3222675;M
2015;3689;6463;4191;3143;Ocupados;49.0115475;M
2015;3689;6463;4210;3143;Ocupados;152.2285275;M
2015;3689;6463;4235;3143;Ocupados;134.133345;M
2015;3689;6463;4305;3143;Ocupados;1.362865;M
2015;3689;6463;4306;3143;Ocupados;336.736285;M
2015;3689;6489;4191;3143;Ocupados;7.22632;M
2015;3689;6489;4210;3143;Ocupados;23.144015;M
2015;3689;6489;4235;3143;Ocupados;33.3408225;M
2015;3689;6489;4305;3143;Ocupados;1.2373475;M
2015;3689;6489;4306;3143;Ocupados;64.948505;M
2015;3689;6601;4191;3143;Ocupados;35.0087325;M
2015;3689;6601;4210;3143;Ocupados;120.67148;M
2015;3689;6601;4235;3143;Ocupados;105.3502;M
2015;3689;6601;4305;3143;Ocupados;0.6473075;M
2015;3689;6601;4306;3143;Ocupados;261.67772;M
2015;3689;6667;4191;3143;Ocupados;15.2610225;M
2015;3689;6667;4210;3143;Ocupados;77.7226025;M
2015;3689;6667;4235;3143;Ocupados;68.5496925;M
2015;3689;6667;4305;3143;Ocupados;1.0441975;M
2015;3689;6667;4306;3143;Ocupados;162.577515;M
2015;3689;6726;4191;3143;Ocupados;53.963855;M
2015;3689;6726;4210;3143;Ocupados;83.0437275;M
2015;3689;6726;4235;3143;Ocupados;66.0475075;M
2015;3689;6726;4305;3143;Ocupados;0.4226775;M
2015;3689;6726;4306;3143;Ocupados;203.4777675;M
2015;3689;5989;4191;3143;Ocupados;5.348045;M
2015;3689;5989;4210;3143;Ocupados;12.9686025;M
2015;3689;5989;4235;3143;Ocupados;2.837815;M
2015;3689;5989;4305;3143;Ocupados;;M
2015;3689;5989;4306;3143;Ocupados;21.1544625;M
2015;3689;6727;4191;3143;Ocupados;213.400945;M
2015;3689;6727;4210;3143;Ocupados;704.868275;M
2015;3689;6727;4235;3143;Ocupados;636.747475;M
2015;3689;6727;4305;3143;Ocupados;10.3764825;M
2015;3689;6727;4306;3143;Ocupados;1565.3931775;M
2015;3690;6038;4191;3143;Ocupados;1.4215775;M
2015;3690;6038;4210;3143;Ocupados;14.688365;M
2015;3690;6038;4235;3143;Ocupados;11.4765;M
2015;3690;6038;4305;3143;Ocupados;0.9071;M
2015;3690;6038;4306;3143;Ocupados;28.4935425;M
2015;3690;6203;4191;3143;Ocupados;31.76584;M
2015;3690;6203;4210;3143;Ocupados;110.2149925;M
2015;3690;6203;4235;3143;Ocupados;90.75496;M
2015;3690;6203;4305;3143;Ocupados;3.5063275;M
2015;3690;6203;4306;3143;Ocupados;236.24212;M
2015;3690;6333;4191;3143;Ocupados;11.85736;M
2015;3690;6333;4210;3143;Ocupados;40.12115;M
2015;3690;6333;4235;3143;Ocupados;35.60717;M
2015;3690;6333;4305;3143;Ocupados;;M
