D_TEMPORAL_0;D_SEXO_0;D_EDAD_0;D_EPA_CLASEINACTIV_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2006;3690;4210;47511;3143;Inactivos;37.7908175;M
2006;3690;4210;47512;3143;Inactivos;0.9045575;M
2006;3690;4210;47517;3143;Inactivos;341.6082925;M
2006;3690;4210;47513;3143;Inactivos;18.2291525;M
2006;3690;4210;47514;3143;Inactivos;14.554045;M
2006;3690;4210;47520;3143;Inactivos;5.7200025;M
2006;3690;4210;47522;3143;Inactivos;3.1189;M
2006;3690;4210;47523;3143;Inactivos;421.9257675;M
2006;3690;4235;47511;3143;Inactivos;13.30253;M
2006;3690;4235;47512;3143;Inactivos;24.862505;M
2006;3690;4235;47517;3143;Inactivos;386.97969;M
2006;3690;4235;47513;3143;Inactivos;50.744075;M
2006;3690;4235;47514;3143;Inactivos;67.67951;M
2006;3690;4235;47520;3143;Inactivos;3.0105825;M
2006;3690;4235;47522;3143;Inactivos;0.64339;M
2006;3690;4235;47523;3143;Inactivos;547.2222825;M
2006;3690;4305;47511;3143;Inactivos;8.01231;M
2006;3690;4305;47512;3143;Inactivos;184.1397575;M
2006;3690;4305;47517;3143;Inactivos;147.8698;M
2006;3690;4305;47513;3143;Inactivos;56.1130425;M
2006;3690;4305;47514;3143;Inactivos;238.88591;M
2006;3690;4305;47520;3143;Inactivos;4.8402625;M
2006;3690;4305;47522;3143;Inactivos;0.555515;M
2006;3690;4305;47523;3143;Inactivos;640.4165975;M
2006;3690;4306;47511;3143;Inactivos;267.3429475;M
2006;3690;4306;47512;3143;Inactivos;209.90682;M
2006;3690;4306;47517;3143;Inactivos;907.2220875;M
2006;3690;4306;47513;3143;Inactivos;126.9058525;M
2006;3690;4306;47514;3143;Inactivos;323.9084075;M
2006;3690;4306;47520;3143;Inactivos;17.0694975;M
2006;3690;4306;47522;3143;Inactivos;6.4354875;M
2006;3690;4306;47523;3143;Inactivos;1858.7911;M
2006;3691;4191;47511;3143;Inactivos;384.732645;M
2006;3691;4191;47512;3143;Inactivos;0.1373075;M
2006;3691;4191;47517;3143;Inactivos;35.037615;M
2006;3691;4191;47513;3143;Inactivos;5.8719225;M
2006;3691;4191;47514;3143;Inactivos;4.55454;M
2006;3691;4191;47520;3143;Inactivos;16.9892575;M
2006;3691;4191;47522;3143;Inactivos;6.1806725;M
2006;3691;4191;47523;3143;Inactivos;453.50396;M
2006;3691;4210;47511;3143;Inactivos;67.241855;M
2006;3691;4210;47512;3143;Inactivos;3.3419875;M
2006;3691;4210;47517;3143;Inactivos;361.207675;M
2006;3691;4210;47513;3143;Inactivos;45.6811325;M
2006;3691;4210;47514;3143;Inactivos;24.6877525;M
2006;3691;4210;47520;3143;Inactivos;25.7357075;M
2006;3691;4210;47522;3143;Inactivos;10.57983;M
2006;3691;4210;47523;3143;Inactivos;538.47594;M
2006;3691;4235;47511;3143;Inactivos;14.5932225;M
2006;3691;4235;47512;3143;Inactivos;116.4468025;M
2006;3691;4235;47517;3143;Inactivos;413.6016325;M
2006;3691;4235;47513;3143;Inactivos;110.83079;M
2006;3691;4235;47514;3143;Inactivos;92.0175375;M
2006;3691;4235;47520;3143;Inactivos;22.85075;M
2006;3691;4235;47522;3143;Inactivos;7.1025125;M
2006;3691;4235;47523;3143;Inactivos;777.4432475;M
2006;3691;4305;47511;3143;Inactivos;8.58396;M
2006;3691;4305;47512;3143;Inactivos;634.31468;M
2006;3691;4305;47517;3143;Inactivos;150.109695;M
2006;3691;4305;47513;3143;Inactivos;63.8564375;M
2006;3691;4305;47514;3143;Inactivos;247.19943;M
2006;3691;4305;47520;3143;Inactivos;6.303275;M
2006;3691;4305;47522;3143;Inactivos;0.6666575;M
2006;3691;4305;47523;3143;Inactivos;1111.034135;M
2006;3691;4306;47511;3143;Inactivos;475.1516825;M
2006;3691;4306;47512;3143;Inactivos;754.2407775;M
2006;3691;4306;47517;3143;Inactivos;959.9566175;M
2006;3691;4306;47513;3143;Inactivos;226.2402825;M
2006;3691;4306;47514;3143;Inactivos;368.45926;M
2006;3691;4306;47520;3143;Inactivos;71.87899;M
2006;3691;4306;47522;3143;Inactivos;24.5296725;M
2006;3691;4306;47523;3143;Inactivos;2880.4572825;M
2007;3689;4191;47511;3143;Inactivos;178.7856375;M
2007;3689;4191;47512;3143;Inactivos;0.07452;M
2007;3689;4191;47517;3143;Inactivos;7.51182;M
2007;3689;4191;47513;3143;Inactivos;3.487315;M
2007;3689;4191;47514;3143;Inactivos;1.2197575;M
2007;3689;4191;47520;3143;Inactivos;10.8756725;M
2007;3689;4191;47522;3143;Inactivos;4.1386975;M
2007;3689;4191;47523;3143;Inactivos;206.09342;M
2007;3689;4210;47511;3143;Inactivos;28.3719425;M
2007;3689;4210;47512;3143;Inactivos;3.5328325;M
2007;3689;4210;47517;3143;Inactivos;26.28425;M
2007;3689;4210;47513;3143;Inactivos;26.5247875;M
2007;3689;4210;47514;3143;Inactivos;9.20829;M
2007;3689;4210;47520;3143;Inactivos;20.0785125;M
2007;3689;4210;47522;3143;Inactivos;7.8201375;M
2007;3689;4210;47523;3143;Inactivos;121.8207525;M
2007;3689;4235;47511;3143;Inactivos;1.4309375;M
2007;3689;4235;47512;3143;Inactivos;98.5432475;M
2007;3689;4235;47517;3143;Inactivos;23.5904;M
2007;3689;4235;47513;3143;Inactivos;61.3086775;M
2007;3689;4235;47514;3143;Inactivos;22.58798;M
2007;3689;4235;47520;3143;Inactivos;18.6343275;M
2007;3689;4235;47522;3143;Inactivos;5.6050725;M
2007;3689;4235;47523;3143;Inactivos;231.7006425;M
2007;3689;4305;47511;3143;Inactivos;0.1395525;M
2007;3689;4305;47512;3143;Inactivos;454.552765;M
2007;3689;4305;47517;3143;Inactivos;1.6402675;M
2007;3689;4305;47513;3143;Inactivos;10.4572075;M
2007;3689;4305;47514;3143;Inactivos;8.10212;M
2007;3689;4305;47520;3143;Inactivos;0.38388;M
2007;3689;4305;47522;3143;Inactivos;0.383205;M
2007;3689;4305;47523;3143;Inactivos;475.6589975;M
2007;3689;4306;47511;3143;Inactivos;208.72807;M
2007;3689;4306;47512;3143;Inactivos;556.703365;M
2007;3689;4306;47517;3143;Inactivos;59.0267375;M
2007;3689;4306;47513;3143;Inactivos;101.7779875;M
2007;3689;4306;47514;3143;Inactivos;41.1181475;M
2007;3689;4306;47520;3143;Inactivos;49.9723925;M
2007;3689;4306;47522;3143;Inactivos;17.9471125;M
2007;3689;4306;47523;3143;Inactivos;1035.2738125;M
2007;3690;4191;47511;3143;Inactivos;197.400475;M
2007;3690;4191;47512;3143;Inactivos;0.2048225;M
2007;3690;4191;47517;3143;Inactivos;32.54957;M
2007;3690;4191;47513;3143;Inactivos;3.043005;M
2007;3690;4191;47514;3143;Inactivos;1.6078475;M
2007;3690;4191;47520;3143;Inactivos;4.74399;M
2007;3690;4191;47522;3143;Inactivos;2.2288675;M
2007;3690;4191;47523;3143;Inactivos;241.7785775;M
2007;3690;4210;47511;3143;Inactivos;36.721095;M
2007;3690;4210;47512;3143;Inactivos;0.77942;M
2007;3690;4210;47517;3143;Inactivos;328.612725;M
2007;3690;4210;47513;3143;Inactivos;17.8567925;M
2007;3690;4210;47514;3143;Inactivos;13.17281;M
2007;3690;4210;47520;3143;Inactivos;5.9091125;M
2007;3690;4210;47522;3143;Inactivos;3.7138225;M
2007;3690;4210;47523;3143;Inactivos;406.7657775;M
2007;3690;4235;47511;3143;Inactivos;13.7761925;M
2007;3690;4235;47512;3143;Inactivos;31.6780725;M
2007;3690;4235;47517;3143;Inactivos;386.101345;M
2007;3690;4235;47513;3143;Inactivos;44.815185;M
2007;3690;4235;47514;3143;Inactivos;58.6767825;M
2007;3690;4235;47520;3143;Inactivos;2.922575;M
2007;3690;4235;47522;3143;Inactivos;1.3384475;M
2007;3690;4235;47523;3143;Inactivos;539.3086;M
2007;3690;4305;47511;3143;Inactivos;6.762535;M
2007;3690;4305;47512;3143;Inactivos;198.9354225;M
2007;3690;4305;47517;3143;Inactivos;147.7949425;M
2007;3690;4305;47513;3143;Inactivos;59.9615275;M
2007;3690;4305;47514;3143;Inactivos;229.3573575;M
2007;3690;4305;47520;3143;Inactivos;4.0645575;M
2007;3690;4305;47522;3143;Inactivos;0.15451;M
2007;3690;4305;47523;3143;Inactivos;647.0308525;M
2007;3690;4306;47511;3143;Inactivos;254.6602975;M
2007;3690;4306;47512;3143;Inactivos;231.5977375;M
2007;3690;4306;47517;3143;Inactivos;895.0585825;M
2007;3690;4306;47513;3143;Inactivos;125.67651;M
2007;3690;4306;47514;3143;Inactivos;302.8147975;M
2007;3690;4306;47520;3143;Inactivos;17.640235;M
2007;3690;4306;47522;3143;Inactivos;7.4356475;M
2007;3690;4306;47523;3143;Inactivos;1834.8838075;M
2007;3691;4191;47511;3143;Inactivos;376.1861125;M
2007;3691;4191;47512;3143;Inactivos;0.2793425;M
2007;3691;4191;47517;3143;Inactivos;40.06139;M
2007;3691;4191;47513;3143;Inactivos;6.53032;M
2007;3691;4191;47514;3143;Inactivos;2.827605;M
2007;3691;4191;47520;3143;Inactivos;15.6196625;M
2007;3691;4191;47522;3143;Inactivos;6.367565;M
2007;3691;4191;47523;3143;Inactivos;447.8719975;M
2007;3691;4210;47511;3143;Inactivos;65.0930375;M
2007;3691;4210;47512;3143;Inactivos;4.3122525;M
2007;3691;4210;47517;3143;Inactivos;354.896975;M
2007;3691;4210;47513;3143;Inactivos;44.38158;M
2007;3691;4210;47514;3143;Inactivos;22.3811;M
2007;3691;4210;47520;3143;Inactivos;25.987625;M
2007;3691;4210;47522;3143;Inactivos;11.53396;M
2007;3691;4210;47523;3143;Inactivos;528.58653;M
2007;3691;4235;47511;3143;Inactivos;15.20713;M
2007;3691;4235;47512;3143;Inactivos;130.22132;M
2007;3691;4235;47517;3143;Inactivos;409.691745;M
2007;3691;4235;47513;3143;Inactivos;106.1238625;M
2007;3691;4235;47514;3143;Inactivos;81.2647625;M
2007;3691;4235;47520;3143;Inactivos;21.5569025;M
2007;3691;4235;47522;3143;Inactivos;6.94352;M
2007;3691;4235;47523;3143;Inactivos;771.0092425;M
2007;3691;4305;47511;3143;Inactivos;6.9020875;M
2007;3691;4305;47512;3143;Inactivos;653.4881875;M
2007;3691;4305;47517;3143;Inactivos;149.43521;M
2007;3691;4305;47513;3143;Inactivos;70.418735;M
2007;3691;4305;47514;3143;Inactivos;237.4594775;M
2007;3691;4305;47520;3143;Inactivos;4.4484375;M
2007;3691;4305;47522;3143;Inactivos;0.537715;M
2007;3691;4305;47523;3143;Inactivos;1122.68985;M
2007;3691;4306;47511;3143;Inactivos;463.3883675;M
2007;3691;4306;47512;3143;Inactivos;788.3011025;M
2007;3691;4306;47517;3143;Inactivos;954.08532;M
2007;3691;4306;47513;3143;Inactivos;227.4544975;M
2007;3691;4306;47514;3143;Inactivos;343.932945;M
2007;3691;4306;47520;3143;Inactivos;67.6126275;M
2007;3691;4306;47522;3143;Inactivos;25.38276;M
2007;3691;4306;47523;3143;Inactivos;2870.15762;M
2008;3689;4191;47511;3143;Inactivos;175.357355;M
2008;3689;4191;47512;3143;Inactivos;;M
2008;3689;4191;47517;3143;Inactivos;5.2686325;M
2008;3689;4191;47513;3143;Inactivos;4.5231875;M
2008;3689;4191;47514;3143;Inactivos;0.6544025;M
2008;3689;4191;47520;3143;Inactivos;12.633525;M
2008;3689;4191;47522;3143;Inactivos;2.8193175;M
2008;3689;4191;47523;3143;Inactivos;201.25642;M
2008;3689;4210;47511;3143;Inactivos;31.08414;M
2008;3689;4210;47512;3143;Inactivos;2.866085;M
2008;3689;4210;47517;3143;Inactivos;19.80209;M
2008;3689;4210;47513;3143;Inactivos;27.1271125;M
2008;3689;4210;47514;3143;Inactivos;6.8396125;M
2008;3689;4210;47520;3143;Inactivos;21.769665;M
2008;3689;4210;47522;3143;Inactivos;8.04974;M
2008;3689;4210;47523;3143;Inactivos;117.538445;M
2008;3689;4235;47511;3143;Inactivos;2.1709075;M
2008;3689;4235;47512;3143;Inactivos;96.5909725;M
2008;3689;4235;47517;3143;Inactivos;27.979975;M
2008;3689;4235;47513;3143;Inactivos;62.5704025;M
2008;3689;4235;47514;3143;Inactivos;20.3385675;M
2008;3689;4235;47520;3143;Inactivos;18.519105;M
2008;3689;4235;47522;3143;Inactivos;5.0220875;M
2008;3689;4235;47523;3143;Inactivos;233.1920175;M
2008;3689;4305;47511;3143;Inactivos;0.14341;M
2008;3689;4305;47512;3143;Inactivos;473.655355;M
2008;3689;4305;47517;3143;Inactivos;1.64785;M
2008;3689;4305;47513;3143;Inactivos;5.3192625;M
2008;3689;4305;47514;3143;Inactivos;5.90761;M
2008;3689;4305;47520;3143;Inactivos;0.8977275;M
2008;3689;4305;47522;3143;Inactivos;0.270655;M
2008;3689;4305;47523;3143;Inactivos;487.84187;M
2008;3689;4306;47511;3143;Inactivos;208.7558125;M
2008;3689;4306;47512;3143;Inactivos;573.1124125;M
2008;3689;4306;47517;3143;Inactivos;54.6985475;M
2008;3689;4306;47513;3143;Inactivos;99.539965;M
2008;3689;4306;47514;3143;Inactivos;33.7401925;M
2008;3689;4306;47520;3143;Inactivos;53.8200225;M
2008;3689;4306;47522;3143;Inactivos;16.1618;M
2008;3689;4306;47523;3143;Inactivos;1039.8287525;M
2008;3690;4191;47511;3143;Inactivos;194.731955;M
2008;3690;4191;47512;3143;Inactivos;;M
2008;3690;4191;47517;3143;Inactivos;30.5565575;M
2008;3690;4191;47513;3143;Inactivos;3.24031;M
2008;3690;4191;47514;3143;Inactivos;1.1694825;M
2008;3690;4191;47520;3143;Inactivos;3.649465;M
2008;3690;4191;47522;3143;Inactivos;1.7928325;M
2008;3690;4191;47523;3143;Inactivos;235.1406025;M
2008;3690;4210;47511;3143;Inactivos;34.892485;M
2008;3690;4210;47512;3143;Inactivos;0.912955;M
2008;3690;4210;47517;3143;Inactivos;287.584385;M
2008;3690;4210;47513;3143;Inactivos;18.8731525;M
2008;3690;4210;47514;3143;Inactivos;10.0354225;M
2008;3690;4210;47520;3143;Inactivos;4.849725;M
2008;3690;4210;47522;3143;Inactivos;2.9503575;M
2008;3690;4210;47523;3143;Inactivos;360.0984825;M
2008;3690;4235;47511;3143;Inactivos;10.833995;M
2008;3690;4235;47512;3143;Inactivos;29.764585;M
2008;3690;4235;47517;3143;Inactivos;393.4527875;M
2008;3690;4235;47513;3143;Inactivos;44.0946625;M
2008;3690;4235;47514;3143;Inactivos;64.233625;M
2008;3690;4235;47520;3143;Inactivos;1.6768375;M
2008;3690;4235;47522;3143;Inactivos;1.057195;M
2008;3690;4235;47523;3143;Inactivos;545.1136875;M
2008;3690;4305;47511;3143;Inactivos;6.499245;M
2008;3690;4305;47512;3143;Inactivos;208.17317;M
2008;3690;4305;47517;3143;Inactivos;152.1313175;M
2008;3690;4305;47513;3143;Inactivos;54.6969375;M
2008;3690;4305;47514;3143;Inactivos;229.55795;M
2008;3690;4305;47520;3143;Inactivos;3.0163675;M
2008;3690;4305;47522;3143;Inactivos;0.21241;M
2008;3690;4305;47523;3143;Inactivos;654.2873975;M
2008;3690;4306;47511;3143;Inactivos;246.95768;M
2008;3690;4306;47512;3143;Inactivos;238.85071;M
2008;3690;4306;47517;3143;Inactivos;863.7250475;M
2008;3690;4306;47513;3143;Inactivos;120.9050625;M
2008;3690;4306;47514;3143;Inactivos;304.99648;M
2008;3690;4306;47520;3143;Inactivos;13.192395;M
2008;3690;4306;47522;3143;Inactivos;6.012795;M
2008;3690;4306;47523;3143;Inactivos;1794.64017;M
2008;3691;4191;47511;3143;Inactivos;370.08931;M
2008;3691;4191;47512;3143;Inactivos;;M
2008;3691;4191;47517;3143;Inactivos;35.82519;M
2008;3691;4191;47513;3143;Inactivos;7.7634975;M
2008;3691;4191;47514;3143;Inactivos;1.823885;M
2008;3691;4191;47520;3143;Inactivos;16.28299;M
2008;3691;4191;47522;3143;Inactivos;4.61215;M
2008;3691;4191;47523;3143;Inactivos;436.3970225;M
2008;3691;4210;47511;3143;Inactivos;65.976625;M
2008;3691;4210;47512;3143;Inactivos;3.77904;M
2008;3691;4210;47517;3143;Inactivos;307.386475;M
2008;3691;4210;47513;3143;Inactivos;46.000265;M
2008;3691;4210;47514;3143;Inactivos;16.875035;M
2008;3691;4210;47520;3143;Inactivos;26.61939;M
2008;3691;4210;47522;3143;Inactivos;11.0000975;M
2008;3691;4210;47523;3143;Inactivos;477.6369275;M
2008;3691;4235;47511;3143;Inactivos;13.0049025;M
2008;3691;4235;47512;3143;Inactivos;126.3555575;M
2008;3691;4235;47517;3143;Inactivos;421.4327625;M
2008;3691;4235;47513;3143;Inactivos;106.665065;M
2008;3691;4235;47514;3143;Inactivos;84.5721925;M
2008;3691;4235;47520;3143;Inactivos;20.1959425;M
2008;3691;4235;47522;3143;Inactivos;6.0792825;M
2008;3691;4235;47523;3143;Inactivos;778.305705;M
2008;3691;4305;47511;3143;Inactivos;6.642655;M
2008;3691;4305;47512;3143;Inactivos;681.828525;M
2008;3691;4305;47517;3143;Inactivos;153.7791675;M
2008;3691;4305;47513;3143;Inactivos;60.0162;M
2008;3691;4305;47514;3143;Inactivos;235.46556;M
2008;3691;4305;47520;3143;Inactivos;3.914095;M
2008;3691;4305;47522;3143;Inactivos;0.483065;M
2008;3691;4305;47523;3143;Inactivos;1142.1292675;M
2008;3691;4306;47511;3143;Inactivos;455.7134925;M
2008;3691;4306;47512;3143;Inactivos;811.9631225;M
2008;3691;4306;47517;3143;Inactivos;918.423595;M
2008;3691;4306;47513;3143;Inactivos;220.4450275;M
2008;3691;4306;47514;3143;Inactivos;338.7366725;M
2008;3691;4306;47520;3143;Inactivos;67.0124175;M
2008;3691;4306;47522;3143;Inactivos;22.174595;M
2008;3691;4306;47523;3143;Inactivos;2834.4689225;M
2009;3689;4191;47511;3143;Inactivos;188.0202275;M
2009;3689;4191;47512;3143;Inactivos;;M
2009;3689;4191;47517;3143;Inactivos;8.7395425;M
2009;3689;4191;47513;3143;Inactivos;6.6723675;M
2009;3689;4191;47514;3143;Inactivos;0.4820975;M
