D_TEMPORAL_0;D_EPA_ESTRUCHOGAR_0;D_EPA_RELACTIVIDAD_0;D_SEXO_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2007;49004;48952;3691;3143;Población;152.1486525;M
2007;49004;48940;3689;3143;Población;40.52126;M
2007;49004;48940;3690;3143;Población;30.221405;M
2007;49004;48940;3691;3143;Población;70.742665;M
2007;49004;48936;3689;3143;Población;36.149365;M
2007;49004;48936;3690;3143;Población;23.348875;M
2007;49004;48936;3691;3143;Población;59.49824;M
2007;49004;48939;3689;3143;Población;4.371895;M
2007;49004;48939;3690;3143;Población;6.87253;M
2007;49004;48939;3691;3143;Población;11.244425;M
2007;49004;48946;3689;3143;Población;26.44747;M
2007;49004;48946;3690;3143;Población;42.269545;M
2007;49004;48946;3691;3143;Población;68.717015;M
2007;49005;48952;3689;3143;Población;132.00105;M
2007;49005;48952;3690;3143;Población;134.2251975;M
2007;49005;48952;3691;3143;Población;266.2262475;M
2007;49005;48940;3689;3143;Población;59.606785;M
2007;49005;48940;3690;3143;Población;44.629615;M
2007;49005;48940;3691;3143;Población;104.2364;M
2007;49005;48936;3689;3143;Población;51.7004425;M
2007;49005;48936;3690;3143;Población;35.86746;M
2007;49005;48936;3691;3143;Población;87.5679025;M
2007;49005;48939;3689;3143;Población;7.9063425;M
2007;49005;48939;3690;3143;Población;8.762155;M
2007;49005;48939;3691;3143;Población;16.6684975;M
2007;49005;48946;3689;3143;Población;46.5170325;M
2007;49005;48946;3690;3143;Población;70.6502075;M
2007;49005;48946;3691;3143;Población;117.16724;M
2007;49007;48952;3689;3143;Población;3968.8223075;M
2007;49007;48952;3690;3143;Población;4038.4452775;M
2007;49007;48952;3691;3143;Población;8007.267585;M
2007;49007;48940;3689;3143;Población;2199.9612175;M
2007;49007;48940;3690;3143;Población;1512.1992975;M
2007;49007;48940;3691;3143;Población;3712.160515;M
2007;49007;48936;3689;3143;Población;1989.754155;M
2007;49007;48936;3690;3143;Población;1248.86744;M
2007;49007;48936;3691;3143;Población;3238.621595;M
2007;49007;48939;3689;3143;Población;210.2070625;M
2007;49007;48939;3690;3143;Población;263.3318575;M
2007;49007;48939;3691;3143;Población;473.53892;M
2007;49007;48946;3689;3143;Población;1035.2738125;M
2007;49007;48946;3690;3143;Población;1834.8838075;M
2007;49007;48946;3691;3143;Población;2870.15762;M
2008;48981;48952;3689;3143;Población;255.71165;M
2008;48981;48952;3690;3143;Población;330.228055;M
2008;48981;48952;3691;3143;Población;585.939705;M
2008;48981;48940;3689;3143;Población;148.811165;M
2008;48981;48940;3690;3143;Población;85.116305;M
2008;48981;48940;3691;3143;Población;233.92747;M
2008;48981;48936;3689;3143;Población;124.1026375;M
2008;48981;48936;3690;3143;Población;72.8465025;M
2008;48981;48936;3691;3143;Población;196.94914;M
2008;48981;48939;3689;3143;Población;24.7085275;M
2008;48981;48939;3690;3143;Población;12.2698025;M
2008;48981;48939;3691;3143;Población;36.97833;M
2008;48981;48946;3689;3143;Población;106.900485;M
2008;48981;48946;3690;3143;Población;245.11175;M
2008;48981;48946;3691;3143;Población;352.012235;M
2008;48978;48952;3689;3143;Población;29.768745;M
2008;48978;48952;3690;3143;Población;15.250665;M
2008;48978;48952;3691;3143;Población;45.01941;M
2008;48978;48940;3689;3143;Población;27.30027;M
2008;48978;48940;3690;3143;Población;13.853445;M
2008;48978;48940;3691;3143;Población;41.153715;M
2008;48978;48936;3689;3143;Población;23.21288;M
2008;48978;48936;3690;3143;Población;12.6508625;M
2008;48978;48936;3691;3143;Población;35.8637425;M
2008;48978;48939;3689;3143;Población;4.08739;M
2008;48978;48939;3690;3143;Población;1.2025825;M
2008;48978;48939;3691;3143;Población;5.2899725;M
2008;48978;48946;3689;3143;Población;2.468475;M
2008;48978;48946;3690;3143;Población;1.39722;M
2008;48978;48946;3691;3143;Población;3.865695;M
2008;48979;48952;3689;3143;Población;153.4339375;M
2008;48979;48952;3690;3143;Población;107.7194125;M
2008;48979;48952;3691;3143;Población;261.15335;M
2008;48979;48940;3689;3143;Población;120.367275;M
2008;48979;48940;3690;3143;Población;67.95901;M
2008;48979;48940;3691;3143;Población;188.326285;M
2008;48979;48936;3689;3143;Población;99.7461375;M
2008;48979;48936;3690;3143;Población;57.016645;M
2008;48979;48936;3691;3143;Población;156.7627825;M
2008;48979;48939;3689;3143;Población;20.6211375;M
2008;48979;48939;3690;3143;Población;10.942365;M
2008;48979;48939;3691;3143;Población;31.5635025;M
2008;48979;48946;3689;3143;Población;33.0666625;M
2008;48979;48946;3690;3143;Población;39.7604025;M
2008;48979;48946;3691;3143;Población;72.827065;M
2008;48980;48952;3689;3143;Población;72.5089675;M
2008;48980;48952;3690;3143;Población;207.2579775;M
2008;48980;48952;3691;3143;Población;279.766945;M
2008;48980;48940;3689;3143;Población;1.14362;M
2008;48980;48940;3690;3143;Población;3.30385;M
2008;48980;48940;3691;3143;Población;4.44747;M
2008;48980;48936;3689;3143;Población;1.14362;M
2008;48980;48936;3690;3143;Población;3.178995;M
2008;48980;48936;3691;3143;Población;4.322615;M
2008;48980;48939;3689;3143;Población;;M
2008;48980;48939;3690;3143;Población;0.124855;M
2008;48980;48939;3691;3143;Población;0.124855;M
2008;48980;48946;3689;3143;Población;71.3653475;M
2008;48980;48946;3690;3143;Población;203.9541275;M
2008;48980;48946;3691;3143;Población;275.319475;M
2008;48983;48952;3689;3143;Población;150.1013775;M
2008;48983;48952;3690;3143;Población;167.4698925;M
2008;48983;48952;3691;3143;Población;317.57127;M
2008;48983;48940;3689;3143;Población;88.8343825;M
2008;48983;48940;3690;3143;Población;61.7942725;M
2008;48983;48940;3691;3143;Población;150.628655;M
2008;48983;48936;3689;3143;Población;69.8102025;M
2008;48983;48936;3690;3143;Población;50.79895;M
2008;48983;48936;3691;3143;Población;120.6091525;M
2008;48983;48939;3689;3143;Población;19.02418;M
2008;48983;48939;3690;3143;Población;10.9953225;M
2008;48983;48939;3691;3143;Población;30.0195025;M
2008;48983;48946;3689;3143;Población;56.1220075;M
2008;48983;48946;3690;3143;Población;102.0341025;M
2008;48983;48946;3691;3143;Población;158.15611;M
2008;48989;48952;3689;3143;Población;292.1317875;M
2008;48989;48952;3690;3143;Población;410.9527675;M
2008;48989;48952;3691;3143;Población;703.084555;M
2008;48989;48940;3689;3143;Población;148.3794975;M
2008;48989;48940;3690;3143;Población;191.98322;M
2008;48989;48940;3691;3143;Población;340.3627175;M
2008;48989;48936;3689;3143;Población;106.4441425;M
2008;48989;48936;3690;3143;Población;151.557275;M
2008;48989;48936;3691;3143;Población;258.0014175;M
2008;48989;48939;3689;3143;Población;41.935355;M
2008;48989;48939;3690;3143;Población;40.425945;M
2008;48989;48939;3691;3143;Población;82.3613;M
2008;48989;48946;3689;3143;Población;70.8455025;M
2008;48989;48946;3690;3143;Población;155.4504425;M
2008;48989;48946;3691;3143;Población;226.295945;M
2008;48984;48952;3689;3143;Población;11.9518225;M
2008;48984;48952;3690;3143;Población;16.43167;M
2008;48984;48952;3691;3143;Población;28.3834925;M
2008;48984;48940;3689;3143;Población;1.15984;M
2008;48984;48940;3690;3143;Población;4.640205;M
2008;48984;48940;3691;3143;Población;5.800045;M
2008;48984;48936;3689;3143;Población;0.81771;M
2008;48984;48936;3690;3143;Población;3.37237;M
2008;48984;48936;3691;3143;Población;4.19008;M
2008;48984;48939;3689;3143;Población;0.34213;M
2008;48984;48939;3690;3143;Población;1.267835;M
2008;48984;48939;3691;3143;Población;1.609965;M
2008;48984;48946;3689;3143;Población;0.1167325;M
2008;48984;48946;3690;3143;Población;3.117855;M
2008;48984;48946;3691;3143;Población;3.2345875;M
2008;48985;48952;3689;3143;Población;10.76944;M
2008;48985;48952;3690;3143;Población;16.9637675;M
2008;48985;48952;3691;3143;Población;27.7332075;M
2008;48985;48940;3689;3143;Población;2.1583675;M
2008;48985;48940;3690;3143;Población;6.8344625;M
2008;48985;48940;3691;3143;Población;8.99283;M
2008;48985;48936;3689;3143;Población;1.4400225;M
2008;48985;48936;3690;3143;Población;5.211955;M
2008;48985;48936;3691;3143;Población;6.6519775;M
2008;48985;48939;3689;3143;Población;0.718345;M
2008;48985;48939;3690;3143;Población;1.6225075;M
2008;48985;48939;3691;3143;Población;2.3408525;M
2008;48985;48946;3689;3143;Población;0.411845;M
2008;48985;48946;3690;3143;Población;2.4739425;M
2008;48985;48946;3691;3143;Población;2.8857875;M
2008;48986;48952;3689;3143;Población;55.817285;M
2008;48986;48952;3690;3143;Población;88.26575;M
2008;48986;48952;3691;3143;Población;144.083035;M
2008;48986;48940;3689;3143;Población;13.75537;M
2008;48986;48940;3690;3143;Población;42.759065;M
2008;48986;48940;3691;3143;Población;56.514435;M
2008;48986;48936;3689;3143;Población;9.1525175;M
2008;48986;48936;3690;3143;Población;33.156275;M
2008;48986;48936;3691;3143;Población;42.3087925;M
2008;48986;48939;3689;3143;Población;4.6028525;M
2008;48986;48939;3690;3143;Población;9.60279;M
2008;48986;48939;3691;3143;Población;14.2056425;M
2008;48986;48946;3689;3143;Población;5.7238675;M
2008;48986;48946;3690;3143;Población;13.2174475;M
2008;48986;48946;3691;3143;Población;18.941315;M
2008;48987;48952;3689;3143;Población;56.6858025;M
2008;48987;48952;3690;3143;Población;88.309825;M
2008;48987;48952;3691;3143;Población;144.9956275;M
2008;48987;48940;3689;3143;Población;35.447775;M
2008;48987;48940;3690;3143;Población;52.911185;M
2008;48987;48940;3691;3143;Población;88.35896;M
2008;48987;48936;3689;3143;Población;24.7510125;M
2008;48987;48936;3690;3143;Población;39.71382;M
2008;48987;48936;3691;3143;Población;64.4648325;M
2008;48987;48939;3689;3143;Población;10.6967625;M
2008;48987;48939;3690;3143;Población;13.197365;M
2008;48987;48939;3691;3143;Población;23.8941275;M
2008;48987;48946;3689;3143;Población;20.371085;M
2008;48987;48946;3690;3143;Población;33.4955425;M
2008;48987;48946;3691;3143;Población;53.8666275;M
2008;48988;48952;3689;3143;Población;156.9074375;M
2008;48988;48952;3690;3143;Población;200.981755;M
2008;48988;48952;3691;3143;Población;357.8891925;M
2008;48988;48940;3689;3143;Población;95.858145;M
2008;48988;48940;3690;3143;Población;84.8383025;M
2008;48988;48940;3691;3143;Población;180.6964475;M
2008;48988;48936;3689;3143;Población;70.28288;M
2008;48988;48936;3690;3143;Población;70.102855;M
2008;48988;48936;3691;3143;Población;140.385735;M
2008;48988;48939;3689;3143;Población;25.575265;M
2008;48988;48939;3690;3143;Población;14.7354475;M
2008;48988;48939;3691;3143;Población;40.3107125;M
2008;48988;48946;3689;3143;Población;44.2219725;M
2008;48988;48946;3690;3143;Población;103.145655;M
2008;48988;48946;3691;3143;Población;147.3676275;M
2008;48992;48952;3689;3143;Población;561.9658675;M
2008;48992;48952;3690;3143;Población;553.9388675;M
2008;48992;48952;3691;3143;Población;1115.904735;M
2008;48992;48940;3689;3143;Población;278.1770225;M
2008;48992;48940;3690;3143;Población;225.945255;M
2008;48992;48940;3691;3143;Población;504.1222775;M
2008;48992;48936;3689;3143;Población;244.8795625;M
2008;48992;48936;3690;3143;Población;183.6811;M
2008;48992;48936;3691;3143;Población;428.5606625;M
2008;48992;48939;3689;3143;Población;33.29746;M
2008;48992;48939;3690;3143;Población;42.264155;M
2008;48992;48939;3691;3143;Población;75.561615;M
2008;48992;48946;3689;3143;Población;283.788845;M
2008;48992;48946;3690;3143;Población;327.9936125;M
2008;48992;48946;3691;3143;Población;611.7824575;M
2008;48990;48952;3689;3143;Población;217.07612;M
2008;48990;48952;3690;3143;Población;218.634395;M
2008;48990;48952;3691;3143;Población;435.710515;M
2008;48990;48940;3689;3143;Población;205.7625675;M
2008;48990;48940;3690;3143;Población;181.27794;M
2008;48990;48940;3691;3143;Población;387.0405075;M
2008;48990;48936;3689;3143;Población;182.040745;M
2008;48990;48936;3690;3143;Población;150.053245;M
2008;48990;48936;3691;3143;Población;332.09399;M
2008;48990;48939;3689;3143;Población;23.7218225;M
2008;48990;48939;3690;3143;Población;31.224695;M
2008;48990;48939;3691;3143;Población;54.9465175;M
2008;48990;48946;3689;3143;Población;11.3135525;M
2008;48990;48946;3690;3143;Población;37.356455;M
2008;48990;48946;3691;3143;Población;48.6700075;M
2008;48991;48952;3689;3143;Población;344.8897475;M
2008;48991;48952;3690;3143;Población;335.3044725;M
2008;48991;48952;3691;3143;Población;680.19422;M
2008;48991;48940;3689;3143;Población;72.414455;M
2008;48991;48940;3690;3143;Población;44.667315;M
2008;48991;48940;3691;3143;Población;117.08177;M
2008;48991;48936;3689;3143;Población;62.8388175;M
2008;48991;48936;3690;3143;Población;33.627855;M
2008;48991;48936;3691;3143;Población;96.4666725;M
2008;48991;48939;3689;3143;Población;9.5756375;M
2008;48991;48939;3690;3143;Población;11.03946;M
2008;48991;48939;3691;3143;Población;20.6150975;M
2008;48991;48946;3689;3143;Población;272.4752925;M
2008;48991;48946;3690;3143;Población;290.6371575;M
2008;48991;48946;3691;3143;Población;563.11245;M
2008;48994;48952;3689;3143;Población;45.13998;M
2008;48994;48952;3690;3143;Población;47.9707175;M
2008;48994;48952;3691;3143;Población;93.1106975;M
2008;48994;48940;3689;3143;Población;21.9875625;M
2008;48994;48940;3690;3143;Población;15.2209825;M
2008;48994;48940;3691;3143;Población;37.208545;M
2008;48994;48936;3689;3143;Población;19.30593;M
2008;48994;48936;3690;3143;Población;11.8939825;M
2008;48994;48936;3691;3143;Población;31.1999125;M
2008;48994;48939;3689;3143;Población;2.6816325;M
2008;48994;48939;3690;3143;Población;3.327;M
2008;48994;48939;3691;3143;Población;6.0086325;M
2008;48994;48946;3689;3143;Población;21.7605525;M
2008;48994;48946;3690;3143;Población;31.114335;M
2008;48994;48946;3691;3143;Población;52.8748875;M
2008;49000;48952;3689;3143;Población;2408.9403625;M
2008;49000;48952;3690;3143;Población;2245.53374;M
2008;49000;48952;3691;3143;Población;4654.4741025;M
2008;49000;48940;3689;3143;Población;1390.6086425;M
2008;49000;48940;3690;3143;Población;892.235135;M
2008;49000;48940;3691;3143;Población;2282.8437775;M
2008;49000;48936;3689;3143;Población;1202.1123775;M
2008;49000;48936;3690;3143;Población;692.8359275;M
2008;49000;48936;3691;3143;Población;1894.948305;M
2008;49000;48939;3689;3143;Población;188.496265;M
2008;49000;48939;3690;3143;Población;199.3992075;M
2008;49000;48939;3691;3143;Población;387.8954725;M
2008;49000;48946;3689;3143;Población;415.5130325;M
2008;49000;48946;3690;3143;Población;784.4361925;M
2008;49000;48946;3691;3143;Población;1199.949225;M
2008;48995;48952;3689;3143;Población;414.8213325;M
2008;48995;48952;3690;3143;Población;404.52378;M
2008;48995;48952;3691;3143;Población;819.3451125;M
2008;48995;48940;3689;3143;Población;222.24463;M
2008;48995;48940;3690;3143;Población;141.2134875;M
2008;48995;48940;3691;3143;Población;363.4581175;M
2008;48995;48936;3689;3143;Población;197.1072725;M
2008;48995;48936;3690;3143;Población;106.9773575;M
2008;48995;48936;3691;3143;Población;304.08463;M
2008;48995;48939;3689;3143;Población;25.1373575;M
2008;48995;48939;3690;3143;Población;34.23613;M
2008;48995;48939;3691;3143;Población;59.3734875;M
2008;48995;48946;3689;3143;Población;8.43604;M
2008;48995;48946;3690;3143;Población;87.6784375;M
2008;48995;48946;3691;3143;Población;96.1144775;M
2008;48996;48952;3689;3143;Población;314.0947075;M
2008;48996;48952;3690;3143;Población;302.5892175;M
2008;48996;48952;3691;3143;Población;616.683925;M
2008;48996;48940;3689;3143;Población;161.8368725;M
2008;48996;48940;3690;3143;Población;107.53357;M
2008;48996;48940;3691;3143;Población;269.3704425;M
2008;48996;48936;3689;3143;Población;144.65469;M
2008;48996;48936;3690;3143;Población;80.6256025;M
2008;48996;48936;3691;3143;Población;225.2802925;M
2008;48996;48939;3689;3143;Población;17.1821825;M
2008;48996;48939;3690;3143;Población;26.9079675;M
2008;48996;48939;3691;3143;Población;44.09015;M
2008;48996;48946;3689;3143;Población;11.906865;M
2008;48996;48946;3690;3143;Población;63.59145;M
2008;48996;48946;3691;3143;Población;75.498315;M
2008;48997;48952;3689;3143;Población;766.2372225;M
2008;48997;48952;3690;3143;Población;729.6353025;M
2008;48997;48952;3691;3143;Población;1495.872525;M
2008;48997;48940;3689;3143;Población;405.740075;M
2008;48997;48940;3690;3143;Población;272.2789575;M
2008;48997;48940;3691;3143;Población;678.0190325;M
2008;48997;48936;3689;3143;Población;352.15582;M
2008;48997;48936;3690;3143;Población;210.0278625;M
2008;48997;48936;3691;3143;Población;562.1836825;M
2008;48997;48939;3689;3143;Población;53.584255;M
2008;48997;48939;3690;3143;Población;62.251095;M
2008;48997;48939;3691;3143;Población;115.83535;M
2008;48997;48946;3689;3143;Población;82.1700925;M
2008;48997;48946;3690;3143;Población;195.589985;M
2008;48997;48946;3691;3143;Población;277.7600775;M
2008;48998;48952;3689;3143;Población;465.4367775;M
2008;48998;48952;3690;3143;Población;423.26968;M
2008;48998;48952;3691;3143;Población;888.7064575;M
2008;48998;48940;3689;3143;Población;327.3520225;M
2008;48998;48940;3690;3143;Población;209.5446175;M
2008;48998;48940;3691;3143;Población;536.89664;M
2008;48998;48936;3689;3143;Población;273.12965;M
2008;48998;48936;3690;3143;Población;160.1948025;M
2008;48998;48936;3691;3143;Población;433.3244525;M
2008;48998;48939;3689;3143;Población;54.2223725;M
2008;48998;48939;3690;3143;Población;49.349815;M
2008;48998;48939;3691;3143;Población;103.5721875;M
2008;48998;48946;3689;3143;Población;138.084755;M
2008;48998;48946;3690;3143;Población;213.7250625;M
2008;48998;48946;3691;3143;Población;351.8098175;M
2008;48999;48952;3689;3143;Población;448.3503225;M
2008;48999;48952;3690;3143;Población;385.51576;M
2008;48999;48952;3691;3143;Población;833.8660825;M
2008;48999;48940;3689;3143;Población;273.4350425;M
2008;48999;48940;3690;3143;Población;161.6645025;M
2008;48999;48940;3691;3143;Población;435.099545;M
2008;48999;48936;3689;3143;Población;235.064945;M
2008;48999;48936;3690;3143;Población;135.0103025;M
2008;48999;48936;3691;3143;Población;370.0752475;M
2008;48999;48939;3689;3143;Población;38.3700975;M
2008;48999;48939;3690;3143;Población;26.6542;M
2008;48999;48939;3691;3143;Población;65.0242975;M
2008;48999;48946;3689;3143;Población;174.91528;M
2008;48999;48946;3690;3143;Población;223.8512575;M
2008;48999;48946;3691;3143;Población;398.7665375;M
2008;49006;48952;3689;3143;Población;311.735985;M
2008;49006;48952;3690;3143;Población;337.077085;M
2008;49006;48952;3691;3143;Población;648.81307;M
2008;49006;48940;3689;3143;Población;166.3511375;M
2008;49006;48940;3690;3143;Población;126.503045;M
2008;49006;48940;3691;3143;Población;292.8541825;M
2008;49006;48936;3689;3143;Población;134.1796775;M
2008;49006;48936;3690;3143;Población;96.223215;M
2008;49006;48936;3691;3143;Población;230.4028925;M
2008;49006;48939;3689;3143;Población;32.17146;M
2008;49006;48939;3690;3143;Población;30.27983;M
2008;49006;48939;3691;3143;Población;62.45129;M
2008;49006;48946;3689;3143;Población;84.8983275;M
2008;49006;48946;3690;3143;Población;148.499735;M
2008;49006;48946;3691;3143;Población;233.3980625;M
2008;49001;48952;3689;3143;Población;18.846365;M
2008;49001;48952;3690;3143;Población;21.1856375;M
2008;49001;48952;3691;3143;Población;40.0320025;M
2008;49001;48940;3689;3143;Población;12.48711;M
2008;49001;48940;3690;3143;Población;9.06799;M
2008;49001;48940;3691;3143;Población;21.5551;M
2008;49001;48936;3689;3143;Población;9.2374525;M
2008;49001;48936;3690;3143;Población;7.7445525;M
2008;49001;48936;3691;3143;Población;16.982005;M
2008;49001;48939;3689;3143;Población;3.2496575;M
2008;49001;48939;3690;3143;Población;1.3234375;M
2008;49001;48939;3691;3143;Población;4.573095;M
2008;49001;48946;3689;3143;Población;2.0534575;M
2008;49001;48946;3690;3143;Población;6.2666375;M
2008;49001;48946;3691;3143;Población;8.320095;M
2008;49002;48952;3689;3143;Población;24.6962475;M
2008;49002;48952;3690;3143;Población;25.3697175;M
2008;49002;48952;3691;3143;Población;50.065965;M
2008;49002;48940;3689;3143;Población;12.804005;M
2008;49002;48940;3690;3143;Población;8.0571125;M
2008;49002;48940;3691;3143;Población;20.8611175;M
2008;49002;48936;3689;3143;Población;10.8165475;M
2008;49002;48936;3690;3143;Población;6.0824925;M
2008;49002;48936;3691;3143;Población;16.89904;M
2008;49002;48939;3689;3143;Población;1.9874575;M
2008;49002;48939;3690;3143;Población;1.97462;M
2008;49002;48939;3691;3143;Población;3.9620775;M
2008;49002;48946;3689;3143;Población;3.9486225;M
2008;49002;48946;3690;3143;Población;9.519725;M
2008;49002;48946;3691;3143;Población;13.4683475;M
2008;49003;48952;3689;3143;Población;78.54652;M
2008;49003;48952;3690;3143;Población;86.1577275;M
2008;49003;48952;3691;3143;Población;164.7042475;M
2008;49003;48940;3689;3143;Población;42.562845;M
2008;49003;48940;3690;3143;Población;28.1757425;M
2008;49003;48940;3691;3143;Población;70.7385875;M
2008;49003;48936;3689;3143;Población;34.10226;M
2008;49003;48936;3690;3143;Población;20.5352925;M
2008;49003;48936;3691;3143;Población;54.6375525;M
2008;49003;48939;3689;3143;Población;8.460585;M
2008;49003;48939;3690;3143;Población;7.64045;M
2008;49003;48939;3691;3143;Población;16.101035;M
2008;49003;48946;3689;3143;Población;15.17164;M
2008;49003;48946;3690;3143;Población;34.774495;M
2008;49003;48946;3691;3143;Población;49.946135;M
2008;49004;48952;3689;3143;Población;76.4519525;M
2008;49004;48952;3690;3143;Población;81.870925;M
2008;49004;48952;3691;3143;Población;158.3228775;M
2008;49004;48940;3689;3143;Población;45.17331;M
2008;49004;48940;3690;3143;Población;35.0418075;M
2008;49004;48940;3691;3143;Población;80.2151175;M
2008;49004;48936;3689;3143;Población;35.2141975;M
2008;49004;48936;3690;3143;Población;25.475275;M
2008;49004;48936;3691;3143;Población;60.6894725;M
2008;49004;48939;3689;3143;Población;9.9591125;M
2008;49004;48939;3690;3143;Población;9.5665325;M
2008;49004;48939;3691;3143;Población;19.525645;M
2008;49004;48946;3689;3143;Población;23.600885;M
2008;49004;48946;3690;3143;Población;40.1234275;M
2008;49004;48946;3691;3143;Población;63.7243125;M
2008;49005;48952;3689;3143;Población;113.1949;M
2008;49005;48952;3690;3143;Población;122.4930775;M
2008;49005;48952;3691;3143;Población;235.6879775;M
2008;49005;48940;3689;3143;Población;53.3238675;M
2008;49005;48940;3690;3143;Población;46.1603925;M
2008;49005;48940;3691;3143;Población;99.48426;M
2008;49005;48936;3689;3143;Población;44.80922;M
2008;49005;48936;3690;3143;Población;36.3856025;M
2008;49005;48936;3691;3143;Población;81.1948225;M
2008;49005;48939;3689;3143;Población;8.5146475;M
2008;49005;48939;3690;3143;Población;9.77479;M
2008;49005;48939;3691;3143;Población;18.2894375;M
2008;49005;48946;3689;3143;Población;40.1237225;M
2008;49005;48946;3690;3143;Población;57.81545;M
2008;49005;48946;3691;3143;Población;97.9391725;M
2008;49007;48952;3689;3143;Población;4025.72701;M
2008;49007;48952;3690;3143;Población;4093.171125;M
2008;49007;48952;3691;3143;Población;8118.898135;M
2008;49007;48940;3689;3143;Población;2243.14941;M
2008;49007;48940;3690;3143;Población;1598.798215;M
2008;49007;48940;3691;3143;Población;3841.947625;M
2008;49007;48936;3689;3143;Población;1900.83453;M
2008;49007;48936;3690;3143;Población;1259.8369525;M
2008;49007;48936;3691;3143;Población;3160.6714825;M
2008;49007;48939;3689;3143;Población;342.31488;M
2008;49007;48939;3690;3143;Población;338.9612625;M
2008;49007;48939;3691;3143;Población;681.2761425;M
2008;49007;48946;3689;3143;Población;1039.8287525;M
2008;49007;48946;3690;3143;Población;1794.64017;M
2008;49007;48946;3691;3143;Población;2834.4689225;M
2009;48981;48952;3689;3143;Población;272.5092325;M
2009;48981;48952;3690;3143;Población;330.73284;M
2009;48981;48952;3691;3143;Población;603.2420725;M
2009;48981;48940;3689;3143;Población;166.9394;M
2009;48981;48940;3690;3143;Población;87.2344975;M
2009;48981;48940;3691;3143;Población;254.1738975;M
2009;48981;48936;3689;3143;Población;126.76716;M
2009;48981;48936;3690;3143;Población;71.7233475;M
2009;48981;48936;3691;3143;Población;198.4905075;M
2009;48981;48939;3689;3143;Población;40.17224;M
2009;48981;48939;3690;3143;Población;15.51115;M
2009;48981;48939;3691;3143;Población;55.68339;M
2009;48981;48946;3689;3143;Población;105.5698325;M
2009;48981;48946;3690;3143;Población;243.4983425;M
2009;48981;48946;3691;3143;Población;349.068175;M
2009;48978;48952;3689;3143;Población;29.35378;M
2009;48978;48952;3690;3143;Población;15.575225;M
2009;48978;48952;3691;3143;Población;44.929005;M
2009;48978;48940;3689;3143;Población;27.56042;M
2009;48978;48940;3690;3143;Población;14.864365;M
2009;48978;48940;3691;3143;Población;42.424785;M
2009;48978;48936;3689;3143;Población;19.7133825;M
2009;48978;48936;3690;3143;Población;12.9143025;M
2009;48978;48936;3691;3143;Población;32.627685;M
2009;48978;48939;3689;3143;Población;7.8470375;M
2009;48978;48939;3690;3143;Población;1.9500625;M
2009;48978;48939;3691;3143;Población;9.7971;M
2009;48978;48946;3689;3143;Población;1.79336;M
2009;48978;48946;3690;3143;Población;0.71086;M
2009;48978;48946;3691;3143;Población;2.50422;M
2009;48979;48952;3689;3143;Población;167.1468925;M
2009;48979;48952;3690;3143;Población;109.634105;M
2009;48979;48952;3691;3143;Población;276.7809975;M
2009;48979;48940;3689;3143;Población;138.0637375;M
2009;48979;48940;3690;3143;Población;69.28351;M
2009;48979;48940;3691;3143;Población;207.3472475;M
2009;48979;48936;3689;3143;Población;105.91907;M
2009;48979;48936;3690;3143;Población;55.906915;M
2009;48979;48936;3691;3143;Población;161.825985;M
2009;48979;48939;3689;3143;Población;32.1446675;M
2009;48979;48939;3690;3143;Población;13.376595;M
2009;48979;48939;3691;3143;Población;45.5212625;M
2009;48979;48946;3689;3143;Población;29.083155;M
2009;48979;48946;3690;3143;Población;40.350595;M
2009;48979;48946;3691;3143;Población;69.43375;M
2009;48980;48952;3689;3143;Población;76.00856;M
2009;48980;48952;3690;3143;Población;205.52351;M
2009;48980;48952;3691;3143;Población;281.53207;M
2009;48980;48940;3689;3143;Población;1.3152425;M
2009;48980;48940;3690;3143;Población;3.0866225;M
2009;48980;48940;3691;3143;Población;4.401865;M
2009;48980;48936;3689;3143;Población;1.1347075;M
2009;48980;48936;3690;3143;Población;2.90213;M
2009;48980;48936;3691;3143;Población;4.0368375;M
2009;48980;48939;3689;3143;Población;0.180535;M
2009;48980;48939;3690;3143;Población;0.1844925;M
2009;48980;48939;3691;3143;Población;0.3650275;M
2009;48980;48946;3689;3143;Población;74.6933175;M
2009;48980;48946;3690;3143;Población;202.4368875;M
2009;48980;48946;3691;3143;Población;277.130205;M
2009;48983;48952;3689;3143;Población;161.8551675;M
2009;48983;48952;3690;3143;Población;170.145865;M
2009;48983;48952;3691;3143;Población;332.0010325;M
2009;48983;48940;3689;3143;Población;96.5374925;M
2009;48983;48940;3690;3143;Población;67.0315125;M
2009;48983;48940;3691;3143;Población;163.569005;M
2009;48983;48936;3689;3143;Población;65.4155075;M
2009;48983;48936;3690;3143;Población;54.1834175;M
2009;48983;48936;3691;3143;Población;119.598925;M
2009;48983;48939;3689;3143;Población;31.121985;M
2009;48983;48939;3690;3143;Población;12.848095;M
2009;48983;48939;3691;3143;Población;43.97008;M
2009;48983;48946;3689;3143;Población;60.5475375;M
2009;48983;48946;3690;3143;Población;98.4833325;M
2009;48983;48946;3691;3143;Población;159.03087;M
2009;48989;48952;3689;3143;Población;311.4775;M
2009;48989;48952;3690;3143;Población;430.865255;M
2009;48989;48952;3691;3143;Población;742.342755;M
2009;48989;48940;3689;3143;Población;151.9936675;M
2009;48989;48940;3690;3143;Población;204.448835;M
2009;48989;48940;3691;3143;Población;356.4425025;M
