D_TEMPORAL_0;D_SEXO_0;D_EPA_NACIONALIDAD_0;D_EDAD_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2016;3690;46925;4235;3143;Activos;633.622845;M
2016;3690;46925;4305;3143;Activos;6.626255;M
2016;3690;46925;4306;3143;Activos;1625.78944;M
2016;3690;46943;4191;3143;Activos;33.0018775;M
2016;3690;46943;4210;3143;Activos;88.37191;M
2016;3690;46943;4235;3143;Activos;51.941195;M
2016;3690;46943;4305;3143;Activos;3.5338725;M
2016;3690;46943;4306;3143;Activos;176.848855;M
2016;3690;46944;4191;3143;Activos;329.7514525;M
2016;3690;46944;4210;3143;Activos;777.162675;M
2016;3690;46944;4235;3143;Activos;685.56404;M
2016;3690;46944;4305;3143;Activos;10.1601275;M
2016;3690;46944;4306;3143;Activos;1802.638295;M
2016;3691;46925;4191;3143;Activos;638.1561;M
2016;3691;46925;4210;3143;Activos;1509.280755;M
2016;3691;46925;4235;3143;Activos;1465.4909125;M
2016;3691;46925;4305;3143;Activos;17.636585;M
2016;3691;46925;4306;3143;Activos;3630.5643525;M
2016;3691;46943;4191;3143;Activos;64.567535;M
2016;3691;46943;4210;3143;Activos;182.352345;M
2016;3691;46943;4235;3143;Activos;102.395085;M
2016;3691;46943;4305;3143;Activos;4.56425;M
2016;3691;46943;4306;3143;Activos;353.879215;M
2016;3691;46944;4191;3143;Activos;702.723635;M
2016;3691;46944;4210;3143;Activos;1691.6331;M
2016;3691;46944;4235;3143;Activos;1567.8859975;M
2016;3691;46944;4305;3143;Activos;22.200835;M
2016;3691;46944;4306;3143;Activos;3984.4435675;M
2017;3689;46925;4191;3143;Activos;329.10119;M
2017;3689;46925;4210;3143;Activos;793.5666775;M
2017;3689;46925;4235;3143;Activos;852.692575;M
2017;3689;46925;4305;3143;Activos;13.51526;M
2017;3689;46925;4306;3143;Activos;1988.8757025;M
2017;3689;46943;4191;3143;Activos;39.8553425;M
2017;3689;46943;4210;3143;Activos;90.64552;M
2017;3689;46943;4235;3143;Activos;54.6117925;M
2017;3689;46943;4305;3143;Activos;1.988825;M
2017;3689;46943;4306;3143;Activos;187.10148;M
2017;3689;46944;4191;3143;Activos;368.9565325;M
2017;3689;46944;4210;3143;Activos;884.2121975;M
2017;3689;46944;4235;3143;Activos;907.3043675;M
2017;3689;46944;4305;3143;Activos;15.504085;M
2017;3689;46944;4306;3143;Activos;2175.9771825;M
2017;3690;46925;4191;3143;Activos;287.8769225;M
2017;3690;46925;4210;3143;Activos;674.619395;M
2017;3690;46925;4235;3143;Activos;634.5979025;M
2017;3690;46925;4305;3143;Activos;8.696545;M
2017;3690;46925;4306;3143;Activos;1605.790765;M
2017;3690;46943;4191;3143;Activos;35.268645;M
2017;3690;46943;4210;3143;Activos;93.79142;M
2017;3690;46943;4235;3143;Activos;45.890385;M
2017;3690;46943;4305;3143;Activos;1.5299575;M
2017;3690;46943;4306;3143;Activos;176.4804075;M
2017;3690;46944;4191;3143;Activos;323.1455675;M
2017;3690;46944;4210;3143;Activos;768.410815;M
2017;3690;46944;4235;3143;Activos;680.4882875;M
2017;3690;46944;4305;3143;Activos;10.2265025;M
2017;3690;46944;4306;3143;Activos;1782.2711725;M
2017;3691;46925;4191;3143;Activos;616.9781125;M
2017;3691;46925;4210;3143;Activos;1468.1860725;M
2017;3691;46925;4235;3143;Activos;1487.2904775;M
2017;3691;46925;4305;3143;Activos;22.211805;M
2017;3691;46925;4306;3143;Activos;3594.6664675;M
2017;3691;46943;4191;3143;Activos;75.1239875;M
2017;3691;46943;4210;3143;Activos;184.43694;M
2017;3691;46943;4235;3143;Activos;100.5021775;M
2017;3691;46943;4305;3143;Activos;3.5187825;M
2017;3691;46943;4306;3143;Activos;363.5818875;M
2017;3691;46944;4191;3143;Activos;692.1021;M
2017;3691;46944;4210;3143;Activos;1652.6230125;M
2017;3691;46944;4235;3143;Activos;1587.792655;M
2017;3691;46944;4305;3143;Activos;25.7305875;M
2017;3691;46944;4306;3143;Activos;3958.248355;M
2018;3689;46925;4191;3143;Activos;317.947875;M
2018;3689;46925;4210;3143;Activos;784.20395;M
2018;3689;46925;4235;3143;Activos;863.02986;M
2018;3689;46925;4305;3143;Activos;12.8197075;M
2018;3689;46925;4306;3143;Activos;1978.0013925;M
2018;3689;46943;4191;3143;Activos;43.1898375;M
2018;3689;46943;4210;3143;Activos;86.28991;M
2018;3689;46943;4235;3143;Activos;55.9147375;M
2018;3689;46943;4305;3143;Activos;2.1442625;M
2018;3689;46943;4306;3143;Activos;187.5387475;M
2018;3689;46944;4191;3143;Activos;361.1377125;M
2018;3689;46944;4210;3143;Activos;870.49386;M
2018;3689;46944;4235;3143;Activos;918.9445975;M
2018;3689;46944;4305;3143;Activos;14.96397;M
2018;3689;46944;4306;3143;Activos;2165.54014;M
2018;3690;46925;4191;3143;Activos;274.208195;M
2018;3690;46925;4210;3143;Activos;663.53532;M
2018;3690;46925;4235;3143;Activos;651.50505;M
2018;3690;46925;4305;3143;Activos;8.939845;M
2018;3690;46925;4306;3143;Activos;1598.18841;M
2018;3690;46943;4191;3143;Activos;30.9760675;M
2018;3690;46943;4210;3143;Activos;84.4740975;M
2018;3690;46943;4235;3143;Activos;55.1353025;M
2018;3690;46943;4305;3143;Activos;1.101855;M
2018;3690;46943;4306;3143;Activos;171.6873225;M
2018;3690;46944;4191;3143;Activos;305.1842625;M
2018;3690;46944;4210;3143;Activos;748.0094175;M
2018;3690;46944;4235;3143;Activos;706.6403525;M
2018;3690;46944;4305;3143;Activos;10.0417;M
2018;3690;46944;4306;3143;Activos;1769.8757325;M
2018;3691;46925;4191;3143;Activos;592.15607;M
2018;3691;46925;4210;3143;Activos;1447.73927;M
2018;3691;46925;4235;3143;Activos;1514.53491;M
2018;3691;46925;4305;3143;Activos;21.7595525;M
2018;3691;46925;4306;3143;Activos;3576.1898025;M
2018;3691;46943;4191;3143;Activos;74.165905;M
2018;3691;46943;4210;3143;Activos;170.7640075;M
2018;3691;46943;4235;3143;Activos;111.05004;M
2018;3691;46943;4305;3143;Activos;3.2461175;M
2018;3691;46943;4306;3143;Activos;359.22607;M
2018;3691;46944;4191;3143;Activos;666.321975;M
2018;3691;46944;4210;3143;Activos;1618.5032775;M
2018;3691;46944;4235;3143;Activos;1625.58495;M
2018;3691;46944;4305;3143;Activos;25.00567;M
2018;3691;46944;4306;3143;Activos;3935.4158725;M
2019;3689;46925;4191;3143;Activos;314.591755;M
2019;3689;46925;4210;3143;Activos;756.9913375;M
2019;3689;46925;4235;3143;Activos;882.954465;M
2019;3689;46925;4305;3143;Activos;16.5775575;M
2019;3689;46925;4306;3143;Activos;1971.115115;M
2019;3689;46943;4191;3143;Activos;39.766655;M
2019;3689;46943;4210;3143;Activos;92.9730225;M
2019;3689;46943;4235;3143;Activos;56.62333;M
2019;3689;46943;4305;3143;Activos;2.35027;M
2019;3689;46943;4306;3143;Activos;191.7132775;M
2019;3689;46944;4191;3143;Activos;354.35841;M
2019;3689;46944;4210;3143;Activos;849.96436;M
2019;3689;46944;4235;3143;Activos;939.577795;M
2019;3689;46944;4305;3143;Activos;18.9278275;M
2019;3689;46944;4306;3143;Activos;2162.8283925;M
2019;3690;46925;4191;3143;Activos;267.5843975;M
2019;3690;46925;4210;3143;Activos;661.93793;M
2019;3690;46925;4235;3143;Activos;670.4969625;M
2019;3690;46925;4305;3143;Activos;9.03079;M
2019;3690;46925;4306;3143;Activos;1609.05008;M
2019;3690;46943;4191;3143;Activos;37.7948825;M
2019;3690;46943;4210;3143;Activos;86.8503725;M
2019;3690;46943;4235;3143;Activos;59.6835;M
2019;3690;46943;4305;3143;Activos;2.176535;M
2019;3690;46943;4306;3143;Activos;186.50529;M
2019;3690;46944;4191;3143;Activos;305.37928;M
2019;3690;46944;4210;3143;Activos;748.7883025;M
2019;3690;46944;4235;3143;Activos;730.1804625;M
2019;3690;46944;4305;3143;Activos;11.207325;M
2019;3690;46944;4306;3143;Activos;1795.55537;M
2019;3691;46925;4191;3143;Activos;582.1761525;M
2019;3691;46925;4210;3143;Activos;1418.9292675;M
2019;3691;46925;4235;3143;Activos;1553.4514275;M
2019;3691;46925;4305;3143;Activos;25.6083475;M
2019;3691;46925;4306;3143;Activos;3580.165195;M
2019;3691;46943;4191;3143;Activos;77.5615375;M
2019;3691;46943;4210;3143;Activos;179.823395;M
2019;3691;46943;4235;3143;Activos;116.30683;M
2019;3691;46943;4305;3143;Activos;4.526805;M
2019;3691;46943;4306;3143;Activos;378.2185675;M
2019;3691;46944;4191;3143;Activos;659.73769;M
2019;3691;46944;4210;3143;Activos;1598.7526625;M
2019;3691;46944;4235;3143;Activos;1669.7582575;M
2019;3691;46944;4305;3143;Activos;30.1351525;M
2019;3691;46944;4306;3143;Activos;3958.3837625;M
2020;3689;46925;4191;3143;Activos;294.908715;M
2020;3689;46925;4210;3143;Activos;726.8564975;M
2020;3689;46925;4235;3143;Activos;895.2932025;M
2020;3689;46925;4305;3143;Activos;21.700005;M
2020;3689;46925;4306;3143;Activos;1938.75842;M
2020;3689;46943;4191;3143;Activos;39.7462325;M
2020;3689;46943;4210;3143;Activos;99.754795;M
2020;3689;46943;4235;3143;Activos;63.8290525;M
2020;3689;46943;4305;3143;Activos;0.37049;M
2020;3689;46943;4306;3143;Activos;203.70057;M
2020;3689;46944;4191;3143;Activos;334.6549475;M
2020;3689;46944;4210;3143;Activos;826.6112925;M
2020;3689;46944;4235;3143;Activos;959.122255;M
2020;3689;46944;4305;3143;Activos;22.070495;M
2020;3689;46944;4306;3143;Activos;2142.45899;M
2020;3690;46925;4191;3143;Activos;255.339945;M
2020;3690;46925;4210;3143;Activos;612.267265;M
2020;3690;46925;4235;3143;Activos;665.4304425;M
2020;3690;46925;4305;3143;Activos;12.420465;M
2020;3690;46925;4306;3143;Activos;1545.4581175;M
2020;3690;46943;4191;3143;Activos;35.50382;M
2020;3690;46943;4210;3143;Activos;107.2861025;M
2020;3690;46943;4235;3143;Activos;54.8215675;M
2020;3690;46943;4305;3143;Activos;1.7765425;M
2020;3690;46943;4306;3143;Activos;199.3880325;M
2020;3690;46944;4191;3143;Activos;290.843765;M
2020;3690;46944;4210;3143;Activos;719.5533675;M
2020;3690;46944;4235;3143;Activos;720.25201;M
2020;3690;46944;4305;3143;Activos;14.1970075;M
2020;3690;46944;4306;3143;Activos;1744.84615;M
2020;3691;46925;4191;3143;Activos;550.24866;M
2020;3691;46925;4210;3143;Activos;1339.1237625;M
2020;3691;46925;4235;3143;Activos;1560.723645;M
2020;3691;46925;4305;3143;Activos;34.12047;M
2020;3691;46925;4306;3143;Activos;3484.2165375;M
2020;3691;46943;4191;3143;Activos;75.2500525;M
2020;3691;46943;4210;3143;Activos;207.0408975;M
2020;3691;46943;4235;3143;Activos;118.65062;M
2020;3691;46943;4305;3143;Activos;2.1470325;M
2020;3691;46943;4306;3143;Activos;403.0886025;M
2020;3691;46944;4191;3143;Activos;625.4987125;M
2020;3691;46944;4210;3143;Activos;1546.16466;M
2020;3691;46944;4235;3143;Activos;1679.374265;M
2020;3691;46944;4305;3143;Activos;36.2675025;M
2020;3691;46944;4306;3143;Activos;3887.30514;M
2021;3689;46925;4191;3143;Activos;316.27604;M
2021;3689;46925;4210;3143;Activos;728.0362525;M
2021;3689;46925;4235;3143;Activos;913.30007;M
2021;3689;46925;4305;3143;Activos;22.1997725;M
2021;3689;46925;4306;3143;Activos;1979.812135;M
2021;3689;46943;4191;3143;Activos;37.9172325;M
2021;3689;46943;4210;3143;Activos;81.4628875;M
2021;3689;46943;4235;3143;Activos;86.083965;M
2021;3689;46943;4305;3143;Activos;1.8486475;M
2021;3689;46943;4306;3143;Activos;207.3127325;M
2021;3689;46944;4191;3143;Activos;354.1932725;M
2021;3689;46944;4210;3143;Activos;809.49914;M
2021;3689;46944;4235;3143;Activos;999.384035;M
2021;3689;46944;4305;3143;Activos;24.04842;M
2021;3689;46944;4306;3143;Activos;2187.1248675;M
2021;3690;46925;4191;3143;Activos;271.46215;M
2021;3690;46925;4210;3143;Activos;637.5834025;M
2021;3690;46925;4235;3143;Activos;722.6196425;M
2021;3690;46925;4305;3143;Activos;15.24993;M
2021;3690;46925;4306;3143;Activos;1646.915125;M
2021;3690;46943;4191;3143;Activos;30.4224575;M
2021;3690;46943;4210;3143;Activos;84.42099;M
2021;3690;46943;4235;3143;Activos;69.3153825;M
2021;3690;46943;4305;3143;Activos;4.670265;M
2021;3690;46943;4306;3143;Activos;188.829095;M
2021;3690;46944;4191;3143;Activos;301.8846075;M
2021;3690;46944;4210;3143;Activos;722.0043925;M
2021;3690;46944;4235;3143;Activos;791.935025;M
2021;3690;46944;4305;3143;Activos;19.920195;M
2021;3690;46944;4306;3143;Activos;1835.74422;M
2021;3691;46925;4191;3143;Activos;587.73819;M
2021;3691;46925;4210;3143;Activos;1365.619655;M
2021;3691;46925;4235;3143;Activos;1635.9197125;M
2021;3691;46925;4305;3143;Activos;37.4497025;M
2021;3691;46925;4306;3143;Activos;3626.72726;M
2021;3691;46943;4191;3143;Activos;68.33969;M
2021;3691;46943;4210;3143;Activos;165.8838775;M
2021;3691;46943;4235;3143;Activos;155.3993475;M
2021;3691;46943;4305;3143;Activos;6.5189125;M
2021;3691;46943;4306;3143;Activos;396.1418275;M
2021;3691;46944;4191;3143;Activos;656.07788;M
2021;3691;46944;4210;3143;Activos;1531.5035325;M
2021;3691;46944;4235;3143;Activos;1791.31906;M
2021;3691;46944;4305;3143;Activos;43.968615;M
2021;3691;46944;4306;3143;Activos;4022.8690875;M
