D_TEMPORAL_0;D_EPA_TIPACTIVIDADHOGAR_0;D_EPA_RELACTIVIDAD_0;D_SEXO_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2005;49017;48952;3690;3143;Población;3052.37628;M
2005;49017;48952;3691;3143;Población;6202.392655;M
2005;49017;48940;3689;3143;Población;2015.56453;M
2005;49017;48940;3690;3143;Población;1293.686125;M
2005;49017;48940;3691;3143;Población;3309.250655;M
2005;49017;48936;3689;3143;Población;1895.4381975;M
2005;49017;48936;3690;3143;Población;1103.6779975;M
2005;49017;48936;3691;3143;Población;2999.116195;M
2005;49017;48939;3689;3143;Población;120.1263325;M
2005;49017;48939;3690;3143;Población;190.0081275;M
2005;49017;48939;3691;3143;Población;310.13446;M
2005;49017;48946;3689;3143;Población;483.19105;M
2005;49017;48946;3690;3143;Población;1143.61431;M
2005;49017;48946;3691;3143;Población;1626.80536;M
2005;49015;48952;3689;3143;Población;2597.6305;M
2005;49015;48952;3690;3143;Población;2503.9814875;M
2005;49015;48952;3691;3143;Población;5101.6119875;M
2005;49015;48940;3689;3143;Población;1626.99167;M
2005;49015;48940;3690;3143;Población;976.415365;M
2005;49015;48940;3691;3143;Población;2603.407035;M
2005;49015;48936;3689;3143;Población;1626.99167;M
2005;49015;48936;3690;3143;Población;976.415365;M
2005;49015;48936;3691;3143;Población;2603.407035;M
2005;49015;48939;3689;3143;Población;;M
2005;49015;48939;3690;3143;Población;;M
2005;49015;48939;3691;3143;Población;;M
2005;49015;48946;3689;3143;Población;414.120235;M
2005;49015;48946;3690;3143;Población;1007.0705275;M
2005;49015;48946;3691;3143;Población;1421.1907625;M
2005;49016;48952;3689;3143;Población;552.385875;M
2005;49016;48952;3690;3143;Población;548.3947925;M
2005;49016;48952;3691;3143;Población;1100.7806675;M
2005;49016;48940;3689;3143;Población;388.57286;M
2005;49016;48940;3690;3143;Población;317.27076;M
2005;49016;48940;3691;3143;Población;705.84362;M
2005;49016;48936;3689;3143;Población;268.4465275;M
2005;49016;48936;3690;3143;Población;127.2626325;M
2005;49016;48936;3691;3143;Población;395.70916;M
2005;49016;48939;3689;3143;Población;120.1263325;M
2005;49016;48939;3690;3143;Población;190.0081275;M
2005;49016;48939;3691;3143;Población;310.13446;M
2005;49016;48946;3689;3143;Población;69.070815;M
2005;49016;48946;3690;3143;Población;136.5437825;M
2005;49016;48946;3691;3143;Población;205.6145975;M
2005;49022;48952;3689;3143;Población;191.475375;M
2005;49022;48952;3690;3143;Población;197.3258975;M
2005;49022;48952;3691;3143;Población;388.8012725;M
2005;49022;48940;3689;3143;Población;99.4007875;M
2005;49022;48940;3690;3143;Población;71.58763;M
2005;49022;48940;3691;3143;Población;170.9884175;M
2005;49022;48936;3689;3143;Población;;M
2005;49022;48936;3690;3143;Población;;M
2005;49022;48936;3691;3143;Población;;M
2005;49022;48939;3689;3143;Población;99.4007875;M
2005;49022;48939;3690;3143;Población;71.58763;M
2005;49022;48939;3691;3143;Población;170.9884175;M
2005;49022;48946;3689;3143;Población;57.054625;M
2005;49022;48946;3690;3143;Población;89.90287;M
2005;49022;48946;3691;3143;Población;146.957495;M
2005;49018;48952;3689;3143;Población;48.1193375;M
2005;49018;48952;3690;3143;Población;45.6996475;M
2005;49018;48952;3691;3143;Población;93.818985;M
2005;49018;48940;3689;3143;Población;29.30358;M
2005;49018;48940;3690;3143;Población;15.6154675;M
2005;49018;48940;3691;3143;Población;44.9190475;M
2005;49018;48936;3689;3143;Población;;M
2005;49018;48936;3690;3143;Población;;M
2005;49018;48936;3691;3143;Población;;M
2005;49018;48939;3689;3143;Población;29.30358;M
2005;49018;48939;3690;3143;Población;15.6154675;M
2005;49018;48939;3691;3143;Población;44.9190475;M
2005;49018;48946;3689;3143;Población;5.4430425;M
2005;49018;48946;3690;3143;Población;17.7277475;M
2005;49018;48946;3691;3143;Población;23.17079;M
2005;49019;48952;3689;3143;Población;30.99553;M
2005;49019;48952;3690;3143;Población;31.5463025;M
2005;49019;48952;3691;3143;Población;62.5418325;M
2005;49019;48940;3689;3143;Población;15.839125;M
2005;49019;48940;3690;3143;Población;8.95089;M
2005;49019;48940;3691;3143;Población;24.790015;M
2005;49019;48936;3689;3143;Población;;M
2005;49019;48936;3690;3143;Población;;M
2005;49019;48936;3691;3143;Población;;M
2005;49019;48939;3689;3143;Población;15.839125;M
2005;49019;48939;3690;3143;Población;8.95089;M
2005;49019;48939;3691;3143;Población;24.790015;M
2005;49019;48946;3689;3143;Población;11.577225;M
2005;49019;48946;3690;3143;Población;17.4949775;M
2005;49019;48946;3691;3143;Población;29.0722025;M
2005;49020;48952;3689;3143;Población;66.9234125;M
2005;49020;48952;3690;3143;Población;69.813895;M
2005;49020;48952;3691;3143;Población;136.7373075;M
2005;49020;48940;3689;3143;Población;26.5772525;M
2005;49020;48940;3690;3143;Población;23.8888625;M
2005;49020;48940;3691;3143;Población;50.466115;M
2005;49020;48936;3689;3143;Población;;M
2005;49020;48936;3690;3143;Población;;M
2005;49020;48936;3691;3143;Población;;M
2005;49020;48939;3689;3143;Población;26.5772525;M
2005;49020;48939;3690;3143;Población;23.8888625;M
2005;49020;48939;3691;3143;Población;50.466115;M
2005;49020;48946;3689;3143;Población;33.3348525;M
2005;49020;48946;3690;3143;Población;40.0456075;M
2005;49020;48946;3691;3143;Población;73.38046;M
2005;49021;48952;3689;3143;Población;45.437095;M
2005;49021;48952;3690;3143;Población;50.2660525;M
2005;49021;48952;3691;3143;Población;95.7031475;M
2005;49021;48940;3689;3143;Población;27.68083;M
2005;49021;48940;3690;3143;Población;23.13241;M
2005;49021;48940;3691;3143;Población;50.81324;M
2005;49021;48936;3689;3143;Población;;M
2005;49021;48936;3690;3143;Población;;M
2005;49021;48936;3691;3143;Población;;M
2005;49021;48939;3689;3143;Población;27.68083;M
2005;49021;48939;3690;3143;Población;23.13241;M
2005;49021;48939;3691;3143;Población;50.81324;M
2005;49021;48946;3689;3143;Población;6.699505;M
2005;49021;48946;3690;3143;Población;14.6345375;M
2005;49021;48946;3691;3143;Población;21.3340425;M
2005;49023;48952;3689;3143;Población;3843.129715;M
2005;49023;48952;3690;3143;Población;3916.6661475;M
2005;49023;48952;3691;3143;Población;7759.7958625;M
2005;49023;48940;3689;3143;Población;2114.9653175;M
2005;49023;48940;3690;3143;Población;1365.273755;M
2005;49023;48940;3691;3143;Población;3480.2390725;M
2005;49023;48936;3689;3143;Población;1895.4381975;M
2005;49023;48936;3690;3143;Población;1103.6779975;M
2005;49023;48936;3691;3143;Población;2999.116195;M
2005;49023;48939;3689;3143;Población;219.52712;M
2005;49023;48939;3690;3143;Población;261.5957575;M
2005;49023;48939;3691;3143;Población;481.1228775;M
2005;49023;48946;3689;3143;Población;1011.017205;M
2005;49023;48946;3690;3143;Población;1875.134405;M
2005;49023;48946;3691;3143;Población;2886.15161;M
2006;49014;48952;3689;3143;Población;499.421135;M
2006;49014;48952;3690;3143;Población;670.9619125;M
2006;49014;48952;3691;3143;Población;1170.3830475;M
2006;49014;48940;3689;3143;Población;;M
2006;49014;48940;3690;3143;Población;;M
2006;49014;48940;3691;3143;Población;;M
2006;49014;48936;3689;3143;Población;;M
2006;49014;48936;3690;3143;Población;;M
2006;49014;48936;3691;3143;Población;;M
2006;49014;48939;3689;3143;Población;;M
2006;49014;48939;3690;3143;Población;;M
2006;49014;48939;3691;3143;Población;;M
2006;49014;48946;3689;3143;Población;471.2662725;M
2006;49014;48946;3690;3143;Población;648.480375;M
2006;49014;48946;3691;3143;Población;1119.7466475;M
2006;49010;48952;3689;3143;Población;32.2884625;M
2006;49010;48952;3690;3143;Población;50.863295;M
2006;49010;48952;3691;3143;Población;83.1517575;M
2006;49010;48940;3689;3143;Población;;M
2006;49010;48940;3690;3143;Población;;M
2006;49010;48940;3691;3143;Población;;M
2006;49010;48936;3689;3143;Población;;M
2006;49010;48936;3690;3143;Población;;M
2006;49010;48936;3691;3143;Población;;M
2006;49010;48939;3689;3143;Población;;M
2006;49010;48939;3690;3143;Población;;M
2006;49010;48939;3691;3143;Población;;M
2006;49010;48946;3689;3143;Población;23.4976625;M
2006;49010;48946;3690;3143;Población;42.9955775;M
2006;49010;48946;3691;3143;Población;66.49324;M
2006;49011;48952;3689;3143;Población;25.57089;M
2006;49011;48952;3690;3143;Población;21.8860925;M
2006;49011;48952;3691;3143;Población;47.4569825;M
2006;49011;48940;3689;3143;Población;;M
2006;49011;48940;3690;3143;Población;;M
2006;49011;48940;3691;3143;Población;;M
2006;49011;48936;3689;3143;Población;;M
2006;49011;48936;3690;3143;Población;;M
2006;49011;48936;3691;3143;Población;;M
2006;49011;48939;3689;3143;Población;;M
2006;49011;48939;3690;3143;Población;;M
2006;49011;48939;3691;3143;Población;;M
2006;49011;48946;3689;3143;Población;20.53131;M
2006;49011;48946;3690;3143;Población;17.84292;M
2006;49011;48946;3691;3143;Población;38.37423;M
2006;49012;48952;3689;3143;Población;32.617565;M
2006;49012;48952;3690;3143;Población;33.59837;M
2006;49012;48952;3691;3143;Población;66.215935;M
2006;49012;48940;3689;3143;Población;;M
2006;49012;48940;3690;3143;Población;;M
2006;49012;48940;3691;3143;Población;;M
2006;49012;48936;3689;3143;Población;;M
2006;49012;48936;3690;3143;Población;;M
2006;49012;48936;3691;3143;Población;;M
2006;49012;48939;3689;3143;Población;;M
2006;49012;48939;3690;3143;Población;;M
2006;49012;48939;3691;3143;Población;;M
2006;49012;48946;3689;3143;Población;28.7804075;M
2006;49012;48946;3690;3143;Población;31.7227025;M
2006;49012;48946;3691;3143;Población;60.50311;M
2006;49013;48952;3689;3143;Población;408.9442175;M
2006;49013;48952;3690;3143;Población;564.614155;M
2006;49013;48952;3691;3143;Población;973.5583725;M
2006;49013;48940;3689;3143;Población;;M
2006;49013;48940;3690;3143;Población;;M
2006;49013;48940;3691;3143;Población;;M
2006;49013;48936;3689;3143;Población;;M
2006;49013;48936;3690;3143;Población;;M
2006;49013;48936;3691;3143;Población;;M
2006;49013;48939;3689;3143;Población;;M
2006;49013;48939;3690;3143;Población;;M
2006;49013;48939;3691;3143;Población;;M
2006;49013;48946;3689;3143;Población;398.4568925;M
2006;49013;48946;3690;3143;Población;555.919175;M
2006;49013;48946;3691;3143;Población;954.3760675;M
2006;49017;48952;3689;3143;Población;3238.7098675;M
2006;49017;48952;3690;3143;Población;3136.2925075;M
2006;49017;48952;3691;3143;Población;6375.002375;M
2006;49017;48940;3689;3143;Población;2071.91566;M
2006;49017;48940;3690;3143;Población;1371.6383925;M
2006;49017;48940;3691;3143;Población;3443.5540525;M
2006;49017;48936;3689;3143;Población;1958.55375;M
2006;49017;48936;3690;3143;Población;1179.9483125;M
2006;49017;48936;3691;3143;Población;3138.5020625;M
2006;49017;48939;3689;3143;Población;113.36191;M
2006;49017;48939;3690;3143;Población;191.69008;M
2006;49017;48939;3691;3143;Población;305.05199;M
2006;49017;48946;3689;3143;Población;503.37674;M
2006;49017;48946;3690;3143;Población;1132.268215;M
2006;49017;48946;3691;3143;Población;1635.644955;M
2006;49015;48952;3689;3143;Población;2699.24213;M
2006;49015;48952;3690;3143;Población;2603.1430375;M
2006;49015;48952;3691;3143;Población;5302.3851675;M
2006;49015;48940;3689;3143;Población;1685.9172975;M
2006;49015;48940;3690;3143;Población;1050.2254925;M
2006;49015;48940;3691;3143;Población;2736.14279;M
2006;49015;48936;3689;3143;Población;1685.9172975;M
2006;49015;48936;3690;3143;Población;1050.2254925;M
2006;49015;48936;3691;3143;Población;2736.14279;M
2006;49015;48939;3689;3143;Población;;M
2006;49015;48939;3690;3143;Población;;M
2006;49015;48939;3691;3143;Población;;M
2006;49015;48946;3689;3143;Población;435.86783;M
2006;49015;48946;3690;3143;Población;1009.1212325;M
2006;49015;48946;3691;3143;Población;1444.9890625;M
2006;49016;48952;3689;3143;Población;539.4677375;M
2006;49016;48952;3690;3143;Población;533.14947;M
2006;49016;48952;3691;3143;Población;1072.6172075;M
2006;49016;48940;3689;3143;Población;385.9983625;M
2006;49016;48940;3690;3143;Población;321.4129;M
2006;49016;48940;3691;3143;Población;707.4112625;M
2006;49016;48936;3689;3143;Población;272.6364525;M
2006;49016;48936;3690;3143;Población;129.72282;M
2006;49016;48936;3691;3143;Población;402.3592725;M
2006;49016;48939;3689;3143;Población;113.36191;M
2006;49016;48939;3690;3143;Población;191.69008;M
2006;49016;48939;3691;3143;Población;305.05199;M
2006;49016;48946;3689;3143;Población;67.50891;M
2006;49016;48946;3690;3143;Población;123.1469825;M
2006;49016;48946;3691;3143;Población;190.6558925;M
2006;49022;48952;3689;3143;Población;166.9865525;M
2006;49022;48952;3690;3143;Población;167.820795;M
2006;49022;48952;3691;3143;Población;334.8073475;M
2006;49022;48940;3689;3143;Población;86.7819875;M
2006;49022;48940;3690;3143;Población;61.522065;M
2006;49022;48940;3691;3143;Población;148.3040525;M
2006;49022;48936;3689;3143;Población;;M
2006;49022;48936;3690;3143;Población;;M
2006;49022;48936;3691;3143;Población;;M
2006;49022;48939;3689;3143;Población;86.7819875;M
2006;49022;48939;3690;3143;Población;61.522065;M
2006;49022;48939;3691;3143;Población;148.3040525;M
2006;49022;48946;3689;3143;Población;47.02317;M
2006;49022;48946;3690;3143;Población;78.04251;M
2006;49022;48946;3691;3143;Población;125.06568;M
2006;49018;48952;3689;3143;Población;44.186725;M
2006;49018;48952;3690;3143;Población;44.5400125;M
2006;49018;48952;3691;3143;Población;88.7267375;M
2006;49018;48940;3689;3143;Población;25.180645;M
2006;49018;48940;3690;3143;Población;17.3321425;M
2006;49018;48940;3691;3143;Población;42.5127875;M
2006;49018;48936;3689;3143;Población;;M
2006;49018;48936;3690;3143;Población;;M
2006;49018;48936;3691;3143;Población;;M
2006;49018;48939;3689;3143;Población;25.180645;M
2006;49018;48939;3690;3143;Población;17.3321425;M
2006;49018;48939;3691;3143;Población;42.5127875;M
2006;49018;48946;3689;3143;Población;4.8283425;M
2006;49018;48946;3690;3143;Población;15.9565975;M
2006;49018;48946;3691;3143;Población;20.78494;M
2006;49019;48952;3689;3143;Población;29.5916625;M
2006;49019;48952;3690;3143;Población;25.6759425;M
2006;49019;48952;3691;3143;Población;55.267605;M
2006;49019;48940;3689;3143;Población;13.478655;M
2006;49019;48940;3690;3143;Población;7.692085;M
2006;49019;48940;3691;3143;Población;21.17074;M
2006;49019;48936;3689;3143;Población;;M
2006;49019;48936;3690;3143;Población;;M
2006;49019;48936;3691;3143;Población;;M
2006;49019;48939;3689;3143;Población;13.478655;M
2006;49019;48939;3690;3143;Población;7.692085;M
2006;49019;48939;3691;3143;Población;21.17074;M
2006;49019;48946;3689;3143;Población;11.1973275;M
2006;49019;48946;3690;3143;Población;14.8927875;M
2006;49019;48946;3691;3143;Población;26.090115;M
2006;49020;48952;3689;3143;Población;54.155015;M
2006;49020;48952;3690;3143;Población;58.6302675;M
2006;49020;48952;3691;3143;Población;112.7852825;M
2006;49020;48940;3689;3143;Población;22.4187425;M
2006;49020;48940;3690;3143;Población;18.96368;M
2006;49020;48940;3691;3143;Población;41.3824225;M
2006;49020;48936;3689;3143;Población;;M
2006;49020;48936;3690;3143;Población;;M
2006;49020;48936;3691;3143;Población;;M
2006;49020;48939;3689;3143;Población;22.4187425;M
2006;49020;48939;3690;3143;Población;18.96368;M
2006;49020;48939;3691;3143;Población;41.3824225;M
2006;49020;48946;3689;3143;Población;26.9541125;M
2006;49020;48946;3690;3143;Población;34.8869075;M
2006;49020;48946;3691;3143;Población;61.84102;M
2006;49021;48952;3689;3143;Población;39.05315;M
2006;49021;48952;3690;3143;Población;38.9745725;M
2006;49021;48952;3691;3143;Población;78.0277225;M
2006;49021;48940;3689;3143;Población;25.703945;M
2006;49021;48940;3690;3143;Población;17.5341575;M
2006;49021;48940;3691;3143;Población;43.2381025;M
2006;49021;48936;3689;3143;Población;;M
2006;49021;48936;3690;3143;Población;;M
2006;49021;48936;3691;3143;Población;;M
2006;49021;48939;3689;3143;Población;25.703945;M
2006;49021;48939;3690;3143;Población;17.5341575;M
2006;49021;48939;3691;3143;Población;43.2381025;M
2006;49021;48946;3689;3143;Población;4.0433875;M
2006;49021;48946;3690;3143;Población;12.3062175;M
2006;49021;48946;3691;3143;Población;16.349605;M
2006;49023;48952;3689;3143;Población;3905.117555;M
2006;49023;48952;3690;3143;Población;3975.075215;M
2006;49023;48952;3691;3143;Población;7880.19277;M
2006;49023;48940;3689;3143;Población;2158.6976475;M
2006;49023;48940;3690;3143;Población;1433.1604575;M
2006;49023;48940;3691;3143;Población;3591.858105;M
2006;49023;48936;3689;3143;Población;1958.55375;M
2006;49023;48936;3690;3143;Población;1179.9483125;M
2006;49023;48936;3691;3143;Población;3138.5020625;M
2006;49023;48939;3689;3143;Población;200.1438975;M
2006;49023;48939;3690;3143;Población;253.212145;M
2006;49023;48939;3691;3143;Población;453.3560425;M
2006;49023;48946;3689;3143;Población;1021.6661825;M
2006;49023;48946;3690;3143;Población;1858.7911;M
2006;49023;48946;3691;3143;Población;2880.4572825;M
2007;49014;48952;3689;3143;Población;513.721355;M
2007;49014;48952;3690;3143;Población;688.1030025;M
2007;49014;48952;3691;3143;Población;1201.8243575;M
2007;49014;48940;3689;3143;Población;;M
2007;49014;48940;3690;3143;Población;;M
2007;49014;48940;3691;3143;Población;;M
2007;49014;48936;3689;3143;Población;;M
2007;49014;48936;3690;3143;Población;;M
2007;49014;48936;3691;3143;Población;;M
2007;49014;48939;3689;3143;Población;;M
2007;49014;48939;3690;3143;Población;;M
2007;49014;48939;3691;3143;Población;;M
2007;49014;48946;3689;3143;Población;489.7519825;M
2007;49014;48946;3690;3143;Población;665.0779225;M
2007;49014;48946;3691;3143;Población;1154.829905;M
2007;49010;48952;3689;3143;Población;27.9996975;M
2007;49010;48952;3690;3143;Población;45.3122875;M
2007;49010;48952;3691;3143;Población;73.311985;M
2007;49010;48940;3689;3143;Población;;M
2007;49010;48940;3690;3143;Población;;M
2007;49010;48940;3691;3143;Población;;M
2007;49010;48936;3689;3143;Población;;M
2007;49010;48936;3690;3143;Población;;M
2007;49010;48936;3691;3143;Población;;M
2007;49010;48939;3689;3143;Población;;M
2007;49010;48939;3690;3143;Población;;M
2007;49010;48939;3691;3143;Población;;M
2007;49010;48946;3689;3143;Población;22.85342;M
2007;49010;48946;3690;3143;Población;38.86329;M
2007;49010;48946;3691;3143;Población;61.71671;M
2007;49011;48952;3689;3143;Población;24.2377425;M
2007;49011;48952;3690;3143;Población;22.174915;M
2007;49011;48952;3691;3143;Población;46.4126575;M
2007;49011;48940;3689;3143;Población;;M
2007;49011;48940;3690;3143;Población;;M
2007;49011;48940;3691;3143;Población;;M
2007;49011;48936;3689;3143;Población;;M
2007;49011;48936;3690;3143;Población;;M
2007;49011;48936;3691;3143;Población;;M
2007;49011;48939;3689;3143;Población;;M
2007;49011;48939;3690;3143;Población;;M
2007;49011;48939;3691;3143;Población;;M
2007;49011;48946;3689;3143;Población;19.37311;M
2007;49011;48946;3690;3143;Población;17.604555;M
2007;49011;48946;3691;3143;Población;36.977665;M
2007;49012;48952;3689;3143;Población;28.6781125;M
2007;49012;48952;3690;3143;Población;31.332995;M
2007;49012;48952;3691;3143;Población;60.0111075;M
2007;49012;48940;3689;3143;Población;;M
2007;49012;48940;3690;3143;Población;;M
2007;49012;48940;3691;3143;Población;;M
2007;49012;48936;3689;3143;Población;;M
2007;49012;48936;3690;3143;Población;;M
2007;49012;48936;3691;3143;Población;;M
2007;49012;48939;3689;3143;Población;;M
2007;49012;48939;3690;3143;Población;;M
2007;49012;48939;3691;3143;Población;;M
2007;49012;48946;3689;3143;Población;25.1109675;M
2007;49012;48946;3690;3143;Población;29.96678;M
2007;49012;48946;3691;3143;Población;55.0777475;M
2007;49013;48952;3689;3143;Población;432.8058025;M
2007;49013;48952;3690;3143;Población;589.282805;M
2007;49013;48952;3691;3143;Población;1022.0886075;M
2007;49013;48940;3689;3143;Población;;M
2007;49013;48940;3690;3143;Población;;M
2007;49013;48940;3691;3143;Población;;M
2007;49013;48936;3689;3143;Población;;M
2007;49013;48936;3690;3143;Población;;M
2007;49013;48936;3691;3143;Población;;M
2007;49013;48939;3689;3143;Población;;M
2007;49013;48939;3690;3143;Población;;M
2007;49013;48939;3691;3143;Población;;M
2007;49013;48946;3689;3143;Población;422.414485;M
2007;49013;48946;3690;3143;Población;578.6432975;M
2007;49013;48946;3691;3143;Población;1001.0577825;M
2007;49017;48952;3689;3143;Población;3285.656295;M
2007;49017;48952;3690;3143;Población;3179.6809275;M
2007;49017;48952;3691;3143;Población;6465.3372225;M
2007;49017;48940;3689;3143;Población;2111.97103;M
2007;49017;48940;3690;3143;Población;1447.92818;M
2007;49017;48940;3691;3143;Población;3559.89921;M
2007;49017;48936;3689;3143;Población;1989.754155;M
2007;49017;48936;3690;3143;Población;1248.86744;M
2007;49017;48936;3691;3143;Población;3238.621595;M
2007;49017;48939;3689;3143;Población;122.216875;M
2007;49017;48939;3690;3143;Población;199.06074;M
2007;49017;48939;3691;3143;Población;321.277615;M
2007;49017;48946;3689;3143;Población;500.1007125;M
2007;49017;48946;3690;3143;Población;1095.9562275;M
2007;49017;48946;3691;3143;Población;1596.05694;M
2007;49015;48952;3689;3143;Población;2736.7957025;M
2007;49015;48952;3690;3143;Población;2641.6047;M
2007;49015;48952;3691;3143;Población;5378.4004025;M
2007;49015;48940;3689;3143;Población;1721.65223;M
2007;49015;48940;3690;3143;Población;1111.0704075;M
2007;49015;48940;3691;3143;Población;2832.7226375;M
2007;49015;48936;3689;3143;Población;1721.65223;M
2007;49015;48936;3690;3143;Población;1111.0704075;M
2007;49015;48936;3691;3143;Población;2832.7226375;M
2007;49015;48939;3689;3143;Población;;M
2007;49015;48939;3690;3143;Población;;M
2007;49015;48939;3691;3143;Población;;M
2007;49015;48946;3689;3143;Población;434.15105;M
2007;49015;48946;3690;3143;Población;980.2386675;M
2007;49015;48946;3691;3143;Población;1414.3897175;M
2007;49016;48952;3689;3143;Población;548.8605925;M
2007;49016;48952;3690;3143;Población;538.0762275;M
2007;49016;48952;3691;3143;Población;1086.93682;M
2007;49016;48940;3689;3143;Población;390.3188;M
2007;49016;48940;3690;3143;Población;336.8577725;M
2007;49016;48940;3691;3143;Población;727.1765725;M
2007;49016;48936;3689;3143;Población;268.101925;M
2007;49016;48936;3690;3143;Población;137.7970325;M
2007;49016;48936;3691;3143;Población;405.8989575;M
2007;49016;48939;3689;3143;Población;122.216875;M
2007;49016;48939;3690;3143;Población;199.06074;M
2007;49016;48939;3691;3143;Población;321.277615;M
2007;49016;48946;3689;3143;Población;65.9496625;M
2007;49016;48946;3690;3143;Población;115.71756;M
2007;49016;48946;3691;3143;Población;181.6672225;M
2007;49022;48952;3689;3143;Población;169.4446575;M
2007;49022;48952;3690;3143;Población;170.6613475;M
2007;49022;48952;3691;3143;Población;340.106005;M
2007;49022;48940;3689;3143;Población;87.9901875;M
2007;49022;48940;3690;3143;Población;64.2711175;M
2007;49022;48940;3691;3143;Población;152.261305;M
2007;49022;48936;3689;3143;Población;;M
2007;49022;48936;3690;3143;Población;;M
2007;49022;48936;3691;3143;Población;;M
2007;49022;48939;3689;3143;Población;87.9901875;M
2007;49022;48939;3690;3143;Población;64.2711175;M
2007;49022;48939;3691;3143;Población;152.261305;M
2007;49022;48946;3689;3143;Población;45.4211175;M
2007;49022;48946;3690;3143;Población;73.8496575;M
2007;49022;48946;3691;3143;Población;119.270775;M
2007;49018;48952;3689;3143;Población;53.1005975;M
2007;49018;48952;3690;3143;Población;48.06035;M
2007;49018;48952;3691;3143;Población;101.1609475;M
2007;49018;48940;3689;3143;Población;31.38546;M
2007;49018;48940;3690;3143;Población;18.5937675;M
2007;49018;48940;3691;3143;Población;49.9792275;M
2007;49018;48936;3689;3143;Población;;M
2007;49018;48936;3690;3143;Población;;M
2007;49018;48936;3691;3143;Población;;M
2007;49018;48939;3689;3143;Población;31.38546;M
2007;49018;48939;3690;3143;Población;18.5937675;M
2007;49018;48939;3691;3143;Población;49.9792275;M
2007;49018;48946;3689;3143;Población;6.8670975;M
2007;49018;48946;3690;3143;Población;17.6808525;M
