D_TEMPORAL_0;D_EPA_TIPACTIVIDADHOGAR_0;D_EPA_RELACTIVIDAD_0;D_SEXO_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2007;49018;48946;3691;3143;Población;24.54795;M
2007;49019;48952;3689;3143;Población;25.2351125;M
2007;49019;48952;3690;3143;Población;24.354495;M
2007;49019;48952;3691;3143;Población;49.5896075;M
2007;49019;48940;3689;3143;Población;11.9769775;M
2007;49019;48940;3690;3143;Población;7.07695;M
2007;49019;48940;3691;3143;Población;19.0539275;M
2007;49019;48936;3689;3143;Población;;M
2007;49019;48936;3690;3143;Población;;M
2007;49019;48936;3691;3143;Población;;M
2007;49019;48939;3689;3143;Población;11.9769775;M
2007;49019;48939;3690;3143;Población;7.07695;M
2007;49019;48939;3691;3143;Población;19.0539275;M
2007;49019;48946;3689;3143;Población;9.902;M
2007;49019;48946;3690;3143;Población;14.0936325;M
2007;49019;48946;3691;3143;Población;23.9956325;M
2007;49020;48952;3689;3143;Población;48.209285;M
2007;49020;48952;3690;3143;Población;52.0494425;M
2007;49020;48952;3691;3143;Población;100.2587275;M
2007;49020;48940;3689;3143;Población;19.4705725;M
2007;49020;48940;3690;3143;Población;18.096205;M
2007;49020;48940;3691;3143;Población;37.5667775;M
2007;49020;48936;3689;3143;Población;;M
2007;49020;48936;3690;3143;Población;;M
2007;49020;48936;3691;3143;Población;;M
2007;49020;48939;3689;3143;Población;19.4705725;M
2007;49020;48939;3690;3143;Población;18.096205;M
2007;49020;48939;3691;3143;Población;37.5667775;M
2007;49020;48946;3689;3143;Población;23.3858875;M
2007;49020;48946;3690;3143;Población;28.930335;M
2007;49020;48946;3691;3143;Población;52.3162225;M
2007;49021;48952;3689;3143;Población;42.8996625;M
2007;49021;48952;3690;3143;Población;46.19706;M
2007;49021;48952;3691;3143;Población;89.0967225;M
2007;49021;48940;3689;3143;Población;25.1571775;M
2007;49021;48940;3690;3143;Población;20.504195;M
2007;49021;48940;3691;3143;Población;45.6613725;M
2007;49021;48936;3689;3143;Población;;M
2007;49021;48936;3690;3143;Población;;M
2007;49021;48936;3691;3143;Población;;M
2007;49021;48939;3689;3143;Población;25.1571775;M
2007;49021;48939;3690;3143;Población;20.504195;M
2007;49021;48939;3691;3143;Población;45.6613725;M
2007;49021;48946;3689;3143;Población;5.2661325;M
2007;49021;48946;3690;3143;Población;13.1448375;M
2007;49021;48946;3691;3143;Población;18.41097;M
2007;49023;48952;3689;3143;Población;3968.8223075;M
2007;49023;48952;3690;3143;Población;4038.4452775;M
2007;49023;48952;3691;3143;Población;8007.267585;M
2007;49023;48940;3689;3143;Población;2199.9612175;M
2007;49023;48940;3690;3143;Población;1512.1992975;M
2007;49023;48940;3691;3143;Población;3712.160515;M
2007;49023;48936;3689;3143;Población;1989.754155;M
2007;49023;48936;3690;3143;Población;1248.86744;M
2007;49023;48936;3691;3143;Población;3238.621595;M
2007;49023;48939;3689;3143;Población;210.2070625;M
2007;49023;48939;3690;3143;Población;263.3318575;M
2007;49023;48939;3691;3143;Población;473.53892;M
2007;49023;48946;3689;3143;Población;1035.2738125;M
2007;49023;48946;3690;3143;Población;1834.8838075;M
2007;49023;48946;3691;3143;Población;2870.15762;M
2008;49014;48952;3689;3143;Población;521.361875;M
2008;49014;48952;3690;3143;Población;691.384385;M
2008;49014;48952;3691;3143;Población;1212.74626;M
2008;49014;48940;3689;3143;Población;;M
2008;49014;48940;3690;3143;Población;;M
2008;49014;48940;3691;3143;Población;;M
2008;49014;48936;3689;3143;Población;;M
2008;49014;48936;3690;3143;Población;;M
2008;49014;48936;3691;3143;Población;;M
2008;49014;48939;3689;3143;Población;;M
2008;49014;48939;3690;3143;Población;;M
2008;49014;48939;3691;3143;Población;;M
2008;49014;48946;3689;3143;Población;499.199005;M
2008;49014;48946;3690;3143;Población;669.2563125;M
2008;49014;48946;3691;3143;Población;1168.4553175;M
2008;49010;48952;3689;3143;Población;24.95841;M
2008;49010;48952;3690;3143;Población;34.1160525;M
2008;49010;48952;3691;3143;Población;59.0744625;M
2008;49010;48940;3689;3143;Población;;M
2008;49010;48940;3690;3143;Población;;M
2008;49010;48940;3691;3143;Población;;M
2008;49010;48936;3689;3143;Población;;M
2008;49010;48936;3690;3143;Población;;M
2008;49010;48936;3691;3143;Población;;M
2008;49010;48939;3689;3143;Población;;M
2008;49010;48939;3690;3143;Población;;M
2008;49010;48939;3691;3143;Población;;M
2008;49010;48946;3689;3143;Población;19.493785;M
2008;49010;48946;3690;3143;Población;30.331895;M
2008;49010;48946;3691;3143;Población;49.82568;M
2008;49011;48952;3689;3143;Población;22.2722625;M
2008;49011;48952;3690;3143;Población;23.5743275;M
2008;49011;48952;3691;3143;Población;45.84659;M
2008;49011;48940;3689;3143;Población;;M
2008;49011;48940;3690;3143;Población;;M
2008;49011;48940;3691;3143;Población;;M
2008;49011;48936;3689;3143;Población;;M
2008;49011;48936;3690;3143;Población;;M
2008;49011;48936;3691;3143;Población;;M
2008;49011;48939;3689;3143;Población;;M
2008;49011;48939;3690;3143;Población;;M
2008;49011;48939;3691;3143;Población;;M
2008;49011;48946;3689;3143;Población;17.6458275;M
2008;49011;48946;3690;3143;Población;17.95095;M
2008;49011;48946;3691;3143;Población;35.5967775;M
2008;49012;48952;3689;3143;Población;31.434745;M
2008;49012;48952;3690;3143;Población;35.4112025;M
2008;49012;48952;3691;3143;Población;66.8459475;M
2008;49012;48940;3689;3143;Población;;M
2008;49012;48940;3690;3143;Población;;M
2008;49012;48940;3691;3143;Población;;M
2008;49012;48936;3689;3143;Población;;M
2008;49012;48936;3690;3143;Población;;M
2008;49012;48936;3691;3143;Población;;M
2008;49012;48939;3689;3143;Población;;M
2008;49012;48939;3690;3143;Población;;M
2008;49012;48939;3691;3143;Población;;M
2008;49012;48946;3689;3143;Población;28.911365;M
2008;49012;48946;3690;3143;Población;32.8023;M
2008;49012;48946;3691;3143;Población;61.713665;M
2008;49013;48952;3689;3143;Población;442.6964575;M
2008;49013;48952;3690;3143;Población;598.2828025;M
2008;49013;48952;3691;3143;Población;1040.97926;M
2008;49013;48940;3689;3143;Población;;M
2008;49013;48940;3690;3143;Población;;M
2008;49013;48940;3691;3143;Población;;M
2008;49013;48936;3689;3143;Población;;M
2008;49013;48936;3690;3143;Población;;M
2008;49013;48936;3691;3143;Población;;M
2008;49013;48939;3689;3143;Población;;M
2008;49013;48939;3690;3143;Población;;M
2008;49013;48939;3691;3143;Población;;M
2008;49013;48946;3689;3143;Población;433.1480275;M
2008;49013;48946;3690;3143;Población;588.1711675;M
2008;49013;48946;3691;3143;Población;1021.319195;M
2008;49017;48952;3689;3143;Población;3224.8613775;M
2008;49017;48952;3690;3143;Población;3132.6563225;M
2008;49017;48952;3691;3143;Población;6357.5177;M
2008;49017;48940;3689;3143;Población;2089.57848;M
2008;49017;48940;3690;3143;Población;1494.005575;M
2008;49017;48940;3691;3143;Población;3583.584055;M
2008;49017;48936;3689;3143;Población;1900.83453;M
2008;49017;48936;3690;3143;Población;1259.8369525;M
2008;49017;48936;3691;3143;Población;3160.6714825;M
2008;49017;48939;3689;3143;Población;188.74395;M
2008;49017;48939;3690;3143;Población;234.1686225;M
2008;49017;48939;3691;3143;Población;422.9125725;M
2008;49017;48946;3689;3143;Población;473.88277;M
2008;49017;48946;3690;3143;Población;1014.6848975;M
2008;49017;48946;3691;3143;Población;1488.5676675;M
2008;49015;48952;3689;3143;Población;2513.68562;M
2008;49015;48952;3690;3143;Población;2447.305685;M
2008;49015;48952;3691;3143;Población;4960.991305;M
2008;49015;48940;3689;3143;Población;1579.05575;M
2008;49015;48940;3690;3143;Población;1064.07473;M
2008;49015;48940;3691;3143;Población;2643.13048;M
2008;49015;48936;3689;3143;Población;1579.05575;M
2008;49015;48936;3690;3143;Población;1064.07473;M
2008;49015;48936;3691;3143;Población;2643.13048;M
2008;49015;48939;3689;3143;Población;;M
2008;49015;48939;3690;3143;Población;;M
2008;49015;48939;3691;3143;Población;;M
2008;49015;48946;3689;3143;Población;401.2690725;M
2008;49015;48946;3690;3143;Población;879.3944325;M
2008;49015;48946;3691;3143;Población;1280.663505;M
2008;49016;48952;3689;3143;Población;711.1757575;M
2008;49016;48952;3690;3143;Población;685.3506375;M
2008;49016;48952;3691;3143;Población;1396.526395;M
2008;49016;48940;3689;3143;Población;510.52273;M
2008;49016;48940;3690;3143;Población;429.930845;M
2008;49016;48940;3691;3143;Población;940.453575;M
2008;49016;48936;3689;3143;Población;321.77878;M
2008;49016;48936;3690;3143;Población;195.7622225;M
2008;49016;48936;3691;3143;Población;517.5410025;M
2008;49016;48939;3689;3143;Población;188.74395;M
2008;49016;48939;3690;3143;Población;234.1686225;M
2008;49016;48939;3691;3143;Población;422.9125725;M
2008;49016;48946;3689;3143;Población;72.6136975;M
2008;49016;48946;3690;3143;Población;135.290465;M
2008;49016;48946;3691;3143;Población;207.9041625;M
2008;49022;48952;3689;3143;Población;279.5037575;M
2008;49022;48952;3690;3143;Población;269.1304175;M
2008;49022;48952;3691;3143;Población;548.634175;M
2008;49022;48940;3689;3143;Población;153.57093;M
2008;49022;48940;3690;3143;Población;104.79264;M
2008;49022;48940;3691;3143;Población;258.36357;M
2008;49022;48936;3689;3143;Población;;M
2008;49022;48936;3690;3143;Población;;M
2008;49022;48936;3691;3143;Población;;M
2008;49022;48939;3689;3143;Población;153.57093;M
2008;49022;48939;3690;3143;Población;104.79264;M
2008;49022;48939;3691;3143;Población;258.36357;M
2008;49022;48946;3689;3143;Población;66.7469775;M
2008;49022;48946;3690;3143;Población;110.69896;M
2008;49022;48946;3691;3143;Población;177.4459375;M
2008;49018;48952;3689;3143;Población;96.751895;M
2008;49018;48952;3690;3143;Población;88.50609;M
2008;49018;48952;3691;3143;Población;185.257985;M
2008;49018;48940;3689;3143;Población;58.563405;M
2008;49018;48940;3690;3143;Población;38.6135525;M
2008;49018;48940;3691;3143;Población;97.1769575;M
2008;49018;48936;3689;3143;Población;;M
2008;49018;48936;3690;3143;Población;;M
2008;49018;48936;3691;3143;Población;;M
2008;49018;48939;3689;3143;Población;58.563405;M
2008;49018;48939;3690;3143;Población;38.6135525;M
2008;49018;48939;3691;3143;Población;97.1769575;M
2008;49018;48946;3689;3143;Población;11.5280925;M
2008;49018;48946;3690;3143;Población;28.252955;M
2008;49018;48946;3691;3143;Población;39.7810475;M
2008;49019;48952;3689;3143;Población;41.38441;M
2008;49019;48952;3690;3143;Población;43.029735;M
2008;49019;48952;3691;3143;Población;84.414145;M
2008;49019;48940;3689;3143;Población;19.9316875;M
2008;49019;48940;3690;3143;Población;13.25028;M
2008;49019;48940;3691;3143;Población;33.1819675;M
2008;49019;48936;3689;3143;Población;;M
2008;49019;48936;3690;3143;Población;;M
2008;49019;48936;3691;3143;Población;;M
2008;49019;48939;3689;3143;Población;19.9316875;M
2008;49019;48939;3690;3143;Población;13.25028;M
2008;49019;48939;3691;3143;Población;33.1819675;M
2008;49019;48946;3689;3143;Población;15.2403575;M
2008;49019;48946;3690;3143;Población;22.8246625;M
2008;49019;48946;3691;3143;Población;38.06502;M
2008;49020;48952;3689;3143;Población;70.58114;M
2008;49020;48952;3690;3143;Población;72.22114;M
2008;49020;48952;3691;3143;Población;142.80228;M
2008;49020;48940;3689;3143;Población;30.4216925;M
2008;49020;48940;3690;3143;Población;23.5568875;M
2008;49020;48940;3691;3143;Población;53.97858;M
2008;49020;48936;3689;3143;Población;;M
2008;49020;48936;3690;3143;Población;;M
2008;49020;48936;3691;3143;Población;;M
2008;49020;48939;3689;3143;Población;30.4216925;M
2008;49020;48939;3690;3143;Población;23.5568875;M
2008;49020;48939;3691;3143;Población;53.97858;M
2008;49020;48946;3689;3143;Población;32.7872325;M
2008;49020;48946;3690;3143;Población;40.5395125;M
2008;49020;48946;3691;3143;Población;73.326745;M
2008;49021;48952;3689;3143;Población;70.7863125;M
2008;49021;48952;3690;3143;Población;65.3734525;M
2008;49021;48952;3691;3143;Población;136.159765;M
2008;49021;48940;3689;3143;Población;44.654145;M
2008;49021;48940;3690;3143;Población;29.37192;M
2008;49021;48940;3691;3143;Población;74.026065;M
2008;49021;48936;3689;3143;Población;;M
2008;49021;48936;3690;3143;Población;;M
2008;49021;48936;3691;3143;Población;;M
2008;49021;48939;3689;3143;Población;44.654145;M
2008;49021;48939;3690;3143;Población;29.37192;M
2008;49021;48939;3691;3143;Población;74.026065;M
2008;49021;48946;3689;3143;Población;7.191295;M
2008;49021;48946;3690;3143;Población;19.08183;M
2008;49021;48946;3691;3143;Población;26.273125;M
2008;49023;48952;3689;3143;Población;4025.72701;M
2008;49023;48952;3690;3143;Población;4093.171125;M
2008;49023;48952;3691;3143;Población;8118.898135;M
2008;49023;48940;3689;3143;Población;2243.14941;M
2008;49023;48940;3690;3143;Población;1598.798215;M
2008;49023;48940;3691;3143;Población;3841.947625;M
2008;49023;48936;3689;3143;Población;1900.83453;M
2008;49023;48936;3690;3143;Población;1259.8369525;M
2008;49023;48936;3691;3143;Población;3160.6714825;M
2008;49023;48939;3689;3143;Población;342.31488;M
2008;49023;48939;3690;3143;Población;338.9612625;M
2008;49023;48939;3691;3143;Población;681.2761425;M
2008;49023;48946;3689;3143;Población;1039.8287525;M
2008;49023;48946;3690;3143;Población;1794.64017;M
2008;49023;48946;3691;3143;Población;2834.4689225;M
2009;49014;48952;3689;3143;Población;528.593835;M
2009;49014;48952;3690;3143;Población;686.002055;M
2009;49014;48952;3691;3143;Población;1214.59589;M
2009;49014;48940;3689;3143;Población;;M
2009;49014;48940;3690;3143;Población;;M
2009;49014;48940;3691;3143;Población;;M
2009;49014;48936;3689;3143;Población;;M
2009;49014;48936;3690;3143;Población;;M
2009;49014;48936;3691;3143;Población;;M
2009;49014;48939;3689;3143;Población;;M
2009;49014;48939;3690;3143;Población;;M
2009;49014;48939;3691;3143;Población;;M
2009;49014;48946;3689;3143;Población;506.4359125;M
2009;49014;48946;3690;3143;Población;668.671835;M
2009;49014;48946;3691;3143;Población;1175.1077475;M
2009;49010;48952;3689;3143;Población;30.0735175;M
2009;49010;48952;3690;3143;Población;37.1758625;M
2009;49010;48952;3691;3143;Población;67.24938;M
2009;49010;48940;3689;3143;Población;;M
2009;49010;48940;3690;3143;Población;;M
2009;49010;48940;3691;3143;Población;;M
2009;49010;48936;3689;3143;Población;;M
2009;49010;48936;3690;3143;Población;;M
2009;49010;48936;3691;3143;Población;;M
2009;49010;48939;3689;3143;Población;;M
2009;49010;48939;3690;3143;Población;;M
2009;49010;48939;3691;3143;Población;;M
2009;49010;48946;3689;3143;Población;22.9053375;M
2009;49010;48946;3690;3143;Población;32.5438825;M
2009;49010;48946;3691;3143;Población;55.44922;M
2009;49011;48952;3689;3143;Población;20.3432275;M
2009;49011;48952;3690;3143;Población;21.485175;M
2009;49011;48952;3691;3143;Población;41.8284025;M
2009;49011;48940;3689;3143;Población;;M
2009;49011;48940;3690;3143;Población;;M
2009;49011;48940;3691;3143;Población;;M
2009;49011;48936;3689;3143;Población;;M
2009;49011;48936;3690;3143;Población;;M
2009;49011;48936;3691;3143;Población;;M
2009;49011;48939;3689;3143;Población;;M
2009;49011;48939;3690;3143;Población;;M
2009;49011;48939;3691;3143;Población;;M
2009;49011;48946;3689;3143;Población;15.49733;M
2009;49011;48946;3690;3143;Población;17.3894925;M
2009;49011;48946;3691;3143;Población;32.8868225;M
2009;49012;48952;3689;3143;Población;30.2038125;M
2009;49012;48952;3690;3143;Población;32.1956575;M
2009;49012;48952;3691;3143;Población;62.39947;M
2009;49012;48940;3689;3143;Población;;M
2009;49012;48940;3690;3143;Población;;M
2009;49012;48940;3691;3143;Población;;M
2009;49012;48936;3689;3143;Población;;M
2009;49012;48936;3690;3143;Población;;M
2009;49012;48936;3691;3143;Población;;M
2009;49012;48939;3689;3143;Población;;M
2009;49012;48939;3690;3143;Población;;M
2009;49012;48939;3691;3143;Población;;M
2009;49012;48946;3689;3143;Población;28.500855;M
2009;49012;48946;3690;3143;Población;30.81797;M
2009;49012;48946;3691;3143;Población;59.318825;M
2009;49013;48952;3689;3143;Población;447.9732775;M
2009;49013;48952;3690;3143;Población;595.14536;M
2009;49013;48952;3691;3143;Población;1043.1186375;M
2009;49013;48940;3689;3143;Población;;M
2009;49013;48940;3690;3143;Población;;M
2009;49013;48940;3691;3143;Población;;M
2009;49013;48936;3689;3143;Población;;M
2009;49013;48936;3690;3143;Población;;M
2009;49013;48936;3691;3143;Población;;M
2009;49013;48939;3689;3143;Población;;M
2009;49013;48939;3690;3143;Población;;M
2009;49013;48939;3691;3143;Población;;M
2009;49013;48946;3689;3143;Población;439.53239;M
2009;49013;48946;3690;3143;Población;587.92049;M
2009;49013;48946;3691;3143;Población;1027.45288;M
2009;49017;48952;3689;3143;Población;3085.203725;M
2009;49017;48952;3690;3143;Población;3034.7425875;M
2009;49017;48952;3691;3143;Población;6119.9463125;M
2009;49017;48940;3689;3143;Población;1982.941665;M
2009;49017;48940;3690;3143;Población;1504.6989525;M
2009;49017;48940;3691;3143;Población;3487.6406175;M
2009;49017;48936;3689;3143;Población;1707.915415;M
2009;49017;48936;3690;3143;Población;1224.2524475;M
2009;49017;48936;3691;3143;Población;2932.1678625;M
2009;49017;48939;3689;3143;Población;275.02625;M
2009;49017;48939;3690;3143;Población;280.446505;M
2009;49017;48939;3691;3143;Población;555.472755;M
2009;49017;48946;3689;3143;Población;464.6038925;M
2009;49017;48946;3690;3143;Población;923.807755;M
2009;49017;48946;3691;3143;Población;1388.4116475;M
2009;49015;48952;3689;3143;Población;2200.9546475;M
2009;49015;48952;3690;3143;Población;2182.9612925;M
2009;49015;48952;3691;3143;Población;4383.91594;M
2009;49015;48940;3689;3143;Población;1345.4221475;M
2009;49015;48940;3690;3143;Población;968.71521;M
2009;49015;48940;3691;3143;Población;2314.1373575;M
2009;49015;48936;3689;3143;Población;1345.4221475;M
2009;49015;48936;3690;3143;Población;968.71521;M
2009;49015;48936;3691;3143;Población;2314.1373575;M
2009;49015;48939;3689;3143;Población;;M
2009;49015;48939;3690;3143;Población;;M
2009;49015;48939;3691;3143;Población;;M
2009;49015;48946;3689;3143;Población;370.91939;M
2009;49015;48946;3690;3143;Población;759.66708;M
2009;49015;48946;3691;3143;Población;1130.58647;M
2009;49016;48952;3689;3143;Población;884.2490775;M
2009;49016;48952;3690;3143;Población;851.781295;M
2009;49016;48952;3691;3143;Población;1736.0303725;M
2009;49016;48940;3689;3143;Población;637.5195175;M
2009;49016;48940;3690;3143;Población;535.9837425;M
2009;49016;48940;3691;3143;Población;1173.50326;M
2009;49016;48936;3689;3143;Población;362.4932675;M
2009;49016;48936;3690;3143;Población;255.5372375;M
2009;49016;48936;3691;3143;Población;618.030505;M
2009;49016;48939;3689;3143;Población;275.02625;M
2009;49016;48939;3690;3143;Población;280.446505;M
2009;49016;48939;3691;3143;Población;555.472755;M
2009;49016;48946;3689;3143;Población;93.6845025;M
2009;49016;48946;3690;3143;Población;164.140675;M
2009;49016;48946;3691;3143;Población;257.8251775;M
2009;49022;48952;3689;3143;Población;448.649625;M
2009;49022;48952;3690;3143;Población;410.08677;M
2009;49022;48952;3691;3143;Población;858.736395;M
2009;49022;48940;3689;3143;Población;265.8307725;M
2009;49022;48940;3690;3143;Población;168.88025;M
2009;49022;48940;3691;3143;Población;434.7110225;M
2009;49022;48936;3689;3143;Población;;M
2009;49022;48936;3690;3143;Población;;M
2009;49022;48936;3691;3143;Población;;M
2009;49022;48939;3689;3143;Población;265.8307725;M
2009;49022;48939;3690;3143;Población;168.88025;M
2009;49022;48939;3691;3143;Población;434.7110225;M
2009;49022;48946;3689;3143;Población;94.124205;M
2009;49022;48946;3690;3143;Población;159.5101975;M
2009;49022;48946;3691;3143;Población;253.6344025;M
2009;49018;48952;3689;3143;Población;182.8259575;M
2009;49018;48952;3690;3143;Población;169.076005;M
2009;49018;48952;3691;3143;Población;351.9019625;M
2009;49018;48940;3689;3143;Población;116.16871;M
2009;49018;48940;3690;3143;Población;76.5491825;M
2009;49018;48940;3691;3143;Población;192.7178925;M
2009;49018;48936;3689;3143;Población;;M
2009;49018;48936;3690;3143;Población;;M
2009;49018;48936;3691;3143;Población;;M
2009;49018;48939;3689;3143;Población;116.16871;M
2009;49018;48939;3690;3143;Población;76.5491825;M
2009;49018;48939;3691;3143;Población;192.7178925;M
2009;49018;48946;3689;3143;Población;16.1861025;M
2009;49018;48946;3690;3143;Población;46.7200075;M
2009;49018;48946;3691;3143;Población;62.90611;M
2009;49019;48952;3689;3143;Población;77.2255075;M
2009;49019;48952;3690;3143;Población;70.56149;M
2009;49019;48952;3691;3143;Población;147.7869975;M
2009;49019;48940;3689;3143;Población;40.984975;M
2009;49019;48940;3690;3143;Población;22.1740925;M
2009;49019;48940;3691;3143;Población;63.1590675;M
2009;49019;48936;3689;3143;Población;;M
2009;49019;48936;3690;3143;Población;;M
2009;49019;48936;3691;3143;Población;;M
2009;49019;48939;3689;3143;Población;40.984975;M
2009;49019;48939;3690;3143;Población;22.1740925;M
2009;49019;48939;3691;3143;Población;63.1590675;M
2009;49019;48946;3689;3143;Población;25.5646725;M
2009;49019;48946;3690;3143;Población;39.059075;M
2009;49019;48946;3691;3143;Población;64.6237475;M
2009;49020;48952;3689;3143;Población;96.9583075;M
2009;49020;48952;3690;3143;Población;92.7592325;M
2009;49020;48952;3691;3143;Población;189.71754;M
2009;49020;48940;3689;3143;Población;44.395015;M
2009;49020;48940;3690;3143;Población;31.0499875;M
2009;49020;48940;3691;3143;Población;75.4450025;M
2009;49020;48936;3689;3143;Población;;M
2009;49020;48936;3690;3143;Población;;M
2009;49020;48936;3691;3143;Población;;M
2009;49020;48939;3689;3143;Población;44.395015;M
2009;49020;48939;3690;3143;Población;31.0499875;M
2009;49020;48939;3691;3143;Población;75.4450025;M
2009;49020;48946;3689;3143;Población;44.4450425;M
2009;49020;48946;3690;3143;Población;53.6893425;M
2009;49020;48946;3691;3143;Población;98.134385;M
2009;49021;48952;3689;3143;Población;91.6398525;M
2009;49021;48952;3690;3143;Población;77.6900425;M
2009;49021;48952;3691;3143;Población;169.329895;M
2009;49021;48940;3689;3143;Población;64.2820725;M
2009;49021;48940;3690;3143;Población;39.1069875;M
2009;49021;48940;3691;3143;Población;103.38906;M
2009;49021;48936;3689;3143;Población;;M
2009;49021;48936;3690;3143;Población;;M
2009;49021;48936;3691;3143;Población;;M
2009;49021;48939;3689;3143;Población;64.2820725;M
2009;49021;48939;3690;3143;Población;39.1069875;M
2009;49021;48939;3691;3143;Población;103.38906;M
2009;49021;48946;3689;3143;Población;7.9283875;M
2009;49021;48946;3690;3143;Población;20.0417725;M
2009;49021;48946;3691;3143;Población;27.97016;M
2009;49023;48952;3689;3143;Población;4062.447185;M
2009;49023;48952;3690;3143;Población;4130.8314125;M
2009;49023;48952;3691;3143;Población;8193.2785975;M
2009;49023;48940;3689;3143;Población;2248.7724375;M
2009;49023;48940;3690;3143;Población;1673.5792025;M
2009;49023;48940;3691;3143;Población;3922.35164;M
2009;49023;48936;3689;3143;Población;1707.915415;M
2009;49023;48936;3690;3143;Población;1224.2524475;M
2009;49023;48936;3691;3143;Población;2932.1678625;M
2009;49023;48939;3689;3143;Población;540.8570225;M
2009;49023;48939;3690;3143;Población;449.326755;M
2009;49023;48939;3691;3143;Población;990.1837775;M
2009;49023;48946;3689;3143;Población;1065.16401;M
2009;49023;48946;3690;3143;Población;1751.9897875;M
2009;49023;48946;3691;3143;Población;2817.1537975;M
2010;49014;48952;3689;3143;Población;532.680105;M
2010;49014;48952;3690;3143;Población;688.8328925;M
2010;49014;48952;3691;3143;Población;1221.5129975;M
2010;49014;48940;3689;3143;Población;;M
2010;49014;48940;3690;3143;Población;;M
2010;49014;48940;3691;3143;Población;;M
2010;49014;48936;3689;3143;Población;;M
2010;49014;48936;3690;3143;Población;;M
2010;49014;48936;3691;3143;Población;;M
2010;49014;48939;3689;3143;Población;;M
2010;49014;48939;3690;3143;Población;;M
2010;49014;48939;3691;3143;Población;;M
2010;49014;48946;3689;3143;Población;514.1967925;M
2010;49014;48946;3690;3143;Población;673.266935;M
2010;49014;48946;3691;3143;Población;1187.4637275;M
2010;49010;48952;3689;3143;Población;22.9311075;M
2010;49010;48952;3690;3143;Población;32.5341375;M
2010;49010;48952;3691;3143;Población;55.465245;M
2010;49010;48940;3689;3143;Población;;M
2010;49010;48940;3690;3143;Población;;M
2010;49010;48940;3691;3143;Población;;M
2010;49010;48936;3689;3143;Población;;M
2010;49010;48936;3690;3143;Población;;M
2010;49010;48936;3691;3143;Población;;M
2010;49010;48939;3689;3143;Población;;M
2010;49010;48939;3690;3143;Población;;M
2010;49010;48939;3691;3143;Población;;M
2010;49010;48946;3689;3143;Población;19.660715;M
2010;49010;48946;3690;3143;Población;29.0011575;M
2010;49010;48946;3691;3143;Población;48.6618725;M
2010;49011;48952;3689;3143;Población;22.692935;M
2010;49011;48952;3690;3143;Población;24.28014;M
2010;49011;48952;3691;3143;Población;46.973075;M
2010;49011;48940;3689;3143;Población;;M
2010;49011;48940;3690;3143;Población;;M
2010;49011;48940;3691;3143;Población;;M
2010;49011;48936;3689;3143;Población;;M
2010;49011;48936;3690;3143;Población;;M
2010;49011;48936;3691;3143;Población;;M
2010;49011;48939;3689;3143;Población;;M
2010;49011;48939;3690;3143;Población;;M
2010;49011;48939;3691;3143;Población;;M
2010;49011;48946;3689;3143;Población;17.8717125;M
2010;49011;48946;3690;3143;Población;20.083745;M
2010;49011;48946;3691;3143;Población;37.9554575;M
2010;49012;48952;3689;3143;Población;29.2246;M
2010;49012;48952;3690;3143;Población;32.34056;M
2010;49012;48952;3691;3143;Población;61.56516;M
2010;49012;48940;3689;3143;Población;;M
2010;49012;48940;3690;3143;Población;;M
2010;49012;48940;3691;3143;Población;;M
2010;49012;48936;3689;3143;Población;;M
2010;49012;48936;3690;3143;Población;;M
2010;49012;48936;3691;3143;Población;;M
2010;49012;48939;3689;3143;Población;;M
2010;49012;48939;3690;3143;Población;;M
2010;49012;48939;3691;3143;Población;;M
2010;49012;48946;3689;3143;Población;27.094895;M
2010;49012;48946;3690;3143;Población;30.9171975;M
2010;49012;48946;3691;3143;Población;58.0120925;M
2010;49013;48952;3689;3143;Población;457.8314625;M
2010;49013;48952;3690;3143;Población;599.678055;M
2010;49013;48952;3691;3143;Población;1057.5095175;M
2010;49013;48940;3689;3143;Población;;M
2010;49013;48940;3690;3143;Población;;M
2010;49013;48940;3691;3143;Población;;M
2010;49013;48936;3689;3143;Población;;M
2010;49013;48936;3690;3143;Población;;M
2010;49013;48936;3691;3143;Población;;M
2010;49013;48939;3689;3143;Población;;M
2010;49013;48939;3690;3143;Población;;M
2010;49013;48939;3691;3143;Población;;M
2010;49013;48946;3689;3143;Población;449.56947;M
2010;49013;48946;3690;3143;Población;593.264835;M
2010;49013;48946;3691;3143;Población;1042.834305;M
2010;49017;48952;3689;3143;Población;3047.4519375;M
2010;49017;48952;3690;3143;Población;3004.329795;M
2010;49017;48952;3691;3143;Población;6051.7817325;M
2010;49017;48940;3689;3143;Población;1942.4222125;M
2010;49017;48940;3690;3143;Población;1528.431;M
2010;49017;48940;3691;3143;Población;3470.8532125;M
2010;49017;48936;3689;3143;Población;1647.7605725;M
2010;49017;48936;3690;3143;Población;1226.1744;M
2010;49017;48936;3691;3143;Población;2873.9349725;M
2010;49017;48939;3689;3143;Población;294.66164;M
2010;49017;48939;3690;3143;Población;302.2566;M
2010;49017;48939;3691;3143;Población;596.91824;M
2010;49017;48946;3689;3143;Población;468.0012375;M
2010;49017;48946;3690;3143;Población;871.23459;M
2010;49017;48946;3691;3143;Población;1339.2358275;M
2010;49015;48952;3689;3143;Población;2112.11723;M
