D_TEMPORAL_0;D_CNAE09_0;D_SEXO_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2010;6949;3691;3143;Asalariados;2379.4472575;M
2011;7056;3689;3143;Asalariados;112.9741425;M
2011;7056;3690;3143;Asalariados;45.110835;M
2011;7056;3691;3143;Asalariados;158.0849775;M
2011;7109;3689;3143;Asalariados;4.242305;M
2011;7109;3690;3143;Asalariados;1.0142475;M
2011;7109;3691;3143;Asalariados;5.2565525;M
2011;7605;3689;3143;Asalariados;139.00583;M
2011;7605;3690;3143;Asalariados;41.9586525;M
2011;7605;3691;3143;Asalariados;180.9644825;M
2011;7627;3689;3143;Asalariados;9.9028425;M
2011;7627;3690;3143;Asalariados;1.8473175;M
2011;7627;3691;3143;Asalariados;11.75016;M
2011;7661;3689;3143;Asalariados;17.982775;M
2011;7661;3690;3143;Asalariados;2.940725;M
2011;7661;3691;3143;Asalariados;20.9235;M
2011;7714;3689;3143;Asalariados;148.638885;M
2011;7714;3690;3143;Asalariados;13.6293625;M
2011;7714;3691;3143;Asalariados;162.2682475;M
2011;7859;3689;3143;Asalariados;187.3533225;M
2011;7859;3690;3143;Asalariados;178.4068275;M
2011;7859;3691;3143;Asalariados;365.76015;M
2011;7958;3689;3143;Asalariados;79.20316;M
2011;7958;3690;3143;Asalariados;13.9275775;M
2011;7958;3691;3143;Asalariados;93.1307375;M
2011;7888;3689;3143;Asalariados;87.58973;M
2011;7888;3690;3143;Asalariados;93.1792;M
2011;7888;3691;3143;Asalariados;180.76893;M
2011;8031;3689;3143;Asalariados;26.3259575;M
2011;8031;3690;3143;Asalariados;13.7409475;M
2011;8031;3691;3143;Asalariados;40.066905;M
2011;8080;3689;3143;Asalariados;30.45336;M
2011;8080;3690;3143;Asalariados;25.666015;M
2011;8080;3691;3143;Asalariados;56.119375;M
2011;8094;3689;3143;Asalariados;3.1074825;M
2011;8094;3690;3143;Asalariados;5.738785;M
2011;8094;3691;3143;Asalariados;8.8462675;M
2011;8165;3689;3143;Asalariados;32.0438425;M
2011;8165;3690;3143;Asalariados;32.87104;M
2011;8165;3691;3143;Asalariados;64.9148825;M
2011;8255;3689;3143;Asalariados;55.5811;M
2011;8255;3690;3143;Asalariados;61.31914;M
2011;8255;3691;3143;Asalariados;116.90024;M
2011;8275;3689;3143;Asalariados;172.5208975;M
2011;8275;3690;3143;Asalariados;118.3832575;M
2011;8275;3691;3143;Asalariados;290.904155;M
2011;8303;3689;3143;Asalariados;69.2608375;M
2011;8303;3690;3143;Asalariados;119.86027;M
2011;8303;3691;3143;Asalariados;189.1211075;M
2011;8345;3689;3143;Asalariados;48.9223825;M
2011;8345;3690;3143;Asalariados;144.4576975;M
2011;8345;3691;3143;Asalariados;193.38008;M
2011;8449;3689;3143;Asalariados;;M
2011;8449;3690;3143;Asalariados;0.3402375;M
2011;8449;3691;3143;Asalariados;0.3402375;M
2011;8385;3689;3143;Asalariados;27.92579;M
2011;8385;3690;3143;Asalariados;10.6382125;M
2011;8385;3691;3143;Asalariados;38.5640025;M
2011;8426;3689;3143;Asalariados;14.568735;M
2011;8426;3690;3143;Asalariados;26.202265;M
2011;8426;3691;3143;Asalariados;40.771;M
2011;8442;3689;3143;Asalariados;12.6720875;M
2011;8442;3690;3143;Asalariados;95.78791;M
2011;8442;3691;3143;Asalariados;108.4599975;M
2011;6949;3689;3143;Asalariados;1280.275465;M
2011;6949;3690;3143;Asalariados;1047.0205225;M
2011;6949;3691;3143;Asalariados;2327.2959875;M
2012;7056;3689;3143;Asalariados;111.047475;M
2012;7056;3690;3143;Asalariados;42.8230125;M
2012;7056;3691;3143;Asalariados;153.8704875;M
2012;7109;3689;3143;Asalariados;2.0043575;M
2012;7109;3690;3143;Asalariados;0.3809275;M
2012;7109;3691;3143;Asalariados;2.385285;M
2012;7605;3689;3143;Asalariados;130.05959;M
2012;7605;3690;3143;Asalariados;37.113495;M
2012;7605;3691;3143;Asalariados;167.173085;M
2012;7627;3689;3143;Asalariados;11.455155;M
2012;7627;3690;3143;Asalariados;2.397875;M
2012;7627;3691;3143;Asalariados;13.85303;M
2012;7661;3689;3143;Asalariados;19.0613525;M
2012;7661;3690;3143;Asalariados;2.667985;M
2012;7661;3691;3143;Asalariados;21.7293375;M
2012;7714;3689;3143;Asalariados;101.2971825;M
2012;7714;3690;3143;Asalariados;13.18378;M
2012;7714;3691;3143;Asalariados;114.4809625;M
2012;7859;3689;3143;Asalariados;174.54286;M
2012;7859;3690;3143;Asalariados;165.5075675;M
2012;7859;3691;3143;Asalariados;340.0504275;M
2012;7958;3689;3143;Asalariados;73.6936225;M
2012;7958;3690;3143;Asalariados;15.5059825;M
2012;7958;3691;3143;Asalariados;89.199605;M
2012;7888;3689;3143;Asalariados;83.8735225;M
2012;7888;3690;3143;Asalariados;90.1181825;M
2012;7888;3691;3143;Asalariados;173.991705;M
2012;8031;3689;3143;Asalariados;27.02036;M
2012;8031;3690;3143;Asalariados;12.0537475;M
2012;8031;3691;3143;Asalariados;39.0741075;M
2012;8080;3689;3143;Asalariados;30.0726775;M
2012;8080;3690;3143;Asalariados;22.9606825;M
2012;8080;3691;3143;Asalariados;53.03336;M
2012;8094;3689;3143;Asalariados;4.01612;M
2012;8094;3690;3143;Asalariados;4.0590175;M
2012;8094;3691;3143;Asalariados;8.0751375;M
2012;8165;3689;3143;Asalariados;26.426115;M
2012;8165;3690;3143;Asalariados;30.9159175;M
2012;8165;3691;3143;Asalariados;57.3420325;M
2012;8255;3689;3143;Asalariados;50.92148;M
2012;8255;3690;3143;Asalariados;67.6995875;M
2012;8255;3691;3143;Asalariados;118.6210675;M
2012;8275;3689;3143;Asalariados;155.094165;M
2012;8275;3690;3143;Asalariados;109.4868325;M
2012;8275;3691;3143;Asalariados;264.5809975;M
2012;8303;3689;3143;Asalariados;62.0017;M
2012;8303;3690;3143;Asalariados;119.90502;M
2012;8303;3691;3143;Asalariados;181.90672;M
2012;8345;3689;3143;Asalariados;54.9904025;M
2012;8345;3690;3143;Asalariados;146.04561;M
2012;8345;3691;3143;Asalariados;201.0360125;M
2012;8385;3689;3143;Asalariados;18.195405;M
2012;8385;3690;3143;Asalariados;16.0272925;M
2012;8385;3691;3143;Asalariados;34.2226975;M
2012;8426;3689;3143;Asalariados;14.44444;M
2012;8426;3690;3143;Asalariados;23.456445;M
2012;8426;3691;3143;Asalariados;37.900885;M
2012;8442;3689;3143;Asalariados;13.07396;M
2012;8442;3690;3143;Asalariados;92.1979;M
2012;8442;3691;3143;Asalariados;105.27186;M
2012;6949;3689;3143;Asalariados;1163.2919425;M
2012;6949;3690;3143;Asalariados;1014.50686;M
2012;6949;3691;3143;Asalariados;2177.7988025;M
2013;7056;3689;3143;Asalariados;106.05891;M
2013;7056;3690;3143;Asalariados;42.3107475;M
2013;7056;3691;3143;Asalariados;148.3696575;M
2013;7109;3689;3143;Asalariados;3.28165;M
2013;7109;3690;3143;Asalariados;0.80791;M
2013;7109;3691;3143;Asalariados;4.08956;M
2013;7605;3689;3143;Asalariados;124.75488;M
2013;7605;3690;3143;Asalariados;33.8160025;M
2013;7605;3691;3143;Asalariados;158.5708825;M
2013;7627;3689;3143;Asalariados;9.141505;M
2013;7627;3690;3143;Asalariados;1.6097925;M
2013;7627;3691;3143;Asalariados;10.7512975;M
2013;7661;3689;3143;Asalariados;14.27834;M
2013;7661;3690;3143;Asalariados;1.8895875;M
2013;7661;3691;3143;Asalariados;16.1679275;M
2013;7714;3689;3143;Asalariados;89.6245725;M
2013;7714;3690;3143;Asalariados;8.70647;M
2013;7714;3691;3143;Asalariados;98.3310425;M
2013;7859;3689;3143;Asalariados;159.472235;M
2013;7859;3690;3143;Asalariados;163.4725325;M
2013;7859;3691;3143;Asalariados;322.9447675;M
2013;7958;3689;3143;Asalariados;79.2218475;M
2013;7958;3690;3143;Asalariados;12.077195;M
2013;7958;3691;3143;Asalariados;91.2990425;M
2013;7888;3689;3143;Asalariados;84.12091;M
2013;7888;3690;3143;Asalariados;88.1108775;M
2013;7888;3691;3143;Asalariados;172.2317875;M
2013;8031;3689;3143;Asalariados;24.560835;M
2013;8031;3690;3143;Asalariados;10.5308675;M
2013;8031;3691;3143;Asalariados;35.0917025;M
2013;8080;3689;3143;Asalariados;22.1486525;M
2013;8080;3690;3143;Asalariados;21.4784825;M
2013;8080;3691;3143;Asalariados;43.627135;M
2013;8094;3689;3143;Asalariados;3.0408775;M
2013;8094;3690;3143;Asalariados;5.245165;M
2013;8094;3691;3143;Asalariados;8.2860425;M
2013;8165;3689;3143;Asalariados;21.54045;M
2013;8165;3690;3143;Asalariados;28.97758;M
2013;8165;3691;3143;Asalariados;50.51803;M
2013;8255;3689;3143;Asalariados;57.30488;M
2013;8255;3690;3143;Asalariados;67.8580475;M
2013;8255;3691;3143;Asalariados;125.1629275;M
2013;8275;3689;3143;Asalariados;151.37054;M
2013;8275;3690;3143;Asalariados;93.303485;M
2013;8275;3691;3143;Asalariados;244.674025;M
2013;8303;3689;3143;Asalariados;61.991725;M
2013;8303;3690;3143;Asalariados;117.701025;M
2013;8303;3691;3143;Asalariados;179.69275;M
2013;8345;3689;3143;Asalariados;47.5563;M
2013;8345;3690;3143;Asalariados;144.8830675;M
2013;8345;3691;3143;Asalariados;192.4393675;M
2013;8449;3689;3143;Asalariados;;M
2013;8449;3690;3143;Asalariados;0.0688775;M
2013;8449;3691;3143;Asalariados;0.0688775;M
2013;8385;3689;3143;Asalariados;20.4693825;M
2013;8385;3690;3143;Asalariados;16.7113575;M
2013;8385;3691;3143;Asalariados;37.18074;M
2013;8426;3689;3143;Asalariados;14.26942;M
2013;8426;3690;3143;Asalariados;23.783125;M
2013;8426;3691;3143;Asalariados;38.052545;M
2013;8442;3689;3143;Asalariados;12.3929875;M
2013;8442;3690;3143;Asalariados;94.0511;M
2013;8442;3691;3143;Asalariados;106.4440875;M
2013;6949;3689;3143;Asalariados;1106.6009;M
2013;6949;3690;3143;Asalariados;977.393295;M
2013;6949;3691;3143;Asalariados;2083.994195;M
2014;7056;3689;3143;Asalariados;115.5180325;M
2014;7056;3690;3143;Asalariados;51.765425;M
2014;7056;3691;3143;Asalariados;167.2834575;M
2014;7109;3689;3143;Asalariados;4.54548;M
2014;7109;3690;3143;Asalariados;0.41946;M
2014;7109;3691;3143;Asalariados;4.96494;M
2014;7605;3689;3143;Asalariados;124.74202;M
2014;7605;3690;3143;Asalariados;35.7342775;M
2014;7605;3691;3143;Asalariados;160.4762975;M
2014;7627;3689;3143;Asalariados;6.9605275;M
2014;7627;3690;3143;Asalariados;1.618345;M
2014;7627;3691;3143;Asalariados;8.5788725;M
2014;7661;3689;3143;Asalariados;14.2853975;M
2014;7661;3690;3143;Asalariados;1.6839575;M
2014;7661;3691;3143;Asalariados;15.969355;M
2014;7714;3689;3143;Asalariados;95.23293;M
2014;7714;3690;3143;Asalariados;4.6885175;M
2014;7714;3691;3143;Asalariados;99.9214475;M
2014;7859;3689;3143;Asalariados;158.9674525;M
2014;7859;3690;3143;Asalariados;162.271735;M
2014;7859;3691;3143;Asalariados;321.2391875;M
2014;7958;3689;3143;Asalariados;73.702205;M
2014;7958;3690;3143;Asalariados;10.3186375;M
2014;7958;3691;3143;Asalariados;84.0208425;M
2014;7888;3689;3143;Asalariados;97.3150725;M
2014;7888;3690;3143;Asalariados;95.540015;M
2014;7888;3691;3143;Asalariados;192.8550875;M
2014;8031;3689;3143;Asalariados;22.971435;M
2014;8031;3690;3143;Asalariados;12.9594675;M
2014;8031;3691;3143;Asalariados;35.9309025;M
2014;8080;3689;3143;Asalariados;20.91962;M
2014;8080;3690;3143;Asalariados;21.489775;M
2014;8080;3691;3143;Asalariados;42.409395;M
2014;8094;3689;3143;Asalariados;3.559805;M
2014;8094;3690;3143;Asalariados;4.6994125;M
2014;8094;3691;3143;Asalariados;8.2592175;M
2014;8165;3689;3143;Asalariados;23.10864;M
2014;8165;3690;3143;Asalariados;32.6874675;M
2014;8165;3691;3143;Asalariados;55.7961075;M
2014;8255;3689;3143;Asalariados;60.6855925;M
2014;8255;3690;3143;Asalariados;69.8668075;M
2014;8255;3691;3143;Asalariados;130.5524;M
2014;8275;3689;3143;Asalariados;160.9368875;M
2014;8275;3690;3143;Asalariados;89.2333175;M
2014;8275;3691;3143;Asalariados;250.170205;M
2014;8303;3689;3143;Asalariados;62.704695;M
2014;8303;3690;3143;Asalariados;117.614395;M
2014;8303;3691;3143;Asalariados;180.31909;M
2014;8345;3689;3143;Asalariados;49.1206375;M
2014;8345;3690;3143;Asalariados;142.1529275;M
2014;8345;3691;3143;Asalariados;191.273565;M
2014;8385;3689;3143;Asalariados;23.390345;M
2014;8385;3690;3143;Asalariados;15.64458;M
2014;8385;3691;3143;Asalariados;39.034925;M
2014;8426;3689;3143;Asalariados;13.4573375;M
2014;8426;3690;3143;Asalariados;23.51552;M
2014;8426;3691;3143;Asalariados;36.9728575;M
2014;8442;3689;3143;Asalariados;17.70512;M
2014;8442;3690;3143;Asalariados;93.0022075;M
2014;8442;3691;3143;Asalariados;110.7073275;M
2014;6949;3689;3143;Asalariados;1149.8292325;M
2014;6949;3690;3143;Asalariados;986.9062475;M
2014;6949;3691;3143;Asalariados;2136.73548;M
2015;7056;3689;3143;Asalariados;117.280995;M
2015;7056;3690;3143;Asalariados;46.5598875;M
2015;7056;3691;3143;Asalariados;163.8408825;M
2015;7109;3689;3143;Asalariados;5.4453375;M
2015;7109;3690;3143;Asalariados;0.0564825;M
2015;7109;3691;3143;Asalariados;5.50182;M
2015;7605;3689;3143;Asalariados;123.2273475;M
2015;7605;3690;3143;Asalariados;38.25404;M
2015;7605;3691;3143;Asalariados;161.4813875;M
2015;7627;3689;3143;Asalariados;7.06029;M
2015;7627;3690;3143;Asalariados;1.2049575;M
2015;7627;3691;3143;Asalariados;8.2652475;M
2015;7661;3689;3143;Asalariados;15.3316425;M
2015;7661;3690;3143;Asalariados;3.4626625;M
2015;7661;3691;3143;Asalariados;18.794305;M
2015;7714;3689;3143;Asalariados;109.512465;M
2015;7714;3690;3143;Asalariados;5.0136725;M
2015;7714;3691;3143;Asalariados;114.5261375;M
2015;7859;3689;3143;Asalariados;166.27282;M
2015;7859;3690;3143;Asalariados;177.866085;M
2015;7859;3691;3143;Asalariados;344.138905;M
2015;7958;3689;3143;Asalariados;84.1514;M
2015;7958;3690;3143;Asalariados;13.72181;M
2015;7958;3691;3143;Asalariados;97.87321;M
2015;7888;3689;3143;Asalariados;108.070585;M
2015;7888;3690;3143;Asalariados;97.77533;M
2015;7888;3691;3143;Asalariados;205.845915;M
2015;8031;3689;3143;Asalariados;26.7587925;M
2015;8031;3690;3143;Asalariados;13.005185;M
2015;8031;3691;3143;Asalariados;39.7639775;M
2015;8080;3689;3143;Asalariados;23.9776075;M
2015;8080;3690;3143;Asalariados;17.5648525;M
2015;8080;3691;3143;Asalariados;41.54246;M
2015;8094;3689;3143;Asalariados;3.0757175;M
2015;8094;3690;3143;Asalariados;5.0552425;M
2015;8094;3691;3143;Asalariados;8.13096;M
2015;8165;3689;3143;Asalariados;32.7245975;M
2015;8165;3690;3143;Asalariados;34.72247;M
2015;8165;3691;3143;Asalariados;67.4470675;M
2015;8255;3689;3143;Asalariados;65.3273575;M
2015;8255;3690;3143;Asalariados;74.4214925;M
2015;8255;3691;3143;Asalariados;139.74885;M
2015;8275;3689;3143;Asalariados;171.2239375;M
2015;8275;3690;3143;Asalariados;99.35902;M
2015;8275;3691;3143;Asalariados;270.5829575;M
2015;8303;3689;3143;Asalariados;61.0873925;M
2015;8303;3690;3143;Asalariados;124.0198225;M
2015;8303;3691;3143;Asalariados;185.107215;M
2015;8345;3689;3143;Asalariados;54.03506;M
2015;8345;3690;3143;Asalariados;152.35232;M
2015;8345;3691;3143;Asalariados;206.38738;M
2015;8385;3689;3143;Asalariados;28.4584175;M
2015;8385;3690;3143;Asalariados;15.63059;M
2015;8385;3691;3143;Asalariados;44.0890075;M
2015;8426;3689;3143;Asalariados;12.10624;M
2015;8426;3690;3143;Asalariados;25.4687275;M
2015;8426;3691;3143;Asalariados;37.5749675;M
2015;8442;3689;3143;Asalariados;13.14993;M
2015;8442;3690;3143;Asalariados;91.2025725;M
2015;8442;3691;3143;Asalariados;104.3525025;M
2015;6949;3689;3143;Asalariados;1228.2779325;M
2015;6949;3690;3143;Asalariados;1036.7172225;M
2015;6949;3691;3143;Asalariados;2264.995155;M
2016;7056;3689;3143;Asalariados;140.9644175;M
2016;7056;3690;3143;Asalariados;48.34003;M
2016;7056;3691;3143;Asalariados;189.3044475;M
2016;7109;3689;3143;Asalariados;5.3240475;M
2016;7109;3690;3143;Asalariados;;M
2016;7109;3691;3143;Asalariados;5.3240475;M
2016;7605;3689;3143;Asalariados;138.1165725;M
2016;7605;3690;3143;Asalariados;40.6838475;M
2016;7605;3691;3143;Asalariados;178.80042;M
2016;7627;3689;3143;Asalariados;7.6078775;M
2016;7627;3690;3143;Asalariados;2.4224775;M
2016;7627;3691;3143;Asalariados;10.030355;M
2016;7661;3689;3143;Asalariados;17.4135625;M
2016;7661;3690;3143;Asalariados;3.401345;M
2016;7661;3691;3143;Asalariados;20.8149075;M
2016;7714;3689;3143;Asalariados;116.5969675;M
2016;7714;3690;3143;Asalariados;6.4795025;M
2016;7714;3691;3143;Asalariados;123.07647;M
2016;7859;3689;3143;Asalariados;172.0787675;M
2016;7859;3690;3143;Asalariados;165.255245;M
2016;7859;3691;3143;Asalariados;337.3340125;M
2016;7958;3689;3143;Asalariados;80.6364675;M
2016;7958;3690;3143;Asalariados;14.8553225;M
