D_TEMPORAL_0;D_TERRITORIO_0;D_SEXO_0;D_EPA_RELACTIVIDAD_0;D_EPA_NIVEL_0;INDICATOR;OBS_VALUE;FREQ
2006;2402;3691;48952;46593;Población;961.2750275;M
2006;2402;3691;48940;46593;Población;522.973485;M
2006;2402;3691;48936;46593;Población;442.654505;M
2006;2402;3691;48934;46593;Población;40.941855;M
2006;2402;3691;48939;46593;Población;80.31898;M
2006;2402;3691;48937;46593;Población;11.5776625;M
2006;2402;3691;48946;46593;Población;438.3015425;M
2006;2482;3689;48952;46593;Población;311.0862675;M
2006;2482;3689;48940;46593;Población;205.105535;M
2006;2482;3689;48936;46593;Población;186.0562725;M
2006;2482;3689;48934;46593;Población;11.27849;M
2006;2482;3689;48939;46593;Población;19.0492625;M
2006;2482;3689;48937;46593;Población;1.54418;M
2006;2482;3689;48946;46593;Población;105.9807325;M
2006;2482;3690;48952;46593;Población;329.509515;M
2006;2482;3690;48940;46593;Población;139.40203;M
2006;2482;3690;48936;46593;Población;108.5440375;M
2006;2482;3690;48934;46593;Población;12.7325075;M
2006;2482;3690;48939;46593;Población;30.8579925;M
2006;2482;3690;48937;46593;Población;3.8301875;M
2006;2482;3690;48946;46593;Población;190.107485;M
2006;2482;3691;48952;46593;Población;640.5957825;M
2006;2482;3691;48940;46593;Población;344.507565;M
2006;2482;3691;48936;46593;Población;294.60031;M
2006;2482;3691;48934;46593;Población;24.0109975;M
2006;2482;3691;48939;46593;Población;49.907255;M
2006;2482;3691;48937;46593;Población;5.3743675;M
2006;2482;3691;48946;46593;Población;296.0882175;M
2006;2713;3689;48952;46593;Población;351.2555975;M
2006;2713;3689;48940;46593;Población;231.42781;M
2006;2713;3689;48936;46593;Población;213.7087975;M
2006;2713;3689;48934;46593;Población;10.577105;M
2006;2713;3689;48939;46593;Población;17.7190125;M
2006;2713;3689;48937;46593;Población;1.926205;M
2006;2713;3689;48946;46593;Población;119.8277875;M
2006;2713;3690;48952;46593;Población;366.91857;M
2006;2713;3690;48940;46593;Población;152.46561;M
2006;2713;3690;48936;46593;Población;128.002765;M
2006;2713;3690;48934;46593;Población;13.7932325;M
2006;2713;3690;48939;46593;Población;24.462845;M
2006;2713;3690;48937;46593;Población;3.889;M
2006;2713;3690;48946;46593;Población;214.45296;M
2006;2713;3691;48952;46593;Población;718.1741675;M
2006;2713;3691;48940;46593;Población;383.89342;M
2006;2713;3691;48936;46593;Población;341.7115625;M
2006;2713;3691;48934;46593;Población;24.3703375;M
2006;2713;3691;48939;46593;Población;42.1818575;M
2006;2713;3691;48937;46593;Población;5.815205;M
2006;2713;3691;48946;46593;Población;334.2807475;M
2006;2797;3689;48952;46593;Población;199.616405;M
2006;2797;3689;48940;46593;Población;131.3260625;M
2006;2797;3689;48936;46593;Población;116.705;M
2006;2797;3689;48934;46593;Población;8.91394;M
2006;2797;3689;48939;46593;Población;14.6210625;M
2006;2797;3689;48937;46593;Población;1.3366475;M
2006;2797;3689;48946;46593;Población;68.2903425;M
2006;2797;3690;48952;46593;Población;204.0599175;M
2006;2797;3690;48940;46593;Población;81.6935675;M
2006;2797;3690;48936;46593;Población;66.286615;M
2006;2797;3690;48934;46593;Población;11.312645;M
2006;2797;3690;48939;46593;Población;15.4069525;M
2006;2797;3690;48937;46593;Población;2.052195;M
2006;2797;3690;48946;46593;Población;122.36635;M
2006;2797;3691;48952;46593;Población;403.6763225;M
2006;2797;3691;48940;46593;Población;213.01963;M
2006;2797;3691;48936;46593;Población;182.991615;M
2006;2797;3691;48934;46593;Población;20.226585;M
2006;2797;3691;48939;46593;Población;30.028015;M
2006;2797;3691;48937;46593;Población;3.3888425;M
2006;2797;3691;48946;46593;Población;190.6566925;M
2006;2911;3689;48952;46593;Población;263.9352975;M
2006;2911;3689;48940;46593;Población;166.9618875;M
2006;2911;3689;48936;46593;Población;152.6529925;M
2006;2911;3689;48934;46593;Población;7.9066925;M
2006;2911;3689;48939;46593;Población;14.308895;M
2006;2911;3689;48937;46593;Población;1.2446025;M
2006;2911;3689;48946;46593;Población;96.97341;M
2006;2911;3690;48952;46593;Población;272.2687625;M
2006;2911;3690;48940;46593;Población;95.903115;M
2006;2911;3690;48936;46593;Población;74.3450775;M
2006;2911;3690;48934;46593;Población;7.119525;M
2006;2911;3690;48939;46593;Población;21.5580375;M
2006;2911;3690;48937;46593;Población;3.83684;M
2006;2911;3690;48946;46593;Población;176.3656475;M
2006;2911;3691;48952;46593;Población;536.20406;M
2006;2911;3691;48940;46593;Población;262.8650025;M
2006;2911;3691;48936;46593;Población;226.99807;M
2006;2911;3691;48934;46593;Población;15.0262175;M
2006;2911;3691;48939;46593;Población;35.8669325;M
2006;2911;3691;48937;46593;Población;5.0814425;M
2006;2911;3691;48946;46593;Población;273.3390575;M
2006;3023;3689;48952;46593;Población;594.72144;M
2006;3023;3689;48940;46593;Población;403.95431;M
2006;3023;3689;48936;46593;Población;371.31043;M
2006;3023;3689;48934;46593;Población;20.451465;M
2006;3023;3689;48939;46593;Población;32.64388;M
2006;3023;3689;48937;46593;Población;2.630055;M
2006;3023;3689;48946;46593;Población;190.76713;M
2006;3023;3690;48952;46593;Población;617.56954;M
2006;3023;3690;48940;46593;Población;276.739225;M
2006;3023;3690;48936;46593;Población;234.4320975;M
2006;3023;3690;48934;46593;Población;28.2778825;M
2006;3023;3690;48939;46593;Población;42.3071275;M
2006;3023;3690;48937;46593;Población;5.9296025;M
2006;3023;3690;48946;46593;Población;340.830315;M
2006;3023;3691;48952;46593;Población;1212.29098;M
2006;3023;3691;48940;46593;Población;680.693535;M
2006;3023;3691;48936;46593;Población;605.7425275;M
2006;3023;3691;48934;46593;Población;48.7293475;M
2006;3023;3691;48939;46593;Población;74.9510075;M
2006;3023;3691;48937;46593;Población;8.5596575;M
2006;3023;3691;48946;46593;Población;531.597445;M
2006;3142;3689;48952;46593;Población;720.15675;M
2006;3142;3689;48940;46593;Población;498.677615;M
2006;3142;3689;48936;46593;Población;450.3211375;M
2006;3142;3689;48934;46593;Población;32.38262;M
2006;3142;3689;48939;46593;Población;48.3564775;M
2006;3142;3689;48937;46593;Población;3.3006025;M
2006;3142;3689;48946;46593;Población;221.479135;M
2006;3142;3690;48952;46593;Población;763.42831;M
2006;3142;3690;48940;46593;Población;351.73067;M
2006;3142;3690;48936;46593;Población;290.8821725;M
2006;3142;3690;48934;46593;Población;35.416795;M
2006;3142;3690;48939;46593;Población;60.8484975;M
2006;3142;3690;48937;46593;Población;8.2200675;M
2006;3142;3690;48946;46593;Población;411.69764;M
2006;3142;3691;48952;46593;Población;1483.58506;M
2006;3142;3691;48940;46593;Población;850.408285;M
2006;3142;3691;48936;46593;Población;741.20331;M
2006;3142;3691;48934;46593;Población;67.799415;M
2006;3142;3691;48939;46593;Población;109.204975;M
2006;3142;3691;48937;46593;Población;11.52067;M
2006;3142;3691;48946;46593;Población;633.176775;M
2006;3143;3689;48952;46593;Población;3180.36383;M
2006;3143;3689;48940;46593;Población;2158.6976475;M
2006;3143;3689;48936;46593;Población;1958.55375;M
2006;3143;3689;48934;46593;Población;119.986525;M
2006;3143;3689;48939;46593;Población;200.1438975;M
2006;3143;3689;48937;46593;Población;17.6905975;M
2006;3143;3689;48946;46593;Población;1021.6661825;M
2006;3143;3690;48952;46593;Población;3291.9515575;M
2006;3143;3690;48940;46593;Población;1433.1604575;M
2006;3143;3690;48936;46593;Población;1179.9483125;M
2006;3143;3690;48934;46593;Población;144.87172;M
2006;3143;3690;48939;46593;Población;253.212145;M
2006;3143;3690;48937;46593;Población;36.3625125;M
2006;3143;3690;48946;46593;Población;1858.7911;M
2006;3143;3691;48952;46593;Población;6472.3153875;M
2006;3143;3691;48940;46593;Población;3591.858105;M
2006;3143;3691;48936;46593;Población;3138.5020625;M
2006;3143;3691;48934;46593;Población;264.858245;M
2006;3143;3691;48939;46593;Población;453.3560425;M
2006;3143;3691;48937;46593;Población;54.05311;M
2006;3143;3691;48946;46593;Población;2880.4572825;M
2007;2352;3689;48952;46593;Población;270.99416;M
2007;2352;3689;48940;46593;Población;195.264685;M
2007;2352;3689;48936;46593;Población;177.8601375;M
2007;2352;3689;48934;46593;Población;10.2314625;M
2007;2352;3689;48939;46593;Población;17.4045475;M
2007;2352;3689;48937;46593;Población;1.3872725;M
2007;2352;3689;48946;46593;Población;75.729475;M
2007;2352;3690;48952;46593;Población;257.33767;M
2007;2352;3690;48940;46593;Población;129.63129;M
2007;2352;3690;48936;46593;Población;109.8517025;M
2007;2352;3690;48934;46593;Población;12.00922;M
2007;2352;3690;48939;46593;Población;19.7795875;M
2007;2352;3690;48937;46593;Población;3.181265;M
2007;2352;3690;48946;46593;Población;127.70638;M
2007;2352;3691;48952;46593;Población;528.33183;M
2007;2352;3691;48940;46593;Población;324.895975;M
2007;2352;3691;48936;46593;Población;287.71184;M
2007;2352;3691;48934;46593;Población;22.2406825;M
2007;2352;3691;48939;46593;Población;37.184135;M
2007;2352;3691;48937;46593;Población;4.5685375;M
2007;2352;3691;48946;46593;Población;203.435855;M
2007;2402;3689;48952;46593;Población;480.644505;M
2007;2402;3689;48940;46593;Población;328.2302075;M
2007;2402;3689;48936;46593;Población;291.897085;M
2007;2402;3689;48934;46593;Población;14.2168675;M
2007;2402;3689;48939;46593;Población;36.3331225;M
2007;2402;3689;48937;46593;Población;3.466075;M
2007;2402;3689;48946;46593;Población;152.4142975;M
2007;2402;3690;48952;46593;Población;494.82997;M
2007;2402;3690;48940;46593;Población;212.5053025;M
2007;2402;3690;48936;46593;Población;167.6173075;M
2007;2402;3690;48934;46593;Población;18.27345;M
2007;2402;3690;48939;46593;Población;44.887995;M
2007;2402;3690;48937;46593;Población;6.40481;M
2007;2402;3690;48946;46593;Población;282.3246675;M
2007;2402;3691;48952;46593;Población;975.474475;M
2007;2402;3691;48940;46593;Población;540.73551;M
2007;2402;3691;48936;46593;Población;459.5143925;M
2007;2402;3691;48934;46593;Población;32.4903175;M
2007;2402;3691;48939;46593;Población;81.2211175;M
2007;2402;3691;48937;46593;Población;9.870885;M
2007;2402;3691;48946;46593;Población;434.738965;M
2007;2482;3689;48952;46593;Población;314.3798025;M
2007;2482;3689;48940;46593;Población;210.473465;M
2007;2482;3689;48936;46593;Población;189.97097;M
2007;2482;3689;48934;46593;Población;9.748735;M
2007;2482;3689;48939;46593;Población;20.502495;M
2007;2482;3689;48937;46593;Población;1.3259075;M
2007;2482;3689;48946;46593;Población;103.9063375;M
2007;2482;3690;48952;46593;Población;332.32714;M
2007;2482;3690;48940;46593;Población;143.2089275;M
2007;2482;3690;48936;46593;Población;114.950025;M
2007;2482;3690;48934;46593;Población;13.45593;M
2007;2482;3690;48939;46593;Población;28.2589025;M
2007;2482;3690;48937;46593;Población;3.73515;M
2007;2482;3690;48946;46593;Población;189.1182125;M
2007;2482;3691;48952;46593;Población;646.7069425;M
2007;2482;3691;48940;46593;Población;353.6823925;M
2007;2482;3691;48936;46593;Población;304.920995;M
2007;2482;3691;48934;46593;Población;23.204665;M
2007;2482;3691;48939;46593;Población;48.7613975;M
2007;2482;3691;48937;46593;Población;5.0610575;M
2007;2482;3691;48946;46593;Población;293.02455;M
2007;2713;3689;48952;46593;Población;358.4724225;M
2007;2713;3689;48940;46593;Población;234.9019;M
2007;2713;3689;48936;46593;Población;214.03576;M
2007;2713;3689;48934;46593;Población;5.3617525;M
2007;2713;3689;48939;46593;Población;20.86614;M
2007;2713;3689;48937;46593;Población;2.637435;M
2007;2713;3689;48946;46593;Población;123.5705225;M
2007;2713;3690;48952;46593;Población;372.6462475;M
2007;2713;3690;48940;46593;Población;163.5738925;M
2007;2713;3690;48936;46593;Población;137.0250925;M
2007;2713;3690;48934;46593;Población;14.22451;M
2007;2713;3690;48939;46593;Población;26.5488;M
2007;2713;3690;48937;46593;Población;3.761265;M
2007;2713;3690;48946;46593;Población;209.072355;M
2007;2713;3691;48952;46593;Población;731.11867;M
2007;2713;3691;48940;46593;Población;398.4757925;M
2007;2713;3691;48936;46593;Población;351.0608525;M
2007;2713;3691;48934;46593;Población;19.5862625;M
2007;2713;3691;48939;46593;Población;47.41494;M
2007;2713;3691;48937;46593;Población;6.3987;M
2007;2713;3691;48946;46593;Población;332.6428775;M
2007;2797;3689;48952;46593;Población;202.7522725;M
2007;2797;3689;48940;46593;Población;135.8577125;M
2007;2797;3689;48936;46593;Población;121.525975;M
2007;2797;3689;48934;46593;Población;7.9179375;M
2007;2797;3689;48939;46593;Población;14.3317375;M
2007;2797;3689;48937;46593;Población;1.330195;M
2007;2797;3689;48946;46593;Población;66.89456;M
2007;2797;3690;48952;46593;Población;209.08952;M
2007;2797;3690;48940;46593;Población;95.54973;M
2007;2797;3690;48936;46593;Población;77.43518;M
2007;2797;3690;48934;46593;Población;7.9956125;M
2007;2797;3690;48939;46593;Población;18.11455;M
2007;2797;3690;48937;46593;Población;1.7998075;M
2007;2797;3690;48946;46593;Población;113.53979;M
2007;2797;3691;48952;46593;Población;411.8417925;M
2007;2797;3691;48940;46593;Población;231.4074425;M
2007;2797;3691;48936;46593;Población;198.961155;M
2007;2797;3691;48934;46593;Población;15.91355;M
2007;2797;3691;48939;46593;Población;32.4462875;M
2007;2797;3691;48937;46593;Población;3.1300025;M
2007;2797;3691;48946;46593;Población;180.43435;M
2007;2911;3689;48952;46593;Población;267.00607;M
2007;2911;3689;48940;46593;Población;172.61747;M
2007;2911;3689;48936;46593;Población;157.424915;M
2007;2911;3689;48934;46593;Población;7.5200825;M
2007;2911;3689;48939;46593;Población;15.192555;M
2007;2911;3689;48937;46593;Población;1.8290275;M
2007;2911;3689;48946;46593;Población;94.3886;M
2007;2911;3690;48952;46593;Población;274.114485;M
2007;2911;3690;48940;46593;Población;101.8591175;M
2007;2911;3690;48936;46593;Población;81.168555;M
2007;2911;3690;48934;46593;Población;5.6749975;M
2007;2911;3690;48939;46593;Población;20.6905625;M
2007;2911;3690;48937;46593;Población;1.9444975;M
2007;2911;3690;48946;46593;Población;172.2553675;M
2007;2911;3691;48952;46593;Población;541.120555;M
2007;2911;3691;48940;46593;Población;274.4765875;M
2007;2911;3691;48936;46593;Población;238.59347;M
2007;2911;3691;48934;46593;Población;13.19508;M
2007;2911;3691;48939;46593;Población;35.8831175;M
2007;2911;3691;48937;46593;Población;3.773525;M
2007;2911;3691;48946;46593;Población;266.6439675;M
2007;3023;3689;48952;46593;Población;609.9778775;M
2007;3023;3689;48940;46593;Población;415.44353;M
2007;3023;3689;48936;46593;Población;377.2130625;M
2007;3023;3689;48934;46593;Población;28.385895;M
2007;3023;3689;48939;46593;Población;38.2304675;M
2007;3023;3689;48937;46593;Población;1.9047075;M
2007;3023;3689;48946;46593;Población;194.5343475;M
2007;3023;3690;48952;46593;Población;632.92569;M
2007;3023;3690;48940;46593;Población;297.4636825;M
2007;3023;3690;48936;46593;Población;258.40423;M
2007;3023;3690;48934;46593;Población;30.1206425;M
2007;3023;3690;48939;46593;Población;39.0594525;M
2007;3023;3690;48937;46593;Población;3.76313;M
2007;3023;3690;48946;46593;Población;335.4620075;M
2007;3023;3691;48952;46593;Población;1242.9035675;M
2007;3023;3691;48940;46593;Población;712.9072125;M
2007;3023;3691;48936;46593;Población;635.6172925;M
2007;3023;3691;48934;46593;Población;58.5065375;M
2007;3023;3691;48939;46593;Población;77.28992;M
2007;3023;3691;48937;46593;Población;5.6678375;M
2007;3023;3691;48946;46593;Población;529.996355;M
2007;3142;3689;48952;46593;Población;731.00792;M
2007;3142;3689;48940;46593;Población;507.1722475;M
2007;3142;3689;48936;46593;Población;459.82625;M
2007;3142;3689;48934;46593;Población;30.39464;M
2007;3142;3689;48939;46593;Población;47.3459975;M
2007;3142;3689;48937;46593;Población;3.4936425;M
2007;3142;3689;48946;46593;Población;223.8356725;M
2007;3142;3690;48952;46593;Población;773.8123825;M
2007;3142;3690;48940;46593;Población;368.407355;M
2007;3142;3690;48936;46593;Población;302.4153475;M
2007;3142;3690;48934;46593;Población;35.75004;M
2007;3142;3690;48939;46593;Población;65.9920075;M
2007;3142;3690;48937;46593;Población;8.4932775;M
2007;3142;3690;48946;46593;Población;405.4050275;M
2007;3142;3691;48952;46593;Población;1504.8203025;M
2007;3142;3691;48940;46593;Población;875.5796025;M
2007;3142;3691;48936;46593;Población;762.2415975;M
2007;3142;3691;48934;46593;Población;66.14468;M
2007;3142;3691;48939;46593;Población;113.338005;M
2007;3142;3691;48937;46593;Población;11.98692;M
2007;3142;3691;48946;46593;Población;629.2407;M
2007;3143;3689;48952;46593;Población;3235.23503;M
2007;3143;3689;48940;46593;Población;2199.9612175;M
2007;3143;3689;48936;46593;Población;1989.754155;M
2007;3143;3689;48934;46593;Población;113.7773725;M
2007;3143;3689;48939;46593;Población;210.2070625;M
2007;3143;3689;48937;46593;Población;17.3742625;M
2007;3143;3689;48946;46593;Población;1035.2738125;M
2007;3143;3690;48952;46593;Población;3347.083105;M
2007;3143;3690;48940;46593;Población;1512.1992975;M
2007;3143;3690;48936;46593;Población;1248.86744;M
2007;3143;3690;48934;46593;Población;137.5044025;M
2007;3143;3690;48939;46593;Población;263.3318575;M
2007;3143;3690;48937;46593;Población;33.0832025;M
2007;3143;3690;48946;46593;Población;1834.8838075;M
2007;3143;3691;48952;46593;Población;6582.318135;M
2007;3143;3691;48940;46593;Población;3712.160515;M
2007;3143;3691;48936;46593;Población;3238.621595;M
2007;3143;3691;48934;46593;Población;251.281775;M
2007;3143;3691;48939;46593;Población;473.53892;M
2007;3143;3691;48937;46593;Población;50.457465;M
2007;3143;3691;48946;46593;Población;2870.15762;M
2008;2352;3689;48952;46593;Población;277.507305;M
2008;2352;3689;48940;46593;Población;200.5176925;M
2008;2352;3689;48936;46593;Población;165.8605525;M
2008;2352;3689;48934;46593;Población;9.2642675;M
2008;2352;3689;48939;46593;Población;34.65714;M
2008;2352;3689;48937;46593;Población;2.9931425;M
2008;2352;3689;48946;46593;Población;76.9896125;M
2008;2352;3690;48952;46593;Población;264.0863225;M
2008;2352;3690;48940;46593;Población;133.8556225;M
2008;2352;3690;48936;46593;Población;103.4464275;M
2008;2352;3690;48934;46593;Población;12.0829975;M
2008;2352;3690;48939;46593;Población;30.409195;M
2008;2352;3690;48937;46593;Población;2.212345;M
2008;2352;3690;48946;46593;Población;130.2307;M
2008;2352;3691;48952;46593;Población;541.5936275;M
2008;2352;3691;48940;46593;Población;334.373315;M
2008;2352;3691;48936;46593;Población;269.30698;M
2008;2352;3691;48934;46593;Población;21.347265;M
2008;2352;3691;48939;46593;Población;65.066335;M
2008;2352;3691;48937;46593;Población;5.2054875;M
2008;2352;3691;48946;46593;Población;207.2203125;M
2008;2402;3689;48952;46593;Población;486.669285;M
2008;2402;3689;48940;46593;Población;334.6634475;M
2008;2402;3689;48936;46593;Población;276.81198;M
2008;2402;3689;48934;46593;Población;15.5110825;M
2008;2402;3689;48939;46593;Población;57.8514675;M
2008;2402;3689;48937;46593;Población;3.9202675;M
2008;2402;3689;48946;46593;Población;152.0058375;M
2008;2402;3690;48952;46593;Población;500.25793;M
2008;2402;3690;48940;46593;Población;221.628775;M
2008;2402;3690;48936;46593;Población;172.46211;M
2008;2402;3690;48934;46593;Población;22.7924825;M
2008;2402;3690;48939;46593;Población;49.166665;M
2008;2402;3690;48937;46593;Población;6.093675;M
2008;2402;3690;48946;46593;Población;278.629155;M
2008;2402;3691;48952;46593;Población;986.927215;M
2008;2402;3691;48940;46593;Población;556.2922225;M
2008;2402;3691;48936;46593;Población;449.27409;M
2008;2402;3691;48934;46593;Población;38.303565;M
2008;2402;3691;48939;46593;Población;107.0181325;M
2008;2402;3691;48937;46593;Población;10.0139425;M
2008;2402;3691;48946;46593;Población;430.6349925;M
2008;2482;3689;48952;46593;Población;317.0307625;M
2008;2482;3689;48940;46593;Población;213.838775;M
2008;2482;3689;48936;46593;Población;187.1591;M
2008;2482;3689;48934;46593;Población;10.15306;M
2008;2482;3689;48939;46593;Población;26.679675;M
2008;2482;3689;48937;46593;Población;2.36698;M
2008;2482;3689;48946;46593;Población;103.1919875;M
2008;2482;3690;48952;46593;Población;334.9936225;M
2008;2482;3690;48940;46593;Población;153.0521775;M
2008;2482;3690;48936;46593;Población;119.79248;M
2008;2482;3690;48934;46593;Población;14.098525;M
2008;2482;3690;48939;46593;Población;33.2596975;M
2008;2482;3690;48937;46593;Población;3.5944;M
2008;2482;3690;48946;46593;Población;181.941445;M
2008;2482;3691;48952;46593;Población;652.024385;M
2008;2482;3691;48940;46593;Población;366.8909525;M
2008;2482;3691;48936;46593;Población;306.95158;M
2008;2482;3691;48934;46593;Población;24.251585;M
2008;2482;3691;48939;46593;Población;59.9393725;M
2008;2482;3691;48937;46593;Población;5.96138;M
2008;2482;3691;48946;46593;Población;285.1334325;M
2008;2713;3689;48952;46593;Población;364.2922725;M
2008;2713;3689;48940;46593;Población;242.38821;M
2008;2713;3689;48936;46593;Población;201.7295125;M
2008;2713;3689;48934;46593;Población;11.8559725;M
2008;2713;3689;48939;46593;Población;40.6586975;M
2008;2713;3689;48937;46593;Población;2.4413075;M
2008;2713;3689;48946;46593;Población;121.9040625;M
2008;2713;3690;48952;46593;Población;377.0352625;M
2008;2713;3690;48940;46593;Población;175.1602075;M
2008;2713;3690;48936;46593;Población;135.06173;M
2008;2713;3690;48934;46593;Población;13.749305;M
2008;2713;3690;48939;46593;Población;40.0984775;M
2008;2713;3690;48937;46593;Población;4.6832325;M
2008;2713;3690;48946;46593;Población;201.875055;M
2008;2713;3691;48952;46593;Población;741.327535;M
2008;2713;3691;48940;46593;Población;417.5484175;M
2008;2713;3691;48936;46593;Población;336.7912425;M
2008;2713;3691;48934;46593;Población;25.6052775;M
2008;2713;3691;48939;46593;Población;80.757175;M
2008;2713;3691;48937;46593;Población;7.12454;M
2008;2713;3691;48946;46593;Población;323.7791175;M
2008;2797;3689;48952;46593;Población;205.144;M
2008;2797;3689;48940;46593;Población;139.11562;M
2008;2797;3689;48936;46593;Población;117.081245;M
2008;2797;3689;48934;46593;Población;8.937645;M
2008;2797;3689;48939;46593;Población;22.034375;M
2008;2797;3689;48937;46593;Población;1.678885;M
2008;2797;3689;48946;46593;Población;66.02838;M
2008;2797;3690;48952;46593;Población;211.789005;M
2008;2797;3690;48940;46593;Población;99.2254325;M
2008;2797;3690;48936;46593;Población;79.09006;M
2008;2797;3690;48934;46593;Población;12.247465;M
2008;2797;3690;48939;46593;Población;20.1353725;M
2008;2797;3690;48937;46593;Población;1.316945;M
2008;2797;3690;48946;46593;Población;112.5635725;M
2008;2797;3691;48952;46593;Población;416.933005;M
2008;2797;3691;48940;46593;Población;238.3410525;M
2008;2797;3691;48936;46593;Población;196.171305;M
2008;2797;3691;48934;46593;Población;21.18511;M
2008;2797;3691;48939;46593;Población;42.1697475;M
2008;2797;3691;48937;46593;Población;2.99583;M
2008;2797;3691;48946;46593;Población;178.5919525;M
2008;2911;3689;48952;46593;Población;269.1749125;M
2008;2911;3689;48940;46593;Población;174.7934975;M
2008;2911;3689;48936;46593;Población;154.2462175;M
2008;2911;3689;48934;46593;Población;6.2843275;M
2008;2911;3689;48939;46593;Población;20.54728;M
2008;2911;3689;48937;46593;Población;1.248575;M
2008;2911;3689;48946;46593;Población;94.381415;M
2008;2911;3690;48952;46593;Población;275.4745875;M
2008;2911;3690;48940;46593;Población;112.29903;M
2008;2911;3690;48936;46593;Población;85.49273;M
2008;2911;3690;48934;46593;Población;7.0534275;M
2008;2911;3690;48939;46593;Población;26.8063;M
2008;2911;3690;48937;46593;Población;3.10296;M
2008;2911;3690;48946;46593;Población;163.1755575;M
2008;2911;3691;48952;46593;Población;544.6495;M
2008;2911;3691;48940;46593;Población;287.0925275;M
2008;2911;3691;48936;46593;Población;239.7389475;M
2008;2911;3691;48934;46593;Población;13.337755;M
2008;2911;3691;48939;46593;Población;47.35358;M
2008;2911;3691;48937;46593;Población;4.351535;M
2008;2911;3691;48946;46593;Población;257.5569725;M
2008;3023;3689;48952;46593;Población;622.1974375;M
2008;3023;3689;48940;46593;Población;418.0484425;M
2008;3023;3689;48936;46593;Población;348.8270275;M
2008;3023;3689;48934;46593;Población;23.293735;M
2008;3023;3689;48939;46593;Población;69.221415;M
2008;3023;3689;48937;46593;Población;3.13368;M
2008;3023;3689;48946;46593;Población;204.148995;M
2008;3023;3690;48952;46593;Población;646.094085;M
2008;3023;3690;48940;46593;Población;319.0532375;M
2008;3023;3690;48936;46593;Población;253.8418325;M
2008;3023;3690;48934;46593;Población;32.41942;M
2008;3023;3690;48939;46593;Población;65.211405;M
2008;3023;3690;48937;46593;Población;6.4020925;M
2008;3023;3690;48946;46593;Población;327.0408475;M
2008;3023;3691;48952;46593;Población;1268.2915225;M
2008;3023;3691;48940;46593;Población;737.10168;M
2008;3023;3691;48936;46593;Población;602.66886;M
2008;3023;3691;48934;46593;Población;55.713155;M
2008;3023;3691;48939;46593;Población;134.43282;M
2008;3023;3691;48937;46593;Población;9.5357725;M
2008;3023;3691;48946;46593;Población;531.1898425;M
2008;3142;3689;48952;46593;Población;740.9621875;M
2008;3142;3689;48940;46593;Población;519.783725;M
2008;3142;3689;48936;46593;Población;449.118895;M
2008;3142;3689;48934;46593;Población;33.5511525;M
2008;3142;3689;48939;46593;Población;70.66483;M
2008;3142;3689;48937;46593;Población;4.3293275;M
2008;3142;3689;48946;46593;Población;221.1784625;M
2008;3142;3690;48952;46593;Población;783.70757;M
2008;3142;3690;48940;46593;Población;384.5237325;M
2008;3142;3690;48936;46593;Población;310.6495825;M
2008;3142;3690;48934;46593;Población;37.5788775;M
2008;3142;3690;48939;46593;Población;73.87415;M
2008;3142;3690;48937;46593;Población;6.38498;M
2008;3142;3690;48946;46593;Población;399.1838375;M
2008;3142;3691;48952;46593;Población;1524.6697575;M
2008;3142;3691;48940;46593;Población;904.3074575;M
2008;3142;3691;48936;46593;Población;759.7684775;M
2008;3142;3691;48934;46593;Población;71.13003;M
2008;3142;3691;48939;46593;Población;144.53898;M
2008;3142;3691;48937;46593;Población;10.7143075;M
2008;3142;3691;48946;46593;Población;620.3623;M
2008;3143;3689;48952;46593;Población;3282.9781625;M
2008;3143;3689;48940;46593;Población;2243.14941;M
2008;3143;3689;48936;46593;Población;1900.83453;M
2008;3143;3689;48934;46593;Población;118.8512425;M
2008;3143;3689;48939;46593;Población;342.31488;M
2008;3143;3689;48937;46593;Población;22.112165;M
2008;3143;3689;48946;46593;Población;1039.8287525;M
2008;3143;3690;48952;46593;Población;3393.438385;M
2008;3143;3690;48940;46593;Población;1598.798215;M
2008;3143;3690;48936;46593;Población;1259.8369525;M
2008;3143;3690;48934;46593;Población;152.0225;M
2008;3143;3690;48939;46593;Población;338.9612625;M
2008;3143;3690;48937;46593;Población;33.79063;M
2008;3143;3690;48946;46593;Población;1794.64017;M
2008;3143;3691;48952;46593;Población;6676.4165475;M
2008;3143;3691;48940;46593;Población;3841.947625;M
2008;3143;3691;48936;46593;Población;3160.6714825;M
2008;3143;3691;48934;46593;Población;270.8737425;M
2008;3143;3691;48939;46593;Población;681.2761425;M
2008;3143;3691;48937;46593;Población;55.902795;M
2008;3143;3691;48946;46593;Población;2834.4689225;M
2009;2352;3689;48952;46593;Población;281.839155;M
2009;2352;3689;48940;46593;Población;201.8539825;M
2009;2352;3689;48936;46593;Población;148.6236;M
2009;2352;3689;48934;46593;Población;15.0256;M
2009;2352;3689;48939;46593;Población;53.2303825;M
2009;2352;3689;48937;46593;Población;2.31145;M
2009;2352;3689;48946;46593;Población;79.9851725;M
2009;2352;3690;48952;46593;Población;268.326985;M
2009;2352;3690;48940;46593;Población;151.78346;M
2009;2352;3690;48936;46593;Población;111.0302775;M
2009;2352;3690;48934;46593;Población;15.38553;M
2009;2352;3690;48939;46593;Población;40.7531825;M
