TIME_PERIOD,REF_AREA,D_REL_RESIDENANT_0,INDICATOR,OBS_VALUE,FREQ
2017,2386,61634,MARRIAGE,10.0,A
2017,2386,61636,MARRIAGE,106.0,A
2017,2385,61638,MARRIAGE,305.0,A
2017,2385,61631,MARRIAGE,7.0,A
2017,2385,61635,MARRIAGE,26.0,A
2017,2385,61633,MARRIAGE,12.0,A
2017,2385,61634,MARRIAGE,14.0,A
2017,2385,61636,MARRIAGE,272.0,A
2017,2387,61638,MARRIAGE,9.0,A
2017,2387,61635,MARRIAGE,4.0,A
2017,2387,61633,MARRIAGE,2.0,A
2017,2387,61634,MARRIAGE,2.0,A
2017,2387,61636,MARRIAGE,5.0,A
2017,2388,61638,MARRIAGE,85.0,A
2017,2388,61631,MARRIAGE,13.0,A
2017,2388,61635,MARRIAGE,17.0,A
2017,2388,61633,MARRIAGE,9.0,A
2017,2388,61634,MARRIAGE,8.0,A
2017,2388,61636,MARRIAGE,55.0,A
2017,2389,61638,MARRIAGE,5.0,A
2017,2389,61635,MARRIAGE,1.0,A
2017,2389,61634,MARRIAGE,1.0,A
2017,2389,61636,MARRIAGE,4.0,A
2017,2390,61638,MARRIAGE,28.0,A
2017,2390,61631,MARRIAGE,1.0,A
2017,2390,61635,MARRIAGE,6.0,A
2017,2390,61633,MARRIAGE,2.0,A
2017,2390,61634,MARRIAGE,4.0,A
2017,2390,61636,MARRIAGE,21.0,A
2017,2391,61638,MARRIAGE,52.0,A
2017,2391,61631,MARRIAGE,1.0,A
2017,2391,61635,MARRIAGE,12.0,A
2017,2391,61633,MARRIAGE,9.0,A
2017,2391,61634,MARRIAGE,3.0,A
2017,2391,61636,MARRIAGE,39.0,A
2017,2392,61638,MARRIAGE,39.0,A
2017,2392,61631,MARRIAGE,6.0,A
2017,2392,61635,MARRIAGE,13.0,A
2017,2392,61633,MARRIAGE,6.0,A
2017,2392,61634,MARRIAGE,7.0,A
2017,2392,61636,MARRIAGE,20.0,A
2017,2394,61638,MARRIAGE,27.0,A
2017,2394,61631,MARRIAGE,3.0,A
2017,2394,61635,MARRIAGE,7.0,A
2017,2394,61633,MARRIAGE,3.0,A
2017,2394,61634,MARRIAGE,4.0,A
2017,2394,61636,MARRIAGE,17.0,A
2017,2395,61638,MARRIAGE,7.0,A
2017,2395,61635,MARRIAGE,3.0,A
2017,2395,61633,MARRIAGE,2.0,A
2017,2395,61634,MARRIAGE,1.0,A
2017,2395,61636,MARRIAGE,4.0,A
2017,ES613,61638,MARRIAGE,2893.0,A
2017,ES613,61631,MARRIAGE,107.0,A
2017,ES613,61635,MARRIAGE,540.0,A
2017,ES613,61633,MARRIAGE,262.0,A
2017,ES613,61634,MARRIAGE,278.0,A
2017,ES613,61636,MARRIAGE,2246.0,A
2017,2403,61638,MARRIAGE,15.0,A
2017,2403,61635,MARRIAGE,7.0,A
2017,2403,61633,MARRIAGE,3.0,A
2017,2403,61634,MARRIAGE,4.0,A
2017,2403,61636,MARRIAGE,8.0,A
2017,2404,61638,MARRIAGE,56.0,A
2017,2404,61631,MARRIAGE,2.0,A
2017,2404,61635,MARRIAGE,8.0,A
2017,2404,61633,MARRIAGE,3.0,A
2017,2404,61634,MARRIAGE,5.0,A
2017,2404,61636,MARRIAGE,46.0,A
2017,2405,61638,MARRIAGE,9.0,A
2017,2405,61635,MARRIAGE,3.0,A
2017,2405,61633,MARRIAGE,2.0,A
2017,2405,61634,MARRIAGE,1.0,A
2017,2405,61636,MARRIAGE,6.0,A
2017,2406,61638,MARRIAGE,6.0,A
2017,2406,61636,MARRIAGE,6.0,A
2017,2407,61638,MARRIAGE,38.0,A
2017,2407,61631,MARRIAGE,1.0,A
2017,2407,61635,MARRIAGE,9.0,A
2017,2407,61633,MARRIAGE,4.0,A
2017,2407,61634,MARRIAGE,5.0,A
2017,2407,61636,MARRIAGE,28.0,A
2017,2408,61638,MARRIAGE,3.0,A
2017,2408,61635,MARRIAGE,2.0,A
2017,2408,61634,MARRIAGE,2.0,A
2017,2408,61636,MARRIAGE,1.0,A
2017,2409,61638,MARRIAGE,72.0,A
2017,2409,61631,MARRIAGE,1.0,A
2017,2409,61635,MARRIAGE,17.0,A
2017,2409,61633,MARRIAGE,8.0,A
2017,2409,61634,MARRIAGE,9.0,A
2017,2409,61636,MARRIAGE,54.0,A
2017,2410,61638,MARRIAGE,8.0,A
2017,2410,61636,MARRIAGE,8.0,A
2017,2411,61638,MARRIAGE,13.0,A
2017,2411,61631,MARRIAGE,1.0,A
2017,2411,61635,MARRIAGE,3.0,A
2017,2411,61633,MARRIAGE,2.0,A
2017,2411,61634,MARRIAGE,1.0,A
2017,2411,61636,MARRIAGE,9.0,A
2017,2412,61638,MARRIAGE,17.0,A
2017,2412,61635,MARRIAGE,3.0,A
2017,2412,61633,MARRIAGE,1.0,A
2017,2412,61634,MARRIAGE,2.0,A
2017,2412,61636,MARRIAGE,14.0,A
2017,2413,61638,MARRIAGE,3.0,A
2017,2413,61636,MARRIAGE,3.0,A
2017,2414,61638,MARRIAGE,36.0,A
2017,2414,61631,MARRIAGE,1.0,A
2017,2414,61635,MARRIAGE,5.0,A
2017,2414,61633,MARRIAGE,2.0,A
2017,2414,61634,MARRIAGE,3.0,A
2017,2414,61636,MARRIAGE,30.0,A
2017,2415,61638,MARRIAGE,64.0,A
2017,2415,61631,MARRIAGE,1.0,A
2017,2415,61635,MARRIAGE,13.0,A
2017,2415,61633,MARRIAGE,9.0,A
2017,2415,61634,MARRIAGE,4.0,A
2017,2415,61636,MARRIAGE,50.0,A
2017,2416,61638,MARRIAGE,11.0,A
2017,2416,61635,MARRIAGE,5.0,A
2017,2416,61633,MARRIAGE,1.0,A
2017,2416,61634,MARRIAGE,4.0,A
2017,2416,61636,MARRIAGE,6.0,A
2017,2417,61638,MARRIAGE,14.0,A
2017,2417,61631,MARRIAGE,1.0,A
2017,2417,61635,MARRIAGE,4.0,A
2017,2417,61634,MARRIAGE,4.0,A
2017,2417,61636,MARRIAGE,9.0,A
2017,2418,61638,MARRIAGE,6.0,A
2017,2418,61631,MARRIAGE,1.0,A
2017,2418,61636,MARRIAGE,5.0,A
2017,2419,61638,MARRIAGE,65.0,A
2017,2419,61631,MARRIAGE,1.0,A
2017,2419,61635,MARRIAGE,26.0,A
2017,2419,61633,MARRIAGE,20.0,A
2017,2419,61634,MARRIAGE,6.0,A
2017,2419,61636,MARRIAGE,38.0,A
2017,2420,61638,MARRIAGE,21.0,A
2017,2420,61631,MARRIAGE,4.0,A
2017,2420,61635,MARRIAGE,2.0,A
2017,2420,61634,MARRIAGE,2.0,A
2017,2420,61636,MARRIAGE,15.0,A
2017,2421,61638,MARRIAGE,26.0,A
2017,2421,61635,MARRIAGE,4.0,A
2017,2421,61633,MARRIAGE,2.0,A
2017,2421,61634,MARRIAGE,2.0,A
2017,2421,61636,MARRIAGE,22.0,A
2017,2422,61638,MARRIAGE,1.0,A
2017,2422,61635,MARRIAGE,1.0,A
2017,2422,61634,MARRIAGE,1.0,A
2017,2423,61638,MARRIAGE,1227.0,A
2017,2423,61631,MARRIAGE,59.0,A
2017,2423,61635,MARRIAGE,166.0,A
2017,2423,61633,MARRIAGE,76.0,A
2017,2423,61634,MARRIAGE,90.0,A
2017,2423,61636,MARRIAGE,1002.0,A
2017,2424,61638,MARRIAGE,8.0,A
2017,2424,61635,MARRIAGE,4.0,A
2017,2424,61633,MARRIAGE,1.0,A
2017,2424,61634,MARRIAGE,3.0,A
2017,2424,61636,MARRIAGE,4.0,A
2017,2425,61638,MARRIAGE,9.0,A
2017,2425,61635,MARRIAGE,5.0,A
2017,2425,61633,MARRIAGE,2.0,A
2017,2425,61634,MARRIAGE,3.0,A
2017,2425,61636,MARRIAGE,4.0,A
2017,2426,61638,MARRIAGE,7.0,A
2017,2426,61635,MARRIAGE,2.0,A
2017,2426,61633,MARRIAGE,1.0,A
2017,2426,61634,MARRIAGE,1.0,A
2017,2426,61636,MARRIAGE,5.0,A
2017,2427,61638,MARRIAGE,8.0,A
2017,2427,61635,MARRIAGE,1.0,A
2017,2427,61633,MARRIAGE,1.0,A
2017,2427,61636,MARRIAGE,7.0,A
2017,2428,61638,MARRIAGE,7.0,A
2017,2428,61635,MARRIAGE,3.0,A
2017,2428,61634,MARRIAGE,3.0,A
2017,2428,61636,MARRIAGE,4.0,A
2017,2429,61638,MARRIAGE,37.0,A
2017,2429,61635,MARRIAGE,8.0,A
2017,2429,61633,MARRIAGE,1.0,A
2017,2429,61634,MARRIAGE,7.0,A
2017,2429,61636,MARRIAGE,29.0,A
2017,2430,61638,MARRIAGE,1.0,A
2017,2430,61636,MARRIAGE,1.0,A
2017,2431,61638,MARRIAGE,9.0,A
2017,2431,61635,MARRIAGE,3.0,A
2017,2431,61633,MARRIAGE,1.0,A
2017,2431,61634,MARRIAGE,2.0,A
2017,2431,61636,MARRIAGE,6.0,A
2017,2432,61638,MARRIAGE,48.0,A
2017,2432,61631,MARRIAGE,2.0,A
2017,2432,61635,MARRIAGE,5.0,A
2017,2432,61633,MARRIAGE,3.0,A
2017,2432,61634,MARRIAGE,2.0,A
2017,2432,61636,MARRIAGE,41.0,A
2017,2433,61638,MARRIAGE,2.0,A
2017,2433,61636,MARRIAGE,2.0,A
2017,2434,61638,MARRIAGE,1.0,A
2017,2434,61636,MARRIAGE,1.0,A
2017,2435,61638,MARRIAGE,6.0,A
2017,2435,61635,MARRIAGE,3.0,A
2017,2435,61633,MARRIAGE,2.0,A
2017,2435,61634,MARRIAGE,1.0,A
2017,2435,61636,MARRIAGE,3.0,A
2017,2437,61638,MARRIAGE,16.0,A
2017,2437,61631,MARRIAGE,1.0,A
2017,2437,61635,MARRIAGE,2.0,A
2017,2437,61633,MARRIAGE,1.0,A
2017,2437,61634,MARRIAGE,1.0,A
2017,2437,61636,MARRIAGE,13.0,A
2017,2438,61638,MARRIAGE,14.0,A
2017,2438,61635,MARRIAGE,4.0,A
2017,2438,61633,MARRIAGE,1.0,A
2017,2438,61634,MARRIAGE,3.0,A
2017,2438,61636,MARRIAGE,10.0,A
2017,2439,61638,MARRIAGE,6.0,A
2017,2439,61635,MARRIAGE,1.0,A
2017,2439,61633,MARRIAGE,1.0,A
2017,2439,61636,MARRIAGE,5.0,A
2017,2440,61638,MARRIAGE,175.0,A
2017,2440,61631,MARRIAGE,9.0,A
2017,2440,61635,MARRIAGE,29.0,A
2017,2440,61633,MARRIAGE,12.0,A
2017,2440,61634,MARRIAGE,17.0,A
2017,2440,61636,MARRIAGE,137.0,A
2017,2441,61638,MARRIAGE,7.0,A
2017,2441,61636,MARRIAGE,7.0,A
2017,2442,61638,MARRIAGE,8.0,A
2017,2442,61635,MARRIAGE,2.0,A
2017,2442,61634,MARRIAGE,2.0,A
2017,2442,61636,MARRIAGE,6.0,A
2017,2443,61638,MARRIAGE,21.0,A
2017,2443,61631,MARRIAGE,1.0,A
2017,2443,61635,MARRIAGE,9.0,A
2017,2443,61633,MARRIAGE,2.0,A
2017,2443,61634,MARRIAGE,7.0,A
2017,2443,61636,MARRIAGE,11.0,A
2017,2444,61638,MARRIAGE,67.0,A
2017,2444,61631,MARRIAGE,2.0,A
2017,2444,61635,MARRIAGE,16.0,A
2017,2444,61633,MARRIAGE,11.0,A
2017,2444,61634,MARRIAGE,5.0,A
2017,2444,61636,MARRIAGE,49.0,A
2017,2445,61638,MARRIAGE,43.0,A
2017,2445,61631,MARRIAGE,1.0,A
2017,2445,61635,MARRIAGE,4.0,A
2017,2445,61633,MARRIAGE,3.0,A
2017,2445,61634,MARRIAGE,1.0,A
2017,2445,61636,MARRIAGE,38.0,A
2017,2446,61638,MARRIAGE,8.0,A
2017,2446,61635,MARRIAGE,3.0,A
2017,2446,61633,MARRIAGE,3.0,A
2017,2446,61636,MARRIAGE,5.0,A
2017,2447,61638,MARRIAGE,16.0,A
2017,2447,61635,MARRIAGE,4.0,A
2017,2447,61633,MARRIAGE,3.0,A
2017,2447,61634,MARRIAGE,1.0,A
2017,2447,61636,MARRIAGE,12.0,A
2017,2448,61638,MARRIAGE,18.0,A
2017,2448,61635,MARRIAGE,5.0,A
2017,2448,61634,MARRIAGE,5.0,A
2017,2448,61636,MARRIAGE,13.0,A
2017,2449,61638,MARRIAGE,12.0,A
2017,2449,61631,MARRIAGE,2.0,A
2017,2449,61635,MARRIAGE,3.0,A
2017,2449,61633,MARRIAGE,3.0,A
2017,2449,61636,MARRIAGE,7.0,A
2017,2450,61638,MARRIAGE,3.0,A
2017,2450,61636,MARRIAGE,3.0,A
2017,2451,61638,MARRIAGE,79.0,A
2017,2451,61631,MARRIAGE,1.0,A
2017,2451,61635,MARRIAGE,13.0,A
2017,2451,61633,MARRIAGE,7.0,A
2017,2451,61634,MARRIAGE,6.0,A
2017,2451,61636,MARRIAGE,65.0,A
2017,2452,61638,MARRIAGE,12.0,A
2017,2452,61635,MARRIAGE,1.0,A
2017,2452,61633,MARRIAGE,1.0,A
2017,2452,61636,MARRIAGE,11.0,A
2017,2453,61638,MARRIAGE,1.0,A
2017,2453,61636,MARRIAGE,1.0,A
2017,2454,61638,MARRIAGE,40.0,A
2017,2454,61631,MARRIAGE,1.0,A
2017,2454,61635,MARRIAGE,8.0,A
2017,2454,61633,MARRIAGE,6.0,A
2017,2454,61634,MARRIAGE,2.0,A
2017,2454,61636,MARRIAGE,31.0,A
2017,2455,61638,MARRIAGE,28.0,A
2017,2455,61631,MARRIAGE,1.0,A
2017,2455,61635,MARRIAGE,7.0,A
2017,2455,61633,MARRIAGE,3.0,A
2017,2455,61634,MARRIAGE,4.0,A
2017,2455,61636,MARRIAGE,20.0,A
2017,2456,61638,MARRIAGE,57.0,A
2017,2456,61631,MARRIAGE,5.0,A
2017,2456,61635,MARRIAGE,18.0,A
2017,2456,61633,MARRIAGE,11.0,A
2017,2456,61634,MARRIAGE,7.0,A
2017,2456,61636,MARRIAGE,34.0,A
2017,2457,61638,MARRIAGE,84.0,A
2017,2457,61631,MARRIAGE,2.0,A
2017,2457,61635,MARRIAGE,12.0,A
2017,2457,61633,MARRIAGE,7.0,A
2017,2457,61634,MARRIAGE,5.0,A
2017,2457,61636,MARRIAGE,70.0,A
2017,2458,61638,MARRIAGE,110.0,A
2017,2458,61635,MARRIAGE,23.0,A
2017,2458,61633,MARRIAGE,10.0,A
2017,2458,61634,MARRIAGE,13.0,A
2017,2458,61636,MARRIAGE,87.0,A
2017,2459,61638,MARRIAGE,29.0,A
2017,2459,61635,MARRIAGE,14.0,A
2017,2459,61633,MARRIAGE,8.0,A
2017,2459,61634,MARRIAGE,6.0,A
2017,2459,61636,MARRIAGE,15.0,A
2017,2460,61638,MARRIAGE,22.0,A
2017,2460,61631,MARRIAGE,1.0,A
2017,2460,61635,MARRIAGE,7.0,A
2017,2460,61633,MARRIAGE,5.0,A
2017,2460,61634,MARRIAGE,2.0,A
2017,2460,61636,MARRIAGE,14.0,A
2017,2461,61638,MARRIAGE,1.0,A
2017,2461,61635,MARRIAGE,1.0,A
2017,2461,61633,MARRIAGE,1.0,A
2017,2462,61638,MARRIAGE,24.0,A
2017,2462,61631,MARRIAGE,2.0,A
2017,2462,61635,MARRIAGE,6.0,A
2017,2462,61633,MARRIAGE,1.0,A
2017,2462,61634,MARRIAGE,5.0,A
2017,2462,61636,MARRIAGE,16.0,A
2017,2464,61638,MARRIAGE,3.0,A
2017,2464,61635,MARRIAGE,1.0,A
2017,2464,61633,MARRIAGE,1.0,A
2017,2464,61636,MARRIAGE,2.0,A
2017,2465,61638,MARRIAGE,4.0,A
2017,2465,61635,MARRIAGE,1.0,A
2017,2465,61634,MARRIAGE,1.0,A
2017,2465,61636,MARRIAGE,3.0,A
2017,2466,61638,MARRIAGE,1.0,A
2017,2466,61635,MARRIAGE,1.0,A
2017,2466,61633,MARRIAGE,1.0,A
2017,2467,61638,MARRIAGE,10.0,A
2017,2467,61635,MARRIAGE,1.0,A
2017,2467,61634,MARRIAGE,1.0,A
2017,2467,61636,MARRIAGE,9.0,A
2017,2468,61638,MARRIAGE,21.0,A
2017,2468,61635,MARRIAGE,6.0,A
2017,2468,61633,MARRIAGE,1.0,A
2017,2468,61634,MARRIAGE,5.0,A
2017,2468,61636,MARRIAGE,15.0,A
2017,2469,61638,MARRIAGE,22.0,A
2017,2469,61631,MARRIAGE,1.0,A
2017,2469,61635,MARRIAGE,6.0,A
2017,2469,61633,MARRIAGE,2.0,A
2017,2469,61634,MARRIAGE,4.0,A
2017,2469,61636,MARRIAGE,15.0,A
2017,2471,61638,MARRIAGE,43.0,A
2017,2471,61635,MARRIAGE,12.0,A
2017,2471,61633,MARRIAGE,7.0,A
2017,2471,61634,MARRIAGE,5.0,A
2017,2471,61636,MARRIAGE,31.0,A
2017,2472,61638,MARRIAGE,6.0,A
2017,2472,61635,MARRIAGE,4.0,A
2017,2472,61633,MARRIAGE,2.0,A
2017,2472,61634,MARRIAGE,2.0,A
2017,2472,61636,MARRIAGE,2.0,A
2017,2473,61638,MARRIAGE,2.0,A
2017,2473,61636,MARRIAGE,2.0,A
2017,2474,61638,MARRIAGE,5.0,A
2017,2474,61635,MARRIAGE,1.0,A
2017,2474,61633,MARRIAGE,1.0,A
2017,2474,61636,MARRIAGE,4.0,A
2017,2475,61638,MARRIAGE,13.0,A
2017,2475,61631,MARRIAGE,2.0,A
2017,2475,61635,MARRIAGE,2.0,A
2017,2475,61633,MARRIAGE,2.0,A
2017,2475,61636,MARRIAGE,9.0,A
2017,2476,61638,MARRIAGE,7.0,A
2017,2476,61635,MARRIAGE,1.0,A
2017,2476,61634,MARRIAGE,1.0,A
2017,2476,61636,MARRIAGE,6.0,A
2017,2477,61638,MARRIAGE,1.0,A
2017,2477,61636,MARRIAGE,1.0,A
2017,ES614,61638,MARRIAGE,3206.0,A
2017,ES614,61631,MARRIAGE,337.0,A
2017,ES614,61635,MARRIAGE,771.0,A
2017,ES614,61633,MARRIAGE,387.0,A
2017,ES614,61634,MARRIAGE,384.0,A
2017,ES614,61636,MARRIAGE,2098.0,A
2017,2483,61638,MARRIAGE,1.0,A
2017,2483,61636,MARRIAGE,1.0,A
2017,2485,61638,MARRIAGE,71.0,A
2017,2485,61631,MARRIAGE,11.0,A
2017,2485,61635,MARRIAGE,20.0,A
2017,2485,61633,MARRIAGE,7.0,A
2017,2485,61634,MARRIAGE,13.0,A
2017,2485,61636,MARRIAGE,40.0,A
2017,2486,61638,MARRIAGE,3.0,A
2017,2486,61631,MARRIAGE,1.0,A
2017,2486,61635,MARRIAGE,1.0,A
2017,2486,61633,MARRIAGE,1.0,A
2017,2486,61636,MARRIAGE,1.0,A
2017,2487,61638,MARRIAGE,2.0,A
2017,2487,61636,MARRIAGE,2.0,A
2017,2488,61638,MARRIAGE,12.0,A
2017,2488,61635,MARRIAGE,5.0,A
2017,2488,61633,MARRIAGE,4.0,A
2017,2488,61634,MARRIAGE,1.0,A
2017,2488,61636,MARRIAGE,7.0,A
2017,2493,61638,MARRIAGE,1.0,A
2017,2493,61635,MARRIAGE,1.0,A
2017,2493,61633,MARRIAGE,1.0,A
2017,2494,61638,MARRIAGE,14.0,A
2017,2494,61635,MARRIAGE,4.0,A
2017,2494,61633,MARRIAGE,3.0,A
2017,2494,61634,MARRIAGE,1.0,A
2017,2494,61636,MARRIAGE,10.0,A
2017,2495,61638,MARRIAGE,5.0,A
2017,2495,61631,MARRIAGE,1.0,A
2017,2495,61635,MARRIAGE,2.0,A
2017,2495,61634,MARRIAGE,2.0,A
2017,2495,61636,MARRIAGE,2.0,A
2017,2496,61638,MARRIAGE,18.0,A
2017,2496,61635,MARRIAGE,5.0,A
2017,2496,61633,MARRIAGE,2.0,A
2017,2496,61634,MARRIAGE,3.0,A
2017,2496,61636,MARRIAGE,13.0,A
2017,2497,61638,MARRIAGE,49.0,A
2017,2497,61631,MARRIAGE,12.0,A
2017,2497,61635,MARRIAGE,11.0,A
2017,2497,61633,MARRIAGE,4.0,A
2017,2497,61634,MARRIAGE,7.0,A
2017,2497,61636,MARRIAGE,26.0,A
2017,2498,61638,MARRIAGE,1.0,A
2017,2498,61635,MARRIAGE,1.0,A
2017,2498,61634,MARRIAGE,1.0,A
2017,2499,61638,MARRIAGE,2.0,A
2017,2499,61635,MARRIAGE,1.0,A
2017,2499,61634,MARRIAGE,1.0,A
2017,2499,61636,MARRIAGE,1.0,A
2017,2500,61638,MARRIAGE,75.0,A
2017,2500,61631,MARRIAGE,3.0,A
2017,2500,61635,MARRIAGE,15.0,A
2017,2500,61633,MARRIAGE,6.0,A
2017,2500,61634,MARRIAGE,9.0,A
2017,2500,61636,MARRIAGE,57.0,A
2017,2699,61638,MARRIAGE,2.0,A
2017,2699,61631,MARRIAGE,1.0,A
2017,2699,61636,MARRIAGE,1.0,A
2017,2501,61638,MARRIAGE,1.0,A
2017,2501,61636,MARRIAGE,1.0,A
2017,2503,61638,MARRIAGE,2.0,A
2017,2503,61636,MARRIAGE,2.0,A
2017,2504,61638,MARRIAGE,109.0,A
2017,2504,61631,MARRIAGE,10.0,A
2017,2504,61635,MARRIAGE,23.0,A
2017,2504,61633,MARRIAGE,11.0,A
2017,2504,61634,MARRIAGE,12.0,A
2017,2504,61636,MARRIAGE,76.0,A
2017,2505,61638,MARRIAGE,102.0,A
2017,2505,61631,MARRIAGE,17.0,A
2017,2505,61635,MARRIAGE,23.0,A
2017,2505,61633,MARRIAGE,11.0,A
2017,2505,61634,MARRIAGE,12.0,A
2017,2505,61636,MARRIAGE,62.0,A
2017,2506,61638,MARRIAGE,66.0,A
2017,2506,61631,MARRIAGE,3.0,A
2017,2506,61635,MARRIAGE,14.0,A
2017,2506,61633,MARRIAGE,10.0,A
2017,2506,61634,MARRIAGE,4.0,A
2017,2506,61636,MARRIAGE,49.0,A
2017,2507,61638,MARRIAGE,8.0,A
2017,2507,61631,MARRIAGE,1.0,A
2017,2507,61635,MARRIAGE,1.0,A
2017,2507,61633,MARRIAGE,1.0,A
2017,2507,61636,MARRIAGE,6.0,A
2017,2508,61638,MARRIAGE,1.0,A
2017,2508,61636,MARRIAGE,1.0,A
2017,2511,61638,MARRIAGE,16.0,A
2017,2511,61631,MARRIAGE,1.0,A
2017,2511,61635,MARRIAGE,4.0,A
2017,2511,61633,MARRIAGE,2.0,A
2017,2511,61634,MARRIAGE,2.0,A
2017,2511,61636,MARRIAGE,11.0,A
2017,2512,61638,MARRIAGE,1.0,A
2017,2512,61635,MARRIAGE,1.0,A
2017,2512,61634,MARRIAGE,1.0,A
2017,2513,61638,MARRIAGE,3.0,A
2017,2513,61631,MARRIAGE,1.0,A
2017,2513,61636,MARRIAGE,2.0,A
2017,2514,61638,MARRIAGE,2.0,A
2017,2514,61636,MARRIAGE,2.0,A
2017,2516,61638,MARRIAGE,2.0,A
2017,2516,61636,MARRIAGE,2.0,A
2017,2518,61638,MARRIAGE,1.0,A
2017,2518,61636,MARRIAGE,1.0,A
2017,2519,61638,MARRIAGE,4.0,A
2017,2519,61635,MARRIAGE,1.0,A
2017,2519,61633,MARRIAGE,1.0,A
2017,2519,61636,MARRIAGE,3.0,A
2017,2520,61638,MARRIAGE,19.0,A
2017,2520,61631,MARRIAGE,5.0,A
2017,2520,61635,MARRIAGE,5.0,A
2017,2520,61633,MARRIAGE,3.0,A
2017,2520,61634,MARRIAGE,2.0,A
2017,2520,61636,MARRIAGE,9.0,A
2017,2602,61638,MARRIAGE,3.0,A
2017,2602,61635,MARRIAGE,3.0,A
2017,2602,61633,MARRIAGE,2.0,A
2017,2602,61634,MARRIAGE,1.0,A
2017,2521,61638,MARRIAGE,8.0,A
2017,2521,61631,MARRIAGE,1.0,A
2017,2521,61635,MARRIAGE,3.0,A
2017,2521,61633,MARRIAGE,1.0,A
2017,2521,61634,MARRIAGE,2.0,A
2017,2521,61636,MARRIAGE,4.0,A
2017,2522,61638,MARRIAGE,5.0,A
2017,2522,61635,MARRIAGE,3.0,A
2017,2522,61633,MARRIAGE,1.0,A
2017,2522,61634,MARRIAGE,2.0,A
2017,2522,61636,MARRIAGE,2.0,A
2017,2523,61638,MARRIAGE,15.0,A
2017,2523,61635,MARRIAGE,5.0,A
2017,2523,61633,MARRIAGE,1.0,A
2017,2523,61634,MARRIAGE,4.0,A
2017,2523,61636,MARRIAGE,10.0,A
2017,2524,61638,MARRIAGE,1.0,A
2017,2524,61636,MARRIAGE,1.0,A
2017,2526,61638,MARRIAGE,2.0,A
2017,2526,61636,MARRIAGE,2.0,A
2017,2529,61638,MARRIAGE,5.0,A
2017,2529,61635,MARRIAGE,2.0,A
2017,2529,61634,MARRIAGE,2.0,A
2017,2529,61636,MARRIAGE,3.0,A
2017,2530,61638,MARRIAGE,4.0,A
2017,2530,61631,MARRIAGE,1.0,A
2017,2530,61636,MARRIAGE,3.0,A
2017,2531,61638,MARRIAGE,31.0,A
2017,2531,61631,MARRIAGE,8.0,A
2017,2531,61635,MARRIAGE,7.0,A
2017,2531,61633,MARRIAGE,4.0,A
2017,2531,61634,MARRIAGE,3.0,A
2017,2531,61636,MARRIAGE,16.0,A
2017,2544,61638,MARRIAGE,18.0,A
2017,2544,61631,MARRIAGE,3.0,A
2017,2544,61635,MARRIAGE,4.0,A
2017,2544,61633,MARRIAGE,1.0,A
2017,2544,61634,MARRIAGE,3.0,A
2017,2544,61636,MARRIAGE,11.0,A
2017,2546,61638,MARRIAGE,4.0,A
2017,2546,61631,MARRIAGE,1.0,A
2017,2546,61635,MARRIAGE,1.0,A
2017,2546,61633,MARRIAGE,1.0,A
2017,2546,61636,MARRIAGE,2.0,A
2017,2548,61638,MARRIAGE,70.0,A
2017,2548,61631,MARRIAGE,14.0,A
2017,2548,61635,MARRIAGE,21.0,A
2017,2548,61633,MARRIAGE,10.0,A
2017,2548,61634,MARRIAGE,11.0,A
2017,2548,61636,MARRIAGE,35.0,A
2017,2532,61638,MARRIAGE,13.0,A
2017,2532,61635,MARRIAGE,3.0,A
2017,2532,61633,MARRIAGE,3.0,A
2017,2532,61636,MARRIAGE,10.0,A
2017,2534,61638,MARRIAGE,9.0,A
2017,2534,61631,MARRIAGE,1.0,A
2017,2534,61635,MARRIAGE,2.0,A
2017,2534,61634,MARRIAGE,2.0,A
2017,2534,61636,MARRIAGE,6.0,A
2017,2535,61638,MARRIAGE,4.0,A
2017,2535,61636,MARRIAGE,4.0,A
2017,2537,61638,MARRIAGE,11.0,A
2017,2537,61635,MARRIAGE,3.0,A
2017,2537,61633,MARRIAGE,2.0,A
2017,2537,61634,MARRIAGE,1.0,A
2017,2537,61636,MARRIAGE,8.0,A
2017,2538,61638,MARRIAGE,1.0,A
2017,2538,61636,MARRIAGE,1.0,A
2017,2707,61638,MARRIAGE,3.0,A
2017,2707,61636,MARRIAGE,3.0,A
2017,2541,61638,MARRIAGE,10.0,A
2017,2541,61635,MARRIAGE,2.0,A
2017,2541,61634,MARRIAGE,2.0,A
2017,2541,61636,MARRIAGE,8.0,A
2017,2542,61638,MARRIAGE,24.0,A
2017,2542,61631,MARRIAGE,2.0,A
2017,2542,61635,MARRIAGE,7.0,A
2017,2542,61633,MARRIAGE,2.0,A
2017,2542,61634,MARRIAGE,5.0,A
2017,2542,61636,MARRIAGE,15.0,A
2017,2549,61638,MARRIAGE,5.0,A
2017,2549,61631,MARRIAGE,1.0,A
2017,2549,61636,MARRIAGE,4.0,A
2017,2550,61638,MARRIAGE,3.0,A
2017,2550,61636,MARRIAGE,3.0,A
2017,2551,61638,MARRIAGE,2.0,A
2017,2551,61635,MARRIAGE,1.0,A
2017,2551,61633,MARRIAGE,1.0,A
2017,2551,61636,MARRIAGE,1.0,A
2017,2553,61638,MARRIAGE,12.0,A
2017,2553,61635,MARRIAGE,3.0,A
2017,2553,61633,MARRIAGE,1.0,A
