TIME_PERIOD,REF_AREA,D_REL_RESIDENANT_0,INDICATOR,OBS_VALUE,FREQ
2005,2986,61638,MARRIAGE,70.0,A
2005,2986,61631,MARRIAGE,2.0,A
2005,2986,61635,MARRIAGE,11.0,A
2005,2986,61633,MARRIAGE,8.0,A
2005,2986,61634,MARRIAGE,3.0,A
2005,2986,61636,MARRIAGE,57.0,A
2005,2987,61638,MARRIAGE,23.0,A
2005,2987,61631,MARRIAGE,8.0,A
2005,2987,61635,MARRIAGE,1.0,A
2005,2987,61634,MARRIAGE,1.0,A
2005,2987,61636,MARRIAGE,14.0,A
2005,2990,61638,MARRIAGE,11.0,A
2005,2990,61631,MARRIAGE,1.0,A
2005,2990,61635,MARRIAGE,4.0,A
2005,2990,61633,MARRIAGE,1.0,A
2005,2990,61634,MARRIAGE,3.0,A
2005,2990,61636,MARRIAGE,6.0,A
2005,2991,61638,MARRIAGE,42.0,A
2005,2991,61631,MARRIAGE,3.0,A
2005,2991,61635,MARRIAGE,12.0,A
2005,2991,61633,MARRIAGE,7.0,A
2005,2991,61634,MARRIAGE,5.0,A
2005,2991,61636,MARRIAGE,27.0,A
2005,2994,61638,MARRIAGE,274.0,A
2005,2994,61631,MARRIAGE,100.0,A
2005,2994,61635,MARRIAGE,73.0,A
2005,2994,61633,MARRIAGE,28.0,A
2005,2994,61634,MARRIAGE,45.0,A
2005,2994,61636,MARRIAGE,101.0,A
2005,2995,61638,MARRIAGE,6.0,A
2005,2995,61635,MARRIAGE,3.0,A
2005,2995,61634,MARRIAGE,3.0,A
2005,2995,61636,MARRIAGE,3.0,A
2005,2996,61638,MARRIAGE,148.0,A
2005,2996,61631,MARRIAGE,4.0,A
2005,2996,61635,MARRIAGE,26.0,A
2005,2996,61633,MARRIAGE,15.0,A
2005,2996,61634,MARRIAGE,11.0,A
2005,2996,61636,MARRIAGE,118.0,A
2005,2997,61638,MARRIAGE,1.0,A
2005,2997,61635,MARRIAGE,1.0,A
2005,2997,61633,MARRIAGE,1.0,A
2005,2998,61638,MARRIAGE,4.0,A
2005,2998,61635,MARRIAGE,4.0,A
2005,2998,61634,MARRIAGE,4.0,A
2005,2999,61638,MARRIAGE,1.0,A
2005,2999,61636,MARRIAGE,1.0,A
2005,3000,61638,MARRIAGE,10.0,A
2005,3000,61635,MARRIAGE,5.0,A
2005,3000,61633,MARRIAGE,2.0,A
2005,3000,61634,MARRIAGE,3.0,A
2005,3000,61636,MARRIAGE,5.0,A
2005,3001,61638,MARRIAGE,12.0,A
2005,3001,61635,MARRIAGE,3.0,A
2005,3001,61633,MARRIAGE,1.0,A
2005,3001,61634,MARRIAGE,2.0,A
2005,3001,61636,MARRIAGE,9.0,A
2005,3002,61638,MARRIAGE,9.0,A
2005,3002,61635,MARRIAGE,4.0,A
2005,3002,61633,MARRIAGE,4.0,A
2005,3002,61636,MARRIAGE,5.0,A
2005,3015,61638,MARRIAGE,267.0,A
2005,3015,61631,MARRIAGE,54.0,A
2005,3015,61635,MARRIAGE,54.0,A
2005,3015,61633,MARRIAGE,20.0,A
2005,3015,61634,MARRIAGE,34.0,A
2005,3015,61636,MARRIAGE,159.0,A
2005,3003,61638,MARRIAGE,55.0,A
2005,3003,61631,MARRIAGE,8.0,A
2005,3003,61635,MARRIAGE,20.0,A
2005,3003,61633,MARRIAGE,6.0,A
2005,3003,61634,MARRIAGE,14.0,A
2005,3003,61636,MARRIAGE,27.0,A
2005,3004,61638,MARRIAGE,4.0,A
2005,3004,61631,MARRIAGE,1.0,A
2005,3004,61635,MARRIAGE,2.0,A
2005,3004,61633,MARRIAGE,1.0,A
2005,3004,61634,MARRIAGE,1.0,A
2005,3004,61636,MARRIAGE,1.0,A
2005,3005,61638,MARRIAGE,1.0,A
2005,3005,61635,MARRIAGE,1.0,A
2005,3005,61634,MARRIAGE,1.0,A
2005,3006,61638,MARRIAGE,412.0,A
2005,3006,61631,MARRIAGE,43.0,A
2005,3006,61635,MARRIAGE,70.0,A
2005,3006,61633,MARRIAGE,39.0,A
2005,3006,61634,MARRIAGE,31.0,A
2005,3006,61636,MARRIAGE,299.0,A
2005,3007,61638,MARRIAGE,12.0,A
2005,3007,61635,MARRIAGE,7.0,A
2005,3007,61633,MARRIAGE,5.0,A
2005,3007,61634,MARRIAGE,2.0,A
2005,3007,61636,MARRIAGE,5.0,A
2005,3010,61638,MARRIAGE,8.0,A
2005,3010,61635,MARRIAGE,2.0,A
2005,3010,61634,MARRIAGE,2.0,A
2005,3010,61636,MARRIAGE,6.0,A
2005,3008,61638,MARRIAGE,12.0,A
2005,3008,61635,MARRIAGE,5.0,A
2005,3008,61633,MARRIAGE,3.0,A
2005,3008,61634,MARRIAGE,2.0,A
2005,3008,61636,MARRIAGE,7.0,A
2005,3009,61638,MARRIAGE,21.0,A
2005,3009,61631,MARRIAGE,1.0,A
2005,3009,61635,MARRIAGE,9.0,A
2005,3009,61633,MARRIAGE,3.0,A
2005,3009,61634,MARRIAGE,6.0,A
2005,3009,61636,MARRIAGE,11.0,A
2005,3011,61638,MARRIAGE,3.0,A
2005,3011,61635,MARRIAGE,1.0,A
2005,3011,61634,MARRIAGE,1.0,A
2005,3011,61636,MARRIAGE,2.0,A
2005,3012,61638,MARRIAGE,9.0,A
2005,3012,61631,MARRIAGE,1.0,A
2005,3012,61635,MARRIAGE,2.0,A
2005,3012,61634,MARRIAGE,2.0,A
2005,3012,61636,MARRIAGE,6.0,A
2005,ES618,61638,MARRIAGE,10933.0,A
2005,ES618,61631,MARRIAGE,1355.0,A
2005,ES618,61635,MARRIAGE,2041.0,A
2005,ES618,61633,MARRIAGE,1020.0,A
2005,ES618,61634,MARRIAGE,1021.0,A
2005,ES618,61636,MARRIAGE,7537.0,A
2005,3024,61638,MARRIAGE,8.0,A
2005,3024,61635,MARRIAGE,3.0,A
2005,3024,61633,MARRIAGE,1.0,A
2005,3024,61634,MARRIAGE,2.0,A
2005,3024,61636,MARRIAGE,5.0,A
2005,3025,61638,MARRIAGE,9.0,A
2005,3025,61631,MARRIAGE,1.0,A
2005,3025,61635,MARRIAGE,5.0,A
2005,3025,61633,MARRIAGE,1.0,A
2005,3025,61634,MARRIAGE,4.0,A
2005,3025,61636,MARRIAGE,3.0,A
2005,3026,61638,MARRIAGE,35.0,A
2005,3026,61631,MARRIAGE,12.0,A
2005,3026,61635,MARRIAGE,14.0,A
2005,3026,61633,MARRIAGE,8.0,A
2005,3026,61634,MARRIAGE,6.0,A
2005,3026,61636,MARRIAGE,9.0,A
2005,3028,61638,MARRIAGE,621.0,A
2005,3028,61631,MARRIAGE,171.0,A
2005,3028,61635,MARRIAGE,95.0,A
2005,3028,61633,MARRIAGE,49.0,A
2005,3028,61634,MARRIAGE,46.0,A
2005,3028,61636,MARRIAGE,355.0,A
2005,3029,61638,MARRIAGE,63.0,A
2005,3029,61631,MARRIAGE,4.0,A
2005,3029,61635,MARRIAGE,20.0,A
2005,3029,61633,MARRIAGE,8.0,A
2005,3029,61634,MARRIAGE,12.0,A
2005,3029,61636,MARRIAGE,39.0,A
2005,3030,61638,MARRIAGE,21.0,A
2005,3030,61631,MARRIAGE,3.0,A
2005,3030,61635,MARRIAGE,4.0,A
2005,3030,61633,MARRIAGE,3.0,A
2005,3030,61634,MARRIAGE,1.0,A
2005,3030,61636,MARRIAGE,14.0,A
2005,3031,61638,MARRIAGE,113.0,A
2005,3031,61631,MARRIAGE,10.0,A
2005,3031,61635,MARRIAGE,23.0,A
2005,3031,61633,MARRIAGE,14.0,A
2005,3031,61634,MARRIAGE,9.0,A
2005,3031,61636,MARRIAGE,80.0,A
2005,3032,61638,MARRIAGE,5.0,A
2005,3032,61635,MARRIAGE,4.0,A
2005,3032,61633,MARRIAGE,1.0,A
2005,3032,61634,MARRIAGE,3.0,A
2005,3032,61636,MARRIAGE,1.0,A
2005,3033,61638,MARRIAGE,4.0,A
2005,3033,61635,MARRIAGE,2.0,A
2005,3033,61633,MARRIAGE,1.0,A
2005,3033,61634,MARRIAGE,1.0,A
2005,3033,61636,MARRIAGE,2.0,A
2005,3034,61638,MARRIAGE,37.0,A
2005,3034,61631,MARRIAGE,15.0,A
2005,3034,61635,MARRIAGE,9.0,A
2005,3034,61634,MARRIAGE,9.0,A
2005,3034,61636,MARRIAGE,13.0,A
2005,3035,61638,MARRIAGE,132.0,A
2005,3035,61631,MARRIAGE,2.0,A
2005,3035,61635,MARRIAGE,23.0,A
2005,3035,61633,MARRIAGE,16.0,A
2005,3035,61634,MARRIAGE,7.0,A
2005,3035,61636,MARRIAGE,107.0,A
2005,3037,61638,MARRIAGE,22.0,A
2005,3037,61631,MARRIAGE,3.0,A
2005,3037,61635,MARRIAGE,4.0,A
2005,3037,61633,MARRIAGE,2.0,A
2005,3037,61634,MARRIAGE,2.0,A
2005,3037,61636,MARRIAGE,15.0,A
2005,3038,61638,MARRIAGE,36.0,A
2005,3038,61635,MARRIAGE,6.0,A
2005,3038,61633,MARRIAGE,2.0,A
2005,3038,61634,MARRIAGE,4.0,A
2005,3038,61636,MARRIAGE,30.0,A
2005,3039,61638,MARRIAGE,14.0,A
2005,3039,61635,MARRIAGE,3.0,A
2005,3039,61633,MARRIAGE,1.0,A
2005,3039,61634,MARRIAGE,2.0,A
2005,3039,61636,MARRIAGE,11.0,A
2005,3040,61638,MARRIAGE,46.0,A
2005,3040,61631,MARRIAGE,15.0,A
2005,3040,61635,MARRIAGE,10.0,A
2005,3040,61633,MARRIAGE,5.0,A
2005,3040,61634,MARRIAGE,5.0,A
2005,3040,61636,MARRIAGE,21.0,A
2005,3041,61638,MARRIAGE,84.0,A
2005,3041,61631,MARRIAGE,33.0,A
2005,3041,61635,MARRIAGE,20.0,A
2005,3041,61633,MARRIAGE,7.0,A
2005,3041,61634,MARRIAGE,13.0,A
2005,3041,61636,MARRIAGE,31.0,A
2005,3042,61638,MARRIAGE,135.0,A
2005,3042,61631,MARRIAGE,62.0,A
2005,3042,61635,MARRIAGE,29.0,A
2005,3042,61633,MARRIAGE,13.0,A
2005,3042,61634,MARRIAGE,16.0,A
2005,3042,61636,MARRIAGE,44.0,A
2005,3043,61638,MARRIAGE,72.0,A
2005,3043,61631,MARRIAGE,7.0,A
2005,3043,61635,MARRIAGE,18.0,A
2005,3043,61633,MARRIAGE,10.0,A
2005,3043,61634,MARRIAGE,8.0,A
2005,3043,61636,MARRIAGE,47.0,A
2005,3044,61638,MARRIAGE,41.0,A
2005,3044,61631,MARRIAGE,12.0,A
2005,3044,61635,MARRIAGE,8.0,A
2005,3044,61633,MARRIAGE,6.0,A
2005,3044,61634,MARRIAGE,2.0,A
2005,3044,61636,MARRIAGE,21.0,A
2005,3045,61638,MARRIAGE,91.0,A
2005,3045,61631,MARRIAGE,2.0,A
2005,3045,61635,MARRIAGE,16.0,A
2005,3045,61633,MARRIAGE,9.0,A
2005,3045,61634,MARRIAGE,7.0,A
2005,3045,61636,MARRIAGE,73.0,A
2005,3046,61638,MARRIAGE,218.0,A
2005,3046,61631,MARRIAGE,55.0,A
2005,3046,61635,MARRIAGE,53.0,A
2005,3046,61633,MARRIAGE,25.0,A
2005,3046,61634,MARRIAGE,28.0,A
2005,3046,61636,MARRIAGE,110.0,A
2005,3047,61638,MARRIAGE,30.0,A
2005,3047,61635,MARRIAGE,4.0,A
2005,3047,61633,MARRIAGE,3.0,A
2005,3047,61634,MARRIAGE,1.0,A
2005,3047,61636,MARRIAGE,26.0,A
2005,3048,61638,MARRIAGE,67.0,A
2005,3048,61631,MARRIAGE,3.0,A
2005,3048,61635,MARRIAGE,15.0,A
2005,3048,61633,MARRIAGE,7.0,A
2005,3048,61634,MARRIAGE,8.0,A
2005,3048,61636,MARRIAGE,49.0,A
2005,3133,61638,MARRIAGE,11.0,A
2005,3133,61635,MARRIAGE,2.0,A
2005,3133,61633,MARRIAGE,1.0,A
2005,3133,61634,MARRIAGE,1.0,A
2005,3133,61636,MARRIAGE,9.0,A
2005,3049,61638,MARRIAGE,178.0,A
2005,3049,61631,MARRIAGE,12.0,A
2005,3049,61635,MARRIAGE,25.0,A
2005,3049,61633,MARRIAGE,10.0,A
2005,3049,61634,MARRIAGE,15.0,A
2005,3049,61636,MARRIAGE,141.0,A
2005,3050,61638,MARRIAGE,11.0,A
2005,3050,61635,MARRIAGE,6.0,A
2005,3050,61633,MARRIAGE,6.0,A
2005,3050,61636,MARRIAGE,5.0,A
2005,3051,61638,MARRIAGE,26.0,A
2005,3051,61635,MARRIAGE,7.0,A
2005,3051,61633,MARRIAGE,6.0,A
2005,3051,61634,MARRIAGE,1.0,A
2005,3051,61636,MARRIAGE,19.0,A
2005,3052,61638,MARRIAGE,29.0,A
2005,3052,61635,MARRIAGE,7.0,A
2005,3052,61633,MARRIAGE,5.0,A
2005,3052,61634,MARRIAGE,2.0,A
2005,3052,61636,MARRIAGE,22.0,A
2005,3053,61638,MARRIAGE,19.0,A
2005,3053,61631,MARRIAGE,7.0,A
2005,3053,61635,MARRIAGE,5.0,A
2005,3053,61633,MARRIAGE,2.0,A
2005,3053,61634,MARRIAGE,3.0,A
2005,3053,61636,MARRIAGE,7.0,A
2005,3054,61638,MARRIAGE,101.0,A
2005,3054,61631,MARRIAGE,21.0,A
2005,3054,61635,MARRIAGE,28.0,A
2005,3054,61633,MARRIAGE,15.0,A
2005,3054,61634,MARRIAGE,13.0,A
2005,3054,61636,MARRIAGE,52.0,A
2005,3055,61638,MARRIAGE,5.0,A
2005,3055,61631,MARRIAGE,1.0,A
2005,3055,61635,MARRIAGE,3.0,A
2005,3055,61633,MARRIAGE,2.0,A
2005,3055,61634,MARRIAGE,1.0,A
2005,3055,61636,MARRIAGE,1.0,A
2005,3056,61638,MARRIAGE,13.0,A
2005,3056,61631,MARRIAGE,1.0,A
2005,3056,61635,MARRIAGE,6.0,A
2005,3056,61633,MARRIAGE,1.0,A
2005,3056,61634,MARRIAGE,5.0,A
2005,3056,61636,MARRIAGE,6.0,A
2005,3057,61638,MARRIAGE,25.0,A
2005,3057,61631,MARRIAGE,1.0,A
2005,3057,61635,MARRIAGE,11.0,A
2005,3057,61633,MARRIAGE,4.0,A
2005,3057,61634,MARRIAGE,7.0,A
2005,3057,61636,MARRIAGE,13.0,A
2005,3058,61638,MARRIAGE,17.0,A
2005,3058,61635,MARRIAGE,4.0,A
2005,3058,61633,MARRIAGE,2.0,A
2005,3058,61634,MARRIAGE,2.0,A
2005,3058,61636,MARRIAGE,13.0,A
2005,3059,61638,MARRIAGE,173.0,A
2005,3059,61631,MARRIAGE,35.0,A
2005,3059,61635,MARRIAGE,55.0,A
2005,3059,61633,MARRIAGE,23.0,A
2005,3059,61634,MARRIAGE,32.0,A
2005,3059,61636,MARRIAGE,83.0,A
2005,3060,61638,MARRIAGE,7.0,A
2005,3060,61635,MARRIAGE,1.0,A
2005,3060,61634,MARRIAGE,1.0,A
2005,3060,61636,MARRIAGE,6.0,A
2005,3061,61638,MARRIAGE,17.0,A
2005,3061,61635,MARRIAGE,3.0,A
2005,3061,61633,MARRIAGE,1.0,A
2005,3061,61634,MARRIAGE,2.0,A
2005,3061,61636,MARRIAGE,14.0,A
2005,3062,61638,MARRIAGE,13.0,A
2005,3062,61631,MARRIAGE,1.0,A
2005,3062,61635,MARRIAGE,5.0,A
2005,3062,61633,MARRIAGE,1.0,A
2005,3062,61634,MARRIAGE,4.0,A
2005,3062,61636,MARRIAGE,7.0,A
2005,3137,61638,MARRIAGE,63.0,A
2005,3137,61635,MARRIAGE,15.0,A
2005,3137,61633,MARRIAGE,7.0,A
2005,3137,61634,MARRIAGE,8.0,A
2005,3137,61636,MARRIAGE,48.0,A
2005,3063,61638,MARRIAGE,838.0,A
2005,3063,61631,MARRIAGE,141.0,A
2005,3063,61635,MARRIAGE,180.0,A
2005,3063,61633,MARRIAGE,94.0,A
2005,3063,61634,MARRIAGE,86.0,A
2005,3063,61636,MARRIAGE,517.0,A
2005,3064,61638,MARRIAGE,230.0,A
2005,3064,61631,MARRIAGE,4.0,A
2005,3064,61635,MARRIAGE,25.0,A
2005,3064,61633,MARRIAGE,14.0,A
2005,3064,61634,MARRIAGE,11.0,A
2005,3064,61636,MARRIAGE,201.0,A
2005,3065,61638,MARRIAGE,99.0,A
2005,3065,61631,MARRIAGE,55.0,A
2005,3065,61635,MARRIAGE,18.0,A
2005,3065,61633,MARRIAGE,12.0,A
2005,3065,61634,MARRIAGE,6.0,A
2005,3065,61636,MARRIAGE,26.0,A
2005,3066,61638,MARRIAGE,56.0,A
2005,3066,61631,MARRIAGE,1.0,A
2005,3066,61635,MARRIAGE,12.0,A
2005,3066,61633,MARRIAGE,7.0,A
2005,3066,61634,MARRIAGE,5.0,A
2005,3066,61636,MARRIAGE,43.0,A
2005,3067,61638,MARRIAGE,47.0,A
2005,3067,61631,MARRIAGE,2.0,A
2005,3067,61635,MARRIAGE,6.0,A
2005,3067,61633,MARRIAGE,2.0,A
2005,3067,61634,MARRIAGE,4.0,A
2005,3067,61636,MARRIAGE,39.0,A
2005,3068,61638,MARRIAGE,7.0,A
2005,3068,61635,MARRIAGE,2.0,A
2005,3068,61633,MARRIAGE,2.0,A
2005,3068,61636,MARRIAGE,5.0,A
2005,3069,61638,MARRIAGE,67.0,A
2005,3069,61631,MARRIAGE,29.0,A
2005,3069,61635,MARRIAGE,16.0,A
2005,3069,61633,MARRIAGE,7.0,A
2005,3069,61634,MARRIAGE,9.0,A
2005,3069,61636,MARRIAGE,22.0,A
2005,3070,61638,MARRIAGE,30.0,A
2005,3070,61631,MARRIAGE,1.0,A
2005,3070,61635,MARRIAGE,11.0,A
2005,3070,61633,MARRIAGE,7.0,A
2005,3070,61634,MARRIAGE,4.0,A
2005,3070,61636,MARRIAGE,18.0,A
2005,3071,61638,MARRIAGE,14.0,A
2005,3071,61635,MARRIAGE,5.0,A
2005,3071,61633,MARRIAGE,4.0,A
2005,3071,61634,MARRIAGE,1.0,A
2005,3071,61636,MARRIAGE,9.0,A
2005,3072,61638,MARRIAGE,59.0,A
2005,3072,61631,MARRIAGE,17.0,A
2005,3072,61635,MARRIAGE,13.0,A
2005,3072,61633,MARRIAGE,8.0,A
2005,3072,61634,MARRIAGE,5.0,A
2005,3072,61636,MARRIAGE,29.0,A
2005,3073,61638,MARRIAGE,18.0,A
2005,3073,61635,MARRIAGE,3.0,A
2005,3073,61633,MARRIAGE,2.0,A
2005,3073,61634,MARRIAGE,1.0,A
2005,3073,61636,MARRIAGE,15.0,A
2005,3074,61638,MARRIAGE,67.0,A
2005,3074,61631,MARRIAGE,10.0,A
2005,3074,61635,MARRIAGE,16.0,A
2005,3074,61633,MARRIAGE,8.0,A
2005,3074,61634,MARRIAGE,8.0,A
2005,3074,61636,MARRIAGE,41.0,A
2005,3075,61638,MARRIAGE,37.0,A
2005,3075,61635,MARRIAGE,8.0,A
2005,3075,61633,MARRIAGE,3.0,A
2005,3075,61634,MARRIAGE,5.0,A
2005,3075,61636,MARRIAGE,29.0,A
2005,3076,61638,MARRIAGE,19.0,A
2005,3076,61635,MARRIAGE,3.0,A
2005,3076,61633,MARRIAGE,1.0,A
2005,3076,61634,MARRIAGE,2.0,A
2005,3076,61636,MARRIAGE,16.0,A
2005,3136,61638,MARRIAGE,37.0,A
2005,3136,61635,MARRIAGE,3.0,A
2005,3136,61634,MARRIAGE,3.0,A
2005,3136,61636,MARRIAGE,34.0,A
2005,3078,61638,MARRIAGE,23.0,A
2005,3078,61635,MARRIAGE,7.0,A
2005,3078,61633,MARRIAGE,3.0,A
2005,3078,61634,MARRIAGE,4.0,A
2005,3078,61636,MARRIAGE,16.0,A
2005,3080,61638,MARRIAGE,158.0,A
2005,3080,61631,MARRIAGE,2.0,A
2005,3080,61635,MARRIAGE,22.0,A
2005,3080,61633,MARRIAGE,12.0,A
2005,3080,61634,MARRIAGE,10.0,A
2005,3080,61636,MARRIAGE,134.0,A
2005,3081,61638,MARRIAGE,4.0,A
2005,3081,61631,MARRIAGE,1.0,A
2005,3081,61636,MARRIAGE,3.0,A
2005,3082,61638,MARRIAGE,90.0,A
2005,3082,61631,MARRIAGE,1.0,A
2005,3082,61635,MARRIAGE,8.0,A
2005,3082,61633,MARRIAGE,3.0,A
2005,3082,61634,MARRIAGE,5.0,A
2005,3082,61636,MARRIAGE,81.0,A
2005,3083,61638,MARRIAGE,22.0,A
2005,3083,61631,MARRIAGE,1.0,A
2005,3083,61635,MARRIAGE,2.0,A
2005,3083,61633,MARRIAGE,1.0,A
2005,3083,61634,MARRIAGE,1.0,A
2005,3083,61636,MARRIAGE,19.0,A
2005,3084,61638,MARRIAGE,1.0,A
2005,3084,61636,MARRIAGE,1.0,A
2005,3085,61638,MARRIAGE,140.0,A
2005,3085,61631,MARRIAGE,14.0,A
2005,3085,61635,MARRIAGE,49.0,A
2005,3085,61633,MARRIAGE,23.0,A
2005,3085,61634,MARRIAGE,26.0,A
2005,3085,61636,MARRIAGE,77.0,A
2005,3086,61638,MARRIAGE,205.0,A
2005,3086,61631,MARRIAGE,42.0,A
2005,3086,61635,MARRIAGE,58.0,A
2005,3086,61633,MARRIAGE,29.0,A
2005,3086,61634,MARRIAGE,29.0,A
2005,3086,61636,MARRIAGE,105.0,A
2005,3087,61638,MARRIAGE,129.0,A
2005,3087,61631,MARRIAGE,4.0,A
2005,3087,61635,MARRIAGE,13.0,A
2005,3087,61633,MARRIAGE,10.0,A
2005,3087,61634,MARRIAGE,3.0,A
2005,3087,61636,MARRIAGE,112.0,A
2005,3088,61638,MARRIAGE,8.0,A
2005,3088,61635,MARRIAGE,2.0,A
2005,3088,61633,MARRIAGE,1.0,A
2005,3088,61634,MARRIAGE,1.0,A
2005,3088,61636,MARRIAGE,6.0,A
2005,3089,61638,MARRIAGE,5.0,A
2005,3089,61635,MARRIAGE,2.0,A
2005,3089,61634,MARRIAGE,2.0,A
2005,3089,61636,MARRIAGE,3.0,A
2005,3090,61638,MARRIAGE,17.0,A
2005,3090,61631,MARRIAGE,3.0,A
2005,3090,61635,MARRIAGE,4.0,A
2005,3090,61633,MARRIAGE,3.0,A
2005,3090,61634,MARRIAGE,1.0,A
2005,3090,61636,MARRIAGE,10.0,A
2005,3091,61638,MARRIAGE,27.0,A
2005,3091,61635,MARRIAGE,2.0,A
2005,3091,61633,MARRIAGE,2.0,A
2005,3091,61636,MARRIAGE,25.0,A
2005,3092,61638,MARRIAGE,131.0,A
2005,3092,61631,MARRIAGE,1.0,A
2005,3092,61635,MARRIAGE,14.0,A
2005,3092,61633,MARRIAGE,7.0,A
2005,3092,61634,MARRIAGE,7.0,A
2005,3092,61636,MARRIAGE,116.0,A
2005,3093,61638,MARRIAGE,5.0,A
2005,3093,61636,MARRIAGE,5.0,A
2005,3094,61638,MARRIAGE,55.0,A
2005,3094,61631,MARRIAGE,15.0,A
2005,3094,61635,MARRIAGE,20.0,A
2005,3094,61633,MARRIAGE,13.0,A
2005,3094,61634,MARRIAGE,7.0,A
2005,3094,61636,MARRIAGE,20.0,A
2005,3095,61638,MARRIAGE,93.0,A
2005,3095,61631,MARRIAGE,1.0,A
2005,3095,61635,MARRIAGE,9.0,A
2005,3095,61633,MARRIAGE,4.0,A
2005,3095,61634,MARRIAGE,5.0,A
2005,3095,61636,MARRIAGE,83.0,A
2005,3096,61638,MARRIAGE,262.0,A
2005,3096,61631,MARRIAGE,4.0,A
2005,3096,61635,MARRIAGE,38.0,A
2005,3096,61633,MARRIAGE,16.0,A
2005,3096,61634,MARRIAGE,22.0,A
2005,3096,61636,MARRIAGE,220.0,A
2005,3097,61638,MARRIAGE,53.0,A
2005,3097,61631,MARRIAGE,23.0,A
2005,3097,61635,MARRIAGE,11.0,A
2005,3097,61633,MARRIAGE,5.0,A
2005,3097,61634,MARRIAGE,6.0,A
2005,3097,61636,MARRIAGE,19.0,A
2005,3098,61638,MARRIAGE,30.0,A
2005,3098,61631,MARRIAGE,1.0,A
2005,3098,61635,MARRIAGE,3.0,A
2005,3098,61633,MARRIAGE,3.0,A
2005,3098,61636,MARRIAGE,26.0,A
2005,3099,61638,MARRIAGE,23.0,A
2005,3099,61635,MARRIAGE,3.0,A
2005,3099,61633,MARRIAGE,3.0,A
2005,3099,61636,MARRIAGE,20.0,A
2005,3100,61638,MARRIAGE,7.0,A
2005,3100,61636,MARRIAGE,7.0,A
2005,3101,61638,MARRIAGE,12.0,A
2005,3101,61635,MARRIAGE,3.0,A
2005,3101,61633,MARRIAGE,1.0,A
2005,3101,61634,MARRIAGE,2.0,A
2005,3101,61636,MARRIAGE,9.0,A
2005,3102,61638,MARRIAGE,83.0,A
2005,3102,61631,MARRIAGE,4.0,A
2005,3102,61635,MARRIAGE,14.0,A
2005,3102,61633,MARRIAGE,9.0,A
2005,3102,61634,MARRIAGE,5.0,A
2005,3102,61636,MARRIAGE,65.0,A
2005,3103,61638,MARRIAGE,6.0,A
2005,3103,61631,MARRIAGE,1.0,A
2005,3103,61635,MARRIAGE,1.0,A
2005,3103,61634,MARRIAGE,1.0,A
2005,3103,61636,MARRIAGE,4.0,A
2005,3104,61638,MARRIAGE,47.0,A
2005,3104,61631,MARRIAGE,1.0,A
2005,3104,61635,MARRIAGE,9.0,A
2005,3104,61633,MARRIAGE,3.0,A
2005,3104,61634,MARRIAGE,6.0,A
2005,3104,61636,MARRIAGE,37.0,A
2005,3105,61638,MARRIAGE,1.0,A
2005,3105,61631,MARRIAGE,1.0,A
2005,3108,61638,MARRIAGE,88.0,A
2005,3108,61631,MARRIAGE,17.0,A
2005,3108,61635,MARRIAGE,21.0,A
2005,3108,61633,MARRIAGE,11.0,A
2005,3108,61634,MARRIAGE,10.0,A
2005,3108,61636,MARRIAGE,50.0,A
2005,3109,61638,MARRIAGE,5.0,A
2005,3109,61635,MARRIAGE,2.0,A
2005,3109,61633,MARRIAGE,1.0,A
2005,3109,61634,MARRIAGE,1.0,A
2005,3109,61636,MARRIAGE,3.0,A
2005,3110,61638,MARRIAGE,234.0,A
2005,3110,61631,MARRIAGE,49.0,A
2005,3110,61635,MARRIAGE,39.0,A
2005,3110,61633,MARRIAGE,22.0,A
2005,3110,61634,MARRIAGE,17.0,A
2005,3110,61636,MARRIAGE,146.0,A
2005,3111,61638,MARRIAGE,19.0,A
2005,3111,61635,MARRIAGE,4.0,A
2005,3111,61633,MARRIAGE,2.0,A
2005,3111,61634,MARRIAGE,2.0,A
2005,3111,61636,MARRIAGE,15.0,A
2005,3112,61638,MARRIAGE,3.0,A
2005,3112,61635,MARRIAGE,1.0,A
2005,3112,61633,MARRIAGE,1.0,A
2005,3112,61636,MARRIAGE,2.0,A
2005,3113,61638,MARRIAGE,9.0,A
2005,3113,61635,MARRIAGE,1.0,A
2005,3113,61633,MARRIAGE,1.0,A
2005,3113,61636,MARRIAGE,8.0,A
2005,3114,61638,MARRIAGE,42.0,A
2005,3114,61631,MARRIAGE,13.0,A
2005,3114,61635,MARRIAGE,13.0,A
2005,3114,61633,MARRIAGE,4.0,A
2005,3114,61634,MARRIAGE,9.0,A
2005,3114,61636,MARRIAGE,16.0,A
2005,3115,61638,MARRIAGE,160.0,A
2005,3115,61631,MARRIAGE,64.0,A
2005,3115,61635,MARRIAGE,36.0,A
2005,3115,61633,MARRIAGE,17.0,A
2005,3115,61634,MARRIAGE,19.0,A
2005,3115,61636,MARRIAGE,60.0,A
2005,3117,61638,MARRIAGE,2.0,A
2005,3117,61635,MARRIAGE,1.0,A
2005,3117,61633,MARRIAGE,1.0,A
2005,3117,61636,MARRIAGE,1.0,A
2005,3116,61638,MARRIAGE,100.0,A
2005,3116,61631,MARRIAGE,15.0,A
2005,3116,61635,MARRIAGE,27.0,A
2005,3116,61633,MARRIAGE,18.0,A
2005,3116,61634,MARRIAGE,9.0,A
