D_TEMPORAL_0;D_TERRITORIO_0;D_EDAD_0;D_SEXO_0;INDICATOR;OBS_VALUE;FREQ
2002;3143;4306;3691;Nacimientos;81865.0;A
2002;3143;4306;3689;Nacimientos;42105.0;A
2002;3143;4306;3690;Nacimientos;39760.0;A
2002;3143;4172;3691;Nacimientos;31.0;A
2002;3143;4172;3689;Nacimientos;14.0;A
2002;3143;4172;3690;Nacimientos;17.0;A
2002;3143;4191;3691;Nacimientos;3347.0;A
2002;3143;4191;3689;Nacimientos;1722.0;A
2002;3143;4191;3690;Nacimientos;1625.0;A
2002;3143;215038;3691;Nacimientos;9722.0;A
2002;3143;215038;3689;Nacimientos;4953.0;A
2002;3143;215038;3690;Nacimientos;4769.0;A
2002;3143;215039;3691;Nacimientos;23252.0;A
2002;3143;215039;3689;Nacimientos;11942.0;A
2002;3143;215039;3690;Nacimientos;11310.0;A
2002;3143;215040;3691;Nacimientos;30114.0;A
2002;3143;215040;3689;Nacimientos;15596.0;A
2002;3143;215040;3690;Nacimientos;14518.0;A
2002;3143;215041;3691;Nacimientos;13394.0;A
2002;3143;215041;3689;Nacimientos;6838.0;A
2002;3143;215041;3690;Nacimientos;6556.0;A
2002;3143;4210;3691;Nacimientos;1915.0;A
2002;3143;4210;3689;Nacimientos;994.0;A
2002;3143;4210;3690;Nacimientos;921.0;A
2002;3143;4235;3691;Nacimientos;85.0;A
2002;3143;4235;3689;Nacimientos;43.0;A
2002;3143;4235;3690;Nacimientos;42.0;A
2002;3143;4305;3691;Nacimientos;5.0;A
2002;3143;4305;3689;Nacimientos;3.0;A
2002;3143;4305;3690;Nacimientos;2.0;A
2002;2352;4306;3691;Nacimientos;6484.0;A
2002;2352;4306;3689;Nacimientos;3267.0;A
2002;2352;4306;3690;Nacimientos;3217.0;A
2002;2352;4172;3691;Nacimientos;4.0;A
2002;2352;4172;3689;Nacimientos;1.0;A
2002;2352;4172;3690;Nacimientos;3.0;A
2002;2352;4191;3691;Nacimientos;334.0;A
2002;2352;4191;3689;Nacimientos;165.0;A
2002;2352;4191;3690;Nacimientos;169.0;A
2002;2352;215038;3691;Nacimientos;1057.0;A
2002;2352;215038;3689;Nacimientos;506.0;A
2002;2352;215038;3690;Nacimientos;551.0;A
2002;2352;215039;3691;Nacimientos;1919.0;A
2002;2352;215039;3689;Nacimientos;975.0;A
2002;2352;215039;3690;Nacimientos;944.0;A
2002;2352;215040;3691;Nacimientos;2092.0;A
2002;2352;215040;3689;Nacimientos;1064.0;A
2002;2352;215040;3690;Nacimientos;1028.0;A
2002;2352;215041;3691;Nacimientos;926.0;A
2002;2352;215041;3689;Nacimientos;476.0;A
2002;2352;215041;3690;Nacimientos;450.0;A
2002;2352;4210;3691;Nacimientos;141.0;A
2002;2352;4210;3689;Nacimientos;75.0;A
2002;2352;4210;3690;Nacimientos;66.0;A
2002;2352;4235;3691;Nacimientos;10.0;A
2002;2352;4235;3689;Nacimientos;4.0;A
2002;2352;4235;3690;Nacimientos;6.0;A
2002;2352;4305;3691;Nacimientos;1.0;A
2002;2352;4305;3689;Nacimientos;1.0;A
2002;2241;4306;3691;Nacimientos;7.0;A
2002;2241;4306;3689;Nacimientos;5.0;A
2002;2241;4306;3690;Nacimientos;2.0;A
2002;2241;215038;3691;Nacimientos;2.0;A
2002;2241;215038;3689;Nacimientos;1.0;A
2002;2241;215038;3690;Nacimientos;1.0;A
2002;2241;215039;3691;Nacimientos;1.0;A
2002;2241;215039;3689;Nacimientos;1.0;A
2002;2241;215040;3691;Nacimientos;1.0;A
2002;2241;215040;3689;Nacimientos;1.0;A
2002;2241;215041;3691;Nacimientos;2.0;A
2002;2241;215041;3689;Nacimientos;2.0;A
2002;2241;4210;3691;Nacimientos;1.0;A
2002;2241;4210;3690;Nacimientos;1.0;A
2002;2242;4306;3691;Nacimientos;10.0;A
2002;2242;4306;3689;Nacimientos;6.0;A
2002;2242;4306;3690;Nacimientos;4.0;A
2002;2242;215038;3691;Nacimientos;1.0;A
2002;2242;215038;3689;Nacimientos;1.0;A
2002;2242;215039;3691;Nacimientos;3.0;A
2002;2242;215039;3689;Nacimientos;2.0;A
2002;2242;215039;3690;Nacimientos;1.0;A
2002;2242;215040;3691;Nacimientos;4.0;A
2002;2242;215040;3689;Nacimientos;2.0;A
2002;2242;215040;3690;Nacimientos;2.0;A
2002;2242;215041;3691;Nacimientos;2.0;A
2002;2242;215041;3689;Nacimientos;1.0;A
2002;2242;215041;3690;Nacimientos;1.0;A
2002;2243;4306;3691;Nacimientos;241.0;A
2002;2243;4306;3689;Nacimientos;127.0;A
2002;2243;4306;3690;Nacimientos;114.0;A
2002;2243;4191;3691;Nacimientos;24.0;A
2002;2243;4191;3689;Nacimientos;10.0;A
2002;2243;4191;3690;Nacimientos;14.0;A
2002;2243;215038;3691;Nacimientos;44.0;A
2002;2243;215038;3689;Nacimientos;22.0;A
2002;2243;215038;3690;Nacimientos;22.0;A
2002;2243;215039;3691;Nacimientos;77.0;A
2002;2243;215039;3689;Nacimientos;40.0;A
2002;2243;215039;3690;Nacimientos;37.0;A
2002;2243;215040;3691;Nacimientos;69.0;A
2002;2243;215040;3689;Nacimientos;41.0;A
2002;2243;215040;3690;Nacimientos;28.0;A
2002;2243;215041;3691;Nacimientos;23.0;A
2002;2243;215041;3689;Nacimientos;11.0;A
2002;2243;215041;3690;Nacimientos;12.0;A
2002;2243;4210;3691;Nacimientos;4.0;A
2002;2243;4210;3689;Nacimientos;3.0;A
2002;2243;4210;3690;Nacimientos;1.0;A
2002;2244;4306;3691;Nacimientos;6.0;A
2002;2244;4306;3689;Nacimientos;5.0;A
2002;2244;4306;3690;Nacimientos;1.0;A
2002;2244;215039;3691;Nacimientos;1.0;A
2002;2244;215039;3690;Nacimientos;1.0;A
2002;2244;215040;3691;Nacimientos;4.0;A
2002;2244;215040;3689;Nacimientos;4.0;A
2002;2244;215041;3691;Nacimientos;1.0;A
2002;2244;215041;3689;Nacimientos;1.0;A
2002;2245;4306;3691;Nacimientos;5.0;A
2002;2245;4306;3689;Nacimientos;1.0;A
2002;2245;4306;3690;Nacimientos;4.0;A
2002;2245;215039;3691;Nacimientos;3.0;A
2002;2245;215039;3689;Nacimientos;1.0;A
2002;2245;215039;3690;Nacimientos;2.0;A
2002;2245;215040;3691;Nacimientos;2.0;A
2002;2245;215040;3690;Nacimientos;2.0;A
2002;2246;4306;3691;Nacimientos;99.0;A
2002;2246;4306;3689;Nacimientos;41.0;A
2002;2246;4306;3690;Nacimientos;58.0;A
2002;2246;4191;3691;Nacimientos;5.0;A
2002;2246;4191;3690;Nacimientos;5.0;A
2002;2246;215038;3691;Nacimientos;21.0;A
2002;2246;215038;3689;Nacimientos;9.0;A
2002;2246;215038;3690;Nacimientos;12.0;A
2002;2246;215039;3691;Nacimientos;29.0;A
2002;2246;215039;3689;Nacimientos;14.0;A
2002;2246;215039;3690;Nacimientos;15.0;A
2002;2246;215040;3691;Nacimientos;25.0;A
2002;2246;215040;3689;Nacimientos;12.0;A
2002;2246;215040;3690;Nacimientos;13.0;A
2002;2246;215041;3691;Nacimientos;17.0;A
2002;2246;215041;3689;Nacimientos;4.0;A
2002;2246;215041;3690;Nacimientos;13.0;A
2002;2246;4210;3691;Nacimientos;2.0;A
2002;2246;4210;3689;Nacimientos;2.0;A
2002;2247;4306;3691;Nacimientos;10.0;A
2002;2247;4306;3689;Nacimientos;5.0;A
2002;2247;4306;3690;Nacimientos;5.0;A
2002;2247;215038;3691;Nacimientos;1.0;A
2002;2247;215038;3689;Nacimientos;1.0;A
2002;2247;215039;3691;Nacimientos;1.0;A
2002;2247;215039;3690;Nacimientos;1.0;A
2002;2247;215040;3691;Nacimientos;6.0;A
2002;2247;215040;3689;Nacimientos;3.0;A
2002;2247;215040;3690;Nacimientos;3.0;A
2002;2247;215041;3691;Nacimientos;2.0;A
2002;2247;215041;3689;Nacimientos;1.0;A
2002;2247;215041;3690;Nacimientos;1.0;A
2002;2248;4306;3691;Nacimientos;3.0;A
2002;2248;4306;3689;Nacimientos;3.0;A
2002;2248;215040;3691;Nacimientos;3.0;A
2002;2248;215040;3689;Nacimientos;3.0;A
2002;2250;4306;3691;Nacimientos;6.0;A
2002;2250;4306;3689;Nacimientos;1.0;A
2002;2250;4306;3690;Nacimientos;5.0;A
2002;2250;215038;3691;Nacimientos;3.0;A
2002;2250;215038;3689;Nacimientos;1.0;A
2002;2250;215038;3690;Nacimientos;2.0;A
2002;2250;215039;3691;Nacimientos;2.0;A
2002;2250;215039;3690;Nacimientos;2.0;A
2002;2250;215040;3691;Nacimientos;1.0;A
2002;2250;215040;3690;Nacimientos;1.0;A
