D_TEMPORAL_0;D_TERRITORIO_0;D_SEXO_0;D_EDAD_0;INDICATOR;OBS_VALUE;FREQ
2015;3143;3691;4306;Defunciones;72001.0;A
2015;3143;3691;58924;Defunciones;235.0;A
2015;3143;3691;4159;Defunciones;32.0;A
2015;3143;3691;4165;Defunciones;33.0;A
2015;3143;3691;4171;Defunciones;36.0;A
2015;3143;3691;4178;Defunciones;79.0;A
2015;3143;3691;4184;Defunciones;112.0;A
2015;3143;3691;4190;Defunciones;145.0;A
2015;3143;3691;4197;Defunciones;259.0;A
2015;3143;3691;4203;Defunciones;451.0;A
2015;3143;3691;4209;Defunciones;686.0;A
2015;3143;3691;4216;Defunciones;1238.0;A
2015;3143;3691;4222;Defunciones;2018.0;A
2015;3143;3691;4228;Defunciones;2675.0;A
2015;3143;3691;4234;Defunciones;3235.0;A
2015;3143;3691;4241;Defunciones;4454.0;A
2015;3143;3691;4247;Defunciones;6119.0;A
2015;3143;3691;4253;Defunciones;8956.0;A
2015;3143;3691;4259;Defunciones;14184.0;A
2015;3143;3691;58926;Defunciones;14404.0;A
2015;3143;3691;58927;Defunciones;9424.0;A
2015;3143;3691;4277;Defunciones;2731.0;A
2015;3143;3691;4304;Defunciones;495.0;A
2015;3143;3689;4306;Defunciones;36821.0;A
2015;3143;3689;58924;Defunciones;119.0;A
2015;3143;3689;4159;Defunciones;19.0;A
2015;3143;3689;4165;Defunciones;17.0;A
2015;3143;3689;4171;Defunciones;19.0;A
2015;3143;3689;4178;Defunciones;62.0;A
2015;3143;3689;4184;Defunciones;79.0;A
2015;3143;3689;4190;Defunciones;97.0;A
2015;3143;3689;4197;Defunciones;190.0;A
2015;3143;3689;4203;Defunciones;284.0;A
2015;3143;3689;4209;Defunciones;440.0;A
2015;3143;3689;4216;Defunciones;777.0;A
2015;3143;3689;4222;Defunciones;1413.0;A
2015;3143;3689;4228;Defunciones;1841.0;A
2015;3143;3689;4234;Defunciones;2261.0;A
2015;3143;3689;4241;Defunciones;3094.0;A
2015;3143;3689;4247;Defunciones;4011.0;A
2015;3143;3689;4253;Defunciones;5241.0;A
2015;3143;3689;4259;Defunciones;7137.0;A
2015;3143;3689;58926;Defunciones;5798.0;A
2015;3143;3689;58927;Defunciones;3107.0;A
2015;3143;3689;4277;Defunciones;724.0;A
2015;3143;3689;4304;Defunciones;91.0;A
2015;3143;3690;4306;Defunciones;35180.0;A
2015;3143;3690;58924;Defunciones;116.0;A
2015;3143;3690;4159;Defunciones;13.0;A
2015;3143;3690;4165;Defunciones;16.0;A
2015;3143;3690;4171;Defunciones;17.0;A
2015;3143;3690;4178;Defunciones;17.0;A
2015;3143;3690;4184;Defunciones;33.0;A
2015;3143;3690;4190;Defunciones;48.0;A
2015;3143;3690;4197;Defunciones;69.0;A
2015;3143;3690;4203;Defunciones;167.0;A
2015;3143;3690;4209;Defunciones;246.0;A
2015;3143;3690;4216;Defunciones;461.0;A
2015;3143;3690;4222;Defunciones;605.0;A
2015;3143;3690;4228;Defunciones;834.0;A
2015;3143;3690;4234;Defunciones;974.0;A
2015;3143;3690;4241;Defunciones;1360.0;A
2015;3143;3690;4247;Defunciones;2108.0;A
2015;3143;3690;4253;Defunciones;3715.0;A
2015;3143;3690;4259;Defunciones;7047.0;A
2015;3143;3690;58926;Defunciones;8606.0;A
2015;3143;3690;58927;Defunciones;6317.0;A
2015;3143;3690;4277;Defunciones;2007.0;A
2015;3143;3690;4304;Defunciones;404.0;A
2015;2352;3691;4306;Defunciones;5307.0;A
2015;2352;3691;58924;Defunciones;28.0;A
2015;2352;3691;4159;Defunciones;4.0;A
2015;2352;3691;4165;Defunciones;6.0;A
2015;2352;3691;4171;Defunciones;4.0;A
2015;2352;3691;4178;Defunciones;5.0;A
2015;2352;3691;4184;Defunciones;11.0;A
2015;2352;3691;4190;Defunciones;13.0;A
2015;2352;3691;4197;Defunciones;33.0;A
2015;2352;3691;4203;Defunciones;55.0;A
2015;2352;3691;4209;Defunciones;59.0;A
2015;2352;3691;4216;Defunciones;102.0;A
2015;2352;3691;4222;Defunciones;143.0;A
2015;2352;3691;4228;Defunciones;227.0;A
2015;2352;3691;4234;Defunciones;255.0;A
2015;2352;3691;4241;Defunciones;340.0;A
2015;2352;3691;4247;Defunciones;455.0;A
2015;2352;3691;4253;Defunciones;620.0;A
2015;2352;3691;4259;Defunciones;986.0;A
2015;2352;3691;58926;Defunciones;1043.0;A
2015;2352;3691;58927;Defunciones;686.0;A
2015;2352;3691;4277;Defunciones;196.0;A
2015;2352;3691;4304;Defunciones;36.0;A
2015;2352;3689;4306;Defunciones;2801.0;A
2015;2352;3689;58924;Defunciones;16.0;A
2015;2352;3689;4159;Defunciones;1.0;A
2015;2352;3689;4165;Defunciones;4.0;A
2015;2352;3689;4171;Defunciones;3.0;A
2015;2352;3689;4178;Defunciones;4.0;A
2015;2352;3689;4184;Defunciones;8.0;A
2015;2352;3689;4190;Defunciones;10.0;A
2015;2352;3689;4197;Defunciones;25.0;A
2015;2352;3689;4203;Defunciones;32.0;A
2015;2352;3689;4209;Defunciones;42.0;A
2015;2352;3689;4216;Defunciones;63.0;A
2015;2352;3689;4222;Defunciones;104.0;A
2015;2352;3689;4228;Defunciones;165.0;A
2015;2352;3689;4234;Defunciones;183.0;A
2015;2352;3689;4241;Defunciones;242.0;A
2015;2352;3689;4247;Defunciones;298.0;A
2015;2352;3689;4253;Defunciones;361.0;A
2015;2352;3689;4259;Defunciones;510.0;A
2015;2352;3689;58926;Defunciones;446.0;A
2015;2352;3689;58927;Defunciones;220.0;A
2015;2352;3689;4277;Defunciones;55.0;A
2015;2352;3689;4304;Defunciones;9.0;A
2015;2352;3690;4306;Defunciones;2506.0;A
2015;2352;3690;58924;Defunciones;12.0;A
2015;2352;3690;4159;Defunciones;3.0;A
2015;2352;3690;4165;Defunciones;2.0;A
2015;2352;3690;4171;Defunciones;1.0;A
2015;2352;3690;4178;Defunciones;1.0;A
2015;2352;3690;4184;Defunciones;3.0;A
2015;2352;3690;4190;Defunciones;3.0;A
2015;2352;3690;4197;Defunciones;8.0;A
2015;2352;3690;4203;Defunciones;23.0;A
2015;2352;3690;4209;Defunciones;17.0;A
2015;2352;3690;4216;Defunciones;39.0;A
2015;2352;3690;4222;Defunciones;39.0;A
2015;2352;3690;4228;Defunciones;62.0;A
2015;2352;3690;4234;Defunciones;72.0;A
2015;2352;3690;4241;Defunciones;98.0;A
2015;2352;3690;4247;Defunciones;157.0;A
2015;2352;3690;4253;Defunciones;259.0;A
2015;2352;3690;4259;Defunciones;476.0;A
2015;2352;3690;58926;Defunciones;597.0;A
2015;2352;3690;58927;Defunciones;466.0;A
2015;2352;3690;4277;Defunciones;141.0;A
2015;2352;3690;4304;Defunciones;27.0;A
2015;2241;3691;4306;Defunciones;16.0;A
2015;2241;3691;4253;Defunciones;3.0;A
2015;2241;3691;4259;Defunciones;5.0;A
2015;2241;3691;58926;Defunciones;3.0;A
2015;2241;3691;58927;Defunciones;4.0;A
2015;2241;3691;4277;Defunciones;1.0;A
2015;2241;3689;4306;Defunciones;9.0;A
2015;2241;3689;4253;Defunciones;3.0;A
2015;2241;3689;4259;Defunciones;1.0;A
2015;2241;3689;58926;Defunciones;2.0;A
2015;2241;3689;58927;Defunciones;3.0;A
2015;2241;3690;4306;Defunciones;7.0;A
2015;2241;3690;4259;Defunciones;4.0;A
