D_TEMPORAL_0;D_TERRITORIO_0;D_EDAD_0;D_SEXO_0;INDICATOR;OBS_VALUE;FREQ
2020;2243;4191;3689;Nacimientos;2.0;A
2020;2243;4191;3690;Nacimientos;4.0;A
2020;2243;215038;3691;Nacimientos;32.0;A
2020;2243;215038;3689;Nacimientos;15.0;A
2020;2243;215038;3690;Nacimientos;17.0;A
2020;2243;215039;3691;Nacimientos;53.0;A
2020;2243;215039;3689;Nacimientos;30.0;A
2020;2243;215039;3690;Nacimientos;23.0;A
2020;2243;215040;3691;Nacimientos;75.0;A
2020;2243;215040;3689;Nacimientos;40.0;A
2020;2243;215040;3690;Nacimientos;35.0;A
2020;2243;215041;3691;Nacimientos;56.0;A
2020;2243;215041;3689;Nacimientos;32.0;A
2020;2243;215041;3690;Nacimientos;24.0;A
2020;2243;4210;3691;Nacimientos;14.0;A
2020;2243;4210;3689;Nacimientos;7.0;A
2020;2243;4210;3690;Nacimientos;7.0;A
2020;2244;4306;3691;Nacimientos;2.0;A
2020;2244;4306;3689;Nacimientos;2.0;A
2020;2244;215040;3691;Nacimientos;2.0;A
2020;2244;215040;3689;Nacimientos;2.0;A
2020;2245;4306;3691;Nacimientos;4.0;A
2020;2245;4306;3689;Nacimientos;1.0;A
2020;2245;4306;3690;Nacimientos;3.0;A
2020;2245;215039;3691;Nacimientos;1.0;A
2020;2245;215039;3689;Nacimientos;1.0;A
2020;2245;215040;3691;Nacimientos;1.0;A
2020;2245;215040;3690;Nacimientos;1.0;A
2020;2245;215041;3691;Nacimientos;1.0;A
2020;2245;215041;3690;Nacimientos;1.0;A
2020;2245;4210;3691;Nacimientos;1.0;A
2020;2245;4210;3690;Nacimientos;1.0;A
2020;2246;4306;3691;Nacimientos;107.0;A
2020;2246;4306;3689;Nacimientos;57.0;A
2020;2246;4306;3690;Nacimientos;50.0;A
2020;2246;4191;3691;Nacimientos;1.0;A
2020;2246;4191;3689;Nacimientos;1.0;A
2020;2246;215038;3691;Nacimientos;12.0;A
2020;2246;215038;3689;Nacimientos;7.0;A
2020;2246;215038;3690;Nacimientos;5.0;A
2020;2246;215039;3691;Nacimientos;34.0;A
2020;2246;215039;3689;Nacimientos;18.0;A
2020;2246;215039;3690;Nacimientos;16.0;A
2020;2246;215040;3691;Nacimientos;26.0;A
2020;2246;215040;3689;Nacimientos;14.0;A
2020;2246;215040;3690;Nacimientos;12.0;A
2020;2246;215041;3691;Nacimientos;22.0;A
2020;2246;215041;3689;Nacimientos;11.0;A
2020;2246;215041;3690;Nacimientos;11.0;A
2020;2246;4210;3691;Nacimientos;10.0;A
2020;2246;4210;3689;Nacimientos;5.0;A
2020;2246;4210;3690;Nacimientos;5.0;A
2020;2246;4235;3691;Nacimientos;2.0;A
2020;2246;4235;3689;Nacimientos;1.0;A
2020;2246;4235;3690;Nacimientos;1.0;A
2020;2247;4306;3691;Nacimientos;9.0;A
2020;2247;4306;3689;Nacimientos;6.0;A
2020;2247;4306;3690;Nacimientos;3.0;A
2020;2247;215038;3691;Nacimientos;2.0;A
2020;2247;215038;3689;Nacimientos;1.0;A
2020;2247;215038;3690;Nacimientos;1.0;A
2020;2247;215039;3691;Nacimientos;3.0;A
2020;2247;215039;3689;Nacimientos;2.0;A
2020;2247;215039;3690;Nacimientos;1.0;A
2020;2247;215040;3691;Nacimientos;2.0;A
2020;2247;215040;3689;Nacimientos;1.0;A
2020;2247;215040;3690;Nacimientos;1.0;A
2020;2247;215041;3691;Nacimientos;2.0;A
2020;2247;215041;3689;Nacimientos;2.0;A
2020;2250;4306;3691;Nacimientos;5.0;A
2020;2250;4306;3689;Nacimientos;2.0;A
2020;2250;4306;3690;Nacimientos;3.0;A
2020;2250;4191;3691;Nacimientos;1.0;A
2020;2250;4191;3690;Nacimientos;1.0;A
2020;2250;215039;3691;Nacimientos;1.0;A
2020;2250;215039;3689;Nacimientos;1.0;A
2020;2250;215041;3691;Nacimientos;3.0;A
2020;2250;215041;3689;Nacimientos;1.0;A
2020;2250;215041;3690;Nacimientos;2.0;A
2020;2251;4306;3691;Nacimientos;35.0;A
2020;2251;4306;3689;Nacimientos;17.0;A
2020;2251;4306;3690;Nacimientos;18.0;A
2020;2251;4191;3691;Nacimientos;1.0;A
2020;2251;4191;3690;Nacimientos;1.0;A
2020;2251;215038;3691;Nacimientos;3.0;A
2020;2251;215038;3689;Nacimientos;2.0;A
2020;2251;215038;3690;Nacimientos;1.0;A
2020;2251;215039;3691;Nacimientos;9.0;A
2020;2251;215039;3689;Nacimientos;6.0;A
2020;2251;215039;3690;Nacimientos;3.0;A
2020;2251;215040;3691;Nacimientos;9.0;A
2020;2251;215040;3689;Nacimientos;4.0;A
2020;2251;215040;3690;Nacimientos;5.0;A
2020;2251;215041;3691;Nacimientos;10.0;A
2020;2251;215041;3689;Nacimientos;5.0;A
2020;2251;215041;3690;Nacimientos;5.0;A
2020;2251;4210;3691;Nacimientos;3.0;A
2020;2251;4210;3690;Nacimientos;3.0;A
2020;2253;4306;3691;Nacimientos;1807.0;A
2020;2253;4306;3689;Nacimientos;906.0;A
2020;2253;4306;3690;Nacimientos;901.0;A
2020;2253;4191;3691;Nacimientos;60.0;A
2020;2253;4191;3689;Nacimientos;22.0;A
2020;2253;4191;3690;Nacimientos;38.0;A
2020;2253;215038;3691;Nacimientos;227.0;A
2020;2253;215038;3689;Nacimientos;109.0;A
2020;2253;215038;3690;Nacimientos;118.0;A
2020;2253;215039;3691;Nacimientos;335.0;A
2020;2253;215039;3689;Nacimientos;178.0;A
2020;2253;215039;3690;Nacimientos;157.0;A
2020;2253;215040;3691;Nacimientos;559.0;A
2020;2253;215040;3689;Nacimientos;295.0;A
2020;2253;215040;3690;Nacimientos;264.0;A
2020;2253;215041;3691;Nacimientos;453.0;A
2020;2253;215041;3689;Nacimientos;217.0;A
2020;2253;215041;3690;Nacimientos;236.0;A
2020;2253;4210;3691;Nacimientos;160.0;A
2020;2253;4210;3689;Nacimientos;80.0;A
2020;2253;4210;3690;Nacimientos;80.0;A
2020;2253;4235;3691;Nacimientos;12.0;A
2020;2253;4235;3689;Nacimientos;4.0;A
2020;2253;4235;3690;Nacimientos;8.0;A
2020;2253;4305;3691;Nacimientos;1.0;A
2020;2253;4305;3689;Nacimientos;1.0;A
2020;2256;4306;3691;Nacimientos;28.0;A
2020;2256;4306;3689;Nacimientos;15.0;A
2020;2256;4306;3690;Nacimientos;13.0;A
2020;2256;215038;3691;Nacimientos;3.0;A
2020;2256;215038;3689;Nacimientos;3.0;A
2020;2256;215039;3691;Nacimientos;3.0;A
2020;2256;215039;3689;Nacimientos;2.0;A
2020;2256;215039;3690;Nacimientos;1.0;A
2020;2256;215040;3691;Nacimientos;13.0;A
2020;2256;215040;3689;Nacimientos;6.0;A
2020;2256;215040;3690;Nacimientos;7.0;A
2020;2256;215041;3691;Nacimientos;7.0;A
2020;2256;215041;3689;Nacimientos;2.0;A
2020;2256;215041;3690;Nacimientos;5.0;A
2020;2256;4210;3691;Nacimientos;2.0;A
2020;2256;4210;3689;Nacimientos;2.0;A
2020;2257;4306;3691;Nacimientos;5.0;A
2020;2257;4306;3689;Nacimientos;2.0;A
2020;2257;4306;3690;Nacimientos;3.0;A
2020;2257;215040;3691;Nacimientos;2.0;A
2020;2257;215040;3689;Nacimientos;1.0;A
2020;2257;215040;3690;Nacimientos;1.0;A
2020;2257;215041;3691;Nacimientos;3.0;A
2020;2257;215041;3689;Nacimientos;1.0;A
2020;2257;215041;3690;Nacimientos;2.0;A
2020;9563;4306;3691;Nacimientos;17.0;A
2020;9563;4306;3689;Nacimientos;12.0;A
2020;9563;4306;3690;Nacimientos;5.0;A
2020;9563;215038;3691;Nacimientos;3.0;A
2020;9563;215038;3689;Nacimientos;2.0;A
2020;9563;215038;3690;Nacimientos;1.0;A
2020;9563;215039;3691;Nacimientos;5.0;A
2020;9563;215039;3689;Nacimientos;5.0;A
2020;9563;215040;3691;Nacimientos;5.0;A
2020;9563;215040;3689;Nacimientos;5.0;A
2020;9563;215041;3691;Nacimientos;2.0;A
2020;9563;215041;3690;Nacimientos;2.0;A
2020;9563;4210;3691;Nacimientos;2.0;A
2020;9563;4210;3690;Nacimientos;2.0;A
2020;2260;4306;3691;Nacimientos;1.0;A
2020;2260;4306;3689;Nacimientos;1.0;A
2020;2260;215041;3691;Nacimientos;1.0;A
2020;2260;215041;3689;Nacimientos;1.0;A
2020;2262;4306;3691;Nacimientos;1.0;A
2020;2262;4306;3689;Nacimientos;1.0;A
2020;2262;215040;3691;Nacimientos;1.0;A
2020;2262;215040;3689;Nacimientos;1.0;A
2020;2263;4306;3691;Nacimientos;2.0;A
2020;2263;4306;3689;Nacimientos;2.0;A
2020;2263;215039;3691;Nacimientos;1.0;A
2020;2263;215039;3689;Nacimientos;1.0;A
2020;2263;215040;3691;Nacimientos;1.0;A
2020;2263;215040;3689;Nacimientos;1.0;A
2020;2264;4306;3691;Nacimientos;43.0;A
2020;2264;4306;3689;Nacimientos;24.0;A
2020;2264;4306;3690;Nacimientos;19.0;A
2020;2264;4191;3691;Nacimientos;2.0;A
2020;2264;4191;3689;Nacimientos;1.0;A
2020;2264;4191;3690;Nacimientos;1.0;A
2020;2264;215038;3691;Nacimientos;1.0;A
2020;2264;215038;3689;Nacimientos;1.0;A
2020;2264;215039;3691;Nacimientos;10.0;A
2020;2264;215039;3689;Nacimientos;5.0;A
2020;2264;215039;3690;Nacimientos;5.0;A
2020;2264;215040;3691;Nacimientos;15.0;A
2020;2264;215040;3689;Nacimientos;7.0;A
2020;2264;215040;3690;Nacimientos;8.0;A
2020;2264;215041;3691;Nacimientos;10.0;A
2020;2264;215041;3689;Nacimientos;7.0;A
2020;2264;215041;3690;Nacimientos;3.0;A
2020;2264;4210;3691;Nacimientos;5.0;A
2020;2264;4210;3689;Nacimientos;3.0;A
2020;2264;4210;3690;Nacimientos;2.0;A
2020;2268;4306;3691;Nacimientos;1.0;A
2020;2268;4306;3689;Nacimientos;1.0;A
2020;2268;215039;3691;Nacimientos;1.0;A
2020;2268;215039;3689;Nacimientos;1.0;A
2020;2269;4306;3691;Nacimientos;102.0;A
2020;2269;4306;3689;Nacimientos;52.0;A
2020;2269;4306;3690;Nacimientos;50.0;A
2020;2269;4191;3691;Nacimientos;1.0;A
2020;2269;4191;3689;Nacimientos;1.0;A
2020;2269;215038;3691;Nacimientos;13.0;A
2020;2269;215038;3689;Nacimientos;8.0;A
2020;2269;215038;3690;Nacimientos;5.0;A
2020;2269;215039;3691;Nacimientos;21.0;A
2020;2269;215039;3689;Nacimientos;12.0;A
2020;2269;215039;3690;Nacimientos;9.0;A
2020;2269;215040;3691;Nacimientos;38.0;A
2020;2269;215040;3689;Nacimientos;16.0;A
2020;2269;215040;3690;Nacimientos;22.0;A
2020;2269;215041;3691;Nacimientos;18.0;A
2020;2269;215041;3689;Nacimientos;10.0;A
2020;2269;215041;3690;Nacimientos;8.0;A
2020;2269;4210;3691;Nacimientos;11.0;A
2020;2269;4210;3689;Nacimientos;5.0;A
2020;2269;4210;3690;Nacimientos;6.0;A
2020;2270;4306;3691;Nacimientos;4.0;A
2020;2270;4306;3689;Nacimientos;2.0;A
2020;2270;4306;3690;Nacimientos;2.0;A
2020;2270;215039;3691;Nacimientos;2.0;A
2020;2270;215039;3689;Nacimientos;1.0;A
2020;2270;215039;3690;Nacimientos;1.0;A
2020;2270;215040;3691;Nacimientos;1.0;A
2020;2270;215040;3689;Nacimientos;1.0;A
2020;2270;4210;3691;Nacimientos;1.0;A
2020;2270;4210;3690;Nacimientos;1.0;A
2020;2271;4306;3691;Nacimientos;9.0;A
2020;2271;4306;3689;Nacimientos;5.0;A
2020;2271;4306;3690;Nacimientos;4.0;A
2020;2271;215038;3691;Nacimientos;4.0;A
2020;2271;215038;3689;Nacimientos;1.0;A
2020;2271;215038;3690;Nacimientos;3.0;A
2020;2271;215039;3691;Nacimientos;2.0;A
2020;2271;215039;3689;Nacimientos;2.0;A
2020;2271;215040;3691;Nacimientos;2.0;A
2020;2271;215040;3689;Nacimientos;1.0;A
2020;2271;215040;3690;Nacimientos;1.0;A
2020;2271;215041;3691;Nacimientos;1.0;A
2020;2271;215041;3689;Nacimientos;1.0;A
2020;2272;4306;3691;Nacimientos;64.0;A
2020;2272;4306;3689;Nacimientos;36.0;A
2020;2272;4306;3690;Nacimientos;28.0;A
2020;2272;215038;3691;Nacimientos;5.0;A
2020;2272;215038;3689;Nacimientos;3.0;A
2020;2272;215038;3690;Nacimientos;2.0;A
2020;2272;215039;3691;Nacimientos;16.0;A
2020;2272;215039;3689;Nacimientos;10.0;A
2020;2272;215039;3690;Nacimientos;6.0;A
2020;2272;215040;3691;Nacimientos;23.0;A
2020;2272;215040;3689;Nacimientos;12.0;A
2020;2272;215040;3690;Nacimientos;11.0;A
2020;2272;215041;3691;Nacimientos;14.0;A
2020;2272;215041;3689;Nacimientos;9.0;A
2020;2272;215041;3690;Nacimientos;5.0;A
2020;2272;4210;3691;Nacimientos;5.0;A
2020;2272;4210;3689;Nacimientos;2.0;A
2020;2272;4210;3690;Nacimientos;3.0;A
2020;2272;4235;3691;Nacimientos;1.0;A
2020;2272;4235;3690;Nacimientos;1.0;A
2020;2273;4306;3691;Nacimientos;1.0;A
2020;2273;4306;3690;Nacimientos;1.0;A
2020;2273;215041;3691;Nacimientos;1.0;A
2020;2273;215041;3690;Nacimientos;1.0;A
2020;2277;4306;3691;Nacimientos;2.0;A
2020;2277;4306;3689;Nacimientos;1.0;A
2020;2277;4306;3690;Nacimientos;1.0;A
2020;2277;215039;3691;Nacimientos;1.0;A
2020;2277;215039;3690;Nacimientos;1.0;A
2020;2277;215041;3691;Nacimientos;1.0;A
2020;2277;215041;3689;Nacimientos;1.0;A
2020;2278;4306;3691;Nacimientos;9.0;A
2020;2278;4306;3689;Nacimientos;5.0;A
2020;2278;4306;3690;Nacimientos;4.0;A
2020;2278;215039;3691;Nacimientos;1.0;A
2020;2278;215039;3690;Nacimientos;1.0;A
2020;2278;215040;3691;Nacimientos;6.0;A
2020;2278;215040;3689;Nacimientos;3.0;A
2020;2278;215040;3690;Nacimientos;3.0;A
2020;2278;215041;3691;Nacimientos;2.0;A
2020;2278;215041;3689;Nacimientos;2.0;A
2020;2276;4306;3691;Nacimientos;155.0;A
2020;2276;4306;3689;Nacimientos;80.0;A
2020;2276;4306;3690;Nacimientos;75.0;A
2020;2276;4191;3691;Nacimientos;9.0;A
2020;2276;4191;3689;Nacimientos;6.0;A
2020;2276;4191;3690;Nacimientos;3.0;A
2020;2276;215038;3691;Nacimientos;19.0;A
2020;2276;215038;3689;Nacimientos;9.0;A
2020;2276;215038;3690;Nacimientos;10.0;A
2020;2276;215039;3691;Nacimientos;36.0;A
2020;2276;215039;3689;Nacimientos;11.0;A
2020;2276;215039;3690;Nacimientos;25.0;A
2020;2276;215040;3691;Nacimientos;50.0;A
2020;2276;215040;3689;Nacimientos;29.0;A
2020;2276;215040;3690;Nacimientos;21.0;A
2020;2276;215041;3691;Nacimientos;35.0;A
2020;2276;215041;3689;Nacimientos;23.0;A
2020;2276;215041;3690;Nacimientos;12.0;A
2020;2276;4210;3691;Nacimientos;6.0;A
2020;2276;4210;3689;Nacimientos;2.0;A
2020;2276;4210;3690;Nacimientos;4.0;A
2020;2279;4306;3691;Nacimientos;35.0;A
2020;2279;4306;3689;Nacimientos;15.0;A
2020;2279;4306;3690;Nacimientos;20.0;A
2020;2279;215038;3691;Nacimientos;3.0;A
2020;2279;215038;3689;Nacimientos;2.0;A
2020;2279;215038;3690;Nacimientos;1.0;A
2020;2279;215039;3691;Nacimientos;5.0;A
2020;2279;215039;3689;Nacimientos;3.0;A
2020;2279;215039;3690;Nacimientos;2.0;A
2020;2279;215040;3691;Nacimientos;14.0;A
2020;2279;215040;3689;Nacimientos;5.0;A
2020;2279;215040;3690;Nacimientos;9.0;A
2020;2279;215041;3691;Nacimientos;8.0;A
2020;2279;215041;3689;Nacimientos;4.0;A
2020;2279;215041;3690;Nacimientos;4.0;A
2020;2279;4210;3691;Nacimientos;5.0;A
2020;2279;4210;3689;Nacimientos;1.0;A
2020;2279;4210;3690;Nacimientos;4.0;A
2020;2347;4306;3691;Nacimientos;1090.0;A
2020;2347;4306;3689;Nacimientos;575.0;A
2020;2347;4306;3690;Nacimientos;515.0;A
2020;2347;4172;3691;Nacimientos;1.0;A
2020;2347;4172;3689;Nacimientos;1.0;A
2020;2347;4191;3691;Nacimientos;36.0;A
2020;2347;4191;3689;Nacimientos;17.0;A
2020;2347;4191;3690;Nacimientos;19.0;A
2020;2347;215038;3691;Nacimientos;139.0;A
2020;2347;215038;3689;Nacimientos;81.0;A
2020;2347;215038;3690;Nacimientos;58.0;A
2020;2347;215039;3691;Nacimientos;270.0;A
2020;2347;215039;3689;Nacimientos;132.0;A
2020;2347;215039;3690;Nacimientos;138.0;A
2020;2347;215040;3691;Nacimientos;334.0;A
2020;2347;215040;3689;Nacimientos;173.0;A
2020;2347;215040;3690;Nacimientos;161.0;A
2020;2347;215041;3691;Nacimientos;222.0;A
2020;2347;215041;3689;Nacimientos;124.0;A
2020;2347;215041;3690;Nacimientos;98.0;A
2020;2347;4210;3691;Nacimientos;83.0;A
2020;2347;4210;3689;Nacimientos;46.0;A
2020;2347;4210;3690;Nacimientos;37.0;A
2020;2347;4235;3691;Nacimientos;5.0;A
2020;2347;4235;3689;Nacimientos;1.0;A
2020;2347;4235;3690;Nacimientos;4.0;A
2020;2282;4306;3691;Nacimientos;5.0;A
2020;2282;4306;3689;Nacimientos;1.0;A
2020;2282;4306;3690;Nacimientos;4.0;A
2020;2282;215039;3691;Nacimientos;3.0;A
2020;2282;215039;3689;Nacimientos;1.0;A
2020;2282;215039;3690;Nacimientos;2.0;A
2020;2282;215040;3691;Nacimientos;1.0;A
2020;2282;215040;3690;Nacimientos;1.0;A
2020;2282;215041;3691;Nacimientos;1.0;A
2020;2282;215041;3690;Nacimientos;1.0;A
2020;2284;4306;3691;Nacimientos;2.0;A
2020;2284;4306;3690;Nacimientos;2.0;A
2020;2284;215039;3691;Nacimientos;1.0;A
2020;2284;215039;3690;Nacimientos;1.0;A
2020;2284;4235;3691;Nacimientos;1.0;A
2020;2284;4235;3690;Nacimientos;1.0;A
2020;2285;4306;3691;Nacimientos;22.0;A
2020;2285;4306;3689;Nacimientos;14.0;A
2020;2285;4306;3690;Nacimientos;8.0;A
2020;2285;4191;3691;Nacimientos;1.0;A
2020;2285;4191;3690;Nacimientos;1.0;A
2020;2285;215038;3691;Nacimientos;3.0;A
2020;2285;215038;3689;Nacimientos;1.0;A
2020;2285;215038;3690;Nacimientos;2.0;A
2020;2285;215039;3691;Nacimientos;5.0;A
2020;2285;215039;3689;Nacimientos;3.0;A
2020;2285;215039;3690;Nacimientos;2.0;A
2020;2285;215040;3691;Nacimientos;6.0;A
2020;2285;215040;3689;Nacimientos;3.0;A
2020;2285;215040;3690;Nacimientos;3.0;A
2020;2285;215041;3691;Nacimientos;5.0;A
2020;2285;215041;3689;Nacimientos;5.0;A
2020;2285;4210;3691;Nacimientos;2.0;A
2020;2285;4210;3689;Nacimientos;2.0;A
2020;2286;4306;3691;Nacimientos;14.0;A
2020;2286;4306;3689;Nacimientos;7.0;A
2020;2286;4306;3690;Nacimientos;7.0;A
2020;2286;215038;3691;Nacimientos;2.0;A
2020;2286;215038;3689;Nacimientos;2.0;A
2020;2286;215039;3691;Nacimientos;7.0;A
2020;2286;215039;3689;Nacimientos;4.0;A
2020;2286;215039;3690;Nacimientos;3.0;A
2020;2286;215040;3691;Nacimientos;2.0;A
2020;2286;215040;3690;Nacimientos;2.0;A
2020;2286;215041;3691;Nacimientos;2.0;A
2020;2286;215041;3689;Nacimientos;1.0;A
2020;2286;215041;3690;Nacimientos;1.0;A
2020;2286;4210;3691;Nacimientos;1.0;A
2020;2286;4210;3690;Nacimientos;1.0;A
2020;2287;4306;3691;Nacimientos;3.0;A
2020;2287;4306;3689;Nacimientos;2.0;A
2020;2287;4306;3690;Nacimientos;1.0;A
2020;2287;215039;3691;Nacimientos;2.0;A
2020;2287;215039;3689;Nacimientos;1.0;A
2020;2287;215039;3690;Nacimientos;1.0;A
2020;2287;215040;3691;Nacimientos;1.0;A
2020;2287;215040;3689;Nacimientos;1.0;A
2020;2288;4306;3691;Nacimientos;34.0;A
2020;2288;4306;3689;Nacimientos;15.0;A
2020;2288;4306;3690;Nacimientos;19.0;A
2020;2288;4191;3691;Nacimientos;1.0;A
2020;2288;4191;3690;Nacimientos;1.0;A
2020;2288;215038;3691;Nacimientos;7.0;A
2020;2288;215038;3689;Nacimientos;2.0;A
2020;2288;215038;3690;Nacimientos;5.0;A
2020;2288;215039;3691;Nacimientos;10.0;A
2020;2288;215039;3689;Nacimientos;2.0;A
2020;2288;215039;3690;Nacimientos;8.0;A
2020;2288;215040;3691;Nacimientos;11.0;A
2020;2288;215040;3689;Nacimientos;7.0;A
2020;2288;215040;3690;Nacimientos;4.0;A
2020;2288;215041;3691;Nacimientos;5.0;A
2020;2288;215041;3689;Nacimientos;4.0;A
2020;2288;215041;3690;Nacimientos;1.0;A
2020;2289;4306;3691;Nacimientos;20.0;A
2020;2289;4306;3689;Nacimientos;14.0;A
2020;2289;4306;3690;Nacimientos;6.0;A
2020;2289;4191;3691;Nacimientos;1.0;A
2020;2289;4191;3690;Nacimientos;1.0;A
2020;2289;215038;3691;Nacimientos;1.0;A
2020;2289;215038;3689;Nacimientos;1.0;A
2020;2289;215039;3691;Nacimientos;7.0;A
2020;2289;215039;3689;Nacimientos;5.0;A
2020;2289;215039;3690;Nacimientos;2.0;A
2020;2289;215040;3691;Nacimientos;10.0;A
2020;2289;215040;3689;Nacimientos;8.0;A
2020;2289;215040;3690;Nacimientos;2.0;A
2020;2289;215041;3691;Nacimientos;1.0;A
2020;2289;215041;3690;Nacimientos;1.0;A
2020;2290;4306;3691;Nacimientos;90.0;A
2020;2290;4306;3689;Nacimientos;46.0;A
2020;2290;4306;3690;Nacimientos;44.0;A
2020;2290;4191;3691;Nacimientos;3.0;A
2020;2290;4191;3689;Nacimientos;1.0;A
2020;2290;4191;3690;Nacimientos;2.0;A
2020;2290;215038;3691;Nacimientos;14.0;A
2020;2290;215038;3689;Nacimientos;4.0;A
2020;2290;215038;3690;Nacimientos;10.0;A
2020;2290;215039;3691;Nacimientos;19.0;A
2020;2290;215039;3689;Nacimientos;9.0;A
2020;2290;215039;3690;Nacimientos;10.0;A
2020;2290;215040;3691;Nacimientos;23.0;A
2020;2290;215040;3689;Nacimientos;10.0;A
2020;2290;215040;3690;Nacimientos;13.0;A
2020;2290;215041;3691;Nacimientos;26.0;A
2020;2290;215041;3689;Nacimientos;19.0;A
2020;2290;215041;3690;Nacimientos;7.0;A
2020;2290;4210;3691;Nacimientos;5.0;A
2020;2290;4210;3689;Nacimientos;3.0;A
2020;2290;4210;3690;Nacimientos;2.0;A
2020;2291;4306;3691;Nacimientos;14.0;A
2020;2291;4306;3689;Nacimientos;7.0;A
2020;2291;4306;3690;Nacimientos;7.0;A
2020;2291;4191;3691;Nacimientos;1.0;A
2020;2291;4191;3690;Nacimientos;1.0;A
2020;2291;215038;3691;Nacimientos;1.0;A
2020;2291;215038;3689;Nacimientos;1.0;A
2020;2291;215039;3691;Nacimientos;5.0;A
2020;2291;215039;3689;Nacimientos;3.0;A
2020;2291;215039;3690;Nacimientos;2.0;A
2020;2291;215040;3691;Nacimientos;4.0;A
