D_TEMPORAL_0;D_SEXO_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2008;3690;2949;Nacimientos;199.0;A
2008;3690;2950;Nacimientos;17.0;A
2008;3690;2951;Nacimientos;6.0;A
2008;3690;2952;Nacimientos;35.0;A
2008;3690;2953;Nacimientos;130.0;A
2008;3690;2954;Nacimientos;15.0;A
2008;3690;2955;Nacimientos;5.0;A
2008;3690;2956;Nacimientos;;A
2008;3690;2957;Nacimientos;12.0;A
2008;3690;2958;Nacimientos;12.0;A
2008;3690;2960;Nacimientos;19.0;A
2008;3690;2959;Nacimientos;10.0;A
2008;3690;2961;Nacimientos;2.0;A
2008;3690;2962;Nacimientos;383.0;A
2008;3690;2963;Nacimientos;1.0;A
2008;3690;2964;Nacimientos;7.0;A
2008;3690;2965;Nacimientos;325.0;A
2008;3690;2966;Nacimientos;13.0;A
2008;3690;2967;Nacimientos;13.0;A
2008;3690;2968;Nacimientos;;A
2008;3690;2969;Nacimientos;14.0;A
2008;3690;2970;Nacimientos;17.0;A
2008;3690;2971;Nacimientos;2.0;A
2008;3690;2972;Nacimientos;7.0;A
2008;3690;2973;Nacimientos;7.0;A
2008;3690;2974;Nacimientos;1.0;A
2008;3690;2975;Nacimientos;3.0;A
2008;3690;2976;Nacimientos;;A
2008;3690;2977;Nacimientos;3.0;A
2008;3690;2978;Nacimientos;3236.0;A
2008;3690;2979;Nacimientos;87.0;A
2008;3690;2980;Nacimientos;900.0;A
2008;3690;2981;Nacimientos;453.0;A
2008;3690;2982;Nacimientos;5.0;A
2008;3690;2983;Nacimientos;23.0;A
2008;3690;2984;Nacimientos;14.0;A
2008;3690;2985;Nacimientos;7.0;A
2008;3690;2986;Nacimientos;103.0;A
2008;3690;2987;Nacimientos;16.0;A
2008;3690;2988;Nacimientos;;A
2008;3690;2990;Nacimientos;12.0;A
2008;3690;2991;Nacimientos;45.0;A
2008;3690;2992;Nacimientos;;A
2008;3690;2994;Nacimientos;286.0;A
2008;3690;2995;Nacimientos;10.0;A
2008;3690;2996;Nacimientos;208.0;A
2008;3690;2997;Nacimientos;;A
2008;3690;2998;Nacimientos;4.0;A
2008;3690;2999;Nacimientos;1.0;A
2008;3690;3000;Nacimientos;13.0;A
2008;3690;3001;Nacimientos;19.0;A
2008;3690;3002;Nacimientos;6.0;A
2008;3690;3015;Nacimientos;327.0;A
2008;3690;3003;Nacimientos;75.0;A
2008;3690;3004;Nacimientos;1.0;A
2008;3690;3005;Nacimientos;8.0;A
2008;3690;3006;Nacimientos;498.0;A
2008;3690;3007;Nacimientos;17.0;A
2008;3690;3010;Nacimientos;8.0;A
2008;3690;3008;Nacimientos;16.0;A
2008;3690;3009;Nacimientos;20.0;A
2008;3690;3011;Nacimientos;8.0;A
2008;3690;3012;Nacimientos;16.0;A
2008;3690;3142;Nacimientos;12221.0;A
2008;3690;3024;Nacimientos;7.0;A
2008;3690;3025;Nacimientos;11.0;A
2008;3690;3026;Nacimientos;34.0;A
2008;3690;3028;Nacimientos;585.0;A
2008;3690;3029;Nacimientos;87.0;A
2008;3690;3030;Nacimientos;25.0;A
2008;3690;3031;Nacimientos;122.0;A
2008;3690;3032;Nacimientos;3.0;A
2008;3690;3033;Nacimientos;4.0;A
2008;3690;3034;Nacimientos;48.0;A
2008;3690;3035;Nacimientos;136.0;A
2008;3690;3037;Nacimientos;27.0;A
2008;3690;3038;Nacimientos;36.0;A
2008;3690;3039;Nacimientos;13.0;A
2008;3690;3040;Nacimientos;69.0;A
2008;3690;3041;Nacimientos;91.0;A
2008;3690;3042;Nacimientos;151.0;A
2008;3690;3043;Nacimientos;69.0;A
2008;3690;3044;Nacimientos;67.0;A
2008;3690;3045;Nacimientos;113.0;A
2008;3690;3046;Nacimientos;178.0;A
2008;3690;3047;Nacimientos;24.0;A
2008;3690;3048;Nacimientos;85.0;A
2008;3690;3133;Nacimientos;18.0;A
2008;3690;3049;Nacimientos;140.0;A
2008;3690;3050;Nacimientos;13.0;A
2008;3690;3051;Nacimientos;39.0;A
2008;3690;3052;Nacimientos;20.0;A
2008;3690;3053;Nacimientos;15.0;A
2008;3690;3054;Nacimientos;104.0;A
2008;3690;3055;Nacimientos;3.0;A
2008;3690;3056;Nacimientos;8.0;A
2008;3690;3057;Nacimientos;26.0;A
2008;3690;3058;Nacimientos;31.0;A
2008;3690;3059;Nacimientos;222.0;A
2008;3690;3060;Nacimientos;8.0;A
2008;3690;3061;Nacimientos;28.0;A
2008;3690;3062;Nacimientos;24.0;A
2008;3690;3137;Nacimientos;37.0;A
2008;3690;3063;Nacimientos;905.0;A
2008;3690;3064;Nacimientos;269.0;A
2008;3690;3065;Nacimientos;120.0;A
2008;3690;3066;Nacimientos;64.0;A
2008;3690;3067;Nacimientos;32.0;A
2008;3690;3068;Nacimientos;4.0;A
2008;3690;3069;Nacimientos;71.0;A
2008;3690;3070;Nacimientos;37.0;A
2008;3690;3071;Nacimientos;25.0;A
2008;3690;3072;Nacimientos;79.0;A
2008;3690;3073;Nacimientos;8.0;A
2008;3690;3074;Nacimientos;87.0;A
2008;3690;3075;Nacimientos;42.0;A
2008;3690;3076;Nacimientos;12.0;A
2008;3690;3136;Nacimientos;41.0;A
2008;3690;3078;Nacimientos;21.0;A
2008;3690;3080;Nacimientos;166.0;A
2008;3690;3081;Nacimientos;2.0;A
2008;3690;3082;Nacimientos;135.0;A
2008;3690;3083;Nacimientos;23.0;A
2008;3690;3084;Nacimientos;2.0;A
2008;3690;3085;Nacimientos;157.0;A
2008;3690;3086;Nacimientos;269.0;A
2008;3690;3087;Nacimientos;133.0;A
2008;3690;3088;Nacimientos;14.0;A
2008;3690;3089;Nacimientos;12.0;A
2008;3690;3090;Nacimientos;16.0;A
2008;3690;3091;Nacimientos;42.0;A
2008;3690;3092;Nacimientos;167.0;A
2008;3690;3093;Nacimientos;5.0;A
2008;3690;3094;Nacimientos;57.0;A
2008;3690;3095;Nacimientos;113.0;A
2008;3690;3096;Nacimientos;265.0;A
2008;3690;3097;Nacimientos;56.0;A
2008;3690;3098;Nacimientos;40.0;A
2008;3690;3099;Nacimientos;34.0;A
2008;3690;3100;Nacimientos;10.0;A
2008;3690;3101;Nacimientos;23.0;A
2008;3690;3102;Nacimientos;102.0;A
2008;3690;3103;Nacimientos;8.0;A
2008;3690;3104;Nacimientos;66.0;A
2008;3690;3105;Nacimientos;20.0;A
2008;3690;3108;Nacimientos;80.0;A
2008;3690;3109;Nacimientos;8.0;A
2008;3690;3110;Nacimientos;266.0;A
2008;3690;3111;Nacimientos;26.0;A
2008;3690;3112;Nacimientos;9.0;A
2008;3690;3113;Nacimientos;16.0;A
2008;3690;3114;Nacimientos;37.0;A
2008;3690;3115;Nacimientos;155.0;A
2008;3690;3117;Nacimientos;2.0;A
2008;3690;3116;Nacimientos;77.0;A
2008;3690;3118;Nacimientos;59.0;A
2008;3690;3119;Nacimientos;23.0;A
2008;3690;3120;Nacimientos;4012.0;A
2008;3690;3121;Nacimientos;62.0;A
2008;3690;3122;Nacimientos;169.0;A
2008;3690;3123;Nacimientos;68.0;A
2008;3690;3124;Nacimientos;323.0;A
2008;3690;3126;Nacimientos;47.0;A
2008;3690;3127;Nacimientos;29.0;A
2008;3690;3130;Nacimientos;6.0;A
2008;3690;3128;Nacimientos;54.0;A
2008;3690;3129;Nacimientos;22.0;A
2008;3690;3131;Nacimientos;50.0;A
2008;3690;3132;Nacimientos;146.0;A
2007;3690;3143;Nacimientos;46576.0;A
2007;3690;2352;Nacimientos;4102.0;A
2007;3690;2241;Nacimientos;2.0;A
2007;3690;2242;Nacimientos;2.0;A
2007;3690;2243;Nacimientos;117.0;A
2007;3690;2244;Nacimientos;4.0;A
2007;3690;2245;Nacimientos;;A
2007;3690;2246;Nacimientos;62.0;A
2007;3690;2247;Nacimientos;2.0;A
2007;3690;2248;Nacimientos;5.0;A
2007;3690;2249;Nacimientos;;A
2007;3690;2250;Nacimientos;8.0;A
2007;3690;2251;Nacimientos;17.0;A
2007;3690;2252;Nacimientos;;A
2007;3690;2253;Nacimientos;1098.0;A
2007;3690;2254;Nacimientos;1.0;A
2007;3690;2255;Nacimientos;;A
2007;3690;2256;Nacimientos;18.0;A
2007;3690;2257;Nacimientos;14.0;A
2007;3690;2258;Nacimientos;;A
2007;3690;2259;Nacimientos;;A
2007;3690;2260;Nacimientos;;A
2007;3690;2262;Nacimientos;3.0;A
2007;3690;2263;Nacimientos;;A
2007;3690;2264;Nacimientos;22.0;A
2007;3690;2267;Nacimientos;;A
2007;3690;2268;Nacimientos;1.0;A
2007;3690;2269;Nacimientos;85.0;A
2007;3690;2270;Nacimientos;2.0;A
2007;3690;2271;Nacimientos;10.0;A
2007;3690;2272;Nacimientos;47.0;A
2007;3690;2278;Nacimientos;5.0;A
2007;3690;2274;Nacimientos;;A
2007;3690;2276;Nacimientos;89.0;A
2007;3690;2279;Nacimientos;18.0;A
2007;3690;2347;Nacimientos;539.0;A
2007;3690;2282;Nacimientos;1.0;A
2007;3690;2284;Nacimientos;2.0;A
2007;3690;2285;Nacimientos;15.0;A
2007;3690;2286;Nacimientos;12.0;A
2007;3690;2287;Nacimientos;3.0;A
2007;3690;2288;Nacimientos;16.0;A
2007;3690;2289;Nacimientos;9.0;A
2007;3690;2290;Nacimientos;56.0;A
2007;3690;2291;Nacimientos;4.0;A
2007;3690;2292;Nacimientos;2.0;A
2007;3690;2293;Nacimientos;159.0;A
2007;3690;2294;Nacimientos;113.0;A
2007;3690;2295;Nacimientos;;A
2007;3690;2296;Nacimientos;2.0;A
2007;3690;2297;Nacimientos;2.0;A
2007;3690;2298;Nacimientos;15.0;A
2007;3690;2299;Nacimientos;;A
2007;3690;2300;Nacimientos;3.0;A
2007;3690;2301;Nacimientos;4.0;A
2007;3690;2302;Nacimientos;1.0;A
2007;3690;2303;Nacimientos;31.0;A
2007;3690;2304;Nacimientos;5.0;A
2007;3690;2305;Nacimientos;17.0;A
2007;3690;2348;Nacimientos;45.0;A
2007;3690;2306;Nacimientos;1.0;A
2007;3690;2307;Nacimientos;160.0;A
2007;3690;2308;Nacimientos;1.0;A
2007;3690;2309;Nacimientos;;A
2007;3690;2310;Nacimientos;37.0;A
2007;3690;2311;Nacimientos;6.0;A
2007;3690;2312;Nacimientos;1.0;A
2007;3690;2313;Nacimientos;1.0;A
2007;3690;2314;Nacimientos;;A
2007;3690;2315;Nacimientos;29.0;A
2007;3690;2316;Nacimientos;53.0;A
2007;3690;2317;Nacimientos;6.0;A
2007;3690;2318;Nacimientos;;A
2007;3690;2319;Nacimientos;15.0;A
2007;3690;2320;Nacimientos;659.0;A
2007;3690;2321;Nacimientos;;A
2007;3690;2322;Nacimientos;1.0;A
2007;3690;2324;Nacimientos;4.0;A
2007;3690;2325;Nacimientos;;A
2007;3690;2326;Nacimientos;1.0;A
2007;3690;2327;Nacimientos;15.0;A
2007;3690;2329;Nacimientos;7.0;A
2007;3690;2330;Nacimientos;3.0;A
2007;3690;2331;Nacimientos;3.0;A
2007;3690;2332;Nacimientos;1.0;A
2007;3690;2333;Nacimientos;14.0;A
2007;3690;2346;Nacimientos;2.0;A
2007;3690;2334;Nacimientos;16.0;A
2007;3690;2336;Nacimientos;1.0;A
2007;3690;2337;Nacimientos;3.0;A
2007;3690;2338;Nacimientos;;A
2007;3690;2339;Nacimientos;4.0;A
2007;3690;2340;Nacimientos;32.0;A
2007;3690;2341;Nacimientos;109.0;A
2007;3690;2342;Nacimientos;32.0;A
2007;3690;2343;Nacimientos;186.0;A
2007;3690;2344;Nacimientos;11.0;A
2007;3690;2402;Nacimientos;7109.0;A
2007;3690;2353;Nacimientos;31.0;A
2007;3690;2354;Nacimientos;26.0;A
2007;3690;2355;Nacimientos;7.0;A
2007;3690;2356;Nacimientos;728.0;A
2007;3690;2357;Nacimientos;31.0;A
2007;3690;2358;Nacimientos;190.0;A
2007;3690;2359;Nacimientos;33.0;A
2007;3690;2361;Nacimientos;141.0;A
2007;3690;2397;Nacimientos;39.0;A
2007;3690;2362;Nacimientos;3.0;A
2007;3690;2363;Nacimientos;42.0;A
2007;3690;2364;Nacimientos;8.0;A
2007;3690;2365;Nacimientos;522.0;A
2007;3690;2366;Nacimientos;16.0;A
2007;3690;2368;Nacimientos;528.0;A
2007;3690;2369;Nacimientos;111.0;A
2007;3690;2367;Nacimientos;113.0;A
2007;3690;2370;Nacimientos;22.0;A
2007;3690;2371;Nacimientos;8.0;A
2007;3690;2372;Nacimientos;9.0;A
2007;3690;2373;Nacimientos;1345.0;A
2007;3690;2374;Nacimientos;58.0;A
2007;3690;2375;Nacimientos;434.0;A
2007;3690;2376;Nacimientos;78.0;A
2007;3690;2377;Nacimientos;39.0;A
2007;3690;2378;Nacimientos;53.0;A
2007;3690;2379;Nacimientos;33.0;A
2007;3690;2380;Nacimientos;594.0;A
2007;3690;2381;Nacimientos;55.0;A
2007;3690;2382;Nacimientos;49.0;A
2007;3690;2383;Nacimientos;165.0;A
2007;3690;2384;Nacimientos;620.0;A
2007;3690;2398;Nacimientos;16.0;A
2007;3690;2386;Nacimientos;161.0;A
2007;3690;2385;Nacimientos;402.0;A
2007;3690;2387;Nacimientos;19.0;A
2007;3690;2388;Nacimientos;104.0;A
2007;3690;2389;Nacimientos;1.0;A
2007;3690;2390;Nacimientos;39.0;A
2007;3690;2391;Nacimientos;73.0;A
2007;3690;2392;Nacimientos;75.0;A
2007;3690;2393;Nacimientos;2.0;A
2007;3690;2394;Nacimientos;75.0;A
2007;3690;2395;Nacimientos;11.0;A
2007;3690;2482;Nacimientos;3990.0;A
2007;3690;2403;Nacimientos;10.0;A
2007;3690;2404;Nacimientos;56.0;A
2007;3690;2405;Nacimientos;7.0;A
2007;3690;2406;Nacimientos;7.0;A
2007;3690;2407;Nacimientos;57.0;A
2007;3690;2408;Nacimientos;6.0;A
2007;3690;2409;Nacimientos;106.0;A
2007;3690;2410;Nacimientos;13.0;A
2007;3690;2411;Nacimientos;9.0;A
2007;3690;2412;Nacimientos;27.0;A
2007;3690;2413;Nacimientos;3.0;A
2007;3690;2414;Nacimientos;34.0;A
2007;3690;2415;Nacimientos;82.0;A
2007;3690;2416;Nacimientos;8.0;A
2007;3690;2417;Nacimientos;6.0;A
2007;3690;2418;Nacimientos;10.0;A
2007;3690;2419;Nacimientos;75.0;A
2007;3690;2420;Nacimientos;19.0;A
2007;3690;2421;Nacimientos;33.0;A
2007;3690;2423;Nacimientos;1785.0;A
2007;3690;2424;Nacimientos;27.0;A
2007;3690;2425;Nacimientos;10.0;A
2007;3690;2426;Nacimientos;16.0;A
2007;3690;2427;Nacimientos;12.0;A
2007;3690;2428;Nacimientos;14.0;A
2007;3690;2429;Nacimientos;45.0;A
2007;3690;2430;Nacimientos;2.0;A
2007;3690;2431;Nacimientos;13.0;A
2007;3690;2432;Nacimientos;52.0;A
2007;3690;2433;Nacimientos;4.0;A
2007;3690;2434;Nacimientos;;A
2007;3690;2435;Nacimientos;9.0;A
2007;3690;2436;Nacimientos;;A
2007;3690;2437;Nacimientos;25.0;A
2007;3690;2438;Nacimientos;16.0;A
2007;3690;2439;Nacimientos;14.0;A
2007;3690;2440;Nacimientos;258.0;A
2007;3690;2441;Nacimientos;15.0;A
2007;3690;2442;Nacimientos;24.0;A
2007;3690;2443;Nacimientos;21.0;A
2007;3690;2444;Nacimientos;118.0;A
2007;3690;2445;Nacimientos;61.0;A
2007;3690;2446;Nacimientos;9.0;A
2007;3690;2447;Nacimientos;23.0;A
2007;3690;2448;Nacimientos;25.0;A
2007;3690;2449;Nacimientos;13.0;A
2007;3690;2450;Nacimientos;;A
2007;3690;2451;Nacimientos;113.0;A
2007;3690;2452;Nacimientos;7.0;A
2007;3690;2453;Nacimientos;6.0;A
2007;3690;2454;Nacimientos;33.0;A
2007;3690;2455;Nacimientos;40.0;A
2007;3690;2456;Nacimientos;85.0;A
2007;3690;2457;Nacimientos;56.0;A
2007;3690;2458;Nacimientos;159.0;A
2007;3690;2459;Nacimientos;38.0;A
2007;3690;2460;Nacimientos;61.0;A
2007;3690;2461;Nacimientos;3.0;A
2007;3690;2463;Nacimientos;2.0;A
2007;3690;2462;Nacimientos;27.0;A
2007;3690;2464;Nacimientos;2.0;A
2007;3690;2465;Nacimientos;4.0;A
2007;3690;2466;Nacimientos;1.0;A
2007;3690;2467;Nacimientos;19.0;A
2007;3690;2468;Nacimientos;46.0;A
2007;3690;2469;Nacimientos;32.0;A
2007;3690;2470;Nacimientos;5.0;A
2007;3690;2471;Nacimientos;37.0;A
2007;3690;2472;Nacimientos;6.0;A
2007;3690;2473;Nacimientos;10.0;A
2007;3690;2474;Nacimientos;1.0;A
2007;3690;2475;Nacimientos;9.0;A
2007;3690;2476;Nacimientos;8.0;A
2007;3690;2477;Nacimientos;1.0;A
2007;3690;2713;Nacimientos;5103.0;A
2007;3690;2483;Nacimientos;;A
2007;3690;2484;Nacimientos;3.0;A
2007;3690;2485;Nacimientos;97.0;A
2007;3690;2486;Nacimientos;;A
2007;3690;2487;Nacimientos;3.0;A
2007;3690;2488;Nacimientos;38.0;A
2007;3690;2489;Nacimientos;2.0;A
2007;3690;2493;Nacimientos;2.0;A
2007;3690;2494;Nacimientos;34.0;A
2007;3690;2495;Nacimientos;10.0;A
2007;3690;2496;Nacimientos;31.0;A
2007;3690;2497;Nacimientos;47.0;A
2007;3690;2498;Nacimientos;3.0;A
2007;3690;2499;Nacimientos;1.0;A
2007;3690;2500;Nacimientos;127.0;A
2007;3690;2699;Nacimientos;;A
2007;3690;2501;Nacimientos;3.0;A
2007;3690;2503;Nacimientos;8.0;A
2007;3690;2504;Nacimientos;161.0;A
2007;3690;2505;Nacimientos;113.0;A
2007;3690;2506;Nacimientos;107.0;A
2007;3690;2507;Nacimientos;3.0;A
2007;3690;2508;Nacimientos;6.0;A
2007;3690;2511;Nacimientos;26.0;A
2007;3690;2512;Nacimientos;3.0;A
2007;3690;2513;Nacimientos;8.0;A
2007;3690;2514;Nacimientos;;A
2007;3690;2516;Nacimientos;2.0;A
2007;3690;2517;Nacimientos;4.0;A
2007;3690;2518;Nacimientos;;A
2007;3690;2519;Nacimientos;8.0;A
2007;3690;2520;Nacimientos;28.0;A
2007;3690;2602;Nacimientos;;A
2007;3690;2521;Nacimientos;1.0;A
2007;3690;2522;Nacimientos;5.0;A
2007;3690;2523;Nacimientos;1.0;A
2007;3690;2524;Nacimientos;4.0;A
2007;3690;2526;Nacimientos;3.0;A
2007;3690;2527;Nacimientos;;A
2007;3690;2528;Nacimientos;;A
2007;3690;2529;Nacimientos;6.0;A
2007;3690;2530;Nacimientos;7.0;A
2007;3690;2531;Nacimientos;42.0;A
2007;3690;2544;Nacimientos;40.0;A
2007;3690;2546;Nacimientos;7.0;A
2007;3690;2548;Nacimientos;108.0;A
2007;3690;2532;Nacimientos;22.0;A
2007;3690;2533;Nacimientos;;A
2007;3690;2534;Nacimientos;13.0;A
2007;3690;2535;Nacimientos;7.0;A
2007;3690;2537;Nacimientos;7.0;A
2007;3690;2538;Nacimientos;3.0;A
2007;3690;2707;Nacimientos;7.0;A
2007;3690;2541;Nacimientos;13.0;A
2007;3690;2542;Nacimientos;55.0;A
2007;3690;2549;Nacimientos;10.0;A
2007;3690;2550;Nacimientos;2.0;A
2007;3690;2553;Nacimientos;1.0;A
2007;3690;2554;Nacimientos;6.0;A
2007;3690;2555;Nacimientos;6.0;A
2007;3690;2556;Nacimientos;2.0;A
2007;3690;2557;Nacimientos;;A
2007;3690;2558;Nacimientos;32.0;A
2007;3690;2559;Nacimientos;;A
2007;3690;2561;Nacimientos;;A
2007;3690;2563;Nacimientos;7.0;A
2007;3690;2565;Nacimientos;4.0;A
2007;3690;2566;Nacimientos;30.0;A
2007;3690;2700;Nacimientos;161.0;A
2007;3690;2569;Nacimientos;3.0;A
2007;3690;2570;Nacimientos;;A
2007;3690;2571;Nacimientos;32.0;A
2007;3690;2572;Nacimientos;4.0;A
2007;3690;2573;Nacimientos;2.0;A
2007;3690;2574;Nacimientos;1250.0;A
2007;3690;2575;Nacimientos;15.0;A
2007;3690;2576;Nacimientos;116.0;A
2007;3690;2701;Nacimientos;8.0;A
2007;3690;2580;Nacimientos;25.0;A
2007;3690;2581;Nacimientos;18.0;A
2007;3690;2582;Nacimientos;15.0;A
2007;3690;2583;Nacimientos;4.0;A
2007;3690;2584;Nacimientos;2.0;A
2007;3690;2585;Nacimientos;40.0;A
2007;3690;2586;Nacimientos;8.0;A
2007;3690;2587;Nacimientos;59.0;A
2007;3690;2588;Nacimientos;70.0;A
2007;3690;2589;Nacimientos;61.0;A
2007;3690;2590;Nacimientos;8.0;A
2007;3690;2592;Nacimientos;57.0;A
2007;3690;2594;Nacimientos;5.0;A
2007;3690;2595;Nacimientos;3.0;A
2007;3690;2596;Nacimientos;3.0;A
2007;3690;2598;Nacimientos;18.0;A
2007;3690;2599;Nacimientos;2.0;A
2007;3690;2603;Nacimientos;23.0;A
2007;3690;2604;Nacimientos;19.0;A
2007;3690;2605;Nacimientos;;A
2007;3690;2607;Nacimientos;6.0;A
2007;3690;2608;Nacimientos;2.0;A
2007;3690;2609;Nacimientos;;A
2007;3690;2610;Nacimientos;100.0;A
2007;3690;2611;Nacimientos;1.0;A
2007;3690;2612;Nacimientos;;A
2007;3690;2614;Nacimientos;;A
2007;3690;2616;Nacimientos;146.0;A
2007;3690;2617;Nacimientos;5.0;A
2007;3690;2621;Nacimientos;22.0;A
2007;3690;2622;Nacimientos;15.0;A
2007;3690;2623;Nacimientos;44.0;A
2007;3690;2624;Nacimientos;22.0;A
2007;3690;2625;Nacimientos;5.0;A
2007;3690;2626;Nacimientos;5.0;A
2007;3690;2627;Nacimientos;21.0;A
2007;3690;2704;Nacimientos;5.0;A
2007;3690;2629;Nacimientos;396.0;A
2007;3690;2630;Nacimientos;3.0;A
2007;3690;2698;Nacimientos;3.0;A
2007;3690;2632;Nacimientos;5.0;A
2007;3690;2633;Nacimientos;7.0;A
2007;3690;2634;Nacimientos;73.0;A
2007;3690;2635;Nacimientos;1.0;A
2007;3690;2636;Nacimientos;20.0;A
2007;3690;2637;Nacimientos;2.0;A
2007;3690;2639;Nacimientos;44.0;A
2007;3690;2641;Nacimientos;7.0;A
2007;3690;2642;Nacimientos;73.0;A
2007;3690;2643;Nacimientos;5.0;A
2007;3690;2705;Nacimientos;6.0;A
2007;3690;2646;Nacimientos;11.0;A
2007;3690;2647;Nacimientos;74.0;A
2007;3690;2648;Nacimientos;4.0;A
2007;3690;2650;Nacimientos;;A
2007;3690;2651;Nacimientos;11.0;A
2007;3690;2652;Nacimientos;;A
2007;3690;2653;Nacimientos;11.0;A
2007;3690;2654;Nacimientos;33.0;A
2007;3690;2656;Nacimientos;16.0;A
2007;3690;2657;Nacimientos;2.0;A
2007;3690;2659;Nacimientos;;A
2007;3690;2660;Nacimientos;17.0;A
2007;3690;2662;Nacimientos;77.0;A
2007;3690;2663;Nacimientos;4.0;A
2007;3690;2664;Nacimientos;84.0;A
2007;3690;2665;Nacimientos;;A
2007;3690;2666;Nacimientos;;A
2007;3690;2696;Nacimientos;3.0;A
2007;3690;2667;Nacimientos;5.0;A
2007;3690;2668;Nacimientos;1.0;A
2007;3690;2669;Nacimientos;4.0;A
2007;3690;2670;Nacimientos;;A
2007;3690;2671;Nacimientos;5.0;A
2007;3690;2697;Nacimientos;4.0;A
2007;3690;2702;Nacimientos;6.0;A
2007;3690;2672;Nacimientos;3.0;A
2007;3690;2706;Nacimientos;122.0;A
2007;3690;2673;Nacimientos;5.0;A
2007;3690;2674;Nacimientos;2.0;A
2007;3690;2638;Nacimientos;44.0;A
2007;3690;2703;Nacimientos;6.0;A
2007;3690;2676;Nacimientos;3.0;A
2007;3690;2677;Nacimientos;10.0;A
2007;3690;2678;Nacimientos;4.0;A
2007;3690;2681;Nacimientos;14.0;A
2007;3690;2708;Nacimientos;3.0;A
2007;3690;2682;Nacimientos;106.0;A
2007;3690;2683;Nacimientos;5.0;A
2007;3690;2797;Nacimientos;2763.0;A
2007;3690;2714;Nacimientos;2.0;A
2007;3690;2715;Nacimientos;120.0;A
2007;3690;2716;Nacimientos;1.0;A
2007;3690;2717;Nacimientos;7.0;A
2007;3690;2718;Nacimientos;125.0;A
2007;3690;2719;Nacimientos;18.0;A
2007;3690;2720;Nacimientos;43.0;A
2007;3690;2721;Nacimientos;11.0;A
2007;3690;2722;Nacimientos;3.0;A
2007;3690;2723;Nacimientos;101.0;A
2007;3690;2724;Nacimientos;18.0;A
2007;3690;2725;Nacimientos;;A
2007;3690;2726;Nacimientos;87.0;A
2007;3690;2727;Nacimientos;31.0;A
2007;3690;2728;Nacimientos;2.0;A
2007;3690;2729;Nacimientos;3.0;A
2007;3690;2730;Nacimientos;13.0;A
2007;3690;2731;Nacimientos;10.0;A
2007;3690;2732;Nacimientos;;A
2007;3690;2733;Nacimientos;1.0;A
2007;3690;2734;Nacimientos;89.0;A
2007;3690;2735;Nacimientos;1.0;A
2007;3690;2736;Nacimientos;6.0;A
2007;3690;2743;Nacimientos;13.0;A
2007;3690;2737;Nacimientos;;A
2007;3690;2738;Nacimientos;15.0;A
2007;3690;2739;Nacimientos;2.0;A
2007;3690;2741;Nacimientos;2.0;A
2007;3690;2742;Nacimientos;6.0;A
2007;3690;2744;Nacimientos;6.0;A
2007;3690;2745;Nacimientos;12.0;A
2007;3690;2746;Nacimientos;4.0;A
2007;3690;2747;Nacimientos;5.0;A
2007;3690;2748;Nacimientos;69.0;A
2007;3690;2749;Nacimientos;;A
2007;3690;2750;Nacimientos;4.0;A
2007;3690;2751;Nacimientos;7.0;A
2007;3690;2752;Nacimientos;;A
2007;3690;2753;Nacimientos;15.0;A
2007;3690;2754;Nacimientos;822.0;A
2007;3690;2755;Nacimientos;146.0;A
2007;3690;2756;Nacimientos;10.0;A
2007;3690;2757;Nacimientos;164.0;A
2007;3690;2759;Nacimientos;18.0;A
2007;3690;2760;Nacimientos;;A
2007;3690;2761;Nacimientos;2.0;A
2007;3690;2762;Nacimientos;14.0;A
2007;3690;2763;Nacimientos;122.0;A
2007;3690;2764;Nacimientos;2.0;A
2007;3690;2765;Nacimientos;21.0;A
2007;3690;2766;Nacimientos;32.0;A
2007;3690;2767;Nacimientos;78.0;A
2007;3690;2768;Nacimientos;62.0;A
2007;3690;2769;Nacimientos;11.0;A
2007;3690;2770;Nacimientos;6.0;A
2007;3690;2771;Nacimientos;15.0;A
2007;3690;2773;Nacimientos;76.0;A
2007;3690;2775;Nacimientos;38.0;A
2007;3690;2776;Nacimientos;6.0;A
2007;3690;2777;Nacimientos;7.0;A
2007;3690;2778;Nacimientos;63.0;A
2007;3690;2780;Nacimientos;1.0;A
2007;3690;2779;Nacimientos;1.0;A
2007;3690;2781;Nacimientos;6.0;A
2007;3690;2782;Nacimientos;;A
2007;3690;2783;Nacimientos;11.0;A
2007;3690;2784;Nacimientos;47.0;A
2007;3690;2785;Nacimientos;;A
2007;3690;2786;Nacimientos;61.0;A
2007;3690;2787;Nacimientos;13.0;A
2007;3690;2788;Nacimientos;8.0;A
2007;3690;2789;Nacimientos;1.0;A
2007;3690;2790;Nacimientos;8.0;A
2007;3690;2791;Nacimientos;20.0;A
2007;3690;2792;Nacimientos;14.0;A
2007;3690;2793;Nacimientos;5.0;A
2007;3690;2911;Nacimientos;3243.0;A
2007;3690;2798;Nacimientos;3.0;A
2007;3690;2800;Nacimientos;102.0;A
2007;3690;2801;Nacimientos;44.0;A
2007;3690;2802;Nacimientos;1.0;A
2007;3690;2803;Nacimientos;218.0;A
2007;3690;2804;Nacimientos;26.0;A
2007;3690;2805;Nacimientos;19.0;A
2007;3690;2806;Nacimientos;5.0;A
2007;3690;2907;Nacimientos;9.0;A
