D_TEMPORAL_0;D_TERRITORIO_0;D_EDAD_0;D_SEXO_0;INDICATOR;OBS_VALUE;FREQ
2008;3143;4306;3691;Nacimientos;100293.0;A
2008;3143;4306;3689;Nacimientos;52057.0;A
2008;3143;4306;3690;Nacimientos;48236.0;A
2008;3143;4172;3691;Nacimientos;42.0;A
2008;3143;4172;3689;Nacimientos;22.0;A
2008;3143;4172;3690;Nacimientos;20.0;A
2008;3143;4191;3691;Nacimientos;3822.0;A
2008;3143;4191;3689;Nacimientos;1966.0;A
2008;3143;4191;3690;Nacimientos;1856.0;A
2008;3143;215038;3691;Nacimientos;11242.0;A
2008;3143;215038;3689;Nacimientos;5761.0;A
2008;3143;215038;3690;Nacimientos;5481.0;A
2008;3143;215039;3691;Nacimientos;25180.0;A
2008;3143;215039;3689;Nacimientos;13088.0;A
2008;3143;215039;3690;Nacimientos;12092.0;A
2008;3143;215040;3691;Nacimientos;37257.0;A
2008;3143;215040;3689;Nacimientos;19350.0;A
2008;3143;215040;3690;Nacimientos;17907.0;A
2008;3143;215041;3691;Nacimientos;19134.0;A
2008;3143;215041;3689;Nacimientos;9988.0;A
2008;3143;215041;3690;Nacimientos;9146.0;A
2008;3143;4210;3691;Nacimientos;3434.0;A
2008;3143;4210;3689;Nacimientos;1794.0;A
2008;3143;4210;3690;Nacimientos;1640.0;A
2008;3143;4235;3691;Nacimientos;175.0;A
2008;3143;4235;3689;Nacimientos;84.0;A
2008;3143;4235;3690;Nacimientos;91.0;A
2008;3143;4305;3691;Nacimientos;7.0;A
2008;3143;4305;3689;Nacimientos;4.0;A
2008;3143;4305;3690;Nacimientos;3.0;A
2008;2352;4306;3691;Nacimientos;9135.0;A
2008;2352;4306;3689;Nacimientos;4699.0;A
2008;2352;4306;3690;Nacimientos;4436.0;A
2008;2352;4172;3691;Nacimientos;4.0;A
2008;2352;4172;3689;Nacimientos;2.0;A
2008;2352;4172;3690;Nacimientos;2.0;A
2008;2352;4191;3691;Nacimientos;435.0;A
2008;2352;4191;3689;Nacimientos;232.0;A
2008;2352;4191;3690;Nacimientos;203.0;A
2008;2352;215038;3691;Nacimientos;1391.0;A
2008;2352;215038;3689;Nacimientos;710.0;A
2008;2352;215038;3690;Nacimientos;681.0;A
2008;2352;215039;3691;Nacimientos;2590.0;A
2008;2352;215039;3689;Nacimientos;1365.0;A
2008;2352;215039;3690;Nacimientos;1225.0;A
2008;2352;215040;3691;Nacimientos;2989.0;A
2008;2352;215040;3689;Nacimientos;1507.0;A
2008;2352;215040;3690;Nacimientos;1482.0;A
2008;2352;215041;3691;Nacimientos;1470.0;A
2008;2352;215041;3689;Nacimientos;765.0;A
2008;2352;215041;3690;Nacimientos;705.0;A
2008;2352;4210;3691;Nacimientos;245.0;A
2008;2352;4210;3689;Nacimientos;115.0;A
2008;2352;4210;3690;Nacimientos;130.0;A
2008;2352;4235;3691;Nacimientos;10.0;A
2008;2352;4235;3689;Nacimientos;2.0;A
2008;2352;4235;3690;Nacimientos;8.0;A
2008;2352;4305;3691;Nacimientos;1.0;A
2008;2352;4305;3689;Nacimientos;1.0;A
2008;2241;4306;3691;Nacimientos;9.0;A
2008;2241;4306;3689;Nacimientos;5.0;A
2008;2241;4306;3690;Nacimientos;4.0;A
2008;2241;4191;3691;Nacimientos;1.0;A
2008;2241;4191;3690;Nacimientos;1.0;A
2008;2241;215038;3691;Nacimientos;3.0;A
2008;2241;215038;3689;Nacimientos;3.0;A
2008;2241;215040;3691;Nacimientos;1.0;A
2008;2241;215040;3689;Nacimientos;1.0;A
2008;2241;215041;3691;Nacimientos;3.0;A
2008;2241;215041;3689;Nacimientos;1.0;A
