D_TEMPORAL_0;D_TERRITORIO_0;D_SEXO_0;D_EDAD_0;INDICATOR;OBS_VALUE;FREQ
2000;3143;3691;4306;Defunciones;60366.0;A
2000;3143;3691;58924;Defunciones;400.0;A
2000;3143;3691;4159;Defunciones;81.0;A
2000;3143;3691;4165;Defunciones;69.0;A
2000;3143;3691;4171;Defunciones;72.0;A
2000;3143;3691;4178;Defunciones;211.0;A
2000;3143;3691;4184;Defunciones;316.0;A
2000;3143;3691;4190;Defunciones;390.0;A
2000;3143;3691;4197;Defunciones;548.0;A
2000;3143;3691;4203;Defunciones;736.0;A
2000;3143;3691;4209;Defunciones;930.0;A
2000;3143;3691;4216;Defunciones;1048.0;A
2000;3143;3691;4222;Defunciones;1536.0;A
2000;3143;3691;4228;Defunciones;2149.0;A
2000;3143;3691;4234;Defunciones;3160.0;A
2000;3143;3691;4241;Defunciones;5491.0;A
2000;3143;3691;4247;Defunciones;7633.0;A
2000;3143;3691;4253;Defunciones;9695.0;A
2000;3143;3691;4259;Defunciones;10012.0;A
2000;3143;3691;58926;Defunciones;9201.0;A
2000;3143;3691;58927;Defunciones;5071.0;A
2000;3143;3691;4277;Defunciones;1449.0;A
2000;3143;3691;4304;Defunciones;168.0;A
2000;3143;3689;4306;Defunciones;31644.0;A
2000;3143;3689;58924;Defunciones;213.0;A
2000;3143;3689;4159;Defunciones;47.0;A
2000;3143;3689;4165;Defunciones;36.0;A
2000;3143;3689;4171;Defunciones;45.0;A
2000;3143;3689;4178;Defunciones;167.0;A
2000;3143;3689;4184;Defunciones;251.0;A
2000;3143;3689;4190;Defunciones;310.0;A
2000;3143;3689;4197;Defunciones;415.0;A
2000;3143;3689;4203;Defunciones;518.0;A
2000;3143;3689;4209;Defunciones;659.0;A
2000;3143;3689;4216;Defunciones;743.0;A
2000;3143;3689;4222;Defunciones;1093.0;A
2000;3143;3689;4228;Defunciones;1531.0;A
2000;3143;3689;4234;Defunciones;2220.0;A
2000;3143;3689;4241;Defunciones;3662.0;A
2000;3143;3689;4247;Defunciones;4765.0;A
2000;3143;3689;4253;Defunciones;5327.0;A
