D_TEMPORAL_0;D_TERRITORIO_0;D_SEXO_0;D_EDAD_0;INDICATOR;OBS_VALUE;FREQ
2005;3143;3691;4306;Defunciones;65904.0;A
2005;3143;3691;58924;Defunciones;401.0;A
2005;3143;3691;4159;Defunciones;74.0;A
2005;3143;3691;4165;Defunciones;53.0;A
2005;3143;3691;4171;Defunciones;57.0;A
2005;3143;3691;4178;Defunciones;185.0;A
2005;3143;3691;4184;Defunciones;266.0;A
2005;3143;3691;4190;Defunciones;331.0;A
2005;3143;3691;4197;Defunciones;457.0;A
2005;3143;3691;4203;Defunciones;719.0;A
2005;3143;3691;4209;Defunciones;973.0;A
2005;3143;3691;4216;Defunciones;1285.0;A
2005;3143;3691;4222;Defunciones;1597.0;A
2005;3143;3691;4228;Defunciones;2313.0;A
2005;3143;3691;4234;Defunciones;3156.0;A
2005;3143;3691;4241;Defunciones;4609.0;A
2005;3143;3691;4247;Defunciones;7853.0;A
2005;3143;3691;4253;Defunciones;10748.0;A
2005;3143;3691;4259;Defunciones;12556.0;A
2005;3143;3691;58926;Defunciones;9890.0;A
2005;3143;3691;58927;Defunciones;6205.0;A
2005;3143;3691;4277;Defunciones;1890.0;A
2005;3143;3691;4304;Defunciones;286.0;A
2005;3143;3689;4306;Defunciones;34655.0;A
2005;3143;3689;58924;Defunciones;228.0;A
2005;3143;3689;4159;Defunciones;47.0;A
2005;3143;3689;4165;Defunciones;31.0;A
2005;3143;3689;4171;Defunciones;36.0;A
2005;3143;3689;4178;Defunciones;138.0;A
2005;3143;3689;4184;Defunciones;212.0;A
2005;3143;3689;4190;Defunciones;255.0;A
2005;3143;3689;4197;Defunciones;327.0;A
2005;3143;3689;4203;Defunciones;528.0;A
2005;3143;3689;4209;Defunciones;717.0;A
2005;3143;3689;4216;Defunciones;910.0;A
2005;3143;3689;4222;Defunciones;1142.0;A
2005;3143;3689;4228;Defunciones;1647.0;A
2005;3143;3689;4234;Defunciones;2245.0;A
2005;3143;3689;4241;Defunciones;3098.0;A
2005;3143;3689;4247;Defunciones;4999.0;A
2005;3143;3689;4253;Defunciones;6098.0;A
2005;3143;3689;4259;Defunciones;5945.0;A
2005;3143;3689;58926;Defunciones;3666.0;A
2005;3143;3689;58927;Defunciones;1877.0;A
2005;3143;3689;4277;Defunciones;465.0;A
2005;3143;3689;4304;Defunciones;44.0;A
2005;3143;3690;4306;Defunciones;31249.0;A
2005;3143;3690;58924;Defunciones;173.0;A
2005;3143;3690;4159;Defunciones;27.0;A
2005;3143;3690;4165;Defunciones;22.0;A
2005;3143;3690;4171;Defunciones;21.0;A
2005;3143;3690;4178;Defunciones;47.0;A
2005;3143;3690;4184;Defunciones;54.0;A
2005;3143;3690;4190;Defunciones;76.0;A
2005;3143;3690;4197;Defunciones;130.0;A
2005;3143;3690;4203;Defunciones;191.0;A
2005;3143;3690;4209;Defunciones;256.0;A
2005;3143;3690;4216;Defunciones;375.0;A
2005;3143;3690;4222;Defunciones;455.0;A
2005;3143;3690;4228;Defunciones;666.0;A
2005;3143;3690;4234;Defunciones;911.0;A
2005;3143;3690;4241;Defunciones;1511.0;A
2005;3143;3690;4247;Defunciones;2854.0;A
2005;3143;3690;4253;Defunciones;4650.0;A
2005;3143;3690;4259;Defunciones;6611.0;A
2005;3143;3690;58926;Defunciones;6224.0;A
2005;3143;3690;58927;Defunciones;4328.0;A
2005;3143;3690;4277;Defunciones;1425.0;A
2005;3143;3690;4304;Defunciones;242.0;A
2005;2352;3691;4306;Defunciones;4574.0;A
2005;2352;3691;58924;Defunciones;40.0;A
2005;2352;3691;4159;Defunciones;10.0;A
2005;2352;3691;4165;Defunciones;4.0;A
2005;2352;3691;4171;Defunciones;9.0;A
2005;2352;3691;4178;Defunciones;17.0;A
2005;2352;3691;4184;Defunciones;31.0;A
2005;2352;3691;4190;Defunciones;52.0;A
2005;2352;3691;4197;Defunciones;43.0;A
2005;2352;3691;4203;Defunciones;50.0;A
2005;2352;3691;4209;Defunciones;75.0;A
2005;2352;3691;4216;Defunciones;105.0;A
2005;2352;3691;4222;Defunciones;131.0;A
2005;2352;3691;4228;Defunciones;168.0;A
2005;2352;3691;4234;Defunciones;208.0;A
2005;2352;3691;4241;Defunciones;299.0;A
2005;2352;3691;4247;Defunciones;482.0;A
2005;2352;3691;4253;Defunciones;768.0;A
2005;2352;3691;4259;Defunciones;820.0;A
2005;2352;3691;58926;Defunciones;681.0;A
2005;2352;3691;58927;Defunciones;428.0;A
2005;2352;3691;4277;Defunciones;134.0;A
2005;2352;3691;4304;Defunciones;19.0;A
2005;2352;3689;4306;Defunciones;2456.0;A
2005;2352;3689;58924;Defunciones;22.0;A
2005;2352;3689;4159;Defunciones;8.0;A
2005;2352;3689;4165;Defunciones;2.0;A
2005;2352;3689;4171;Defunciones;7.0;A
2005;2352;3689;4178;Defunciones;14.0;A
2005;2352;3689;4184;Defunciones;22.0;A
2005;2352;3689;4190;Defunciones;43.0;A
2005;2352;3689;4197;Defunciones;32.0;A
2005;2352;3689;4203;Defunciones;34.0;A
2005;2352;3689;4209;Defunciones;62.0;A
2005;2352;3689;4216;Defunciones;82.0;A
2005;2352;3689;4222;Defunciones;91.0;A
2005;2352;3689;4228;Defunciones;113.0;A
2005;2352;3689;4234;Defunciones;141.0;A
2005;2352;3689;4241;Defunciones;191.0;A
2005;2352;3689;4247;Defunciones;304.0;A
2005;2352;3689;4253;Defunciones;445.0;A
2005;2352;3689;4259;Defunciones;413.0;A
2005;2352;3689;58926;Defunciones;262.0;A
2005;2352;3689;58927;Defunciones;124.0;A
2005;2352;3689;4277;Defunciones;42.0;A
2005;2352;3689;4304;Defunciones;2.0;A
2005;2352;3690;4306;Defunciones;2118.0;A
2005;2352;3690;58924;Defunciones;18.0;A
2005;2352;3690;4159;Defunciones;2.0;A
2005;2352;3690;4165;Defunciones;2.0;A
2005;2352;3690;4171;Defunciones;2.0;A
2005;2352;3690;4178;Defunciones;3.0;A
2005;2352;3690;4184;Defunciones;9.0;A
2005;2352;3690;4190;Defunciones;9.0;A
2005;2352;3690;4197;Defunciones;11.0;A
2005;2352;3690;4203;Defunciones;16.0;A
2005;2352;3690;4209;Defunciones;13.0;A
2005;2352;3690;4216;Defunciones;23.0;A
2005;2352;3690;4222;Defunciones;40.0;A
2005;2352;3690;4228;Defunciones;55.0;A
2005;2352;3690;4234;Defunciones;67.0;A
2005;2352;3690;4241;Defunciones;108.0;A
2005;2352;3690;4247;Defunciones;178.0;A
2005;2352;3690;4253;Defunciones;323.0;A
2005;2352;3690;4259;Defunciones;407.0;A
2005;2352;3690;58926;Defunciones;419.0;A
2005;2352;3690;58927;Defunciones;304.0;A
2005;2352;3690;4277;Defunciones;92.0;A
2005;2352;3690;4304;Defunciones;17.0;A
2005;2241;3691;4306;Defunciones;18.0;A
2005;2241;3691;58924;Defunciones;1.0;A
2005;2241;3691;4241;Defunciones;1.0;A
2005;2241;3691;4247;Defunciones;1.0;A
2005;2241;3691;4253;Defunciones;5.0;A
2005;2241;3691;4259;Defunciones;4.0;A
2005;2241;3691;58926;Defunciones;3.0;A
2005;2241;3691;58927;Defunciones;3.0;A
2005;2241;3689;4306;Defunciones;8.0;A
2005;2241;3689;4247;Defunciones;1.0;A
2005;2241;3689;4253;Defunciones;4.0;A
2005;2241;3689;4259;Defunciones;3.0;A
2005;2241;3690;4306;Defunciones;10.0;A
2005;2241;3690;58924;Defunciones;1.0;A
2005;2241;3690;4241;Defunciones;1.0;A
2005;2241;3690;4253;Defunciones;1.0;A
2005;2241;3690;4259;Defunciones;1.0;A
2005;2241;3690;58926;Defunciones;3.0;A
2005;2241;3690;58927;Defunciones;3.0;A
2005;2242;3691;4306;Defunciones;22.0;A
2005;2242;3691;4184;Defunciones;1.0;A
2005;2242;3691;4190;Defunciones;1.0;A
2005;2242;3691;4216;Defunciones;1.0;A
2005;2242;3691;4234;Defunciones;1.0;A
2005;2242;3691;4241;Defunciones;2.0;A
2005;2242;3691;4247;Defunciones;1.0;A
2005;2242;3691;4253;Defunciones;5.0;A
2005;2242;3691;4259;Defunciones;5.0;A
2005;2242;3691;58926;Defunciones;2.0;A
2005;2242;3691;58927;Defunciones;3.0;A
2005;2242;3689;4306;Defunciones;13.0;A
2005;2242;3689;4184;Defunciones;1.0;A
2005;2242;3689;4216;Defunciones;1.0;A
2005;2242;3689;4234;Defunciones;1.0;A
2005;2242;3689;4241;Defunciones;1.0;A
2005;2242;3689;4247;Defunciones;1.0;A
2005;2242;3689;4253;Defunciones;2.0;A
2005;2242;3689;4259;Defunciones;4.0;A
2005;2242;3689;58926;Defunciones;1.0;A
2005;2242;3689;58927;Defunciones;1.0;A
2005;2242;3690;4306;Defunciones;9.0;A
2005;2242;3690;4190;Defunciones;1.0;A
2005;2242;3690;4241;Defunciones;1.0;A
2005;2242;3690;4253;Defunciones;3.0;A
2005;2242;3690;4259;Defunciones;1.0;A
2005;2242;3690;58926;Defunciones;1.0;A
2005;2242;3690;58927;Defunciones;2.0;A
2005;2243;3691;4306;Defunciones;183.0;A
2005;2243;3691;4171;Defunciones;1.0;A
2005;2243;3691;4184;Defunciones;1.0;A
2005;2243;3691;4190;Defunciones;3.0;A
2005;2243;3691;4197;Defunciones;1.0;A
2005;2243;3691;4203;Defunciones;4.0;A
2005;2243;3691;4209;Defunciones;5.0;A
2005;2243;3691;4216;Defunciones;1.0;A
2005;2243;3691;4222;Defunciones;7.0;A
2005;2243;3691;4228;Defunciones;3.0;A
2005;2243;3691;4234;Defunciones;14.0;A
2005;2243;3691;4241;Defunciones;15.0;A
2005;2243;3691;4247;Defunciones;23.0;A
2005;2243;3691;4253;Defunciones;35.0;A
2005;2243;3691;4259;Defunciones;30.0;A
2005;2243;3691;58926;Defunciones;27.0;A
2005;2243;3691;58927;Defunciones;10.0;A
2005;2243;3691;4277;Defunciones;2.0;A
2005;2243;3691;4304;Defunciones;1.0;A
2005;2243;3689;4306;Defunciones;103.0;A
2005;2243;3689;4171;Defunciones;1.0;A
2005;2243;3689;4190;Defunciones;2.0;A
2005;2243;3689;4197;Defunciones;1.0;A
2005;2243;3689;4203;Defunciones;3.0;A
2005;2243;3689;4209;Defunciones;4.0;A
2005;2243;3689;4216;Defunciones;1.0;A
2005;2243;3689;4222;Defunciones;5.0;A
2005;2243;3689;4228;Defunciones;3.0;A
2005;2243;3689;4234;Defunciones;9.0;A
2005;2243;3689;4241;Defunciones;12.0;A
2005;2243;3689;4247;Defunciones;13.0;A
2005;2243;3689;4253;Defunciones;19.0;A
2005;2243;3689;4259;Defunciones;17.0;A
2005;2243;3689;58926;Defunciones;9.0;A
2005;2243;3689;58927;Defunciones;3.0;A
2005;2243;3689;4277;Defunciones;1.0;A
2005;2243;3690;4306;Defunciones;80.0;A
2005;2243;3690;4184;Defunciones;1.0;A
2005;2243;3690;4190;Defunciones;1.0;A
2005;2243;3690;4203;Defunciones;1.0;A
2005;2243;3690;4209;Defunciones;1.0;A
2005;2243;3690;4222;Defunciones;2.0;A
2005;2243;3690;4234;Defunciones;5.0;A
2005;2243;3690;4241;Defunciones;3.0;A
2005;2243;3690;4247;Defunciones;10.0;A
2005;2243;3690;4253;Defunciones;16.0;A
2005;2243;3690;4259;Defunciones;13.0;A
2005;2243;3690;58926;Defunciones;18.0;A
2005;2243;3690;58927;Defunciones;7.0;A
2005;2243;3690;4277;Defunciones;1.0;A
2005;2243;3690;4304;Defunciones;1.0;A
2005;2244;3691;4306;Defunciones;12.0;A
2005;2244;3691;4228;Defunciones;1.0;A
