D_TEMPORAL_0;D_TERRITORIO_0;D_SEXO_0;D_EDAD_0;INDICATOR;OBS_VALUE;FREQ
2020;2251;3689;4228;Defunciones;2.0;A
2020;2251;3689;4241;Defunciones;2.0;A
2020;2251;3689;4253;Defunciones;3.0;A
2020;2251;3689;4259;Defunciones;2.0;A
2020;2251;3689;58926;Defunciones;7.0;A
2020;2251;3689;58927;Defunciones;5.0;A
2020;2251;3689;4277;Defunciones;1.0;A
2020;2251;3690;4306;Defunciones;25.0;A
2020;2251;3690;4222;Defunciones;1.0;A
2020;2251;3690;4228;Defunciones;1.0;A
2020;2251;3690;4234;Defunciones;1.0;A
2020;2251;3690;4253;Defunciones;2.0;A
2020;2251;3690;4259;Defunciones;6.0;A
2020;2251;3690;58926;Defunciones;8.0;A
2020;2251;3690;58927;Defunciones;3.0;A
2020;2251;3690;4277;Defunciones;2.0;A
2020;2251;3690;4304;Defunciones;1.0;A
2020;2252;3691;4306;Defunciones;5.0;A
2020;2252;3691;4234;Defunciones;1.0;A
2020;2252;3691;4259;Defunciones;1.0;A
2020;2252;3691;58926;Defunciones;3.0;A
2020;2252;3689;4306;Defunciones;4.0;A
2020;2252;3689;4234;Defunciones;1.0;A
2020;2252;3689;4259;Defunciones;1.0;A
2020;2252;3689;58926;Defunciones;2.0;A
2020;2252;3690;4306;Defunciones;1.0;A
2020;2252;3690;58926;Defunciones;1.0;A
2020;2253;3691;4306;Defunciones;1710.0;A
2020;2253;3691;58924;Defunciones;17.0;A
2020;2253;3691;4159;Defunciones;2.0;A
2020;2253;3691;4165;Defunciones;2.0;A
2020;2253;3691;4178;Defunciones;1.0;A
2020;2253;3691;4184;Defunciones;3.0;A
2020;2253;3691;4190;Defunciones;9.0;A
2020;2253;3691;4197;Defunciones;8.0;A
2020;2253;3691;4203;Defunciones;11.0;A
2020;2253;3691;4209;Defunciones;30.0;A
2020;2253;3691;4216;Defunciones;31.0;A
2020;2253;3691;4222;Defunciones;39.0;A
2020;2253;3691;4228;Defunciones;64.0;A
2020;2253;3691;4234;Defunciones;84.0;A
2020;2253;3691;4241;Defunciones;99.0;A
2020;2253;3691;4247;Defunciones;152.0;A
2020;2253;3691;4253;Defunciones;193.0;A
2020;2253;3691;4259;Defunciones;258.0;A
2020;2253;3691;58926;Defunciones;346.0;A
2020;2253;3691;58927;Defunciones;260.0;A
2020;2253;3691;4277;Defunciones;81.0;A
2020;2253;3691;4304;Defunciones;20.0;A
2020;2253;3689;4306;Defunciones;866.0;A
2020;2253;3689;58924;Defunciones;10.0;A
2020;2253;3689;4159;Defunciones;2.0;A
2020;2253;3689;4165;Defunciones;2.0;A
2020;2253;3689;4178;Defunciones;1.0;A
2020;2253;3689;4184;Defunciones;3.0;A
2020;2253;3689;4190;Defunciones;8.0;A
2020;2253;3689;4197;Defunciones;4.0;A
2020;2253;3689;4203;Defunciones;5.0;A
2020;2253;3689;4209;Defunciones;19.0;A
2020;2253;3689;4216;Defunciones;20.0;A
2020;2253;3689;4222;Defunciones;25.0;A
2020;2253;3689;4228;Defunciones;39.0;A
2020;2253;3689;4234;Defunciones;58.0;A
2020;2253;3689;4241;Defunciones;55.0;A
2020;2253;3689;4247;Defunciones;103.0;A
2020;2253;3689;4253;Defunciones;128.0;A
2020;2253;3689;4259;Defunciones;137.0;A
2020;2253;3689;58926;Defunciones;133.0;A
2020;2253;3689;58927;Defunciones;95.0;A
2020;2253;3689;4277;Defunciones;16.0;A
2020;2253;3689;4304;Defunciones;3.0;A
2020;2253;3690;4306;Defunciones;844.0;A
2020;2253;3690;58924;Defunciones;7.0;A
2020;2253;3690;4190;Defunciones;1.0;A
2020;2253;3690;4197;Defunciones;4.0;A
2020;2253;3690;4203;Defunciones;6.0;A
2020;2253;3690;4209;Defunciones;11.0;A
2020;2253;3690;4216;Defunciones;11.0;A
2020;2253;3690;4222;Defunciones;14.0;A
2020;2253;3690;4228;Defunciones;25.0;A
2020;2253;3690;4234;Defunciones;26.0;A
2020;2253;3690;4241;Defunciones;44.0;A
2020;2253;3690;4247;Defunciones;49.0;A
2020;2253;3690;4253;Defunciones;65.0;A
2020;2253;3690;4259;Defunciones;121.0;A
2020;2253;3690;58926;Defunciones;213.0;A
2020;2253;3690;58927;Defunciones;165.0;A
2020;2253;3690;4277;Defunciones;65.0;A
2020;2253;3690;4304;Defunciones;17.0;A
2020;2254;3691;4306;Defunciones;3.0;A
2020;2254;3691;4222;Defunciones;1.0;A
2020;2254;3691;4241;Defunciones;1.0;A
2020;2254;3691;58926;Defunciones;1.0;A
2020;2254;3689;4306;Defunciones;2.0;A
2020;2254;3689;4222;Defunciones;1.0;A
2020;2254;3689;4241;Defunciones;1.0;A
2020;2254;3690;4306;Defunciones;1.0;A
2020;2254;3690;58926;Defunciones;1.0;A
2020;2256;3691;4306;Defunciones;29.0;A
2020;2256;3691;4222;Defunciones;2.0;A
2020;2256;3691;4234;Defunciones;3.0;A
2020;2256;3691;4241;Defunciones;2.0;A
2020;2256;3691;4247;Defunciones;1.0;A
2020;2256;3691;4253;Defunciones;5.0;A
2020;2256;3691;4259;Defunciones;5.0;A
2020;2256;3691;58926;Defunciones;6.0;A
2020;2256;3691;58927;Defunciones;3.0;A
2020;2256;3691;4277;Defunciones;2.0;A
2020;2256;3689;4306;Defunciones;15.0;A
2020;2256;3689;4222;Defunciones;2.0;A
2020;2256;3689;4234;Defunciones;3.0;A
2020;2256;3689;4241;Defunciones;1.0;A
2020;2256;3689;4247;Defunciones;1.0;A
2020;2256;3689;4253;Defunciones;2.0;A
2020;2256;3689;4259;Defunciones;2.0;A
2020;2256;3689;58926;Defunciones;3.0;A
2020;2256;3689;58927;Defunciones;1.0;A
2020;2256;3690;4306;Defunciones;14.0;A
2020;2256;3690;4241;Defunciones;1.0;A
2020;2256;3690;4253;Defunciones;3.0;A
2020;2256;3690;4259;Defunciones;3.0;A
2020;2256;3690;58926;Defunciones;3.0;A
2020;2256;3690;58927;Defunciones;2.0;A
2020;2256;3690;4277;Defunciones;2.0;A
2020;2257;3691;4306;Defunciones;42.0;A
2020;2257;3691;4222;Defunciones;1.0;A
2020;2257;3691;4228;Defunciones;4.0;A
2020;2257;3691;4234;Defunciones;2.0;A
2020;2257;3691;4241;Defunciones;7.0;A
2020;2257;3691;4247;Defunciones;4.0;A
2020;2257;3691;4253;Defunciones;3.0;A
2020;2257;3691;4259;Defunciones;9.0;A
2020;2257;3691;58926;Defunciones;6.0;A
2020;2257;3691;58927;Defunciones;4.0;A
2020;2257;3691;4277;Defunciones;2.0;A
2020;2257;3689;4306;Defunciones;21.0;A
2020;2257;3689;4228;Defunciones;3.0;A
2020;2257;3689;4234;Defunciones;1.0;A
2020;2257;3689;4241;Defunciones;5.0;A
2020;2257;3689;4247;Defunciones;2.0;A
2020;2257;3689;4253;Defunciones;1.0;A
2020;2257;3689;4259;Defunciones;5.0;A
2020;2257;3689;58926;Defunciones;2.0;A
2020;2257;3689;58927;Defunciones;1.0;A
2020;2257;3689;4277;Defunciones;1.0;A
2020;2257;3690;4306;Defunciones;21.0;A
2020;2257;3690;4222;Defunciones;1.0;A
2020;2257;3690;4228;Defunciones;1.0;A
2020;2257;3690;4234;Defunciones;1.0;A
2020;2257;3690;4241;Defunciones;2.0;A
2020;2257;3690;4247;Defunciones;2.0;A
2020;2257;3690;4253;Defunciones;2.0;A
2020;2257;3690;4259;Defunciones;4.0;A
2020;2257;3690;58926;Defunciones;4.0;A
2020;2257;3690;58927;Defunciones;3.0;A
2020;2257;3690;4277;Defunciones;1.0;A
2020;2258;3691;4306;Defunciones;8.0;A
2020;2258;3691;4234;Defunciones;1.0;A
2020;2258;3691;4259;Defunciones;2.0;A
2020;2258;3691;58926;Defunciones;2.0;A
2020;2258;3691;58927;Defunciones;3.0;A
2020;2258;3689;4306;Defunciones;3.0;A
2020;2258;3689;4234;Defunciones;1.0;A
2020;2258;3689;58927;Defunciones;2.0;A
2020;2258;3690;4306;Defunciones;5.0;A
2020;2258;3690;4259;Defunciones;2.0;A
2020;2258;3690;58926;Defunciones;2.0;A
2020;2258;3690;58927;Defunciones;1.0;A
2020;2259;3691;4306;Defunciones;5.0;A
2020;2259;3691;4203;Defunciones;1.0;A
2020;2259;3691;4259;Defunciones;2.0;A
2020;2259;3691;58926;Defunciones;1.0;A
2020;2259;3691;58927;Defunciones;1.0;A
2020;2259;3689;4306;Defunciones;2.0;A
2020;2259;3689;4203;Defunciones;1.0;A
2020;2259;3689;4259;Defunciones;1.0;A
2020;2259;3690;4306;Defunciones;3.0;A
2020;2259;3690;4259;Defunciones;1.0;A
2020;2259;3690;58926;Defunciones;1.0;A
2020;2259;3690;58927;Defunciones;1.0;A
2020;9563;3691;4306;Defunciones;21.0;A
2020;9563;3691;4216;Defunciones;1.0;A
2020;9563;3691;4222;Defunciones;1.0;A
2020;9563;3691;4228;Defunciones;2.0;A
2020;9563;3691;4241;Defunciones;1.0;A
2020;9563;3691;4247;Defunciones;1.0;A
2020;9563;3691;4253;Defunciones;1.0;A
2020;9563;3691;4259;Defunciones;3.0;A
2020;9563;3691;58926;Defunciones;5.0;A
2020;9563;3691;58927;Defunciones;5.0;A
2020;9563;3691;4277;Defunciones;1.0;A
2020;9563;3689;4306;Defunciones;10.0;A
2020;9563;3689;4216;Defunciones;1.0;A
2020;9563;3689;4222;Defunciones;1.0;A
2020;9563;3689;4228;Defunciones;1.0;A
2020;9563;3689;4259;Defunciones;3.0;A
2020;9563;3689;58926;Defunciones;2.0;A
2020;9563;3689;58927;Defunciones;1.0;A
2020;9563;3689;4277;Defunciones;1.0;A
2020;9563;3690;4306;Defunciones;11.0;A
2020;9563;3690;4228;Defunciones;1.0;A
2020;9563;3690;4241;Defunciones;1.0;A
2020;9563;3690;4247;Defunciones;1.0;A
2020;9563;3690;4253;Defunciones;1.0;A
2020;9563;3690;58926;Defunciones;3.0;A
2020;9563;3690;58927;Defunciones;4.0;A
2020;2260;3691;4306;Defunciones;3.0;A
2020;2260;3691;4253;Defunciones;1.0;A
2020;2260;3691;4259;Defunciones;1.0;A
2020;2260;3691;58926;Defunciones;1.0;A
2020;2260;3689;4306;Defunciones;1.0;A
2020;2260;3689;4253;Defunciones;1.0;A
2020;2260;3690;4306;Defunciones;2.0;A
2020;2260;3690;4259;Defunciones;1.0;A
2020;2260;3690;58926;Defunciones;1.0;A
2020;2261;3691;4306;Defunciones;5.0;A
2020;2261;3691;58926;Defunciones;3.0;A
