D_TEMPORAL_0;D_TERRITORIO_0;D_CUSTODIA_0;INDICATOR;OBS_VALUE;FREQ
2009;2482;5101;Divorcios;43.137061616;A
2009;2482;5102;Divorcios;825.007061676;A
2009;2482;5103;Divorcios;44.656729861;A
2009;2482;5104;Divorcios;9.696066351;A
2009;2482;5107;Divorcios;615.243080616;A
2009;2713;5105;Divorcios;1967.070000359;A
2009;2713;5101;Divorcios;39.85114732;A
2009;2713;5102;Divorcios;1024.45946181;A
2009;2713;5103;Divorcios;46.882773615;A
2009;2713;5104;Divorcios;16.031265375;A
2009;2713;5107;Divorcios;839.845352239;A
2009;2797;5105;Divorcios;1012.380000091;A
2009;2797;5101;Divorcios;30.072914304;A
2009;2797;5102;Divorcios;535.576423018;A
2009;2797;5103;Divorcios;30.201552662;A
2009;2797;5104;Divorcios;3.540075378;A
2009;2797;5107;Divorcios;412.989034729;A
2009;2911;5105;Divorcios;1122.459999905;A
2009;2911;5101;Divorcios;32.41053488;A
2009;2911;5102;Divorcios;590.936424369;A
2009;2911;5103;Divorcios;47.550941856;A
2009;2911;5104;Divorcios;4.887156976;A
2009;2911;5107;Divorcios;445.674941824;A
2009;2911;5106;Divorcios;1.0;A
2009;3023;5105;Divorcios;3607.690000055;A
2009;3023;5101;Divorcios;79.251724788;A
2009;3023;5102;Divorcios;1591.877874996;A
2009;3023;5103;Divorcios;313.237990722;A
2009;3023;5104;Divorcios;17.986346784;A
2009;3023;5107;Divorcios;1600.336062765;A
2009;3023;5106;Divorcios;5.0;A
2009;3142;5105;Divorcios;4196.949999645;A
2009;3142;5101;Divorcios;113.87259917;A
2009;3142;5102;Divorcios;2057.8435236;A
2009;3142;5103;Divorcios;192.92009799;A
2009;3142;5104;Divorcios;27.72528081;A
2009;3142;5107;Divorcios;1797.588498075;A
2009;3142;5106;Divorcios;7.0;A
2008;3143;5105;Divorcios;19784.701197956;A
2008;3143;5101;Divorcios;388.828631311;A
2008;3143;5102;Divorcios;10073.165284924;A
2008;3143;5103;Divorcios;1200.722395201;A
2008;3143;5104;Divorcios;18.796261838;A
2008;3143;5107;Divorcios;8103.188624682;A
2008;2352;5105;Divorcios;1459.899390218;A
2008;2352;5101;Divorcios;36.578757802;A
2008;2352;5102;Divorcios;647.293084299;A
2008;2352;5103;Divorcios;122.119630706;A
2008;2352;5107;Divorcios;653.907917411;A
2008;2402;5105;Divorcios;3029.88628849;A
2008;2402;5101;Divorcios;56.269064692;A
2008;2402;5102;Divorcios;1569.530768899;A
2008;2402;5103;Divorcios;263.328479229;A
2008;2402;5104;Divorcios;2.395081045;A
2008;2402;5107;Divorcios;1138.362894625;A
2008;2482;5105;Divorcios;1595.530376772;A
2008;2482;5101;Divorcios;21.432650262;A
2008;2482;5102;Divorcios;879.943091796;A
2008;2482;5103;Divorcios;75.467252316;A
2008;2482;5107;Divorcios;618.687382398;A
2008;2713;5105;Divorcios;2172.357568834;A
2008;2713;5101;Divorcios;30.099696884;A
2008;2713;5102;Divorcios;1206.507152348;A
2008;2713;5103;Divorcios;52.448435888;A
2008;2713;5107;Divorcios;883.302283714;A
2008;2797;5105;Divorcios;1165.944181717;A
2008;2797;5101;Divorcios;28.438287078;A
2008;2797;5102;Divorcios;662.717932961;A
2008;2797;5103;Divorcios;26.215797122;A
2008;2797;5104;Divorcios;2.348804785;A
2008;2797;5107;Divorcios;446.223359771;A
2008;2911;5105;Divorcios;1297.204501345;A
2008;2911;5101;Divorcios;25.109269545;A
2008;2911;5102;Divorcios;731.197936725;A
2008;2911;5103;Divorcios;52.176384876;A
2008;2911;5104;Divorcios;1.961722253;A
2008;2911;5107;Divorcios;486.759187946;A
2008;3023;5105;Divorcios;4187.089941605;A
2008;3023;5101;Divorcios;77.400223322;A
2008;3023;5102;Divorcios;1809.381368403;A
2008;3023;5103;Divorcios;402.899733874;A
2008;3023;5104;Divorcios;5.347419469;A
2008;3023;5107;Divorcios;1892.061196537;A
2008;3142;5105;Divorcios;4876.788948975;A
2008;3142;5101;Divorcios;113.500681726;A
2008;3142;5102;Divorcios;2566.593949493;A
2008;3142;5103;Divorcios;206.06668119;A
2008;3142;5104;Divorcios;6.743234286;A
2008;3142;5107;Divorcios;1983.88440228;A
2007;3143;5105;Divorcios;21609.099999161;A
2007;3143;5101;Divorcios;444.181021319;A
2007;3143;5102;Divorcios;10742.986272112;A
2007;3143;5103;Divorcios;1186.75006864;A
2007;3143;5107;Divorcios;9235.18263709;A
2007;2352;5105;Divorcios;1642.139999901;A
2007;2352;5101;Divorcios;32.586410958;A
2007;2352;5102;Divorcios;655.795232841;A
2007;2352;5103;Divorcios;217.599287653;A
2007;2352;5107;Divorcios;736.159068449;A
2007;2402;5105;Divorcios;3287.229999146;A
2007;2402;5101;Divorcios;66.605413954;A
2007;2402;5102;Divorcios;1736.049845787;A
2007;2402;5103;Divorcios;146.554178309;A
2007;2402;5107;Divorcios;1338.020561096;A
2007;2482;5105;Divorcios;1853.999999925;A
2007;2482;5101;Divorcios;45.639999997;A
2007;2482;5102;Divorcios;963.954285677;A
2007;2482;5103;Divorcios;48.759999998;A
2007;2482;5107;Divorcios;795.645714253;A
2007;2713;5105;Divorcios;2389.41000052;A
2007;2713;5101;Divorcios;35.945742212;A
2007;2713;5102;Divorcios;1313.551494169;A
2007;2713;5103;Divorcios;53.92360262;A
2007;2713;5107;Divorcios;985.989161519;A
2007;2797;5105;Divorcios;1393.309999774;A
2007;2797;5101;Divorcios;40.69352957;A
2007;2797;5102;Divorcios;793.356058184;A
2007;2797;5103;Divorcios;50.830961584;A
2007;2797;5107;Divorcios;508.429450436;A
2007;2911;5105;Divorcios;1422.190000204;A
2007;2911;5101;Divorcios;31.601676269;A
2007;2911;5102;Divorcios;667.589842029;A
2007;2911;5103;Divorcios;100.326833896;A
2007;2911;5107;Divorcios;622.67164801;A
2007;3023;5105;Divorcios;4555.859999734;A
2007;3023;5101;Divorcios;76.38158771;A
2007;3023;5102;Divorcios;2041.51269925;A
2007;3023;5103;Divorcios;338.808433392;A
2007;3023;5107;Divorcios;2099.157279382;A
2007;3142;5105;Divorcios;5064.959999957;A
2007;3142;5101;Divorcios;114.726660649;A
2007;3142;5102;Divorcios;2571.176814175;A
2007;3142;5103;Divorcios;229.946771188;A
2007;3142;5107;Divorcios;2149.109753945;A
2006;3143;5105;Divorcios;21218.50087;A
2006;3143;5106;Divorcios;21218.50087;A
2006;2352;5105;Divorcios;1595.879802;A
2006;2352;5106;Divorcios;1595.879802;A
2006;2402;5105;Divorcios;3145.260002;A
2006;2402;5106;Divorcios;3145.260002;A
2006;2482;5105;Divorcios;1834.890112;A
2006;2482;5106;Divorcios;1834.890112;A
2006;2713;5105;Divorcios;2080.80049;A
2006;2713;5106;Divorcios;2080.80049;A
2006;2797;5105;Divorcios;1332.84986;A
2006;2797;5106;Divorcios;1332.84986;A
2006;2911;5105;Divorcios;1309.440144;A
2006;2911;5106;Divorcios;1309.440144;A
2006;3023;5105;Divorcios;4712.309813;A
2006;3023;5106;Divorcios;4712.309813;A
2006;3142;5105;Divorcios;5207.070647;A
2006;3142;5106;Divorcios;5207.070647;A
2005;3143;5105;Divorcios;10748.000406;A
2005;3143;5106;Divorcios;10748.000406;A
2005;2352;5105;Divorcios;833.000224;A
2005;2352;5106;Divorcios;833.000224;A
2005;2402;5105;Divorcios;1642.999986;A
2005;2402;5106;Divorcios;1642.999986;A
2005;2482;5105;Divorcios;939.000159;A
2005;2482;5106;Divorcios;939.000159;A
2005;2713;5105;Divorcios;959.000189;A
2005;2713;5106;Divorcios;959.000189;A
2005;2797;5105;Divorcios;726.999975;A
2005;2797;5106;Divorcios;726.999975;A
2005;2911;5105;Divorcios;636.999935;A
2005;2911;5106;Divorcios;636.999935;A
2005;3023;5105;Divorcios;2312.000002;A
2005;3023;5106;Divorcios;2312.000002;A
2005;3142;5105;Divorcios;2697.999936;A
2005;3142;5106;Divorcios;2697.999936;A
2004;3143;5105;Divorcios;7744.999297;A
2004;3143;5106;Divorcios;7744.999297;A
2004;2352;5105;Divorcios;623.000146;A
2004;2352;5106;Divorcios;623.000146;A
2004;2402;5105;Divorcios;1177.000044;A
2004;2402;5106;Divorcios;1177.000044;A
2004;2482;5105;Divorcios;607.00024;A
2004;2482;5106;Divorcios;607.00024;A
2004;2713;5105;Divorcios;873.000025;A
2004;2713;5106;Divorcios;873.000025;A
2004;2797;5105;Divorcios;473.000077;A
2004;2797;5106;Divorcios;473.000077;A
2004;2911;5105;Divorcios;411.9999;A
2004;2911;5106;Divorcios;411.9999;A
2004;3023;5105;Divorcios;1704.999483;A
2004;3023;5106;Divorcios;1704.999483;A
2004;3142;5105;Divorcios;1874.999382;A
2004;3142;5106;Divorcios;1874.999382;A
2003;3143;5105;Divorcios;6791.000174;A
2003;3143;5106;Divorcios;6791.000174;A
2003;2352;5105;Divorcios;513.000075;A
2003;2352;5106;Divorcios;513.000075;A
2003;2402;5105;Divorcios;1006.00038;A
2003;2402;5106;Divorcios;1006.00038;A
2003;2482;5105;Divorcios;567.99999;A
2003;2482;5106;Divorcios;567.99999;A
2003;2713;5105;Divorcios;787.999854;A
2003;2713;5106;Divorcios;787.999854;A
2003;2797;5105;Divorcios;439.999954;A
2003;2797;5106;Divorcios;439.999954;A
2003;2911;5105;Divorcios;408.000085;A
2003;2911;5106;Divorcios;408.000085;A
2003;3023;5105;Divorcios;1500.999744;A
2003;3023;5106;Divorcios;1500.999744;A
2003;3142;5105;Divorcios;1567.000092;A
2003;3142;5106;Divorcios;1567.000092;A
2002;3143;5105;Divorcios;6363.999709;A
2002;3143;5106;Divorcios;6363.999709;A
2002;2352;5105;Divorcios;462.9999;A
2002;2352;5106;Divorcios;462.9999;A
2002;2402;5105;Divorcios;957.999859;A
2002;2402;5106;Divorcios;957.999859;A
2002;2482;5105;Divorcios;493.999804;A
2002;2482;5106;Divorcios;493.999804;A
2002;2713;5105;Divorcios;746.999952;A
2002;2713;5106;Divorcios;746.999952;A
2002;2797;5105;Divorcios;333.0;A
2002;2797;5106;Divorcios;333.0;A
2002;2911;5105;Divorcios;356.999936;A
2002;2911;5106;Divorcios;356.999936;A
2002;3023;5105;Divorcios;1505.000544;A
2002;3023;5106;Divorcios;1505.000544;A
2002;3142;5105;Divorcios;1506.999714;A
2002;3142;5106;Divorcios;1506.999714;A
2001;3143;5105;Divorcios;5750.999337;A
2001;3143;5106;Divorcios;5750.999337;A
2001;2352;5105;Divorcios;423.999939;A
2001;2352;5106;Divorcios;423.999939;A
2001;2402;5105;Divorcios;862.99983;A
2001;2402;5106;Divorcios;862.99983;A
2001;2482;5105;Divorcios;500.000085;A
2001;2482;5106;Divorcios;500.000085;A
2001;2713;5105;Divorcios;630.000204;A
2001;2713;5106;Divorcios;630.000204;A
2001;2797;5105;Divorcios;327.999998;A
2001;2797;5106;Divorcios;327.999998;A
2001;2911;5105;Divorcios;297.999919;A
2001;2911;5106;Divorcios;297.999919;A
2001;3023;5105;Divorcios;1340.999712;A
2001;3023;5106;Divorcios;1340.999712;A
2001;3142;5105;Divorcios;1366.99965;A
2001;3142;5106;Divorcios;1366.99965;A
2000;3143;5105;Divorcios;5740.00032;A
2000;3143;5106;Divorcios;5740.00032;A
2000;2352;5105;Divorcios;411.0;A
2000;2352;5106;Divorcios;411.0;A
2000;2402;5105;Divorcios;936.000311;A
2000;2402;5106;Divorcios;936.000311;A
2000;2482;5105;Divorcios;464.000102;A
2000;2482;5106;Divorcios;464.000102;A
2000;2713;5105;Divorcios;665.999884;A
2000;2713;5106;Divorcios;665.999884;A
2000;2797;5105;Divorcios;376.999989;A
2000;2797;5106;Divorcios;376.999989;A
2000;2911;5105;Divorcios;255.999936;A
2000;2911;5106;Divorcios;255.999936;A
2000;3023;5105;Divorcios;1409.0005;A
2000;3023;5106;Divorcios;1409.0005;A
2000;3142;5105;Divorcios;1220.999598;A
2000;3142;5106;Divorcios;1220.999598;A
1999;3143;5105;Divorcios;5117.000106;A
1999;3143;5106;Divorcios;5117.000106;A
1999;2352;5105;Divorcios;386.000076;A
1999;2352;5106;Divorcios;386.000076;A
1999;2402;5105;Divorcios;839.999809;A
1999;2402;5106;Divorcios;839.999809;A
1999;2482;5105;Divorcios;382.999968;A
1999;2482;5106;Divorcios;382.999968;A
1999;2713;5105;Divorcios;575.999946;A
1999;2713;5106;Divorcios;575.999946;A
1999;2797;5105;Divorcios;300.00003;A
1999;2797;5106;Divorcios;300.00003;A
1999;2911;5105;Divorcios;301.999996;A
1999;2911;5106;Divorcios;301.999996;A
1999;3023;5105;Divorcios;1150.000369;A
1999;3023;5106;Divorcios;1150.000369;A
1999;3142;5105;Divorcios;1179.999912;A
1999;3142;5106;Divorcios;1179.999912;A
1998;3143;5105;Divorcios;5076.99993;A
1998;3143;5106;Divorcios;5076.99993;A
1998;2352;5105;Divorcios;367.000102;A
1998;2352;5106;Divorcios;367.000102;A
1998;2402;5105;Divorcios;769.999972;A
1998;2402;5106;Divorcios;769.999972;A
1998;2482;5105;Divorcios;430.999854;A
1998;2482;5106;Divorcios;430.999854;A
1998;2713;5105;Divorcios;552.0;A
1998;2713;5106;Divorcios;552.0;A
1998;2797;5105;Divorcios;309.0;A
1998;2797;5106;Divorcios;309.0;A
1998;2911;5105;Divorcios;301.999984;A
1998;2911;5106;Divorcios;301.999984;A
1998;3023;5105;Divorcios;1159.999858;A
1998;3023;5106;Divorcios;1159.999858;A
1998;3142;5105;Divorcios;1186.00016;A
1998;3142;5106;Divorcios;1186.00016;A
2020;3143;5105;Separaciones;569.10667;A
2020;3143;5101;Separaciones;10.18419;A
2020;3143;5102;Separaciones;159.67559;A
2020;3143;5103;Separaciones;68.8663;A
2020;3143;5104;Separaciones;;A
2020;3143;5107;Separaciones;330.38059;A
2020;2352;5105;Separaciones;32.35418;A
2020;2352;5101;Separaciones;;A
2020;2352;5102;Separaciones;14.94402;A
2020;2352;5103;Separaciones;;A
2020;2352;5107;Separaciones;17.41016;A
2020;2402;5105;Separaciones;91.37225;A
2020;2402;5101;Separaciones;2.10544;A
2020;2402;5102;Separaciones;31.5816;A
2020;2402;5103;Separaciones;23.15984;A
2020;2402;5104;Separaciones;;A
2020;2402;5107;Separaciones;34.52537;A
2020;2482;5105;Separaciones;55.28281;A
2020;2482;5101;Separaciones;2.04874;A
2020;2482;5102;Separaciones;12.29244;A
2020;2482;5103;Separaciones;;A
2020;2482;5104;Separaciones;;A
2020;2482;5107;Separaciones;40.94163;A
2020;2713;5105;Separaciones;68.52691;A
2020;2713;5101;Separaciones;2.59639;A
2020;2713;5102;Separaciones;33.75307;A
2020;2713;5103;Separaciones;2.59639;A
2020;2713;5104;Separaciones;;A
2020;2713;5107;Separaciones;29.58106;A
2020;2797;5105;Separaciones;18.33693;A
2020;2797;5101;Separaciones;;A
2020;2797;5102;Separaciones;2.32917;A
2020;2797;5103;Separaciones;4.65834;A
2020;2797;5107;Separaciones;11.34942;A
2020;2911;5105;Separaciones;35.30201;A
2020;2911;5101;Separaciones;;A
2020;2911;5102;Separaciones;5.84512;A
2020;2911;5103;Separaciones;2.92256;A
2020;2911;5107;Separaciones;26.53433;A
2020;3023;5105;Separaciones;142.65563;A
2020;3023;5101;Separaciones;;A
2020;3023;5102;Separaciones;21.16035;A
2020;3023;5103;Separaciones;23.5115;A
2020;3023;5107;Separaciones;97.98378;A
2020;3142;5105;Separaciones;125.27595;A
2020;3142;5101;Separaciones;3.43362;A
2020;3142;5102;Separaciones;37.76982;A
2020;3142;5103;Separaciones;12.01767;A
2020;3142;5104;Separaciones;;A
2020;3142;5107;Separaciones;72.05484;A
2019;3143;5105;Separaciones;731.04555;A
2019;3143;5101;Separaciones;23.54964;A
2019;3143;5102;Separaciones;219.35368;A
2019;3143;5103;Separaciones;83.22248;A
2019;3143;5104;Separaciones;;A
2019;3143;5107;Separaciones;404.91975;A
2019;2352;5105;Separaciones;36.5805;A
2019;2352;5101;Separaciones;2.03037;A
2019;2352;5102;Separaciones;6.09111;A
2019;2352;5103;Separaciones;4.06074;A
2019;2352;5107;Separaciones;24.39828;A
2019;2402;5105;Separaciones;117.39034;A
2019;2402;5101;Separaciones;6.54042;A
2019;2402;5102;Separaciones;45.78294;A
2019;2402;5103;Separaciones;13.08084;A
2019;2402;5104;Separaciones;;A
2019;2402;5107;Separaciones;51.98614;A
2019;2482;5105;Separaciones;71.72973;A
2019;2482;5101;Separaciones;4.38699;A
2019;2482;5102;Separaciones;24.85961;A
2019;2482;5103;Separaciones;7.31165;A
2019;2482;5104;Separaciones;;A
2019;2482;5107;Separaciones;35.17148;A
2019;2713;5105;Separaciones;60.09424;A
2019;2713;5101;Separaciones;4.79456;A
2019;2713;5102;Separaciones;14.38368;A
2019;2713;5103;Separaciones;7.19184;A
2019;2713;5104;Separaciones;;A
2019;2713;5107;Separaciones;33.72416;A
2019;2797;5105;Separaciones;28.45104;A
2019;2797;5101;Separaciones;;A
2019;2797;5102;Separaciones;12.22756;A
2019;2797;5103;Separaciones;3.05689;A
2019;2797;5104;Separaciones;;A
2019;2797;5107;Separaciones;13.16659;A
2019;2911;5105;Separaciones;53.24972;A
2019;2911;5101;Separaciones;;A
2019;2911;5102;Separaciones;6.08044;A
2019;2911;5103;Separaciones;6.08044;A
2019;2911;5104;Separaciones;;A
2019;2911;5107;Separaciones;41.08884;A
2019;3023;5105;Separaciones;201.02437;A
2019;3023;5101;Separaciones;2.34554;A
2019;3023;5102;Separaciones;63.32958;A
2019;3023;5103;Separaciones;23.4554;A
2019;3023;5104;Separaciones;;A
2019;3023;5107;Separaciones;111.89385;A
2019;3142;5105;Separaciones;162.52561;A
2019;3142;5101;Separaciones;3.45176;A
2019;3142;5102;Separaciones;46.59876;A
2019;3142;5103;Separaciones;18.98468;A
2019;3142;5104;Separaciones;;A
2019;3142;5107;Separaciones;93.49041;A
2018;3143;5105;Separaciones;820.8281;A
2018;3143;5101;Separaciones;6.5878;A
2018;3143;5102;Separaciones;255.287;A
2018;3143;5103;Separaciones;85.3689;A
2018;3143;5104;Separaciones;1.4691;A
2018;3143;5107;Separaciones;472.1153;A
2018;2352;5105;Separaciones;26.8855;A
2018;2352;5101;Separaciones;;A
2018;2352;5102;Separaciones;8.1385;A
2018;2352;5103;Separaciones;4.8831;A
2018;2352;5104;Separaciones;;A
2018;2352;5107;Separaciones;13.8639;A
2018;2402;5105;Separaciones;131.8558;A
2018;2402;5101;Separaciones;;A
2018;2402;5102;Separaciones;45.7401;A
2018;2402;5103;Separaciones;10.8905;A
2018;2402;5107;Separaciones;75.2252;A
2018;2482;5105;Separaciones;94.772;A
2018;2482;5101;Separaciones;1.312;A
2018;2482;5102;Separaciones;36.736;A
2018;2482;5103;Separaciones;9.184;A
2018;2482;5104;Separaciones;;A
2018;2482;5107;Separaciones;47.54;A
2018;2713;5105;Separaciones;120.6111;A
2018;2713;5101;Separaciones;2.3376;A
2018;2713;5102;Separaciones;30.3888;A
2018;2713;5103;Separaciones;11.688;A
2018;2713;5104;Separaciones;;A
2018;2713;5107;Separaciones;76.1967;A
2018;2797;5105;Separaciones;27.635;A
2018;2797;5101;Separaciones;;A
2018;2797;5102;Separaciones;6.116;A
2018;2797;5103;Separaciones;3.058;A
2018;2797;5104;Separaciones;;A
2018;2797;5107;Separaciones;18.461;A
2018;2911;5105;Separaciones;86.754;A
2018;2911;5101;Separaciones;;A
2018;2911;5102;Separaciones;13.8558;A
2018;2911;5103;Separaciones;6.9279;A
2018;2911;5104;Separaciones;;A
2018;2911;5107;Separaciones;65.9703;A
2018;3023;5105;Separaciones;134.7646;A
2018;3023;5101;Separaciones;;A
2018;3023;5102;Separaciones;57.0169;A
2018;3023;5103;Separaciones;13.7627;A
2018;3023;5104;Separaciones;;A
2018;3023;5107;Separaciones;63.985;A
2018;3142;5105;Separaciones;197.5501;A
2018;3142;5101;Separaciones;2.9382;A
2018;3142;5102;Separaciones;57.2949;A
2018;3142;5103;Separaciones;24.9747;A
2018;3142;5104;Separaciones;1.4691;A
2018;3142;5107;Separaciones;110.8732;A
2017;3143;5105;Separaciones;839.597;A
2017;3143;5101;Separaciones;12.2413;A
2017;3143;5102;Separaciones;301.7235;A
2017;3143;5103;Separaciones;81.7962;A
2017;3143;5104;Separaciones;;A
2017;3143;5107;Separaciones;443.836;A
2017;2352;5105;Separaciones;35.0423;A
2017;2352;5101;Separaciones;3.0424;A
2017;2352;5102;Separaciones;15.212;A
2017;2352;5103;Separaciones;1.5212;A
2017;2352;5104;Separaciones;;A
2017;2352;5107;Separaciones;15.2667;A
2017;2402;5105;Separaciones;163.034;A
2017;2402;5101;Separaciones;5.0754;A
2017;2402;5102;Separaciones;52.4458;A
2017;2402;5103;Separaciones;10.1508;A
2017;2402;5104;Separaciones;;A
2017;2402;5107;Separaciones;95.362;A
2017;2482;5105;Separaciones;92.572;A
2017;2482;5101;Separaciones;;A
2017;2482;5102;Separaciones;28.937;A
2017;2482;5103;Separaciones;7.615;A
2017;2482;5104;Separaciones;;A
2017;2482;5107;Separaciones;56.02;A
2017;2713;5105;Separaciones;91.1584;A
2017;2713;5101;Separaciones;;A
2017;2713;5102;Separaciones;36.2736;A
2017;2713;5103;Separaciones;12.0912;A
2017;2713;5104;Separaciones;;A
2017;2713;5107;Separaciones;42.7936;A
2017;2797;5105;Separaciones;32.839;A
2017;2797;5101;Separaciones;;A
2017;2797;5102;Separaciones;21.7888;A
2017;2797;5103;Separaciones;1.9808;A
2017;2797;5104;Separaciones;;A
2017;2797;5107;Separaciones;9.0694;A
2017;2911;5105;Separaciones;76.0582;A
2017;2911;5101;Separaciones;;A
2017;2911;5102;Separaciones;28.6608;A
2017;2911;5103;Separaciones;8.1888;A
2017;2911;5107;Separaciones;39.2086;A
2017;3023;5105;Separaciones;159.5805;A
2017;3023;5101;Separaciones;;A
2017;3023;5102;Separaciones;56.553;A
2017;3023;5103;Separaciones;21.0054;A
2017;3023;5104;Separaciones;;A
2017;3023;5107;Separaciones;82.0221;A
2017;3142;5105;Separaciones;189.3126;A
2017;3142;5101;Separaciones;4.1235;A
2017;3142;5102;Separaciones;61.8525;A
2017;3142;5103;Separaciones;19.243;A
2017;3142;5104;Separaciones;;A
2017;3142;5107;Separaciones;104.0936;A
2016;3143;5105;Separaciones;902.9587;A
2016;3143;5101;Separaciones;14.7938;A
2016;3143;5102;Separaciones;335.6124;A
2016;3143;5103;Separaciones;73.7793;A
2016;3143;5104;Separaciones;1.2923;A
2016;3143;5107;Separaciones;477.4809;A
2016;2352;5105;Separaciones;42.5671;A
2016;2352;5101;Separaciones;;A
2016;2352;5102;Separaciones;19.9485;A
2016;2352;5103;Separaciones;2.6598;A
2016;2352;5104;Separaciones;;A
2016;2352;5107;Separaciones;19.9588;A
2016;2402;5105;Separaciones;139.4344;A
2016;2402;5101;Separaciones;3.1532;A
2016;2402;5102;Separaciones;59.9108;A
2016;2402;5103;Separaciones;7.883;A
2016;2402;5104;Separaciones;;A
2016;2402;5107;Separaciones;68.4874;A
2016;2482;5105;Separaciones;115.2214;A
2016;2482;5101;Separaciones;1.3049;A
2016;2482;5102;Separaciones;37.8421;A
2016;2482;5103;Separaciones;23.4882;A
2016;2482;5104;Separaciones;;A
2016;2482;5107;Separaciones;52.5862;A
2016;2713;5105;Separaciones;106.728;A
2016;2713;5101;Separaciones;3.4576;A
2016;2713;5102;Separaciones;44.9488;A
2016;2713;5103;Separaciones;1.7288;A
2016;2713;5104;Separaciones;;A
2016;2713;5107;Separaciones;56.5928;A
2016;2797;5105;Separaciones;50.6884;A
2016;2797;5101;Separaciones;;A
2016;2797;5102;Separaciones;15.5628;A
2016;2797;5103;Separaciones;1.7292;A
2016;2797;5104;Separaciones;;A
2016;2797;5107;Separaciones;33.3964;A
2016;2911;5105;Separaciones;72.7504;A
2016;2911;5101;Separaciones;;A
2016;2911;5102;Separaciones;22.422;A
2016;2911;5103;Separaciones;4.4844;A
2016;2911;5104;Separaciones;;A
2016;2911;5107;Separaciones;45.844;A
2016;3023;5105;Separaciones;172.0624;A
2016;3023;5101;Separaciones;3.0012;A
2016;3023;5102;Separaciones;60.024;A
2016;3023;5103;Separaciones;15.006;A
2016;3023;5104;Separaciones;;A
2016;3023;5107;Separaciones;94.0312;A
2016;3142;5105;Separaciones;203.5066;A
2016;3142;5101;Separaciones;3.8769;A
2016;3142;5102;Separaciones;74.9534;A
2016;3142;5103;Separaciones;16.7999;A
2016;3142;5104;Separaciones;1.2923;A
2016;3142;5107;Separaciones;106.5841;A
2015;3143;5105;Separaciones;899.1127;A
2015;3143;5101;Separaciones;19.465;A
2015;3143;5102;Separaciones;333.6919;A
2015;3143;5103;Separaciones;89.5939;A
2015;3143;5104;Separaciones;1.5191;A
2015;3143;5107;Separaciones;454.8428;A
2015;2352;5105;Separaciones;56.0604;A
2015;2352;5101;Separaciones;;A
2015;2352;5102;Separaciones;23.679;A
2015;2352;5103;Separaciones;1.5786;A
2015;2352;5104;Separaciones;;A
2015;2352;5107;Separaciones;30.8028;A
2015;2402;5105;Separaciones;133.4995;A
2015;2402;5101;Separaciones;1.5938;A
2015;2402;5102;Separaciones;55.783;A
2015;2402;5103;Separaciones;14.3442;A
2015;2402;5104;Separaciones;;A
2015;2402;5107;Separaciones;61.7785;A
2015;2482;5105;Separaciones;117.3954;A
2015;2482;5101;Separaciones;4.4685;A
2015;2482;5102;Separaciones;34.2585;A
2015;2482;5103;Separaciones;34.2585;A
2015;2482;5104;Separaciones;;A
2015;2482;5107;Separaciones;44.4099;A
2015;2713;5105;Separaciones;108.1972;A
2015;2713;5101;Separaciones;3.438;A
2015;2713;5102;Separaciones;37.818;A
2015;2713;5103;Separaciones;6.876;A
2015;2713;5104;Separaciones;;A
2015;2713;5107;Separaciones;60.0652;A
2015;2797;5105;Separaciones;40.5241;A
2015;2797;5101;Separaciones;;A
2015;2797;5102;Separaciones;17.8308;A
2015;2797;5103;Separaciones;2.9718;A
2015;2797;5104;Separaciones;;A
2015;2797;5107;Separaciones;19.7215;A
2015;2911;5105;Separaciones;81.3217;A
2015;2911;5101;Separaciones;3.0382;A
2015;2911;5102;Separaciones;30.382;A
2015;2911;5103;Separaciones;7.5955;A
2015;2911;5104;Separaciones;1.5191;A
2015;2911;5107;Separaciones;38.7869;A
2015;3023;5105;Separaciones;173.1336;A
2015;3023;5101;Separaciones;4.2069;A
2015;3023;5102;Separaciones;67.3104;A
2015;3023;5103;Separaciones;7.0115;A
2015;3023;5104;Separaciones;;A
2015;3023;5107;Separaciones;94.6048;A
2015;3142;5105;Separaciones;188.9808;A
2015;3142;5101;Separaciones;2.7196;A
2015;3142;5102;Separaciones;66.6302;A
2015;3142;5103;Separaciones;14.9578;A
2015;3142;5104;Separaciones;;A
2015;3142;5107;Separaciones;104.6732;A
2014;3143;5105;Separaciones;1033.68097;A
2014;3143;5101;Separaciones;22.43278;A
2014;3143;5102;Separaciones;449.51139;A
2014;3143;5103;Separaciones;57.453;A
2014;3143;5104;Separaciones;3.1683;A
2014;3143;5107;Separaciones;501.1155;A
2014;2352;5105;Separaciones;57.933;A
2014;2352;5101;Separaciones;;A
2014;2352;5102;Separaciones;35.325;A
2014;2352;5103;Separaciones;1.413;A
2014;2352;5104;Separaciones;;A
2014;2352;5107;Separaciones;21.195;A
2014;2402;5105;Separaciones;162.30564;A
2014;2402;5101;Separaciones;7.51415;A
2014;2402;5102;Separaciones;57.10754;A
2014;2402;5103;Separaciones;9.01698;A
2014;2402;5104;Separaciones;1.50283;A
2014;2402;5107;Separaciones;87.16414;A
2014;2482;5105;Separaciones;113.25196;A
2014;2482;5101;Separaciones;3.33094;A
2014;2482;5102;Separaciones;46.63316;A
2014;2482;5103;Separaciones;9.99282;A
2014;2482;5104;Separaciones;1.66547;A
