TEMPORAL;TERRITORIO;CNAE09;INDICATOR;OBS_VALUE;FREQ
2020;2583;6949;ESTABLECIMIENTO;17.0;A
2020;2583;7057;ESTABLECIMIENTO;2.0;A
2020;2583;7058;ESTABLECIMIENTO;2.0;A
2020;2583;7109;ESTABLECIMIENTO;1.0;A
2020;2583;7099;ESTABLECIMIENTO;1.0;A
2020;2583;7090;ESTABLECIMIENTO;1.0;A
2020;2583;7605;ESTABLECIMIENTO;1.0;A
2020;2583;7170;ESTABLECIMIENTO;1.0;A
2020;2583;7167;ESTABLECIMIENTO;1.0;A
2020;2583;7662;ESTABLECIMIENTO;3.0;A
2020;2583;7663;ESTABLECIMIENTO;3.0;A
2020;2583;7714;ESTABLECIMIENTO;3.0;A
2020;2583;7713;ESTABLECIMIENTO;3.0;A
2020;2583;7694;ESTABLECIMIENTO;3.0;A
2020;2583;7715;ESTABLECIMIENTO;12.0;A
2020;2583;7716;ESTABLECIMIENTO;10.0;A
2020;2583;7859;ESTABLECIMIENTO;6.0;A
2020;2583;7800;ESTABLECIMIENTO;1.0;A
2020;2583;7750;ESTABLECIMIENTO;1.0;A
2020;2583;7858;ESTABLECIMIENTO;5.0;A
2020;2583;7804;ESTABLECIMIENTO;2.0;A
2020;2583;7828;ESTABLECIMIENTO;2.0;A
2020;2583;7846;ESTABLECIMIENTO;1.0;A
2020;2583;7888;ESTABLECIMIENTO;4.0;A
2020;2583;7874;ESTABLECIMIENTO;1.0;A
2020;2583;7865;ESTABLECIMIENTO;1.0;A
2020;2583;7887;ESTABLECIMIENTO;3.0;A
2020;2583;7877;ESTABLECIMIENTO;1.0;A
2020;2583;7884;ESTABLECIMIENTO;2.0;A
2020;2583;8256;ESTABLECIMIENTO;2.0;A
2020;2583;8303;ESTABLECIMIENTO;1.0;A
2020;2583;8302;ESTABLECIMIENTO;1.0;A
2020;2583;8281;ESTABLECIMIENTO;1.0;A
2020;2583;8345;ESTABLECIMIENTO;1.0;A
2020;2583;8317;ESTABLECIMIENTO;1.0;A
2020;2583;8311;ESTABLECIMIENTO;1.0;A
2020;2584;6949;ESTABLECIMIENTO;59.0;A
2020;2584;7057;ESTABLECIMIENTO;9.0;A
2020;2584;7058;ESTABLECIMIENTO;9.0;A
2020;2584;7109;ESTABLECIMIENTO;1.0;A
2020;2584;7099;ESTABLECIMIENTO;1.0;A
2020;2584;7090;ESTABLECIMIENTO;1.0;A
2020;2584;7605;ESTABLECIMIENTO;8.0;A
2020;2584;7158;ESTABLECIMIENTO;5.0;A
2020;2584;7123;ESTABLECIMIENTO;1.0;A
2020;2584;7128;ESTABLECIMIENTO;1.0;A
2020;2584;7142;ESTABLECIMIENTO;3.0;A
2020;2584;7433;ESTABLECIMIENTO;2.0;A
2020;2584;7401;ESTABLECIMIENTO;2.0;A
2020;2584;7604;ESTABLECIMIENTO;1.0;A
2020;2584;7598;ESTABLECIMIENTO;1.0;A
2020;2584;7662;ESTABLECIMIENTO;13.0;A
2020;2584;7663;ESTABLECIMIENTO;13.0;A
2020;2584;7714;ESTABLECIMIENTO;13.0;A
2020;2584;7673;ESTABLECIMIENTO;6.0;A
2020;2584;7666;ESTABLECIMIENTO;1.0;A
2020;2584;7670;ESTABLECIMIENTO;5.0;A
2020;2584;7689;ESTABLECIMIENTO;2.0;A
2020;2584;7678;ESTABLECIMIENTO;2.0;A
2020;2584;7713;ESTABLECIMIENTO;5.0;A
2020;2584;7694;ESTABLECIMIENTO;1.0;A
2020;2584;7699;ESTABLECIMIENTO;4.0;A
2020;2584;7715;ESTABLECIMIENTO;37.0;A
2020;2584;7716;ESTABLECIMIENTO;18.0;A
2020;2584;7859;ESTABLECIMIENTO;12.0;A
2020;2584;7800;ESTABLECIMIENTO;2.0;A
2020;2584;7744;ESTABLECIMIENTO;1.0;A
2020;2584;7794;ESTABLECIMIENTO;1.0;A
2020;2584;7858;ESTABLECIMIENTO;10.0;A
2020;2584;7804;ESTABLECIMIENTO;3.0;A
2020;2584;7813;ESTABLECIMIENTO;1.0;A
2020;2584;7816;ESTABLECIMIENTO;2.0;A
2020;2584;7846;ESTABLECIMIENTO;1.0;A
2020;2584;7851;ESTABLECIMIENTO;3.0;A
2020;2584;7888;ESTABLECIMIENTO;6.0;A
2020;2584;7874;ESTABLECIMIENTO;2.0;A
2020;2584;7865;ESTABLECIMIENTO;2.0;A
2020;2584;7887;ESTABLECIMIENTO;4.0;A
2020;2584;7877;ESTABLECIMIENTO;2.0;A
2020;2584;7884;ESTABLECIMIENTO;2.0;A
2020;2584;7889;ESTABLECIMIENTO;3.0;A
2020;2584;7958;ESTABLECIMIENTO;3.0;A
2020;2584;7910;ESTABLECIMIENTO;3.0;A
2020;2584;7900;ESTABLECIMIENTO;1.0;A
2020;2584;7904;ESTABLECIMIENTO;2.0;A
2020;2584;8032;ESTABLECIMIENTO;11.0;A
2020;2584;8080;ESTABLECIMIENTO;3.0;A
2020;2584;8050;ESTABLECIMIENTO;2.0;A
2020;2584;8036;ESTABLECIMIENTO;2.0;A
2020;2584;8079;ESTABLECIMIENTO;1.0;A
2020;2584;8073;ESTABLECIMIENTO;1.0;A
2020;2584;8094;ESTABLECIMIENTO;2.0;A
2020;2584;8093;ESTABLECIMIENTO;2.0;A
2020;2584;8086;ESTABLECIMIENTO;2.0;A
2020;2584;8165;ESTABLECIMIENTO;3.0;A
