TEMPORAL;TERRITORIO;CNAE09;INDICATOR;OBS_VALUE;FREQ
2020;ES617;6949;EMPRESA;123804.0;A
2020;ES617;7057;EMPRESA;5131.0;A
2020;ES617;7058;EMPRESA;5131.0;A
2020;ES617;7109;EMPRESA;52.0;A
2020;ES617;7067;EMPRESA;2.0;A
2020;ES617;7061;EMPRESA;2.0;A
2020;ES617;7099;EMPRESA;50.0;A
2020;ES617;7090;EMPRESA;44.0;A
2020;ES617;7096;EMPRESA;6.0;A
2020;ES617;7605;EMPRESA;4755.0;A
2020;ES617;7158;EMPRESA;911.0;A
2020;ES617;7114;EMPRESA;89.0;A
2020;ES617;7118;EMPRESA;15.0;A
2020;ES617;7123;EMPRESA;59.0;A
2020;ES617;7128;EMPRESA;81.0;A
2020;ES617;7133;EMPRESA;64.0;A
2020;ES617;7137;EMPRESA;9.0;A
2020;ES617;7142;EMPRESA;494.0;A
2020;ES617;7151;EMPRESA;89.0;A
2020;ES617;7155;EMPRESA;11.0;A
2020;ES617;7170;EMPRESA;102.0;A
2020;ES617;7167;EMPRESA;102.0;A
2020;ES617;7176;EMPRESA;2.0;A
2020;ES617;7173;EMPRESA;2.0;A
2020;ES617;7197;EMPRESA;235.0;A
2020;ES617;7179;EMPRESA;2.0;A
2020;ES617;7182;EMPRESA;8.0;A
2020;ES617;7185;EMPRESA;39.0;A
2020;ES617;7194;EMPRESA;186.0;A
2020;ES617;7214;EMPRESA;256.0;A
2020;ES617;7204;EMPRESA;251.0;A
2020;ES617;7211;EMPRESA;5.0;A
2020;ES617;7224;EMPRESA;25.0;A
2020;ES617;7218;EMPRESA;18.0;A
2020;ES617;7221;EMPRESA;7.0;A
2020;ES617;7237;EMPRESA;241.0;A
2020;ES617;7227;EMPRESA;11.0;A
2020;ES617;7234;EMPRESA;230.0;A
2020;ES617;7251;EMPRESA;23.0;A
2020;ES617;7241;EMPRESA;3.0;A
2020;ES617;7248;EMPRESA;20.0;A
2020;ES617;7263;EMPRESA;407.0;A
2020;ES617;7257;EMPRESA;377.0;A
2020;ES617;7260;EMPRESA;30.0;A
2020;ES617;7303;EMPRESA;95.0;A
2020;ES617;7281;EMPRESA;30.0;A
2020;ES617;7284;EMPRESA;1.0;A
2020;ES617;7287;EMPRESA;8.0;A
