TEMPORAL;TERRITORIO;CNAE09;INDICATOR;OBS_VALUE;FREQ
2020;ES616;6949;EMPRESA;33911.0;A
2020;ES616;7057;EMPRESA;3466.0;A
2020;ES616;7058;EMPRESA;3466.0;A
2020;ES616;7109;EMPRESA;44.0;A
2020;ES616;7086;EMPRESA;1.0;A
2020;ES616;7079;EMPRESA;1.0;A
2020;ES616;7099;EMPRESA;42.0;A
2020;ES616;7090;EMPRESA;37.0;A
2020;ES616;7096;EMPRESA;5.0;A
2020;ES616;7108;EMPRESA;1.0;A
2020;ES616;7105;EMPRESA;1.0;A
2020;ES616;7605;EMPRESA;3230.0;A
2020;ES616;7158;EMPRESA;879.0;A
2020;ES616;7114;EMPRESA;78.0;A
2020;ES616;7118;EMPRESA;4.0;A
2020;ES616;7123;EMPRESA;29.0;A
2020;ES616;7128;EMPRESA;349.0;A
2020;ES616;7133;EMPRESA;18.0;A
2020;ES616;7137;EMPRESA;4.0;A
2020;ES616;7142;EMPRESA;350.0;A
2020;ES616;7151;EMPRESA;40.0;A
2020;ES616;7155;EMPRESA;7.0;A
2020;ES616;7170;EMPRESA;20.0;A
2020;ES616;7167;EMPRESA;20.0;A
2020;ES616;7197;EMPRESA;93.0;A
2020;ES616;7179;EMPRESA;10.0;A
2020;ES616;7182;EMPRESA;4.0;A
2020;ES616;7185;EMPRESA;8.0;A
2020;ES616;7194;EMPRESA;71.0;A
2020;ES616;7214;EMPRESA;115.0;A
2020;ES616;7204;EMPRESA;113.0;A
2020;ES616;7211;EMPRESA;2.0;A
2020;ES616;7224;EMPRESA;7.0;A
2020;ES616;7218;EMPRESA;7.0;A
2020;ES616;7237;EMPRESA;153.0;A
2020;ES616;7227;EMPRESA;11.0;A
2020;ES616;7234;EMPRESA;142.0;A
2020;ES616;7251;EMPRESA;15.0;A
2020;ES616;7248;EMPRESA;15.0;A
2020;ES616;7263;EMPRESA;181.0;A
2020;ES616;7257;EMPRESA;176.0;A
2020;ES616;7260;EMPRESA;5.0;A
2020;ES616;7303;EMPRESA;48.0;A
2020;ES616;7281;EMPRESA;13.0;A
2020;ES616;7287;EMPRESA;10.0;A
2020;ES616;7291;EMPRESA;17.0;A
2020;ES616;7297;EMPRESA;7.0;A
2020;ES616;7300;EMPRESA;1.0;A
2020;ES616;7312;EMPRESA;1.0;A
2020;ES616;7306;EMPRESA;1.0;A
2020;ES616;7325;EMPRESA;61.0;A
2020;ES616;7316;EMPRESA;10.0;A
2020;ES616;7322;EMPRESA;51.0;A
2020;ES616;7368;EMPRESA;221.0;A
2020;ES616;7332;EMPRESA;16.0;A
2020;ES616;7335;EMPRESA;1.0;A
2020;ES616;7339;EMPRESA;20.0;A
2020;ES616;7346;EMPRESA;69.0;A
2020;ES616;7350;EMPRESA;5.0;A
2020;ES616;7358;EMPRESA;44.0;A
2020;ES616;7361;EMPRESA;63.0;A
2020;ES616;7365;EMPRESA;3.0;A
2020;ES616;7397;EMPRESA;9.0;A
2020;ES616;7380;EMPRESA;5.0;A
2020;ES616;7388;EMPRESA;1.0;A
2020;ES616;7394;EMPRESA;3.0;A
2020;ES616;7433;EMPRESA;591.0;A
2020;ES616;7401;EMPRESA;442.0;A
2020;ES616;7405;EMPRESA;7.0;A
2020;ES616;7414;EMPRESA;16.0;A
2020;ES616;7418;EMPRESA;68.0;A
2020;ES616;7423;EMPRESA;16.0;A
2020;ES616;7430;EMPRESA;42.0;A
2020;ES616;7462;EMPRESA;25.0;A
2020;ES616;7437;EMPRESA;6.0;A
2020;ES616;7440;EMPRESA;9.0;A
2020;ES616;7443;EMPRESA;3.0;A
2020;ES616;7446;EMPRESA;1.0;A
2020;ES616;7450;EMPRESA;5.0;A
2020;ES616;7453;EMPRESA;1.0;A
2020;ES616;7487;EMPRESA;18.0;A
2020;ES616;7466;EMPRESA;8.0;A
2020;ES616;7474;EMPRESA;2.0;A
2020;ES616;7477;EMPRESA;5.0;A
2020;ES616;7481;EMPRESA;1.0;A
2020;ES616;7484;EMPRESA;2.0;A
2020;ES616;7521;EMPRESA;81.0;A
2020;ES616;7494;EMPRESA;4.0;A
2020;ES616;7502;EMPRESA;14.0;A
2020;ES616;7505;EMPRESA;40.0;A
2020;ES616;7509;EMPRESA;7.0;A
2020;ES616;7518;EMPRESA;16.0;A
2020;ES616;7534;EMPRESA;69.0;A
2020;ES616;7524;EMPRESA;2.0;A
2020;ES616;7527;EMPRESA;18.0;A
2020;ES616;7531;EMPRESA;49.0;A
2020;ES616;7555;EMPRESA;5.0;A
2020;ES616;7538;EMPRESA;2.0;A
2020;ES616;7541;EMPRESA;2.0;A
2020;ES616;7552;EMPRESA;1.0;A
2020;ES616;7564;EMPRESA;362.0;A
2020;ES616;7561;EMPRESA;362.0;A
2020;ES616;7588;EMPRESA;96.0;A
2020;ES616;7569;EMPRESA;16.0;A
2020;ES616;7572;EMPRESA;1.0;A
