TEMPORAL;TERRITORIO;CNAE09;INDICATOR;OBS_VALUE;FREQ
2020;ES613;6949;EMPRESA;46668.0;A
2020;ES613;7057;EMPRESA;4779.0;A
2020;ES613;7058;EMPRESA;4779.0;A
2020;ES613;7109;EMPRESA;53.0;A
2020;ES613;7067;EMPRESA;1.0;A
2020;ES613;7061;EMPRESA;1.0;A
2020;ES613;7086;EMPRESA;3.0;A
2020;ES613;7079;EMPRESA;2.0;A
2020;ES613;7083;EMPRESA;1.0;A
2020;ES613;7099;EMPRESA;47.0;A
2020;ES613;7090;EMPRESA;42.0;A
2020;ES613;7096;EMPRESA;5.0;A
2020;ES613;7108;EMPRESA;2.0;A
2020;ES613;7102;EMPRESA;2.0;A
2020;ES613;7605;EMPRESA;4493.0;A
2020;ES613;7158;EMPRESA;836.0;A
2020;ES613;7114;EMPRESA;99.0;A
2020;ES613;7118;EMPRESA;3.0;A
2020;ES613;7123;EMPRESA;49.0;A
2020;ES613;7128;EMPRESA;221.0;A
2020;ES613;7133;EMPRESA;24.0;A
2020;ES613;7137;EMPRESA;6.0;A
2020;ES613;7142;EMPRESA;337.0;A
2020;ES613;7151;EMPRESA;81.0;A
2020;ES613;7155;EMPRESA;16.0;A
2020;ES613;7170;EMPRESA;94.0;A
2020;ES613;7167;EMPRESA;94.0;A
2020;ES613;7197;EMPRESA;115.0;A
2020;ES613;7179;EMPRESA;4.0;A
2020;ES613;7182;EMPRESA;1.0;A
2020;ES613;7185;EMPRESA;18.0;A
2020;ES613;7194;EMPRESA;92.0;A
2020;ES613;7214;EMPRESA;182.0;A
2020;ES613;7204;EMPRESA;179.0;A
2020;ES613;7207;EMPRESA;1.0;A
2020;ES613;7211;EMPRESA;2.0;A
2020;ES613;7224;EMPRESA;20.0;A
2020;ES613;7218;EMPRESA;17.0;A
2020;ES613;7221;EMPRESA;3.0;A
2020;ES613;7237;EMPRESA;188.0;A
2020;ES613;7227;EMPRESA;10.0;A
2020;ES613;7234;EMPRESA;178.0;A
2020;ES613;7251;EMPRESA;27.0;A
2020;ES613;7241;EMPRESA;2.0;A
2020;ES613;7248;EMPRESA;25.0;A
2020;ES613;7263;EMPRESA;234.0;A
2020;ES613;7257;EMPRESA;227.0;A
2020;ES613;7260;EMPRESA;7.0;A
2020;ES613;7272;EMPRESA;1.0;A
2020;ES613;7266;EMPRESA;1.0;A
2020;ES613;7303;EMPRESA;73.0;A
2020;ES613;7281;EMPRESA;32.0;A
2020;ES613;7284;EMPRESA;2.0;A
2020;ES613;7287;EMPRESA;7.0;A
2020;ES613;7291;EMPRESA;22.0;A
2020;ES613;7297;EMPRESA;10.0;A
2020;ES613;7312;EMPRESA;5.0;A
2020;ES613;7306;EMPRESA;3.0;A
2020;ES613;7309;EMPRESA;2.0;A
2020;ES613;7325;EMPRESA;61.0;A
2020;ES613;7316;EMPRESA;14.0;A
2020;ES613;7322;EMPRESA;47.0;A
2020;ES613;7368;EMPRESA;308.0;A
2020;ES613;7332;EMPRESA;27.0;A
2020;ES613;7335;EMPRESA;2.0;A
2020;ES613;7339;EMPRESA;5.0;A
2020;ES613;7346;EMPRESA;76.0;A
2020;ES613;7350;EMPRESA;3.0;A
2020;ES613;7358;EMPRESA;73.0;A
2020;ES613;7361;EMPRESA;117.0;A
2020;ES613;7365;EMPRESA;5.0;A
2020;ES613;7397;EMPRESA;37.0;A
2020;ES613;7371;EMPRESA;4.0;A
2020;ES613;7374;EMPRESA;1.0;A
2020;ES613;7380;EMPRESA;13.0;A
2020;ES613;7388;EMPRESA;11.0;A
2020;ES613;7394;EMPRESA;8.0;A
2020;ES613;7433;EMPRESA;747.0;A
2020;ES613;7401;EMPRESA;549.0;A
2020;ES613;7405;EMPRESA;13.0;A
2020;ES613;7414;EMPRESA;40.0;A
2020;ES613;7418;EMPRESA;85.0;A
2020;ES613;7423;EMPRESA;38.0;A
2020;ES613;7430;EMPRESA;22.0;A
2020;ES613;7462;EMPRESA;22.0;A
2020;ES613;7437;EMPRESA;5.0;A
2020;ES613;7440;EMPRESA;6.0;A
2020;ES613;7443;EMPRESA;1.0;A
2020;ES613;7450;EMPRESA;8.0;A
2020;ES613;7453;EMPRESA;1.0;A
2020;ES613;7456;EMPRESA;1.0;A
2020;ES613;7487;EMPRESA;37.0;A
2020;ES613;7466;EMPRESA;7.0;A
2020;ES613;7474;EMPRESA;2.0;A
2020;ES613;7477;EMPRESA;16.0;A
2020;ES613;7481;EMPRESA;6.0;A
2020;ES613;7484;EMPRESA;6.0;A
2020;ES613;7521;EMPRESA;129.0;A
2020;ES613;7494;EMPRESA;4.0;A
2020;ES613;7502;EMPRESA;47.0;A
2020;ES613;7505;EMPRESA;40.0;A
2020;ES613;7509;EMPRESA;6.0;A
2020;ES613;7518;EMPRESA;32.0;A
2020;ES613;7534;EMPRESA;25.0;A
2020;ES613;7524;EMPRESA;1.0;A
2020;ES613;7527;EMPRESA;16.0;A
2020;ES613;7531;EMPRESA;8.0;A
2020;ES613;7555;EMPRESA;5.0;A
2020;ES613;7544;EMPRESA;3.0;A
2020;ES613;7552;EMPRESA;2.0;A
2020;ES613;7564;EMPRESA;588.0;A
2020;ES613;7561;EMPRESA;588.0;A
2020;ES613;7588;EMPRESA;559.0;A
2020;ES613;7569;EMPRESA;428.0;A
2020;ES613;7572;EMPRESA;5.0;A
2020;ES613;7575;EMPRESA;2.0;A
2020;ES613;7578;EMPRESA;4.0;A
2020;ES613;7581;EMPRESA;79.0;A
2020;ES613;7585;EMPRESA;41.0;A
2020;ES613;7604;EMPRESA;200.0;A
2020;ES613;7598;EMPRESA;184.0;A
2020;ES613;7601;EMPRESA;16.0;A
2020;ES613;7627;EMPRESA;140.0;A
2020;ES613;7626;EMPRESA;140.0;A
2020;ES613;7615;EMPRESA;133.0;A
2020;ES613;7623;EMPRESA;7.0;A
2020;ES613;7661;EMPRESA;93.0;A
2020;ES613;7633;EMPRESA;32.0;A
2020;ES613;7630;EMPRESA;32.0;A
2020;ES613;7639;EMPRESA;4.0;A
2020;ES613;7636;EMPRESA;4.0;A
2020;ES613;7654;EMPRESA;54.0;A
2020;ES613;7643;EMPRESA;32.0;A
2020;ES613;7647;EMPRESA;8.0;A
2020;ES613;7651;EMPRESA;14.0;A
2020;ES613;7660;EMPRESA;3.0;A
2020;ES613;7657;EMPRESA;3.0;A
2020;ES613;7662;EMPRESA;5031.0;A
2020;ES613;7663;EMPRESA;5031.0;A
2020;ES613;7714;EMPRESA;5031.0;A
2020;ES613;7673;EMPRESA;2347.0;A
2020;ES613;7666;EMPRESA;946.0;A
2020;ES613;7670;EMPRESA;1401.0;A
2020;ES613;7689;EMPRESA;68.0;A
2020;ES613;7678;EMPRESA;24.0;A
2020;ES613;7682;EMPRESA;32.0;A
2020;ES613;7686;EMPRESA;12.0;A
2020;ES613;7713;EMPRESA;2616.0;A
2020;ES613;7694;EMPRESA;223.0;A
2020;ES613;7699;EMPRESA;1136.0;A
2020;ES613;7706;EMPRESA;821.0;A
2020;ES613;7710;EMPRESA;436.0;A
2020;ES613;7715;EMPRESA;36858.0;A
2020;ES613;7716;EMPRESA;17969.0;A
2020;ES613;7859;EMPRESA;13972.0;A
2020;ES613;7733;EMPRESA;1667.0;A
2020;ES613;7720;EMPRESA;402.0;A
2020;ES613;7723;EMPRESA;1070.0;A
2020;ES613;7727;EMPRESA;176.0;A
2020;ES613;7730;EMPRESA;19.0;A
2020;ES613;7800;EMPRESA;3516.0;A
2020;ES613;7744;EMPRESA;1061.0;A
2020;ES613;7750;EMPRESA;279.0;A
2020;ES613;7761;EMPRESA;878.0;A
2020;ES613;7772;EMPRESA;560.0;A
2020;ES613;7776;EMPRESA;31.0;A
2020;ES613;7785;EMPRESA;147.0;A
2020;ES613;7794;EMPRESA;426.0;A
2020;ES613;7797;EMPRESA;134.0;A
2020;ES613;7858;EMPRESA;8789.0;A
2020;ES613;7804;EMPRESA;1514.0;A
2020;ES613;7813;EMPRESA;1639.0;A
2020;ES613;7816;EMPRESA;149.0;A
2020;ES613;7821;EMPRESA;179.0;A
2020;ES613;7828;EMPRESA;1525.0;A
2020;ES613;7835;EMPRESA;438.0;A
2020;ES613;7846;EMPRESA;2408.0;A
2020;ES613;7851;EMPRESA;766.0;A
2020;ES613;7855;EMPRESA;171.0;A
2020;ES613;7888;EMPRESA;3997.0;A
2020;ES613;7874;EMPRESA;360.0;A
2020;ES613;7862;EMPRESA;179.0;A
2020;ES613;7865;EMPRESA;159.0;A
2020;ES613;7868;EMPRESA;8.0;A
2020;ES613;7871;EMPRESA;14.0;A
2020;ES613;7887;EMPRESA;3637.0;A
2020;ES613;7877;EMPRESA;565.0;A
2020;ES613;7881;EMPRESA;212.0;A
2020;ES613;7884;EMPRESA;2860.0;A
2020;ES613;7889;EMPRESA;3058.0;A
2020;ES613;7958;EMPRESA;2459.0;A
2020;ES613;7910;EMPRESA;2230.0;A
2020;ES613;7892;EMPRESA;2.0;A
2020;ES613;7900;EMPRESA;722.0;A
2020;ES613;7904;EMPRESA;1506.0;A
2020;ES613;7925;EMPRESA;2.0;A
2020;ES613;7916;EMPRESA;2.0;A
2020;ES613;7935;EMPRESA;2.0;A
2020;ES613;7928;EMPRESA;2.0;A
2020;ES613;7948;EMPRESA;89.0;A
2020;ES613;7938;EMPRESA;4.0;A
2020;ES613;7945;EMPRESA;85.0;A
2020;ES613;7957;EMPRESA;136.0;A
2020;ES613;7954;EMPRESA;136.0;A
2020;ES613;8031;EMPRESA;599.0;A
2020;ES613;7972;EMPRESA;84.0;A
2020;ES613;7965;EMPRESA;72.0;A
2020;ES613;7969;EMPRESA;12.0;A
2020;ES613;7986;EMPRESA;57.0;A
2020;ES613;7980;EMPRESA;46.0;A
2020;ES613;7983;EMPRESA;11.0;A
2020;ES613;7995;EMPRESA;26.0;A
2020;ES613;7989;EMPRESA;9.0;A
2020;ES613;7992;EMPRESA;17.0;A
2020;ES613;8010;EMPRESA;90.0;A
2020;ES613;7998;EMPRESA;30.0;A
