TEMPORAL;TERRITORIO;CNAE09;INDICATOR;OBS_VALUE;FREQ
2020;ES618;6949;EMPRESA;116001.0;A
2020;ES618;7057;EMPRESA;7339.0;A
2020;ES618;7058;EMPRESA;7339.0;A
2020;ES618;7109;EMPRESA;70.0;A
2020;ES618;7067;EMPRESA;1.0;A
2020;ES618;7061;EMPRESA;1.0;A
2020;ES618;7086;EMPRESA;3.0;A
2020;ES618;7083;EMPRESA;3.0;A
2020;ES618;7099;EMPRESA;63.0;A
2020;ES618;7090;EMPRESA;50.0;A
2020;ES618;7096;EMPRESA;13.0;A
2020;ES618;7108;EMPRESA;3.0;A
2020;ES618;7102;EMPRESA;1.0;A
2020;ES618;7105;EMPRESA;2.0;A
2020;ES618;7605;EMPRESA;6738.0;A
2020;ES618;7158;EMPRESA;1245.0;A
2020;ES618;7114;EMPRESA;109.0;A
2020;ES618;7118;EMPRESA;17.0;A
2020;ES618;7123;EMPRESA;182.0;A
2020;ES618;7128;EMPRESA;120.0;A
2020;ES618;7133;EMPRESA;39.0;A
2020;ES618;7137;EMPRESA;12.0;A
2020;ES618;7142;EMPRESA;516.0;A
2020;ES618;7151;EMPRESA;211.0;A
2020;ES618;7155;EMPRESA;39.0;A
2020;ES618;7170;EMPRESA;83.0;A
2020;ES618;7167;EMPRESA;83.0;A
2020;ES618;7176;EMPRESA;1.0;A
2020;ES618;7173;EMPRESA;1.0;A
2020;ES618;7197;EMPRESA;227.0;A
2020;ES618;7179;EMPRESA;8.0;A
2020;ES618;7182;EMPRESA;4.0;A
2020;ES618;7185;EMPRESA;26.0;A
2020;ES618;7194;EMPRESA;189.0;A
2020;ES618;7214;EMPRESA;484.0;A
2020;ES618;7204;EMPRESA;477.0;A
2020;ES618;7207;EMPRESA;2.0;A
2020;ES618;7211;EMPRESA;5.0;A
2020;ES618;7224;EMPRESA;50.0;A
2020;ES618;7218;EMPRESA;41.0;A
2020;ES618;7221;EMPRESA;9.0;A
2020;ES618;7237;EMPRESA;320.0;A
2020;ES618;7227;EMPRESA;18.0;A
2020;ES618;7234;EMPRESA;302.0;A
2020;ES618;7251;EMPRESA;46.0;A
2020;ES618;7241;EMPRESA;6.0;A
2020;ES618;7248;EMPRESA;40.0;A
2020;ES618;7263;EMPRESA;525.0;A
2020;ES618;7257;EMPRESA;503.0;A
2020;ES618;7260;EMPRESA;22.0;A
2020;ES618;7303;EMPRESA;153.0;A
2020;ES618;7281;EMPRESA;49.0;A
2020;ES618;7284;EMPRESA;9.0;A
2020;ES618;7287;EMPRESA;15.0;A
2020;ES618;7291;EMPRESA;55.0;A
2020;ES618;7297;EMPRESA;21.0;A
2020;ES618;7300;EMPRESA;4.0;A
2020;ES618;7312;EMPRESA;8.0;A
2020;ES618;7306;EMPRESA;5.0;A
2020;ES618;7309;EMPRESA;3.0;A
2020;ES618;7325;EMPRESA;99.0;A
2020;ES618;7316;EMPRESA;11.0;A
2020;ES618;7322;EMPRESA;88.0;A
2020;ES618;7368;EMPRESA;335.0;A
2020;ES618;7332;EMPRESA;38.0;A
2020;ES618;7335;EMPRESA;2.0;A
2020;ES618;7339;EMPRESA;15.0;A
2020;ES618;7346;EMPRESA;36.0;A
2020;ES618;7350;EMPRESA;18.0;A
2020;ES618;7358;EMPRESA;76.0;A
2020;ES618;7361;EMPRESA;142.0;A
2020;ES618;7365;EMPRESA;8.0;A
2020;ES618;7397;EMPRESA;50.0;A
2020;ES618;7371;EMPRESA;18.0;A
2020;ES618;7374;EMPRESA;2.0;A
2020;ES618;7380;EMPRESA;8.0;A
2020;ES618;7388;EMPRESA;11.0;A
2020;ES618;7394;EMPRESA;11.0;A
2020;ES618;7433;EMPRESA;1333.0;A
2020;ES618;7401;EMPRESA;977.0;A
2020;ES618;7405;EMPRESA;17.0;A
2020;ES618;7414;EMPRESA;40.0;A
2020;ES618;7418;EMPRESA;181.0;A
2020;ES618;7423;EMPRESA;45.0;A
2020;ES618;7430;EMPRESA;73.0;A
2020;ES618;7462;EMPRESA;80.0;A
2020;ES618;7437;EMPRESA;26.0;A
2020;ES618;7440;EMPRESA;21.0;A
2020;ES618;7443;EMPRESA;3.0;A
2020;ES618;7446;EMPRESA;2.0;A
2020;ES618;7450;EMPRESA;19.0;A
2020;ES618;7453;EMPRESA;4.0;A
2020;ES618;7456;EMPRESA;5.0;A
2020;ES618;7487;EMPRESA;48.0;A
2020;ES618;7466;EMPRESA;15.0;A
2020;ES618;7474;EMPRESA;3.0;A
2020;ES618;7477;EMPRESA;18.0;A
2020;ES618;7481;EMPRESA;3.0;A
2020;ES618;7484;EMPRESA;9.0;A
2020;ES618;7521;EMPRESA;187.0;A
2020;ES618;7494;EMPRESA;11.0;A
2020;ES618;7502;EMPRESA;47.0;A
2020;ES618;7505;EMPRESA;29.0;A
2020;ES618;7509;EMPRESA;8.0;A
2020;ES618;7518;EMPRESA;92.0;A
2020;ES618;7534;EMPRESA;57.0;A
2020;ES618;7524;EMPRESA;4.0;A
2020;ES618;7527;EMPRESA;36.0;A
2020;ES618;7531;EMPRESA;17.0;A
2020;ES618;7555;EMPRESA;50.0;A
2020;ES618;7538;EMPRESA;6.0;A
2020;ES618;7541;EMPRESA;1.0;A
2020;ES618;7544;EMPRESA;34.0;A
2020;ES618;7552;EMPRESA;9.0;A
2020;ES618;7564;EMPRESA;498.0;A
2020;ES618;7561;EMPRESA;498.0;A
2020;ES618;7588;EMPRESA;407.0;A
2020;ES618;7569;EMPRESA;96.0;A
2020;ES618;7572;EMPRESA;12.0;A
2020;ES618;7575;EMPRESA;11.0;A
2020;ES618;7578;EMPRESA;9.0;A
2020;ES618;7581;EMPRESA;196.0;A
2020;ES618;7585;EMPRESA;83.0;A
2020;ES618;7604;EMPRESA;452.0;A
2020;ES618;7598;EMPRESA;419.0;A
2020;ES618;7601;EMPRESA;33.0;A
2020;ES618;7627;EMPRESA;318.0;A
2020;ES618;7626;EMPRESA;318.0;A
2020;ES618;7615;EMPRESA;295.0;A
2020;ES618;7620;EMPRESA;3.0;A
2020;ES618;7623;EMPRESA;20.0;A
2020;ES618;7661;EMPRESA;213.0;A
2020;ES618;7633;EMPRESA;52.0;A
2020;ES618;7630;EMPRESA;52.0;A
2020;ES618;7639;EMPRESA;41.0;A
2020;ES618;7636;EMPRESA;41.0;A
2020;ES618;7654;EMPRESA;96.0;A
2020;ES618;7643;EMPRESA;58.0;A
2020;ES618;7647;EMPRESA;14.0;A
2020;ES618;7651;EMPRESA;24.0;A
2020;ES618;7660;EMPRESA;24.0;A
2020;ES618;7657;EMPRESA;24.0;A
2020;ES618;7662;EMPRESA;10979.0;A
2020;ES618;7663;EMPRESA;10979.0;A
2020;ES618;7714;EMPRESA;10979.0;A
2020;ES618;7673;EMPRESA;5438.0;A
2020;ES618;7666;EMPRESA;2280.0;A
2020;ES618;7670;EMPRESA;3158.0;A
2020;ES618;7689;EMPRESA;149.0;A
2020;ES618;7678;EMPRESA;46.0;A
2020;ES618;7682;EMPRESA;64.0;A
2020;ES618;7686;EMPRESA;39.0;A
2020;ES618;7713;EMPRESA;5392.0;A
2020;ES618;7694;EMPRESA;355.0;A
2020;ES618;7699;EMPRESA;2393.0;A
2020;ES618;7706;EMPRESA;1720.0;A
2020;ES618;7710;EMPRESA;924.0;A
