TEMPORAL;TERRITORIO;CNAE09;INDICATOR;OBS_VALUE;FREQ
2020;3676;6949;EMPRESA;518465.0;A
2020;3676;7057;EMPRESA;33264.0;A
2020;3676;7058;EMPRESA;33264.0;A
2020;3676;7109;EMPRESA;486.0;A
2020;3676;7067;EMPRESA;5.0;A
2020;3676;7061;EMPRESA;5.0;A
2020;3676;7076;EMPRESA;2.0;A
2020;3676;7070;EMPRESA;1.0;A
2020;3676;7073;EMPRESA;1.0;A
2020;3676;7086;EMPRESA;14.0;A
2020;3676;7079;EMPRESA;6.0;A
2020;3676;7083;EMPRESA;8.0;A
2020;3676;7099;EMPRESA;446.0;A
2020;3676;7090;EMPRESA;388.0;A
2020;3676;7096;EMPRESA;58.0;A
2020;3676;7108;EMPRESA;19.0;A
2020;3676;7102;EMPRESA;13.0;A
2020;3676;7105;EMPRESA;6.0;A
2020;3676;7605;EMPRESA;30266.0;A
2020;3676;7158;EMPRESA;6159.0;A
2020;3676;7114;EMPRESA;693.0;A
2020;3676;7118;EMPRESA;91.0;A
2020;3676;7123;EMPRESA;434.0;A
2020;3676;7128;EMPRESA;995.0;A
2020;3676;7133;EMPRESA;254.0;A
2020;3676;7137;EMPRESA;70.0;A
2020;3676;7142;EMPRESA;2862.0;A
2020;3676;7151;EMPRESA;651.0;A
2020;3676;7155;EMPRESA;109.0;A
2020;3676;7170;EMPRESA;631.0;A
2020;3676;7167;EMPRESA;631.0;A
2020;3676;7176;EMPRESA;3.0;A
2020;3676;7173;EMPRESA;3.0;A
2020;3676;7197;EMPRESA;946.0;A
2020;3676;7179;EMPRESA;30.0;A
2020;3676;7182;EMPRESA;24.0;A
2020;3676;7185;EMPRESA;125.0;A
2020;3676;7194;EMPRESA;767.0;A
2020;3676;7214;EMPRESA;1497.0;A
2020;3676;7204;EMPRESA;1473.0;A
2020;3676;7207;EMPRESA;6.0;A
2020;3676;7211;EMPRESA;18.0;A
2020;3676;7224;EMPRESA;449.0;A
2020;3676;7218;EMPRESA;386.0;A
2020;3676;7221;EMPRESA;63.0;A
2020;3676;7237;EMPRESA;1524.0;A
2020;3676;7227;EMPRESA;91.0;A
2020;3676;7234;EMPRESA;1433.0;A
2020;3676;7251;EMPRESA;182.0;A
2020;3676;7241;EMPRESA;21.0;A
2020;3676;7248;EMPRESA;161.0;A
2020;3676;7263;EMPRESA;2184.0;A
2020;3676;7257;EMPRESA;2098.0;A
2020;3676;7260;EMPRESA;86.0;A
2020;3676;7272;EMPRESA;2.0;A
2020;3676;7266;EMPRESA;1.0;A
2020;3676;7269;EMPRESA;1.0;A
2020;3676;7303;EMPRESA;691.0;A
2020;3676;7281;EMPRESA;250.0;A
2020;3676;7284;EMPRESA;19.0;A
2020;3676;7287;EMPRESA;77.0;A
2020;3676;7291;EMPRESA;228.0;A
2020;3676;7297;EMPRESA;109.0;A
2020;3676;7300;EMPRESA;8.0;A
2020;3676;7312;EMPRESA;61.0;A
2020;3676;7306;EMPRESA;18.0;A
2020;3676;7309;EMPRESA;43.0;A
2020;3676;7325;EMPRESA;455.0;A
2020;3676;7316;EMPRESA;74.0;A
2020;3676;7322;EMPRESA;381.0;A
2020;3676;7368;EMPRESA;1863.0;A
2020;3676;7332;EMPRESA;168.0;A
2020;3676;7335;EMPRESA;7.0;A
2020;3676;7339;EMPRESA;101.0;A
2020;3676;7346;EMPRESA;234.0;A
2020;3676;7350;EMPRESA;48.0;A
2020;3676;7358;EMPRESA;450.0;A
2020;3676;7361;EMPRESA;811.0;A
2020;3676;7365;EMPRESA;44.0;A
2020;3676;7397;EMPRESA;179.0;A
2020;3676;7371;EMPRESA;39.0;A
2020;3676;7374;EMPRESA;12.0;A
2020;3676;7380;EMPRESA;48.0;A
2020;3676;7388;EMPRESA;39.0;A
2020;3676;7394;EMPRESA;41.0;A
2020;3676;7433;EMPRESA;5544.0;A
2020;3676;7401;EMPRESA;4155.0;A
2020;3676;7405;EMPRESA;72.0;A
2020;3676;7408;EMPRESA;1.0;A
2020;3676;7411;EMPRESA;4.0;A
2020;3676;7414;EMPRESA;135.0;A
2020;3676;7418;EMPRESA;736.0;A
2020;3676;7423;EMPRESA;192.0;A
2020;3676;7430;EMPRESA;249.0;A
2020;3676;7462;EMPRESA;313.0;A
2020;3676;7437;EMPRESA;77.0;A
2020;3676;7440;EMPRESA;109.0;A
2020;3676;7443;EMPRESA;17.0;A
2020;3676;7446;EMPRESA;16.0;A
2020;3676;7450;EMPRESA;69.0;A
2020;3676;7453;EMPRESA;13.0;A
2020;3676;7456;EMPRESA;11.0;A
2020;3676;7459;EMPRESA;1.0;A
2020;3676;7487;EMPRESA;217.0;A
2020;3676;7466;EMPRESA;58.0;A
2020;3676;7469;EMPRESA;3.0;A
2020;3676;7474;EMPRESA;13.0;A
2020;3676;7477;EMPRESA;80.0;A
2020;3676;7481;EMPRESA;26.0;A
2020;3676;7484;EMPRESA;37.0;A
2020;3676;7521;EMPRESA;674.0;A
2020;3676;7494;EMPRESA;40.0;A
2020;3676;7502;EMPRESA;195.0;A
2020;3676;7505;EMPRESA;156.0;A
2020;3676;7509;EMPRESA;38.0;A
2020;3676;7518;EMPRESA;245.0;A
2020;3676;7534;EMPRESA;252.0;A
2020;3676;7524;EMPRESA;17.0;A
2020;3676;7527;EMPRESA;131.0;A
2020;3676;7531;EMPRESA;104.0;A
2020;3676;7555;EMPRESA;194.0;A
2020;3676;7538;EMPRESA;103.0;A
2020;3676;7541;EMPRESA;11.0;A
2020;3676;7544;EMPRESA;58.0;A
2020;3676;7552;EMPRESA;22.0;A
2020;3676;7564;EMPRESA;2337.0;A
2020;3676;7561;EMPRESA;2337.0;A
2020;3676;7588;EMPRESA;1859.0;A
2020;3676;7569;EMPRESA;667.0;A
2020;3676;7572;EMPRESA;74.0;A
2020;3676;7575;EMPRESA;40.0;A
2020;3676;7578;EMPRESA;35.0;A
2020;3676;7581;EMPRESA;790.0;A
2020;3676;7585;EMPRESA;253.0;A
2020;3676;7604;EMPRESA;2050.0;A
2020;3676;7598;EMPRESA;1903.0;A
2020;3676;7601;EMPRESA;147.0;A
2020;3676;7627;EMPRESA;1236.0;A
2020;3676;7626;EMPRESA;1236.0;A
2020;3676;7615;EMPRESA;1148.0;A
2020;3676;7620;EMPRESA;15.0;A
2020;3676;7623;EMPRESA;73.0;A
2020;3676;7661;EMPRESA;1276.0;A
2020;3676;7633;EMPRESA;512.0;A
2020;3676;7630;EMPRESA;512.0;A
2020;3676;7639;EMPRESA;118.0;A
2020;3676;7636;EMPRESA;118.0;A
2020;3676;7654;EMPRESA;508.0;A
2020;3676;7643;EMPRESA;339.0;A
2020;3676;7647;EMPRESA;77.0;A
2020;3676;7651;EMPRESA;92.0;A
2020;3676;7660;EMPRESA;138.0;A
2020;3676;7657;EMPRESA;138.0;A
2020;3676;7662;EMPRESA;57029.0;A
2020;3676;7663;EMPRESA;57029.0;A
2020;3676;7714;EMPRESA;57029.0;A
2020;3676;7673;EMPRESA;28951.0;A
2020;3676;7666;EMPRESA;12836.0;A
2020;3676;7670;EMPRESA;16115.0;A
2020;3676;7689;EMPRESA;798.0;A
2020;3676;7678;EMPRESA;280.0;A
2020;3676;7682;EMPRESA;296.0;A
2020;3676;7686;EMPRESA;222.0;A
2020;3676;7713;EMPRESA;27280.0;A
2020;3676;7694;EMPRESA;2150.0;A
2020;3676;7699;EMPRESA;11201.0;A
2020;3676;7706;EMPRESA;8494.0;A
2020;3676;7710;EMPRESA;5435.0;A
2020;3676;7715;EMPRESA;428172.0;A
2020;3676;7716;EMPRESA;193654.0;A
2020;3676;7859;EMPRESA;141934.0;A
2020;3676;7733;EMPRESA;15722.0;A
2020;3676;7720;EMPRESA;3899.0;A
2020;3676;7723;EMPRESA;9881.0;A
2020;3676;7727;EMPRESA;1710.0;A
2020;3676;7730;EMPRESA;232.0;A
2020;3676;7800;EMPRESA;34894.0;A
2020;3676;7744;EMPRESA;11025.0;A
2020;3676;7750;EMPRESA;1977.0;A
2020;3676;7761;EMPRESA;9407.0;A
2020;3676;7772;EMPRESA;4971.0;A
2020;3676;7776;EMPRESA;651.0;A
2020;3676;7785;EMPRESA;1606.0;A
2020;3676;7794;EMPRESA;3906.0;A
2020;3676;7797;EMPRESA;1351.0;A
2020;3676;7858;EMPRESA;91318.0;A
2020;3676;7804;EMPRESA;16125.0;A
2020;3676;7813;EMPRESA;16830.0;A
2020;3676;7816;EMPRESA;1404.0;A
2020;3676;7821;EMPRESA;1993.0;A
2020;3676;7828;EMPRESA;14845.0;A
2020;3676;7835;EMPRESA;4668.0;A
2020;3676;7846;EMPRESA;25768.0;A
