TEMPORAL;TERRITORIO;CNAE09;INDICATOR;OBS_VALUE;FREQ
2020;ES617;6949;ESTABLECIMIENTO;147092.0;A
2020;ES617;7057;ESTABLECIMIENTO;6356.0;A
2020;ES617;7058;ESTABLECIMIENTO;6356.0;A
2020;ES617;7109;ESTABLECIMIENTO;76.0;A
2020;ES617;7067;ESTABLECIMIENTO;4.0;A
2020;ES617;7061;ESTABLECIMIENTO;4.0;A
2020;ES617;7099;ESTABLECIMIENTO;72.0;A
2020;ES617;7090;ESTABLECIMIENTO;64.0;A
2020;ES617;7096;ESTABLECIMIENTO;8.0;A
2020;ES617;7605;ESTABLECIMIENTO;5843.0;A
2020;ES617;7158;ESTABLECIMIENTO;1113.0;A
2020;ES617;7114;ESTABLECIMIENTO;114.0;A
2020;ES617;7118;ESTABLECIMIENTO;20.0;A
2020;ES617;7123;ESTABLECIMIENTO;90.0;A
2020;ES617;7128;ESTABLECIMIENTO;107.0;A
2020;ES617;7133;ESTABLECIMIENTO;80.0;A
2020;ES617;7137;ESTABLECIMIENTO;15.0;A
2020;ES617;7142;ESTABLECIMIENTO;530.0;A
2020;ES617;7151;ESTABLECIMIENTO;138.0;A
2020;ES617;7155;ESTABLECIMIENTO;19.0;A
2020;ES617;7170;ESTABLECIMIENTO;117.0;A
2020;ES617;7167;ESTABLECIMIENTO;117.0;A
2020;ES617;7176;ESTABLECIMIENTO;3.0;A
2020;ES617;7173;ESTABLECIMIENTO;3.0;A
2020;ES617;7197;ESTABLECIMIENTO;286.0;A
2020;ES617;7179;ESTABLECIMIENTO;5.0;A
2020;ES617;7182;ESTABLECIMIENTO;2.0;A
2020;ES617;7185;ESTABLECIMIENTO;48.0;A
2020;ES617;7194;ESTABLECIMIENTO;231.0;A
2020;ES617;7214;ESTABLECIMIENTO;308.0;A
2020;ES617;7204;ESTABLECIMIENTO;306.0;A
2020;ES617;7207;ESTABLECIMIENTO;1.0;A
2020;ES617;7211;ESTABLECIMIENTO;1.0;A
2020;ES617;7224;ESTABLECIMIENTO;25.0;A
2020;ES617;7218;ESTABLECIMIENTO;17.0;A
2020;ES617;7221;ESTABLECIMIENTO;8.0;A
2020;ES617;7237;ESTABLECIMIENTO;290.0;A
2020;ES617;7227;ESTABLECIMIENTO;14.0;A
2020;ES617;7234;ESTABLECIMIENTO;276.0;A
2020;ES617;7251;ESTABLECIMIENTO;27.0;A
2020;ES617;7241;ESTABLECIMIENTO;2.0;A
2020;ES617;7248;ESTABLECIMIENTO;25.0;A
2020;ES617;7263;ESTABLECIMIENTO;555.0;A
2020;ES617;7257;ESTABLECIMIENTO;554.0;A
2020;ES617;7260;ESTABLECIMIENTO;1.0;A
2020;ES617;7303;ESTABLECIMIENTO;127.0;A
2020;ES617;7281;ESTABLECIMIENTO;34.0;A
2020;ES617;7284;ESTABLECIMIENTO;6.0;A
2020;ES617;7287;ESTABLECIMIENTO;14.0;A
2020;ES617;7291;ESTABLECIMIENTO;55.0;A
