TEMPORAL;TERRITORIO;IPC_GRUPOSESPECIALES;INDICATOR;OBS_VALUE;FREQ
2003-02;ES61;62117;INX;78.546;M
2003-03;ES;62089;INX;70.908;M
2003-03;ES;62090;INX;72.315;M
2003-03;ES;62093;INX;86.887;M
2003-03;ES;62100;INX;74.016;M
2003-03;ES;62096;INX;71.167;M
2003-03;ES;62094;INX;103.308;M
2003-03;ES;62095;INX;69.056;M
2003-03;ES;62101;INX;80.294;M
2003-03;ES;62102;INX;78.081;M
2003-03;ES;62106;INX;78.704;M
2003-03;ES;62103;INX;79.139;M
2003-03;ES;62104;INX;79.861;M
2003-03;ES;62107;INX;80.446;M
2003-03;ES;62108;INX;80.568;M
2003-03;ES;62109;INX;80.402;M
2003-03;ES;62110;INX;81.437;M
2003-03;ES;62111;INX;82.138;M
2003-03;ES;62112;INX;86.307;M
2003-03;ES;62113;INX;86.887;M
2003-03;ES;62114;INX;80.437;M
2003-03;ES;62105;INX;79.002;M
2003-03;ES;62115;INX;75.062;M
2003-03;ES;62116;INX;76.241;M
2003-03;ES;62097;INX;88.766;M
2003-03;ES;62099;INX;74.159;M
2003-03;ES;62091;INX;71.266;M
2003-03;ES;62092;INX;70.057;M
2003-03;ES;62098;INX;94.017;M
2003-03;ES;62117;INX;78.335;M
2003-03;ES61;62089;INX;70.607;M
2003-03;ES61;62090;INX;73.522;M
2003-03;ES61;62093;INX;87.351;M
2003-03;ES61;62100;INX;75.028;M
2003-03;ES61;62096;INX;70.471;M
2003-03;ES61;62094;INX;102.778;M
2003-03;ES61;62095;INX;68.328;M
2003-03;ES61;62101;INX;81.466;M
2003-03;ES61;62102;INX;78.776;M
2003-03;ES61;62106;INX;79.53;M
2003-03;ES61;62103;INX;80.039;M
2003-03;ES61;62104;INX;80.757;M
2003-03;ES61;62107;INX;80.611;M
2003-03;ES61;62108;INX;80.702;M
2003-03;ES61;62109;INX;81.577;M
2003-03;ES61;62110;INX;82.884;M
2003-03;ES61;62111;INX;83.746;M
2003-03;ES61;62112;INX;86.922;M
2003-03;ES61;62113;INX;87.351;M
2003-03;ES61;62114;INX;81.184;M
2003-03;ES61;62105;INX;79.966;M
2003-03;ES61;62115;INX;75.849;M
2003-03;ES61;62116;INX;77.025;M
2003-03;ES61;62097;INX;89.349;M
2003-03;ES61;62099;INX;75.075;M
2003-03;ES61;62091;INX;71.297;M
2003-03;ES61;62092;INX;69.816;M
2003-03;ES61;62098;INX;94.627;M
2003-03;ES61;62117;INX;79.022;M
2003-04;ES;62089;INX;70.975;M
2003-04;ES;62090;INX;72.282;M
2003-04;ES;62093;INX;88.129;M
2003-04;ES;62100;INX;74.515;M
2003-04;ES;62096;INX;68.673;M
2003-04;ES;62094;INX;103.342;M
2003-04;ES;62095;INX;67.245;M
2003-04;ES;62101;INX;81.154;M
2003-04;ES;62102;INX;78.723;M
2003-04;ES;62106;INX;79.609;M
2003-04;ES;62103;INX;80.074;M
2003-04;ES;62104;INX;80.901;M
2003-04;ES;62107;INX;81.156;M
2003-04;ES;62108;INX;81.291;M
2003-04;ES;62109;INX;81.277;M
2003-04;ES;62110;INX;82.707;M
2003-04;ES;62111;INX;83.467;M
2003-04;ES;62112;INX;87.5;M
2003-04;ES;62113;INX;88.129;M
2003-04;ES;62114;INX;82.091;M
2003-04;ES;62105;INX;79.658;M
2003-04;ES;62115;INX;75.091;M
2003-04;ES;62116;INX;76.281;M
2003-04;ES;62097;INX;90.116;M
2003-04;ES;62099;INX;74.647;M
2003-04;ES;62091;INX;71.301;M
2003-04;ES;62092;INX;69.048;M
2003-04;ES;62098;INX;96.571;M
2003-04;ES;62117;INX;79.326;M
2003-04;ES61;62089;INX;70.638;M
2003-04;ES61;62090;INX;73.543;M
2003-04;ES61;62093;INX;88.943;M
2003-04;ES61;62100;INX;75.51;M
2003-04;ES61;62096;INX;68.489;M
2003-04;ES61;62094;INX;102.777;M
2003-04;ES61;62095;INX;66.943;M
2003-04;ES61;62101;INX;82.54;M
2003-04;ES61;62102;INX;79.537;M
2003-04;ES61;62106;INX;80.516;M
2003-04;ES61;62103;INX;81.06;M
2003-04;ES61;62104;INX;81.891;M
2003-04;ES61;62107;INX;81.492;M
2003-04;ES61;62108;INX;81.592;M
2003-04;ES61;62109;INX;82.664;M
2003-04;ES61;62110;INX;84.338;M
2003-04;ES61;62111;INX;85.277;M
2003-04;ES61;62112;INX;88.472;M
2003-04;ES61;62113;INX;88.943;M
2003-04;ES61;62114;INX;83.308;M
2003-04;ES61;62105;INX;80.757;M
2003-04;ES61;62115;INX;75.877;M
2003-04;ES61;62116;INX;77.012;M
2003-04;ES61;62097;INX;91.09;M
2003-04;ES61;62099;INX;75.555;M
2003-04;ES61;62091;INX;71.325;M
2003-04;ES61;62092;INX;69.074;M
2003-04;ES61;62098;INX;97.444;M
2003-04;ES61;62117;INX;80.123;M
2003-05;ES;62089;INX;71.049;M
2003-05;ES;62090;INX;72.685;M
2003-05;ES;62093;INX;87.928;M
2003-05;ES;62100;INX;74.354;M
2003-05;ES;62096;INX;66.366;M
2003-05;ES;62094;INX;103.48;M
2003-05;ES;62095;INX;65.57;M
2003-05;ES;62101;INX;80.986;M
2003-05;ES;62102;INX;78.643;M
2003-05;ES;62106;INX;79.728;M
2003-05;ES;62103;INX;80.197;M
2003-05;ES;62104;INX;80.994;M
2003-05;ES;62107;INX;81.13;M
2003-05;ES;62108;INX;81.255;M
2003-05;ES;62109;INX;81.097;M
2003-05;ES;62110;INX;82.8;M
2003-05;ES;62111;INX;83.564;M
2003-05;ES;62112;INX;87.324;M
2003-05;ES;62113;INX;87.928;M
2003-05;ES;62114;INX;81.774;M
2003-05;ES;62105;INX;79.581;M
2003-05;ES;62115;INX;75.294;M
2003-05;ES;62116;INX;76.379;M
2003-05;ES;62097;INX;89.898;M
2003-05;ES;62099;INX;74.51;M
2003-05;ES;62091;INX;71.48;M
2003-05;ES;62092;INX;68.307;M
2003-05;ES;62098;INX;97.01;M
2003-05;ES;62117;INX;79.447;M
2003-05;ES61;62089;INX;70.717;M
2003-05;ES61;62090;INX;73.938;M
2003-05;ES61;62093;INX;88.784;M
2003-05;ES61;62100;INX;75.444;M
2003-05;ES61;62096;INX;66.344;M
2003-05;ES61;62094;INX;102.878;M
2003-05;ES61;62095;INX;65.444;M
2003-05;ES61;62101;INX;82.432;M
2003-05;ES61;62102;INX;79.51;M
2003-05;ES61;62106;INX;80.671;M
2003-05;ES61;62103;INX;81.221;M
2003-05;ES61;62104;INX;82.024;M
2003-05;ES61;62107;INX;81.49;M
2003-05;ES61;62108;INX;81.583;M
2003-05;ES61;62109;INX;82.548;M
2003-05;ES61;62110;INX;84.483;M
2003-05;ES61;62111;INX;85.43;M
2003-05;ES61;62112;INX;88.33;M
2003-05;ES61;62113;INX;88.784;M
2003-05;ES61;62114;INX;83.062;M
2003-05;ES61;62105;INX;80.733;M
2003-05;ES61;62115;INX;76.078;M
2003-05;ES61;62116;INX;77.131;M
2003-05;ES61;62097;INX;90.916;M
2003-05;ES61;62099;INX;75.505;M
2003-05;ES61;62091;INX;71.497;M
2003-05;ES61;62092;INX;68.437;M
2003-05;ES61;62098;INX;97.843;M
2003-05;ES61;62117;INX;80.283;M
2003-06;ES;62089;INX;71.11;M
2003-06;ES;62090;INX;72.896;M
2003-06;ES;62093;INX;87.701;M
2003-06;ES;62100;INX;74.638;M
2003-06;ES;62096;INX;65.82;M
2003-06;ES;62094;INX;103.517;M
2003-06;ES;62095;INX;65.174;M
2003-06;ES;62101;INX;81.015;M
2003-06;ES;62102;INX;78.691;M
2003-06;ES;62106;INX;79.831;M
2003-06;ES;62103;INX;80.304;M
2003-06;ES;62104;INX;81.089;M
2003-06;ES;62107;INX;81.058;M
2003-06;ES;62108;INX;81.173;M
2003-06;ES;62109;INX;81.121;M
2003-06;ES;62110;INX;82.9;M
2003-06;ES;62111;INX;83.669;M
2003-06;ES;62112;INX;87.121;M
2003-06;ES;62113;INX;87.701;M
2003-06;ES;62114;INX;81.456;M
2003-06;ES;62105;INX;79.634;M
2003-06;ES;62115;INX;75.42;M
2003-06;ES;62116;INX;76.45;M
2003-06;ES;62097;INX;89.651;M
2003-06;ES;62099;INX;74.793;M
2003-06;ES;62091;INX;71.589;M
2003-06;ES;62092;INX;68.183;M
2003-06;ES;62098;INX;96.857;M
2003-06;ES;62117;INX;79.555;M
2003-06;ES61;62089;INX;70.752;M
2003-06;ES61;62090;INX;74.484;M
2003-06;ES61;62093;INX;88.574;M
2003-06;ES61;62100;INX;75.672;M
2003-06;ES61;62096;INX;65.84;M
2003-06;ES61;62094;INX;102.871;M
2003-06;ES61;62095;INX;65.091;M
2003-06;ES61;62101;INX;82.426;M
2003-06;ES61;62102;INX;79.56;M
2003-06;ES61;62106;INX;80.771;M
2003-06;ES61;62103;INX;81.324;M
2003-06;ES61;62104;INX;82.078;M
2003-06;ES61;62107;INX;81.465;M
2003-06;ES61;62108;INX;81.552;M
2003-06;ES61;62109;INX;82.537;M
2003-06;ES61;62110;INX;84.539;M
2003-06;ES61;62111;INX;85.49;M
2003-06;ES61;62112;INX;88.139;M
2003-06;ES61;62113;INX;88.574;M
2003-06;ES61;62114;INX;82.785;M
2003-06;ES61;62105;INX;80.788;M
2003-06;ES61;62115;INX;76.298;M
2003-06;ES61;62116;INX;77.159;M
2003-06;ES61;62097;INX;90.687;M
2003-06;ES61;62099;INX;75.736;M
2003-06;ES61;62091;INX;71.681;M
2003-06;ES61;62092;INX;68.489;M
2003-06;ES61;62098;INX;97.694;M
2003-06;ES61;62117;INX;80.382;M
2003-07;ES;62089;INX;71.182;M
2003-07;ES;62090;INX;73.992;M
2003-07;ES;62093;INX;85.52;M
2003-07;ES;62100;INX;75.151;M
2003-07;ES;62096;INX;66.644;M
2003-07;ES;62094;INX;103.07;M
2003-07;ES;62095;INX;65.772;M
2003-07;ES;62101;INX;80.187;M
2003-07;ES;62102;INX;78.185;M
2003-07;ES;62106;INX;79.225;M
2003-07;ES;62103;INX;79.677;M
2003-07;ES;62104;INX;80.273;M
2003-07;ES;62107;INX;80.027;M
2003-07;ES;62108;INX;80.106;M
2003-07;ES;62109;INX;80.264;M
2003-07;ES;62110;INX;81.869;M
2003-07;ES;62111;INX;82.59;M
2003-07;ES;62112;INX;85.062;M
2003-07;ES;62113;INX;85.52;M
2003-07;ES;62114;INX;78.686;M
2003-07;ES;62105;INX;79.11;M
2003-07;ES;62115;INX;75.829;M
2003-07;ES;62116;INX;76.462;M
2003-07;ES;62097;INX;87.279;M
2003-07;ES;62099;INX;75.289;M
2003-07;ES;62091;INX;71.988;M
2003-07;ES;62092;INX;68.999;M
2003-07;ES;62098;INX;93.488;M
2003-07;ES;62117;INX;78.891;M
2003-07;ES61;62089;INX;70.765;M
2003-07;ES61;62090;INX;75.938;M
2003-07;ES61;62093;INX;85.885;M
2003-07;ES61;62100;INX;76.133;M
2003-07;ES61;62096;INX;66.744;M
2003-07;ES61;62094;INX;102.437;M
2003-07;ES61;62095;INX;65.724;M
2003-07;ES61;62101;INX;81.196;M
2003-07;ES61;62102;INX;78.824;M
2003-07;ES61;62106;INX;79.912;M
2003-07;ES61;62103;INX;80.434;M
2003-07;ES61;62104;INX;80.923;M
2003-07;ES61;62107;INX;80.212;M
2003-07;ES61;62108;INX;80.268;M
2003-07;ES61;62109;INX;81.276;M
2003-07;ES61;62110;INX;83.044;M
2003-07;ES61;62111;INX;83.914;M
2003-07;ES61;62112;INX;85.556;M
2003-07;ES61;62113;INX;85.885;M
2003-07;ES61;62114;INX;79.346;M
2003-07;ES61;62105;INX;80.013;M
2003-07;ES61;62115;INX;76.747;M
2003-07;ES61;62116;INX;77.057;M
2003-07;ES61;62097;INX;87.747;M
2003-07;ES61;62099;INX;76.19;M
2003-07;ES61;62091;INX;72.116;M
2003-07;ES61;62092;INX;69.48;M
2003-07;ES61;62098;INX;93.645;M
2003-07;ES61;62117;INX;79.463;M
2003-08;ES;62089;INX;71.311;M
2003-08;ES;62090;INX;75.425;M
2003-08;ES;62093;INX;85.591;M
2003-08;ES;62100;INX;75.668;M
2003-08;ES;62096;INX;67.894;M
2003-08;ES;62094;INX;102.796;M
2003-08;ES;62095;INX;66.68;M
2003-08;ES;62101;INX;80.472;M
2003-08;ES;62102;INX;78.547;M
2003-08;ES;62106;INX;79.507;M
2003-08;ES;62103;INX;79.969;M
2003-08;ES;62104;INX;80.439;M
2003-08;ES;62107;INX;80.302;M
2003-08;ES;62108;INX;80.385;M
2003-08;ES;62109;INX;80.554;M
2003-08;ES;62110;INX;82.037;M
2003-08;ES;62111;INX;82.766;M
2003-08;ES;62112;INX;85.136;M
2003-08;ES;62113;INX;85.591;M
2003-08;ES;62114;INX;78.877;M
2003-08;ES;62105;INX;79.482;M
2003-08;ES;62115;INX;76.464;M
2003-08;ES;62116;INX;76.634;M
2003-08;ES;62097;INX;87.356;M
2003-08;ES;62099;INX;75.786;M
2003-08;ES;62091;INX;72.535;M
2003-08;ES;62092;INX;70.134;M
2003-08;ES;62098;INX;93.197;M
2003-08;ES;62117;INX;79.175;M
2003-08;ES61;62089;INX;70.866;M
2003-08;ES61;62090;INX;77.783;M
2003-08;ES61;62093;INX;85.95;M
2003-08;ES61;62100;INX;76.667;M
2003-08;ES61;62096;INX;67.936;M
2003-08;ES61;62094;INX;102.159;M
2003-08;ES61;62095;INX;66.557;M
2003-08;ES61;62101;INX;81.471;M
2003-08;ES61;62102;INX;79.206;M
2003-08;ES61;62106;INX;80.224;M
2003-08;ES61;62103;INX;80.758;M
2003-08;ES61;62104;INX;81.076;M
2003-08;ES61;62107;INX;80.524;M
2003-08;ES61;62108;INX;80.582;M
2003-08;ES61;62109;INX;81.553;M
2003-08;ES61;62110;INX;83.205;M
2003-08;ES61;62111;INX;84.084;M
2003-08;ES61;62112;INX;85.626;M
2003-08;ES61;62113;INX;85.95;M
2003-08;ES61;62114;INX;79.529;M
2003-08;ES61;62105;INX;80.411;M
2003-08;ES61;62115;INX;77.475;M
2003-08;ES61;62116;INX;77.199;M
2003-08;ES61;62097;INX;87.818;M
2003-08;ES61;62099;INX;76.709;M
2003-08;ES61;62091;INX;72.727;M
2003-08;ES61;62092;INX;70.753;M
2003-08;ES61;62098;INX;93.391;M
2003-08;ES61;62117;INX;79.791;M
2003-09;ES;62089;INX;71.353;M
2003-09;ES;62090;INX;77.06;M
2003-09;ES;62093;INX;86.172;M
2003-09;ES;62100;INX;75.29;M
2003-09;ES;62096;INX;67.512;M
2003-09;ES;62094;INX;103.015;M
2003-09;ES;62095;INX;66.402;M
2003-09;ES;62101;INX;80.585;M
2003-09;ES;62102;INX;78.782;M
2003-09;ES;62106;INX;79.794;M
2003-09;ES;62103;INX;80.265;M
2003-09;ES;62104;INX;80.588;M
2003-09;ES;62107;INX;80.864;M
2003-09;ES;62108;INX;80.956;M
2003-09;ES;62109;INX;80.663;M
2003-09;ES;62110;INX;82.21;M
2003-09;ES;62111;INX;82.947;M
2003-09;ES;62112;INX;85.698;M
2003-09;ES;62113;INX;86.172;M
2003-09;ES;62114;INX;79.58;M
2003-09;ES;62105;INX;79.724;M
2003-09;ES;62115;INX;77.105;M
2003-09;ES;62116;INX;76.696;M
2003-09;ES;62097;INX;87.987;M
2003-09;ES;62099;INX;75.439;M
2003-09;ES;62091;INX;73.088;M
2003-09;ES;62092;INX;70.709;M
2003-09;ES;62098;INX;94.145;M
2003-09;ES;62117;INX;79.432;M
2003-09;ES61;62089;INX;70.942;M
2003-09;ES61;62090;INX;79.173;M
2003-09;ES61;62093;INX;86.576;M
2003-09;ES61;62100;INX;76.346;M
2003-09;ES61;62096;INX;67.565;M
2003-09;ES61;62094;INX;102.457;M
2003-09;ES61;62095;INX;66.297;M
2003-09;ES61;62101;INX;81.665;M
2003-09;ES61;62102;INX;79.487;M
2003-09;ES61;62106;INX;80.556;M
2003-09;ES61;62103;INX;81.102;M
2003-09;ES61;62104;INX;81.301;M
2003-09;ES61;62107;INX;81.069;M
2003-09;ES61;62108;INX;81.137;M
2003-09;ES61;62109;INX;81.749;M
2003-09;ES61;62110;INX;83.469;M
2003-09;ES61;62111;INX;84.362;M
2003-09;ES61;62112;INX;86.231;M
2003-09;ES61;62113;INX;86.576;M
2003-09;ES61;62114;INX;80.26;M
2003-09;ES61;62105;INX;80.702;M
2003-09;ES61;62115;INX;78.023;M
2003-09;ES61;62116;INX;77.364;M
2003-09;ES61;62097;INX;88.502;M
2003-09;ES61;62099;INX;76.405;M
2003-09;ES61;62091;INX;73.187;M
2003-09;ES61;62092;INX;71.232;M
2003-09;ES61;62098;INX;94.379;M
2003-09;ES61;62117;INX;80.123;M
2003-10;ES;62089;INX;71.565;M
2003-10;ES;62090;INX;76.729;M
2003-10;ES;62093;INX;87.484;M
2003-10;ES;62100;INX;75.412;M
2003-10;ES;62096;INX;66.53;M
2003-10;ES;62094;INX;102.871;M
2003-10;ES;62095;INX;65.69;M
2003-10;ES;62101;INX;81.301;M
2003-10;ES;62102;INX;79.317;M
2003-10;ES;62106;INX;80.456;M
2003-10;ES;62103;INX;80.949;M
2003-10;ES;62104;INX;81.383;M
2003-10;ES;62107;INX;81.615;M
2003-10;ES;62108;INX;81.72;M
2003-10;ES;62109;INX;81.39;M
2003-10;ES;62110;INX;83.134;M
2003-10;ES;62111;INX;83.913;M
2003-10;ES;62112;INX;86.96;M
2003-10;ES;62113;INX;87.484;M
2003-10;ES;62114;INX;81.391;M
2003-10;ES;62105;INX;80.275;M
2003-10;ES;62115;INX;77.148;M
2003-10;ES;62116;INX;77.019;M
2003-10;ES;62097;INX;89.415;M
2003-10;ES;62099;INX;75.572;M
2003-10;ES;62091;INX;73.125;M
2003-10;ES;62092;INX;70.171;M
2003-10;ES;62098;INX;96.325;M
2003-10;ES;62117;INX;80.129;M
2003-10;ES61;62089;INX;71.226;M
2003-10;ES61;62090;INX;78.714;M
2003-10;ES61;62093;INX;88.017;M
2003-10;ES61;62100;INX;76.415;M
2003-10;ES61;62096;INX;66.575;M
2003-10;ES61;62094;INX;102.28;M
2003-10;ES61;62095;INX;65.605;M
2003-10;ES61;62101;INX;82.471;M
2003-10;ES61;62102;INX;80.074;M
2003-10;ES61;62106;INX;81.269;M
2003-10;ES61;62103;INX;81.841;M
2003-10;ES61;62104;INX;82.175;M
2003-10;ES61;62107;INX;81.881;M
2003-10;ES61;62108;INX;81.962;M
2003-10;ES61;62109;INX;82.568;M
2003-10;ES61;62110;INX;84.498;M
2003-10;ES61;62111;INX;85.446;M
2003-10;ES61;62112;INX;87.627;M
2003-10;ES61;62113;INX;88.017;M
2003-10;ES61;62114;INX;82.245;M
2003-10;ES61;62105;INX;81.31;M
2003-10;ES61;62115;INX;78.102;M
2003-10;ES61;62116;INX;77.726;M
2003-10;ES61;62097;INX;90.078;M
2003-10;ES61;62099;INX;76.478;M
2003-10;ES61;62091;INX;73.253;M
2003-10;ES61;62092;INX;70.652;M
2003-10;ES61;62098;INX;96.696;M
2003-10;ES61;62117;INX;80.883;M
2003-11;ES;62089;INX;71.706;M
2003-11;ES;62090;INX;76.723;M
2003-11;ES;62093;INX;88.266;M
2003-11;ES;62100;INX;75.249;M
2003-11;ES;62096;INX;66.79;M
2003-11;ES;62094;INX;102.768;M
2003-11;ES;62095;INX;65.878;M
2003-11;ES;62101;INX;81.621;M
2003-11;ES;62102;INX;79.572;M
2003-11;ES;62106;INX;80.715;M
2003-11;ES;62103;INX;81.216;M
2003-11;ES;62104;INX;81.68;M
2003-11;ES;62107;INX;82.099;M
2003-11;ES;62108;INX;82.206;M
2003-11;ES;62109;INX;81.707;M
2003-11;ES;62110;INX;83.461;M
2003-11;ES;62111;INX;84.256;M
2003-11;ES;62112;INX;87.723;M
2003-11;ES;62113;INX;88.266;M
2003-11;ES;62114;INX;82.476;M
2003-11;ES;62105;INX;80.543;M
2003-11;ES;62115;INX;77.256;M
2003-11;ES;62116;INX;77.222;M
2003-11;ES;62097;INX;90.266;M
2003-11;ES;62099;INX;75.44;M
2003-11;ES;62091;INX;73.219;M
2003-11;ES;62092;INX;70.271;M
2003-11;ES;62098;INX;97.358;M
2003-11;ES;62117;INX;80.407;M
2003-11;ES61;62089;INX;71.306;M
2003-11;ES61;62090;INX;78.532;M
2003-11;ES61;62093;INX;88.864;M
2003-11;ES61;62100;INX;76.321;M
2003-11;ES61;62096;INX;66.781;M
2003-11;ES61;62094;INX;102.188;M
2003-11;ES61;62095;INX;65.749;M
2003-11;ES61;62101;INX;82.889;M
2003-11;ES61;62102;INX;80.365;M
2003-11;ES61;62106;INX;81.569;M
2003-11;ES61;62103;INX;82.152;M
2003-11;ES61;62104;INX;82.541;M
2003-11;ES61;62107;INX;82.347;M
2003-11;ES61;62108;INX;82.43;M
2003-11;ES61;62109;INX;82.987;M
2003-11;ES61;62110;INX;84.943;M
2003-11;ES61;62111;INX;85.915;M
2003-11;ES61;62112;INX;88.456;M
2003-11;ES61;62113;INX;88.864;M
2003-11;ES61;62114;INX;83.406;M
2003-11;ES61;62105;INX;81.616;M
2003-11;ES61;62115;INX;78.105;M
2003-11;ES61;62116;INX;77.831;M
2003-11;ES61;62097;INX;91.003;M
2003-11;ES61;62099;INX;76.403;M
2003-11;ES61;62091;INX;73.256;M
2003-11;ES61;62092;INX;70.649;M
2003-11;ES61;62098;INX;97.828;M
2003-11;ES61;62117;INX;81.213;M
2003-12;ES;62089;INX;71.797;M
2003-12;ES;62090;INX;77.414;M
2003-12;ES;62093;INX;88.14;M
2003-12;ES;62100;INX;75.535;M
2003-12;ES;62096;INX;66.519;M
2003-12;ES;62094;INX;102.935;M
2003-12;ES;62095;INX;65.681;M
2003-12;ES;62101;INX;81.701;M
2003-12;ES;62102;INX;79.707;M
2003-12;ES;62106;INX;80.886;M
2003-12;ES;62103;INX;81.393;M
2003-12;ES;62104;INX;81.801;M
2003-12;ES;62107;INX;82.156;M
2003-12;ES;62108;INX;82.258;M
2003-12;ES;62109;INX;81.783;M
2003-12;ES;62110;INX;83.584;M
2003-12;ES;62111;INX;84.385;M
2003-12;ES;62112;INX;87.615;M
2003-12;ES;62113;INX;88.14;M
2003-12;ES;62114;INX;82.249;M
2003-12;ES;62105;INX;80.68;M
2003-12;ES;62115;INX;77.567;M
2003-12;ES;62116;INX;77.319;M
2003-12;ES;62097;INX;90.128;M
2003-12;ES;62099;INX;75.723;M
2003-12;ES;62091;INX;73.502;M
2003-12;ES;62092;INX;70.471;M
2003-12;ES;62098;INX;97.263;M
2003-12;ES;62117;INX;80.585;M
2003-12;ES61;62089;INX;71.351;M
2003-12;ES61;62090;INX;79.068;M
2003-12;ES61;62093;INX;88.765;M
2003-12;ES61;62100;INX;76.553;M
2003-12;ES61;62096;INX;66.509;M
2003-12;ES61;62094;INX;102.413;M
2003-12;ES61;62095;INX;65.559;M
2003-12;ES61;62101;INX;82.942;M
2003-12;ES61;62102;INX;80.459;M
2003-12;ES61;62106;INX;81.695;M
2003-12;ES61;62103;INX;82.282;M
2003-12;ES61;62104;INX;82.626;M
2003-12;ES61;62107;INX;82.381;M
2003-12;ES61;62108;INX;82.462;M
2003-12;ES61;62109;INX;83.039;M
2003-12;ES61;62110;INX;85.036;M
2003-12;ES61;62111;INX;86.013;M
2003-12;ES61;62112;INX;88.366;M
2003-12;ES61;62113;INX;88.765;M
2003-12;ES61;62114;INX;83.197;M
2003-12;ES61;62105;INX;81.713;M
2003-12;ES61;62115;INX;78.319;M
2003-12;ES61;62116;INX;77.92;M
2003-12;ES61;62097;INX;90.895;M
2003-12;ES61;62099;INX;76.632;M
2003-12;ES61;62091;INX;73.445;M
2003-12;ES61;62092;INX;70.785;M
2003-12;ES61;62098;INX;97.768;M
2003-12;ES61;62117;INX;81.327;M
2002-01;ES;62089;INX;67.791;M
2002-01;ES;62090;INX;68.187;M
2002-01;ES;62093;INX;83.386;M
2002-01;ES;62100;INX;70.612;M
2002-01;ES;62096;INX;64.119;M
2002-01;ES;62094;INX;102.363;M
2002-01;ES;62095;INX;63.715;M
2002-01;ES;62101;INX;76.835;M
2002-01;ES;62102;INX;74.619;M
2002-01;ES;62106;INX;75.538;M
2002-01;ES;62103;INX;75.901;M
2002-01;ES;62104;INX;76.73;M
2002-01;ES;62107;INX;76.932;M
2002-01;ES;62108;INX;77.066;M
2002-01;ES;62109;INX;76.956;M
2002-01;ES;62110;INX;78.414;M
2002-01;ES;62111;INX;79.02;M
2002-01;ES;62112;INX;82.787;M
2002-01;ES;62113;INX;83.386;M
2002-01;ES;62114;INX;76.101;M
2002-01;ES;62105;INX;75.545;M
2002-01;ES;62115;INX;71.608;M
2002-01;ES;62116;INX;73.29;M
2002-01;ES;62097;INX;85.039;M
2002-01;ES;62099;INX;70.726;M
2002-01;ES;62091;INX;67.805;M
2002-01;ES;62092;INX;65.245;M
2002-01;ES;62098;INX;91.352;M
2002-01;ES;62117;INX;75.106;M
2002-01;ES61;62089;INX;67.439;M
2002-01;ES61;62090;INX;68.56;M
2002-01;ES61;62093;INX;84.063;M
2002-01;ES61;62100;INX;71.63;M
2002-01;ES61;62096;INX;64.618;M
2002-01;ES61;62094;INX;101.575;M
2002-01;ES61;62095;INX;63.983;M
2002-01;ES61;62101;INX;78.135;M
2002-01;ES61;62102;INX;75.314;M
2002-01;ES61;62106;INX;76.267;M
2002-01;ES61;62103;INX;76.692;M
2002-01;ES61;62104;INX;77.597;M
2002-01;ES61;62107;INX;77.114;M
2002-01;ES61;62108;INX;77.202;M
2002-01;ES61;62109;INX;78.248;M
2002-01;ES61;62110;INX;79.867;M
2002-01;ES61;62111;INX;80.619;M
2002-01;ES61;62112;INX;83.632;M
2002-01;ES61;62113;INX;84.063;M
2002-01;ES61;62114;INX;77.235;M
2002-01;ES61;62105;INX;76.526;M
2002-01;ES61;62115;INX;72.123;M
2002-01;ES61;62116;INX;73.996;M
2002-01;ES61;62097;INX;85.841;M
2002-01;ES61;62099;INX;71.676;M
2002-01;ES61;62091;INX;67.601;M
2002-01;ES61;62092;INX;65.203;M
2002-01;ES61;62098;INX;91.824;M
2002-01;ES61;62117;INX;75.709;M
2002-02;ES;62089;INX;67.881;M
2002-02;ES;62090;INX;67.948;M
2002-02;ES;62093;INX;83.252;M
2002-02;ES;62100;INX;70.938;M
2002-02;ES;62096;INX;64.313;M
2002-02;ES;62094;INX;102.421;M
2002-02;ES;62095;INX;63.854;M
2002-02;ES;62101;INX;76.932;M
2002-02;ES;62102;INX;74.68;M
2002-02;ES;62106;INX;75.592;M
2002-02;ES;62103;INX;75.958;M
2002-02;ES;62104;INX;76.82;M
2002-02;ES;62107;INX;76.859;M
2002-02;ES;62108;INX;76.982;M
2002-02;ES;62109;INX;77.047;M
2002-02;ES;62110;INX;78.5;M
2002-02;ES;62111;INX;79.11;M
2002-02;ES;62112;INX;82.676;M
2002-02;ES;62113;INX;83.252;M
2002-02;ES;62114;INX;75.904;M
2002-02;ES;62105;INX;75.612;M
2002-02;ES;62115;INX;71.586;M
2002-02;ES;62116;INX;73.411;M
2002-02;ES;62097;INX;84.894;M
2002-02;ES;62099;INX;71.049;M
2002-02;ES;62091;INX;67.786;M
2002-02;ES;62092;INX;65.208;M
2002-02;ES;62098;INX;91.106;M
2002-02;ES;62117;INX;75.17;M
2002-02;ES61;62089;INX;67.5;M
2002-02;ES61;62090;INX;68.762;M
2002-02;ES61;62093;INX;84.042;M
2002-02;ES61;62100;INX;71.859;M
2002-02;ES61;62096;INX;65.018;M
2002-02;ES61;62094;INX;101.65;M
2002-02;ES61;62095;INX;64.258;M
2002-02;ES61;62101;INX;78.232;M
2002-02;ES61;62102;INX;75.409;M
2002-02;ES61;62106;INX;76.343;M
2002-02;ES61;62103;INX;76.771;M
2002-02;ES61;62104;INX;77.662;M
