TEMPORAL;TERRITORIO;IPC_GRUPOSESPECIALES;INDICATOR;OBS_VALUE;FREQ
2015-02;ES61;62093;RCH_A;-2.8;M
2015-02;ES61;62100;RCH_A;0.2;M
2015-02;ES61;62096;RCH_A;-12.4;M
2015-02;ES61;62094;RCH_A;0.1;M
2015-02;ES61;62095;RCH_A;-9.6;M
2015-02;ES61;62101;RCH_A;-1.4;M
2015-02;ES61;62102;RCH_A;-1.1;M
2015-02;ES61;62106;RCH_A;0.0;M
2015-02;ES61;62103;RCH_A;0.1;M
2015-02;ES61;62104;RCH_A;0.1;M
2015-02;ES61;62107;RCH_A;-1.7;M
2015-02;ES61;62108;RCH_A;-1.8;M
2015-02;ES61;62109;RCH_A;-1.4;M
2015-02;ES61;62110;RCH_A;0.0;M
2015-02;ES61;62111;RCH_A;0.2;M
2015-02;ES61;62112;RCH_A;-2.7;M
2015-02;ES61;62113;RCH_A;-2.8;M
2015-02;ES61;62114;RCH_A;-4.0;M
2015-02;ES61;62105;RCH_A;-1.2;M
2015-02;ES61;62115;RCH_A;-0.2;M
2015-02;ES61;62116;RCH_A;-0.4;M
2015-02;ES61;62097;RCH_A;-2.8;M
2015-02;ES61;62099;RCH_A;0.2;M
2015-02;ES61;62091;RCH_A;0.0;M
2015-02;ES61;62092;RCH_A;-6.2;M
2015-02;ES61;62098;RCH_A;0.2;M
2015-02;ES61;62117;RCH_A;0.0;M
2015-03;ES;62089;RCH_A;0.3;M
2015-03;ES;62090;RCH_A;0.9;M
2015-03;ES;62093;RCH_A;-2.4;M
2015-03;ES;62100;RCH_A;0.5;M
2015-03;ES;62096;RCH_A;-9.1;M
2015-03;ES;62094;RCH_A;-0.3;M
2015-03;ES;62095;RCH_A;-7.4;M
2015-03;ES;62101;RCH_A;-1.0;M
2015-03;ES;62102;RCH_A;-0.7;M
2015-03;ES;62106;RCH_A;0.1;M
2015-03;ES;62103;RCH_A;0.3;M
2015-03;ES;62104;RCH_A;0.2;M
2015-03;ES;62107;RCH_A;-1.3;M
2015-03;ES;62108;RCH_A;-1.4;M
2015-03;ES;62109;RCH_A;-1.0;M
2015-03;ES;62110;RCH_A;0.0;M
2015-03;ES;62111;RCH_A;0.2;M
2015-03;ES;62112;RCH_A;-2.3;M
2015-03;ES;62113;RCH_A;-2.4;M
2015-03;ES;62114;RCH_A;-3.3;M
2015-03;ES;62105;RCH_A;-0.7;M
2015-03;ES;62115;RCH_A;0.3;M
2015-03;ES;62116;RCH_A;0.0;M
2015-03;ES;62097;RCH_A;-2.3;M
2015-03;ES;62099;RCH_A;0.4;M
2015-03;ES;62091;RCH_A;0.5;M
2015-03;ES;62092;RCH_A;-4.5;M
2015-03;ES;62098;RCH_A;-0.2;M
2015-03;ES;62117;RCH_A;0.1;M
2015-03;ES61;62089;RCH_A;0.3;M
2015-03;ES61;62090;RCH_A;-0.9;M
2015-03;ES61;62093;RCH_A;-2.2;M
2015-03;ES61;62100;RCH_A;0.2;M
2015-03;ES61;62096;RCH_A;-8.9;M
2015-03;ES61;62094;RCH_A;0.0;M
2015-03;ES61;62095;RCH_A;-7.2;M
2015-03;ES61;62101;RCH_A;-1.1;M
2015-03;ES61;62102;RCH_A;-0.8;M
2015-03;ES61;62106;RCH_A;-0.1;M
2015-03;ES61;62103;RCH_A;0.0;M
2015-03;ES61;62104;RCH_A;0.1;M
2015-03;ES61;62107;RCH_A;-1.4;M
2015-03;ES61;62108;RCH_A;-1.4;M
2015-03;ES61;62109;RCH_A;-1.1;M
2015-03;ES61;62110;RCH_A;-0.1;M
2015-03;ES61;62111;RCH_A;0.1;M
2015-03;ES61;62112;RCH_A;-2.1;M
2015-03;ES61;62113;RCH_A;-2.2;M
2015-03;ES61;62114;RCH_A;-3.0;M
2015-03;ES61;62105;RCH_A;-0.9;M
2015-03;ES61;62115;RCH_A;-0.3;M
2015-03;ES61;62116;RCH_A;-0.1;M
2015-03;ES61;62097;RCH_A;-2.0;M
2015-03;ES61;62099;RCH_A;0.2;M
2015-03;ES61;62091;RCH_A;0.0;M
2015-03;ES61;62092;RCH_A;-4.9;M
2015-03;ES61;62098;RCH_A;0.0;M
2015-03;ES61;62117;RCH_A;-0.1;M
2015-04;ES;62089;RCH_A;0.7;M
2015-04;ES;62090;RCH_A;0.2;M
2015-04;ES;62093;RCH_A;-2.3;M
2015-04;ES;62100;RCH_A;0.3;M
2015-04;ES;62096;RCH_A;-9.2;M
2015-04;ES;62094;RCH_A;-0.1;M
2015-04;ES;62095;RCH_A;-7.2;M
2015-04;ES;62101;RCH_A;-1.0;M
2015-04;ES;62102;RCH_A;-0.6;M
2015-04;ES;62106;RCH_A;0.2;M
2015-04;ES;62103;RCH_A;0.3;M
2015-04;ES;62104;RCH_A;0.3;M
2015-04;ES;62107;RCH_A;-1.2;M
2015-04;ES;62108;RCH_A;-1.2;M
2015-04;ES;62109;RCH_A;-1.0;M
2015-04;ES;62110;RCH_A;0.1;M
2015-04;ES;62111;RCH_A;0.2;M
2015-04;ES;62112;RCH_A;-2.2;M
2015-04;ES;62113;RCH_A;-2.3;M
2015-04;ES;62114;RCH_A;-3.1;M
2015-04;ES;62105;RCH_A;-0.7;M
2015-04;ES;62115;RCH_A;0.4;M
2015-04;ES;62116;RCH_A;0.4;M
2015-04;ES;62097;RCH_A;-2.3;M
2015-04;ES;62099;RCH_A;0.3;M
2015-04;ES;62091;RCH_A;0.5;M
2015-04;ES;62092;RCH_A;-4.5;M
2015-04;ES;62098;RCH_A;0.0;M
2015-04;ES;62117;RCH_A;0.1;M
2015-04;ES61;62089;RCH_A;0.7;M
2015-04;ES61;62090;RCH_A;-1.5;M
2015-04;ES61;62093;RCH_A;-2.1;M
2015-04;ES61;62100;RCH_A;0.3;M
2015-04;ES61;62096;RCH_A;-9.2;M
2015-04;ES61;62094;RCH_A;0.1;M
2015-04;ES61;62095;RCH_A;-7.0;M
2015-04;ES61;62101;RCH_A;-1.0;M
2015-04;ES61;62102;RCH_A;-0.7;M
2015-04;ES61;62106;RCH_A;0.0;M
2015-04;ES61;62103;RCH_A;0.1;M
2015-04;ES61;62104;RCH_A;0.2;M
2015-04;ES61;62107;RCH_A;-1.3;M
2015-04;ES61;62108;RCH_A;-1.3;M
2015-04;ES61;62109;RCH_A;-1.0;M
2015-04;ES61;62110;RCH_A;0.0;M
2015-04;ES61;62111;RCH_A;0.1;M
2015-04;ES61;62112;RCH_A;-2.0;M
2015-04;ES61;62113;RCH_A;-2.1;M
2015-04;ES61;62114;RCH_A;-3.0;M
2015-04;ES61;62105;RCH_A;-0.8;M
2015-04;ES61;62115;RCH_A;-0.2;M
2015-04;ES61;62116;RCH_A;0.3;M
2015-04;ES61;62097;RCH_A;-2.1;M
2015-04;ES61;62099;RCH_A;0.2;M
2015-04;ES61;62091;RCH_A;0.1;M
2015-04;ES61;62092;RCH_A;-5.0;M
2015-04;ES61;62098;RCH_A;0.0;M
2015-04;ES61;62117;RCH_A;-0.1;M
2015-05;ES;62089;RCH_A;0.9;M
2015-05;ES;62090;RCH_A;2.3;M
2015-05;ES;62093;RCH_A;-1.9;M
2015-05;ES;62100;RCH_A;0.7;M
2015-05;ES;62096;RCH_A;-7.7;M
2015-05;ES;62094;RCH_A;0.2;M
2015-05;ES;62095;RCH_A;-6.4;M
2015-05;ES;62101;RCH_A;-0.6;M
2015-05;ES;62102;RCH_A;-0.2;M
2015-05;ES;62106;RCH_A;0.5;M
2015-05;ES;62103;RCH_A;0.7;M
2015-05;ES;62104;RCH_A;0.5;M
2015-05;ES;62107;RCH_A;-0.7;M
2015-05;ES;62108;RCH_A;-0.7;M
2015-05;ES;62109;RCH_A;-0.6;M
2015-05;ES;62110;RCH_A;0.3;M
2015-05;ES;62111;RCH_A;0.4;M
2015-05;ES;62112;RCH_A;-1.8;M
2015-05;ES;62113;RCH_A;-1.9;M
2015-05;ES;62114;RCH_A;-2.7;M
2015-05;ES;62105;RCH_A;-0.2;M
2015-05;ES;62115;RCH_A;1.2;M
2015-05;ES;62116;RCH_A;0.7;M
2015-05;ES;62097;RCH_A;-1.8;M
2015-05;ES;62099;RCH_A;0.6;M
2015-05;ES;62091;RCH_A;1.3;M
2015-05;ES;62092;RCH_A;-3.3;M
2015-05;ES;62098;RCH_A;0.1;M
2015-05;ES;62117;RCH_A;0.4;M
2015-05;ES61;62089;RCH_A;0.8;M
2015-05;ES61;62090;RCH_A;1.6;M
2015-05;ES61;62093;RCH_A;-1.7;M
2015-05;ES61;62100;RCH_A;0.7;M
2015-05;ES61;62096;RCH_A;-7.8;M
2015-05;ES61;62094;RCH_A;0.4;M
2015-05;ES61;62095;RCH_A;-6.4;M
2015-05;ES61;62101;RCH_A;-0.6;M
2015-05;ES61;62102;RCH_A;-0.2;M
2015-05;ES61;62106;RCH_A;0.5;M
2015-05;ES61;62103;RCH_A;0.6;M
2015-05;ES61;62104;RCH_A;0.5;M
2015-05;ES61;62107;RCH_A;-0.7;M
2015-05;ES61;62108;RCH_A;-0.7;M
2015-05;ES61;62109;RCH_A;-0.6;M
2015-05;ES61;62110;RCH_A;0.3;M
2015-05;ES61;62111;RCH_A;0.5;M
2015-05;ES61;62112;RCH_A;-1.7;M
2015-05;ES61;62113;RCH_A;-1.7;M
2015-05;ES61;62114;RCH_A;-2.6;M
2015-05;ES61;62105;RCH_A;-0.3;M
2015-05;ES61;62115;RCH_A;0.9;M
2015-05;ES61;62116;RCH_A;0.6;M
2015-05;ES61;62097;RCH_A;-1.6;M
2015-05;ES61;62099;RCH_A;0.7;M
2015-05;ES61;62091;RCH_A;1.0;M
2015-05;ES61;62092;RCH_A;-3.6;M
2015-05;ES61;62098;RCH_A;0.2;M
2015-05;ES61;62117;RCH_A;0.3;M
2015-06;ES;62089;RCH_A;1.2;M
2015-06;ES;62090;RCH_A;3.2;M
2015-06;ES;62093;RCH_A;-1.6;M
2015-06;ES;62100;RCH_A;0.7;M
2015-06;ES;62096;RCH_A;-9.1;M
2015-06;ES;62094;RCH_A;0.5;M
2015-06;ES;62095;RCH_A;-5.7;M
2015-06;ES;62101;RCH_A;-0.4;M
2015-06;ES;62102;RCH_A;0.1;M
2015-06;ES;62106;RCH_A;0.9;M
2015-06;ES;62103;RCH_A;0.8;M
2015-06;ES;62104;RCH_A;0.6;M
2015-06;ES;62107;RCH_A;-0.3;M
2015-06;ES;62108;RCH_A;-0.3;M
2015-06;ES;62109;RCH_A;-0.4;M
2015-06;ES;62110;RCH_A;0.7;M
2015-06;ES;62111;RCH_A;0.5;M
2015-06;ES;62112;RCH_A;-1.5;M
2015-06;ES;62113;RCH_A;-1.6;M
2015-06;ES;62114;RCH_A;-2.3;M
2015-06;ES;62105;RCH_A;0.0;M
2015-06;ES;62115;RCH_A;1.8;M
2015-06;ES;62116;RCH_A;1.1;M
2015-06;ES;62097;RCH_A;-2.0;M
2015-06;ES;62099;RCH_A;0.7;M
2015-06;ES;62091;RCH_A;1.8;M
2015-06;ES;62092;RCH_A;-2.6;M
2015-06;ES;62098;RCH_A;0.3;M
2015-06;ES;62117;RCH_A;0.7;M
2015-06;ES61;62089;RCH_A;1.3;M
2015-06;ES61;62090;RCH_A;2.6;M
2015-06;ES61;62093;RCH_A;-1.5;M
2015-06;ES61;62100;RCH_A;0.8;M
2015-06;ES61;62096;RCH_A;-9.6;M
2015-06;ES61;62094;RCH_A;0.7;M
2015-06;ES61;62095;RCH_A;-5.8;M
2015-06;ES61;62101;RCH_A;-0.4;M
2015-06;ES61;62102;RCH_A;0.1;M
2015-06;ES61;62106;RCH_A;0.9;M
2015-06;ES61;62103;RCH_A;0.8;M
2015-06;ES61;62104;RCH_A;0.7;M
2015-06;ES61;62107;RCH_A;-0.4;M
2015-06;ES61;62108;RCH_A;-0.3;M
2015-06;ES61;62109;RCH_A;-0.4;M
2015-06;ES61;62110;RCH_A;0.7;M
2015-06;ES61;62111;RCH_A;0.6;M
2015-06;ES61;62112;RCH_A;-1.4;M
2015-06;ES61;62113;RCH_A;-1.5;M
2015-06;ES61;62114;RCH_A;-2.3;M
2015-06;ES61;62105;RCH_A;0.0;M
2015-06;ES61;62115;RCH_A;1.6;M
2015-06;ES61;62116;RCH_A;1.2;M
2015-06;ES61;62097;RCH_A;-2.0;M
2015-06;ES61;62099;RCH_A;0.7;M
2015-06;ES61;62091;RCH_A;1.6;M
2015-06;ES61;62092;RCH_A;-2.9;M
2015-06;ES61;62098;RCH_A;0.3;M
2015-06;ES61;62117;RCH_A;0.7;M
2015-07;ES;62089;RCH_A;1.2;M
2015-07;ES;62090;RCH_A;1.7;M
2015-07;ES;62093;RCH_A;-1.5;M
2015-07;ES;62100;RCH_A;0.9;M
2015-07;ES;62096;RCH_A;-10.7;M
2015-07;ES;62094;RCH_A;0.6;M
2015-07;ES;62095;RCH_A;-5.8;M
2015-07;ES;62101;RCH_A;-0.3;M
2015-07;ES;62102;RCH_A;0.1;M
2015-07;ES;62106;RCH_A;1.1;M
2015-07;ES;62103;RCH_A;0.8;M
2015-07;ES;62104;RCH_A;0.8;M
2015-07;ES;62107;RCH_A;-0.4;M
2015-07;ES;62108;RCH_A;-0.4;M
2015-07;ES;62109;RCH_A;-0.3;M
2015-07;ES;62110;RCH_A;1.0;M
2015-07;ES;62111;RCH_A;0.7;M
2015-07;ES;62112;RCH_A;-1.4;M
2015-07;ES;62113;RCH_A;-1.5;M
2015-07;ES;62114;RCH_A;-2.3;M
2015-07;ES;62105;RCH_A;0.0;M
2015-07;ES;62115;RCH_A;1.4;M
2015-07;ES;62116;RCH_A;1.2;M
2015-07;ES;62097;RCH_A;-2.4;M
2015-07;ES;62099;RCH_A;0.9;M
2015-07;ES;62091;RCH_A;1.4;M
2015-07;ES;62092;RCH_A;-3.1;M
2015-07;ES;62098;RCH_A;0.4;M
2015-07;ES;62117;RCH_A;0.9;M
2015-07;ES61;62089;RCH_A;1.2;M
2015-07;ES61;62090;RCH_A;1.4;M
2015-07;ES61;62093;RCH_A;-1.3;M
2015-07;ES61;62100;RCH_A;0.9;M
2015-07;ES61;62096;RCH_A;-11.1;M
2015-07;ES61;62094;RCH_A;0.8;M
2015-07;ES61;62095;RCH_A;-5.6;M
2015-07;ES61;62101;RCH_A;-0.3;M
2015-07;ES61;62102;RCH_A;0.1;M
2015-07;ES61;62106;RCH_A;1.1;M
2015-07;ES61;62103;RCH_A;0.8;M
2015-07;ES61;62104;RCH_A;0.8;M
2015-07;ES61;62107;RCH_A;-0.4;M
2015-07;ES61;62108;RCH_A;-0.4;M
2015-07;ES61;62109;RCH_A;-0.3;M
2015-07;ES61;62110;RCH_A;1.1;M
2015-07;ES61;62111;RCH_A;0.7;M
2015-07;ES61;62112;RCH_A;-1.3;M
2015-07;ES61;62113;RCH_A;-1.3;M
2015-07;ES61;62114;RCH_A;-2.1;M
2015-07;ES61;62105;RCH_A;0.0;M
2015-07;ES61;62115;RCH_A;1.2;M
2015-07;ES61;62116;RCH_A;1.2;M
2015-07;ES61;62097;RCH_A;-2.3;M
2015-07;ES61;62099;RCH_A;0.9;M
2015-07;ES61;62091;RCH_A;1.2;M
2015-07;ES61;62092;RCH_A;-3.1;M
2015-07;ES61;62098;RCH_A;0.5;M
2015-07;ES61;62117;RCH_A;0.9;M
2015-08;ES;62089;RCH_A;1.4;M
2015-08;ES;62090;RCH_A;2.7;M
2015-08;ES;62093;RCH_A;-2.9;M
2015-08;ES;62100;RCH_A;0.9;M
2015-08;ES;62096;RCH_A;-14.1;M
2015-08;ES;62094;RCH_A;0.5;M
2015-08;ES;62095;RCH_A;-9.8;M
2015-08;ES;62101;RCH_A;-1.0;M
2015-08;ES;62102;RCH_A;-0.4;M
2015-08;ES;62106;RCH_A;1.0;M
2015-08;ES;62103;RCH_A;0.9;M
2015-08;ES;62104;RCH_A;0.7;M
2015-08;ES;62107;RCH_A;-1.2;M
2015-08;ES;62108;RCH_A;-1.2;M
2015-08;ES;62109;RCH_A;-1.1;M
2015-08;ES;62110;RCH_A;0.7;M
2015-08;ES;62111;RCH_A;0.6;M
2015-08;ES;62112;RCH_A;-2.8;M
2015-08;ES;62113;RCH_A;-2.9;M
2015-08;ES;62114;RCH_A;-4.3;M
2015-08;ES;62105;RCH_A;-0.5;M
2015-08;ES;62115;RCH_A;1.8;M
2015-08;ES;62116;RCH_A;1.4;M
2015-08;ES;62097;RCH_A;-3.4;M
2015-08;ES;62099;RCH_A;0.8;M
2015-08;ES;62091;RCH_A;1.8;M
2015-08;ES;62092;RCH_A;-5.4;M
2015-08;ES;62098;RCH_A;0.3;M
2015-08;ES;62117;RCH_A;0.7;M
2015-08;ES61;62089;RCH_A;1.3;M
2015-08;ES61;62090;RCH_A;2.5;M
2015-08;ES61;62093;RCH_A;-2.7;M
2015-08;ES61;62100;RCH_A;0.9;M
2015-08;ES61;62096;RCH_A;-14.7;M
2015-08;ES61;62094;RCH_A;0.9;M
2015-08;ES61;62095;RCH_A;-9.8;M
2015-08;ES61;62101;RCH_A;-1.0;M
2015-08;ES61;62102;RCH_A;-0.4;M
2015-08;ES61;62106;RCH_A;1.0;M
2015-08;ES61;62103;RCH_A;0.9;M
2015-08;ES61;62104;RCH_A;0.8;M
2015-08;ES61;62107;RCH_A;-1.1;M
2015-08;ES61;62108;RCH_A;-1.1;M
2015-08;ES61;62109;RCH_A;-1.1;M
2015-08;ES61;62110;RCH_A;0.8;M
2015-08;ES61;62111;RCH_A;0.6;M
2015-08;ES61;62112;RCH_A;-2.6;M
2015-08;ES61;62113;RCH_A;-2.7;M
2015-08;ES61;62114;RCH_A;-4.1;M
2015-08;ES61;62105;RCH_A;-0.5;M
2015-08;ES61;62115;RCH_A;1.7;M
2015-08;ES61;62116;RCH_A;1.3;M
2015-08;ES61;62097;RCH_A;-3.2;M
2015-08;ES61;62099;RCH_A;0.8;M
2015-08;ES61;62091;RCH_A;1.6;M
2015-08;ES61;62092;RCH_A;-5.6;M
2015-08;ES61;62098;RCH_A;0.5;M
2015-08;ES61;62117;RCH_A;0.7;M
2015-09;ES;62089;RCH_A;1.4;M
2015-09;ES;62090;RCH_A;2.6;M
2015-09;ES;62093;RCH_A;-4.2;M
2015-09;ES;62100;RCH_A;1.0;M
2015-09;ES;62096;RCH_A;-16.4;M
2015-09;ES;62094;RCH_A;0.7;M
2015-09;ES;62095;RCH_A;-13.6;M
2015-09;ES;62101;RCH_A;-1.6;M
2015-09;ES;62102;RCH_A;-0.9;M
2015-09;ES;62106;RCH_A;0.7;M
2015-09;ES;62103;RCH_A;1.0;M
2015-09;ES;62104;RCH_A;0.8;M
2015-09;ES;62107;RCH_A;-2.0;M
2015-09;ES;62108;RCH_A;-2.0;M
2015-09;ES;62109;RCH_A;-1.7;M
2015-09;ES;62110;RCH_A;0.4;M
2015-09;ES;62111;RCH_A;0.7;M
2015-09;ES;62112;RCH_A;-3.9;M
2015-09;ES;62113;RCH_A;-4.2;M
2015-09;ES;62114;RCH_A;-6.1;M
2015-09;ES;62105;RCH_A;-0.9;M
2015-09;ES;62115;RCH_A;1.8;M
2015-09;ES;62116;RCH_A;1.4;M
2015-09;ES;62097;RCH_A;-4.0;M
2015-09;ES;62099;RCH_A;0.9;M
2015-09;ES;62091;RCH_A;1.8;M
2015-09;ES;62092;RCH_A;-8.1;M
2015-09;ES;62098;RCH_A;0.4;M
2015-09;ES;62117;RCH_A;0.4;M
2015-09;ES61;62089;RCH_A;1.3;M
2015-09;ES61;62090;RCH_A;2.5;M
2015-09;ES61;62093;RCH_A;-4.0;M
2015-09;ES61;62100;RCH_A;0.9;M
2015-09;ES61;62096;RCH_A;-17.1;M
2015-09;ES61;62094;RCH_A;1.0;M
2015-09;ES61;62095;RCH_A;-14.0;M
2015-09;ES61;62101;RCH_A;-1.7;M
2015-09;ES61;62102;RCH_A;-0.9;M
2015-09;ES61;62106;RCH_A;0.7;M
2015-09;ES61;62103;RCH_A;1.0;M
2015-09;ES61;62104;RCH_A;0.8;M
2015-09;ES61;62107;RCH_A;-1.9;M
2015-09;ES61;62108;RCH_A;-2.0;M
2015-09;ES61;62109;RCH_A;-1.7;M
2015-09;ES61;62110;RCH_A;0.3;M
2015-09;ES61;62111;RCH_A;0.7;M
2015-09;ES61;62112;RCH_A;-3.9;M
2015-09;ES61;62113;RCH_A;-4.0;M
2015-09;ES61;62114;RCH_A;-6.0;M
2015-09;ES61;62105;RCH_A;-1.0;M
2015-09;ES61;62115;RCH_A;1.6;M
2015-09;ES61;62116;RCH_A;1.2;M
2015-09;ES61;62097;RCH_A;-3.8;M
2015-09;ES61;62099;RCH_A;0.9;M
2015-09;ES61;62091;RCH_A;1.6;M
2015-09;ES61;62092;RCH_A;-8.4;M
2015-09;ES61;62098;RCH_A;0.5;M
2015-09;ES61;62117;RCH_A;0.3;M
2015-10;ES;62089;RCH_A;1.4;M
2015-10;ES;62090;RCH_A;2.7;M
2015-10;ES;62093;RCH_A;-3.8;M
2015-10;ES;62100;RCH_A;1.1;M
2015-10;ES;62096;RCH_A;-15.6;M
2015-10;ES;62094;RCH_A;1.0;M
2015-10;ES;62095;RCH_A;-13.1;M
2015-10;ES;62101;RCH_A;-1.4;M
2015-10;ES;62102;RCH_A;-0.7;M
2015-10;ES;62106;RCH_A;0.8;M
2015-10;ES;62103;RCH_A;1.1;M
2015-10;ES;62104;RCH_A;0.9;M
2015-10;ES;62107;RCH_A;-1.8;M
2015-10;ES;62108;RCH_A;-1.8;M
2015-10;ES;62109;RCH_A;-1.4;M
2015-10;ES;62110;RCH_A;0.5;M
2015-10;ES;62111;RCH_A;0.8;M
2015-10;ES;62112;RCH_A;-3.6;M
2015-10;ES;62113;RCH_A;-3.8;M
2015-10;ES;62114;RCH_A;-5.7;M
2015-10;ES;62105;RCH_A;-0.8;M
2015-10;ES;62115;RCH_A;1.8;M
2015-10;ES;62116;RCH_A;1.4;M
2015-10;ES;62097;RCH_A;-3.6;M
2015-10;ES;62099;RCH_A;1.0;M
2015-10;ES;62091;RCH_A;1.8;M
2015-10;ES;62092;RCH_A;-7.6;M
2015-10;ES;62098;RCH_A;0.6;M
2015-10;ES;62117;RCH_A;0.5;M
2015-10;ES61;62089;RCH_A;1.3;M
2015-10;ES61;62090;RCH_A;2.8;M
2015-10;ES61;62093;RCH_A;-3.8;M
2015-10;ES61;62100;RCH_A;1.1;M
2015-10;ES61;62096;RCH_A;-16.5;M
2015-10;ES61;62094;RCH_A;1.1;M
2015-10;ES61;62095;RCH_A;-13.6;M
2015-10;ES61;62101;RCH_A;-1.5;M
2015-10;ES61;62102;RCH_A;-0.8;M
2015-10;ES61;62106;RCH_A;0.8;M
2015-10;ES61;62103;RCH_A;1.1;M
2015-10;ES61;62104;RCH_A;0.9;M
2015-10;ES61;62107;RCH_A;-1.8;M
2015-10;ES61;62108;RCH_A;-1.8;M
2015-10;ES61;62109;RCH_A;-1.5;M
2015-10;ES61;62110;RCH_A;0.4;M
2015-10;ES61;62111;RCH_A;0.8;M
2015-10;ES61;62112;RCH_A;-3.7;M
2015-10;ES61;62113;RCH_A;-3.8;M
2015-10;ES61;62114;RCH_A;-5.7;M
2015-10;ES61;62105;RCH_A;-0.8;M
2015-10;ES61;62115;RCH_A;1.7;M
2015-10;ES61;62116;RCH_A;1.2;M
2015-10;ES61;62097;RCH_A;-3.5;M
2015-10;ES61;62099;RCH_A;1.0;M
2015-10;ES61;62091;RCH_A;1.7;M
2015-10;ES61;62092;RCH_A;-8.0;M
2015-10;ES61;62098;RCH_A;0.6;M
2015-10;ES61;62117;RCH_A;0.4;M
2015-11;ES;62089;RCH_A;1.4;M
2015-11;ES;62090;RCH_A;2.4;M
2015-11;ES;62093;RCH_A;-2.7;M
2015-11;ES;62100;RCH_A;1.1;M
2015-11;ES;62096;RCH_A;-13.7;M
2015-11;ES;62094;RCH_A;1.2;M
2015-11;ES;62095;RCH_A;-10.0;M
2015-11;ES;62101;RCH_A;-0.8;M
2015-11;ES;62102;RCH_A;-0.3;M
2015-11;ES;62106;RCH_A;1.1;M
2015-11;ES;62103;RCH_A;1.1;M
2015-11;ES;62104;RCH_A;1.0;M
2015-11;ES;62107;RCH_A;-1.1;M
2015-11;ES;62108;RCH_A;-1.1;M
2015-11;ES;62109;RCH_A;-0.8;M
2015-11;ES;62110;RCH_A;0.9;M
2015-11;ES;62111;RCH_A;0.9;M
2015-11;ES;62112;RCH_A;-2.5;M
2015-11;ES;62113;RCH_A;-2.7;M
2015-11;ES;62114;RCH_A;-4.2;M
2015-11;ES;62105;RCH_A;-0.3;M
2015-11;ES;62115;RCH_A;1.7;M
2015-11;ES;62116;RCH_A;1.4;M
2015-11;ES;62097;RCH_A;-3.0;M
2015-11;ES;62099;RCH_A;1.0;M
2015-11;ES;62091;RCH_A;1.7;M
2015-11;ES;62092;RCH_A;-5.6;M
2015-11;ES;62098;RCH_A;0.7;M
2015-11;ES;62117;RCH_A;0.8;M
2015-11;ES61;62089;RCH_A;1.2;M
2015-11;ES61;62090;RCH_A;2.6;M
2015-11;ES61;62093;RCH_A;-2.6;M
2015-11;ES61;62100;RCH_A;1.1;M
2015-11;ES61;62096;RCH_A;-14.5;M
2015-11;ES61;62094;RCH_A;1.2;M
2015-11;ES61;62095;RCH_A;-10.2;M
2015-11;ES61;62101;RCH_A;-0.9;M
2015-11;ES61;62102;RCH_A;-0.3;M
2015-11;ES61;62106;RCH_A;1.1;M
2015-11;ES61;62103;RCH_A;1.1;M
2015-11;ES61;62104;RCH_A;0.9;M
2015-11;ES61;62107;RCH_A;-1.0;M
2015-11;ES61;62108;RCH_A;-1.1;M
2015-11;ES61;62109;RCH_A;-0.9;M
2015-11;ES61;62110;RCH_A;0.9;M
2015-11;ES61;62111;RCH_A;0.9;M
2015-11;ES61;62112;RCH_A;-2.5;M
2015-11;ES61;62113;RCH_A;-2.6;M
2015-11;ES61;62114;RCH_A;-4.1;M
2015-11;ES61;62105;RCH_A;-0.4;M
2015-11;ES61;62115;RCH_A;1.7;M
2015-11;ES61;62116;RCH_A;1.2;M
2015-11;ES61;62097;RCH_A;-2.9;M
2015-11;ES61;62099;RCH_A;1.0;M
2015-11;ES61;62091;RCH_A;1.6;M
2015-11;ES61;62092;RCH_A;-5.7;M
2015-11;ES61;62098;RCH_A;0.7;M
2015-11;ES61;62117;RCH_A;0.7;M
2015-12;ES;62089;RCH_A;1.4;M
2015-12;ES;62090;RCH_A;2.5;M
2015-12;ES;62093;RCH_A;-1.9;M
2015-12;ES;62100;RCH_A;1.0;M
2015-12;ES;62096;RCH_A;-10.6;M
2015-12;ES;62094;RCH_A;1.2;M
2015-12;ES;62095;RCH_A;-7.5;M
2015-12;ES;62101;RCH_A;-0.5;M
2015-12;ES;62102;RCH_A;0.0;M
2015-12;ES;62106;RCH_A;1.0;M
2015-12;ES;62103;RCH_A;1.1;M
2015-12;ES;62104;RCH_A;0.9;M
2015-12;ES;62107;RCH_A;-0.6;M
2015-12;ES;62108;RCH_A;-0.6;M
2015-12;ES;62109;RCH_A;-0.5;M
2015-12;ES;62110;RCH_A;0.8;M
2015-12;ES;62111;RCH_A;0.8;M
2015-12;ES;62112;RCH_A;-1.8;M
2015-12;ES;62113;RCH_A;-1.9;M
2015-12;ES;62114;RCH_A;-3.1;M
2015-12;ES;62105;RCH_A;0.0;M
2015-12;ES;62115;RCH_A;1.8;M
2015-12;ES;62116;RCH_A;1.5;M
2015-12;ES;62097;RCH_A;-2.2;M
2015-12;ES;62099;RCH_A;1.0;M
2015-12;ES;62091;RCH_A;1.7;M
2015-12;ES;62092;RCH_A;-4.0;M
2015-12;ES;62098;RCH_A;0.6;M
2015-12;ES;62117;RCH_A;0.8;M
2015-12;ES61;62089;RCH_A;1.3;M
2015-12;ES61;62090;RCH_A;2.3;M
2015-12;ES61;62093;RCH_A;-1.9;M
