D_TEMPORAL_0;D_CNAE09_0;D_PUB_PRIV_0;D_TERRITORIO_0;D_TIPO_EMPRESA_0;D_TIPO_ESTAB_0;INDICATOR;OBS_VALUE;FREQ
2016;217313;215134;3143;215124;213227;Unidades;6.176870749;A
2016;217313;215135;3143;215124;213227;Unidades;;A
2016;217313;215136;3143;215124;213227;Unidades;6.176870749;A
2016;217314;215134;3143;215124;213227;Unidades;13.301242238;A
2016;217314;215135;3143;215124;213227;Unidades;1.0;A
2016;217314;215136;3143;215124;213227;Unidades;12.301242238;A
2016;217315;215134;3143;215124;213227;Unidades;4.14101531;A
2016;217315;215135;3143;215124;213227;Unidades;;A
2016;217315;215136;3143;215124;213227;Unidades;4.14101531;A
2016;217316;215134;3143;215124;213227;Unidades;2.181818182;A
2016;217316;215135;3143;215124;213227;Unidades;;A
2016;217316;215136;3143;215124;213227;Unidades;2.181818182;A
2016;7605;215134;3143;215124;213227;Unidades;6.792929293;A
2016;7605;215135;3143;215124;213227;Unidades;;A
2016;7605;215136;3143;215124;213227;Unidades;6.792929293;A
2016;7627;215134;3143;215124;213227;Unidades;9.465384615;A
2016;7627;215135;3143;215124;213227;Unidades;3.0;A
2016;7627;215136;3143;215124;213227;Unidades;6.465384615;A
2016;7661;215134;3143;215124;213227;Unidades;9.186090225;A
2016;7661;215135;3143;215124;213227;Unidades;1.035714286;A
2016;7661;215136;3143;215124;213227;Unidades;8.150375939;A
2017;7109;215134;3143;215124;213227;Unidades;2.0;A
2017;7109;215135;3143;215124;213227;Unidades;;A
2017;7109;215136;3143;215124;213227;Unidades;;A
2017;217302;215134;3143;215124;213227;Unidades;65.813675396;A
2017;217302;215135;3143;215124;213227;Unidades;;A
2017;217302;215136;3143;215124;213227;Unidades;;A
2017;217304;215134;3143;215124;213227;Unidades;1.0;A
2017;217304;215135;3143;215124;213227;Unidades;;A
2017;217304;215136;3143;215124;213227;Unidades;;A
2017;217305;215134;3143;215124;213227;Unidades;5.493073593;A
2017;217305;215135;3143;215124;213227;Unidades;;A
2017;217305;215136;3143;215124;213227;Unidades;;A
2017;217306;215134;3143;215124;213227;Unidades;65.589382791;A
2017;217306;215135;3143;215124;213227;Unidades;;A
2017;217306;215136;3143;215124;213227;Unidades;;A
2017;217307;215134;3143;215124;213227;Unidades;15.079504346;A
2017;217307;215135;3143;215124;213227;Unidades;;A
2017;217307;215136;3143;215124;213227;Unidades;;A
2017;217308;215134;3143;215124;213227;Unidades;7.707260256;A
2017;217308;215135;3143;215124;213227;Unidades;;A
2017;217308;215136;3143;215124;213227;Unidades;;A
2017;217309;215134;3143;215124;213227;Unidades;8.489293162;A
2017;217309;215135;3143;215124;213227;Unidades;;A
2017;217309;215136;3143;215124;213227;Unidades;;A
2017;217310;215134;3143;215124;213227;Unidades;18.312500002;A
2017;217310;215135;3143;215124;213227;Unidades;;A
2017;217310;215136;3143;215124;213227;Unidades;;A
2017;217311;215134;3143;215124;213227;Unidades;8.972208438;A
2017;217311;215135;3143;215124;213227;Unidades;;A
2017;217311;215136;3143;215124;213227;Unidades;;A
2017;217312;215134;3143;215124;213227;Unidades;22.455194394;A
2017;217312;215135;3143;215124;213227;Unidades;;A
2017;217312;215136;3143;215124;213227;Unidades;;A
2017;217313;215134;3143;215124;213227;Unidades;7.392096742;A
2017;217313;215135;3143;215124;213227;Unidades;;A
2017;217313;215136;3143;215124;213227;Unidades;;A
2017;217314;215134;3143;215124;213227;Unidades;14.471493214;A
2017;217314;215135;3143;215124;213227;Unidades;;A
2017;217314;215136;3143;215124;213227;Unidades;;A
2017;217315;215134;3143;215124;213227;Unidades;3.270707071;A
2017;217315;215135;3143;215124;213227;Unidades;;A
2017;217315;215136;3143;215124;213227;Unidades;;A
2017;217316;215134;3143;215124;213227;Unidades;2.25;A
2017;217316;215135;3143;215124;213227;Unidades;;A
2017;217316;215136;3143;215124;213227;Unidades;;A
2017;7605;215134;3143;215124;213227;Unidades;7.632847058;A
2017;7605;215135;3143;215124;213227;Unidades;;A
2017;7605;215136;3143;215124;213227;Unidades;;A
2017;7627;215134;3143;215124;213227;Unidades;9.128166667;A
2017;7627;215135;3143;215124;213227;Unidades;;A
2017;7627;215136;3143;215124;213227;Unidades;;A
2017;7661;215134;3143;215124;213227;Unidades;10.230107527;A
2017;7661;215135;3143;215124;213227;Unidades;;A
2017;7661;215136;3143;215124;213227;Unidades;;A
2018;7109;215134;3143;215124;213227;Unidades;3.0;A
2018;7109;215135;3143;215124;213227;Unidades;;A
2018;7109;215136;3143;215124;213227;Unidades;3.0;A
2018;217302;215134;3143;215124;213227;Unidades;69.031160043;A
2018;217302;215135;3143;215124;213227;Unidades;;A
2018;217302;215136;3143;215124;213227;Unidades;69.031160043;A
2018;217304;215134;3143;215124;213227;Unidades;2.227272727;A
2018;217304;215135;3143;215124;213227;Unidades;;A
2018;217304;215136;3143;215124;213227;Unidades;2.227272727;A
2018;217305;215134;3143;215124;213227;Unidades;3.366666667;A
2018;217305;215135;3143;215124;213227;Unidades;;A
2018;217305;215136;3143;215124;213227;Unidades;3.366666667;A
2018;217306;215134;3143;215124;213227;Unidades;67.267567375;A
2018;217306;215135;3143;215124;213227;Unidades;;A
2018;217306;215136;3143;215124;213227;Unidades;67.267567375;A
2018;217307;215134;3143;215124;213227;Unidades;21.129587229;A
2018;217307;215135;3143;215124;213227;Unidades;;A
2018;217307;215136;3143;215124;213227;Unidades;21.129587229;A
2018;217308;215134;3143;215124;213227;Unidades;7.350241546;A
2018;217308;215135;3143;215124;213227;Unidades;;A
2018;217308;215136;3143;215124;213227;Unidades;7.350241546;A
2018;217309;215134;3143;215124;213227;Unidades;7.5384224;A
2018;217309;215135;3143;215124;213227;Unidades;;A
2018;217309;215136;3143;215124;213227;Unidades;7.5384224;A
2018;217310;215134;3143;215124;213227;Unidades;24.259114172;A
2018;217310;215135;3143;215124;213227;Unidades;;A
2018;217310;215136;3143;215124;213227;Unidades;24.259114172;A
2018;217311;215134;3143;215124;213227;Unidades;14.361861131;A
2018;217311;215135;3143;215124;213227;Unidades;;A
2018;217311;215136;3143;215124;213227;Unidades;14.361861131;A
2018;217312;215134;3143;215124;213227;Unidades;50.272744559;A
2018;217312;215135;3143;215124;213227;Unidades;;A
2018;217312;215136;3143;215124;213227;Unidades;50.272744559;A
2018;217313;215134;3143;215124;213227;Unidades;6.599497717;A
2018;217313;215135;3143;215124;213227;Unidades;;A
2018;217313;215136;3143;215124;213227;Unidades;6.599497717;A
2018;217314;215134;3143;215124;213227;Unidades;8.732786358;A
2018;217314;215135;3143;215124;213227;Unidades;1.0;A
2018;217314;215136;3143;215124;213227;Unidades;7.732786358;A
2018;217315;215134;3143;215124;213227;Unidades;2.142857142;A
2018;217315;215135;3143;215124;213227;Unidades;;A
2018;217315;215136;3143;215124;213227;Unidades;2.142857142;A
2018;217316;215134;3143;215124;213227;Unidades;5.530092592;A
2018;217316;215135;3143;215124;213227;Unidades;;A
2018;217316;215136;3143;215124;213227;Unidades;5.530092592;A
2018;7605;215134;3143;215124;213227;Unidades;5.566666667;A
2018;7605;215135;3143;215124;213227;Unidades;;A
2018;7605;215136;3143;215124;213227;Unidades;5.566666667;A
2018;7627;215134;3143;215124;213227;Unidades;6.766590389;A
2018;7627;215135;3143;215124;213227;Unidades;2.0;A
2018;7627;215136;3143;215124;213227;Unidades;4.766590389;A
2018;7661;215134;3143;215124;213227;Unidades;8.30786268;A
2018;7661;215135;3143;215124;213227;Unidades;1.071428571;A
2018;7661;215136;3143;215124;213227;Unidades;7.236434109;A
2019;7109;215134;3143;215124;213227;Unidades;5.0;A
2019;7109;215135;3143;215124;213227;Unidades;;A
2019;7109;215136;3143;215124;213227;Unidades;5.0;A
2019;217302;215134;3143;215124;213227;Unidades;57.43841135;A
2019;217302;215135;3143;215124;213227;Unidades;;A
2019;217302;215136;3143;215124;213227;Unidades;57.43841135;A
2019;217304;215134;3143;215124;213227;Unidades;2.0;A
2019;217304;215135;3143;215124;213227;Unidades;;A
2019;217304;215136;3143;215124;213227;Unidades;2.0;A
2019;217305;215134;3143;215124;213227;Unidades;6.271914832;A
2019;217305;215135;3143;215124;213227;Unidades;;A
2019;217305;215136;3143;215124;213227;Unidades;6.271914832;A
2019;217306;215134;3143;215124;213227;Unidades;49.906891031;A
2019;217306;215135;3143;215124;213227;Unidades;;A
2019;217306;215136;3143;215124;213227;Unidades;49.906891031;A
2019;217307;215134;3143;215124;213227;Unidades;17.372650865;A
2019;217307;215135;3143;215124;213227;Unidades;;A
2019;217307;215136;3143;215124;213227;Unidades;17.372650865;A
2019;217308;215134;3143;215124;213227;Unidades;5.166931638;A
2019;217308;215135;3143;215124;213227;Unidades;;A
2019;217308;215136;3143;215124;213227;Unidades;5.166931638;A
2019;217309;215134;3143;215124;213227;Unidades;12.957068089;A
2019;217309;215135;3143;215124;213227;Unidades;;A
2019;217309;215136;3143;215124;213227;Unidades;12.957068089;A
2019;217310;215134;3143;215124;213227;Unidades;17.974604397;A
2019;217310;215135;3143;215124;213227;Unidades;;A
2019;217310;215136;3143;215124;213227;Unidades;17.974604397;A
2019;217311;215134;3143;215124;213227;Unidades;9.878571428;A
2019;217311;215135;3143;215124;213227;Unidades;;A
2019;217311;215136;3143;215124;213227;Unidades;9.878571428;A
2019;217312;215134;3143;215124;213227;Unidades;35.758719856;A
2019;217312;215135;3143;215124;213227;Unidades;;A
2019;217312;215136;3143;215124;213227;Unidades;35.758719856;A
2019;217313;215134;3143;215124;213227;Unidades;7.690555557;A
2019;217313;215135;3143;215124;213227;Unidades;;A
2019;217313;215136;3143;215124;213227;Unidades;7.690555557;A
2019;217314;215134;3143;215124;213227;Unidades;12.599537638;A
2019;217314;215135;3143;215124;213227;Unidades;;A
2019;217314;215136;3143;215124;213227;Unidades;12.599537638;A
2019;217315;215134;3143;215124;213227;Unidades;5.011627906;A
2019;217315;215135;3143;215124;213227;Unidades;;A
2019;217315;215136;3143;215124;213227;Unidades;5.011627906;A
2019;217316;215134;3143;215124;213227;Unidades;4.436363635;A
2019;217316;215135;3143;215124;213227;Unidades;;A
2019;217316;215136;3143;215124;213227;Unidades;4.436363635;A
2019;7605;215134;3143;215124;213227;Unidades;6.472460221;A
2019;7605;215135;3143;215124;213227;Unidades;;A
2019;7605;215136;3143;215124;213227;Unidades;6.472460221;A
2019;7627;215134;3143;215124;213227;Unidades;7.5;A
2019;7627;215135;3143;215124;213227;Unidades;2.0;A
2019;7627;215136;3143;215124;213227;Unidades;5.5;A
2019;7661;215134;3143;215124;213227;Unidades;4.151515152;A
2019;7661;215135;3143;215124;213227;Unidades;1.0;A
2019;7661;215136;3143;215124;213227;Unidades;3.151515152;A
2020;7109;215134;3143;215124;213227;Unidades;5.25;A
2020;7109;215135;3143;215124;213227;Unidades;;A
2020;7109;215136;3143;215124;213227;Unidades;5.25;A
2020;217302;215134;3143;215124;213227;Unidades;67.968017813;A
2020;217302;215135;3143;215124;213227;Unidades;;A
2020;217302;215136;3143;215124;213227;Unidades;67.968017813;A
2020;217304;215134;3143;215124;213227;Unidades;6.049382716;A
2020;217304;215135;3143;215124;213227;Unidades;;A
2020;217304;215136;3143;215124;213227;Unidades;6.049382716;A
2020;217305;215134;3143;215124;213227;Unidades;6.984866012;A
2020;217305;215135;3143;215124;213227;Unidades;;A
2020;217305;215136;3143;215124;213227;Unidades;6.984866012;A
2020;217306;215134;3143;215124;213227;Unidades;58.81408977;A
2020;217306;215135;3143;215124;213227;Unidades;;A
2020;217306;215136;3143;215124;213227;Unidades;58.81408977;A
2020;217307;215134;3143;215124;213227;Unidades;13.849685484;A
2020;217307;215135;3143;215124;213227;Unidades;;A
2020;217307;215136;3143;215124;213227;Unidades;13.849685484;A
2020;217308;215134;3143;215124;213227;Unidades;6.379866956;A
2020;217308;215135;3143;215124;213227;Unidades;;A
2020;217308;215136;3143;215124;213227;Unidades;6.379866956;A
2020;217309;215134;3143;215124;213227;Unidades;9.120689655;A
2020;217309;215135;3143;215124;213227;Unidades;;A
2020;217309;215136;3143;215124;213227;Unidades;9.120689655;A
2020;217310;215134;3143;215124;213227;Unidades;14.739252911;A
2020;217310;215135;3143;215124;213227;Unidades;;A
2020;217310;215136;3143;215124;213227;Unidades;14.739252911;A
2020;217311;215134;3143;215124;213227;Unidades;10.096735149;A
2020;217311;215135;3143;215124;213227;Unidades;;A
2020;217311;215136;3143;215124;213227;Unidades;10.096735149;A
2020;217312;215134;3143;215124;213227;Unidades;35.916663696;A
2020;217312;215135;3143;215124;213227;Unidades;;A
2020;217312;215136;3143;215124;213227;Unidades;35.916663696;A
2020;217313;215134;3143;215124;213227;Unidades;6.143434342;A
2020;217313;215135;3143;215124;213227;Unidades;;A
2020;217313;215136;3143;215124;213227;Unidades;6.143434342;A
2020;217314;215134;3143;215124;213227;Unidades;13.912698414;A
2020;217314;215135;3143;215124;213227;Unidades;;A
2020;217314;215136;3143;215124;213227;Unidades;13.912698414;A
2020;217315;215134;3143;215124;213227;Unidades;3.287179487;A
2020;217315;215135;3143;215124;213227;Unidades;;A
2020;217315;215136;3143;215124;213227;Unidades;3.287179487;A
2020;217316;215134;3143;215124;213227;Unidades;7.48219178;A
2020;217316;215135;3143;215124;213227;Unidades;;A
2020;217316;215136;3143;215124;213227;Unidades;7.48219178;A
2020;7605;215134;3143;215124;213227;Unidades;5.128644939;A
2020;7605;215135;3143;215124;213227;Unidades;;A
2020;7605;215136;3143;215124;213227;Unidades;5.128644939;A
2020;7627;215134;3143;215124;213227;Unidades;9.933333333;A
2020;7627;215135;3143;215124;213227;Unidades;4.0;A
2020;7627;215136;3143;215124;213227;Unidades;5.933333333;A
2020;7661;215134;3143;215124;213227;Unidades;5.25;A
2020;7661;215135;3143;215124;213227;Unidades;2.0;A
2020;7661;215136;3143;215124;213227;Unidades;3.25;A
