D_TEMPORAL_0;D_TIPO_PERSONAL_0;D_TIPO_EMPRESA_0;D_DISCIPLINA_0;D_SEXO_0;D_TERRITORIO_0;D_TIPO_ESTAB_0;D_ESTUDIOS_0;INDICATOR;OBS_VALUE;FREQ
2011;215154;215117;215129;3691;3143;213227;215166;Personas;1027.999999999;A
2011;215154;215117;215129;3689;3143;213227;215166;Personas;641.794022743;A
2011;215154;215117;215129;3690;3143;213227;215166;Personas;386.205977256;A
2011;215154;215117;215130;3691;3143;213227;215166;Personas;529.000000003;A
2011;215154;215117;215130;3689;3143;213227;215166;Personas;250.097662171;A
2011;215154;215117;215130;3690;3143;213227;215166;Personas;278.902337832;A
2011;215154;215117;215131;3691;3143;213227;215166;Personas;221.0;A
2011;215154;215117;215131;3689;3143;213227;215166;Personas;124.028733519;A
2011;215154;215117;215131;3690;3143;213227;215166;Personas;96.971266481;A
2011;215154;215120;215132;3691;3143;213227;215166;Personas;25053.000000004;A
2011;215154;215120;215132;3689;3143;213227;215166;Personas;14571.000000002;A
2011;215154;215120;215132;3690;3143;213227;215166;Personas;10482.000000002;A
2011;215154;215120;215126;3691;3143;213227;215166;Personas;5111.0;A
2011;215154;215120;215126;3689;3143;213227;215166;Personas;2961.190159079;A
2011;215154;215120;215126;3690;3143;213227;215166;Personas;2149.809840921;A
2011;215154;215120;215127;3691;3143;213227;215166;Personas;4763.000000002;A
2011;215154;215120;215127;3689;3143;213227;215166;Personas;2810.365172039;A
2011;215154;215120;215127;3690;3143;213227;215166;Personas;1952.634827963;A
2011;215154;215120;215128;3691;3143;213227;215166;Personas;3494.000000001;A
2011;215154;215120;215128;3689;3143;213227;215166;Personas;2055.89891786;A
2011;215154;215120;215128;3690;3143;213227;215166;Personas;1438.101082141;A
2011;215154;215120;215129;3691;3143;213227;215166;Personas;652.0;A
2011;215154;215120;215129;3689;3143;213227;215166;Personas;382.245852787;A
2011;215154;215120;215129;3690;3143;213227;215166;Personas;269.754147213;A
2011;215154;215120;215130;3691;3143;213227;215166;Personas;7148.0;A
2011;215154;215120;215130;3689;3143;213227;215166;Personas;4110.023710964;A
2011;215154;215120;215130;3690;3143;213227;215166;Personas;3037.976289036;A
2011;215154;215120;215131;3691;3143;213227;215166;Personas;3885.000000001;A
2011;215154;215120;215131;3689;3143;213227;215166;Personas;2251.276187273;A
2011;215154;215120;215131;3690;3143;213227;215166;Personas;1633.723812728;A
2011;215154;215122;215132;3691;3143;213227;215166;Personas;31.0;A
2011;215154;215122;215132;3689;3143;213227;215166;Personas;10.0;A
2011;215154;215122;215132;3690;3143;213227;215166;Personas;21.0;A
2011;215154;215122;215126;3691;3143;213227;215166;Personas;;A
2011;215154;215122;215126;3689;3143;213227;215166;Personas;;A
2011;215154;215122;215126;3690;3143;213227;215166;Personas;;A
2011;215154;215122;215127;3691;3143;213227;215166;Personas;;A
2011;215154;215122;215127;3689;3143;213227;215166;Personas;;A
2011;215154;215122;215127;3690;3143;213227;215166;Personas;;A
2011;215154;215122;215128;3691;3143;213227;215166;Personas;;A
2011;215154;215122;215128;3689;3143;213227;215166;Personas;;A
2011;215154;215122;215128;3690;3143;213227;215166;Personas;;A
2011;215154;215122;215129;3691;3143;213227;215166;Personas;;A
2011;215154;215122;215129;3689;3143;213227;215166;Personas;;A
2011;215154;215122;215129;3690;3143;213227;215166;Personas;;A
2011;215154;215122;215130;3691;3143;213227;215166;Personas;;A
2011;215154;215122;215130;3689;3143;213227;215166;Personas;;A
2011;215154;215122;215130;3690;3143;213227;215166;Personas;;A
2011;215154;215122;215131;3691;3143;213227;215166;Personas;;A
2011;215154;215122;215131;3689;3143;213227;215166;Personas;;A
2011;215154;215122;215131;3690;3143;213227;215166;Personas;;A
2011;215154;215124;215132;3691;3143;213227;215166;Personas;8219.83967416;A
2011;215154;215124;215132;3689;3143;213227;215166;Personas;5718.297692918;A
2011;215154;215124;215132;3690;3143;213227;215166;Personas;2501.541981242;A
2011;215154;215124;215126;3691;3143;213227;215166;Personas;;A
2011;215154;215124;215126;3689;3143;213227;215166;Personas;;A
2011;215154;215124;215126;3690;3143;213227;215166;Personas;;A
2011;215154;215124;215127;3691;3143;213227;215166;Personas;;A
2011;215154;215124;215127;3689;3143;213227;215166;Personas;;A
2011;215154;215124;215127;3690;3143;213227;215166;Personas;;A
2011;215154;215124;215128;3691;3143;213227;215166;Personas;;A
2011;215154;215124;215128;3689;3143;213227;215166;Personas;;A
2011;215154;215124;215128;3690;3143;213227;215166;Personas;;A
2011;215154;215124;215129;3691;3143;213227;215166;Personas;;A
2011;215154;215124;215129;3689;3143;213227;215166;Personas;;A
2011;215154;215124;215129;3690;3143;213227;215166;Personas;;A
2011;215154;215124;215130;3691;3143;213227;215166;Personas;;A
2011;215154;215124;215130;3689;3143;213227;215166;Personas;;A
2011;215154;215124;215130;3690;3143;213227;215166;Personas;;A
2011;215154;215124;215131;3691;3143;213227;215166;Personas;;A
2011;215154;215124;215131;3689;3143;213227;215166;Personas;;A
2011;215154;215124;215131;3690;3143;213227;215166;Personas;;A
2011;215155;215117;215132;3691;3143;213227;215166;Personas;3051.000000002;A
2011;215155;215117;215132;3689;3143;213227;215166;Personas;1609.0;A
2011;215155;215117;215132;3690;3143;213227;215166;Personas;1442.000000002;A
2011;215155;215117;215126;3691;3143;213227;215166;Personas;246.474195104;A
2011;215155;215117;215126;3689;3143;213227;215166;Personas;148.964753057;A
2011;215155;215117;215126;3690;3143;213227;215166;Personas;97.509442047;A
2011;215155;215117;215127;3691;3143;213227;215166;Personas;128.41537327;A
2011;215155;215117;215127;3689;3143;213227;215166;Personas;91.908224896;A
2011;215155;215117;215127;3690;3143;213227;215166;Personas;36.507148374;A
2011;215155;215117;215128;3691;3143;213227;215166;Personas;1685.685284846;A
2011;215155;215117;215128;3689;3143;213227;215166;Personas;830.934189787;A
2011;215155;215117;215128;3690;3143;213227;215166;Personas;854.751095059;A
2011;215155;215117;215129;3691;3143;213227;215166;Personas;429.593339988;A
2011;215155;215117;215129;3689;3143;213227;215166;Personas;256.767734611;A
2011;215155;215117;215129;3690;3143;213227;215166;Personas;172.825605377;A
2011;215155;215117;215130;3691;3143;213227;215166;Personas;417.971311256;A
2011;215155;215117;215130;3689;3143;213227;215166;Personas;203.546707236;A
2011;215155;215117;215130;3690;3143;213227;215166;Personas;214.42460402;A
2011;215155;215117;215131;3691;3143;213227;215166;Personas;142.860495538;A
2011;215155;215117;215131;3689;3143;213227;215166;Personas;76.878390413;A
2011;215155;215117;215131;3690;3143;213227;215166;Personas;65.982105125;A
2011;215155;215120;215132;3691;3143;213227;215166;Personas;19584.000000002;A
2011;215155;215120;215132;3689;3143;213227;215166;Personas;12033.0;A
2011;215155;215120;215132;3690;3143;213227;215166;Personas;7551.000000002;A
2011;215155;215120;215126;3691;3143;213227;215166;Personas;4043.513930358;A
2011;215155;215120;215126;3689;3143;213227;215166;Personas;2467.74717699;A
2011;215155;215120;215126;3690;3143;213227;215166;Personas;1575.766753368;A
2011;215155;215120;215127;3691;3143;213227;215166;Personas;3625.370420275;A
2011;215155;215120;215127;3689;3143;213227;215166;Personas;2268.217657483;A
2011;215155;215120;215127;3690;3143;213227;215166;Personas;1357.152762792;A
2011;215155;215120;215128;3691;3143;213227;215166;Personas;2728.177501693;A
2011;215155;215120;215128;3689;3143;213227;215166;Personas;1697.075840696;A
2011;215155;215120;215128;3690;3143;213227;215166;Personas;1031.101660997;A
2011;215155;215120;215129;3691;3143;213227;215166;Personas;467.773717367;A
2011;215155;215120;215129;3689;3143;213227;215166;Personas;296.792683043;A
2011;215155;215120;215129;3690;3143;213227;215166;Personas;170.981034324;A
2011;215155;215120;215130;3691;3143;213227;215166;Personas;5684.533389427;A
2011;215155;215120;215130;3689;3143;213227;215166;Personas;3444.761530347;A
2011;215155;215120;215130;3690;3143;213227;215166;Personas;2239.77185908;A
2011;215155;215120;215131;3691;3143;213227;215166;Personas;3034.631040882;A
2011;215155;215120;215131;3689;3143;213227;215166;Personas;1858.405111441;A
2011;215155;215120;215131;3690;3143;213227;215166;Personas;1176.225929441;A
2011;215155;215122;215132;3691;3143;213227;215166;Personas;20.0;A
2011;215155;215122;215132;3689;3143;213227;215166;Personas;7.0;A
2011;215155;215122;215132;3690;3143;213227;215166;Personas;13.0;A
2011;215155;215122;215126;3691;3143;213227;215166;Personas;;A
2011;215155;215122;215126;3689;3143;213227;215166;Personas;;A
2011;215155;215122;215126;3690;3143;213227;215166;Personas;;A
2011;215155;215122;215127;3691;3143;213227;215166;Personas;;A
2011;215155;215122;215127;3689;3143;213227;215166;Personas;;A
2011;215155;215122;215127;3690;3143;213227;215166;Personas;;A
2011;215155;215122;215128;3691;3143;213227;215166;Personas;;A
2011;215155;215122;215128;3689;3143;213227;215166;Personas;;A
2011;215155;215122;215128;3690;3143;213227;215166;Personas;;A
2011;215155;215122;215129;3691;3143;213227;215166;Personas;;A
2011;215155;215122;215129;3689;3143;213227;215166;Personas;;A
2011;215155;215122;215129;3690;3143;213227;215166;Personas;;A
2011;215155;215122;215130;3691;3143;213227;215166;Personas;;A
2011;215155;215122;215130;3689;3143;213227;215166;Personas;;A
2011;215155;215122;215130;3690;3143;213227;215166;Personas;;A
2011;215155;215122;215131;3691;3143;213227;215166;Personas;;A
2011;215155;215122;215131;3689;3143;213227;215166;Personas;;A
2011;215155;215122;215131;3690;3143;213227;215166;Personas;;A
2011;215155;215124;215132;3691;3143;213227;215166;Personas;3701.368511887;A
2011;215155;215124;215132;3689;3143;213227;215166;Personas;2587.839026917;A
2011;215155;215124;215132;3690;3143;213227;215166;Personas;1113.52948497;A
2011;215155;215124;215126;3691;3143;213227;215166;Personas;;A
2011;215155;215124;215126;3689;3143;213227;215166;Personas;;A
2011;215155;215124;215126;3690;3143;213227;215166;Personas;;A
2011;215155;215124;215127;3691;3143;213227;215166;Personas;;A
2011;215155;215124;215127;3689;3143;213227;215166;Personas;;A
2011;215155;215124;215127;3690;3143;213227;215166;Personas;;A
2011;215155;215124;215128;3691;3143;213227;215166;Personas;;A
2011;215155;215124;215128;3689;3143;213227;215166;Personas;;A
2011;215155;215124;215128;3690;3143;213227;215166;Personas;;A
2011;215155;215124;215129;3691;3143;213227;215166;Personas;;A
2011;215155;215124;215129;3689;3143;213227;215166;Personas;;A
2011;215155;215124;215129;3690;3143;213227;215166;Personas;;A
2011;215155;215124;215130;3691;3143;213227;215166;Personas;;A
2011;215155;215124;215130;3689;3143;213227;215166;Personas;;A
2011;215155;215124;215130;3690;3143;213227;215166;Personas;;A
2011;215155;215124;215131;3691;3143;213227;215166;Personas;;A
2011;215155;215124;215131;3689;3143;213227;215166;Personas;;A
2011;215155;215124;215131;3690;3143;213227;215166;Personas;;A
2011;215156;215117;215132;3691;3143;213227;215166;Personas;1216.0;A
2011;215156;215117;215132;3689;3143;213227;215166;Personas;630.0;A
2011;215156;215117;215132;3690;3143;213227;215166;Personas;586.0;A
2011;215156;215117;215126;3691;3143;213227;215166;Personas;71.929603899;A
2011;215156;215117;215126;3689;3143;213227;215166;Personas;49.573969672;A
2011;215156;215117;215126;3690;3143;213227;215166;Personas;22.355634227;A
2011;215156;215117;215127;3691;3143;213227;215166;Personas;77.358933865;A
2011;215156;215117;215127;3689;3143;213227;215166;Personas;56.435094208;A
2011;215156;215117;215127;3690;3143;213227;215166;Personas;20.923839657;A
2011;215156;215117;215128;3691;3143;213227;215166;Personas;509.870676483;A
2011;215156;215117;215128;3689;3143;213227;215166;Personas;174.449083805;A
2011;215156;215117;215128;3690;3143;213227;215166;Personas;335.421592678;A
2011;215156;215117;215129;3691;3143;213227;215166;Personas;443.945442908;A
2011;215156;215117;215129;3689;3143;213227;215166;Personas;289.551745211;A
2011;215156;215117;215129;3690;3143;213227;215166;Personas;154.393697697;A
2011;215156;215117;215130;3691;3143;213227;215166;Personas;73.370144991;A
2011;215156;215117;215130;3689;3143;213227;215166;Personas;33.72469326;A
2011;215156;215117;215130;3690;3143;213227;215166;Personas;39.645451731;A
2011;215156;215117;215131;3691;3143;213227;215166;Personas;39.525197854;A
2011;215156;215117;215131;3689;3143;213227;215166;Personas;26.265413844;A
2011;215156;215117;215131;3690;3143;213227;215166;Personas;13.25978401;A
2011;215156;215120;215132;3691;3143;213227;215166;Personas;2350.000000002;A
2011;215156;215120;215132;3689;3143;213227;215166;Personas;1174.000000002;A
2011;215156;215120;215132;3690;3143;213227;215166;Personas;1176.0;A
2011;215156;215120;215126;3691;3143;213227;215166;Personas;428.857092068;A
2011;215156;215120;215126;3689;3143;213227;215166;Personas;212.169766787;A
2011;215156;215120;215126;3690;3143;213227;215166;Personas;216.687325281;A
2011;215156;215120;215127;3691;3143;213227;215166;Personas;540.339624831;A
2011;215156;215120;215127;3689;3143;213227;215166;Personas;280.349476826;A
2011;215156;215120;215127;3690;3143;213227;215166;Personas;259.990148005;A
2011;215156;215120;215128;3691;3143;213227;215166;Personas;349.635764216;A
2011;215156;215120;215128;3689;3143;213227;215166;Personas;177.224050814;A
2011;215156;215120;215128;3690;3143;213227;215166;Personas;172.411713402;A
2011;215156;215120;215129;3691;3143;213227;215166;Personas;98.166971939;A
2011;215156;215120;215129;3689;3143;213227;215166;Personas;44.988013559;A
2011;215156;215120;215129;3690;3143;213227;215166;Personas;53.17895838;A
2011;215156;215120;215130;3691;3143;213227;215166;Personas;581.423421545;A
2011;215156;215120;215130;3689;3143;213227;215166;Personas;286.191753005;A
2011;215156;215120;215130;3690;3143;213227;215166;Personas;295.23166854;A
2011;215156;215120;215131;3691;3143;213227;215166;Personas;351.577125403;A
2011;215156;215120;215131;3689;3143;213227;215166;Personas;173.076939011;A
2011;215156;215120;215131;3690;3143;213227;215166;Personas;178.500186392;A
2011;215156;215122;215132;3691;3143;213227;215166;Personas;8.0;A
2011;215156;215122;215132;3689;3143;213227;215166;Personas;2.0;A
2011;215156;215122;215132;3690;3143;213227;215166;Personas;6.0;A
2011;215156;215122;215126;3691;3143;213227;215166;Personas;;A
2011;215156;215122;215126;3689;3143;213227;215166;Personas;;A
2011;215156;215122;215126;3690;3143;213227;215166;Personas;;A
2011;215156;215122;215127;3691;3143;213227;215166;Personas;;A
2011;215156;215122;215127;3689;3143;213227;215166;Personas;;A
2011;215156;215122;215127;3690;3143;213227;215166;Personas;;A
2011;215156;215122;215128;3691;3143;213227;215166;Personas;;A
2011;215156;215122;215128;3689;3143;213227;215166;Personas;;A
2011;215156;215122;215128;3690;3143;213227;215166;Personas;;A
2011;215156;215122;215129;3691;3143;213227;215166;Personas;;A
2011;215156;215122;215129;3689;3143;213227;215166;Personas;;A
2011;215156;215122;215129;3690;3143;213227;215166;Personas;;A
2011;215156;215122;215130;3691;3143;213227;215166;Personas;;A
2011;215156;215122;215130;3689;3143;213227;215166;Personas;;A
2011;215156;215122;215130;3690;3143;213227;215166;Personas;;A
2011;215156;215122;215131;3691;3143;213227;215166;Personas;;A
2011;215156;215122;215131;3689;3143;213227;215166;Personas;;A
2011;215156;215122;215131;3690;3143;213227;215166;Personas;;A
2011;215156;215124;215132;3691;3143;213227;215166;Personas;3333.024418559;A
2011;215156;215124;215132;3689;3143;213227;215166;Personas;2363.62026588;A
2011;215156;215124;215132;3690;3143;213227;215166;Personas;969.404152679;A
2011;215156;215124;215126;3691;3143;213227;215166;Personas;;A
2011;215156;215124;215126;3689;3143;213227;215166;Personas;;A
2011;215156;215124;215126;3690;3143;213227;215166;Personas;;A
2011;215156;215124;215127;3691;3143;213227;215166;Personas;;A
2011;215156;215124;215127;3689;3143;213227;215166;Personas;;A
2011;215156;215124;215127;3690;3143;213227;215166;Personas;;A
2011;215156;215124;215128;3691;3143;213227;215166;Personas;;A
2011;215156;215124;215128;3689;3143;213227;215166;Personas;;A
2011;215156;215124;215128;3690;3143;213227;215166;Personas;;A
2011;215156;215124;215129;3691;3143;213227;215166;Personas;;A
2011;215156;215124;215129;3689;3143;213227;215166;Personas;;A
2011;215156;215124;215129;3690;3143;213227;215166;Personas;;A
2011;215156;215124;215130;3691;3143;213227;215166;Personas;;A
2011;215156;215124;215130;3689;3143;213227;215166;Personas;;A
2011;215156;215124;215130;3690;3143;213227;215166;Personas;;A
2011;215156;215124;215131;3691;3143;213227;215166;Personas;;A
2011;215156;215124;215131;3689;3143;213227;215166;Personas;;A
2011;215156;215124;215131;3690;3143;213227;215166;Personas;;A
2011;215157;215117;215132;3691;3143;213227;215166;Personas;427.0;A
2011;215157;215117;215132;3689;3143;213227;215166;Personas;218.000000001;A
2011;215157;215117;215132;3690;3143;213227;215166;Personas;208.999999999;A
2011;215157;215117;215126;3691;3143;213227;215166;Personas;46.596200997;A
2011;215157;215117;215126;3689;3143;213227;215166;Personas;33.312657925;A
2011;215157;215117;215126;3690;3143;213227;215166;Personas;13.283543072;A
2011;215157;215117;215127;3691;3143;213227;215166;Personas;77.225692864;A
2011;215157;215117;215127;3689;3143;213227;215166;Personas;38.241198217;A
2011;215157;215117;215127;3690;3143;213227;215166;Personas;38.984494647;A
2011;215157;215117;215128;3691;3143;213227;215166;Personas;72.444038672;A
2011;215157;215117;215128;3689;3143;213227;215166;Personas;17.260410001;A
2011;215157;215117;215128;3690;3143;213227;215166;Personas;55.183628671;A
2011;215157;215117;215129;3691;3143;213227;215166;Personas;154.461217103;A
2011;215157;215117;215129;3689;3143;213227;215166;Personas;95.474542921;A
2011;215157;215117;215129;3690;3143;213227;215166;Personas;58.986674182;A
2011;215157;215117;215130;3691;3143;213227;215166;Personas;37.658543756;A
2011;215157;215117;215130;3689;3143;213227;215166;Personas;12.826261675;A
2011;215157;215117;215130;3690;3143;213227;215166;Personas;24.832282081;A
2011;215157;215117;215131;3691;3143;213227;215166;Personas;38.614306608;A
2011;215157;215117;215131;3689;3143;213227;215166;Personas;20.884929262;A
2011;215157;215117;215131;3690;3143;213227;215166;Personas;17.729377346;A
2011;215157;215120;215132;3691;3143;213227;215166;Personas;3119.0;A
2011;215157;215120;215132;3689;3143;213227;215166;Personas;1364.0;A
2011;215157;215120;215132;3690;3143;213227;215166;Personas;1755.0;A
2011;215157;215120;215126;3691;3143;213227;215166;Personas;638.628977574;A
2011;215157;215120;215126;3689;3143;213227;215166;Personas;281.273215302;A
2011;215157;215120;215126;3690;3143;213227;215166;Personas;357.355762272;A
2011;215157;215120;215127;3691;3143;213227;215166;Personas;597.289954896;A
2011;215157;215120;215127;3689;3143;213227;215166;Personas;261.79803773;A
2011;215157;215120;215127;3690;3143;213227;215166;Personas;335.491917166;A
2011;215157;215120;215128;3691;3143;213227;215166;Personas;416.186734092;A
2011;215157;215120;215128;3689;3143;213227;215166;Personas;181.59902635;A
2011;215157;215120;215128;3690;3143;213227;215166;Personas;234.587707742;A
2011;215157;215120;215129;3691;3143;213227;215166;Personas;86.059310694;A
2011;215157;215120;215129;3689;3143;213227;215166;Personas;40.465156185;A
2011;215157;215120;215129;3690;3143;213227;215166;Personas;45.594154509;A
2011;215157;215120;215130;3691;3143;213227;215166;Personas;882.043189028;A
2011;215157;215120;215130;3689;3143;213227;215166;Personas;379.070427612;A
2011;215157;215120;215130;3690;3143;213227;215166;Personas;502.972761416;A
2011;215157;215120;215131;3691;3143;213227;215166;Personas;498.791833716;A
2011;215157;215120;215131;3689;3143;213227;215166;Personas;219.794136821;A
2011;215157;215120;215131;3690;3143;213227;215166;Personas;278.997696895;A
2011;215157;215122;215132;3691;3143;213227;215166;Personas;3.0;A
2011;215157;215122;215132;3689;3143;213227;215166;Personas;1.0;A
2011;215157;215122;215132;3690;3143;213227;215166;Personas;2.0;A
2011;215157;215122;215126;3691;3143;213227;215166;Personas;;A
2011;215157;215122;215126;3689;3143;213227;215166;Personas;;A
2011;215157;215122;215126;3690;3143;213227;215166;Personas;;A
2011;215157;215122;215127;3691;3143;213227;215166;Personas;;A
2011;215157;215122;215127;3689;3143;213227;215166;Personas;;A
2011;215157;215122;215127;3690;3143;213227;215166;Personas;;A
2011;215157;215122;215128;3691;3143;213227;215166;Personas;;A
2011;215157;215122;215128;3689;3143;213227;215166;Personas;;A
2011;215157;215122;215128;3690;3143;213227;215166;Personas;;A
2011;215157;215122;215129;3691;3143;213227;215166;Personas;;A
2011;215157;215122;215129;3689;3143;213227;215166;Personas;;A
2011;215157;215122;215129;3690;3143;213227;215166;Personas;;A
2011;215157;215122;215130;3691;3143;213227;215166;Personas;;A
2011;215157;215122;215130;3689;3143;213227;215166;Personas;;A
2011;215157;215122;215130;3690;3143;213227;215166;Personas;;A
2011;215157;215122;215131;3691;3143;213227;215166;Personas;;A
2011;215157;215122;215131;3689;3143;213227;215166;Personas;;A
2011;215157;215122;215131;3690;3143;213227;215166;Personas;;A
2011;215157;215124;215132;3691;3143;213227;215166;Personas;1185.446743714;A
2011;215157;215124;215132;3689;3143;213227;215166;Personas;766.838400121;A
2011;215157;215124;215132;3690;3143;213227;215166;Personas;418.608343593;A
2011;215157;215124;215126;3691;3143;213227;215166;Personas;;A
2011;215157;215124;215126;3689;3143;213227;215166;Personas;;A
2011;215157;215124;215126;3690;3143;213227;215166;Personas;;A
2011;215157;215124;215127;3691;3143;213227;215166;Personas;;A
2011;215157;215124;215127;3689;3143;213227;215166;Personas;;A
2011;215157;215124;215127;3690;3143;213227;215166;Personas;;A
2011;215157;215124;215128;3691;3143;213227;215166;Personas;;A
2011;215157;215124;215128;3689;3143;213227;215166;Personas;;A
2011;215157;215124;215128;3690;3143;213227;215166;Personas;;A
2011;215157;215124;215129;3691;3143;213227;215166;Personas;;A
2011;215157;215124;215129;3689;3143;213227;215166;Personas;;A
2011;215157;215124;215129;3690;3143;213227;215166;Personas;;A
2011;215157;215124;215130;3691;3143;213227;215166;Personas;;A
2011;215157;215124;215130;3689;3143;213227;215166;Personas;;A
2011;215157;215124;215130;3690;3143;213227;215166;Personas;;A
2011;215157;215124;215131;3691;3143;213227;215166;Personas;;A
2011;215157;215124;215131;3689;3143;213227;215166;Personas;;A
2011;215157;215124;215131;3690;3143;213227;215166;Personas;;A
2012;215154;215117;215132;3691;3143;213227;215166;Personas;4789.999999998;A
2012;215154;215117;215132;3689;3143;213227;215166;Personas;2466.999999998;A
2012;215154;215117;215132;3690;3143;213227;215166;Personas;2323.0;A
2012;215154;215117;215126;3691;3143;213227;215166;Personas;367.999999999;A
2012;215154;215117;215126;3689;3143;213227;215166;Personas;215.048803735;A
2012;215154;215117;215126;3690;3143;213227;215166;Personas;152.951196264;A
2012;215154;215117;215127;3691;3143;213227;215166;Personas;320.000000001;A
2012;215154;215117;215127;3689;3143;213227;215166;Personas;208.929402612;A
2012;215154;215117;215127;3690;3143;213227;215166;Personas;111.070597389;A
2012;215154;215117;215128;3691;3143;213227;215166;Personas;2430.0;A
2012;215154;215117;215128;3689;3143;213227;215166;Personas;1081.871330339;A
2012;215154;215117;215128;3690;3143;213227;215166;Personas;1348.128669661;A
2012;215154;215117;215129;3691;3143;213227;215166;Personas;1038.0;A
2012;215154;215117;215129;3689;3143;213227;215166;Personas;646.092634248;A
2012;215154;215117;215129;3690;3143;213227;215166;Personas;391.907365752;A
2012;215154;215117;215130;3691;3143;213227;215166;Personas;487.999999999;A
2012;215154;215117;215130;3689;3143;213227;215166;Personas;244.74311398;A
2012;215154;215117;215130;3690;3143;213227;215166;Personas;243.256886019;A
2012;215154;215117;215131;3691;3143;213227;215166;Personas;145.999999999;A
2012;215154;215117;215131;3689;3143;213227;215166;Personas;70.314715084;A
2012;215154;215117;215131;3690;3143;213227;215166;Personas;75.685284915;A
2012;215154;215120;215132;3691;3143;213227;215166;Personas;24127.000000002;A
2012;215154;215120;215132;3689;3143;213227;215166;Personas;14009.000000002;A
2012;215154;215120;215132;3690;3143;213227;215166;Personas;10118.0;A
2012;215154;215120;215126;3691;3143;213227;215166;Personas;4909.000000001;A
2012;215154;215120;215126;3689;3143;213227;215166;Personas;2835.312307615;A
2012;215154;215120;215126;3690;3143;213227;215166;Personas;2073.687692386;A
2012;215154;215120;215127;3691;3143;213227;215166;Personas;4591.000000001;A
2012;215154;215120;215127;3689;3143;213227;215166;Personas;2709.761927392;A
2012;215154;215120;215127;3690;3143;213227;215166;Personas;1881.238072609;A
2012;215154;215120;215128;3691;3143;213227;215166;Personas;3464.999999999;A
2012;215154;215120;215128;3689;3143;213227;215166;Personas;2038.309165714;A
2012;215154;215120;215128;3690;3143;213227;215166;Personas;1426.690834285;A
2012;215154;215120;215129;3691;3143;213227;215166;Personas;659.0;A
2012;215154;215120;215129;3689;3143;213227;215166;Personas;381.616111052;A
2012;215154;215120;215129;3690;3143;213227;215166;Personas;277.383888948;A
2012;215154;215120;215130;3691;3143;213227;215166;Personas;6823.0;A
2012;215154;215120;215130;3689;3143;213227;215166;Personas;3919.899720651;A
2012;215154;215120;215130;3690;3143;213227;215166;Personas;2903.100279349;A
2012;215154;215120;215131;3691;3143;213227;215166;Personas;3680.000000001;A
2012;215154;215120;215131;3689;3143;213227;215166;Personas;2124.100767578;A
2012;215154;215120;215131;3690;3143;213227;215166;Personas;1555.899232423;A
2012;215154;215122;215132;3691;3143;213227;215166;Personas;57.0;A
2012;215154;215122;215132;3689;3143;213227;215166;Personas;28.0;A
2012;215154;215122;215132;3690;3143;213227;215166;Personas;29.0;A
2012;215154;215122;215126;3691;3143;213227;215166;Personas;;A
2012;215154;215122;215126;3689;3143;213227;215166;Personas;;A
2012;215154;215122;215126;3690;3143;213227;215166;Personas;;A
2012;215154;215122;215127;3691;3143;213227;215166;Personas;;A
2012;215154;215122;215127;3689;3143;213227;215166;Personas;;A
2012;215154;215122;215127;3690;3143;213227;215166;Personas;;A
2012;215154;215122;215128;3691;3143;213227;215166;Personas;;A
2012;215154;215122;215128;3689;3143;213227;215166;Personas;;A
2012;215154;215122;215128;3690;3143;213227;215166;Personas;;A
2012;215154;215122;215129;3691;3143;213227;215166;Personas;;A
2012;215154;215122;215129;3689;3143;213227;215166;Personas;;A
2012;215154;215122;215129;3690;3143;213227;215166;Personas;;A
2012;215154;215122;215130;3691;3143;213227;215166;Personas;;A
2012;215154;215122;215130;3689;3143;213227;215166;Personas;;A
2012;215154;215122;215130;3690;3143;213227;215166;Personas;;A
2012;215154;215122;215131;3691;3143;213227;215166;Personas;;A
2012;215154;215122;215131;3689;3143;213227;215166;Personas;;A
2012;215154;215122;215131;3690;3143;213227;215166;Personas;;A
2012;215154;215124;215132;3691;3143;213227;215166;Personas;7984.630700519;A
2012;215154;215124;215132;3689;3143;213227;215166;Personas;5558.897509232;A
2012;215154;215124;215132;3690;3143;213227;215166;Personas;2425.733191287;A
2012;215154;215124;215126;3691;3143;213227;215166;Personas;;A
2012;215154;215124;215126;3689;3143;213227;215166;Personas;;A
2012;215154;215124;215126;3690;3143;213227;215166;Personas;;A
2012;215154;215124;215127;3691;3143;213227;215166;Personas;;A
2012;215154;215124;215127;3689;3143;213227;215166;Personas;;A
2012;215154;215124;215127;3690;3143;213227;215166;Personas;;A
2012;215154;215124;215128;3691;3143;213227;215166;Personas;;A
2012;215154;215124;215128;3689;3143;213227;215166;Personas;;A
2012;215154;215124;215128;3690;3143;213227;215166;Personas;;A
2012;215154;215124;215129;3691;3143;213227;215166;Personas;;A
2012;215154;215124;215129;3689;3143;213227;215166;Personas;;A
2012;215154;215124;215129;3690;3143;213227;215166;Personas;;A
2012;215154;215124;215130;3691;3143;213227;215166;Personas;;A
2012;215154;215124;215130;3689;3143;213227;215166;Personas;;A
2012;215154;215124;215130;3690;3143;213227;215166;Personas;;A
2012;215154;215124;215131;3691;3143;213227;215166;Personas;;A
2012;215154;215124;215131;3689;3143;213227;215166;Personas;;A
2012;215154;215124;215131;3690;3143;213227;215166;Personas;;A
2012;215155;215117;215132;3691;3143;213227;215166;Personas;3215.999999999;A
