TEMPORAL;TERRITORIO;EDAD;EDADC2;INDICATOR;OBS_VALUE;FREQ;SEXO;SEXOC2;ESTADOCIVIL;ESTADOCIVILC2;DURACMATRIM;NUMHIJOSMENORED;CUSTODIA;NACIONACONYUGES;TIPOMATRIMONIO
2015;ES617;Y30-34;4948;DIV;339.4146;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y30-34;4826;DIV;9.8161;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y30-34;4832;DIV;65.3154;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y30-34;4839;DIV;156.6818;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y30-34;4845;DIV;60.111;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y30-34;4851;DIV;21.8441;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y30-34;4858;DIV;14.4278;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y30-34;4864;DIV;9.8161;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y30-34;4870;DIV;1.4023;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y35-39;4948;DIV;628.7512;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y35-39;4826;DIV;3.2094;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y35-39;4832;DIV;54.7187;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y35-39;4839;DIV;172.9167;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y35-39;4845;DIV;274.8798;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y35-39;4851;DIV;89.5593;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y35-39;4858;DIV;14.023;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y35-39;4864;DIV;13.4303;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y35-39;4870;DIV;4.2069;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y35-39;4876;DIV;1.8071;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y40-44;4948;DIV;727.288;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y40-44;4826;DIV;2.8046;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y40-44;4832;DIV;16.2349;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y40-44;4839;DIV;71.7342;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y40-44;4845;DIV;237.6104;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y40-44;4851;DIV;310.9348;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y40-44;4858;DIV;57.4943;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y40-44;4864;DIV;23.0585;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y40-44;4870;DIV;2.8046;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y40-44;4876;DIV;4.6117;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y45-49;4948;DIV;603.5098;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y45-49;4832;DIV;8.8186;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y45-49;4839;DIV;14.4278;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y45-49;4845;DIV;54.097;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y45-49;4851;DIV;214.9857;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y45-49;4858;DIV;254.467;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y45-49;4864;DIV;45.4953;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y45-49;4870;DIV;9.8161;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y45-49;4888;DIV;1.4023;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y50-54;4948;DIV;470.0744;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y50-54;4839;DIV;7.4163;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y50-54;4845;DIV;24.2439;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y50-54;4851;DIV;45.2784;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y50-54;4858;DIV;198.1581;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y50-54;4864;DIV;163.7223;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y50-54;4870;DIV;25.6462;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y50-54;4876;DIV;2.8046;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y50-54;4882;DIV;2.8046;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y55-59;4948;DIV;316.66;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y55-59;4832;DIV;2.8046;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y55-59;4839;DIV;2.8046;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y55-59;4845;DIV;4.6117;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y55-59;4851;DIV;14.8326;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y55-59;4858;DIV;49.2974;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y55-59;4864;DIV;123.2435;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y55-59;4870;DIV;103.4234;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y55-59;4876;DIV;11.4353;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y55-59;4882;DIV;4.2069;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y60-64;4948;DIV;170.7628;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y60-64;4845;DIV;1.4023;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y60-64;4851;DIV;6.014;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y60-64;4858;DIV;7.0115;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y60-64;4864;DIV;18.042;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y60-64;4870;DIV;67.7442;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y60-64;4876;DIV;61.7302;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y60-64;4882;DIV;5.6092;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y60-64;4888;DIV;1.4023;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y60-64;4947;DIV;1.8071;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y65-69;4948;DIV;113.8322;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y65-69;4845;DIV;1.4023;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y65-69;4851;DIV;1.4023;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y65-69;4858;DIV;1.4023;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y65-69;4864;DIV;7.0115;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y65-69;4870;DIV;18.6347;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y65-69;4876;DIV;39.8861;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y65-69;4882;DIV;39.8861;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y65-69;4888;DIV;4.2069;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y70-74;4948;DIV;51.1045;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y70-74;4839;DIV;1.4023;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y70-74;4851;DIV;4.6117;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y70-74;4858;DIV;4.6117;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y70-74;4864;DIV;4.2069;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y70-74;4870;DIV;6.4188;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y70-74;4876;DIV;5.6092;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y70-74;4882;DIV;12.6207;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y70-74;4888;DIV;11.6232;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y_GE50;4948;DIV;31.2554;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y_GE50;4851;DIV;1.8071;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y_GE50;4858;DIV;2.8046;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y_GE50;4864;DIV;1.4023;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y_GE50;4870;DIV;4.2069;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y_GE50;4876;DIV;2.8046;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y_GE50;4888;DIV;2.8046;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES617;Y_GE50;4947;DIV;15.4253;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;TOTAL;4948;DIV;4007.618;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;TOTAL;4826;DIV;15.3626;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;TOTAL;4832;DIV;144.803;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;TOTAL;4839;DIV;526.4706;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;TOTAL;4845;DIV;825.7406;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;TOTAL;4851;DIV;876.0846;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;TOTAL;4858;DIV;720.7766;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;TOTAL;4864;DIV;450.145;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;TOTAL;4870;DIV;224.595;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;TOTAL;4876;DIV;113.3822;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;TOTAL;4882;DIV;62.9556;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;TOTAL;4888;DIV;41.863;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;TOTAL;4947;DIV;5.4392;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y15-19;4948;DIV;7.2038;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y15-19;4826;DIV;2.7196;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y15-19;4832;DIV;3.1244;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y15-19;4845;DIV;1.3598;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y25-29;4948;DIV;77.2178;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y25-29;4826;DIV;7.2038;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y25-29;4832;DIV;36.1644;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y25-29;4839;DIV;21.7568;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y25-29;4845;DIV;9.3732;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y25-29;4851;DIV;1.3598;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y25-29;4870;DIV;1.3598;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y30-34;4948;DIV;354.1808;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y30-34;4826;DIV;4.0794;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y30-34;4832;DIV;76.9584;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y30-34;4839;DIV;192.2506;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y30-34;4845;DIV;58.7308;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y30-34;4851;DIV;19.442;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y30-34;4858;DIV;2.7196;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y35-39;4948;DIV;767.9648;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y35-39;4826;DIV;1.3598;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y35-39;4832;DIV;24.4764;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y35-39;4839;DIV;230.8752;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y35-39;4845;DIV;375.969;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y35-39;4851;DIV;109.5936;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y35-39;4858;DIV;17.1272;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y35-39;4864;DIV;5.4392;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y35-39;4870;DIV;3.1244;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y40-44;4948;DIV;831.616;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y40-44;4832;DIV;2.7196;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y40-44;4839;DIV;51.6724;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y40-44;4845;DIV;281.1878;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y40-44;4851;DIV;382.9134;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y40-44;4858;DIV;86.477;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y40-44;4864;DIV;17.1272;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y40-44;4870;DIV;9.5186;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y45-49;4948;DIV;813.7932;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y45-49;4839;DIV;19.0372;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y45-49;4845;DIV;67.4398;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y45-49;4851;DIV;289.492;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y45-49;4858;DIV;364.1356;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y45-49;4864;DIV;59.6858;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y45-49;4870;DIV;9.9234;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y45-49;4876;DIV;4.0794;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y50-54;4948;DIV;517.6162;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y50-54;4832;DIV;1.3598;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y50-54;4839;DIV;8.1588;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y50-54;4845;DIV;17.6774;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y50-54;4851;DIV;56.9662;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y50-54;4858;DIV;197.4304;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y50-54;4864;DIV;215.2218;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y50-54;4870;DIV;20.8018;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y55-59;4948;DIV;290.5296;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y55-59;4845;DIV;5.4392;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y55-59;4851;DIV;8.1588;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y55-59;4858;DIV;34.8046;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y55-59;4864;DIV;119.2262;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y55-59;4870;DIV;102.5038;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y55-59;4876;DIV;12.2382;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y55-59;4882;DIV;6.799;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y55-59;4888;DIV;1.3598;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y60-64;4948;DIV;173.068;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y60-64;4839;DIV;1.3598;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y60-64;4845;DIV;7.2038;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y60-64;4851;DIV;5.4392;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y60-64;4858;DIV;15.3626;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y60-64;4864;DIV;19.0372;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y60-64;4870;DIV;63.7652;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y60-64;4876;DIV;48.2572;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y60-64;4882;DIV;11.2832;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y60-64;4888;DIV;1.3598;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y65-69;4948;DIV;94.4904;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y65-69;4851;DIV;2.7196;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y65-69;4858;DIV;1.3598;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y65-69;4864;DIV;11.688;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y65-69;4870;DIV;9.5186;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y65-69;4876;DIV;37.5242;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y65-69;4882;DIV;28.5558;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y65-69;4888;DIV;3.1244;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y70-74;4948;DIV;64.9796;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y70-74;4845;DIV;1.3598;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y70-74;4864;DIV;2.7196;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y70-74;4870;DIV;2.7196;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y70-74;4876;DIV;11.2832;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y70-74;4882;DIV;16.3176;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y70-74;4888;DIV;29.22;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y70-74;4947;DIV;1.3598;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y_GE50;4948;DIV;14.9578;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y_GE50;4839;DIV;1.3598;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y_GE50;4858;DIV;1.3598;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y_GE50;4870;DIV;1.3598;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y_GE50;4888;DIV;6.799;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2015;ES618;Y_GE50;4947;DIV;4.0794;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;TOTAL;4948;DIV;17376.98787;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;TOTAL;4826;DIV;167.95922;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;TOTAL;4832;DIV;974.3808;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;TOTAL;4839;DIV;2752.3731;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;TOTAL;4845;DIV;3716.01411;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;TOTAL;4851;DIV;3591.67151;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;TOTAL;4858;DIV;2748.18411;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;TOTAL;4864;DIV;1691.81294;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;TOTAL;4870;DIV;913.00507;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;TOTAL;4876;DIV;424.09895;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;TOTAL;4882;DIV;276.88867;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;TOTAL;4888;DIV;73.7711;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;TOTAL;4947;DIV;46.82829;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;Y15-19;4948;DIV;57.00705;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;Y15-19;4826;DIV;36.70597;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;Y15-19;4832;DIV;8.51401;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;Y15-19;4839;DIV;7.42199;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;Y15-19;4845;DIV;1.61005;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;Y15-19;4851;DIV;1.28723;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;Y15-19;4864;DIV;1.4678;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;Y25-29;4948;DIV;551.94914;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2014;ES61;Y25-29;4826;DIV;66.59596;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
