TEMPORAL;TERRITORIO;ESTADOCIVIL;ESTADOCIVILC2;INDICATOR;OBS_VALUE;FREQ;EDAD;EDADC2;SEXO;SEXOC2;DURACMATRIM;NUMHIJOSMENORED;CUSTODIA;NACIONACONYUGES;TIPOMATRIMONIO
2006;ES613;TOTAL;4958;DIV;1690.718432;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES613;TOTAL;4962;DIV;3.239578;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES613;TOTAL;4965;DIV;48.011942;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES613;TOTAL;4969;DIV;92.92016;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES613;4316;4967;DIV;1685.092712;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES613;4316;4958;DIV;1637.934206;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES613;4316;4962;DIV;2.114434;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES613;4316;4965;DIV;23.220462;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES613;4316;4969;DIV;21.82361;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES613;4320;4967;DIV;7.468446;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES613;4320;4958;DIV;1.125144;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES613;4320;4965;DIV;6.343302;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES613;4323;4967;DIV;58.274092;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES613;4323;4958;DIV;41.940348;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES613;4323;4962;DIV;1.125144;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES613;4323;4965;DIV;15.2086;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES613;4327;4967;DIV;84.054862;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES613;4327;4958;DIV;9.718734;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES613;4327;4965;DIV;3.239578;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES613;4327;4969;DIV;71.09655;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES614;TOTAL;4967;DIV;2080.80049;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES614;TOTAL;4958;DIV;1943.803914;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES614;TOTAL;4962;DIV;6.198298;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES614;TOTAL;4965;DIV;50.78374;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES614;TOTAL;4969;DIV;80.014538;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES614;4316;4967;DIV;1928.51942;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES614;4316;4958;DIV;1884.9905;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES614;4316;4962;DIV;3.028732;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES614;4316;4965;DIV;24.793192;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES614;4316;4969;DIV;15.706996;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES614;4320;4967;DIV;14.368806;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES614;4320;4958;DIV;7.25482;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES614;4320;4965;DIV;7.113986;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES614;4323;4967;DIV;61.489794;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES614;4323;4958;DIV;39.443666;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES614;4323;4962;DIV;3.169566;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES614;4323;4965;DIV;18.876562;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES614;4327;4967;DIV;76.42247;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES614;4327;4958;DIV;12.114928;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES614;4327;4969;DIV;64.307542;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES615;TOTAL;4967;DIV;1332.84986;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES615;TOTAL;4958;DIV;1125.849185;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES615;TOTAL;4965;DIV;25.801096;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES615;TOTAL;4969;DIV;181.199579;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES615;4316;4967;DIV;1120.101345;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES615;4316;4958;DIV;1079.930649;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES615;4316;4965;DIV;17.179336;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES615;4316;4969;DIV;22.99136;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES615;4320;4967;DIV;14.704771;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES615;4320;4958;DIV;11.096325;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES615;4320;4965;DIV;3.608446;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES615;4323;4967;DIV;35.157382;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES615;4323;4958;DIV;29.074371;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES615;4323;4965;DIV;5.013314;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES615;4323;4969;DIV;1.069697;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES615;4327;4967;DIV;162.886362;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES615;4327;4958;DIV;5.74784;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES615;4327;4969;DIV;157.138522;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES616;TOTAL;4967;DIV;1309.440144;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES616;TOTAL;4958;DIV;1077.257552;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES616;TOTAL;4962;DIV;4.319492;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES616;TOTAL;4965;DIV;22.033368;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES616;TOTAL;4969;DIV;205.829732;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES616;4316;4967;DIV;1087.719454;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES616;4316;4958;DIV;1048.091084;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES616;4316;4962;DIV;3.130642;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES616;4316;4965;DIV;11.016684;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES616;4316;4969;DIV;25.481044;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES616;4320;4967;DIV;7.886042;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES616;4320;4958;DIV;2.3777;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES616;4320;4962;DIV;1.18885;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES616;4320;4965;DIV;4.319492;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES616;4323;4967;DIV;28.413526;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES616;4323;4958;DIV;21.716334;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES616;4323;4965;DIV;6.697192;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES616;4327;4967;DIV;185.421122;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES616;4327;4958;DIV;5.072434;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES616;4327;4969;DIV;180.348688;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;TOTAL;4967;DIV;4712.309813;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;TOTAL;4958;DIV;4149.374504;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;TOTAL;4962;DIV;16.305715;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;TOTAL;4965;DIV;183.431186;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;TOTAL;4969;DIV;363.198408;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;4316;4967;DIV;4124.530862;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;4316;4958;DIV;3942.931658;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;4316;4962;DIV;7.658207;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;4316;4965;DIV;90.799602;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;4316;4969;DIV;83.141395;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;4320;4967;DIV;34.040591;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;4320;4958;DIV;20.849399;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;4320;4962;DIV;3.261143;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;4320;4965;DIV;9.930049;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;4323;4967;DIV;252.245468;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;4323;4958;DIV;159.907124;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;4323;4962;DIV;5.386365;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;4323;4965;DIV;82.701535;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;4323;4969;DIV;4.250444;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;4327;4967;DIV;301.492892;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;4327;4958;DIV;25.686323;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES617;4327;4969;DIV;275.806569;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;TOTAL;4967;DIV;5207.070647;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;TOTAL;4958;DIV;4675.774226;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;TOTAL;4962;DIV;15.137287;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;TOTAL;4965;DIV;153.307421;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;TOTAL;4969;DIV;362.851713;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;4316;4967;DIV;4639.430094;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;4316;4958;DIV;4502.182918;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;4316;4962;DIV;9.724782;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;4316;4965;DIV;93.947136;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;4316;4969;DIV;33.575258;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;4320;4967;DIV;26.97389;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;4320;4958;DIV;20.549792;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;4320;4962;DIV;2.111821;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;4320;4965;DIV;4.312277;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;4323;4967;DIV;209.278387;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;4323;4958;DIV;149.740832;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;4323;4962;DIV;3.300684;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;4323;4965;DIV;52.936187;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;4323;4969;DIV;3.300684;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;4327;4967;DIV;331.388276;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;4327;4958;DIV;3.300684;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;4327;4965;DIV;2.111821;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2006;ES618;4327;4969;DIV;325.975771;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;TOTAL;4967;DIV;10748.000406;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;TOTAL;4958;DIV;9429.410539;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;TOTAL;4962;DIV;15.879755;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;TOTAL;4965;DIV;303.186854;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;TOTAL;4969;DIV;999.523258;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;4316;4967;DIV;9434.747359;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;4316;4958;DIV;9115.412912;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;4316;4962;DIV;7.299297;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;4316;4965;DIV;177.564053;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;4316;4969;DIV;134.471097;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;4320;4967;DIV;54.862725;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;4320;4958;DIV;40.596505;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;4320;4962;DIV;1.433354;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;4320;4965;DIV;12.832866;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;4323;4967;DIV;375.859512;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;4323;4958;DIV;251.680429;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;4323;4962;DIV;7.147104;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;4323;4965;DIV;112.789935;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;4323;4969;DIV;4.242044;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;4327;4967;DIV;882.53081;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;4327;4958;DIV;21.720693;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES61;4327;4969;DIV;860.810117;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES611;TOTAL;4967;DIV;833.000224;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES611;TOTAL;4958;DIV;774.922519;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES611;TOTAL;4962;DIV;1.659363;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES611;TOTAL;4965;DIV;24.890445;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES611;TOTAL;4969;DIV;31.527897;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES611;4316;4967;DIV;773.263156;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES611;4316;4958;DIV;748.372711;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES611;4316;4962;DIV;1.659363;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES611;4316;4965;DIV;11.615541;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES611;4316;4969;DIV;11.615541;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES611;4320;4967;DIV;4.978089;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES611;4320;4958;DIV;3.318726;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES611;4320;4965;DIV;1.659363;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES611;4323;4967;DIV;29.868534;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES611;4323;4958;DIV;16.59363;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES611;4323;4965;DIV;11.615541;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES611;4323;4969;DIV;1.659363;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES611;4327;4967;DIV;24.890445;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES611;4327;4958;DIV;6.637452;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES611;4327;4969;DIV;18.252993;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES612;TOTAL;4967;DIV;1642.999986;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES612;TOTAL;4958;DIV;1423.092912;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES612;TOTAL;4965;DIV;36.417732;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES612;TOTAL;4969;DIV;183.489342;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES612;4316;4967;DIV;1407.68541;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES612;4316;4958;DIV;1375.469724;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES612;4316;4965;DIV;21.01023;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES612;4316;4969;DIV;11.205456;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES612;4320;4967;DIV;9.804774;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES612;4320;4958;DIV;9.804774;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES612;4323;4967;DIV;51.825234;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES612;4323;4958;DIV;36.417732;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES612;4323;4965;DIV;15.407502;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES612;4327;4967;DIV;173.684568;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES612;4327;4958;DIV;1.400682;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES612;4327;4969;DIV;172.283886;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES613;TOTAL;4967;DIV;939.000159;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES613;TOTAL;4958;DIV;864.293904;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES613;TOTAL;4965;DIV;21.837213;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES613;TOTAL;4969;DIV;52.869042;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES613;4316;4967;DIV;872.339193;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES613;4316;4958;DIV;848.203326;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES613;4316;4965;DIV;11.49327;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES613;4316;4969;DIV;12.642597;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES613;4320;4967;DIV;4.597308;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES613;4320;4958;DIV;4.597308;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES613;4323;4967;DIV;19.538559;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES613;4323;4958;DIV;8.045289;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES613;4323;4965;DIV;10.343943;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES613;4323;4969;DIV;1.149327;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES613;4327;4967;DIV;42.525099;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES613;4327;4958;DIV;3.447981;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES613;4327;4969;DIV;39.077118;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES614;TOTAL;4967;DIV;959.000189;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES614;TOTAL;4958;DIV;863.843581;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES614;TOTAL;4962;DIV;2.973644;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES614;TOTAL;4965;DIV;41.631016;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES614;TOTAL;4969;DIV;50.551948;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES614;4316;4967;DIV;875.738157;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES614;4316;4958;DIV;837.080785;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES614;4316;4962;DIV;1.486822;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES614;4316;4965;DIV;28.249618;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES614;4316;4969;DIV;8.920932;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES614;4320;4967;DIV;4.460466;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES614;4320;4958;DIV;4.460466;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES614;4323;4967;DIV;35.683728;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES614;4323;4958;DIV;20.815508;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES614;4323;4962;DIV;1.486822;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES614;4323;4965;DIV;13.381398;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES614;4327;4967;DIV;43.117838;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES614;4327;4958;DIV;1.486822;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES614;4327;4969;DIV;41.631016;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES615;TOTAL;4967;DIV;726.999975;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES615;TOTAL;4958;DIV;620.889525;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES615;TOTAL;4965;DIV;24.376725;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES615;TOTAL;4969;DIV;81.733725;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES615;4316;4967;DIV;619.4556;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES615;4316;4958;DIV;596.5128;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES615;4316;4965;DIV;17.2071;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES615;4316;4969;DIV;5.7357;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES615;4320;4967;DIV;5.7357;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
2005;ES615;4320;4958;DIV;4.301775;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
