ID;COD;NAME;DESCRIPTION;PARENTCODE;ORDER
104;Total;(Total) Tipo alojamiento ECTA;Tipo alojamiento ECTA;;0
6793;00;(00) Total;Total;;1
6784;1;(1) Hotel, apartahotel;Hotel, apartahotel;6793;2
6785;2;(2) Hostal, pensión;Hostal, pensión;6793;3
6786;31;(31) Apartamento, piso o chalet en alquiler;Apartamento, piso o chalet en alquiler;6793;4
6787;32;(32) Apartamento, piso o chalet en propiedad;Apartamento, piso o chalet en propiedad;6793;5
6788;33;(33) Apartamento, piso o chalet en multipropiedad;Apartamento, piso o chalet en multipropiedad;6793;6
6789;34;(34) Apartamento, piso o chalet de amigos, familiares...;Apartamento, piso o chalet de amigos, familiares...;6793;8
6790;4;(4) Camping;Camping;6793;9
6791;5;(5) Albergue;Albergue;6793;11
6792;6;(6) Otros;Otros;6793;12
518848;NC;(NC) No consta;No consta;6793;13
