TEMPORAL;TERRITORIO;INDICATOR;OBS_VALUE;FREQ;SEXO;PROCEDENCIA_ECTA;TIPO_ALOJAM_ECTA
2011;ES616;GAST_MEDI_DIAR;92.683056761;A;_Z;_Z;_Z
2011;ES617;GAST_MEDI_DIAR;51.520312432;A;_Z;_Z;_Z
2011;ES618;GAST_MEDI_DIAR;73.024861981;A;_Z;_Z;_Z
2012;;GAST_MEDI_DIAR;59.488804002;A;_Z;_Z;_Z
2012;ES611;GAST_MEDI_DIAR;44.210754631;A;_Z;_Z;_Z
2012;ES612;GAST_MEDI_DIAR;66.034707947;A;_Z;_Z;_Z
2012;ES613;GAST_MEDI_DIAR;52.510692712;A;_Z;_Z;_Z
2012;ES614;GAST_MEDI_DIAR;63.686227851;A;_Z;_Z;_Z
2012;ES615;GAST_MEDI_DIAR;50.268494562;A;_Z;_Z;_Z
2012;ES616;GAST_MEDI_DIAR;98.453523102;A;_Z;_Z;_Z
2012;ES617;GAST_MEDI_DIAR;53.476143726;A;_Z;_Z;_Z
2012;ES618;GAST_MEDI_DIAR;73.909124577;A;_Z;_Z;_Z
2013;;GAST_MEDI_DIAR;60.712808951;A;_Z;_Z;_Z
2013;ES611;GAST_MEDI_DIAR;48.240819188;A;_Z;_Z;_Z
2013;ES612;GAST_MEDI_DIAR;65.672276223;A;_Z;_Z;_Z
2013;ES613;GAST_MEDI_DIAR;54.90204721;A;_Z;_Z;_Z
2013;ES614;GAST_MEDI_DIAR;63.36956293;A;_Z;_Z;_Z
2013;ES615;GAST_MEDI_DIAR;54.650511678;A;_Z;_Z;_Z
2013;ES616;GAST_MEDI_DIAR;93.852290014;A;_Z;_Z;_Z
2013;ES617;GAST_MEDI_DIAR;55.877971653;A;_Z;_Z;_Z
2013;ES618;GAST_MEDI_DIAR;74.042212616;A;_Z;_Z;_Z
2014;;GAST_MEDI_DIAR;61.870534715;A;_Z;_Z;_Z
2014;ES611;GAST_MEDI_DIAR;52.393890685;A;_Z;_Z;_Z
2014;ES612;GAST_MEDI_DIAR;66.45263781;A;_Z;_Z;_Z
2014;ES613;GAST_MEDI_DIAR;57.595336607;A;_Z;_Z;_Z
2014;ES614;GAST_MEDI_DIAR;62.069613424;A;_Z;_Z;_Z
2014;ES615;GAST_MEDI_DIAR;55.033677834;A;_Z;_Z;_Z
2014;ES616;GAST_MEDI_DIAR;96.811667616;A;_Z;_Z;_Z
2014;ES617;GAST_MEDI_DIAR;55.687643178;A;_Z;_Z;_Z
2014;ES618;GAST_MEDI_DIAR;78.840886918;A;_Z;_Z;_Z
2015;;GAST_MEDI_DIAR;63.085036996;A;_Z;_Z;_Z
2015;ES611;GAST_MEDI_DIAR;52.586169423;A;_Z;_Z;_Z
2015;ES612;GAST_MEDI_DIAR;67.21237379;A;_Z;_Z;_Z
2015;ES613;GAST_MEDI_DIAR;56.035267556;A;_Z;_Z;_Z
2015;ES614;GAST_MEDI_DIAR;63.597169355;A;_Z;_Z;_Z
2015;ES615;GAST_MEDI_DIAR;51.840323225;A;_Z;_Z;_Z
2015;ES616;GAST_MEDI_DIAR;87.557144308;A;_Z;_Z;_Z
2015;ES617;GAST_MEDI_DIAR;55.024505483;A;_Z;_Z;_Z
2015;ES618;GAST_MEDI_DIAR;82.657717861;A;_Z;_Z;_Z
2016;;GAST_MEDI_DIAR;64.699298471;A;_Z;_Z;_Z
2016;ES611;GAST_MEDI_DIAR;56.551163057;A;_Z;_Z;_Z
2016;ES612;GAST_MEDI_DIAR;69.957578995;A;_Z;_Z;_Z
2016;ES613;GAST_MEDI_DIAR;58.954559448;A;_Z;_Z;_Z
2016;ES614;GAST_MEDI_DIAR;65.747362575;A;_Z;_Z;_Z
2016;ES615;GAST_MEDI_DIAR;54.486706708;A;_Z;_Z;_Z
2016;ES616;GAST_MEDI_DIAR;92.120199003;A;_Z;_Z;_Z
2016;ES617;GAST_MEDI_DIAR;57.973021713;A;_Z;_Z;_Z
2016;ES618;GAST_MEDI_DIAR;81.768880489;A;_Z;_Z;_Z
2017;;GAST_MEDI_DIAR;66.087783156;A;_Z;_Z;_Z
2017;ES611;GAST_MEDI_DIAR;60.313873104;A;_Z;_Z;_Z
2017;ES612;GAST_MEDI_DIAR;69.582114743;A;_Z;_Z;_Z
2017;ES613;GAST_MEDI_DIAR;62.155433141;A;_Z;_Z;_Z
2017;ES614;GAST_MEDI_DIAR;66.183815811;A;_Z;_Z;_Z
2017;ES615;GAST_MEDI_DIAR;58.216734881;A;_Z;_Z;_Z
2017;ES616;GAST_MEDI_DIAR;82.310266767;A;_Z;_Z;_Z
2017;ES617;GAST_MEDI_DIAR;61.880898465;A;_Z;_Z;_Z
2017;ES618;GAST_MEDI_DIAR;78.893224038;A;_Z;_Z;_Z
2018;;GAST_MEDI_DIAR;66.757279363;A;_Z;_Z;_Z
2018;ES611;GAST_MEDI_DIAR;61.494837843;A;_Z;_Z;_Z
2018;ES612;GAST_MEDI_DIAR;70.970218721;A;_Z;_Z;_Z
2018;ES613;GAST_MEDI_DIAR;63.937469635;A;_Z;_Z;_Z
2018;ES614;GAST_MEDI_DIAR;70.416129175;A;_Z;_Z;_Z
2018;ES615;GAST_MEDI_DIAR;58.618354621;A;_Z;_Z;_Z
2018;ES616;GAST_MEDI_DIAR;85.194470227;A;_Z;_Z;_Z
2018;ES617;GAST_MEDI_DIAR;61.367194563;A;_Z;_Z;_Z
2018;ES618;GAST_MEDI_DIAR;75.988011637;A;_Z;_Z;_Z
2019;;GAST_MEDI_DIAR;67.566358632;A;_Z;_Z;_Z
2019;ES611;GAST_MEDI_DIAR;63.14161132;A;_Z;_Z;_Z
2019;ES612;GAST_MEDI_DIAR;77.1517901;A;_Z;_Z;_Z
2019;ES613;GAST_MEDI_DIAR;64.717558126;A;_Z;_Z;_Z
2019;ES614;GAST_MEDI_DIAR;69.310486006;A;_Z;_Z;_Z
2019;ES615;GAST_MEDI_DIAR;56.143762778;A;_Z;_Z;_Z
2019;ES616;GAST_MEDI_DIAR;79.384837427;A;_Z;_Z;_Z
2019;ES617;GAST_MEDI_DIAR;63.283256012;A;_Z;_Z;_Z
2019;ES618;GAST_MEDI_DIAR;73.034596076;A;_Z;_Z;_Z
2020;;GAST_MEDI_DIAR;63.621797307;A;_Z;_Z;_Z
2020;ES611;GAST_MEDI_DIAR;59.960372988;A;_Z;_Z;_Z
2020;ES612;GAST_MEDI_DIAR;72.024205871;A;_Z;_Z;_Z
2020;ES613;GAST_MEDI_DIAR;65.178382817;A;_Z;_Z;_Z
2020;ES614;GAST_MEDI_DIAR;63.924344958;A;_Z;_Z;_Z
2020;ES615;GAST_MEDI_DIAR;52.353152218;A;_Z;_Z;_Z
2020;ES616;GAST_MEDI_DIAR;73.273861679;A;_Z;_Z;_Z
2020;ES617;GAST_MEDI_DIAR;56.501086097;A;_Z;_Z;_Z
2020;ES618;GAST_MEDI_DIAR;70.072988146;A;_Z;_Z;_Z
2021;;GAST_MEDI_DIAR;68.553613728;A;_Z;_Z;_Z
2021;ES611;GAST_MEDI_DIAR;64.463495486;A;_Z;_Z;_Z
2021;ES612;GAST_MEDI_DIAR;78.284860465;A;_Z;_Z;_Z
2021;ES613;GAST_MEDI_DIAR;66.708799366;A;_Z;_Z;_Z
2021;ES614;GAST_MEDI_DIAR;67.310261167;A;_Z;_Z;_Z
2021;ES615;GAST_MEDI_DIAR;58.437681249;A;_Z;_Z;_Z
2021;ES616;GAST_MEDI_DIAR;74.548232555;A;_Z;_Z;_Z
2021;ES617;GAST_MEDI_DIAR;65.38706834;A;_Z;_Z;_Z
2021;ES618;GAST_MEDI_DIAR;72.547517445;A;_Z;_Z;_Z
1998;;TASA_VARI_INTE;56.53224747471081;A;_Z;_Z;_Z
1998;ES611;TASA_VARI_INTE;23.77535422599307;A;_Z;_Z;_Z
1998;ES612;TASA_VARI_INTE;49.56034413570368;A;_Z;_Z;_Z
1998;ES613;TASA_VARI_INTE;119.71958695955911;A;_Z;_Z;_Z
1998;ES614;TASA_VARI_INTE;70.61851552436555;A;_Z;_Z;_Z
1998;ES615;TASA_VARI_INTE;43.72999176737763;A;_Z;_Z;_Z
1998;ES616;TASA_VARI_INTE;5.362559477928114;A;_Z;_Z;_Z
1998;ES617;TASA_VARI_INTE;81.15332657891156;A;_Z;_Z;_Z
1998;ES618;TASA_VARI_INTE;44.359818492485545;A;_Z;_Z;_Z
1999;;TASA_VARI_INTE;-17.19273173161783;A;_Z;_Z;_Z
1999;ES611;TASA_VARI_INTE;-1.0122238567319386;A;_Z;_Z;_Z
1999;ES612;TASA_VARI_INTE;-30.412730581217513;A;_Z;_Z;_Z
1999;ES613;TASA_VARI_INTE;-21.36469212137763;A;_Z;_Z;_Z
1999;ES614;TASA_VARI_INTE;-14.790492623453977;A;_Z;_Z;_Z
1999;ES615;TASA_VARI_INTE;-19.686614247099993;A;_Z;_Z;_Z
1999;ES616;TASA_VARI_INTE;3.8588997338495807;A;_Z;_Z;_Z
1999;ES617;TASA_VARI_INTE;-28.891049164652483;A;_Z;_Z;_Z
1999;ES618;TASA_VARI_INTE;-9.892896858579588;A;_Z;_Z;_Z
2000;;TASA_VARI_INTE;0.16497747925816447;A;_Z;_Z;_Z
2000;ES611;TASA_VARI_INTE;12.000049653636886;A;_Z;_Z;_Z
2000;ES612;TASA_VARI_INTE;15.939888046444183;A;_Z;_Z;_Z
2000;ES613;TASA_VARI_INTE;41.70417942824622;A;_Z;_Z;_Z
2000;ES614;TASA_VARI_INTE;-9.396275014445415;A;_Z;_Z;_Z
2000;ES615;TASA_VARI_INTE;8.404436869392118;A;_Z;_Z;_Z
2000;ES616;TASA_VARI_INTE;36.178982899413285;A;_Z;_Z;_Z
2000;ES617;TASA_VARI_INTE;-15.107852483557771;A;_Z;_Z;_Z
2000;ES618;TASA_VARI_INTE;0.509348217523225;A;_Z;_Z;_Z
2001;;TASA_VARI_INTE;0.4871887911484962;A;_Z;_Z;_Z
2001;ES611;TASA_VARI_INTE;-1.8152164127189812;A;_Z;_Z;_Z
2001;ES612;TASA_VARI_INTE;14.474521512404989;A;_Z;_Z;_Z
2001;ES613;TASA_VARI_INTE;-9.128620360737253;A;_Z;_Z;_Z
2001;ES614;TASA_VARI_INTE;0.5081413385045636;A;_Z;_Z;_Z
2001;ES615;TASA_VARI_INTE;13.251338078431404;A;_Z;_Z;_Z
2001;ES616;TASA_VARI_INTE;0.6017263366125202;A;_Z;_Z;_Z
2001;ES617;TASA_VARI_INTE;-8.79621324321603;A;_Z;_Z;_Z
2001;ES618;TASA_VARI_INTE;19.899308343930855;A;_Z;_Z;_Z
2002;;TASA_VARI_INTE;1.3440862338736643;A;_Z;_Z;_Z
2002;ES611;TASA_VARI_INTE;-3.33009730413854;A;_Z;_Z;_Z
2002;ES612;TASA_VARI_INTE;6.229928578397516;A;_Z;_Z;_Z
2002;ES613;TASA_VARI_INTE;-0.19563821153812644;A;_Z;_Z;_Z
2002;ES614;TASA_VARI_INTE;8.779468978488099;A;_Z;_Z;_Z
2002;ES615;TASA_VARI_INTE;2.648245719595736;A;_Z;_Z;_Z
2002;ES616;TASA_VARI_INTE;5.5670196553123485;A;_Z;_Z;_Z
2002;ES617;TASA_VARI_INTE;-5.018325579358317;A;_Z;_Z;_Z
2002;ES618;TASA_VARI_INTE;-5.131739461071683;A;_Z;_Z;_Z
2003;;TASA_VARI_INTE;5.513282792204232;A;_Z;_Z;_Z
2003;ES611;TASA_VARI_INTE;6.0184164487137;A;_Z;_Z;_Z
2003;ES612;TASA_VARI_INTE;-0.9080249307464363;A;_Z;_Z;_Z
2003;ES613;TASA_VARI_INTE;-6.736735403807314;A;_Z;_Z;_Z
2003;ES614;TASA_VARI_INTE;4.7121992343257615;A;_Z;_Z;_Z
2003;ES615;TASA_VARI_INTE;-3.368991155505547;A;_Z;_Z;_Z
2003;ES616;TASA_VARI_INTE;16.760428613419588;A;_Z;_Z;_Z
2003;ES617;TASA_VARI_INTE;16.345302518401088;A;_Z;_Z;_Z
2003;ES618;TASA_VARI_INTE;2.582054886220566;A;_Z;_Z;_Z
2004;;TASA_VARI_INTE;5.67456072418181;A;_Z;_Z;_Z
2004;ES611;TASA_VARI_INTE;12.753991879534093;A;_Z;_Z;_Z
2004;ES612;TASA_VARI_INTE;-3.5041304031743334;A;_Z;_Z;_Z
2004;ES613;TASA_VARI_INTE;-17.844412736076457;A;_Z;_Z;_Z
2004;ES614;TASA_VARI_INTE;5.813581482508218;A;_Z;_Z;_Z
2004;ES615;TASA_VARI_INTE;20.693457714122555;A;_Z;_Z;_Z
2004;ES616;TASA_VARI_INTE;21.168912300455613;A;_Z;_Z;_Z
2004;ES617;TASA_VARI_INTE;9.872737506594547;A;_Z;_Z;_Z
2004;ES618;TASA_VARI_INTE;-3.1457149535686257;A;_Z;_Z;_Z
2005;;TASA_VARI_INTE;6.582026025663564;A;_Z;_Z;_Z
2005;ES611;TASA_VARI_INTE;27.128742547862082;A;_Z;_Z;_Z
2005;ES612;TASA_VARI_INTE;0.5189761741940285;A;_Z;_Z;_Z
2005;ES613;TASA_VARI_INTE;0.24639596503915187;A;_Z;_Z;_Z
2005;ES614;TASA_VARI_INTE;22.79397502247153;A;_Z;_Z;_Z
2005;ES615;TASA_VARI_INTE;8.825310897219703;A;_Z;_Z;_Z
2005;ES616;TASA_VARI_INTE;2.9187345229108708;A;_Z;_Z;_Z
2005;ES617;TASA_VARI_INTE;-2.0449085123266335;A;_Z;_Z;_Z
2005;ES618;TASA_VARI_INTE;-9.022539621132013;A;_Z;_Z;_Z
2006;;TASA_VARI_INTE;3.35130928596971;A;_Z;_Z;_Z
2006;ES611;TASA_VARI_INTE;3.811141098412385;A;_Z;_Z;_Z
2006;ES612;TASA_VARI_INTE;-1.5646893123349555;A;_Z;_Z;_Z
2006;ES613;TASA_VARI_INTE;19.477716247961403;A;_Z;_Z;_Z
2006;ES614;TASA_VARI_INTE;5.959879869710403;A;_Z;_Z;_Z
2006;ES615;TASA_VARI_INTE;8.545720784995158;A;_Z;_Z;_Z
2006;ES616;TASA_VARI_INTE;7.730598822435088;A;_Z;_Z;_Z
2006;ES617;TASA_VARI_INTE;17.682935233752044;A;_Z;_Z;_Z
2006;ES618;TASA_VARI_INTE;-2.290880865866771;A;_Z;_Z;_Z
2007;;TASA_VARI_INTE;4.693909142857414;A;_Z;_Z;_Z
2007;ES611;TASA_VARI_INTE;1.0877809862162964;A;_Z;_Z;_Z
2007;ES612;TASA_VARI_INTE;5.9536234604385685;A;_Z;_Z;_Z
2007;ES613;TASA_VARI_INTE;18.705282589900456;A;_Z;_Z;_Z
2007;ES614;TASA_VARI_INTE;-3.1582350298853292;A;_Z;_Z;_Z
2007;ES615;TASA_VARI_INTE;3.002070288703869;A;_Z;_Z;_Z
2007;ES616;TASA_VARI_INTE;1.1185322386250707;A;_Z;_Z;_Z
2007;ES617;TASA_VARI_INTE;9.82744329487248;A;_Z;_Z;_Z
2007;ES618;TASA_VARI_INTE;10.976193707385784;A;_Z;_Z;_Z
2008;;TASA_VARI_INTE;2.7938224303274937;A;_Z;_Z;_Z
2008;ES611;TASA_VARI_INTE;6.984400927113593;A;_Z;_Z;_Z
2008;ES612;TASA_VARI_INTE;3.6004373190908554;A;_Z;_Z;_Z
2008;ES613;TASA_VARI_INTE;10.282156118808878;A;_Z;_Z;_Z
2008;ES614;TASA_VARI_INTE;-1.9363330473596891;A;_Z;_Z;_Z
2008;ES615;TASA_VARI_INTE;1.3553165750363034;A;_Z;_Z;_Z
2008;ES616;TASA_VARI_INTE;20.711348455646956;A;_Z;_Z;_Z
2008;ES617;TASA_VARI_INTE;0.5483188152032682;A;_Z;_Z;_Z
2008;ES618;TASA_VARI_INTE;1.8355495262935804;A;_Z;_Z;_Z
2009;;TASA_VARI_INTE;2.042772681369819;A;_Z;_Z;_Z
2009;ES611;TASA_VARI_INTE;3.5313150679714655;A;_Z;_Z;_Z
2009;ES612;TASA_VARI_INTE;4.809837618262257;A;_Z;_Z;_Z
2009;ES613;TASA_VARI_INTE;13.497516847541084;A;_Z;_Z;_Z
2009;ES614;TASA_VARI_INTE;8.47687740988994;A;_Z;_Z;_Z
2009;ES615;TASA_VARI_INTE;-4.181869155523201;A;_Z;_Z;_Z
2009;ES616;TASA_VARI_INTE;1.7276538715683107;A;_Z;_Z;_Z
2009;ES617;TASA_VARI_INTE;-5.258394193528152;A;_Z;_Z;_Z
2009;ES618;TASA_VARI_INTE;4.513081505729543;A;_Z;_Z;_Z
2010;;TASA_VARI_INTE;0.881305813857897;A;_Z;_Z;_Z
2010;ES611;TASA_VARI_INTE;-9.196399175761673;A;_Z;_Z;_Z
2010;ES612;TASA_VARI_INTE;12.364016747646183;A;_Z;_Z;_Z
2010;ES613;TASA_VARI_INTE;-13.271338735992789;A;_Z;_Z;_Z
2010;ES614;TASA_VARI_INTE;-1.1687893493766397;A;_Z;_Z;_Z
2010;ES615;TASA_VARI_INTE;-0.8004644374152206;A;_Z;_Z;_Z
2010;ES616;TASA_VARI_INTE;0.22351152339086292;A;_Z;_Z;_Z
2010;ES617;TASA_VARI_INTE;-3.241380639919647;A;_Z;_Z;_Z
2010;ES618;TASA_VARI_INTE;10.49432062788287;A;_Z;_Z;_Z
2011;;TASA_VARI_INTE;-0.28644910281477654;A;_Z;_Z;_Z
2011;ES611;TASA_VARI_INTE;-12.14848526668979;A;_Z;_Z;_Z
2011;ES612;TASA_VARI_INTE;-2.059709009490131;A;_Z;_Z;_Z
2011;ES613;TASA_VARI_INTE;-12.923963839060429;A;_Z;_Z;_Z
2011;ES614;TASA_VARI_INTE;-4.0959679858384686;A;_Z;_Z;_Z
