D_ESTADO_DATO_0;D_PARQUES_TURISMO_0;D_RESITUR_0;D_TEMPORAL_0;INDICATOR;OBS_VALUE;FREQ
40123;55125;55698;2020;Viajeros;20356.677473994;A
40123;55125;55698;2019;Viajeros;35473.824742264;A
40123;55125;55698;2018;Viajeros;32777.000000087;A
40123;55125;55698;2017;Viajeros;32605.999999976;A
40123;55125;55698;2016;Viajeros;28762.000000039;A
40123;55125;55698;2015;Viajeros;29426.999999954;A
40123;55125;55698;2014;Viajeros;27853.000000063;A
40123;55125;55698;2013;Viajeros;26198.999999814;A
40123;55125;55698;2012;Viajeros;25486.000000078;A
40123;55125;55698;2011;Viajeros;27892.952198897;A
40123;55125;55698;2010;Viajeros;27933.9999999;A
40123;55125;55698;2009;Viajeros;29295.000000078;A
40123;55125;55698;2008;Viajeros;31644.999999995;A
40123;55125;55698;2007;Viajeros;34167.999999982;A
40123;55125;55565;2020;Viajeros;14441.902142055;A
40123;55125;55565;2019;Viajeros;17410.271777904;A
40123;55125;55565;2018;Viajeros;15121.379483205;A
40123;55125;55565;2017;Viajeros;15385.011474987;A
40123;55125;55565;2016;Viajeros;12427.587679778;A
40123;55125;55565;2015;Viajeros;12920.676592319;A
40123;55125;55565;2014;Viajeros;13664.503483779;A
40123;55125;55565;2013;Viajeros;11463.510816213;A
40123;55125;55565;2012;Viajeros;10847.253531567;A
40123;55125;55565;2011;Viajeros;12601.480263842;A
40123;55125;55565;2010;Viajeros;12138.994852451;A
40123;55125;55565;2009;Viajeros;12600.41114808;A
40123;55125;55565;2008;Viajeros;12984.949660507;A
40123;55125;55565;2007;Viajeros;14822.871459092;A
40123;55125;55697;2020;Viajeros;5914.775331939;A
40123;55125;55697;2019;Viajeros;18063.55296436;A
40123;55125;55697;2018;Viajeros;17655.620516882;A
40123;55125;55697;2017;Viajeros;17220.988524989;A
40123;55125;55697;2016;Viajeros;16334.412320261;A
40123;55125;55697;2015;Viajeros;16506.323407635;A
40123;55125;55697;2014;Viajeros;14188.496516284;A
40123;55125;55697;2013;Viajeros;14735.489183601;A
40123;55125;55697;2012;Viajeros;14638.746468511;A
40123;55125;55697;2011;Viajeros;15291.471935055;A
40123;55125;55697;2010;Viajeros;15795.005147449;A
40123;55125;55697;2009;Viajeros;16694.588851998;A
40123;55125;55697;2008;Viajeros;18660.050339488;A
40123;55125;55697;2007;Viajeros;19345.12854089;A
40123;55125;55577;2020;Viajeros;1672.388997468;A
40123;55125;55577;2019;Viajeros;4087.71000248;A
40123;55125;55577;2018;Viajeros;3935.681363079;A
40123;55125;55577;2017;Viajeros;3669.6055646;A
40123;55125;55577;2016;Viajeros;3508.3160931;A
40123;55125;55577;2015;Viajeros;2942.581606444;A
40123;55125;55577;2014;Viajeros;2293.618970487;A
40123;55125;55577;2013;Viajeros;2578.19574799;A
40123;55125;55577;2012;Viajeros;2429.93532475;A
40123;55125;55577;2011;Viajeros;2120.834993023;A
40123;55125;55577;2010;Viajeros;2617.17931332;A
40123;55125;55577;2009;Viajeros;2610.31930496;A
40123;55125;55577;2008;Viajeros;2852.239170356;A
40123;55125;55577;2007;Viajeros;2828.227476018;A
40123;55125;55568;2020;Viajeros;1239.305298921;A
40123;55125;55568;2019;Viajeros;4096.896053073;A
40123;55125;55568;2018;Viajeros;4569.882275598;A
40123;55125;55568;2017;Viajeros;4998.6203342;A
40123;55125;55568;2016;Viajeros;4379.3777351;A
40123;55125;55568;2015;Viajeros;4894.373831066;A
40123;55125;55568;2014;Viajeros;3531.319154784;A
40123;55125;55568;2013;Viajeros;3944.3883654;A
40123;55125;55568;2012;Viajeros;4211.148268543;A
40123;55125;55568;2011;Viajeros;4639.295301866;A
40123;55125;55568;2010;Viajeros;4749.409657222;A
40123;55125;55568;2009;Viajeros;5210.45951283;A
40123;55125;55568;2008;Viajeros;5036.823720767;A
40123;55125;55568;2007;Viajeros;5188.813995776;A
40123;55125;55571;2020;Viajeros;707.499501277;A
40123;55125;55571;2019;Viajeros;2229.886657009;A
40123;55125;55571;2018;Viajeros;1979.277414311;A
40123;55125;55571;2017;Viajeros;2150.79784241;A
40123;55125;55571;2016;Viajeros;2666.27957101;A
40123;55125;55571;2015;Viajeros;2821.684938038;A
40123;55125;55571;2014;Viajeros;2149.1633462;A
40123;55125;55571;2013;Viajeros;2613.470489046;A
40123;55125;55571;2012;Viajeros;2582.9929516;A
40123;55125;55571;2011;Viajeros;2843.676709311;A
40123;55125;55571;2010;Viajeros;2947.9157374;A
40123;55125;55571;2009;Viajeros;3261.546211561;A
40123;55125;55571;2008;Viajeros;3662.758135953;A
40123;55125;55571;2007;Viajeros;3899.41884747;A
40123;55125;55574;2020;Viajeros;927.966757584;A
40123;55125;55574;2019;Viajeros;2215.91361477;A
40123;55125;55574;2018;Viajeros;2110.398683997;A
40123;55125;55574;2017;Viajeros;2531.0183519;A
40123;55125;55574;2016;Viajeros;2649.2401408;A
40123;55125;55574;2015;Viajeros;2255.771548431;A
40123;55125;55574;2014;Viajeros;2078.587249347;A
40123;55125;55574;2013;Viajeros;1933.75094397;A
40123;55125;55574;2012;Viajeros;1774.444969016;A
40123;55125;55574;2011;Viajeros;1040.61303753;A
40123;55125;55574;2010;Viajeros;1510.130617317;A
40123;55125;55574;2009;Viajeros;1861.52778455;A
40123;55125;55574;2008;Viajeros;2478.5894026;A
40123;55125;55574;2007;Viajeros;2390.877410791;A
40123;55125;55696;2020;Viajeros;1367.614776689;A
40123;55125;55696;2019;Viajeros;5433.146637028;A
40123;55125;55696;2018;Viajeros;5060.380779897;A
40123;55125;55696;2017;Viajeros;3870.946431879;A
40123;55125;55696;2016;Viajeros;3131.198780251;A
40123;55125;55696;2015;Viajeros;3591.911483656;A
40123;55125;55696;2014;Viajeros;4135.807795466;A
40123;55125;55696;2013;Viajeros;3665.683637195;A
40123;55125;55696;2012;Viajeros;3640.224954602;A
40123;55125;55696;2011;Viajeros;4647.051893325;A
40123;55125;55696;2010;Viajeros;3970.36982219;A
40123;55125;55696;2009;Viajeros;3750.736038097;A
40123;55125;55696;2008;Viajeros;4629.639909812;A
40123;55125;55696;2007;Viajeros;5037.790810835;A
40123;55126;55698;2020;Viajeros;10154.999999996;A
40123;55126;55698;2019;Viajeros;27917.370421564;A
40123;55126;55698;2018;Viajeros;29482.000000027;A
40123;55126;55698;2017;Viajeros;27654.99999986;A
