D_ESTADO_DATO_0;D_TERRITORIO_0;D_TEMPORAL_0;INDICATOR;OBS_VALUE;FREQ
40123;3142;2012;Establecimientos medios abiertos estimados;3.647138796;A
40123;3142;2011;Establecimientos medios abiertos estimados;3.768010753;A
40123;3142;2010;Establecimientos medios abiertos estimados;4.681899642;A
40123;3142;2009;Establecimientos medios abiertos estimados;5.598352535;A
40123;3142;2008;Establecimientos medios abiertos estimados;7.21275322;A
40123;3142;2007;Establecimientos medios abiertos estimados;7.607834101;A
40123;3143;2020;Establecimientos medios abiertos estimados;95.374037788;A
40123;3143;2019;Establecimientos medios abiertos estimados;122.143171531;A
40123;3143;2018;Establecimientos medios abiertos estimados;116.818448381;A
40123;3143;2017;Establecimientos medios abiertos estimados;118.295705323;A
40123;3143;2016;Establecimientos medios abiertos estimados;124.014114168;A
40123;3143;2015;Establecimientos medios abiertos estimados;119.238648073;A
40123;3143;2014;Establecimientos medios abiertos estimados;119.259935651;A
40123;3143;2013;Establecimientos medios abiertos estimados;121.074803719;A
40123;3143;2012;Establecimientos medios abiertos estimados;121.525551214;A
40123;3143;2011;Establecimientos medios abiertos estimados;116.269696771;A
40123;3143;2010;Establecimientos medios abiertos estimados;120.602238212;A
40123;3143;2009;Establecimientos medios abiertos estimados;124.051149291;A
40123;3143;2008;Establecimientos medios abiertos estimados;122.257144172;A
40123;3143;2007;Establecimientos medios abiertos estimados;121.37828206;A
40124;2352;2021;Establecimientos medios abiertos estimados;24.123861309;A
40124;2402;2021;Establecimientos medios abiertos estimados;20.66154007;A
40124;2482;2021;Establecimientos medios abiertos estimados;5.958448541;A
40124;2713;2021;Establecimientos medios abiertos estimados;17.882787553;A
40124;2797;2021;Establecimientos medios abiertos estimados;8.907258065;A
40124;2911;2021;Establecimientos medios abiertos estimados;7.875656398;A
40124;3023;2021;Establecimientos medios abiertos estimados;30.025132809;A
40124;3142;2021;Establecimientos medios abiertos estimados;4.068503584;A
40124;3143;2021;Establecimientos medios abiertos estimados;119.503188329;A
40123;2352;2020;Plazas medias estimadas;7396.32301195;A
40123;2352;2019;Plazas medias estimadas;8073.434331798;A
40123;2352;2018;Plazas medias estimadas;7900.961994332;A
40123;2352;2017;Plazas medias estimadas;7694.272311778;A
40123;2352;2016;Plazas medias estimadas;7677.96577682;A
40123;2352;2015;Plazas medias estimadas;7744.16397852;A
40123;2352;2014;Plazas medias estimadas;8018.5166667;A
40123;2352;2013;Plazas medias estimadas;8054.41666663;A
40123;2352;2012;Plazas medias estimadas;8005.83333333;A
40123;2352;2011;Plazas medias estimadas;8002.6666667;A
40123;2352;2010;Plazas medias estimadas;7900.65591401;A
40123;2352;2009;Plazas medias estimadas;7873.9333333;A
40123;2352;2008;Plazas medias estimadas;7791.060476;A
40123;2352;2007;Plazas medias estimadas;8830.51226812;A
40123;2402;2020;Plazas medias estimadas;11107.928661615;A
40123;2402;2019;Plazas medias estimadas;14997.96701575;A
40123;2402;2018;Plazas medias estimadas;14589.7163589;A
40123;2402;2017;Plazas medias estimadas;14586.79559569;A
40123;2402;2016;Plazas medias estimadas;15170.7815862;A
40123;2402;2015;Plazas medias estimadas;14619.92640228;A
40123;2402;2014;Plazas medias estimadas;14642.61022608;A
40123;2402;2013;Plazas medias estimadas;15507.40241154;A
40123;2402;2012;Plazas medias estimadas;15179.88954717;A
40123;2402;2011;Plazas medias estimadas;13895.19369801;A
40123;2402;2010;Plazas medias estimadas;13886.97642075;A
40123;2402;2009;Plazas medias estimadas;13143.677798223;A
40123;2402;2008;Plazas medias estimadas;13060.861763053;A
40123;2402;2007;Plazas medias estimadas;14143.21693262;A
40123;2482;2020;Plazas medias estimadas;2747.596285436;A
40123;2482;2019;Plazas medias estimadas;3382.190322581;A
40123;2482;2018;Plazas medias estimadas;3362.705376382;A
40123;2482;2017;Plazas medias estimadas;3373.99731186;A
40123;2482;2016;Plazas medias estimadas;3364.072645567;A
40123;2482;2015;Plazas medias estimadas;3298.256720467;A
40123;2482;2014;Plazas medias estimadas;3300.938172;A
40123;2482;2013;Plazas medias estimadas;3442.672043;A
40123;2482;2012;Plazas medias estimadas;3455.9166667;A
40123;2482;2011;Plazas medias estimadas;3490.6370968;A
40123;2482;2010;Plazas medias estimadas;3518.411290371;A
40123;2482;2009;Plazas medias estimadas;3732.8924731;A
40123;2482;2008;Plazas medias estimadas;3700.79032261;A
40123;2482;2007;Plazas medias estimadas;3766.73157913;A
40123;2713;2020;Plazas medias estimadas;5727.687814625;A
40123;2713;2019;Plazas medias estimadas;7249.826792673;A
40123;2713;2018;Plazas medias estimadas;7296.18279576;A
40123;2713;2017;Plazas medias estimadas;7537.8748849;A
40123;2713;2016;Plazas medias estimadas;7990.2204301;A
40123;2713;2015;Plazas medias estimadas;7813.90887096;A
40123;2713;2014;Plazas medias estimadas;7713.1833333;A
40123;2713;2013;Plazas medias estimadas;7584.2626192;A
40123;2713;2012;Plazas medias estimadas;7522.6123303;A
40123;2713;2011;Plazas medias estimadas;7349.6504098;A
40123;2713;2010;Plazas medias estimadas;7286.77939061;A
40123;2713;2009;Plazas medias estimadas;7219.4041218;A
40123;2713;2008;Plazas medias estimadas;7257.91129033;A
40123;2713;2007;Plazas medias estimadas;6870.1066308;A
40123;2797;2020;Plazas medias estimadas;11227.747996091;A
40123;2797;2019;Plazas medias estimadas;15640.404894328;A
