D_ESTADO_DATO_0;D_PARQUES_TURISMO_0;D_RESITUR_0;D_TEMPORAL_0;INDICATOR;OBS_VALUE;FREQ
40123;55537;55698;2020;Viajeros;78172.805978178;A
40123;55537;55698;2019;Viajeros;111795.999999997;A
40123;55537;55698;2018;Viajeros;97850.999999777;A
40123;55537;55698;2017;Viajeros;94422.999999873;A
40123;55537;55698;2016;Viajeros;94342.057047596;A
40123;55537;55698;2015;Viajeros;88726.999999515;A
40123;55537;55698;2014;Viajeros;78355.999999598;A
40123;55537;55698;2013;Viajeros;77734.516073384;A
40123;55537;55698;2012;Viajeros;73376.999999207;A
40123;55537;55698;2011;Viajeros;74761.999999907;A
40123;55537;55698;2010;Viajeros;70677.776569868;A
40123;55537;55698;2009;Viajeros;71910.18761474;A
40123;55537;55698;2008;Viajeros;78999.602076513;A
40123;55537;55698;2007;Viajeros;81803.999999774;A
40123;55537;55565;2020;Viajeros;59364.035761727;A
40123;55537;55565;2019;Viajeros;71792.554320063;A
40123;55537;55565;2018;Viajeros;58667.514217415;A
40123;55537;55565;2017;Viajeros;61990.661336815;A
40123;55537;55565;2016;Viajeros;59805.410550086;A
40123;55537;55565;2015;Viajeros;55309.19949886;A
40123;55537;55565;2014;Viajeros;50784.567919058;A
40123;55537;55565;2013;Viajeros;49119.604851717;A
40123;55537;55565;2012;Viajeros;48257.827266842;A
40123;55537;55565;2011;Viajeros;48122.801302092;A
40123;55537;55565;2010;Viajeros;45105.349892501;A
40123;55537;55565;2009;Viajeros;44600.82934628;A
40123;55537;55565;2008;Viajeros;51918.592718521;A
40123;55537;55565;2007;Viajeros;54362.128518684;A
40123;55537;55697;2020;Viajeros;18808.770216451;A
40123;55537;55697;2019;Viajeros;40003.445679934;A
40123;55537;55697;2018;Viajeros;39183.485782362;A
40123;55537;55697;2017;Viajeros;32432.338663058;A
40123;55537;55697;2016;Viajeros;34536.64649751;A
40123;55537;55697;2015;Viajeros;33417.800500655;A
40123;55537;55697;2014;Viajeros;27571.43208054;A
40123;55537;55697;2013;Viajeros;28614.911221667;A
40123;55537;55697;2012;Viajeros;25119.172732365;A
40123;55537;55697;2011;Viajeros;26639.198697815;A
40123;55537;55697;2010;Viajeros;25572.426677367;A
40123;55537;55697;2009;Viajeros;27309.35826846;A
40123;55537;55697;2008;Viajeros;27081.009357992;A
40123;55537;55697;2007;Viajeros;27441.87148109;A
40123;55537;55577;2020;Viajeros;4455.466159053;A
40123;55537;55577;2019;Viajeros;10156.379760168;A
40123;55537;55577;2018;Viajeros;9011.56373301;A
40123;55537;55577;2017;Viajeros;7429.45243398;A
40123;55537;55577;2016;Viajeros;8445.08934762;A
40123;55537;55577;2015;Viajeros;8465.83836194;A
40123;55537;55577;2014;Viajeros;6851.24673526;A
40123;55537;55577;2013;Viajeros;7496.838433809;A
40123;55537;55577;2012;Viajeros;5882.445608179;A
40123;55537;55577;2011;Viajeros;6026.98807293;A
40123;55537;55577;2010;Viajeros;6514.30840182;A
40123;55537;55577;2009;Viajeros;8530.174993339;A
40123;55537;55577;2008;Viajeros;6139.790349536;A
40123;55537;55577;2007;Viajeros;6080.19519065;A
40123;55537;516705;2020;Viajeros;150.024167285;A
40123;55537;516705;2019;Viajeros;559.736554905;A
40123;55537;516705;2018;Viajeros;519.434719444;A
40123;55537;516705;2017;Viajeros;327.247091615;A
40123;55537;516705;2016;Viajeros;381.482050273;A
40123;55537;516705;2015;Viajeros;559.16757689;A
40123;55537;516705;2014;Viajeros;441.303819838;A
40123;55537;516705;2013;Viajeros;443.42400927;A
40123;55537;516705;2012;Viajeros;346.50227867;A
40123;55537;516705;2011;Viajeros;370.305931164;A
40123;55537;516705;2010;Viajeros;363.16013806;A
40123;55537;516705;2009;Viajeros;246.26917882;A
40123;55537;516705;2008;Viajeros;269.75852708;A
40123;55537;516705;2007;Viajeros;407.248683611;A
40123;55537;516706;2020;Viajeros;515.436840668;A
40123;55537;516706;2019;Viajeros;1108.859874563;A
40123;55537;516706;2018;Viajeros;1048.95166799;A
40123;55537;516706;2017;Viajeros;920.195050994;A
40123;55537;516706;2016;Viajeros;724.552546869;A
40123;55537;516706;2015;Viajeros;926.020504191;A
40123;55537;516706;2014;Viajeros;679.85684505;A
40123;55537;516706;2013;Viajeros;682.78365482;A
40123;55537;516706;2012;Viajeros;574.36701134;A
40123;55537;516706;2011;Viajeros;899.0136608;A
40123;55537;516706;2010;Viajeros;606.121684009;A
40123;55537;516706;2009;Viajeros;699.061572767;A
40123;55537;516706;2008;Viajeros;571.541067678;A
40123;55537;516706;2007;Viajeros;608.246405899;A
40123;55537;516707;2020;Viajeros;210.289569508;A
40123;55537;516707;2019;Viajeros;421.608847468;A
40123;55537;516707;2018;Viajeros;411.546577458;A
40123;55537;516707;2017;Viajeros;322.992992683;A
40123;55537;516707;2016;Viajeros;213.862937823;A
40123;55537;516707;2015;Viajeros;209.460446568;A
40123;55537;516707;2014;Viajeros;295.45325898;A
40123;55537;516707;2013;Viajeros;284.450919922;A
40123;55537;516707;2012;Viajeros;230.860584873;A
40123;55537;516707;2011;Viajeros;266.32835328;A
40123;55537;516707;2010;Viajeros;258.518002151;A
40123;55537;516707;2009;Viajeros;220.13632084;A
40123;55537;516707;2008;Viajeros;261.54799642;A
40123;55537;516707;2007;Viajeros;337.85414249;A
40123;55537;516708;2020;Viajeros;-;A
40123;55537;516708;2019;Viajeros;-;A
40123;55537;516708;2018;Viajeros;246.907589604;A
40123;55537;516708;2017;Viajeros;127.264696355;A
40123;55537;516708;2016;Viajeros;249.376576688;A
40123;55537;516708;2015;Viajeros;264.48458067;A
40123;55537;516708;2014;Viajeros;177.814524463;A
40123;55537;516708;2013;Viajeros;198.503896427;A
40123;55537;516708;2012;Viajeros;282.136354065;A
40123;55537;516708;2011;Viajeros;154.768919356;A
40123;55537;516708;2010;Viajeros;-;A
40123;55537;516708;2009;Viajeros;103.7753266;A
40123;55537;516708;2008;Viajeros;-;A
40123;55537;516708;2007;Viajeros;-;A
40123;55537;55568;2020;Viajeros;3185.012859086;A
40123;55537;55568;2019;Viajeros;7978.200205221;A
40123;55537;55568;2018;Viajeros;7577.93420043;A
40123;55537;55568;2017;Viajeros;6557.45173824;A
40123;55537;55568;2016;Viajeros;7051.91024607;A
40123;55537;55568;2015;Viajeros;6617.509238004;A
40123;55537;55568;2014;Viajeros;5826.94603444;A
40123;55537;55568;2013;Viajeros;5646.973936741;A
40123;55537;55568;2012;Viajeros;5373.622040391;A
40123;55537;55568;2011;Viajeros;5293.453881523;A
40123;55537;55568;2010;Viajeros;4812.00453226;A
40123;55537;55568;2009;Viajeros;5433.864493013;A
40123;55537;55568;2008;Viajeros;4975.0238608;A
40123;55537;55568;2007;Viajeros;5292.705298037;A
40123;55537;516709;2020;Viajeros;-;A
40123;55537;516709;2019;Viajeros;-;A
40123;55537;516709;2018;Viajeros;-;A
40123;55537;516709;2017;Viajeros;-;A
40123;55537;516709;2016;Viajeros;-;A
40123;55537;516709;2015;Viajeros;-;A
40123;55537;516709;2014;Viajeros;-;A
40123;55537;516709;2013;Viajeros;-;A
40123;55537;516709;2012;Viajeros;-;A
40123;55537;516709;2011;Viajeros;-;A
40123;55537;516709;2010;Viajeros;-;A
40123;55537;516709;2009;Viajeros;-;A
40123;55537;516709;2008;Viajeros;-;A
40123;55537;516709;2007;Viajeros;-;A
40123;55537;516710;2020;Viajeros;110.091244332;A
40123;55537;516710;2019;Viajeros;420.554366679;A
40123;55537;516710;2018;Viajeros;582.007430774;A
40123;55537;516710;2017;Viajeros;172.345777545;A
40123;55537;516710;2016;Viajeros;419.225237082;A
40123;55537;516710;2015;Viajeros;171.054885979;A
40123;55537;516710;2014;Viajeros;-;A
40123;55537;516710;2013;Viajeros;139.662616691;A
40123;55537;516710;2012;Viajeros;-;A
40123;55537;516710;2011;Viajeros;-;A
40123;55537;516710;2010;Viajeros;-;A
40123;55537;516710;2009;Viajeros;-;A
40123;55537;516710;2008;Viajeros;257.60174307;A
40123;55537;516710;2007;Viajeros;163.743451184;A
40123;55537;516711;2020;Viajeros;819.718938524;A
40123;55537;516711;2019;Viajeros;2353.615265888;A
40123;55537;516711;2018;Viajeros;2183.91475383;A
40123;55537;516711;2017;Viajeros;2522.64795381;A
40123;55537;516711;2016;Viajeros;2237.262456598;A
40123;55537;516711;2015;Viajeros;2060.042636077;A
40123;55537;516711;2014;Viajeros;2163.365368773;A
