D_TEMPORAL_0;D_TERRITORIO_0;D_CNAE09_0;INDICATOR;OBS_VALUE;FREQ
2020;2482;6949;Establecimientos;56357.0;A
2020;2482;6980;Establecimientos;;A
2020;2482;6981;Establecimientos;;A
2020;2482;7056;Establecimientos;;A
2020;2482;7029;Establecimientos;;A
2020;2482;6990;Establecimientos;;A
2020;2482;7001;Establecimientos;;A
2020;2482;7004;Establecimientos;;A
2020;2482;7014;Establecimientos;;A
2020;2482;7017;Establecimientos;;A
2020;2482;7023;Establecimientos;;A
2020;2482;7026;Establecimientos;;A
2020;2482;7028;Establecimientos;;A
2020;2482;7044;Establecimientos;;A
2020;2482;7032;Establecimientos;;A
2020;2482;7035;Establecimientos;;A
2020;2482;7038;Establecimientos;;A
2020;2482;7041;Establecimientos;;A
2020;2482;7043;Establecimientos;;A
2020;2482;7055;Establecimientos;;A
2020;2482;7048;Establecimientos;;A
2020;2482;7052;Establecimientos;;A
2020;2482;7054;Establecimientos;;A
2020;2482;7057;Establecimientos;5763.0;A
2020;2482;7058;Establecimientos;5763.0;A
2020;2482;7109;Establecimientos;64.0;A
2020;2482;7067;Establecimientos;2.0;A
2020;2482;7061;Establecimientos;2.0;A
2020;2482;7064;Establecimientos;;A
2020;2482;7066;Establecimientos;;A
2020;2482;7076;Establecimientos;;A
2020;2482;7070;Establecimientos;;A
2020;2482;7073;Establecimientos;;A
2020;2482;7075;Establecimientos;;A
2020;2482;7086;Establecimientos;4.0;A
2020;2482;7079;Establecimientos;4.0;A
2020;2482;7083;Establecimientos;;A
2020;2482;7085;Establecimientos;;A
2020;2482;7099;Establecimientos;56.0;A
2020;2482;7090;Establecimientos;47.0;A
2020;2482;7096;Establecimientos;9.0;A
2020;2482;7098;Establecimientos;;A
2020;2482;7108;Establecimientos;2.0;A
2020;2482;7102;Establecimientos;1.0;A
2020;2482;7105;Establecimientos;1.0;A
2020;2482;7107;Establecimientos;;A
2020;2482;7605;Establecimientos;5395.0;A
2020;2482;7158;Establecimientos;1050.0;A
2020;2482;7114;Establecimientos;147.0;A
2020;2482;7118;Establecimientos;6.0;A
2020;2482;7123;Establecimientos;69.0;A
2020;2482;7128;Establecimientos;291.0;A
2020;2482;7133;Establecimientos;34.0;A
2020;2482;7137;Establecimientos;6.0;A
2020;2482;7142;Establecimientos;363.0;A
2020;2482;7151;Establecimientos;113.0;A
2020;2482;7155;Establecimientos;21.0;A
2020;2482;7157;Establecimientos;;A
2020;2482;7170;Establecimientos;99.0;A
2020;2482;7167;Establecimientos;99.0;A
2020;2482;7169;Establecimientos;;A
2020;2482;7176;Establecimientos;;A
2020;2482;7173;Establecimientos;;A
2020;2482;7175;Establecimientos;;A
2020;2482;7197;Establecimientos;168.0;A
2020;2482;7179;Establecimientos;4.0;A
2020;2482;7182;Establecimientos;;A
2020;2482;7185;Establecimientos;27.0;A
2020;2482;7194;Establecimientos;137.0;A
2020;2482;7196;Establecimientos;;A
2020;2482;7214;Establecimientos;220.0;A
2020;2482;7204;Establecimientos;217.0;A
2020;2482;7207;Establecimientos;1.0;A
2020;2482;7211;Establecimientos;2.0;A
2020;2482;7213;Establecimientos;;A
2020;2482;7224;Establecimientos;25.0;A
2020;2482;7218;Establecimientos;21.0;A
2020;2482;7221;Establecimientos;4.0;A
2020;2482;7223;Establecimientos;;A
2020;2482;7237;Establecimientos;237.0;A
2020;2482;7227;Establecimientos;15.0;A
2020;2482;7234;Establecimientos;222.0;A
2020;2482;7236;Establecimientos;;A
2020;2482;7251;Establecimientos;32.0;A
2020;2482;7241;Establecimientos;;A
2020;2482;7248;Establecimientos;32.0;A
2020;2482;7250;Establecimientos;;A
