D_TEMPORAL_0;D_TERRITORIO_0;D_CNAE09_0;INDICATOR;OBS_VALUE;FREQ
2020;2912;7518;Empresas;1.0;A
2020;2912;7520;Empresas;;A
2020;2912;7534;Empresas;1.0;A
2020;2912;7524;Empresas;;A
2020;2912;7527;Empresas;1.0;A
2020;2912;7531;Empresas;;A
2020;2912;7533;Empresas;;A
2020;2912;7555;Empresas;;A
2020;2912;7538;Empresas;;A
2020;2912;7541;Empresas;;A
2020;2912;7544;Empresas;;A
2020;2912;7547;Empresas;;A
2020;2912;7552;Empresas;;A
2020;2912;7554;Empresas;;A
2020;2912;7564;Empresas;11.0;A
2020;2912;7561;Empresas;11.0;A
2020;2912;7563;Empresas;;A
2020;2912;7588;Empresas;;A
2020;2912;7569;Empresas;;A
2020;2912;7572;Empresas;;A
2020;2912;7575;Empresas;;A
2020;2912;7578;Empresas;;A
2020;2912;7581;Empresas;;A
2020;2912;7585;Empresas;;A
2020;2912;7587;Empresas;;A
2020;2912;7604;Empresas;2.0;A
2020;2912;7598;Empresas;2.0;A
2020;2912;7601;Empresas;;A
2020;2912;7603;Empresas;;A
2020;2912;7627;Empresas;;A
2020;2912;7626;Empresas;;A
2020;2912;7615;Empresas;;A
2020;2912;7620;Empresas;;A
2020;2912;7623;Empresas;;A
2020;2912;7625;Empresas;;A
2020;2912;7661;Empresas;;A
2020;2912;7633;Empresas;;A
2020;2912;7630;Empresas;;A
2020;2912;7632;Empresas;;A
2020;2912;7639;Empresas;;A
2020;2912;7636;Empresas;;A
2020;2912;7638;Empresas;;A
2020;2912;7654;Empresas;;A
2020;2912;7643;Empresas;;A
2020;2912;7647;Empresas;;A
2020;2912;7651;Empresas;;A
2020;2912;7653;Empresas;;A
2020;2912;7660;Empresas;;A
2020;2912;7657;Empresas;;A
2020;2912;7659;Empresas;;A
