ESTADO_DATO;TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ;RESITUR;PARQUES_TURISMO
A;ES614;2007;PLAZ_MEDI_ESTI;6870.1066308;A;_Z;_Z
A;ES615;2020;PLAZ_MEDI_ESTI;11227.747996091;A;_Z;_Z
A;ES615;2019;PLAZ_MEDI_ESTI;15640.404894328;A;_Z;_Z
A;ES615;2018;PLAZ_MEDI_ESTI;13564.15322584;A;_Z;_Z
A;ES615;2017;PLAZ_MEDI_ESTI;13064.10578275;A;_Z;_Z
A;ES615;2016;PLAZ_MEDI_ESTI;15740.81541224;A;_Z;_Z
A;ES615;2015;PLAZ_MEDI_ESTI;15484.32795703;A;_Z;_Z
A;ES615;2014;PLAZ_MEDI_ESTI;14585.65129936;A;_Z;_Z
A;ES615;2013;PLAZ_MEDI_ESTI;14488.05564477;A;_Z;_Z
A;ES615;2012;PLAZ_MEDI_ESTI;14907.99873691;A;_Z;_Z
A;ES615;2011;PLAZ_MEDI_ESTI;14537.27711673;A;_Z;_Z
A;ES615;2010;PLAZ_MEDI_ESTI;19265.6388887;A;_Z;_Z
A;ES615;2009;PLAZ_MEDI_ESTI;20087.25806456;A;_Z;_Z
A;ES615;2008;PLAZ_MEDI_ESTI;20101.7473118;A;_Z;_Z
A;ES615;2007;PLAZ_MEDI_ESTI;19820.6182792;A;_Z;_Z
A;ES616;2020;PLAZ_MEDI_ESTI;2258.874478851;A;_Z;_Z
A;ES616;2019;PLAZ_MEDI_ESTI;3702.648476703;A;_Z;_Z
A;ES616;2018;PLAZ_MEDI_ESTI;3697.02652329;A;_Z;_Z
A;ES616;2017;PLAZ_MEDI_ESTI;3677.60591403;A;_Z;_Z
A;ES616;2016;PLAZ_MEDI_ESTI;3948.91935843;A;_Z;_Z
A;ES616;2015;PLAZ_MEDI_ESTI;4288.864785;A;_Z;_Z
A;ES616;2014;PLAZ_MEDI_ESTI;4092.10144112;A;_Z;_Z
A;ES616;2013;PLAZ_MEDI_ESTI;4605.0722931;A;_Z;_Z
A;ES616;2012;PLAZ_MEDI_ESTI;4510.59887622;A;_Z;_Z
A;ES616;2011;PLAZ_MEDI_ESTI;3961.61662205;A;_Z;_Z
A;ES616;2010;PLAZ_MEDI_ESTI;4164.87568157;A;_Z;_Z
A;ES616;2009;PLAZ_MEDI_ESTI;4380.08465157;A;_Z;_Z
A;ES616;2008;PLAZ_MEDI_ESTI;4162.27500261;A;_Z;_Z
A;ES616;2007;PLAZ_MEDI_ESTI;4267.8593318;A;_Z;_Z
A;ES617;2020;PLAZ_MEDI_ESTI;13170.160505126;A;_Z;_Z
A;ES617;2019;PLAZ_MEDI_ESTI;15635.003584229;A;_Z;_Z
A;ES617;2018;PLAZ_MEDI_ESTI;15688.68100353;A;_Z;_Z
A;ES617;2017;PLAZ_MEDI_ESTI;15290.76075276;A;_Z;_Z
A;ES617;2016;PLAZ_MEDI_ESTI;15603.76172197;A;_Z;_Z
A;ES617;2015;PLAZ_MEDI_ESTI;15057.27700339;A;_Z;_Z
A;ES617;2014;PLAZ_MEDI_ESTI;15427.91155917;A;_Z;_Z
A;ES617;2013;PLAZ_MEDI_ESTI;15678.25810637;A;_Z;_Z
A;ES617;2012;PLAZ_MEDI_ESTI;15222.16711462;A;_Z;_Z
A;ES617;2011;PLAZ_MEDI_ESTI;15010.84771752;A;_Z;_Z
A;ES617;2010;PLAZ_MEDI_ESTI;14777.83474138;A;_Z;_Z
A;ES617;2009;PLAZ_MEDI_ESTI;14804.85038402;A;_Z;_Z
A;ES617;2008;PLAZ_MEDI_ESTI;14225.62933204;A;_Z;_Z
A;ES617;2007;PLAZ_MEDI_ESTI;13846.01389335;A;_Z;_Z
A;ES618;2020;PLAZ_MEDI_ESTI;1210.364596545;A;_Z;_Z
A;ES618;2019;PLAZ_MEDI_ESTI;2211.02688172;A;_Z;_Z
A;ES618;2018;PLAZ_MEDI_ESTI;2015.7150538;A;_Z;_Z
A;ES618;2017;PLAZ_MEDI_ESTI;1921.02956993;A;_Z;_Z
A;ES618;2016;PLAZ_MEDI_ESTI;1610.1110691;A;_Z;_Z
A;ES618;2015;PLAZ_MEDI_ESTI;1658.87798257;A;_Z;_Z
A;ES618;2014;PLAZ_MEDI_ESTI;1911.68133951;A;_Z;_Z
A;ES618;2013;PLAZ_MEDI_ESTI;1255.07795698;A;_Z;_Z
A;ES618;2012;PLAZ_MEDI_ESTI;1270.28689287;A;_Z;_Z
A;ES618;2011;PLAZ_MEDI_ESTI;1270.67795699;A;_Z;_Z
A;ES618;2010;PLAZ_MEDI_ESTI;1310.00906556;A;_Z;_Z
A;ES618;2009;PLAZ_MEDI_ESTI;1568.56075968;A;_Z;_Z
A;ES618;2008;PLAZ_MEDI_ESTI;2898.63752535;A;_Z;_Z
A;ES618;2007;PLAZ_MEDI_ESTI;3168.77042535;A;_Z;_Z
A;ES61;2020;PLAZ_MEDI_ESTI;54846.683350239;A;_Z;_Z
A;ES61;2019;PLAZ_MEDI_ESTI;70892.502299782;A;_Z;_Z
A;ES61;2018;PLAZ_MEDI_ESTI;68115.142331834;A;_Z;_Z
A;ES61;2017;PLAZ_MEDI_ESTI;67146.442123698;A;_Z;_Z
A;ES61;2016;PLAZ_MEDI_ESTI;71106.648000427;A;_Z;_Z
A;ES61;2015;PLAZ_MEDI_ESTI;69965.603700217;A;_Z;_Z
A;ES61;2014;PLAZ_MEDI_ESTI;69692.59403724;A;_Z;_Z
A;ES61;2013;PLAZ_MEDI_ESTI;70615.21774159;A;_Z;_Z
A;ES61;2012;PLAZ_MEDI_ESTI;70075.30349812;A;_Z;_Z
A;ES61;2011;PLAZ_MEDI_ESTI;67518.5672846;A;_Z;_Z
A;ES61;2010;PLAZ_MEDI_ESTI;72111.181392951;A;_Z;_Z
A;ES61;2009;PLAZ_MEDI_ESTI;72810.661586253;A;_Z;_Z
A;ES61;2008;PLAZ_MEDI_ESTI;73198.913023793;A;_Z;_Z
A;ES61;2007;PLAZ_MEDI_ESTI;74713.82934037;A;_Z;_Z
P;ES611;2021;PLAZ_MEDI_ESTI;9373.793246712;A;_Z;_Z
P;ES612;2021;PLAZ_MEDI_ESTI;14301.969497566;A;_Z;_Z
P;ES613;2021;PLAZ_MEDI_ESTI;2739.221368287;A;_Z;_Z
P;ES614;2021;PLAZ_MEDI_ESTI;6451.561514178;A;_Z;_Z
P;ES615;2021;PLAZ_MEDI_ESTI;13867.127265956;A;_Z;_Z
P;ES616;2021;PLAZ_MEDI_ESTI;2943.856317657;A;_Z;_Z
P;ES617;2021;PLAZ_MEDI_ESTI;15403.437564855;A;_Z;_Z
P;ES618;2021;PLAZ_MEDI_ESTI;1539.060944045;A;_Z;_Z
P;ES61;2021;PLAZ_MEDI_ESTI;66620.027719256;A;_Z;_Z
A;ES611;2020;PARC_MEDI_ESTI;2402.568975706;A;_Z;_Z
A;ES611;2019;PARC_MEDI_ESTI;2667.498656304;A;_Z;_Z
A;ES611;2018;PARC_MEDI_ESTI;2654.724846157;A;_Z;_Z
A;ES611;2017;PARC_MEDI_ESTI;2589.967580406;A;_Z;_Z
A;ES611;2016;PARC_MEDI_ESTI;2565.122563257;A;_Z;_Z
A;ES611;2015;PARC_MEDI_ESTI;2498.67058895;A;_Z;_Z
A;ES611;2014;PARC_MEDI_ESTI;2550.50000487;A;_Z;_Z
A;ES611;2013;PARC_MEDI_ESTI;2637.95471262;A;_Z;_Z
A;ES611;2012;PARC_MEDI_ESTI;2624.63751229;A;_Z;_Z
A;ES611;2011;PARC_MEDI_ESTI;2585.44411435;A;_Z;_Z
A;ES611;2010;PARC_MEDI_ESTI;2576.08998473;A;_Z;_Z
A;ES611;2009;PARC_MEDI_ESTI;2595.167785143;A;_Z;_Z
A;ES611;2008;PARC_MEDI_ESTI;2509.18629999;A;_Z;_Z
A;ES611;2007;PARC_MEDI_ESTI;2892.849994744;A;_Z;_Z
A;ES612;2020;PARC_MEDI_ESTI;3597.09380268;A;_Z;_Z
A;ES612;2019;PARC_MEDI_ESTI;4944.534413512;A;_Z;_Z
A;ES612;2018;PARC_MEDI_ESTI;4941.40127489;A;_Z;_Z
A;ES612;2017;PARC_MEDI_ESTI;5059.9626873;A;_Z;_Z
A;ES612;2016;PARC_MEDI_ESTI;5287.66004225;A;_Z;_Z
A;ES612;2015;PARC_MEDI_ESTI;5088.13377991;A;_Z;_Z
A;ES612;2014;PARC_MEDI_ESTI;5060.31562222;A;_Z;_Z
A;ES612;2013;PARC_MEDI_ESTI;5124.23994393;A;_Z;_Z
A;ES612;2012;PARC_MEDI_ESTI;5051.863261934;A;_Z;_Z
A;ES612;2011;PARC_MEDI_ESTI;4642.037920921;A;_Z;_Z
A;ES612;2010;PARC_MEDI_ESTI;4665.378721357;A;_Z;_Z
A;ES612;2009;PARC_MEDI_ESTI;4569.984156624;A;_Z;_Z
A;ES612;2008;PARC_MEDI_ESTI;4625.826480832;A;_Z;_Z
A;ES612;2007;PARC_MEDI_ESTI;5032.225498844;A;_Z;_Z
A;ES613;2020;PARC_MEDI_ESTI;953.571914086;A;_Z;_Z
A;ES613;2019;PARC_MEDI_ESTI;1121.409189845;A;_Z;_Z
A;ES613;2018;PARC_MEDI_ESTI;1110.965728963;A;_Z;_Z
A;ES613;2017;PARC_MEDI_ESTI;1113.92650537;A;_Z;_Z
A;ES613;2016;PARC_MEDI_ESTI;1108.98824237;A;_Z;_Z
A;ES613;2015;PARC_MEDI_ESTI;1089.96614704;A;_Z;_Z
A;ES613;2014;PARC_MEDI_ESTI;1085.02139152;A;_Z;_Z
A;ES613;2013;PARC_MEDI_ESTI;1082.18951613;A;_Z;_Z
A;ES613;2012;PARC_MEDI_ESTI;1084.250000003;A;_Z;_Z
A;ES613;2011;PARC_MEDI_ESTI;1096.76344086;A;_Z;_Z
A;ES613;2010;PARC_MEDI_ESTI;1109.439772146;A;_Z;_Z
A;ES613;2009;PARC_MEDI_ESTI;1486.38396624;A;_Z;_Z
A;ES613;2008;PARC_MEDI_ESTI;1530.57373758;A;_Z;_Z
A;ES613;2007;PARC_MEDI_ESTI;1963.00988171;A;_Z;_Z
A;ES614;2020;PARC_MEDI_ESTI;2153.844604543;A;_Z;_Z
A;ES614;2019;PARC_MEDI_ESTI;2667.234117906;A;_Z;_Z
A;ES614;2018;PARC_MEDI_ESTI;2636.694474644;A;_Z;_Z
A;ES614;2017;PARC_MEDI_ESTI;2605.31300847;A;_Z;_Z
A;ES614;2016;PARC_MEDI_ESTI;2767.90219532;A;_Z;_Z
A;ES614;2015;PARC_MEDI_ESTI;2645.01436774;A;_Z;_Z
A;ES614;2014;PARC_MEDI_ESTI;2528.23427983;A;_Z;_Z
A;ES614;2013;PARC_MEDI_ESTI;2521.81907578;A;_Z;_Z
A;ES614;2012;PARC_MEDI_ESTI;2630.44193889;A;_Z;_Z
A;ES614;2011;PARC_MEDI_ESTI;2580.567741274;A;_Z;_Z
A;ES614;2010;PARC_MEDI_ESTI;2542.318484982;A;_Z;_Z
A;ES614;2009;PARC_MEDI_ESTI;2557.856780226;A;_Z;_Z
A;ES614;2008;PARC_MEDI_ESTI;2513.269428816;A;_Z;_Z
A;ES614;2007;PARC_MEDI_ESTI;2425.068193103;A;_Z;_Z
A;ES615;2020;PARC_MEDI_ESTI;3049.166920929;A;_Z;_Z
A;ES615;2019;PARC_MEDI_ESTI;4304.275053443;A;_Z;_Z
A;ES615;2018;PARC_MEDI_ESTI;3641.597501737;A;_Z;_Z
A;ES615;2017;PARC_MEDI_ESTI;3561.597558169;A;_Z;_Z
A;ES615;2016;PARC_MEDI_ESTI;4589.756170279;A;_Z;_Z
A;ES615;2015;PARC_MEDI_ESTI;4629.439673575;A;_Z;_Z
A;ES615;2014;PARC_MEDI_ESTI;4358.0993542;A;_Z;_Z
A;ES615;2013;PARC_MEDI_ESTI;4317.37381835;A;_Z;_Z
A;ES615;2012;PARC_MEDI_ESTI;4478.12184323;A;_Z;_Z
A;ES615;2011;PARC_MEDI_ESTI;4391.875090302;A;_Z;_Z
A;ES615;2010;PARC_MEDI_ESTI;5630.7028442;A;_Z;_Z
A;ES615;2009;PARC_MEDI_ESTI;5831.03552722;A;_Z;_Z
A;ES615;2008;PARC_MEDI_ESTI;5843.980764004;A;_Z;_Z
A;ES615;2007;PARC_MEDI_ESTI;5755.060165533;A;_Z;_Z
A;ES616;2020;PARC_MEDI_ESTI;820.807798281;A;_Z;_Z
A;ES616;2019;PARC_MEDI_ESTI;1369.215715076;A;_Z;_Z
A;ES616;2018;PARC_MEDI_ESTI;1345.59598398;A;_Z;_Z
A;ES616;2017;PARC_MEDI_ESTI;1361.98476104;A;_Z;_Z
A;ES616;2016;PARC_MEDI_ESTI;1511.83303885;A;_Z;_Z
A;ES616;2015;PARC_MEDI_ESTI;1541.492166;A;_Z;_Z
A;ES616;2014;PARC_MEDI_ESTI;1433.25759764;A;_Z;_Z
A;ES616;2013;PARC_MEDI_ESTI;1540.90992037;A;_Z;_Z
A;ES616;2012;PARC_MEDI_ESTI;1506.27640974;A;_Z;_Z
A;ES616;2011;PARC_MEDI_ESTI;1296.35610418;A;_Z;_Z
A;ES616;2010;PARC_MEDI_ESTI;1407.70368583;A;_Z;_Z
A;ES616;2009;PARC_MEDI_ESTI;1429.12899009;A;_Z;_Z
A;ES616;2008;PARC_MEDI_ESTI;1449.98316301;A;_Z;_Z
A;ES616;2007;PARC_MEDI_ESTI;1482.81855806;A;_Z;_Z
A;ES617;2020;PARC_MEDI_ESTI;4064.62397091;A;_Z;_Z
A;ES617;2019;PARC_MEDI_ESTI;4871.59253986;A;_Z;_Z
A;ES617;2018;PARC_MEDI_ESTI;4871.100686407;A;_Z;_Z
A;ES617;2017;PARC_MEDI_ESTI;4759.95425778;A;_Z;_Z
A;ES617;2016;PARC_MEDI_ESTI;4833.310022312;A;_Z;_Z
A;ES617;2015;PARC_MEDI_ESTI;4618.32511372;A;_Z;_Z
A;ES617;2014;PARC_MEDI_ESTI;4713.56312427;A;_Z;_Z
A;ES617;2013;PARC_MEDI_ESTI;4787.73745415;A;_Z;_Z
A;ES617;2012;PARC_MEDI_ESTI;4647.814173497;A;_Z;_Z
A;ES617;2011;PARC_MEDI_ESTI;4552.40149288;A;_Z;_Z
A;ES617;2010;PARC_MEDI_ESTI;4493.292629268;A;_Z;_Z
A;ES617;2009;PARC_MEDI_ESTI;4479.999617567;A;_Z;_Z
A;ES617;2008;PARC_MEDI_ESTI;4254.682054077;A;_Z;_Z
A;ES617;2007;PARC_MEDI_ESTI;4095.50098908;A;_Z;_Z
A;ES618;2020;PARC_MEDI_ESTI;421.274613897;A;_Z;_Z
A;ES618;2019;PARC_MEDI_ESTI;775.953774326;A;_Z;_Z
A;ES618;2018;PARC_MEDI_ESTI;679.86716003;A;_Z;_Z
A;ES618;2017;PARC_MEDI_ESTI;651.52309452;A;_Z;_Z
A;ES618;2016;PARC_MEDI_ESTI;514.66380297;A;_Z;_Z
A;ES618;2015;PARC_MEDI_ESTI;544.27716326;A;_Z;_Z
A;ES618;2014;PARC_MEDI_ESTI;627.82908618;A;_Z;_Z
A;ES618;2013;PARC_MEDI_ESTI;403.25680682;A;_Z;_Z
A;ES618;2012;PARC_MEDI_ESTI;396.12598077;A;_Z;_Z
A;ES618;2011;PARC_MEDI_ESTI;393.85022049;A;_Z;_Z
A;ES618;2010;PARC_MEDI_ESTI;449.56143034;A;_Z;_Z
A;ES618;2009;PARC_MEDI_ESTI;541.460713846;A;_Z;_Z
A;ES618;2008;PARC_MEDI_ESTI;1100.17402269;A;_Z;_Z
A;ES618;2007;PARC_MEDI_ESTI;1165.546638455;A;_Z;_Z
A;ES61;2020;PARC_MEDI_ESTI;17462.952601032;A;_Z;_Z
A;ES61;2019;PARC_MEDI_ESTI;22721.713460272;A;_Z;_Z
A;ES61;2018;PARC_MEDI_ESTI;21881.947656808;A;_Z;_Z
A;ES61;2017;PARC_MEDI_ESTI;21704.229453055;A;_Z;_Z
A;ES61;2016;PARC_MEDI_ESTI;23179.236077608;A;_Z;_Z
A;ES61;2015;PARC_MEDI_ESTI;22655.319000195;A;_Z;_Z
A;ES61;2014;PARC_MEDI_ESTI;22356.82046073;A;_Z;_Z
A;ES61;2013;PARC_MEDI_ESTI;22415.48124815;A;_Z;_Z
A;ES61;2012;PARC_MEDI_ESTI;22419.531120354;A;_Z;_Z
A;ES61;2011;PARC_MEDI_ESTI;21539.296125257;A;_Z;_Z
A;ES61;2010;PARC_MEDI_ESTI;22874.487552853;A;_Z;_Z
A;ES61;2009;PARC_MEDI_ESTI;23491.017536956;A;_Z;_Z
A;ES61;2008;PARC_MEDI_ESTI;23827.675950999;A;_Z;_Z
A;ES61;2007;PARC_MEDI_ESTI;24812.079919529;A;_Z;_Z
P;ES611;2021;PARC_MEDI_ESTI;3010.625885348;A;_Z;_Z
P;ES612;2021;PARC_MEDI_ESTI;4647.725789536;A;_Z;_Z
P;ES613;2021;PARC_MEDI_ESTI;968.599343377;A;_Z;_Z
P;ES614;2021;PARC_MEDI_ESTI;2399.346863843;A;_Z;_Z
P;ES615;2021;PARC_MEDI_ESTI;3762.334561017;A;_Z;_Z
P;ES616;2021;PARC_MEDI_ESTI;1087.975144212;A;_Z;_Z
P;ES617;2021;PARC_MEDI_ESTI;4723.621565063;A;_Z;_Z
P;ES618;2021;PARC_MEDI_ESTI;522.092126115;A;_Z;_Z
P;ES61;2021;PARC_MEDI_ESTI;21122.321278511;A;_Z;_Z
A;ES611;2020;PARC_OCUP;248141.067788688;A;_Z;_Z
A;ES611;2019;PARC_OCUP;298326.522184508;A;_Z;_Z
A;ES611;2018;PARC_OCUP;293512.294586;A;_Z;_Z
A;ES611;2017;PARC_OCUP;257816.037338;A;_Z;_Z
A;ES611;2016;PARC_OCUP;242585.765056;A;_Z;_Z
A;ES611;2015;PARC_OCUP;266388.8896995;A;_Z;_Z
A;ES611;2014;PARC_OCUP;251656.2022571;A;_Z;_Z
A;ES611;2013;PARC_OCUP;244977.5306758;A;_Z;_Z
A;ES611;2012;PARC_OCUP;232723.7101208;A;_Z;_Z
A;ES611;2011;PARC_OCUP;255714.7447065;A;_Z;_Z
A;ES611;2010;PARC_OCUP;249160.141342;A;_Z;_Z
A;ES611;2009;PARC_OCUP;235547.5535555;A;_Z;_Z
A;ES611;2008;PARC_OCUP;261548.1882275;A;_Z;_Z
A;ES611;2007;PARC_OCUP;252593.2267109;A;_Z;_Z
A;ES612;2020;PARC_OCUP;331988.235056173;A;_Z;_Z
A;ES612;2019;PARC_OCUP;489938.825131085;A;_Z;_Z
A;ES612;2018;PARC_OCUP;468519.38825;A;_Z;_Z
A;ES612;2017;PARC_OCUP;480052.885898;A;_Z;_Z
A;ES612;2016;PARC_OCUP;465041.63571;A;_Z;_Z
A;ES612;2015;PARC_OCUP;462902.5915893;A;_Z;_Z
A;ES612;2014;PARC_OCUP;437241.5289316;A;_Z;_Z
A;ES612;2013;PARC_OCUP;416531.7520982;A;_Z;_Z
A;ES612;2012;PARC_OCUP;410322.17275;A;_Z;_Z
A;ES612;2011;PARC_OCUP;414920.108076;A;_Z;_Z
A;ES612;2010;PARC_OCUP;400062.294569;A;_Z;_Z
A;ES612;2009;PARC_OCUP;411643.286658;A;_Z;_Z
A;ES612;2008;PARC_OCUP;413270.6114141;A;_Z;_Z
A;ES612;2007;PARC_OCUP;462034.531507;A;_Z;_Z
A;ES613;2020;PARC_OCUP;35176.0;A;_Z;_Z
A;ES613;2019;PARC_OCUP;64383.101018011;A;_Z;_Z
A;ES613;2018;PARC_OCUP;64303.461831;A;_Z;_Z
A;ES613;2017;PARC_OCUP;64021.931344;A;_Z;_Z
A;ES613;2016;PARC_OCUP;64336.553499;A;_Z;_Z
A;ES613;2015;PARC_OCUP;67919.0;A;_Z;_Z
A;ES613;2014;PARC_OCUP;66649.521545;A;_Z;_Z
A;ES613;2013;PARC_OCUP;67519.0;A;_Z;_Z
A;ES613;2012;PARC_OCUP;70739.0;A;_Z;_Z
A;ES613;2011;PARC_OCUP;77112.0;A;_Z;_Z
A;ES613;2010;PARC_OCUP;79804.85964344;A;_Z;_Z
A;ES613;2009;PARC_OCUP;74762.91139241;A;_Z;_Z
A;ES613;2008;PARC_OCUP;78539.5982645;A;_Z;_Z
A;ES613;2007;PARC_OCUP;81392.4699971;A;_Z;_Z
A;ES614;2020;PARC_OCUP;168580.738838976;A;_Z;_Z
A;ES614;2019;PARC_OCUP;262552.231694401;A;_Z;_Z
A;ES614;2018;PARC_OCUP;230888.5113687;A;_Z;_Z
A;ES614;2017;PARC_OCUP;235316.155834;A;_Z;_Z
A;ES614;2016;PARC_OCUP;222663.104361;A;_Z;_Z
A;ES614;2015;PARC_OCUP;197947.535955;A;_Z;_Z
A;ES614;2014;PARC_OCUP;162080.125573;A;_Z;_Z
A;ES614;2013;PARC_OCUP;158211.041137;A;_Z;_Z
A;ES614;2012;PARC_OCUP;173316.13184;A;_Z;_Z
A;ES614;2011;PARC_OCUP;186467.9410732;A;_Z;_Z
A;ES614;2010;PARC_OCUP;198453.181184;A;_Z;_Z
A;ES614;2009;PARC_OCUP;218820.854544;A;_Z;_Z
A;ES614;2008;PARC_OCUP;227952.944336;A;_Z;_Z
A;ES614;2007;PARC_OCUP;200864.946359;A;_Z;_Z
A;ES615;2020;PARC_OCUP;262645.907678368;A;_Z;_Z
A;ES615;2019;PARC_OCUP;394970.247596264;A;_Z;_Z
A;ES615;2018;PARC_OCUP;332815.73072;A;_Z;_Z
A;ES615;2017;PARC_OCUP;311095.48693;A;_Z;_Z
A;ES615;2016;PARC_OCUP;411535.58906;A;_Z;_Z
A;ES615;2015;PARC_OCUP;396562.401418;A;_Z;_Z
A;ES615;2014;PARC_OCUP;390558.0262;A;_Z;_Z
A;ES615;2013;PARC_OCUP;372186.814193;A;_Z;_Z
A;ES615;2012;PARC_OCUP;331334.522779;A;_Z;_Z
A;ES615;2011;PARC_OCUP;330729.074218;A;_Z;_Z
A;ES615;2010;PARC_OCUP;399945.36664;A;_Z;_Z
A;ES615;2009;PARC_OCUP;409127.83159;A;_Z;_Z
A;ES615;2008;PARC_OCUP;397733.4837741;A;_Z;_Z
A;ES615;2007;PARC_OCUP;409166.31205;A;_Z;_Z
A;ES616;2020;PARC_OCUP;58210.584171793;A;_Z;_Z
A;ES616;2019;PARC_OCUP;76498.033433428;A;_Z;_Z
A;ES616;2018;PARC_OCUP;76843.0;A;_Z;_Z
A;ES616;2017;PARC_OCUP;73632.0;A;_Z;_Z
A;ES616;2016;PARC_OCUP;74935.5658387;A;_Z;_Z
A;ES616;2015;PARC_OCUP;72075.494898;A;_Z;_Z
A;ES616;2014;PARC_OCUP;67995.4149262;A;_Z;_Z
A;ES616;2013;PARC_OCUP;66383.722938;A;_Z;_Z
A;ES616;2012;PARC_OCUP;66039.0;A;_Z;_Z
A;ES616;2011;PARC_OCUP;65749.0;A;_Z;_Z
A;ES616;2010;PARC_OCUP;74315.0;A;_Z;_Z
A;ES616;2009;PARC_OCUP;79205.996779;A;_Z;_Z
A;ES616;2008;PARC_OCUP;79154.0;A;_Z;_Z
A;ES616;2007;PARC_OCUP;82995.0;A;_Z;_Z
A;ES617;2020;PARC_OCUP;456654.331537629;A;_Z;_Z
A;ES617;2019;PARC_OCUP;723131.828507824;A;_Z;_Z
A;ES617;2018;PARC_OCUP;707897.09582;A;_Z;_Z
A;ES617;2017;PARC_OCUP;695557.076531;A;_Z;_Z
A;ES617;2016;PARC_OCUP;652223.2317694;A;_Z;_Z
A;ES617;2015;PARC_OCUP;612571.01691;A;_Z;_Z
A;ES617;2014;PARC_OCUP;591800.0148826;A;_Z;_Z
A;ES617;2013;PARC_OCUP;574518.0056798;A;_Z;_Z
A;ES617;2012;PARC_OCUP;560549.709564;A;_Z;_Z
A;ES617;2011;PARC_OCUP;585450.095202;A;_Z;_Z
A;ES617;2010;PARC_OCUP;590623.4987906;A;_Z;_Z
A;ES617;2009;PARC_OCUP;622260.41083;A;_Z;_Z
A;ES617;2008;PARC_OCUP;614237.4471993;A;_Z;_Z
A;ES617;2007;PARC_OCUP;555255.977274;A;_Z;_Z
A;ES618;2020;PARC_OCUP;35026.761699346;A;_Z;_Z
A;ES618;2019;PARC_OCUP;62470.972962797;A;_Z;_Z
A;ES618;2018;PARC_OCUP;55247.93509;A;_Z;_Z
A;ES618;2017;PARC_OCUP;55334.555562;A;_Z;_Z
A;ES618;2016;PARC_OCUP;50380.917456;A;_Z;_Z
A;ES618;2015;PARC_OCUP;51581.339444;A;_Z;_Z
A;ES618;2014;PARC_OCUP;50606.461184;A;_Z;_Z
A;ES618;2013;PARC_OCUP;43116.792427;A;_Z;_Z
A;ES618;2012;PARC_OCUP;27540.2707666;A;_Z;_Z
A;ES618;2011;PARC_OCUP;31025.8906897;A;_Z;_Z
A;ES618;2010;PARC_OCUP;32156.2226352;A;_Z;_Z
A;ES618;2009;PARC_OCUP;50700.9974122;A;_Z;_Z
A;ES618;2008;PARC_OCUP;102953.320476;A;_Z;_Z
A;ES618;2007;PARC_OCUP;110917.5133258;A;_Z;_Z
A;ES61;2020;PARC_OCUP;1596423.626770973;A;_Z;_Z
A;ES61;2019;PARC_OCUP;2372271.762528318;A;_Z;_Z
A;ES61;2018;PARC_OCUP;2230027.4176657;A;_Z;_Z
A;ES61;2017;PARC_OCUP;2172826.129437;A;_Z;_Z
A;ES61;2016;PARC_OCUP;2183702.3627501;A;_Z;_Z
A;ES61;2015;PARC_OCUP;2127948.2699138;A;_Z;_Z
A;ES61;2014;PARC_OCUP;2018587.2954995;A;_Z;_Z
A;ES61;2013;PARC_OCUP;1943444.6591488;A;_Z;_Z
A;ES61;2012;PARC_OCUP;1872564.5178204;A;_Z;_Z
A;ES61;2011;PARC_OCUP;1947168.8539654;A;_Z;_Z
A;ES61;2010;PARC_OCUP;2024520.56480424;A;_Z;_Z
A;ES61;2009;PARC_OCUP;2102069.84276111;A;_Z;_Z
A;ES61;2008;PARC_OCUP;2175389.5936915;A;_Z;_Z
A;ES61;2007;PARC_OCUP;2155219.9772238;A;_Z;_Z
P;ES611;2021;PARC_OCUP;360874.778009074;A;_Z;_Z
P;ES612;2021;PARC_OCUP;533655.971630922;A;_Z;_Z
P;ES613;2021;PARC_OCUP;47070.808222638;A;_Z;_Z
P;ES614;2021;PARC_OCUP;219961.346300895;A;_Z;_Z
P;ES615;2021;PARC_OCUP;395447.923426544;A;_Z;_Z
P;ES616;2021;PARC_OCUP;80154.661503907;A;_Z;_Z
P;ES617;2021;PARC_OCUP;638292.635129723;A;_Z;_Z
P;ES618;2021;PARC_OCUP;51486.511710366;A;_Z;_Z
P;ES61;2021;PARC_OCUP;2326944.635934069;A;_Z;_Z
A;ES611;2020;GRAD_OCUP_PARC;30.777599237063743;A;_Z;_Z
A;ES611;2019;GRAD_OCUP_PARC;30.686663592274083;A;_Z;_Z
A;ES611;2018;GRAD_OCUP_PARC;30.30863186417835;A;_Z;_Z
A;ES611;2017;GRAD_OCUP_PARC;27.287723039240202;A;_Z;_Z
A;ES611;2016;GRAD_OCUP_PARC;25.80779219624267;A;_Z;_Z
A;ES611;2015;GRAD_OCUP_PARC;29.21673054012997;A;_Z;_Z
A;ES611;2014;GRAD_OCUP_PARC;27.045592724676716;A;_Z;_Z
A;ES611;2013;GRAD_OCUP_PARC;25.445096946768217;A;_Z;_Z
A;ES611;2012;GRAD_OCUP_PARC;24.22500928882737;A;_Z;_Z
A;ES611;2011;GRAD_OCUP_PARC;27.108597474937334;A;_Z;_Z
A;ES611;2010;GRAD_OCUP_PARC;26.5164654615741;A;_Z;_Z
A;ES611;2009;GRAD_OCUP_PARC;24.8458219581348;A;_Z;_Z
