D_TEMPORAL_0;D_TERRITORIO_0;D_EDAD_0;D_G102_0;D_SEXO_0;INDICATOR;OBS_VALUE;FREQ
2018;2713;61619;583;3689;Defunciones;766.0;A
2018;2713;61619;583;3690;Defunciones;760.0;A
2018;2713;61619;583;3691;Defunciones;1526.0;A
2018;2713;61620;57731;3689;Defunciones;785.0;A
2018;2713;61620;57731;3690;Defunciones;1127.0;A
2018;2713;61620;57731;3691;Defunciones;1912.0;A
2018;2713;61620;583;3689;Defunciones;785.0;A
2018;2713;61620;583;3690;Defunciones;1127.0;A
2018;2713;61620;583;3691;Defunciones;1912.0;A
2018;2713;61621;57731;3689;Defunciones;454.0;A
2018;2713;61621;57731;3690;Defunciones;783.0;A
2018;2713;61621;57731;3691;Defunciones;1237.0;A
2018;2713;61621;583;3689;Defunciones;454.0;A
2018;2713;61621;583;3690;Defunciones;783.0;A
2018;2713;61621;583;3691;Defunciones;1237.0;A
2018;2713;61622;57731;3689;Defunciones;101.0;A
2018;2713;61622;57731;3690;Defunciones;285.0;A
2018;2713;61622;57731;3691;Defunciones;386.0;A
2018;2713;61622;583;3689;Defunciones;101.0;A
2018;2713;61622;583;3690;Defunciones;285.0;A
2018;2713;61622;583;3691;Defunciones;386.0;A
2018;2713;61623;57731;3689;Defunciones;8.0;A
2018;2713;61623;57731;3690;Defunciones;48.0;A
2018;2713;61623;57731;3691;Defunciones;56.0;A
2018;2713;61623;583;3689;Defunciones;8.0;A
2018;2713;61623;583;3690;Defunciones;48.0;A
2018;2713;61623;583;3691;Defunciones;56.0;A
2018;2713;4306;57731;3689;Defunciones;4263.0;A
2018;2713;4306;57731;3690;Defunciones;4164.0;A
2018;2713;4306;57731;3691;Defunciones;8427.0;A
2018;2713;4306;583;3689;Defunciones;4263.0;A
2018;2713;4306;583;3690;Defunciones;4164.0;A
2018;2713;4306;583;3691;Defunciones;8427.0;A
2018;2797;61611;57731;3689;Defunciones;9.0;A
2018;2797;61611;57731;3690;Defunciones;6.0;A
2018;2797;61611;57731;3691;Defunciones;15.0;A
2018;2797;61611;583;3689;Defunciones;9.0;A
2018;2797;61611;583;3690;Defunciones;6.0;A
2018;2797;61611;583;3691;Defunciones;15.0;A
2018;2797;4172;57731;3689;Defunciones;2.0;A
2018;2797;4172;57731;3690;Defunciones;6.0;A
2018;2797;4172;57731;3691;Defunciones;8.0;A
2018;2797;4172;583;3689;Defunciones;2.0;A
2018;2797;4172;583;3690;Defunciones;6.0;A
2018;2797;4172;583;3691;Defunciones;8.0;A
2018;2797;4191;57731;3689;Defunciones;17.0;A
2018;2797;4191;57731;3690;Defunciones;2.0;A
2018;2797;4191;57731;3691;Defunciones;19.0;A
2018;2797;4191;583;3689;Defunciones;17.0;A
2018;2797;4191;583;3690;Defunciones;2.0;A
2018;2797;4191;583;3691;Defunciones;19.0;A
2018;2797;4210;57731;3689;Defunciones;24.0;A
2018;2797;4210;57731;3690;Defunciones;14.0;A
2018;2797;4210;57731;3691;Defunciones;38.0;A
2018;2797;4210;583;3689;Defunciones;24.0;A
2018;2797;4210;583;3690;Defunciones;14.0;A
2018;2797;4210;583;3691;Defunciones;38.0;A
2018;2797;4235;57731;3689;Defunciones;24.0;A
2018;2797;4235;57731;3690;Defunciones;16.0;A
2018;2797;4235;57731;3691;Defunciones;40.0;A
2018;2797;4235;583;3689;Defunciones;24.0;A
2018;2797;4235;583;3690;Defunciones;16.0;A
2018;2797;4235;583;3691;Defunciones;40.0;A
2018;2797;4305;57731;3689;Defunciones;47.0;A
2018;2797;4305;57731;3690;Defunciones;35.0;A
2018;2797;4305;57731;3691;Defunciones;82.0;A
2018;2797;4305;583;3689;Defunciones;47.0;A
2018;2797;4305;583;3690;Defunciones;35.0;A
2018;2797;4305;583;3691;Defunciones;82.0;A
2018;2797;61613;57731;3689;Defunciones;72.0;A
2018;2797;61613;57731;3690;Defunciones;44.0;A
2018;2797;61613;57731;3691;Defunciones;116.0;A
2018;2797;61613;583;3689;Defunciones;72.0;A
2018;2797;61613;583;3690;Defunciones;44.0;A
2018;2797;61613;583;3691;Defunciones;116.0;A
2018;2797;61614;57731;3689;Defunciones;122.0;A
2018;2797;61614;57731;3690;Defunciones;55.0;A
2018;2797;61614;57731;3691;Defunciones;177.0;A
2018;2797;61614;583;3689;Defunciones;122.0;A
2018;2797;61614;583;3690;Defunciones;55.0;A
2018;2797;61614;583;3691;Defunciones;177.0;A
2018;2797;61615;57731;3689;Defunciones;176.0;A
2018;2797;61615;57731;3690;Defunciones;60.0;A
2018;2797;61615;57731;3691;Defunciones;236.0;A
2018;2797;61615;583;3689;Defunciones;176.0;A
2018;2797;61615;583;3690;Defunciones;60.0;A
2018;2797;61615;583;3691;Defunciones;236.0;A
2018;2797;61616;57731;3689;Defunciones;188.0;A
2018;2797;61616;57731;3690;Defunciones;88.0;A
2018;2797;61616;57731;3691;Defunciones;276.0;A
2018;2797;61616;583;3689;Defunciones;188.0;A
2018;2797;61616;583;3690;Defunciones;88.0;A
2018;2797;61616;583;3691;Defunciones;276.0;A
2018;2797;61617;57731;3689;Defunciones;279.0;A
2018;2797;61617;57731;3690;Defunciones;121.0;A
2018;2797;61617;57731;3691;Defunciones;400.0;A
2018;2797;61617;583;3689;Defunciones;279.0;A
2018;2797;61617;583;3690;Defunciones;121.0;A
2018;2797;61617;583;3691;Defunciones;400.0;A
2018;2797;61618;57731;3689;Defunciones;282.0;A
2018;2797;61618;57731;3690;Defunciones;222.0;A
2018;2797;61618;57731;3691;Defunciones;504.0;A
2018;2797;61618;583;3689;Defunciones;282.0;A
2018;2797;61618;583;3690;Defunciones;222.0;A
2018;2797;61618;583;3691;Defunciones;504.0;A
2018;2797;61619;57731;3689;Defunciones;380.0;A
2018;2797;61619;57731;3690;Defunciones;430.0;A
2018;2797;61619;57731;3691;Defunciones;810.0;A
2018;2797;61619;583;3689;Defunciones;380.0;A
2018;2797;61619;583;3690;Defunciones;430.0;A
2018;2797;61619;583;3691;Defunciones;810.0;A
2018;2797;61620;57731;3689;Defunciones;428.0;A
2018;2797;61620;57731;3690;Defunciones;559.0;A
2018;2797;61620;57731;3691;Defunciones;987.0;A
2018;2797;61620;583;3689;Defunciones;428.0;A
2018;2797;61620;583;3690;Defunciones;559.0;A
2018;2797;61620;583;3691;Defunciones;987.0;A
2018;2797;61621;57731;3689;Defunciones;221.0;A
2018;2797;61621;57731;3690;Defunciones;374.0;A
2018;2797;61621;57731;3691;Defunciones;595.0;A
2018;2797;61621;583;3689;Defunciones;221.0;A
2018;2797;61621;583;3690;Defunciones;374.0;A
2018;2797;61621;583;3691;Defunciones;595.0;A
2018;2797;61622;57731;3689;Defunciones;58.0;A
2018;2797;61622;57731;3690;Defunciones;144.0;A
2018;2797;61622;57731;3691;Defunciones;202.0;A
2018;2797;61622;583;3689;Defunciones;58.0;A
2018;2797;61622;583;3690;Defunciones;144.0;A
2018;2797;61622;583;3691;Defunciones;202.0;A
2018;2797;61623;57731;3690;Defunciones;33.0;A
2018;2797;61623;57731;3691;Defunciones;33.0;A
2018;2797;61623;583;3690;Defunciones;33.0;A
2018;2797;61623;583;3691;Defunciones;33.0;A
2018;2797;4306;57731;3689;Defunciones;2329.0;A
2018;2797;4306;57731;3690;Defunciones;2209.0;A
2018;2797;4306;57731;3691;Defunciones;4538.0;A
2018;2797;4306;583;3689;Defunciones;2329.0;A
2018;2797;4306;583;3690;Defunciones;2209.0;A
2018;2797;4306;583;3691;Defunciones;4538.0;A
2018;2911;61611;57731;3689;Defunciones;6.0;A
2018;2911;61611;57731;3690;Defunciones;4.0;A
2018;2911;61611;57731;3691;Defunciones;10.0;A
2018;2911;61611;583;3689;Defunciones;6.0;A
2018;2911;61611;583;3690;Defunciones;4.0;A
2018;2911;61611;583;3691;Defunciones;10.0;A
2018;2911;4172;57731;3689;Defunciones;1.0;A
2018;2911;4172;57731;3690;Defunciones;2.0;A
2018;2911;4172;57731;3691;Defunciones;3.0;A
2018;2911;4172;583;3689;Defunciones;1.0;A
2018;2911;4172;583;3690;Defunciones;2.0;A
2018;2911;4172;583;3691;Defunciones;3.0;A
2018;2911;4191;57731;3689;Defunciones;29.0;A
2018;2911;4191;57731;3690;Defunciones;7.0;A
2018;2911;4191;57731;3691;Defunciones;36.0;A
2018;2911;4191;583;3689;Defunciones;29.0;A
2018;2911;4191;583;3690;Defunciones;7.0;A
2018;2911;4191;583;3691;Defunciones;36.0;A
2018;2911;4210;57731;3689;Defunciones;29.0;A
2018;2911;4210;57731;3690;Defunciones;10.0;A
2018;2911;4210;57731;3691;Defunciones;39.0;A
2018;2911;4210;583;3689;Defunciones;29.0;A
2018;2911;4210;583;3690;Defunciones;10.0;A
2018;2911;4210;583;3691;Defunciones;39.0;A
2018;2911;4235;57731;3689;Defunciones;34.0;A
2018;2911;4235;57731;3690;Defunciones;16.0;A
2018;2911;4235;57731;3691;Defunciones;50.0;A
2018;2911;4235;583;3689;Defunciones;34.0;A
2018;2911;4235;583;3690;Defunciones;16.0;A
2018;2911;4235;583;3691;Defunciones;50.0;A
2018;2911;4305;57731;3689;Defunciones;58.0;A
2018;2911;4305;57731;3690;Defunciones;30.0;A
2018;2911;4305;57731;3691;Defunciones;88.0;A
2018;2911;4305;583;3689;Defunciones;58.0;A
2018;2911;4305;583;3690;Defunciones;30.0;A
2018;2911;4305;583;3691;Defunciones;88.0;A
2018;2911;61613;57731;3689;Defunciones;86.0;A
2018;2911;61613;57731;3690;Defunciones;56.0;A
2018;2911;61613;57731;3691;Defunciones;142.0;A
2018;2911;61613;583;3689;Defunciones;86.0;A
2018;2911;61613;583;3690;Defunciones;56.0;A
2018;2911;61613;583;3691;Defunciones;142.0;A
2018;2911;61614;57731;3689;Defunciones;167.0;A
2018;2911;61614;57731;3690;Defunciones;60.0;A
2018;2911;61614;57731;3691;Defunciones;227.0;A
2018;2911;61614;583;3689;Defunciones;167.0;A
2018;2911;61614;583;3690;Defunciones;60.0;A
2018;2911;61614;583;3691;Defunciones;227.0;A
2018;2911;61615;57731;3689;Defunciones;213.0;A
2018;2911;61615;57731;3690;Defunciones;83.0;A
2018;2911;61615;57731;3691;Defunciones;296.0;A
2018;2911;61615;583;3689;Defunciones;213.0;A
2018;2911;61615;583;3690;Defunciones;83.0;A
2018;2911;61615;583;3691;Defunciones;296.0;A
2018;2911;61616;57731;3689;Defunciones;222.0;A
2018;2911;61616;57731;3690;Defunciones;80.0;A
2018;2911;61616;57731;3691;Defunciones;302.0;A
2018;2911;61616;583;3689;Defunciones;222.0;A
2018;2911;61616;583;3690;Defunciones;80.0;A
2018;2911;61616;583;3691;Defunciones;302.0;A
2018;2911;61617;57731;3689;Defunciones;314.0;A
2018;2911;61617;57731;3690;Defunciones;177.0;A
2018;2911;61617;57731;3691;Defunciones;491.0;A
2018;2911;61617;583;3689;Defunciones;314.0;A
2018;2911;61617;583;3690;Defunciones;177.0;A
2018;2911;61617;583;3691;Defunciones;491.0;A
2018;2911;61618;57731;3689;Defunciones;362.0;A
2018;2911;61618;57731;3690;Defunciones;302.0;A
2018;2911;61618;57731;3691;Defunciones;664.0;A
2018;2911;61618;583;3689;Defunciones;362.0;A
2018;2911;61618;583;3690;Defunciones;302.0;A
2018;2911;61618;583;3691;Defunciones;664.0;A
2018;2911;61619;57731;3689;Defunciones;666.0;A
2018;2911;61619;57731;3690;Defunciones;651.0;A
2018;2911;61619;57731;3691;Defunciones;1317.0;A
2018;2911;61619;583;3689;Defunciones;666.0;A
2018;2911;61619;583;3690;Defunciones;651.0;A
2018;2911;61619;583;3691;Defunciones;1317.0;A
2018;2911;61620;57731;3689;Defunciones;754.0;A
2018;2911;61620;57731;3690;Defunciones;944.0;A
2018;2911;61620;57731;3691;Defunciones;1698.0;A
2018;2911;61620;583;3689;Defunciones;754.0;A
2018;2911;61620;583;3690;Defunciones;944.0;A
2018;2911;61620;583;3691;Defunciones;1698.0;A
2018;2911;61621;57731;3689;Defunciones;392.0;A
2018;2911;61621;57731;3690;Defunciones;701.0;A
2018;2911;61621;57731;3691;Defunciones;1093.0;A
2018;2911;61621;583;3689;Defunciones;392.0;A
2018;2911;61621;583;3690;Defunciones;701.0;A
2018;2911;61621;583;3691;Defunciones;1093.0;A
2018;2911;61622;57731;3689;Defunciones;115.0;A
2018;2911;61622;57731;3690;Defunciones;249.0;A
2018;2911;61622;57731;3691;Defunciones;364.0;A
2018;2911;61622;583;3689;Defunciones;115.0;A
2018;2911;61622;583;3690;Defunciones;249.0;A
2018;2911;61622;583;3691;Defunciones;364.0;A
2018;2911;61623;57731;3689;Defunciones;10.0;A
2018;2911;61623;57731;3690;Defunciones;46.0;A
2018;2911;61623;57731;3691;Defunciones;56.0;A
2018;2911;61623;583;3689;Defunciones;10.0;A
2018;2911;61623;583;3690;Defunciones;46.0;A
2018;2911;61623;583;3691;Defunciones;56.0;A
2018;2911;4306;57731;3689;Defunciones;3458.0;A
2018;2911;4306;57731;3690;Defunciones;3418.0;A
2018;2911;4306;57731;3691;Defunciones;6876.0;A
2018;2911;4306;583;3689;Defunciones;3458.0;A
2018;2911;4306;583;3690;Defunciones;3418.0;A
2018;2911;4306;583;3691;Defunciones;6876.0;A
2018;3023;61611;57731;3689;Defunciones;19.0;A
2018;3023;61611;57731;3690;Defunciones;16.0;A
2018;3023;61611;57731;3691;Defunciones;35.0;A
2018;3023;61611;583;3689;Defunciones;19.0;A
2018;3023;61611;583;3690;Defunciones;16.0;A
2018;3023;61611;583;3691;Defunciones;35.0;A
2018;3023;4172;57731;3689;Defunciones;13.0;A
2018;3023;4172;57731;3690;Defunciones;15.0;A
2018;3023;4172;57731;3691;Defunciones;28.0;A
2018;3023;4172;583;3689;Defunciones;13.0;A
2018;3023;4172;583;3690;Defunciones;15.0;A
2018;3023;4172;583;3691;Defunciones;28.0;A
2018;3023;4191;57731;3689;Defunciones;44.0;A
2018;3023;4191;57731;3690;Defunciones;22.0;A
2018;3023;4191;57731;3691;Defunciones;66.0;A
2018;3023;4191;583;3689;Defunciones;44.0;A
2018;3023;4191;583;3690;Defunciones;22.0;A
2018;3023;4191;583;3691;Defunciones;66.0;A
2018;3023;4210;57731;3689;Defunciones;70.0;A
2018;3023;4210;57731;3690;Defunciones;39.0;A
2018;3023;4210;57731;3691;Defunciones;109.0;A
2018;3023;4210;583;3689;Defunciones;70.0;A
2018;3023;4210;583;3690;Defunciones;39.0;A
2018;3023;4210;583;3691;Defunciones;109.0;A
2018;3023;4235;57731;3689;Defunciones;79.0;A
2018;3023;4235;57731;3690;Defunciones;40.0;A
2018;3023;4235;57731;3691;Defunciones;119.0;A
2018;3023;4235;583;3689;Defunciones;79.0;A
2018;3023;4235;583;3690;Defunciones;40.0;A
2018;3023;4235;583;3691;Defunciones;119.0;A
2018;3023;4305;57731;3689;Defunciones;138.0;A
2018;3023;4305;57731;3690;Defunciones;82.0;A
2018;3023;4305;57731;3691;Defunciones;220.0;A
2018;3023;4305;583;3689;Defunciones;138.0;A
2018;3023;4305;583;3690;Defunciones;82.0;A
2018;3023;4305;583;3691;Defunciones;220.0;A
2018;3023;61613;57731;3689;Defunciones;245.0;A
2018;3023;61613;57731;3690;Defunciones;123.0;A
2018;3023;61613;57731;3691;Defunciones;368.0;A
2018;3023;61613;583;3689;Defunciones;245.0;A
2018;3023;61613;583;3690;Defunciones;123.0;A
2018;3023;61613;583;3691;Defunciones;368.0;A
2018;3023;61614;57731;3689;Defunciones;371.0;A
2018;3023;61614;57731;3690;Defunciones;168.0;A
2018;3023;61614;57731;3691;Defunciones;539.0;A
2018;3023;61614;583;3689;Defunciones;371.0;A
2018;3023;61614;583;3690;Defunciones;168.0;A
2018;3023;61614;583;3691;Defunciones;539.0;A
2018;3023;61615;57731;3689;Defunciones;490.0;A
2018;3023;61615;57731;3690;Defunciones;233.0;A
2018;3023;61615;57731;3691;Defunciones;723.0;A
2018;3023;61615;583;3689;Defunciones;490.0;A
2018;3023;61615;583;3690;Defunciones;233.0;A
2018;3023;61615;583;3691;Defunciones;723.0;A
2018;3023;61616;57731;3689;Defunciones;581.0;A
2018;3023;61616;57731;3690;Defunciones;334.0;A
2018;3023;61616;57731;3691;Defunciones;915.0;A
2018;3023;61616;583;3689;Defunciones;581.0;A
2018;3023;61616;583;3690;Defunciones;334.0;A
2018;3023;61616;583;3691;Defunciones;915.0;A
2018;3023;61617;57731;3689;Defunciones;854.0;A
2018;3023;61617;57731;3690;Defunciones;448.0;A
2018;3023;61617;57731;3691;Defunciones;1302.0;A
2018;3023;61617;583;3689;Defunciones;854.0;A
2018;3023;61617;583;3690;Defunciones;448.0;A
2018;3023;61617;583;3691;Defunciones;1302.0;A
2018;3023;61618;57731;3689;Defunciones;961.0;A
2018;3023;61618;57731;3690;Defunciones;704.0;A
2018;3023;61618;57731;3691;Defunciones;1665.0;A
2018;3023;61618;583;3689;Defunciones;961.0;A
2018;3023;61618;583;3690;Defunciones;704.0;A
2018;3023;61618;583;3691;Defunciones;1665.0;A
2018;3023;61619;57731;3689;Defunciones;1282.0;A
2018;3023;61619;57731;3690;Defunciones;1160.0;A
2018;3023;61619;57731;3691;Defunciones;2442.0;A
2018;3023;61619;583;3689;Defunciones;1282.0;A
2018;3023;61619;583;3690;Defunciones;1160.0;A
2018;3023;61619;583;3691;Defunciones;2442.0;A
2018;3023;61620;57731;3689;Defunciones;1121.0;A
2018;3023;61620;57731;3690;Defunciones;1442.0;A
2018;3023;61620;57731;3691;Defunciones;2563.0;A
2018;3023;61620;583;3689;Defunciones;1121.0;A
2018;3023;61620;583;3690;Defunciones;1442.0;A
2018;3023;61620;583;3691;Defunciones;2563.0;A
2018;3023;61621;57731;3689;Defunciones;527.0;A
2018;3023;61621;57731;3690;Defunciones;1087.0;A
2018;3023;61621;57731;3691;Defunciones;1614.0;A
2018;3023;61621;583;3689;Defunciones;527.0;A
2018;3023;61621;583;3690;Defunciones;1087.0;A
2018;3023;61621;583;3691;Defunciones;1614.0;A
2018;3023;61622;57731;3689;Defunciones;149.0;A
2018;3023;61622;57731;3690;Defunciones;389.0;A
2018;3023;61622;57731;3691;Defunciones;538.0;A
2018;3023;61622;583;3689;Defunciones;149.0;A
2018;3023;61622;583;3690;Defunciones;389.0;A
2018;3023;61622;583;3691;Defunciones;538.0;A
2018;3023;61623;57731;3689;Defunciones;14.0;A
2018;3023;61623;57731;3690;Defunciones;63.0;A
2018;3023;61623;57731;3691;Defunciones;77.0;A
2018;3023;61623;583;3689;Defunciones;14.0;A
2018;3023;61623;583;3690;Defunciones;63.0;A
2018;3023;61623;583;3691;Defunciones;77.0;A
2018;3023;4306;57731;3689;Defunciones;6958.0;A
2018;3023;4306;57731;3690;Defunciones;6365.0;A
2018;3023;4306;57731;3691;Defunciones;13323.0;A
2018;3023;4306;583;3689;Defunciones;6958.0;A
2018;3023;4306;583;3690;Defunciones;6365.0;A
2018;3023;4306;583;3691;Defunciones;13323.0;A
2018;3142;61611;57731;3689;Defunciones;31.0;A
2018;3142;61611;57731;3690;Defunciones;27.0;A
2018;3142;61611;57731;3691;Defunciones;58.0;A
2018;3142;61611;583;3689;Defunciones;31.0;A
2018;3142;61611;583;3690;Defunciones;27.0;A
2018;3142;61611;583;3691;Defunciones;58.0;A
2018;3142;4172;57731;3689;Defunciones;18.0;A
2018;3142;4172;57731;3690;Defunciones;11.0;A
2018;3142;4172;57731;3691;Defunciones;29.0;A
2018;3142;4172;583;3689;Defunciones;18.0;A
2018;3142;4172;583;3690;Defunciones;11.0;A
2018;3142;4172;583;3691;Defunciones;29.0;A
2018;3142;4191;57731;3689;Defunciones;52.0;A
2018;3142;4191;57731;3690;Defunciones;25.0;A
2018;3142;4191;57731;3691;Defunciones;77.0;A
2018;3142;4191;583;3689;Defunciones;52.0;A
2018;3142;4191;583;3690;Defunciones;25.0;A
2018;3142;4191;583;3691;Defunciones;77.0;A
2018;3142;4210;57731;3689;Defunciones;78.0;A
2018;3142;4210;57731;3690;Defunciones;42.0;A
2018;3142;4210;57731;3691;Defunciones;120.0;A
2018;3142;4210;583;3689;Defunciones;78.0;A
2018;3142;4210;583;3690;Defunciones;42.0;A
2018;3142;4210;583;3691;Defunciones;120.0;A
2018;3142;4235;57731;3689;Defunciones;74.0;A
2018;3142;4235;57731;3690;Defunciones;59.0;A
2018;3142;4235;57731;3691;Defunciones;133.0;A
2018;3142;4235;583;3689;Defunciones;74.0;A
2018;3142;4235;583;3690;Defunciones;59.0;A
2018;3142;4235;583;3691;Defunciones;133.0;A
2018;3142;4305;57731;3689;Defunciones;192.0;A
2018;3142;4305;57731;3690;Defunciones;81.0;A
2018;3142;4305;57731;3691;Defunciones;273.0;A
2018;3142;4305;583;3689;Defunciones;192.0;A
2018;3142;4305;583;3690;Defunciones;81.0;A
2018;3142;4305;583;3691;Defunciones;273.0;A
2018;3142;61613;57731;3689;Defunciones;314.0;A
2018;3142;61613;57731;3690;Defunciones;157.0;A
2018;3142;61613;57731;3691;Defunciones;471.0;A
2018;3142;61613;583;3689;Defunciones;314.0;A
2018;3142;61613;583;3690;Defunciones;157.0;A
2018;3142;61613;583;3691;Defunciones;471.0;A
2018;3142;61614;57731;3689;Defunciones;451.0;A
2018;3142;61614;57731;3690;Defunciones;194.0;A
2018;3142;61614;57731;3691;Defunciones;645.0;A
2018;3142;61614;583;3689;Defunciones;451.0;A
2018;3142;61614;583;3690;Defunciones;194.0;A
2018;3142;61614;583;3691;Defunciones;645.0;A
2018;3142;61615;57731;3689;Defunciones;536.0;A
2018;3142;61615;57731;3690;Defunciones;247.0;A
2018;3142;61615;57731;3691;Defunciones;783.0;A
2018;3142;61615;583;3689;Defunciones;536.0;A
2018;3142;61615;583;3690;Defunciones;247.0;A
2018;3142;61615;583;3691;Defunciones;783.0;A
2018;3142;61616;57731;3689;Defunciones;670.0;A
2018;3142;61616;57731;3690;Defunciones;283.0;A
2018;3142;61616;57731;3691;Defunciones;953.0;A
2018;3142;61616;583;3689;Defunciones;670.0;A
2018;3142;61616;583;3690;Defunciones;283.0;A
2018;3142;61616;583;3691;Defunciones;953.0;A
2018;3142;61617;57731;3689;Defunciones;979.0;A
2018;3142;61617;57731;3690;Defunciones;515.0;A
2018;3142;61617;57731;3691;Defunciones;1494.0;A
2018;3142;61617;583;3689;Defunciones;979.0;A
2018;3142;61617;583;3690;Defunciones;515.0;A
2018;3142;61617;583;3691;Defunciones;1494.0;A
2018;3142;61618;57731;3689;Defunciones;1051.0;A
2018;3142;61618;57731;3690;Defunciones;752.0;A
2018;3142;61618;57731;3691;Defunciones;1803.0;A
2018;3142;61618;583;3689;Defunciones;1051.0;A
2018;3142;61618;583;3690;Defunciones;752.0;A
2018;3142;61618;583;3691;Defunciones;1803.0;A
2018;3142;61619;57731;3689;Defunciones;1424.0;A
2018;3142;61619;57731;3690;Defunciones;1367.0;A
2018;3142;61619;57731;3691;Defunciones;2791.0;A
2018;3142;61619;583;3689;Defunciones;1424.0;A
2018;3142;61619;583;3690;Defunciones;1367.0;A
2018;3142;61619;583;3691;Defunciones;2791.0;A
2018;3142;61620;57731;3689;Defunciones;1315.0;A
2018;3142;61620;57731;3690;Defunciones;1974.0;A
2018;3142;61620;57731;3691;Defunciones;3289.0;A
2018;3142;61620;583;3689;Defunciones;1315.0;A
2018;3142;61620;583;3690;Defunciones;1974.0;A
2018;3142;61620;583;3691;Defunciones;3289.0;A
2018;3142;61621;57731;3689;Defunciones;632.0;A
2018;3142;61621;57731;3690;Defunciones;1428.0;A
2018;3142;61621;57731;3691;Defunciones;2060.0;A
2018;3142;61621;583;3689;Defunciones;632.0;A
2018;3142;61621;583;3690;Defunciones;1428.0;A
2018;3142;61621;583;3691;Defunciones;2060.0;A
2018;3142;61622;57731;3689;Defunciones;151.0;A
2018;3142;61622;57731;3690;Defunciones;552.0;A
2018;3142;61622;57731;3691;Defunciones;703.0;A
2018;3142;61622;583;3689;Defunciones;151.0;A
2018;3142;61622;583;3690;Defunciones;552.0;A
2018;3142;61622;583;3691;Defunciones;703.0;A
2018;3142;61623;57731;3689;Defunciones;25.0;A
2018;3142;61623;57731;3690;Defunciones;85.0;A
2018;3142;61623;57731;3691;Defunciones;110.0;A
2018;3142;61623;583;3689;Defunciones;25.0;A
2018;3142;61623;583;3690;Defunciones;85.0;A
2018;3142;61623;583;3691;Defunciones;110.0;A
2018;3142;4306;57731;3689;Defunciones;7993.0;A
2018;3142;4306;57731;3690;Defunciones;7799.0;A
2018;3142;4306;57731;3691;Defunciones;15792.0;A
2018;3142;4306;583;3689;Defunciones;7993.0;A
2018;3142;4306;583;3690;Defunciones;7799.0;A
2018;3142;4306;583;3691;Defunciones;15792.0;A
2017;3143;61611;57731;3689;Defunciones;134.0;A
2017;3143;61611;57731;3690;Defunciones;99.0;A
2017;3143;61611;57731;3691;Defunciones;233.0;A
2017;3143;61611;583;3689;Defunciones;134.0;A
2017;3143;61611;583;3690;Defunciones;99.0;A
2017;3143;61611;583;3691;Defunciones;233.0;A
2017;3143;4172;57731;3689;Defunciones;72.0;A
2017;3143;4172;57731;3690;Defunciones;48.0;A
2017;3143;4172;57731;3691;Defunciones;120.0;A
2017;3143;4172;583;3689;Defunciones;72.0;A
2017;3143;4172;583;3690;Defunciones;48.0;A
2017;3143;4172;583;3691;Defunciones;120.0;A
2017;3143;4191;57731;3689;Defunciones;225.0;A
2017;3143;4191;57731;3690;Defunciones;110.0;A
2017;3143;4191;57731;3691;Defunciones;335.0;A
2017;3143;4191;583;3689;Defunciones;225.0;A
2017;3143;4191;583;3690;Defunciones;110.0;A
2017;3143;4191;583;3691;Defunciones;335.0;A
2017;3143;4210;57731;3689;Defunciones;430.0;A
2017;3143;4210;57731;3690;Defunciones;229.0;A
2017;3143;4210;57731;3691;Defunciones;659.0;A
2017;3143;4210;583;3689;Defunciones;430.0;A
2017;3143;4210;583;3690;Defunciones;229.0;A
2017;3143;4210;583;3691;Defunciones;659.0;A
2017;3143;4235;57731;3689;Defunciones;393.0;A
2017;3143;4235;57731;3690;Defunciones;254.0;A
2017;3143;4235;57731;3691;Defunciones;647.0;A
2017;3143;4235;583;3689;Defunciones;393.0;A
2017;3143;4235;583;3690;Defunciones;254.0;A
2017;3143;4235;583;3691;Defunciones;647.0;A
2017;3143;4305;57731;3689;Defunciones;789.0;A
2017;3143;4305;57731;3690;Defunciones;384.0;A
2017;3143;4305;57731;3691;Defunciones;1173.0;A
2017;3143;4305;583;3689;Defunciones;789.0;A
2017;3143;4305;583;3690;Defunciones;384.0;A
2017;3143;4305;583;3691;Defunciones;1173.0;A
2017;3143;61613;57731;3689;Defunciones;1419.0;A
2017;3143;61613;57731;3690;Defunciones;639.0;A
2017;3143;61613;57731;3691;Defunciones;2058.0;A
2017;3143;61613;583;3689;Defunciones;1419.0;A
2017;3143;61613;583;3690;Defunciones;639.0;A
2017;3143;61613;583;3691;Defunciones;2058.0;A
2017;3143;61614;57731;3689;Defunciones;1871.0;A
2017;3143;61614;57731;3690;Defunciones;858.0;A
2017;3143;61614;57731;3691;Defunciones;2729.0;A
2017;3143;61614;583;3689;Defunciones;1871.0;A
2017;3143;61614;583;3690;Defunciones;858.0;A
2017;3143;61614;583;3691;Defunciones;2729.0;A
2017;3143;61615;57731;3689;Defunciones;2284.0;A
2017;3143;61615;57731;3690;Defunciones;1049.0;A
2017;3143;61615;57731;3691;Defunciones;3333.0;A
2017;3143;61615;583;3689;Defunciones;2284.0;A
2017;3143;61615;583;3690;Defunciones;1049.0;A
2017;3143;61615;583;3691;Defunciones;3333.0;A
2017;3143;61616;57731;3689;Defunciones;2986.0;A
2017;3143;61616;57731;3690;Defunciones;1413.0;A
2017;3143;61616;57731;3691;Defunciones;4399.0;A
2017;3143;61616;583;3689;Defunciones;2986.0;A
