D_TEMPORAL_0;D_CIE10_0;D_TERRITORIO_0;D_SEXO_0;INDICATOR;OBS_VALUE;FREQ
2018;56669;3143;3689;Defunciones;4838.0;A
2018;56669;3143;3690;Defunciones;3537.0;A
2018;56669;2352;3691;Defunciones;679.0;A
2018;56669;2352;3689;Defunciones;386.0;A
2018;56669;2352;3690;Defunciones;293.0;A
2018;56669;2402;3691;Defunciones;1100.0;A
2018;56669;2402;3689;Defunciones;669.0;A
2018;56669;2402;3690;Defunciones;431.0;A
2018;56669;2482;3691;Defunciones;984.0;A
2018;56669;2482;3689;Defunciones;566.0;A
2018;56669;2482;3690;Defunciones;418.0;A
2018;56669;2713;3691;Defunciones;1036.0;A
2018;56669;2713;3689;Defunciones;606.0;A
2018;56669;2713;3690;Defunciones;430.0;A
2018;56669;2797;3691;Defunciones;437.0;A
2018;56669;2797;3689;Defunciones;237.0;A
2018;56669;2797;3690;Defunciones;200.0;A
2018;56669;2911;3691;Defunciones;954.0;A
2018;56669;2911;3689;Defunciones;514.0;A
2018;56669;2911;3690;Defunciones;440.0;A
2018;56669;3023;3691;Defunciones;1423.0;A
2018;56669;3023;3689;Defunciones;825.0;A
2018;56669;3023;3690;Defunciones;598.0;A
2018;56669;3142;3691;Defunciones;1762.0;A
2018;56669;3142;3689;Defunciones;1035.0;A
2018;56669;3142;3690;Defunciones;727.0;A
2018;56737;3143;3691;Defunciones;4028.0;A
2018;56737;3143;3689;Defunciones;2171.0;A
2018;56737;3143;3690;Defunciones;1857.0;A
2018;56737;2352;3691;Defunciones;324.0;A
2018;56737;2352;3689;Defunciones;184.0;A
2018;56737;2352;3690;Defunciones;140.0;A
2018;56737;2402;3691;Defunciones;570.0;A
2018;56737;2402;3689;Defunciones;318.0;A
2018;56737;2402;3690;Defunciones;252.0;A
2018;56737;2482;3691;Defunciones;464.0;A
2018;56737;2482;3689;Defunciones;247.0;A
2018;56737;2482;3690;Defunciones;217.0;A
2018;56737;2713;3691;Defunciones;457.0;A
2018;56737;2713;3689;Defunciones;254.0;A
2018;56737;2713;3690;Defunciones;203.0;A
2018;56737;2797;3691;Defunciones;291.0;A
2018;56737;2797;3689;Defunciones;166.0;A
2018;56737;2797;3690;Defunciones;125.0;A
2018;56737;2911;3691;Defunciones;405.0;A
2018;56737;2911;3689;Defunciones;208.0;A
2018;56737;2911;3690;Defunciones;197.0;A
2018;56737;3023;3691;Defunciones;652.0;A
2018;56737;3023;3689;Defunciones;353.0;A
2018;56737;3023;3690;Defunciones;299.0;A
2018;56737;3142;3691;Defunciones;865.0;A
2018;56737;3142;3689;Defunciones;441.0;A
2018;56737;3142;3690;Defunciones;424.0;A
2018;56805;3143;3691;Defunciones;304.0;A
2018;56805;3143;3689;Defunciones;116.0;A
2018;56805;3143;3690;Defunciones;188.0;A
2018;56805;2352;3691;Defunciones;15.0;A
2018;56805;2352;3689;Defunciones;4.0;A
2018;56805;2352;3690;Defunciones;11.0;A
2018;56805;2402;3691;Defunciones;71.0;A
2018;56805;2402;3689;Defunciones;33.0;A
2018;56805;2402;3690;Defunciones;38.0;A
2018;56805;2482;3691;Defunciones;21.0;A
2018;56805;2482;3689;Defunciones;10.0;A
2018;56805;2482;3690;Defunciones;11.0;A
2018;56805;2713;3691;Defunciones;43.0;A
2018;56805;2713;3689;Defunciones;14.0;A
2018;56805;2713;3690;Defunciones;29.0;A
2018;56805;2797;3691;Defunciones;23.0;A
2018;56805;2797;3689;Defunciones;9.0;A
2018;56805;2797;3690;Defunciones;14.0;A
2018;56805;2911;3691;Defunciones;30.0;A
2018;56805;2911;3689;Defunciones;11.0;A
2018;56805;2911;3690;Defunciones;19.0;A
2018;56805;3023;3691;Defunciones;61.0;A
2018;56805;3023;3689;Defunciones;21.0;A
2018;56805;3023;3690;Defunciones;40.0;A
2018;56805;3142;3691;Defunciones;40.0;A
2018;56805;3142;3689;Defunciones;14.0;A
2018;56805;3142;3690;Defunciones;26.0;A
2018;56873;3143;3691;Defunciones;882.0;A
2018;56873;3143;3689;Defunciones;307.0;A
2018;56873;3143;3690;Defunciones;575.0;A
2018;56873;2352;3691;Defunciones;61.0;A
2018;56873;2352;3689;Defunciones;24.0;A
2018;56873;2352;3690;Defunciones;37.0;A
2018;56873;2402;3691;Defunciones;130.0;A
2018;56873;2402;3689;Defunciones;48.0;A
2018;56873;2402;3690;Defunciones;82.0;A
2018;56873;2482;3691;Defunciones;99.0;A
2018;56873;2482;3689;Defunciones;29.0;A
2018;56873;2482;3690;Defunciones;70.0;A
2018;56873;2713;3691;Defunciones;117.0;A
2018;56873;2713;3689;Defunciones;41.0;A
2018;56873;2713;3690;Defunciones;76.0;A
2018;56873;2797;3691;Defunciones;63.0;A
2018;56873;2797;3689;Defunciones;21.0;A
2018;56873;2797;3690;Defunciones;42.0;A
2018;56873;2911;3691;Defunciones;126.0;A
2018;56873;2911;3689;Defunciones;42.0;A
2018;56873;2911;3690;Defunciones;84.0;A
2018;56873;3023;3691;Defunciones;125.0;A
2018;56873;3023;3689;Defunciones;40.0;A
2018;56873;3023;3690;Defunciones;85.0;A
2018;56873;3142;3691;Defunciones;161.0;A
2018;56873;3142;3689;Defunciones;62.0;A
2018;56873;3142;3690;Defunciones;99.0;A
2018;56947;3143;3691;Defunciones;2360.0;A
2018;56947;3143;3689;Defunciones;1011.0;A
2018;56947;3143;3690;Defunciones;1349.0;A
2018;56947;2352;3691;Defunciones;188.0;A
2018;56947;2352;3689;Defunciones;86.0;A
2018;56947;2352;3690;Defunciones;102.0;A
2018;56947;2402;3691;Defunciones;366.0;A
2018;56947;2402;3689;Defunciones;157.0;A
2018;56947;2402;3690;Defunciones;209.0;A
2018;56947;2482;3691;Defunciones;224.0;A
2018;56947;2482;3689;Defunciones;104.0;A
2018;56947;2482;3690;Defunciones;120.0;A
2018;56947;2713;3691;Defunciones;320.0;A
2018;56947;2713;3689;Defunciones;130.0;A
2018;56947;2713;3690;Defunciones;190.0;A
2018;56947;2797;3691;Defunciones;152.0;A
2018;56947;2797;3689;Defunciones;60.0;A
2018;56947;2797;3690;Defunciones;92.0;A
2018;56947;2911;3691;Defunciones;216.0;A
2018;56947;2911;3689;Defunciones;90.0;A
2018;56947;2911;3690;Defunciones;126.0;A
2018;56947;3023;3691;Defunciones;378.0;A
2018;56947;3023;3689;Defunciones;164.0;A
2018;56947;3023;3690;Defunciones;214.0;A
2018;56947;3142;3691;Defunciones;516.0;A
2018;56947;3142;3689;Defunciones;220.0;A
2018;56947;3142;3690;Defunciones;296.0;A
2018;57018;3143;3691;Defunciones;1.0;A
2018;57018;3143;3690;Defunciones;1.0;A
2018;57018;2797;3691;Defunciones;1.0;A
2018;57018;2797;3690;Defunciones;1.0;A
2018;57078;3143;3691;Defunciones;142.0;A
2018;57078;3143;3689;Defunciones;78.0;A
2018;57078;3143;3690;Defunciones;64.0;A
2018;57078;2352;3691;Defunciones;19.0;A
2018;57078;2352;3689;Defunciones;8.0;A
2018;57078;2352;3690;Defunciones;11.0;A
2018;57078;2402;3691;Defunciones;24.0;A
2018;57078;2402;3689;Defunciones;13.0;A
2018;57078;2402;3690;Defunciones;11.0;A
2018;57078;2482;3691;Defunciones;10.0;A
2018;57078;2482;3689;Defunciones;6.0;A
2018;57078;2482;3690;Defunciones;4.0;A
2018;57078;2713;3691;Defunciones;19.0;A
2018;57078;2713;3689;Defunciones;11.0;A
2018;57078;2713;3690;Defunciones;8.0;A
2018;57078;2797;3691;Defunciones;6.0;A
2018;57078;2797;3689;Defunciones;3.0;A
2018;57078;2797;3690;Defunciones;3.0;A
2018;57078;2911;3691;Defunciones;6.0;A
2018;57078;2911;3689;Defunciones;4.0;A
2018;57078;2911;3690;Defunciones;2.0;A
2018;57078;3023;3691;Defunciones;21.0;A
2018;57078;3023;3689;Defunciones;11.0;A
2018;57078;3023;3690;Defunciones;10.0;A
2018;57078;3142;3691;Defunciones;37.0;A
2018;57078;3142;3689;Defunciones;22.0;A
2018;57078;3142;3690;Defunciones;15.0;A
2018;57167;3143;3691;Defunciones;148.0;A
2018;57167;3143;3689;Defunciones;79.0;A
2018;57167;3143;3690;Defunciones;69.0;A
2018;57167;2352;3691;Defunciones;10.0;A
2018;57167;2352;3689;Defunciones;4.0;A
2018;57167;2352;3690;Defunciones;6.0;A
2018;57167;2402;3691;Defunciones;19.0;A
2018;57167;2402;3689;Defunciones;8.0;A
2018;57167;2402;3690;Defunciones;11.0;A
2018;57167;2482;3691;Defunciones;21.0;A
2018;57167;2482;3689;Defunciones;10.0;A
2018;57167;2482;3690;Defunciones;11.0;A
2018;57167;2713;3691;Defunciones;13.0;A
2018;57167;2713;3689;Defunciones;8.0;A
2018;57167;2713;3690;Defunciones;5.0;A
2018;57167;2797;3691;Defunciones;12.0;A
2018;57167;2797;3689;Defunciones;6.0;A
2018;57167;2797;3690;Defunciones;6.0;A
2018;57167;2911;3691;Defunciones;7.0;A
2018;57167;2911;3689;Defunciones;5.0;A
2018;57167;2911;3690;Defunciones;2.0;A
2018;57167;3023;3691;Defunciones;23.0;A
2018;57167;3023;3689;Defunciones;13.0;A
2018;57167;3023;3690;Defunciones;10.0;A
2018;57167;3142;3691;Defunciones;43.0;A
2018;57167;3142;3689;Defunciones;25.0;A
2018;57167;3142;3690;Defunciones;18.0;A
2018;57258;3143;3691;Defunciones;2709.0;A
2018;57258;3143;3689;Defunciones;1133.0;A
2018;57258;3143;3690;Defunciones;1576.0;A
2018;57258;2352;3691;Defunciones;421.0;A
2018;57258;2352;3689;Defunciones;205.0;A
2018;57258;2352;3690;Defunciones;216.0;A
2018;57258;2402;3691;Defunciones;436.0;A
2018;57258;2402;3689;Defunciones;199.0;A
2018;57258;2402;3690;Defunciones;237.0;A
2018;57258;2482;3691;Defunciones;183.0;A
2018;57258;2482;3689;Defunciones;63.0;A
2018;57258;2482;3690;Defunciones;120.0;A
2018;57258;2713;3691;Defunciones;409.0;A
2018;57258;2713;3689;Defunciones;154.0;A
2018;57258;2713;3690;Defunciones;255.0;A
2018;57258;2797;3691;Defunciones;152.0;A
2018;57258;2797;3689;Defunciones;57.0;A
2018;57258;2797;3690;Defunciones;95.0;A
2018;57258;2911;3691;Defunciones;388.0;A
2018;57258;2911;3689;Defunciones;171.0;A
2018;57258;2911;3690;Defunciones;217.0;A
2018;57258;3023;3691;Defunciones;542.0;A
2018;57258;3023;3689;Defunciones;216.0;A
2018;57258;3023;3690;Defunciones;326.0;A
2018;57258;3142;3691;Defunciones;178.0;A
2018;57258;3142;3689;Defunciones;68.0;A
2018;57258;3142;3690;Defunciones;110.0;A
2018;57627;3143;3691;Defunciones;2481.0;A
2018;57627;3143;3689;Defunciones;1646.0;A
2018;57627;3143;3690;Defunciones;835.0;A
2018;57627;2352;3691;Defunciones;271.0;A
2018;57627;2352;3689;Defunciones;194.0;A
2018;57627;2352;3690;Defunciones;77.0;A
2018;57627;2402;3691;Defunciones;325.0;A
2018;57627;2402;3689;Defunciones;219.0;A
2018;57627;2402;3690;Defunciones;106.0;A
2018;57627;2482;3691;Defunciones;266.0;A
2018;57627;2482;3689;Defunciones;165.0;A
2018;57627;2482;3690;Defunciones;101.0;A
2018;57627;2713;3691;Defunciones;296.0;A
2018;57627;2713;3689;Defunciones;196.0;A
2018;57627;2713;3690;Defunciones;100.0;A
2018;57627;2797;3691;Defunciones;138.0;A
2018;57627;2797;3689;Defunciones;96.0;A
2018;57627;2797;3690;Defunciones;42.0;A
2018;57627;2911;3691;Defunciones;266.0;A
2018;57627;2911;3689;Defunciones;166.0;A
2018;57627;2911;3690;Defunciones;100.0;A
2018;57627;3023;3691;Defunciones;454.0;A
2018;57627;3023;3689;Defunciones;308.0;A
2018;57627;3023;3690;Defunciones;146.0;A
2018;57627;3142;3691;Defunciones;465.0;A
2018;57627;3142;3689;Defunciones;302.0;A
2018;57627;3142;3690;Defunciones;163.0;A
2017;57628;3143;3691;Defunciones;71234.0;A
2017;57628;3143;3689;Defunciones;36339.0;A
2017;57628;3143;3690;Defunciones;34895.0;A
2017;57628;2352;3691;Defunciones;5206.0;A
2017;57628;2352;3689;Defunciones;2733.0;A
2017;57628;2352;3690;Defunciones;2473.0;A
2017;57628;2402;3691;Defunciones;10007.0;A
2017;57628;2402;3689;Defunciones;5169.0;A
2017;57628;2402;3690;Defunciones;4838.0;A
2017;57628;2482;3691;Defunciones;7873.0;A
2017;57628;2482;3689;Defunciones;3986.0;A
2017;57628;2482;3690;Defunciones;3887.0;A
2017;57628;2713;3691;Defunciones;8184.0;A
2017;57628;2713;3689;Defunciones;4151.0;A
2017;57628;2713;3690;Defunciones;4033.0;A
2017;57628;2797;3691;Defunciones;4424.0;A
2017;57628;2797;3689;Defunciones;2198.0;A
2017;57628;2797;3690;Defunciones;2226.0;A
2017;57628;2911;3691;Defunciones;6605.0;A
2017;57628;2911;3689;Defunciones;3408.0;A
2017;57628;2911;3690;Defunciones;3197.0;A
2017;57628;3023;3691;Defunciones;12708.0;A
2017;57628;3023;3689;Defunciones;6568.0;A
2017;57628;3023;3690;Defunciones;6140.0;A
2017;57628;3142;3691;Defunciones;16227.0;A
2017;57628;3142;3689;Defunciones;8126.0;A
2017;57628;3142;3690;Defunciones;8101.0;A
2017;56093;3143;3691;Defunciones;1245.0;A
2017;56093;3143;3689;Defunciones;608.0;A
2017;56093;3143;3690;Defunciones;637.0;A
2017;56093;2352;3691;Defunciones;93.0;A
2017;56093;2352;3689;Defunciones;45.0;A
2017;56093;2352;3690;Defunciones;48.0;A
2017;56093;2402;3691;Defunciones;219.0;A
2017;56093;2402;3689;Defunciones;108.0;A
2017;56093;2402;3690;Defunciones;111.0;A
2017;56093;2482;3691;Defunciones;125.0;A
2017;56093;2482;3689;Defunciones;54.0;A
2017;56093;2482;3690;Defunciones;71.0;A
2017;56093;2713;3691;Defunciones;150.0;A
2017;56093;2713;3689;Defunciones;80.0;A
2017;56093;2713;3690;Defunciones;70.0;A
2017;56093;2797;3691;Defunciones;95.0;A
2017;56093;2797;3689;Defunciones;43.0;A
2017;56093;2797;3690;Defunciones;52.0;A
2017;56093;2911;3691;Defunciones;113.0;A
2017;56093;2911;3689;Defunciones;45.0;A
2017;56093;2911;3690;Defunciones;68.0;A
2017;56093;3023;3691;Defunciones;215.0;A
2017;56093;3023;3689;Defunciones;108.0;A
2017;56093;3023;3690;Defunciones;107.0;A
2017;56093;3142;3691;Defunciones;235.0;A
2017;56093;3142;3689;Defunciones;125.0;A
2017;56093;3142;3690;Defunciones;110.0;A
2017;56232;3143;3691;Defunciones;18132.0;A
2017;56232;3143;3689;Defunciones;11203.0;A
2017;56232;3143;3690;Defunciones;6929.0;A
2017;56232;2352;3691;Defunciones;1367.0;A
2017;56232;2352;3689;Defunciones;843.0;A
2017;56232;2352;3690;Defunciones;524.0;A
2017;56232;2402;3691;Defunciones;2829.0;A
2017;56232;2402;3689;Defunciones;1721.0;A
2017;56232;2402;3690;Defunciones;1108.0;A
2017;56232;2482;3691;Defunciones;1849.0;A
2017;56232;2482;3689;Defunciones;1181.0;A
2017;56232;2482;3690;Defunciones;668.0;A
2017;56232;2713;3691;Defunciones;1971.0;A
2017;56232;2713;3689;Defunciones;1199.0;A
2017;56232;2713;3690;Defunciones;772.0;A
2017;56232;2797;3691;Defunciones;1146.0;A
2017;56232;2797;3689;Defunciones;727.0;A
2017;56232;2797;3690;Defunciones;419.0;A
2017;56232;2911;3691;Defunciones;1444.0;A
2017;56232;2911;3689;Defunciones;913.0;A
2017;56232;2911;3690;Defunciones;531.0;A
2017;56232;3023;3691;Defunciones;3262.0;A
2017;56232;3023;3689;Defunciones;1992.0;A
2017;56232;3023;3690;Defunciones;1270.0;A
2017;56232;3142;3691;Defunciones;4264.0;A
2017;56232;3142;3689;Defunciones;2627.0;A
2017;56232;3142;3690;Defunciones;1637.0;A
2017;56266;3143;3691;Defunciones;323.0;A
2017;56266;3143;3689;Defunciones;151.0;A
2017;56266;3143;3690;Defunciones;172.0;A
2017;56266;2352;3691;Defunciones;20.0;A
2017;56266;2352;3689;Defunciones;14.0;A
2017;56266;2352;3690;Defunciones;6.0;A
2017;56266;2402;3691;Defunciones;44.0;A
2017;56266;2402;3689;Defunciones;19.0;A
2017;56266;2402;3690;Defunciones;25.0;A
2017;56266;2482;3691;Defunciones;42.0;A
2017;56266;2482;3689;Defunciones;13.0;A
2017;56266;2482;3690;Defunciones;29.0;A
2017;56266;2713;3691;Defunciones;35.0;A
2017;56266;2713;3689;Defunciones;17.0;A
2017;56266;2713;3690;Defunciones;18.0;A
2017;56266;2797;3691;Defunciones;28.0;A
2017;56266;2797;3689;Defunciones;15.0;A
2017;56266;2797;3690;Defunciones;13.0;A
2017;56266;2911;3691;Defunciones;48.0;A
2017;56266;2911;3689;Defunciones;25.0;A
2017;56266;2911;3690;Defunciones;23.0;A
2017;56266;3023;3691;Defunciones;52.0;A
2017;56266;3023;3689;Defunciones;26.0;A
2017;56266;3023;3690;Defunciones;26.0;A
2017;56266;3142;3691;Defunciones;54.0;A
2017;56266;3142;3689;Defunciones;22.0;A
2017;56266;3142;3690;Defunciones;32.0;A
2017;56338;3143;3691;Defunciones;2220.0;A
2017;56338;3143;3689;Defunciones;920.0;A
2017;56338;3143;3690;Defunciones;1300.0;A
2017;56338;2352;3691;Defunciones;197.0;A
2017;56338;2352;3689;Defunciones;74.0;A
2017;56338;2352;3690;Defunciones;123.0;A
2017;56338;2402;3691;Defunciones;354.0;A
2017;56338;2402;3689;Defunciones;133.0;A
2017;56338;2402;3690;Defunciones;221.0;A
2017;56338;2482;3691;Defunciones;322.0;A
2017;56338;2482;3689;Defunciones;129.0;A
2017;56338;2482;3690;Defunciones;193.0;A
2017;56338;2713;3691;Defunciones;265.0;A
2017;56338;2713;3689;Defunciones;111.0;A
2017;56338;2713;3690;Defunciones;154.0;A
2017;56338;2797;3691;Defunciones;152.0;A
2017;56338;2797;3689;Defunciones;56.0;A
2017;56338;2797;3690;Defunciones;96.0;A
2017;56338;2911;3691;Defunciones;251.0;A
2017;56338;2911;3689;Defunciones;116.0;A
2017;56338;2911;3690;Defunciones;135.0;A
2017;56338;3023;3691;Defunciones;329.0;A
2017;56338;3023;3689;Defunciones;141.0;A
2017;56338;3023;3690;Defunciones;188.0;A
2017;56338;3142;3691;Defunciones;350.0;A
2017;56338;3142;3689;Defunciones;160.0;A
2017;56338;3142;3690;Defunciones;190.0;A
2017;56416;3143;3691;Defunciones;2325.0;A
2017;56416;3143;3689;Defunciones;791.0;A
2017;56416;3143;3690;Defunciones;1534.0;A
2017;56416;2352;3691;Defunciones;204.0;A
2017;56416;2352;3689;Defunciones;68.0;A
2017;56416;2352;3690;Defunciones;136.0;A
2017;56416;2402;3691;Defunciones;352.0;A
2017;56416;2402;3689;Defunciones;136.0;A
2017;56416;2402;3690;Defunciones;216.0;A
2017;56416;2482;3691;Defunciones;362.0;A
2017;56416;2482;3689;Defunciones;114.0;A
2017;56416;2482;3690;Defunciones;248.0;A
2017;56416;2713;3691;Defunciones;245.0;A
2017;56416;2713;3689;Defunciones;88.0;A
2017;56416;2713;3690;Defunciones;157.0;A
2017;56416;2797;3691;Defunciones;80.0;A
2017;56416;2797;3689;Defunciones;24.0;A
2017;56416;2797;3690;Defunciones;56.0;A
2017;56416;2911;3691;Defunciones;248.0;A
2017;56416;2911;3689;Defunciones;83.0;A
2017;56416;2911;3690;Defunciones;165.0;A
2017;56416;3023;3691;Defunciones;446.0;A
2017;56416;3023;3689;Defunciones;148.0;A
2017;56416;3023;3690;Defunciones;298.0;A
2017;56416;3142;3691;Defunciones;388.0;A
2017;56416;3142;3689;Defunciones;130.0;A
2017;56416;3142;3690;Defunciones;258.0;A
2017;56536;3143;3691;Defunciones;3992.0;A
2017;56536;3143;3689;Defunciones;1584.0;A
2017;56536;3143;3690;Defunciones;2408.0;A
2017;56536;2352;3691;Defunciones;299.0;A
2017;56536;2352;3689;Defunciones;118.0;A
2017;56536;2352;3690;Defunciones;181.0;A
2017;56536;2402;3691;Defunciones;538.0;A
2017;56536;2402;3689;Defunciones;206.0;A
2017;56536;2402;3690;Defunciones;332.0;A
2017;56536;2482;3691;Defunciones;334.0;A
2017;56536;2482;3689;Defunciones;136.0;A
2017;56536;2482;3690;Defunciones;198.0;A
2017;56536;2713;3691;Defunciones;522.0;A
2017;56536;2713;3689;Defunciones;200.0;A
2017;56536;2713;3690;Defunciones;322.0;A
2017;56536;2797;3691;Defunciones;263.0;A
2017;56536;2797;3689;Defunciones;101.0;A
2017;56536;2797;3690;Defunciones;162.0;A
2017;56536;2911;3691;Defunciones;355.0;A
2017;56536;2911;3689;Defunciones;150.0;A
2017;56536;2911;3690;Defunciones;205.0;A
2017;56536;3023;3691;Defunciones;767.0;A
2017;56536;3023;3689;Defunciones;308.0;A
2017;56536;3023;3690;Defunciones;459.0;A
2017;56536;3142;3691;Defunciones;914.0;A
2017;56536;3142;3689;Defunciones;365.0;A
2017;56536;3142;3690;Defunciones;549.0;A
2017;56604;3143;3691;Defunciones;22908.0;A
2017;56604;3143;3689;Defunciones;10405.0;A
2017;56604;3143;3690;Defunciones;12503.0;A
2017;56604;2352;3691;Defunciones;1330.0;A
2017;56604;2352;3689;Defunciones;679.0;A
2017;56604;2352;3690;Defunciones;651.0;A
2017;56604;2402;3691;Defunciones;3011.0;A
2017;56604;2402;3689;Defunciones;1422.0;A
2017;56604;2402;3690;Defunciones;1589.0;A
2017;56604;2482;3691;Defunciones;2491.0;A
2017;56604;2482;3689;Defunciones;1118.0;A
2017;56604;2482;3690;Defunciones;1373.0;A
2017;56604;2713;3691;Defunciones;2489.0;A
2017;56604;2713;3689;Defunciones;1144.0;A
2017;56604;2713;3690;Defunciones;1345.0;A
2017;56604;2797;3691;Defunciones;1446.0;A
2017;56604;2797;3689;Defunciones;624.0;A
2017;56604;2797;3690;Defunciones;822.0;A
2017;56604;2911;3691;Defunciones;1936.0;A
2017;56604;2911;3689;Defunciones;885.0;A
2017;56604;2911;3690;Defunciones;1051.0;A
2017;56604;3023;3691;Defunciones;4107.0;A
2017;56604;3023;3689;Defunciones;1950.0;A
2017;56604;3023;3690;Defunciones;2157.0;A
2017;56604;3142;3691;Defunciones;6098.0;A
2017;56604;3142;3689;Defunciones;2583.0;A
2017;56604;3142;3690;Defunciones;3515.0;A
2017;56669;3143;3691;Defunciones;7851.0;A
2017;56669;3143;3689;Defunciones;4540.0;A
2017;56669;3143;3690;Defunciones;3311.0;A
2017;56669;2352;3691;Defunciones;613.0;A
2017;56669;2352;3689;Defunciones;357.0;A
2017;56669;2352;3690;Defunciones;256.0;A
2017;56669;2402;3691;Defunciones;921.0;A
2017;56669;2402;3689;Defunciones;555.0;A
2017;56669;2402;3690;Defunciones;366.0;A
2017;56669;2482;3691;Defunciones;1036.0;A
2017;56669;2482;3689;Defunciones;596.0;A
2017;56669;2482;3690;Defunciones;440.0;A
2017;56669;2713;3691;Defunciones;932.0;A
2017;56669;2713;3689;Defunciones;543.0;A
2017;56669;2713;3690;Defunciones;389.0;A
2017;56669;2797;3691;Defunciones;442.0;A
2017;56669;2797;3689;Defunciones;237.0;A
2017;56669;2797;3690;Defunciones;205.0;A
2017;56669;2911;3691;Defunciones;879.0;A
2017;56669;2911;3689;Defunciones;492.0;A
2017;56669;2911;3690;Defunciones;387.0;A
2017;56669;3023;3691;Defunciones;1348.0;A
2017;56669;3023;3689;Defunciones;799.0;A
2017;56669;3023;3690;Defunciones;549.0;A
2017;56669;3142;3691;Defunciones;1680.0;A
2017;56669;3142;3689;Defunciones;961.0;A
2017;56669;3142;3690;Defunciones;719.0;A
2017;56737;3143;3691;Defunciones;3857.0;A
2017;56737;3143;3689;Defunciones;2052.0;A
2017;56737;3143;3690;Defunciones;1805.0;A
2017;56737;2352;3691;Defunciones;268.0;A
2017;56737;2352;3689;Defunciones;149.0;A
2017;56737;2352;3690;Defunciones;119.0;A
2017;56737;2402;3691;Defunciones;505.0;A
2017;56737;2402;3689;Defunciones;277.0;A
2017;56737;2402;3690;Defunciones;228.0;A
2017;56737;2482;3691;Defunciones;445.0;A
2017;56737;2482;3689;Defunciones;231.0;A
2017;56737;2482;3690;Defunciones;214.0;A
2017;56737;2713;3691;Defunciones;424.0;A
2017;56737;2713;3689;Defunciones;234.0;A
2017;56737;2713;3690;Defunciones;190.0;A
2017;56737;2797;3691;Defunciones;237.0;A
2017;56737;2797;3689;Defunciones;123.0;A
2017;56737;2797;3690;Defunciones;114.0;A
2017;56737;2911;3691;Defunciones;454.0;A
2017;56737;2911;3689;Defunciones;251.0;A
2017;56737;2911;3690;Defunciones;203.0;A
2017;56737;3023;3691;Defunciones;679.0;A
2017;56737;3023;3689;Defunciones;347.0;A
2017;56737;3023;3690;Defunciones;332.0;A
2017;56737;3142;3691;Defunciones;845.0;A
2017;56737;3142;3689;Defunciones;440.0;A
2017;56737;3142;3690;Defunciones;405.0;A
2017;56805;3143;3691;Defunciones;264.0;A
2017;56805;3143;3689;Defunciones;92.0;A
2017;56805;3143;3690;Defunciones;172.0;A
2017;56805;2352;3691;Defunciones;12.0;A
2017;56805;2352;3689;Defunciones;9.0;A
2017;56805;2352;3690;Defunciones;3.0;A
2017;56805;2402;3691;Defunciones;56.0;A
2017;56805;2402;3689;Defunciones;23.0;A
2017;56805;2402;3690;Defunciones;33.0;A
2017;56805;2482;3691;Defunciones;25.0;A
2017;56805;2482;3689;Defunciones;4.0;A
2017;56805;2482;3690;Defunciones;21.0;A
2017;56805;2713;3691;Defunciones;37.0;A
2017;56805;2713;3689;Defunciones;9.0;A
2017;56805;2713;3690;Defunciones;28.0;A
2017;56805;2797;3691;Defunciones;19.0;A
2017;56805;2797;3689;Defunciones;4.0;A
2017;56805;2797;3690;Defunciones;15.0;A
2017;56805;2911;3691;Defunciones;15.0;A
2017;56805;2911;3689;Defunciones;4.0;A
2017;56805;2911;3690;Defunciones;11.0;A
2017;56805;3023;3691;Defunciones;46.0;A
2017;56805;3023;3689;Defunciones;17.0;A
2017;56805;3023;3690;Defunciones;29.0;A
2017;56805;3142;3691;Defunciones;54.0;A
2017;56805;3142;3689;Defunciones;22.0;A
2017;56805;3142;3690;Defunciones;32.0;A
2017;56873;3143;3691;Defunciones;872.0;A
2017;56873;3143;3689;Defunciones;306.0;A
2017;56873;3143;3690;Defunciones;566.0;A
2017;56873;2352;3691;Defunciones;72.0;A
2017;56873;2352;3689;Defunciones;20.0;A
2017;56873;2352;3690;Defunciones;52.0;A
2017;56873;2402;3691;Defunciones;106.0;A
2017;56873;2402;3689;Defunciones;31.0;A
2017;56873;2402;3690;Defunciones;75.0;A
2017;56873;2482;3691;Defunciones;98.0;A
2017;56873;2482;3689;Defunciones;38.0;A
2017;56873;2482;3690;Defunciones;60.0;A
2017;56873;2713;3691;Defunciones;114.0;A
2017;56873;2713;3689;Defunciones;38.0;A
2017;56873;2713;3690;Defunciones;76.0;A
2017;56873;2797;3691;Defunciones;65.0;A
2017;56873;2797;3689;Defunciones;24.0;A
2017;56873;2797;3690;Defunciones;41.0;A
2017;56873;2911;3691;Defunciones;118.0;A
2017;56873;2911;3689;Defunciones;49.0;A
2017;56873;2911;3690;Defunciones;69.0;A
2017;56873;3023;3691;Defunciones;115.0;A
2017;56873;3023;3689;Defunciones;40.0;A
2017;56873;3023;3690;Defunciones;75.0;A
2017;56873;3142;3691;Defunciones;184.0;A
2017;56873;3142;3689;Defunciones;66.0;A
2017;56873;3142;3690;Defunciones;118.0;A
2017;56947;3143;3691;Defunciones;2233.0;A
2017;56947;3143;3689;Defunciones;988.0;A
2017;56947;3143;3690;Defunciones;1245.0;A
2017;56947;2352;3691;Defunciones;172.0;A
2017;56947;2352;3689;Defunciones;67.0;A
2017;56947;2352;3690;Defunciones;105.0;A
