TEMPORAL;TERRITORIO;EDAD;SEXO;INDICATOR;OBS_VALUE;FREQ
2014;2243;Y35-39;F;NACI;33.0;A
2014;2243;Y30-44;_T;NACI;9.0;A
2014;2243;Y30-44;M;NACI;6.0;A
2014;2243;Y30-44;F;NACI;3.0;A
2014;2243;Y45-64;_T;NACI;1.0;A
2014;2243;Y45-64;M;NACI;1.0;A
2014;2244;TOTAL;_T;NACI;3.0;A
2014;2244;TOTAL;M;NACI;2.0;A
2014;2244;TOTAL;F;NACI;1.0;A
2014;2244;Y25-29;_T;NACI;2.0;A
2014;2244;Y25-29;M;NACI;1.0;A
2014;2244;Y25-29;F;NACI;1.0;A
2014;2244;Y35-39;_T;NACI;1.0;A
2014;2244;Y35-39;M;NACI;1.0;A
2014;2245;TOTAL;_T;NACI;3.0;A
2014;2245;TOTAL;F;NACI;3.0;A
2014;2245;Y20-24;_T;NACI;1.0;A
2014;2245;Y20-24;F;NACI;1.0;A
2014;2245;Y30-34;_T;NACI;2.0;A
2014;2245;Y30-34;F;NACI;2.0;A
2014;2246;TOTAL;_T;NACI;127.0;A
2014;2246;TOTAL;M;NACI;74.0;A
2014;2246;TOTAL;F;NACI;53.0;A
2014;2246;Y15-29;_T;NACI;2.0;A
2014;2246;Y15-29;M;NACI;2.0;A
2014;2246;Y20-24;_T;NACI;16.0;A
2014;2246;Y20-24;M;NACI;6.0;A
2014;2246;Y20-24;F;NACI;10.0;A
2014;2246;Y25-29;_T;NACI;26.0;A
2014;2246;Y25-29;M;NACI;18.0;A
2014;2246;Y25-29;F;NACI;8.0;A
2014;2246;Y30-34;_T;NACI;47.0;A
2014;2246;Y30-34;M;NACI;29.0;A
2014;2246;Y30-34;F;NACI;18.0;A
2014;2246;Y35-39;_T;NACI;31.0;A
2014;2246;Y35-39;M;NACI;16.0;A
2014;2246;Y35-39;F;NACI;15.0;A
2014;2246;Y30-44;_T;NACI;5.0;A
2014;2246;Y30-44;M;NACI;3.0;A
2014;2246;Y30-44;F;NACI;2.0;A
2014;2247;TOTAL;_T;NACI;4.0;A
2014;2247;TOTAL;M;NACI;4.0;A
2014;2247;Y25-29;_T;NACI;4.0;A
2014;2247;Y25-29;M;NACI;4.0;A
2014;2248;TOTAL;_T;NACI;2.0;A
2014;2248;TOTAL;M;NACI;1.0;A
2014;2248;TOTAL;F;NACI;1.0;A
2014;2248;Y25-29;_T;NACI;1.0;A
2014;2248;Y25-29;F;NACI;1.0;A
2014;2248;Y35-39;_T;NACI;1.0;A
2014;2248;Y35-39;M;NACI;1.0;A
2014;2250;TOTAL;_T;NACI;5.0;A
2014;2250;TOTAL;M;NACI;4.0;A
2014;2250;TOTAL;F;NACI;1.0;A
2014;2250;Y20-24;_T;NACI;1.0;A
2014;2250;Y20-24;M;NACI;1.0;A
2014;2250;Y25-29;_T;NACI;1.0;A
2014;2250;Y25-29;M;NACI;1.0;A
2014;2250;Y30-34;_T;NACI;2.0;A
2014;2250;Y30-34;M;NACI;2.0;A
2014;2250;Y35-39;_T;NACI;1.0;A
2014;2250;Y35-39;F;NACI;1.0;A
2014;2251;TOTAL;_T;NACI;40.0;A
2014;2251;TOTAL;M;NACI;19.0;A
2014;2251;TOTAL;F;NACI;21.0;A
2014;2251;Y15-29;_T;NACI;3.0;A
2014;2251;Y15-29;M;NACI;1.0;A
2014;2251;Y15-29;F;NACI;2.0;A
2014;2251;Y20-24;_T;NACI;5.0;A
2014;2251;Y20-24;M;NACI;3.0;A
2014;2251;Y20-24;F;NACI;2.0;A
2014;2251;Y25-29;_T;NACI;10.0;A
2014;2251;Y25-29;M;NACI;5.0;A
2014;2251;Y25-29;F;NACI;5.0;A
2014;2251;Y30-34;_T;NACI;11.0;A
2014;2251;Y30-34;M;NACI;5.0;A
2014;2251;Y30-34;F;NACI;6.0;A
2014;2251;Y35-39;_T;NACI;7.0;A
2014;2251;Y35-39;M;NACI;5.0;A
2014;2251;Y35-39;F;NACI;2.0;A
2014;2251;Y30-44;_T;NACI;4.0;A
2014;2251;Y30-44;F;NACI;4.0;A
2014;2252;TOTAL;_T;NACI;1.0;A
2014;2252;TOTAL;M;NACI;1.0;A
2014;2252;Y30-34;_T;NACI;1.0;A
2014;2252;Y30-34;M;NACI;1.0;A
2014;2253;TOTAL;_T;NACI;2188.0;A
2014;2253;TOTAL;M;NACI;1146.0;A
2014;2253;TOTAL;F;NACI;1042.0;A
2014;2253;Y_LT15;_T;NACI;1.0;A
2014;2253;Y_LT15;M;NACI;1.0;A
2014;2253;Y15-29;_T;NACI;79.0;A
2014;2253;Y15-29;M;NACI;37.0;A
2014;2253;Y15-29;F;NACI;42.0;A
2014;2253;Y20-24;_T;NACI;232.0;A
2014;2253;Y20-24;M;NACI;118.0;A
2014;2253;Y20-24;F;NACI;114.0;A
2014;2253;Y25-29;_T;NACI;439.0;A
2014;2253;Y25-29;M;NACI;228.0;A
2014;2253;Y25-29;F;NACI;211.0;A
2014;2253;Y30-34;_T;NACI;761.0;A
2014;2253;Y30-34;M;NACI;412.0;A
2014;2253;Y30-34;F;NACI;349.0;A
2014;2253;Y35-39;_T;NACI;545.0;A
2014;2253;Y35-39;M;NACI;280.0;A
2014;2253;Y35-39;F;NACI;265.0;A
2014;2253;Y30-44;_T;NACI;118.0;A
2014;2253;Y30-44;M;NACI;63.0;A
2014;2253;Y30-44;F;NACI;55.0;A
2014;2253;Y45-64;_T;NACI;11.0;A
2014;2253;Y45-64;M;NACI;6.0;A
2014;2253;Y45-64;F;NACI;5.0;A
2014;2253;Y65-100;_T;NACI;2.0;A
2014;2253;Y65-100;M;NACI;1.0;A
2014;2253;Y65-100;F;NACI;1.0;A
2014;2254;TOTAL;_T;NACI;2.0;A
2014;2254;TOTAL;M;NACI;2.0;A
2014;2254;Y25-29;_T;NACI;2.0;A
2014;2254;Y25-29;M;NACI;2.0;A
2014;2256;TOTAL;_T;NACI;31.0;A
2014;2256;TOTAL;M;NACI;17.0;A
2014;2256;TOTAL;F;NACI;14.0;A
2014;2256;Y_LT15;_T;NACI;1.0;A
2014;2256;Y_LT15;M;NACI;1.0;A
2014;2256;Y15-29;_T;NACI;2.0;A
2014;2256;Y15-29;M;NACI;1.0;A
2014;2256;Y15-29;F;NACI;1.0;A
2014;2256;Y20-24;_T;NACI;3.0;A
2014;2256;Y20-24;M;NACI;2.0;A
2014;2256;Y20-24;F;NACI;1.0;A
2014;2256;Y25-29;_T;NACI;8.0;A
2014;2256;Y25-29;M;NACI;1.0;A
2014;2256;Y25-29;F;NACI;7.0;A
2014;2256;Y30-34;_T;NACI;11.0;A
2014;2256;Y30-34;M;NACI;8.0;A
2014;2256;Y30-34;F;NACI;3.0;A
2014;2256;Y35-39;_T;NACI;5.0;A
2014;2256;Y35-39;M;NACI;4.0;A
2014;2256;Y35-39;F;NACI;1.0;A
2014;2256;Y30-44;_T;NACI;1.0;A
2014;2256;Y30-44;F;NACI;1.0;A
2014;2257;TOTAL;_T;NACI;18.0;A
2014;2257;TOTAL;M;NACI;13.0;A
2014;2257;TOTAL;F;NACI;5.0;A
2014;2257;Y20-24;_T;NACI;2.0;A
2014;2257;Y20-24;M;NACI;2.0;A
2014;2257;Y25-29;_T;NACI;4.0;A
2014;2257;Y25-29;M;NACI;3.0;A
2014;2257;Y25-29;F;NACI;1.0;A
2014;2257;Y30-34;_T;NACI;6.0;A
2014;2257;Y30-34;M;NACI;3.0;A
2014;2257;Y30-34;F;NACI;3.0;A
2014;2257;Y35-39;_T;NACI;5.0;A
2014;2257;Y35-39;M;NACI;4.0;A
2014;2257;Y35-39;F;NACI;1.0;A
2014;2257;Y30-44;_T;NACI;1.0;A
2014;2257;Y30-44;M;NACI;1.0;A
2014;2258;TOTAL;_T;NACI;1.0;A
2014;2258;TOTAL;M;NACI;1.0;A
2014;2258;Y30-34;_T;NACI;1.0;A
2014;2258;Y30-34;M;NACI;1.0;A
2014;2259;TOTAL;_T;NACI;3.0;A
2014;2259;TOTAL;M;NACI;2.0;A
2014;2259;TOTAL;F;NACI;1.0;A
2014;2259;Y25-29;_T;NACI;1.0;A
2014;2259;Y25-29;M;NACI;1.0;A
2014;2259;Y30-34;_T;NACI;1.0;A
2014;2259;Y30-34;M;NACI;1.0;A
2014;2259;Y30-44;_T;NACI;1.0;A
2014;2259;Y30-44;F;NACI;1.0;A
2014;2260;TOTAL;_T;NACI;1.0;A
2014;2260;TOTAL;M;NACI;1.0;A
2014;2260;Y30-34;_T;NACI;1.0;A
2014;2260;Y30-34;M;NACI;1.0;A
2014;2262;TOTAL;_T;NACI;6.0;A
2014;2262;TOTAL;M;NACI;1.0;A
2014;2262;TOTAL;F;NACI;5.0;A
2014;2262;Y30-34;_T;NACI;5.0;A
2014;2262;Y30-34;M;NACI;1.0;A
2014;2262;Y30-34;F;NACI;4.0;A
2014;2262;Y35-39;_T;NACI;1.0;A
2014;2262;Y35-39;F;NACI;1.0;A
2014;2264;TOTAL;_T;NACI;48.0;A
2014;2264;TOTAL;M;NACI;19.0;A
2014;2264;TOTAL;F;NACI;29.0;A
2014;2264;Y20-24;_T;NACI;4.0;A
2014;2264;Y20-24;M;NACI;1.0;A
2014;2264;Y20-24;F;NACI;3.0;A
2014;2264;Y25-29;_T;NACI;7.0;A
2014;2264;Y25-29;M;NACI;3.0;A
2014;2264;Y25-29;F;NACI;4.0;A
2014;2264;Y30-34;_T;NACI;22.0;A
2014;2264;Y30-34;M;NACI;8.0;A
2014;2264;Y30-34;F;NACI;14.0;A
2014;2264;Y35-39;_T;NACI;14.0;A
2014;2264;Y35-39;M;NACI;7.0;A
2014;2264;Y35-39;F;NACI;7.0;A
2014;2264;Y30-44;_T;NACI;1.0;A
2014;2264;Y30-44;F;NACI;1.0;A
2014;2267;TOTAL;_T;NACI;1.0;A
2014;2267;TOTAL;M;NACI;1.0;A
2014;2267;Y30-34;_T;NACI;1.0;A
2014;2267;Y30-34;M;NACI;1.0;A
2014;2268;TOTAL;_T;NACI;2.0;A
2014;2268;TOTAL;M;NACI;1.0;A
2014;2268;TOTAL;F;NACI;1.0;A
2014;2268;Y30-34;_T;NACI;1.0;A
2014;2268;Y30-34;M;NACI;1.0;A
2014;2268;Y35-39;_T;NACI;1.0;A
2014;2268;Y35-39;F;NACI;1.0;A
2014;2269;TOTAL;_T;NACI;149.0;A
2014;2269;TOTAL;M;NACI;72.0;A
2014;2269;TOTAL;F;NACI;77.0;A
2014;2269;Y15-29;_T;NACI;7.0;A
2014;2269;Y15-29;M;NACI;4.0;A
2014;2269;Y15-29;F;NACI;3.0;A
2014;2269;Y20-24;_T;NACI;22.0;A
2014;2269;Y20-24;M;NACI;10.0;A
2014;2269;Y20-24;F;NACI;12.0;A
2014;2269;Y25-29;_T;NACI;34.0;A
2014;2269;Y25-29;M;NACI;17.0;A
2014;2269;Y25-29;F;NACI;17.0;A
2014;2269;Y30-34;_T;NACI;49.0;A
2014;2269;Y30-34;M;NACI;20.0;A
2014;2269;Y30-34;F;NACI;29.0;A
2014;2269;Y35-39;_T;NACI;29.0;A
2014;2269;Y35-39;M;NACI;16.0;A
2014;2269;Y35-39;F;NACI;13.0;A
2014;2269;Y30-44;_T;NACI;8.0;A
2014;2269;Y30-44;M;NACI;5.0;A
2014;2269;Y30-44;F;NACI;3.0;A
2014;2270;TOTAL;_T;NACI;10.0;A
2014;2270;TOTAL;M;NACI;9.0;A
2014;2270;TOTAL;F;NACI;1.0;A
2014;2270;Y15-29;_T;NACI;1.0;A
2014;2270;Y15-29;M;NACI;1.0;A
2014;2270;Y20-24;_T;NACI;2.0;A
2014;2270;Y20-24;M;NACI;2.0;A
2014;2270;Y25-29;_T;NACI;3.0;A
2014;2270;Y25-29;M;NACI;3.0;A
2014;2270;Y30-34;_T;NACI;2.0;A
2014;2270;Y30-34;M;NACI;1.0;A
2014;2270;Y30-34;F;NACI;1.0;A
2014;2270;Y35-39;_T;NACI;1.0;A
2014;2270;Y35-39;M;NACI;1.0;A
2014;2270;Y45-64;_T;NACI;1.0;A
2014;2270;Y45-64;M;NACI;1.0;A
2014;2271;TOTAL;_T;NACI;23.0;A
2014;2271;TOTAL;M;NACI;9.0;A
2014;2271;TOTAL;F;NACI;14.0;A
2014;2271;Y15-29;_T;NACI;1.0;A
2014;2271;Y15-29;F;NACI;1.0;A
2014;2271;Y20-24;_T;NACI;1.0;A
2014;2271;Y20-24;M;NACI;1.0;A
2014;2271;Y25-29;_T;NACI;6.0;A
2014;2271;Y25-29;M;NACI;3.0;A
2014;2271;Y25-29;F;NACI;3.0;A
2014;2271;Y30-34;_T;NACI;7.0;A
2014;2271;Y30-34;M;NACI;2.0;A
2014;2271;Y30-34;F;NACI;5.0;A
2014;2271;Y35-39;_T;NACI;7.0;A
2014;2271;Y35-39;M;NACI;2.0;A
2014;2271;Y35-39;F;NACI;5.0;A
2014;2271;Y30-44;_T;NACI;1.0;A
2014;2271;Y30-44;M;NACI;1.0;A
2014;2272;TOTAL;_T;NACI;88.0;A
2014;2272;TOTAL;M;NACI;39.0;A
2014;2272;TOTAL;F;NACI;49.0;A
2014;2272;Y15-29;_T;NACI;2.0;A
2014;2272;Y15-29;M;NACI;1.0;A
2014;2272;Y15-29;F;NACI;1.0;A
2014;2272;Y20-24;_T;NACI;8.0;A
2014;2272;Y20-24;M;NACI;5.0;A
2014;2272;Y20-24;F;NACI;3.0;A
2014;2272;Y25-29;_T;NACI;32.0;A
2014;2272;Y25-29;M;NACI;10.0;A
2014;2272;Y25-29;F;NACI;22.0;A
2014;2272;Y30-34;_T;NACI;22.0;A
2014;2272;Y30-34;M;NACI;9.0;A
2014;2272;Y30-34;F;NACI;13.0;A
2014;2272;Y35-39;_T;NACI;22.0;A
2014;2272;Y35-39;M;NACI;13.0;A
2014;2272;Y35-39;F;NACI;9.0;A
2014;2272;Y30-44;_T;NACI;2.0;A
2014;2272;Y30-44;M;NACI;1.0;A
2014;2272;Y30-44;F;NACI;1.0;A
2014;2277;TOTAL;_T;NACI;4.0;A
2014;2277;TOTAL;M;NACI;2.0;A
2014;2277;TOTAL;F;NACI;2.0;A
2014;2277;Y30-34;_T;NACI;2.0;A
2014;2277;Y30-34;M;NACI;1.0;A
2014;2277;Y30-34;F;NACI;1.0;A
2014;2277;Y30-44;_T;NACI;2.0;A
2014;2277;Y30-44;M;NACI;1.0;A
2014;2277;Y30-44;F;NACI;1.0;A
2014;2278;TOTAL;_T;NACI;4.0;A
2014;2278;TOTAL;M;NACI;3.0;A
2014;2278;TOTAL;F;NACI;1.0;A
2014;2278;Y25-29;_T;NACI;2.0;A
2014;2278;Y25-29;M;NACI;2.0;A
2014;2278;Y30-34;_T;NACI;1.0;A
2014;2278;Y30-34;F;NACI;1.0;A
2014;2278;Y30-44;_T;NACI;1.0;A
2014;2278;Y30-44;M;NACI;1.0;A
2014;2276;TOTAL;_T;NACI;174.0;A
2014;2276;TOTAL;M;NACI;90.0;A
2014;2276;TOTAL;F;NACI;84.0;A
2014;2276;Y15-29;_T;NACI;6.0;A
2014;2276;Y15-29;M;NACI;3.0;A
2014;2276;Y15-29;F;NACI;3.0;A
2014;2276;Y20-24;_T;NACI;21.0;A
2014;2276;Y20-24;M;NACI;10.0;A
2014;2276;Y20-24;F;NACI;11.0;A
2014;2276;Y25-29;_T;NACI;49.0;A
2014;2276;Y25-29;M;NACI;23.0;A
2014;2276;Y25-29;F;NACI;26.0;A
2014;2276;Y30-34;_T;NACI;48.0;A
2014;2276;Y30-34;M;NACI;25.0;A
2014;2276;Y30-34;F;NACI;23.0;A
2014;2276;Y35-39;_T;NACI;44.0;A
2014;2276;Y35-39;M;NACI;26.0;A
2014;2276;Y35-39;F;NACI;18.0;A
2014;2276;Y30-44;_T;NACI;5.0;A
2014;2276;Y30-44;M;NACI;2.0;A
2014;2276;Y30-44;F;NACI;3.0;A
2014;2276;Y45-64;_T;NACI;1.0;A
2014;2276;Y45-64;M;NACI;1.0;A
2014;2279;TOTAL;_T;NACI;44.0;A
2014;2279;TOTAL;M;NACI;20.0;A
2014;2279;TOTAL;F;NACI;24.0;A
2014;2279;Y15-29;_T;NACI;1.0;A
2014;2279;Y15-29;F;NACI;1.0;A
2014;2279;Y20-24;_T;NACI;5.0;A
2014;2279;Y20-24;M;NACI;2.0;A
2014;2279;Y20-24;F;NACI;3.0;A
2014;2279;Y25-29;_T;NACI;5.0;A
2014;2279;Y25-29;M;NACI;4.0;A
2014;2279;Y25-29;F;NACI;1.0;A
2014;2279;Y30-34;_T;NACI;22.0;A
2014;2279;Y30-34;M;NACI;11.0;A
2014;2279;Y30-34;F;NACI;11.0;A
2014;2279;Y35-39;_T;NACI;10.0;A
2014;2279;Y35-39;M;NACI;3.0;A
2014;2279;Y35-39;F;NACI;7.0;A
2014;2279;Y30-44;_T;NACI;1.0;A
2014;2279;Y30-44;F;NACI;1.0;A
2014;2347;TOTAL;_T;NACI;1149.0;A
2014;2347;TOTAL;M;NACI;586.0;A
2014;2347;TOTAL;F;NACI;563.0;A
2014;2347;Y15-29;_T;NACI;45.0;A
2014;2347;Y15-29;M;NACI;24.0;A
2014;2347;Y15-29;F;NACI;21.0;A
2014;2347;Y20-24;_T;NACI;139.0;A
2014;2347;Y20-24;M;NACI;75.0;A
2014;2347;Y20-24;F;NACI;64.0;A
2014;2347;Y25-29;_T;NACI;315.0;A
2014;2347;Y25-29;M;NACI;169.0;A
2014;2347;Y25-29;F;NACI;146.0;A
2014;2347;Y30-34;_T;NACI;370.0;A
2014;2347;Y30-34;M;NACI;183.0;A
2014;2347;Y30-34;F;NACI;187.0;A
2014;2347;Y35-39;_T;NACI;224.0;A
2014;2347;Y35-39;M;NACI;105.0;A
2014;2347;Y35-39;F;NACI;119.0;A
2014;2347;Y30-44;_T;NACI;53.0;A
2014;2347;Y30-44;M;NACI;28.0;A
2014;2347;Y30-44;F;NACI;25.0;A
2014;2347;Y45-64;_T;NACI;3.0;A
2014;2347;Y45-64;M;NACI;2.0;A
2014;2347;Y45-64;F;NACI;1.0;A
2014;2282;TOTAL;_T;NACI;2.0;A
2014;2282;TOTAL;M;NACI;1.0;A
2014;2282;TOTAL;F;NACI;1.0;A
2014;2282;Y35-39;_T;NACI;2.0;A
2014;2282;Y35-39;M;NACI;1.0;A
2014;2282;Y35-39;F;NACI;1.0;A
2014;2284;TOTAL;_T;NACI;1.0;A
2014;2284;TOTAL;M;NACI;1.0;A
2014;2284;Y35-39;_T;NACI;1.0;A
2014;2284;Y35-39;M;NACI;1.0;A
2014;2285;TOTAL;_T;NACI;21.0;A
2014;2285;TOTAL;M;NACI;9.0;A
2014;2285;TOTAL;F;NACI;12.0;A
2014;2285;Y20-24;_T;NACI;1.0;A
2014;2285;Y20-24;M;NACI;1.0;A
2014;2285;Y25-29;_T;NACI;8.0;A
2014;2285;Y25-29;M;NACI;4.0;A
2014;2285;Y25-29;F;NACI;4.0;A
2014;2285;Y30-34;_T;NACI;9.0;A
2014;2285;Y30-34;M;NACI;3.0;A
2014;2285;Y30-34;F;NACI;6.0;A
2014;2285;Y35-39;_T;NACI;3.0;A
2014;2285;Y35-39;M;NACI;1.0;A
2014;2285;Y35-39;F;NACI;2.0;A
2014;2286;TOTAL;_T;NACI;15.0;A
2014;2286;TOTAL;M;NACI;6.0;A
2014;2286;TOTAL;F;NACI;9.0;A
2014;2286;Y15-29;_T;NACI;1.0;A
2014;2286;Y15-29;M;NACI;1.0;A
2014;2286;Y20-24;_T;NACI;1.0;A
2014;2286;Y20-24;F;NACI;1.0;A
2014;2286;Y25-29;_T;NACI;3.0;A
2014;2286;Y25-29;M;NACI;2.0;A
2014;2286;Y25-29;F;NACI;1.0;A
2014;2286;Y30-34;_T;NACI;6.0;A
2014;2286;Y30-34;M;NACI;2.0;A
2014;2286;Y30-34;F;NACI;4.0;A
2014;2286;Y35-39;_T;NACI;4.0;A
2014;2286;Y35-39;M;NACI;1.0;A
2014;2286;Y35-39;F;NACI;3.0;A
2014;2287;TOTAL;_T;NACI;9.0;A
2014;2287;TOTAL;M;NACI;5.0;A
2014;2287;TOTAL;F;NACI;4.0;A
2014;2287;Y20-24;_T;NACI;1.0;A
2014;2287;Y20-24;F;NACI;1.0;A
2014;2287;Y25-29;_T;NACI;2.0;A
2014;2287;Y25-29;M;NACI;1.0;A
2014;2287;Y25-29;F;NACI;1.0;A
2014;2287;Y30-34;_T;NACI;2.0;A
2014;2287;Y30-34;M;NACI;2.0;A
2014;2287;Y35-39;_T;NACI;3.0;A
2014;2287;Y35-39;M;NACI;1.0;A
2014;2287;Y35-39;F;NACI;2.0;A
2014;2287;Y30-44;_T;NACI;1.0;A
2014;2287;Y30-44;M;NACI;1.0;A
2014;2288;TOTAL;_T;NACI;32.0;A
2014;2288;TOTAL;M;NACI;22.0;A
2014;2288;TOTAL;F;NACI;10.0;A
2014;2288;Y15-29;_T;NACI;4.0;A
2014;2288;Y15-29;M;NACI;2.0;A
2014;2288;Y15-29;F;NACI;2.0;A
2014;2288;Y20-24;_T;NACI;6.0;A
2014;2288;Y20-24;M;NACI;4.0;A
2014;2288;Y20-24;F;NACI;2.0;A
2014;2288;Y25-29;_T;NACI;7.0;A
2014;2288;Y25-29;M;NACI;5.0;A
2014;2288;Y25-29;F;NACI;2.0;A
2014;2288;Y30-34;_T;NACI;7.0;A
2014;2288;Y30-34;M;NACI;7.0;A
2014;2288;Y35-39;_T;NACI;6.0;A
2014;2288;Y35-39;M;NACI;3.0;A
2014;2288;Y35-39;F;NACI;3.0;A
2014;2288;Y30-44;_T;NACI;2.0;A
2014;2288;Y30-44;M;NACI;1.0;A
2014;2288;Y30-44;F;NACI;1.0;A
2014;2289;TOTAL;_T;NACI;18.0;A
2014;2289;TOTAL;M;NACI;7.0;A
2014;2289;TOTAL;F;NACI;11.0;A
2014;2289;Y20-24;_T;NACI;1.0;A
2014;2289;Y20-24;M;NACI;1.0;A
2014;2289;Y25-29;_T;NACI;3.0;A
2014;2289;Y25-29;M;NACI;1.0;A
2014;2289;Y25-29;F;NACI;2.0;A
2014;2289;Y30-34;_T;NACI;10.0;A
2014;2289;Y30-34;M;NACI;3.0;A
2014;2289;Y30-34;F;NACI;7.0;A
2014;2289;Y35-39;_T;NACI;4.0;A
2014;2289;Y35-39;M;NACI;2.0;A
2014;2289;Y35-39;F;NACI;2.0;A
2014;2290;TOTAL;_T;NACI;80.0;A
2014;2290;TOTAL;M;NACI;42.0;A
2014;2290;TOTAL;F;NACI;38.0;A
2014;2290;Y15-29;_T;NACI;6.0;A
2014;2290;Y15-29;M;NACI;1.0;A
2014;2290;Y15-29;F;NACI;5.0;A
2014;2290;Y20-24;_T;NACI;9.0;A
2014;2290;Y20-24;M;NACI;3.0;A
